"plb0218","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2012","direct migration background","general elemantary","25","","",""
"Yes, every 2 weeks","2012","direct migration background","middle vocational","54","0.21769643486308","0.16743770347457","0.267955166251589"
"Yes, every 2 weeks","2012","direct migration background","vocational + Abi","22","","",""
"Yes, every 2 weeks","2012","direct migration background","higher vocational","3","","",""
"Yes, every 2 weeks","2012","direct migration background","higher education","23","","",""
"Yes, every 2 weeks","2012","indirect migration background","in school","","","",""
"Yes, every 2 weeks","2012","indirect migration background","inadequately","1","","",""
"Yes, every 2 weeks","2012","indirect migration background","general elemantary","15","","",""
"Yes, every 2 weeks","2012","indirect migration background","middle vocational","22","","",""
"Yes, every 2 weeks","2012","indirect migration background","vocational + Abi","8","","",""
"Yes, every 2 weeks","2012","indirect migration background","higher vocational","2","","",""
"Yes, every 2 weeks","2012","indirect migration background","higher education","16","","",""
"Yes, every 3-4 weeks","2012","no migration background","in school","6","","",""
"Yes, every 3-4 weeks","2012","no migration background","inadequately","2","","",""
"Yes, every 3-4 weeks","2012","no migration background","general elemantary","20","","",""
"Yes, every 3-4 weeks","2012","no migration background","middle vocational","197","0.0901806711195175","0.0777171320754094","0.102644210163626"
"Yes, every 3-4 weeks","2012","no migration background","vocational + Abi","27","","",""
"Yes, every 3-4 weeks","2012","no migration background","higher vocational","23","","",""
"Yes, every 3-4 weeks","2012","no migration background","higher education","90","0.0973542756334256","0.0793638219159392","0.115344729350912"
"Yes, every 3-4 weeks","2012","direct migration background","in school","","","",""
"Yes, every 3-4 weeks","2012","direct migration background","inadequately","3","","",""
"Yes, every 3-4 weeks","2012","direct migration background","general elemantary","10","","",""
"Yes, every 3-4 weeks","2012","direct migration background","middle vocational","32","0.118918221079921","0.0794969592980869","0.158339482861755"
"Yes, every 3-4 weeks","2012","direct migration background","vocational + Abi","11","","",""
"Yes, every 3-4 weeks","2012","direct migration background","higher vocational","2","","",""
"Yes, every 3-4 weeks","2012","direct migration background","higher education","20","","",""
"Yes, every 3-4 weeks","2012","indirect migration background","in school","","","",""
"Yes, every 3-4 weeks","2012","indirect migration background","inadequately","","","",""
"Yes, every 3-4 weeks","2012","indirect migration background","general elemantary","1","","",""
"Yes, every 3-4 weeks","2012","indirect migration background","middle vocational","15","","",""
"Yes, every 3-4 weeks","2012","indirect migration background","vocational + Abi","2","","",""
"Yes, every 3-4 weeks","2012","indirect migration background","higher vocational","1","","",""
"Yes, every 3-4 weeks","2012","indirect migration background","higher education","7","","",""
"Rarely","2012","no migration background","in school","2","","",""
"Rarely","2012","no migration background","inadequately","4","","",""
"Rarely","2012","no migration background","general elemantary","33","0.144741038561907","0.100134985208141","0.189347091915673"
"Rarely","2012","no migration background","middle vocational","390","0.20188735279222","0.184421342140771","0.21935336344367"
"Rarely","2012","no migration background","vocational + Abi","78","0.187681032009698","0.151321380129068","0.224040683890329"
"Rarely","2012","no migration background","higher vocational","70","0.271976383279124","0.219762701206652","0.324190065351597"
"Rarely","2012","no migration background","higher education","271","0.264984481322357","0.238201161250693","0.291767801394021"
"Rarely","2012","direct migration background","in school","","","",""
"Rarely","2012","direct migration background","inadequately","3","","",""
"Rarely","2012","direct migration background","general elemantary","21","","",""
"Rarely","2012","direct migration background","middle vocational","37","0.12652799738143","0.0860409579455231","0.167015036817338"
"Rarely","2012","direct migration background","vocational + Abi","15","","",""
"Rarely","2012","direct migration background","higher vocational","5","","",""
"Rarely","2012","direct migration background","higher education","38","0.177459471660035","0.118986601482928","0.235932341837142"
"Rarely","2012","indirect migration background","in school","","","",""
"Rarely","2012","indirect migration background","inadequately","1","","",""
"Rarely","2012","indirect migration background","general elemantary","3","","",""
"Rarely","2012","indirect migration background","middle vocational","21","","",""
"Rarely","2012","indirect migration background","vocational + Abi","9","","",""
"Rarely","2012","indirect migration background","higher vocational","6","","",""
"Rarely","2012","indirect migration background","higher education","18","","",""
"No, never","2013","no migration background","in school","16","","",""
"No, never","2013","no migration background","inadequately","32","0.387509681964767","0.269974734872325","0.50504462905721"
"No, never","2013","no migration background","general elemantary","312","0.416484891155844","0.38084551447009","0.452124267841599"
"No, never","2013","no migration background","middle vocational","2429","0.371008345291672","0.359204545254592","0.382812145328752"
"No, never","2013","no migration background","vocational + Abi","502","0.409774763749841","0.380335144424681","0.439214383075001"
"No, never","2013","no migration background","higher vocational","359","0.311887327508029","0.283595687640363","0.340178967375694"
"No, never","2013","no migration background","higher education","1325","0.340920476329796","0.32540162604462","0.356439326614972"
"No, never","2013","direct migration background","in school","","","",""
"No, never","2013","direct migration background","inadequately","12","","",""
"No, never","2013","direct migration background","general elemantary","106","0.394237083778435","0.335288115850274","0.453186051706597"
"No, never","2013","direct migration background","middle vocational","229","0.403108707556306","0.36369490655063","0.442522508561981"
"No, never","2013","direct migration background","vocational + Abi","78","0.298083224963777","0.235159901784832","0.361006548142722"
"No, never","2013","direct migration background","higher vocational","22","","",""
"No, never","2013","direct migration background","higher education","151","0.399090205502102","0.349392784590836","0.448787626413367"
"No, never","2013","indirect migration background","in school","1","","",""
"No, never","2013","indirect migration background","inadequately","3","","",""
"No, never","2013","indirect migration background","general elemantary","57","0.40985688443091","0.319178523986159","0.500535244875661"
"No, never","2013","indirect migration background","middle vocational","133","0.391597424589647","0.339638078446129","0.443556770733166"
"No, never","2013","indirect migration background","vocational + Abi","31","0.388452014031815","0.270864805070314","0.506039222993316"
"No, never","2013","indirect migration background","higher vocational","22","","",""
"No, never","2013","indirect migration background","higher education","60","0.445133440912958","0.369758108193341","0.520508773632574"
"Yes, every week","2013","no migration background","in school","18","","",""
"Yes, every week","2013","no migration background","inadequately","12","","",""
"Yes, every week","2013","no migration background","general elemantary","118","0.171534301886947","0.144281122369483","0.198787481404411"
"Yes, every week","2013","no migration background","middle vocational","813","0.123036961840612","0.115010650414121","0.131063273267103"
"Yes, every week","2013","no migration background","vocational + Abi","96","0.100523339702317","0.0825230662777975","0.118523613126837"
"Yes, every week","2013","no migration background","higher vocational","124","0.120570310874046","0.100684182870707","0.140456438877386"
"Yes, every week","2013","no migration background","higher education","515","0.14595738788162","0.134398477360187","0.157516298403054"
"Yes, every week","2013","direct migration background","in school","1","","",""
"Yes, every week","2013","direct migration background","inadequately","13","","",""
"Yes, every week","2013","direct migration background","general elemantary","45","0.173786128930885","0.128077318043133","0.219494939818638"
"Yes, every week","2013","direct migration background","middle vocational","101","0.168821754474439","0.138722835575225","0.198920673373652"
"Yes, every week","2013","direct migration background","vocational + Abi","28","","",""
"Yes, every week","2013","direct migration background","higher vocational","12","","",""
"Yes, every week","2013","direct migration background","higher education","50","0.10407129368845","0.0730831274068186","0.135059459970082"
"Yes, every week","2013","indirect migration background","in school","8","","",""
"Yes, every week","2013","indirect migration background","inadequately","4","","",""
"Yes, every week","2013","indirect migration background","general elemantary","18","","",""
"Yes, every week","2013","indirect migration background","middle vocational","49","0.193561637530448","0.151504135433393","0.235619139627503"
"Yes, every week","2013","indirect migration background","vocational + Abi","3","","",""
"Yes, every week","2013","indirect migration background","higher vocational","3","","",""
"Yes, every week","2013","indirect migration background","higher education","24","","",""
"Yes, every 2 weeks","2013","no migration background","in school","11","","",""
"Yes, every 2 weeks","2013","no migration background","inadequately","7","","",""
"Yes, every 2 weeks","2013","no migration background","general elemantary","124","0.155418045339171","0.129225600267832","0.181610490410511"
"Yes, every 2 weeks","2013","no migration background","middle vocational","1173","0.188676259300949","0.179116140623045","0.198236377978854"
"Yes, every 2 weeks","2013","no migration background","vocational + Abi","155","0.151240550806364","0.12979302817977","0.172688073432957"
"Yes, every 2 weeks","2013","no migration background","higher vocational","134","0.11366450464861","0.094280612645987","0.133048396651233"
"Yes, every 2 weeks","2013","no migration background","higher education","359","0.102211237127744","0.0922937762581626","0.112128697997326"
"Yes, every 2 weeks","2013","direct migration background","in school","","","",""
"Yes, every 2 weeks","2013","direct migration background","inadequately","15","","",""
"Yes, every 2 weeks","2013","direct migration background","general elemantary","49","0.182225370872322","0.13565953904584","0.228791202698803"
"Yes, every 2 weeks","2013","direct migration background","middle vocational","121","0.166813260976638","0.136857795747542","0.196768726205734"
"Yes, every 2 weeks","2013","direct migration background","vocational + Abi","38","0.222993616460941","0.165732662256096","0.280254570665785"
"Yes, every 2 weeks","2013","direct migration background","higher vocational","11","","",""
"Yes, every 2 weeks","2013","direct migration background","higher education","46","0.124376620841526","0.0908861135357055","0.157867128147346"
"Yes, every 2 weeks","2013","indirect migration background","in school","2","","",""
"Yes, every 2 weeks","2013","indirect migration background","inadequately","3","","",""
"Yes, every 2 weeks","2013","indirect migration background","general elemantary","19","","",""
"Yes, every 2 weeks","2013","indirect migration background","middle vocational","69","0.189311961699119","0.147609263765168","0.231014659633069"
"Yes, every 2 weeks","2013","indirect migration background","vocational + Abi","10","","",""
"Yes, every 2 weeks","2013","indirect migration background","higher vocational","7","","",""
"Yes, every 2 weeks","2013","indirect migration background","higher education","24","","",""
"Yes, every 3-4 weeks","2013","no migration background","in school","4","","",""
"Yes, every 3-4 weeks","2013","no migration background","inadequately","8","","",""
"Yes, every 3-4 weeks","2013","no migration background","general elemantary","54","0.0735474349387202","0.0546762234883041","0.0924186463891363"
"Yes, every 3-4 weeks","2013","no migration background","middle vocational","582","0.0894988521385063","0.082523654072705","0.0964740502043076"
"Yes, every 3-4 weeks","2013","no migration background","vocational + Abi","77","0.0859542392975218","0.0691751525910369","0.102733326004007"
"Yes, every 3-4 weeks","2013","no migration background","higher vocational","102","0.0979217649539313","0.0797711561249521","0.116072373782911"
"Yes, every 3-4 weeks","2013","no migration background","higher education","323","0.100927796144981","0.0910657558857341","0.110789836404228"
"Yes, every 3-4 weeks","2013","direct migration background","in school","","","",""
"Yes, every 3-4 weeks","2013","direct migration background","inadequately","5","","",""
"Yes, every 3-4 weeks","2013","direct migration background","general elemantary","22","","",""
"Yes, every 3-4 weeks","2013","direct migration background","middle vocational","41","0.0782699713505001","0.0566881017686707","0.0998518409323294"
"Yes, every 3-4 weeks","2013","direct migration background","vocational + Abi","22","","",""
"Yes, every 3-4 weeks","2013","direct migration background","higher vocational","6","","",""
"Yes, every 3-4 weeks","2013","direct migration background","higher education","35","0.101552196218398","0.0708983650669692","0.132206027369827"
"Yes, every 3-4 weeks","2013","indirect migration background","in school","2","","",""
"Yes, every 3-4 weeks","2013","indirect migration background","inadequately","","","",""
"Yes, every 3-4 weeks","2013","indirect migration background","general elemantary","9","","",""
"Yes, every 3-4 weeks","2013","indirect migration background","middle vocational","26","","",""
"Yes, every 3-4 weeks","2013","indirect migration background","vocational + Abi","6","","",""
"Yes, every 3-4 weeks","2013","indirect migration background","higher vocational","2","","",""
"Yes, every 3-4 weeks","2013","indirect migration background","higher education","18","","",""
"Rarely","2013","no migration background","in school","7","","",""
"Rarely","2013","no migration background","inadequately","7","","",""
"Rarely","2013","no migration background","general elemantary","127","0.183015326679317","0.155060609244697","0.210970044113937"
"Rarely","2013","no migration background","middle vocational","1437","0.22777958142826","0.217531664449647","0.238027498406873"
"Rarely","2013","no migration background","vocational + Abi","242","0.252507106443956","0.226500059893192","0.27851415299472"
"Rarely","2013","no migration background","higher vocational","311","0.355956092015383","0.326715549099837","0.385196634930929"
"Rarely","2013","no migration background","higher education","1062","0.309983102515858","0.294841809505074","0.325124395526641"
"Rarely","2013","direct migration background","in school","1","","",""
"Rarely","2013","direct migration background","inadequately","6","","",""
"Rarely","2013","direct migration background","general elemantary","42","0.158550292442261","0.114490369506241","0.202610215378281"
"Rarely","2013","direct migration background","middle vocational","103","0.182986305642117","0.151918286022956","0.214054325261278"
"Rarely","2013","direct migration background","vocational + Abi","37","0.21051790631964","0.154436908109307","0.266598904529973"
"Rarely","2013","direct migration background","higher vocational","16","","",""
"Rarely","2013","direct migration background","higher education","91","0.270909683749524","0.225807600239436","0.316011767259612"
"Rarely","2013","indirect migration background","in school","2","","",""
"Rarely","2013","indirect migration background","inadequately","","","",""
"Rarely","2013","indirect migration background","general elemantary","10","","",""
"Rarely","2013","indirect migration background","middle vocational","62","0.130336132249016","0.0944970920974353","0.166175172400596"
"Rarely","2013","indirect migration background","vocational + Abi","16","","",""
"Rarely","2013","indirect migration background","higher vocational","11","","",""
"Rarely","2013","indirect migration background","higher education","41","0.311064966516869","0.240854066325482","0.381275866708257"
"No, never","2014","no migration background","in school","","","",""
"No, never","2014","no migration background","inadequately","","","",""
"No, never","2014","no migration background","general elemantary","","","",""
"No, never","2014","no migration background","middle vocational","","","",""
"No, never","2014","no migration background","vocational + Abi","","","",""
"No, never","2014","no migration background","higher vocational","","","",""
"No, never","2014","no migration background","higher education","","","",""
"No, never","2014","direct migration background","in school","","","",""
"No, never","2014","direct migration background","inadequately","","","",""
"No, never","2014","direct migration background","general elemantary","","","",""
"No, never","2014","direct migration background","middle vocational","","","",""
"No, never","2014","direct migration background","vocational + Abi","","","",""
"No, never","2014","direct migration background","higher vocational","","","",""
"No, never","2014","direct migration background","higher education","","","",""
"No, never","2014","indirect migration background","in school","","","",""
"No, never","2014","indirect migration background","inadequately","","","",""
"No, never","2014","indirect migration background","general elemantary","","","",""
"No, never","2014","indirect migration background","middle vocational","","","",""
"No, never","2014","indirect migration background","vocational + Abi","","","",""
"No, never","2014","indirect migration background","higher vocational","","","",""
"No, never","2014","indirect migration background","higher education","","","",""
"Yes, every week","2014","no migration background","in school","","","",""
"Yes, every week","2014","no migration background","inadequately","","","",""
"Yes, every week","2014","no migration background","general elemantary","","","",""
"Yes, every week","2014","no migration background","middle vocational","","","",""
"Yes, every week","2014","no migration background","vocational + Abi","","","",""
"Yes, every week","2014","no migration background","higher vocational","","","",""
"Yes, every week","2014","no migration background","higher education","","","",""
"Yes, every week","2014","direct migration background","in school","","","",""
"Yes, every week","2014","direct migration background","inadequately","","","",""
"Yes, every week","2014","direct migration background","general elemantary","","","",""
"Yes, every week","2014","direct migration background","middle vocational","","","",""
"Yes, every week","2014","direct migration background","vocational + Abi","","","",""
"Yes, every week","2014","direct migration background","higher vocational","","","",""
"Yes, every week","2014","direct migration background","higher education","","","",""
"Yes, every week","2014","indirect migration background","in school","","","",""
"Yes, every week","2014","indirect migration background","inadequately","","","",""
"Yes, every week","2014","indirect migration background","general elemantary","","","",""
"Yes, every week","2014","indirect migration background","middle vocational","","","",""
"Yes, every week","2014","indirect migration background","vocational + Abi","","","",""
"Yes, every week","2014","indirect migration background","higher vocational","","","",""
"Yes, every week","2014","indirect migration background","higher education","","","",""
"Yes, every 2 weeks","2014","no migration background","in school","","","",""
"Yes, every 2 weeks","2014","no migration background","inadequately","","","",""
"Yes, every 2 weeks","2014","no migration background","general elemantary","","","",""
"Yes, every 2 weeks","2014","no migration background","middle vocational","","","",""
"Yes, every 2 weeks","2014","no migration background","vocational + Abi","","","",""
"Yes, every 2 weeks","2014","no migration background","higher vocational","","","",""
"Yes, every 2 weeks","2014","no migration background","higher education","","","",""
"Yes, every 2 weeks","2014","direct migration background","in school","","","",""
"Yes, every 2 weeks","2014","direct migration background","inadequately","","","",""
"Yes, every 2 weeks","2014","direct migration background","general elemantary","","","",""
"Yes, every 2 weeks","2014","direct migration background","middle vocational","","","",""
"Yes, every 2 weeks","2014","direct migration background","vocational + Abi","","","",""
"Yes, every 2 weeks","2014","direct migration background","higher vocational","","","",""
"Yes, every 2 weeks","2014","direct migration background","higher education","","","",""
"Yes, every 2 weeks","2014","indirect migration background","in school","","","",""
"Yes, every 2 weeks","2014","indirect migration background","inadequately","","","",""
"Yes, every 2 weeks","2014","indirect migration background","general elemantary","","","",""
"Yes, every 2 weeks","2014","indirect migration background","middle vocational","","","",""
"Yes, every 2 weeks","2014","indirect migration background","vocational + Abi","","","",""
"Yes, every 2 weeks","2014","indirect migration background","higher vocational","","","",""
"Yes, every 2 weeks","2014","indirect migration background","higher education","","","",""
"Yes, every 3-4 weeks","2014","no migration background","in school","","","",""
"Yes, every 3-4 weeks","2014","no migration background","inadequately","","","",""
"Yes, every 3-4 weeks","2014","no migration background","general elemantary","","","",""
"Yes, every 3-4 weeks","2014","no migration background","middle vocational","","","",""
"Yes, every 3-4 weeks","2014","no migration background","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2014","no migration background","higher vocational","","","",""
"Yes, every 3-4 weeks","2014","no migration background","higher education","","","",""
"Yes, every 3-4 weeks","2014","direct migration background","in school","","","",""
"Yes, every 3-4 weeks","2014","direct migration background","inadequately","","","",""
"Yes, every 3-4 weeks","2014","direct migration background","general elemantary","","","",""
"Yes, every 3-4 weeks","2014","direct migration background","middle vocational","","","",""
"Yes, every 3-4 weeks","2014","direct migration background","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2014","direct migration background","higher vocational","","","",""
"Yes, every 3-4 weeks","2014","direct migration background","higher education","","","",""
"Yes, every 3-4 weeks","2014","indirect migration background","in school","","","",""
"Yes, every 3-4 weeks","2014","indirect migration background","inadequately","","","",""
"Yes, every 3-4 weeks","2014","indirect migration background","general elemantary","","","",""
"Yes, every 3-4 weeks","2014","indirect migration background","middle vocational","","","",""
"Yes, every 3-4 weeks","2014","indirect migration background","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2014","indirect migration background","higher vocational","","","",""
"Yes, every 3-4 weeks","2014","indirect migration background","higher education","","","",""
"Rarely","2014","no migration background","in school","","","",""
"Rarely","2014","no migration background","inadequately","","","",""
"Rarely","2014","no migration background","general elemantary","","","",""
"Rarely","2014","no migration background","middle vocational","","","",""
"Rarely","2014","no migration background","vocational + Abi","","","",""
"Rarely","2014","no migration background","higher vocational","","","",""
"Rarely","2014","no migration background","higher education","","","",""
"Rarely","2014","direct migration background","in school","","","",""
"Rarely","2014","direct migration background","inadequately","","","",""
"Rarely","2014","direct migration background","general elemantary","","","",""
"Rarely","2014","direct migration background","middle vocational","","","",""
"Rarely","2014","direct migration background","vocational + Abi","","","",""
"Rarely","2014","direct migration background","higher vocational","","","",""
"Rarely","2014","direct migration background","higher education","","","",""
"Rarely","2014","indirect migration background","in school","","","",""
"Rarely","2014","indirect migration background","inadequately","","","",""
"Rarely","2014","indirect migration background","general elemantary","","","",""
"Rarely","2014","indirect migration background","middle vocational","","","",""
"Rarely","2014","indirect migration background","vocational + Abi","","","",""
"Rarely","2014","indirect migration background","higher vocational","","","",""
"Rarely","2014","indirect migration background","higher education","","","",""
"No, never","2015","no migration background","in school","9","","",""
"No, never","2015","no migration background","inadequately","28","","",""
"No, never","2015","no migration background","general elemantary","272","0.443643313948858","0.404442134382884","0.482844493514831"
"No, never","2015","no migration background","middle vocational","2098","0.385522092543394","0.37265083253717","0.398393352549618"
"No, never","2015","no migration background","vocational + Abi","444","0.423247644541205","0.392090941774769","0.454404347307641"
"No, never","2015","no migration background","higher vocational","311","0.296436076431694","0.266941946766622","0.325930206096766"
"No, never","2015","no migration background","higher education","1185","0.351817121876798","0.33522226467687","0.368411979076726"
"No, never","2015","direct migration background","in school","2","","",""
"No, never","2015","direct migration background","inadequately","32","0.41836378978329","0.306723688567382","0.530003890999199"
"No, never","2015","direct migration background","general elemantary","183","0.370231052842929","0.3248546040216","0.415607501664259"
"No, never","2015","direct migration background","middle vocational","405","0.432808188006647","0.401596078433499","0.464020297579795"
"No, never","2015","direct migration background","vocational + Abi","169","0.306739465722714","0.263000629776092","0.350478301669336"
"No, never","2015","direct migration background","higher vocational","29","","",""
"No, never","2015","direct migration background","higher education","311","0.389719842776534","0.353617950491904","0.425821735061164"
"No, never","2015","indirect migration background","in school","3","","",""
"No, never","2015","indirect migration background","inadequately","6","","",""
"No, never","2015","indirect migration background","general elemantary","72","0.344736359795098","0.276248466468663","0.413224253121532"
"No, never","2015","indirect migration background","middle vocational","190","0.39216457666647","0.347254132648701","0.437075020684239"
"No, never","2015","indirect migration background","vocational + Abi","37","0.315091054060485","0.220164299462466","0.410017808658504"
"No, never","2015","indirect migration background","higher vocational","21","","",""
"No, never","2015","indirect migration background","higher education","88","0.435202433043377","0.369237930747484","0.50116693533927"
"Yes, every week","2015","no migration background","in school","9","","",""
"Yes, every week","2015","no migration background","inadequately","8","","",""
"Yes, every week","2015","no migration background","general elemantary","105","0.174509138306145","0.144560937877035","0.204457338735254"
"Yes, every week","2015","no migration background","middle vocational","698","0.121215591822084","0.112584540360467","0.129846643283702"
"Yes, every week","2015","no migration background","vocational + Abi","71","0.0778242071931747","0.0609305475859649","0.0947178668003845"
"Yes, every week","2015","no migration background","higher vocational","115","0.142124021772341","0.119573101282582","0.164674942262099"
"Yes, every week","2015","no migration background","higher education","436","0.14954337109223","0.137150386063712","0.161936356120748"
"Yes, every week","2015","direct migration background","in school","4","","",""
"Yes, every week","2015","direct migration background","inadequately","12","","",""
"Yes, every week","2015","direct migration background","general elemantary","71","0.186055066769702","0.149485339175236","0.222624794364167"
"Yes, every week","2015","direct migration background","middle vocational","168","0.173766984512062","0.14989737484582","0.197636594178305"
"Yes, every week","2015","direct migration background","vocational + Abi","64","0.161725792296633","0.126802365686477","0.196649218906789"
"Yes, every week","2015","direct migration background","higher vocational","8","","",""
"Yes, every week","2015","direct migration background","higher education","93","0.14692288408871","0.120715241912955","0.173130526264464"
"Yes, every week","2015","indirect migration background","in school","","","",""
"Yes, every week","2015","indirect migration background","inadequately","4","","",""
"Yes, every week","2015","indirect migration background","general elemantary","42","0.269645302131154","0.205697507801782","0.333593096460526"
"Yes, every week","2015","indirect migration background","middle vocational","75","0.164829703390833","0.130700557241987","0.19895884953968"
"Yes, every week","2015","indirect migration background","vocational + Abi","7","","",""
"Yes, every week","2015","indirect migration background","higher vocational","2","","",""
"Yes, every week","2015","indirect migration background","higher education","26","","",""
"Yes, every 2 weeks","2015","no migration background","in school","11","","",""
"Yes, every 2 weeks","2015","no migration background","inadequately","7","","",""
"Yes, every 2 weeks","2015","no migration background","general elemantary","110","0.167842563178084","0.138353613120237","0.197331513235931"
"Yes, every 2 weeks","2015","no migration background","middle vocational","973","0.178691653985708","0.168560741963618","0.188822566007797"
"Yes, every 2 weeks","2015","no migration background","vocational + Abi","137","0.160211482229791","0.137080647094873","0.18334231736471"
"Yes, every 2 weeks","2015","no migration background","higher vocational","106","0.101407903440535","0.081912354188574","0.120903452692496"
"Yes, every 2 weeks","2015","no migration background","higher education","341","0.119037484842082","0.107784004871448","0.130290964812716"
"Yes, every 2 weeks","2015","direct migration background","in school","2","","",""
"Yes, every 2 weeks","2015","direct migration background","inadequately","19","","",""
"Yes, every 2 weeks","2015","direct migration background","general elemantary","85","0.229800922909219","0.190266004782186","0.269335841036253"
"Yes, every 2 weeks","2015","direct migration background","middle vocational","180","0.16279249220837","0.139536002943399","0.18604898147334"
"Yes, every 2 weeks","2015","direct migration background","vocational + Abi","76","0.169231981554126","0.133667600236808","0.204796362871443"
"Yes, every 2 weeks","2015","direct migration background","higher vocational","11","","",""
"Yes, every 2 weeks","2015","direct migration background","higher education","86","0.151086419892276","0.124574966451912","0.17759787333264"
"Yes, every 2 weeks","2015","indirect migration background","in school","3","","",""
"Yes, every 2 weeks","2015","indirect migration background","inadequately","4","","",""
"Yes, every 2 weeks","2015","indirect migration background","general elemantary","36","0.202375805867308","0.144480856051683","0.260270755682932"
"Yes, every 2 weeks","2015","indirect migration background","middle vocational","80","0.190864020023044","0.154715297454102","0.227012742591986"
"Yes, every 2 weeks","2015","indirect migration background","vocational + Abi","13","","",""
"Yes, every 2 weeks","2015","indirect migration background","higher vocational","2","","",""
"Yes, every 2 weeks","2015","indirect migration background","higher education","32","0.172263807513061","0.122022467098574","0.222505147927548"
"Yes, every 3-4 weeks","2015","no migration background","in school","2","","",""
"Yes, every 3-4 weeks","2015","no migration background","inadequately","5","","",""
"Yes, every 3-4 weeks","2015","no migration background","general elemantary","41","0.0671101619166469","0.0473670851809541","0.0868532386523398"
"Yes, every 3-4 weeks","2015","no migration background","middle vocational","464","0.0814383553066535","0.0742054639419694","0.0886712466713376"
"Yes, every 3-4 weeks","2015","no migration background","vocational + Abi","71","0.0615422641055629","0.0463873450194497","0.076697183191676"
"Yes, every 3-4 weeks","2015","no migration background","higher vocational","90","0.105386420558917","0.085556163409824","0.125216677708011"
"Yes, every 3-4 weeks","2015","no migration background","higher education","295","0.0997399139303695","0.0893267010026011","0.110153126858138"
"Yes, every 3-4 weeks","2015","direct migration background","in school","1","","",""
"Yes, every 3-4 weeks","2015","direct migration background","inadequately","4","","",""
"Yes, every 3-4 weeks","2015","direct migration background","general elemantary","36","0.0855885965262368","0.0592991022539404","0.111878090798533"
"Yes, every 3-4 weeks","2015","direct migration background","middle vocational","82","0.0773489190656432","0.0605199975799055","0.0941778405513809"
"Yes, every 3-4 weeks","2015","direct migration background","vocational + Abi","47","0.191249339745603","0.153946538191385","0.228552141299822"
"Yes, every 3-4 weeks","2015","direct migration background","higher vocational","2","","",""
"Yes, every 3-4 weeks","2015","direct migration background","higher education","53","0.0892931936584108","0.068183226807811","0.110403160509011"
"Yes, every 3-4 weeks","2015","indirect migration background","in school","2","","",""
"Yes, every 3-4 weeks","2015","indirect migration background","inadequately","","","",""
"Yes, every 3-4 weeks","2015","indirect migration background","general elemantary","13","","",""
"Yes, every 3-4 weeks","2015","indirect migration background","middle vocational","33","0.0719261883563621","0.0481602510819507","0.0956921256307734"
"Yes, every 3-4 weeks","2015","indirect migration background","vocational + Abi","16","","",""
"Yes, every 3-4 weeks","2015","indirect migration background","higher vocational","4","","",""
"Yes, every 3-4 weeks","2015","indirect migration background","higher education","26","","",""
"Rarely","2015","no migration background","in school","4","","",""
"Rarely","2015","no migration background","inadequately","6","","",""
"Rarely","2015","no migration background","general elemantary","89","0.146894822650267","0.118962307536362","0.174827337764172"
"Rarely","2015","no migration background","middle vocational","1260","0.23313230634216","0.221950685987491","0.244313926696829"
"Rarely","2015","no migration background","vocational + Abi","243","0.277174401930266","0.248948173656585","0.305400630203947"
"Rarely","2015","no migration background","higher vocational","299","0.354645577796513","0.323748692859301","0.385542462733725"
"Rarely","2015","no migration background","higher education","924","0.27986210825852","0.264261334504611","0.295462882012429"
"Rarely","2015","direct migration background","in school","","","",""
"Rarely","2015","direct migration background","inadequately","8","","",""
"Rarely","2015","direct migration background","general elemantary","60","0.128324360951913","0.0968950056904779","0.159753716213348"
"Rarely","2015","direct migration background","middle vocational","133","0.153283416207278","0.130588581145252","0.175978251269303"
"Rarely","2015","direct migration background","vocational + Abi","71","0.171053420680924","0.135337380149458","0.206769461212391"
"Rarely","2015","direct migration background","higher vocational","13","","",""
"Rarely","2015","direct migration background","higher education","158","0.22297765958407","0.192164480278967","0.253790838889173"
"Rarely","2015","indirect migration background","in school","4","","",""
"Rarely","2015","indirect migration background","inadequately","2","","",""
"Rarely","2015","indirect migration background","general elemantary","22","","",""
"Rarely","2015","indirect migration background","middle vocational","76","0.180215511563291","0.144859269600991","0.21557175352559"
"Rarely","2015","indirect migration background","vocational + Abi","19","","",""
"Rarely","2015","indirect migration background","higher vocational","21","","",""
"Rarely","2015","indirect migration background","higher education","45","0.226990116420829","0.171256885379894","0.282723347461763"
"No, never","2016","no migration background","in school","","","",""
"No, never","2016","no migration background","inadequately","","","",""
"No, never","2016","no migration background","general elemantary","","","",""
"No, never","2016","no migration background","middle vocational","","","",""
"No, never","2016","no migration background","vocational + Abi","","","",""
"No, never","2016","no migration background","higher vocational","","","",""
"No, never","2016","no migration background","higher education","","","",""
"No, never","2016","direct migration background","in school","","","",""
"No, never","2016","direct migration background","inadequately","","","",""
"No, never","2016","direct migration background","general elemantary","","","",""
"No, never","2016","direct migration background","middle vocational","","","",""
"No, never","2016","direct migration background","vocational + Abi","","","",""
"No, never","2016","direct migration background","higher vocational","","","",""
"No, never","2016","direct migration background","higher education","","","",""
"No, never","2016","indirect migration background","in school","","","",""
"No, never","2016","indirect migration background","inadequately","","","",""
