"plb0218","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2012","66 and older","middle vocational","","","",""
"Yes, every week","2012","66 and older","vocational + Abi","","","",""
"Yes, every week","2012","66 and older","higher vocational","","","",""
"Yes, every week","2012","66 and older","higher education","","","",""
"Yes, every 2 weeks","2012","16-34 y.","in school","2","","",""
"Yes, every 2 weeks","2012","16-34 y.","inadequately","9","","",""
"Yes, every 2 weeks","2012","16-34 y.","general elemantary","40","0.244497385852126","0.184480967564053","0.304513804140199"
"Yes, every 2 weeks","2012","16-34 y.","middle vocational","121","0.207388604148774","0.175267166079917","0.239510042217631"
"Yes, every 2 weeks","2012","16-34 y.","vocational + Abi","27","","",""
"Yes, every 2 weeks","2012","16-34 y.","higher vocational","4","","",""
"Yes, every 2 weeks","2012","16-34 y.","higher education","18","","",""
"Yes, every 2 weeks","2012","35-65 y.","in school","","","",""
"Yes, every 2 weeks","2012","35-65 y.","inadequately","8","","",""
"Yes, every 2 weeks","2012","35-65 y.","general elemantary","43","0.189531031802367","0.137020119540966","0.242041944063768"
"Yes, every 2 weeks","2012","35-65 y.","middle vocational","339","0.186626247272231","0.168637449637863","0.204615044906599"
"Yes, every 2 weeks","2012","35-65 y.","vocational + Abi","64","0.138437403410995","0.10666937186795","0.17020543495404"
"Yes, every 2 weeks","2012","35-65 y.","higher vocational","37","0.138157263527333","0.0980253567093794","0.178289170345286"
"Yes, every 2 weeks","2012","35-65 y.","higher education","136","0.114030743639487","0.0955393150590574","0.132522172219917"
"Yes, every 2 weeks","2012","66 and older","in school","","","",""
"Yes, every 2 weeks","2012","66 and older","inadequately","","","",""
"Yes, every 2 weeks","2012","66 and older","general elemantary","","","",""
"Yes, every 2 weeks","2012","66 and older","middle vocational","","","",""
"Yes, every 2 weeks","2012","66 and older","vocational + Abi","","","",""
"Yes, every 2 weeks","2012","66 and older","higher vocational","","","",""
"Yes, every 2 weeks","2012","66 and older","higher education","","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","in school","6","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","inadequately","1","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","general elemantary","15","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","middle vocational","70","0.105497366237363","0.0811594159025672","0.129835316572159"
"Yes, every 3-4 weeks","2012","16-34 y.","vocational + Abi","7","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","higher vocational","2","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","higher education","13","","",""
"Yes, every 3-4 weeks","2012","35-65 y.","in school","","","",""
"Yes, every 3-4 weeks","2012","35-65 y.","inadequately","4","","",""
"Yes, every 3-4 weeks","2012","35-65 y.","general elemantary","16","","",""
"Yes, every 3-4 weeks","2012","35-65 y.","middle vocational","172","0.0949372247744273","0.081403157987984","0.108471291560871"
"Yes, every 3-4 weeks","2012","35-65 y.","vocational + Abi","33","0.0703168751802344","0.0467979527371584","0.0938357976233105"
"Yes, every 3-4 weeks","2012","35-65 y.","higher vocational","24","","",""
"Yes, every 3-4 weeks","2012","35-65 y.","higher education","104","0.0986704918313267","0.0813210462327673","0.116019937429886"
"Yes, every 3-4 weeks","2012","66 and older","in school","","","",""
"Yes, every 3-4 weeks","2012","66 and older","inadequately","","","",""
"Yes, every 3-4 weeks","2012","66 and older","general elemantary","","","",""
"Yes, every 3-4 weeks","2012","66 and older","middle vocational","2","","",""
"Yes, every 3-4 weeks","2012","66 and older","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2012","66 and older","higher vocational","","","",""
"Yes, every 3-4 weeks","2012","66 and older","higher education","","","",""
"Rarely","2012","16-34 y.","in school","2","","",""
"Rarely","2012","16-34 y.","inadequately","3","","",""
"Rarely","2012","16-34 y.","general elemantary","19","","",""
"Rarely","2012","16-34 y.","middle vocational","104","0.152391690978504","0.123917550277377","0.180865831679632"
"Rarely","2012","16-34 y.","vocational + Abi","24","","",""
"Rarely","2012","16-34 y.","higher vocational","9","","",""
"Rarely","2012","16-34 y.","higher education","32","0.226844049217847","0.155670353475181","0.298017744960512"
"Rarely","2012","35-65 y.","in school","","","",""
"Rarely","2012","35-65 y.","inadequately","5","","",""
"Rarely","2012","35-65 y.","general elemantary","38","0.211789369305153","0.157048155016797","0.26653058359351"
"Rarely","2012","35-65 y.","middle vocational","344","0.198073380378423","0.179671971756325","0.216474789000521"
"Rarely","2012","35-65 y.","vocational + Abi","78","0.159420569678904","0.125747576522463","0.193093562835345"
"Rarely","2012","35-65 y.","higher vocational","72","0.276680794826228","0.224652040695007","0.32870954895745"
"Rarely","2012","35-65 y.","higher education","295","0.250955197360979","0.225731882861257","0.2761785118607"
"Rarely","2012","66 and older","in school","","","",""
"Rarely","2012","66 and older","inadequately","","","",""
"Rarely","2012","66 and older","general elemantary","","","",""
"Rarely","2012","66 and older","middle vocational","","","",""
"Rarely","2012","66 and older","vocational + Abi","","","",""
"Rarely","2012","66 and older","higher vocational","","","",""
"Rarely","2012","66 and older","higher education","","","",""
"No, never","2013","16-34 y.","in school","17","","",""
"No, never","2013","16-34 y.","inadequately","18","","",""
"No, never","2013","16-34 y.","general elemantary","236","0.461574321488173","0.418392912154997","0.504755730821349"
"No, never","2013","16-34 y.","middle vocational","630","0.385761468808285","0.362337911612405","0.409185026004166"
"No, never","2013","16-34 y.","vocational + Abi","147","0.380246600064979","0.327711048295508","0.43278215183445"
"No, never","2013","16-34 y.","higher vocational","56","0.438151629598348","0.3504682433048","0.525835015891896"
"No, never","2013","16-34 y.","higher education","289","0.37304220409265","0.336558884944705","0.409525523240596"
"No, never","2013","35-65 y.","in school","","","",""
"No, never","2013","35-65 y.","inadequately","28","","",""
"No, never","2013","35-65 y.","general elemantary","233","0.375827832925252","0.336342951230759","0.415312714619744"
"No, never","2013","35-65 y.","middle vocational","2115","0.366561753660458","0.353934393263806","0.37918911405711"
"No, never","2013","35-65 y.","vocational + Abi","461","0.40219944608787","0.371868907292003","0.432529984883736"
"No, never","2013","35-65 y.","higher vocational","338","0.289541806415899","0.261360478456097","0.317723134375701"
"No, never","2013","35-65 y.","higher education","1201","0.336992903463548","0.320967302139208","0.353018504787888"
"No, never","2013","66 and older","in school","","","",""
"No, never","2013","66 and older","inadequately","1","","",""
"No, never","2013","66 and older","general elemantary","6","","",""
"No, never","2013","66 and older","middle vocational","46","0.506873201173819","0.415498043707797","0.598248358639841"
"No, never","2013","66 and older","vocational + Abi","3","","",""
"No, never","2013","66 and older","higher vocational","9","","",""
"No, never","2013","66 and older","higher education","46","0.49290949561043","0.398180587033377","0.587638404187482"
"Yes, every week","2013","16-34 y.","in school","27","","",""
"Yes, every week","2013","16-34 y.","inadequately","11","","",""
"Yes, every week","2013","16-34 y.","general elemantary","82","0.171592678094948","0.138935064125407","0.204250292064488"
"Yes, every week","2013","16-34 y.","middle vocational","234","0.12608951105237","0.110116093138903","0.142062928965837"
"Yes, every week","2013","16-34 y.","vocational + Abi","34","0.126809937489052","0.0907983550607602","0.162821519917344"
"Yes, every week","2013","16-34 y.","higher vocational","7","","",""
"Yes, every week","2013","16-34 y.","higher education","75","0.0843003566307812","0.0633405422093251","0.105260171052237"
"Yes, every week","2013","35-65 y.","in school","","","",""
"Yes, every week","2013","35-65 y.","inadequately","17","","",""
"Yes, every week","2013","35-65 y.","general elemantary","89","0.168692038139427","0.138163048289227","0.199221027989627"
"Yes, every week","2013","35-65 y.","middle vocational","705","0.128161911255823","0.119402311417078","0.136921511094567"
"Yes, every week","2013","35-65 y.","vocational + Abi","93","0.0980567443019498","0.0796613298435714","0.116452158760328"
"Yes, every week","2013","35-65 y.","higher vocational","128","0.136346329991683","0.115024322658485","0.15766833732488"
"Yes, every week","2013","35-65 y.","higher education","497","0.155829302310748","0.143532715846144","0.168125888775351"
"Yes, every week","2013","66 and older","in school","","","",""
"Yes, every week","2013","66 and older","inadequately","1","","",""
"Yes, every week","2013","66 and older","general elemantary","10","","",""
"Yes, every week","2013","66 and older","middle vocational","24","","",""
"Yes, every week","2013","66 and older","vocational + Abi","","","",""
"Yes, every week","2013","66 and older","higher vocational","4","","",""
"Yes, every week","2013","66 and older","higher education","17","","",""
"Yes, every 2 weeks","2013","16-34 y.","in school","13","","",""
"Yes, every 2 weeks","2013","16-34 y.","inadequately","12","","",""
"Yes, every 2 weeks","2013","16-34 y.","general elemantary","85","0.152369340081831","0.121240335563696","0.183498344599966"
"Yes, every 2 weeks","2013","16-34 y.","middle vocational","338","0.219012195897716","0.199110908392785","0.238913483402648"
"Yes, every 2 weeks","2013","16-34 y.","vocational + Abi","54","0.133160547034375","0.0963926924692789","0.169928401599471"
"Yes, every 2 weeks","2013","16-34 y.","higher vocational","14","","",""
"Yes, every 2 weeks","2013","16-34 y.","higher education","68","0.104978350912176","0.0818543569199929","0.128102344904358"
"Yes, every 2 weeks","2013","35-65 y.","in school","","","",""
"Yes, every 2 weeks","2013","35-65 y.","inadequately","13","","",""
"Yes, every 2 weeks","2013","35-65 y.","general elemantary","105","0.174465287734708","0.143526281714538","0.205404293754878"
"Yes, every 2 weeks","2013","35-65 y.","middle vocational","1009","0.179514689225381","0.169457600978375","0.189571777472387"
"Yes, every 2 weeks","2013","35-65 y.","vocational + Abi","149","0.177375993432161","0.15374786380996","0.201004123054362"
"Yes, every 2 weeks","2013","35-65 y.","higher vocational","136","0.116815504261601","0.0968577113061146","0.136773297217088"
"Yes, every 2 weeks","2013","35-65 y.","higher education","357","0.105159406826303","0.0947592049207115","0.115559608731895"
"Yes, every 2 weeks","2013","66 and older","in school","","","",""
"Yes, every 2 weeks","2013","66 and older","inadequately","","","",""
"Yes, every 2 weeks","2013","66 and older","general elemantary","2","","",""
"Yes, every 2 weeks","2013","66 and older","middle vocational","16","","",""
"Yes, every 2 weeks","2013","66 and older","vocational + Abi","","","",""
"Yes, every 2 weeks","2013","66 and older","higher vocational","2","","",""
"Yes, every 2 weeks","2013","66 and older","higher education","4","","",""
"Yes, every 3-4 weeks","2013","16-34 y.","in school","6","","",""
"Yes, every 3-4 weeks","2013","16-34 y.","inadequately","2","","",""
"Yes, every 3-4 weeks","2013","16-34 y.","general elemantary","32","0.0575329441551706","0.037363009133019","0.0777028791773221"
"Yes, every 3-4 weeks","2013","16-34 y.","middle vocational","156","0.0990784325672099","0.0847017741716196","0.1134550909628"
"Yes, every 3-4 weeks","2013","16-34 y.","vocational + Abi","30","0.10243246786602","0.0696181368742692","0.135246798857771"
"Yes, every 3-4 weeks","2013","16-34 y.","higher vocational","12","","",""
"Yes, every 3-4 weeks","2013","16-34 y.","higher education","66","0.115530582819478","0.0914156477417858","0.13964551789717"
"Yes, every 3-4 weeks","2013","35-65 y.","in school","","","",""
"Yes, every 3-4 weeks","2013","35-65 y.","inadequately","11","","",""
"Yes, every 3-4 weeks","2013","35-65 y.","general elemantary","53","0.0963390863416759","0.0722850378341484","0.120393134849203"
"Yes, every 3-4 weeks","2013","35-65 y.","middle vocational","489","0.0876833651569137","0.0802716578337351","0.0950950724800923"
"Yes, every 3-4 weeks","2013","35-65 y.","vocational + Abi","73","0.0849147550255271","0.0676721217505123","0.102157388300542"
"Yes, every 3-4 weeks","2013","35-65 y.","higher vocational","96","0.111251287979624","0.0917133571997544","0.130789218759494"
"Yes, every 3-4 weeks","2013","35-65 y.","higher education","303","0.0980670558594107","0.0879839677545879","0.108150143964233"
"Yes, every 3-4 weeks","2013","66 and older","in school","","","",""
"Yes, every 3-4 weeks","2013","66 and older","inadequately","","","",""
"Yes, every 3-4 weeks","2013","66 and older","general elemantary","","","",""
"Yes, every 3-4 weeks","2013","66 and older","middle vocational","4","","",""
"Yes, every 3-4 weeks","2013","66 and older","vocational + Abi","2","","",""
"Yes, every 3-4 weeks","2013","66 and older","higher vocational","2","","",""
"Yes, every 3-4 weeks","2013","66 and older","higher education","7","","",""
"Rarely","2013","16-34 y.","in school","10","","",""
"Rarely","2013","16-34 y.","inadequately","4","","",""
"Rarely","2013","16-34 y.","general elemantary","77","0.156930716179878","0.125424320549649","0.188437111810107"
"Rarely","2013","16-34 y.","middle vocational","301","0.170058391674418","0.151980503286308","0.188136280062528"
"Rarely","2013","16-34 y.","vocational + Abi","63","0.257350447545574","0.210039069834634","0.304661825256514"
"Rarely","2013","16-34 y.","higher vocational","34","0.383485420719013","0.297556048342767","0.469414793095258"
"Rarely","2013","16-34 y.","higher education","177","0.322148505544915","0.286895873821258","0.357401137268571"
"Rarely","2013","35-65 y.","in school","","","",""
"Rarely","2013","35-65 y.","inadequately","8","","",""
"Rarely","2013","35-65 y.","general elemantary","98","0.184675754858938","0.153041741639904","0.216309768077972"
"Rarely","2013","35-65 y.","middle vocational","1276","0.238078280701425","0.226917311089988","0.249239250312861"
"Rarely","2013","35-65 y.","vocational + Abi","228","0.237453061152492","0.211131998922548","0.263774123382436"
"Rarely","2013","35-65 y.","higher vocational","297","0.346045071351193","0.316486952347894","0.375603190354492"
"Rarely","2013","35-65 y.","higher education","984","0.30395133153999","0.288357002381817","0.319545660698163"
"Rarely","2013","66 and older","in school","","","",""
"Rarely","2013","66 and older","inadequately","1","","",""
"Rarely","2013","66 and older","general elemantary","4","","",""
"Rarely","2013","66 and older","middle vocational","25","","",""
"Rarely","2013","66 and older","vocational + Abi","4","","",""
"Rarely","2013","66 and older","higher vocational","7","","",""
"Rarely","2013","66 and older","higher education","33","0.254194300969454","0.17169467952895","0.336693922409958"
"No, never","2014","16-34 y.","in school","","","",""
"No, never","2014","16-34 y.","inadequately","","","",""
"No, never","2014","16-34 y.","general elemantary","","","",""
"No, never","2014","16-34 y.","middle vocational","","","",""
"No, never","2014","16-34 y.","vocational + Abi","","","",""
"No, never","2014","16-34 y.","higher vocational","","","",""
"No, never","2014","16-34 y.","higher education","","","",""
"No, never","2014","35-65 y.","in school","","","",""
"No, never","2014","35-65 y.","inadequately","","","",""
"No, never","2014","35-65 y.","general elemantary","","","",""
"No, never","2014","35-65 y.","middle vocational","","","",""
"No, never","2014","35-65 y.","vocational + Abi","","","",""
"No, never","2014","35-65 y.","higher vocational","","","",""
"No, never","2014","35-65 y.","higher education","","","",""
"No, never","2014","66 and older","in school","","","",""
"No, never","2014","66 and older","inadequately","","","",""
"No, never","2014","66 and older","general elemantary","","","",""
"No, never","2014","66 and older","middle vocational","","","",""
"No, never","2014","66 and older","vocational + Abi","","","",""
"No, never","2014","66 and older","higher vocational","","","",""
"No, never","2014","66 and older","higher education","","","",""
"Yes, every week","2014","16-34 y.","in school","","","",""
"Yes, every week","2014","16-34 y.","inadequately","","","",""
"Yes, every week","2014","16-34 y.","general elemantary","","","",""
"Yes, every week","2014","16-34 y.","middle vocational","","","",""
"Yes, every week","2014","16-34 y.","vocational + Abi","","","",""
"Yes, every week","2014","16-34 y.","higher vocational","","","",""
"Yes, every week","2014","16-34 y.","higher education","","","",""
"Yes, every week","2014","35-65 y.","in school","","","",""
"Yes, every week","2014","35-65 y.","inadequately","","","",""
"Yes, every week","2014","35-65 y.","general elemantary","","","",""
"Yes, every week","2014","35-65 y.","middle vocational","","","",""
"Yes, every week","2014","35-65 y.","vocational + Abi","","","",""
"Yes, every week","2014","35-65 y.","higher vocational","","","",""
"Yes, every week","2014","35-65 y.","higher education","","","",""
"Yes, every week","2014","66 and older","in school","","","",""
"Yes, every week","2014","66 and older","inadequately","","","",""
"Yes, every week","2014","66 and older","general elemantary","","","",""
"Yes, every week","2014","66 and older","middle vocational","","","",""
"Yes, every week","2014","66 and older","vocational + Abi","","","",""
"Yes, every week","2014","66 and older","higher vocational","","","",""
"Yes, every week","2014","66 and older","higher education","","","",""
"Yes, every 2 weeks","2014","16-34 y.","in school","","","",""
"Yes, every 2 weeks","2014","16-34 y.","inadequately","","","",""
"Yes, every 2 weeks","2014","16-34 y.","general elemantary","","","",""
"Yes, every 2 weeks","2014","16-34 y.","middle vocational","","","",""
"Yes, every 2 weeks","2014","16-34 y.","vocational + Abi","","","",""
"Yes, every 2 weeks","2014","16-34 y.","higher vocational","","","",""
"Yes, every 2 weeks","2014","16-34 y.","higher education","","","",""
"Yes, every 2 weeks","2014","35-65 y.","in school","","","",""
"Yes, every 2 weeks","2014","35-65 y.","inadequately","","","",""
"Yes, every 2 weeks","2014","35-65 y.","general elemantary","","","",""
"Yes, every 2 weeks","2014","35-65 y.","middle vocational","","","",""
"Yes, every 2 weeks","2014","35-65 y.","vocational + Abi","","","",""
"Yes, every 2 weeks","2014","35-65 y.","higher vocational","","","",""
"Yes, every 2 weeks","2014","35-65 y.","higher education","","","",""
"Yes, every 2 weeks","2014","66 and older","in school","","","",""
"Yes, every 2 weeks","2014","66 and older","inadequately","","","",""
"Yes, every 2 weeks","2014","66 and older","general elemantary","","","",""
"Yes, every 2 weeks","2014","66 and older","middle vocational","","","",""
"Yes, every 2 weeks","2014","66 and older","vocational + Abi","","","",""
"Yes, every 2 weeks","2014","66 and older","higher vocational","","","",""
"Yes, every 2 weeks","2014","66 and older","higher education","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","in school","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","inadequately","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","general elemantary","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","middle vocational","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","higher vocational","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","higher education","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","in school","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","inadequately","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","general elemantary","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","middle vocational","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","higher vocational","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","higher education","","","",""
"Yes, every 3-4 weeks","2014","66 and older","in school","","","",""
"Yes, every 3-4 weeks","2014","66 and older","inadequately","","","",""
"Yes, every 3-4 weeks","2014","66 and older","general elemantary","","","",""
"Yes, every 3-4 weeks","2014","66 and older","middle vocational","","","",""
"Yes, every 3-4 weeks","2014","66 and older","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2014","66 and older","higher vocational","","","",""
"Yes, every 3-4 weeks","2014","66 and older","higher education","","","",""
"Rarely","2014","16-34 y.","in school","","","",""
"Rarely","2014","16-34 y.","inadequately","","","",""
"Rarely","2014","16-34 y.","general elemantary","","","",""
"Rarely","2014","16-34 y.","middle vocational","","","",""
"Rarely","2014","16-34 y.","vocational + Abi","","","",""
"Rarely","2014","16-34 y.","higher vocational","","","",""
"Rarely","2014","16-34 y.","higher education","","","",""
"Rarely","2014","35-65 y.","in school","","","",""
"Rarely","2014","35-65 y.","inadequately","","","",""
"Rarely","2014","35-65 y.","general elemantary","","","",""
"Rarely","2014","35-65 y.","middle vocational","","","",""
"Rarely","2014","35-65 y.","vocational + Abi","","","",""
"Rarely","2014","35-65 y.","higher vocational","","","",""
"Rarely","2014","35-65 y.","higher education","","","",""
"Rarely","2014","66 and older","in school","","","",""
"Rarely","2014","66 and older","inadequately","","","",""
"Rarely","2014","66 and older","general elemantary","","","",""
"Rarely","2014","66 and older","middle vocational","","","",""
"Rarely","2014","66 and older","vocational + Abi","","","",""
"Rarely","2014","66 and older","higher vocational","","","",""
"Rarely","2014","66 and older","higher education","","","",""
"No, never","2015","16-34 y.","in school","14","","",""
"No, never","2015","16-34 y.","inadequately","21","","",""
"No, never","2015","16-34 y.","general elemantary","255","0.405964600439109","0.365650134687001","0.446279066191217"
"No, never","2015","16-34 y.","middle vocational","616","0.397277751962725","0.373172406089517","0.421383097835933"
"No, never","2015","16-34 y.","vocational + Abi","140","0.364667083378865","0.313728133086241","0.415606033671488"
"No, never","2015","16-34 y.","higher vocational","43","0.365999702649549","0.276787517560168","0.45521188773893"
"No, never","2015","16-34 y.","higher education","286","0.380404343540405","0.343698063774953","0.417110623305858"
"No, never","2015","35-65 y.","in school","","","",""
"No, never","2015","35-65 y.","inadequately","44","0.484854341739054","0.387866192613035","0.581842490865074"
"No, never","2015","35-65 y.","general elemantary","263","0.413444382740271","0.375410706580061","0.45147805890048"
"No, never","2015","35-65 y.","middle vocational","1995","0.378288012633038","0.365069982657599","0.391506042608477"
"No, never","2015","35-65 y.","vocational + Abi","506","0.407392947689083","0.378795206934871","0.435990688443295"
"No, never","2015","35-65 y.","higher vocational","309","0.304151168184755","0.274061865832195","0.334240470537315"
"No, never","2015","35-65 y.","higher education","1258","0.352458742535934","0.336203338594151","0.368714146477718"
"No, never","2015","66 and older","in school","","","",""
"No, never","2015","66 and older","inadequately","1","","",""
"No, never","2015","66 and older","general elemantary","9","","",""
"No, never","2015","66 and older","middle vocational","82","0.619863425778888","0.544882122058635","0.69484472949914"
"No, never","2015","66 and older","vocational + Abi","4","","",""
"No, never","2015","66 and older","higher vocational","9","","",""
"No, never","2015","66 and older","higher education","40","0.430382394163456","0.337431452755795","0.523333335571117"
"Yes, every week","2015","16-34 y.","in school","13","","",""
"Yes, every week","2015","16-34 y.","inadequately","9","","",""
"Yes, every week","2015","16-34 y.","general elemantary","105","0.208875094560816","0.175503533600488","0.242246655521144"
"Yes, every week","2015","16-34 y.","middle vocational","232","0.143215932596579","0.125959977888316","0.160471887304841"
"Yes, every week","2015","16-34 y.","vocational + Abi","40","0.117279423356517","0.0832289175839603","0.151329929129073"
"Yes, every week","2015","16-34 y.","higher vocational","12","","",""
"Yes, every week","2015","16-34 y.","higher education","73","0.104754030909362","0.0816003516224422","0.127907710196282"
"Yes, every week","2015","35-65 y.","in school","","","",""
"Yes, every week","2015","35-65 y.","inadequately","14","","",""
"Yes, every week","2015","35-65 y.","general elemantary","103","0.158457247672795","0.130253988169427","0.186660507176164"
"Yes, every week","2015","35-65 y.","middle vocational","684","0.125985785548155","0.116941362997512","0.135030208098798"
"Yes, every week","2015","35-65 y.","vocational + Abi","101","0.0890205912638078","0.0724460666378245","0.105595115889791"
"Yes, every week","2015","35-65 y.","higher vocational","109","0.128117460220985","0.106257816801328","0.149977103640642"
"Yes, every week","2015","35-65 y.","higher education","465","0.159307478989714","0.146855265021258","0.171759692958169"
"Yes, every week","2015","66 and older","in school","","","",""
"Yes, every week","2015","66 and older","inadequately","1","","",""
"Yes, every week","2015","66 and older","general elemantary","10","","",""
"Yes, every week","2015","66 and older","middle vocational","25","","",""
"Yes, every week","2015","66 and older","vocational + Abi","1","","",""
"Yes, every week","2015","66 and older","higher vocational","4","","",""
"Yes, every week","2015","66 and older","higher education","17","","",""
"Yes, every 2 weeks","2015","16-34 y.","in school","16","","",""
"Yes, every 2 weeks","2015","16-34 y.","inadequately","6","","",""
"Yes, every 2 weeks","2015","16-34 y.","general elemantary","100","0.176088043390892","0.144818898866494","0.20735718791529"
"Yes, every 2 weeks","2015","16-34 y.","middle vocational","323","0.18103964520695","0.162071454049519","0.200007836364381"
"Yes, every 2 weeks","2015","16-34 y.","vocational + Abi","62","0.177721453457526","0.137265686495372","0.21817722041968"
"Yes, every 2 weeks","2015","16-34 y.","higher vocational","15","","",""
"Yes, every 2 weeks","2015","16-34 y.","higher education","89","0.194093979445363","0.164191191108105","0.22399676778262"
"Yes, every 2 weeks","2015","35-65 y.","in school","","","",""
"Yes, every 2 weeks","2015","35-65 y.","inadequately","24","","",""
"Yes, every 2 weeks","2015","35-65 y.","general elemantary","131","0.212692557323328","0.181087725596499","0.244297389050158"
"Yes, every 2 weeks","2015","35-65 y.","middle vocational","901","0.183272289018082","0.172727257800839","0.193817320235325"
"Yes, every 2 weeks","2015","35-65 y.","vocational + Abi","164","0.159538198475408","0.138225772128924","0.180850624821891"
"Yes, every 2 weeks","2015","35-65 y.","higher vocational","99","0.109996679745714","0.0895324442829997","0.130460915208428"
"Yes, every 2 weeks","2015","35-65 y.","higher education","361","0.105024309638113","0.0945924811670442","0.115456138109182"
"Yes, every 2 weeks","2015","66 and older","in school","","","",""
"Yes, every 2 weeks","2015","66 and older","inadequately","","","",""
"Yes, every 2 weeks","2015","66 and older","general elemantary","","","",""
"Yes, every 2 weeks","2015","66 and older","middle vocational","9","","",""
"Yes, every 2 weeks","2015","66 and older","vocational + Abi","","","",""
"Yes, every 2 weeks","2015","66 and older","higher vocational","5","","",""
"Yes, every 2 weeks","2015","66 and older","higher education","9","","",""
"Yes, every 3-4 weeks","2015","16-34 y.","in school","5","","",""
"Yes, every 3-4 weeks","2015","16-34 y.","inadequately","2","","",""
"Yes, every 3-4 weeks","2015","16-34 y.","general elemantary","38","0.0645376531434748","0.0443665150216988","0.0847087912652508"
"Yes, every 3-4 weeks","2015","16-34 y.","middle vocational","129","0.0876736573089006","0.073741534217382","0.101605780400419"
"Yes, every 3-4 weeks","2015","16-34 y.","vocational + Abi","33","0.10447438035667","0.072104213321531","0.13684454739181"
"Yes, every 3-4 weeks","2015","16-34 y.","higher vocational","8","","",""
"Yes, every 3-4 weeks","2015","16-34 y.","higher education","65","0.0926006421615953","0.0706842184800567","0.114517065843134"
"Yes, every 3-4 weeks","2015","35-65 y.","in school","","","",""
"Yes, every 3-4 weeks","2015","35-65 y.","inadequately","7","","",""
"Yes, every 3-4 weeks","2015","35-65 y.","general elemantary","51","0.082813802228923","0.0615282326906027","0.104099371767243"
"Yes, every 3-4 weeks","2015","35-65 y.","middle vocational","444","0.081102843254287","0.0736621685904289","0.088543517918145"
"Yes, every 3-4 weeks","2015","35-65 y.","vocational + Abi","100","0.0871070718500827","0.0706944413376295","0.103519702362536"
"Yes, every 3-4 weeks","2015","35-65 y.","higher vocational","86","0.10458818594756","0.0845728608756192","0.124603511019502"
"Yes, every 3-4 weeks","2015","35-65 y.","higher education","297","0.0996301317066523","0.0894391568838952","0.109821106529409"
"Yes, every 3-4 weeks","2015","66 and older","in school","","","",""
"Yes, every 3-4 weeks","2015","66 and older","inadequately","","","",""
"Yes, every 3-4 weeks","2015","66 and older","general elemantary","1","","",""
"Yes, every 3-4 weeks","2015","66 and older","middle vocational","6","","",""
"Yes, every 3-4 weeks","2015","66 and older","vocational + Abi","1","","",""
"Yes, every 3-4 weeks","2015","66 and older","higher vocational","2","","",""
"Yes, every 3-4 weeks","2015","66 and older","higher education","12","","",""
"Rarely","2015","16-34 y.","in school","8","","",""
"Rarely","2015","16-34 y.","inadequately","3","","",""
"Rarely","2015","16-34 y.","general elemantary","72","0.144534608465708","0.115667863811146","0.17340135312027"
"Rarely","2015","16-34 y.","middle vocational","283","0.190793012924846","0.171436876307871","0.21014914954182"
"Rarely","2015","16-34 y.","vocational + Abi","68","0.235857659450422","0.190930066085598","0.280785252815246"
"Rarely","2015","16-34 y.","higher vocational","34","0.328637564101791","0.241646188167228","0.415628940036354"
"Rarely","2015","16-34 y.","higher education","159","0.228147003943275","0.196419337098156","0.259874670788393"
"Rarely","2015","35-65 y.","in school","","","",""
"Rarely","2015","35-65 y.","inadequately","13","","",""
"Rarely","2015","35-65 y.","general elemantary","96","0.132592010034683","0.106399595007907","0.158784425061459"
"Rarely","2015","35-65 y.","middle vocational","1147","0.231351069546438","0.219857350114909","0.242844788977967"
"Rarely","2015","35-65 y.","vocational + Abi","263","0.256941190721619","0.231509805078758","0.28237257636448"
"Rarely","2015","35-65 y.","higher vocational","295","0.353146505900986","0.321886407288572","0.3844066045134"
"Rarely","2015","35-65 y.","higher education","937","0.283579337129586","0.268242661114122","0.29891601314505"
"Rarely","2015","66 and older","in school","","","",""
"Rarely","2015","66 and older","inadequately","","","",""
"Rarely","2015","66 and older","general elemantary","3","","",""
"Rarely","2015","66 and older","middle vocational","39","0.239760252707938","0.173812646983318","0.305707858432558"
