"plb0218","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes, every 3-4 weeks","2011","66 and older","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2011","66 and older","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2011","66 and older","Couple + C. GT 16 ","2","","","","4"
"Yes, every 3-4 weeks","2011","66 and older","Couple + C. LE and GT 16","","","","","4"
"Yes, every week","2011","16-34 y.","1-pers.-HH","78","0.148097250473771","0.115778273248594","0.180416227698948","2"
"Yes, every week","2011","16-34 y.","(Married) couple without C. ","90","0.118422417719474","0.0948867763044587","0.14195805913449","2"
"Yes, every week","2011","16-34 y.","Single parent ","55","0.156578616693398","0.122270412544047","0.190886820842748","2"
"Yes, every week","2011","16-34 y.","Couple + C. LE 16 ","221","0.142605225625853","0.125358162132067","0.159852289119639","2"
"Yes, every week","2011","16-34 y.","Couple + C. GT 16 ","79","0.144500035373987","0.116483503192426","0.172516567555547","2"
"Yes, every week","2011","16-34 y.","Couple + C. LE and GT 16","44","0.183597666193462","0.136171960127545","0.231023372259379","2"
"Yes, every week","2011","35-65 y.","1-pers.-HH","183","0.16503423527323","0.142559799021786","0.187508671524674","2"
"Yes, every week","2011","35-65 y.","(Married) couple without C. ","386","0.152529111574646","0.138835189086931","0.166223034062361","2"
"Yes, every week","2011","35-65 y.","Single parent ","191","0.15338178013875","0.134743683325724","0.172019876951775","2"
"Yes, every week","2011","35-65 y.","Couple + C. LE 16 ","611","0.124692899035826","0.114954469627657","0.134431328443996","2"
"Yes, every week","2011","35-65 y.","Couple + C. GT 16 ","268","0.165834489367574","0.147360217584076","0.184308761151072","2"
"Yes, every week","2011","35-65 y.","Couple + C. LE and GT 16","140","0.119357322480992","0.100445842466171","0.138268802495813","2"
"Yes, every week","2011","66 and older","1-pers.-HH","12","","","","2"
"Yes, every week","2011","66 and older","(Married) couple without C. ","34","0.217626999316875","0.15369012309307","0.281563875540679","2"
"Yes, every week","2011","66 and older","Single parent ","2","","","","2"
"Yes, every week","2011","66 and older","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2011","66 and older","Couple + C. GT 16 ","4","","","","2"
"Yes, every week","2011","66 and older","Couple + C. LE and GT 16","","","","","2"
"No, never","2012","16-34 y.","1-pers.-HH","11","","","","1"
"No, never","2012","16-34 y.","(Married) couple without C. ","5","","","","1"
"No, never","2012","16-34 y.","Single parent ","95","0.507964676636251","0.438504409330328","0.577424943942173","1"
"No, never","2012","16-34 y.","Couple + C. LE 16 ","304","0.347607772973696","0.315132172046418","0.380083373900973","1"
"No, never","2012","35-65 y.","Couple + C. LE and GT 16","194","0.359802474939478","0.319397251162696","0.40020769871626","1"
"No, never","2012","16-34 y.","Couple + C. GT 16 ","11","","","","1"
"No, never","2012","16-34 y.","Couple + C. LE and GT 16","51","0.447675262068902","0.355170221601712","0.540180302536092","1"
"No, never","2012","35-65 y.","1-pers.-HH","9","","","","1"
"No, never","2012","35-65 y.","(Married) couple without C. ","2","","","","1"
"No, never","2012","35-65 y.","Single parent ","400","0.451012816956076","0.418395001127575","0.483630632784576","1"
"No, never","2012","35-65 y.","Couple + C. LE 16 ","919","0.394499931419443","0.374768941980782","0.414230920858103","1"
"No, never","2012","35-65 y.","Couple + C. GT 16 ","26","","","","1"
"No, never","2012","66 and older","1-pers.-HH","","","","","1"
"No, never","2012","66 and older","(Married) couple without C. ","","","","","1"
"No, never","2012","66 and older","Single parent ","1","","","","1"
"No, never","2012","66 and older","Couple + C. LE 16 ","","","","","1"
"No, never","2012","66 and older","Couple + C. GT 16 ","","","","","1"
"No, never","2012","66 and older","Couple + C. LE and GT 16","","","","","1"
"Rarely","2012","16-34 y.","1-pers.-HH","3","","","","5"
"Rarely","2012","16-34 y.","(Married) couple without C. ","3","","","","5"
"Rarely","2012","16-34 y.","Single parent ","25","","","","5"
"Rarely","2012","16-34 y.","Couple + C. LE 16 ","146","0.173875179204154","0.148028800819659","0.199721557588649","5"
"Rarely","2012","16-34 y.","Couple + C. GT 16 ","3","","","","5"
"Rarely","2012","16-34 y.","Couple + C. LE and GT 16","15","","","","5"
"Rarely","2012","35-65 y.","(Married) couple without C. ","1","","","","5"
"Rarely","2012","35-65 y.","Single parent ","165","0.192840192140375","0.166978444262371","0.218701940018379","5"
"Rarely","2012","35-65 y.","Couple + C. LE 16 ","526","0.221623576657738","0.204855968518498","0.238391184796977","5"
"Rarely","2012","35-65 y.","Couple + C. GT 16 ","14","","","","5"
"Rarely","2012","35-65 y.","Couple + C. LE and GT 16","118","0.211807096405791","0.177408956282313","0.24620523652927","5"
"Rarely","2012","66 and older","1-pers.-HH","","","","","5"
"Rarely","2012","66 and older","(Married) couple without C. ","","","","","5"
"Rarely","2012","35-65 y.","1-pers.-HH","3","","","","5"
"Rarely","2012","66 and older","Single parent ","","","","","5"
"Rarely","2012","66 and older","Couple + C. LE 16 ","","","","","5"
"Rarely","2012","66 and older","Couple + C. GT 16 ","","","","","5"
"Rarely","2012","66 and older","Couple + C. LE and GT 16","","","","","5"
"Yes, every 2 weeks","2012","16-34 y.","1-pers.-HH","3","","","","3"
"Yes, every 2 weeks","2012","16-34 y.","Single parent ","35","0.171548402934553","0.119170457101075","0.223926348768032","3"
"Yes, every 2 weeks","2012","16-34 y.","Couple + C. LE 16 ","168","0.227232890581298","0.198655802161636","0.255809979000961","3"
"Yes, every 2 weeks","2012","16-34 y.","(Married) couple without C. ","4","","","","3"
"Yes, every 2 weeks","2012","16-34 y.","Couple + C. GT 16 ","4","","","","3"
"Yes, every 2 weeks","2012","16-34 y.","Couple + C. LE and GT 16","15","","","","3"
"Yes, every 2 weeks","2012","35-65 y.","1-pers.-HH","13","","","","3"
"Yes, every 2 weeks","2012","35-65 y.","(Married) couple without C. ","3","","","","3"
"Yes, every 2 weeks","2012","35-65 y.","Single parent ","143","0.14316141380514","0.120203002668134","0.166119824942146","3"
"Yes, every 2 weeks","2012","35-65 y.","Couple + C. LE 16 ","357","0.148941856115417","0.134568562526608","0.163315149704226","3"
"Yes, every 2 weeks","2012","35-65 y.","Couple + C. GT 16 ","17","","","","3"
"Yes, every 2 weeks","2012","35-65 y.","Couple + C. LE and GT 16","91","0.195757403962202","0.162353203447331","0.229161604477073","3"
"Yes, every 2 weeks","2012","66 and older","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2012","66 and older","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2012","66 and older","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2012","66 and older","Single parent ","","","","","3"
"Yes, every 2 weeks","2012","66 and older","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2012","66 and older","Couple + C. LE and GT 16","","","","","3"
"Yes, every 3-4 weeks","2012","16-34 y.","1-pers.-HH","5","","","","4"
"Yes, every 3-4 weeks","2012","16-34 y.","(Married) couple without C. ","2","","","","4"
"Yes, every 3-4 weeks","2012","16-34 y.","Single parent ","18","","","","4"
"Yes, every 3-4 weeks","2012","16-34 y.","Couple + C. LE 16 ","79","0.0941377493284951","0.0742231738106793","0.114052324846311","4"
"Yes, every 3-4 weeks","2012","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2012","16-34 y.","Couple + C. LE and GT 16","9","","","","4"
"Yes, every 3-4 weeks","2012","35-65 y.","1-pers.-HH","1","","","","4"
"Yes, every 3-4 weeks","2012","35-65 y.","(Married) couple without C. ","1","","","","4"
"Yes, every 3-4 weeks","2012","35-65 y.","Single parent ","65","0.0683663248985376","0.0518229908956349","0.0849096589014403","4"
"Yes, every 3-4 weeks","2012","35-65 y.","Couple + C. LE and GT 16","59","0.101375886261763","0.0759658775532155","0.126785894970311","4"
"Yes, every 3-4 weeks","2012","66 and older","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2012","35-65 y.","Couple + C. LE 16 ","223","0.101652861866335","0.0894531324304008","0.11385259130227","4"
"Yes, every 3-4 weeks","2012","35-65 y.","Couple + C. GT 16 ","1","","","","4"
"Yes, every 3-4 weeks","2012","66 and older","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2012","66 and older","Single parent ","1","","","","4"
"Yes, every 3-4 weeks","2012","66 and older","Couple + C. LE 16 ","1","","","","4"
"Yes, every 3-4 weeks","2012","66 and older","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2012","66 and older","Couple + C. LE and GT 16","","","","","4"
"Yes, every week","2012","16-34 y.","1-pers.-HH","4","","","","2"
"Yes, every week","2012","16-34 y.","(Married) couple without C. ","3","","","","2"
"Yes, every week","2012","16-34 y.","Single parent ","26","","","","2"
"Yes, every week","2012","16-34 y.","Couple + C. LE 16 ","129","0.157146407912357","0.132327288560743","0.181965527263971","2"
"Yes, every week","2012","16-34 y.","Couple + C. GT 16 ","2","","","","2"
"Yes, every week","2012","35-65 y.","(Married) couple without C. ","2","","","","2"
"Yes, every week","2012","35-65 y.","Single parent ","121","0.144619252199872","0.121563880780792","0.167674623618951","2"
"Yes, every week","2012","16-34 y.","Couple + C. LE and GT 16","21","","","","2"
"Yes, every week","2012","35-65 y.","1-pers.-HH","3","","","","2"
"Yes, every week","2012","35-65 y.","Couple + C. LE 16 ","332","0.133281773941068","0.119560556500916","0.14700299138122","2"
"Yes, every week","2012","35-65 y.","Couple + C. GT 16 ","11","","","","2"
"Yes, every week","2012","35-65 y.","Couple + C. LE and GT 16","80","0.131257138430765","0.102828534154623","0.159685742706908","2"
"Yes, every week","2012","66 and older","1-pers.-HH","","","","","2"
"Yes, every week","2012","66 and older","(Married) couple without C. ","","","","","2"
"Yes, every week","2012","66 and older","Single parent ","","","","","2"
"Yes, every week","2012","66 and older","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2012","66 and older","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2012","66 and older","Couple + C. LE and GT 16","","","","","2"
"No, never","2013","16-34 y.","Couple + C. LE 16 ","464","0.372652013948235","0.344755420260274","0.400548607636196","1"
"No, never","2013","16-34 y.","1-pers.-HH","180","0.342834400671023","0.301477075745337","0.38419172559671","1"
"No, never","2013","16-34 y.","(Married) couple without C. ","252","0.35334481957091","0.316483780204708","0.390205858937112","1"
"No, never","2013","16-34 y.","Single parent ","178","0.455985138740397","0.408124096483442","0.503846180997352","1"
"No, never","2013","35-65 y.","Couple + C. GT 16 ","522","0.342443869283079","0.317710430641204","0.367177307924955","1"
"No, never","2013","16-34 y.","Couple + C. GT 16 ","245","0.45959758745394","0.417407229902459","0.501787945005422","1"
"No, never","2013","16-34 y.","Couple + C. LE and GT 16","142","0.525652542333462","0.468181805493531","0.583123279173393","1"
"No, never","2013","35-65 y.","1-pers.-HH","365","0.32015225064245","0.292289476723506","0.348015024561393","1"
"No, never","2013","35-65 y.","(Married) couple without C. ","957","0.36548164981171","0.346600873610003","0.384362426013417","1"
"No, never","2013","35-65 y.","Single parent ","612","0.435413159093822","0.409149059422416","0.461677258765227","1"
"No, never","2013","35-65 y.","Couple + C. LE 16 ","1478","0.367404904584339","0.352431076310033","0.382378732858645","1"
"No, never","2013","35-65 y.","Couple + C. LE and GT 16","411","0.340973891283406","0.313504631794134","0.368443150772679","1"
"No, never","2013","66 and older","1-pers.-HH","27","","","","1"
"No, never","2013","66 and older","(Married) couple without C. ","75","0.451242558510384","0.381219276269223","0.521265840751544","1"
"No, never","2013","66 and older","Single parent ","3","","","","1"
"No, never","2013","66 and older","Couple + C. LE 16 ","1","","","","1"
"No, never","2013","66 and older","Couple + C. GT 16 ","4","","","","1"
"No, never","2013","66 and older","Couple + C. LE and GT 16","","","","","1"
"Rarely","2013","16-34 y.","1-pers.-HH","112","0.2296969767988","0.1930463612226","0.266347592375001","5"
"Rarely","2013","16-34 y.","(Married) couple without C. ","151","0.293980551913655","0.258848827717023","0.329112276110286","5"
"Rarely","2013","16-34 y.","Single parent ","61","0.135402145044834","0.102522942557041","0.168281347532627","5"
"Rarely","2013","16-34 y.","Couple + C. LE 16 ","221","0.217209662903094","0.1934189483957","0.241000377410488","5"
"Rarely","2013","16-34 y.","Couple + C. GT 16 ","97","0.167390665138703","0.135785944812482","0.198995385464923","5"
"Rarely","2013","35-65 y.","(Married) couple without C. ","657","0.263515525684583","0.246243237922126","0.280787813447041","5"
"Rarely","2013","35-65 y.","Single parent ","248","0.160770372422359","0.141312749641659","0.180227995203059","5"
"Rarely","2013","16-34 y.","Couple + C. LE and GT 16","37","0.145843282521726","0.105221302551459","0.186465262491993","5"
"Rarely","2013","35-65 y.","1-pers.-HH","259","0.252805827947607","0.226849065767427","0.278762590127787","5"
"Rarely","2013","35-65 y.","Couple + C. LE 16 ","1035","0.276455192658007","0.262563903404771","0.290346481911242","5"
"Rarely","2013","35-65 y.","Couple + C. GT 16 ","366","0.273387667406327","0.25015686406018","0.296618470752475","5"
"Rarely","2013","35-65 y.","Couple + C. LE and GT 16","297","0.265375682104379","0.239789923932699","0.29096144027606","5"
"Rarely","2013","66 and older","1-pers.-HH","16","","","","5"
"Rarely","2013","66 and older","(Married) couple without C. ","53","0.244456879319749","0.183981585711324","0.304932172928174","5"
"Rarely","2013","66 and older","Couple + C. LE 16 ","","","","","5"
"Rarely","2013","66 and older","Couple + C. GT 16 ","3","","","","5"
"Rarely","2013","66 and older","Couple + C. LE and GT 16","","","","","5"
"Rarely","2013","66 and older","Single parent ","1","","","","5"
"Yes, every 2 weeks","2013","16-34 y.","1-pers.-HH","87","0.154220282317697","0.122752059788003","0.185688504847391","3"
"Yes, every 2 weeks","2013","16-34 y.","(Married) couple without C. ","99","0.160278277605696","0.131988022783688","0.188568532427703","3"
"Yes, every 2 weeks","2013","16-34 y.","Single parent ","85","0.186676994869468","0.149233329570257","0.22412066016868","3"
"Yes, every 2 weeks","2013","16-34 y.","Couple + C. LE 16 ","208","0.212146625651202","0.188558906373243","0.23573434492916","3"
"Yes, every 2 weeks","2013","16-34 y.","Couple + C. GT 16 ","79","0.163197285722531","0.131912462741308","0.194482108703754","3"
"Yes, every 2 weeks","2013","35-65 y.","(Married) couple without C. ","358","0.15399939144627","0.139847652683957","0.168151130208583","3"
"Yes, every 2 weeks","2013","35-65 y.","Single parent ","238","0.189870780017386","0.169095227495753","0.210646332539019","3"
"Yes, every 2 weeks","2013","35-65 y.","Couple + C. LE 16 ","621","0.150640658364883","0.139530652209294","0.161750664520471","3"
"Yes, every 2 weeks","2013","35-65 y.","Couple + C. GT 16 ","180","0.137762354788151","0.119798391651295","0.155726317925007","3"
"Yes, every 2 weeks","2013","35-65 y.","Couple + C. LE and GT 16","175","0.152359484130783","0.131534931558114","0.173184036703453","3"
"Yes, every 2 weeks","2013","66 and older","1-pers.-HH","4","","","","3"
"Yes, every 2 weeks","2013","66 and older","Couple + C. GT 16 ","1","","","","3"
"Yes, every 2 weeks","2013","16-34 y.","Couple + C. LE and GT 16","41","0.120035737797375","0.0826301147934911","0.157441360801258","3"
"Yes, every 2 weeks","2013","35-65 y.","1-pers.-HH","180","0.160315810741742","0.138403589456506","0.182228032026977","3"
"Yes, every 2 weeks","2013","66 and older","(Married) couple without C. ","17","","","","3"
"Yes, every 2 weeks","2013","66 and older","Single parent ","","","","","3"
"Yes, every 2 weeks","2013","66 and older","Couple + C. LE 16 ","1","","","","3"
"Yes, every 2 weeks","2013","66 and older","Couple + C. LE and GT 16","","","","","3"
"Yes, every 3-4 weeks","2013","16-34 y.","1-pers.-HH","51","0.108616495732608","0.0815050284365188","0.135727963028698","4"
"Yes, every 3-4 weeks","2013","16-34 y.","(Married) couple without C. ","59","0.0891438824080426","0.0671702176653584","0.111117547150727","4"
"Yes, every 3-4 weeks","2013","16-34 y.","Single parent ","32","0.0733314224372266","0.0482813665736858","0.0983814783007674","4"
"Yes, every 3-4 weeks","2013","16-34 y.","Couple + C. LE 16 ","109","0.0916060427467343","0.0749625540187957","0.108249531474673","4"
"Yes, every 3-4 weeks","2013","16-34 y.","Couple + C. GT 16 ","38","0.0874723837889391","0.063554421022542","0.111390346555336","4"
"Yes, every 3-4 weeks","2013","16-34 y.","Couple + C. LE and GT 16","20","","","","4"
"Yes, every 3-4 weeks","2013","35-65 y.","1-pers.-HH","99","0.0912104082165368","0.074015727682044","0.10840508875103","4"
"Yes, every 3-4 weeks","2013","35-65 y.","(Married) couple without C. ","223","0.0928623190004966","0.0814828675053263","0.104241770495667","4"
"Yes, every 3-4 weeks","2013","35-65 y.","Single parent ","99","0.0859261311565671","0.0710804666159332","0.100771795697201","4"
"Yes, every 3-4 weeks","2013","35-65 y.","Couple + C. LE 16 ","370","0.0894451234446159","0.0805811415690561","0.0983091053201756","4"
"Yes, every 3-4 weeks","2013","35-65 y.","Couple + C. GT 16 ","126","0.0991841627393004","0.0836043383355403","0.114763987143061","4"
"Yes, every 3-4 weeks","2013","35-65 y.","Couple + C. LE and GT 16","100","0.119441622104793","0.100648800033911","0.138234444175675","4"
"Yes, every 3-4 weeks","2013","66 and older","1-pers.-HH","1","","","","4"
"Yes, every 3-4 weeks","2013","66 and older","(Married) couple without C. ","11","","","","4"
"Yes, every 3-4 weeks","2013","66 and older","Single parent ","1","","","","4"
"Yes, every 3-4 weeks","2013","66 and older","Couple + C. LE 16 ","1","","","","4"
"Yes, every 3-4 weeks","2013","66 and older","Couple + C. GT 16 ","1","","","","4"
"Yes, every 3-4 weeks","2013","66 and older","Couple + C. LE and GT 16","","","","","4"
"Yes, every week","2013","16-34 y.","1-pers.-HH","76","0.164631844479871","0.132319481973544","0.196944206986198","2"
"Yes, every week","2013","16-34 y.","(Married) couple without C. ","85","0.103252468501697","0.0797876527404905","0.126717284262904","2"
"Yes, every week","2013","16-34 y.","Single parent ","60","0.148604298908074","0.114423450456623","0.182785147359525","2"
"Yes, every week","2013","16-34 y.","Couple + C. LE 16 ","152","0.106385654750735","0.0885962347820052","0.124175074719465","2"
"Yes, every week","2013","16-34 y.","Couple + C. GT 16 ","77","0.122342077895887","0.0946014516519273","0.150082704139846","2"
"Yes, every week","2013","16-34 y.","Couple + C. LE and GT 16","50","0.166680599706473","0.123786518903297","0.20957468050965","2"
"Yes, every week","2013","35-65 y.","1-pers.-HH","174","0.175515702451665","0.15279669143879","0.19823471346454","2"
"Yes, every week","2013","35-65 y.","(Married) couple without C. ","304","0.12414111405694","0.111212860760791","0.137069367353089","2"
"Yes, every week","2013","35-65 y.","Single parent ","172","0.128019557309866","0.110320998646154","0.145718115973578","2"
"Yes, every week","2013","35-65 y.","Couple + C. LE 16 ","478","0.116054120948156","0.10610601082646","0.126002231069852","2"
"Yes, every week","2013","35-65 y.","Couple + C. GT 16 ","220","0.147221945783142","0.128753613886219","0.165690277680065","2"
"Yes, every week","2013","35-65 y.","Couple + C. LE and GT 16","161","0.121849320376638","0.102893998858159","0.140804641895117","2"
"Yes, every week","2013","66 and older","1-pers.-HH","14","","","","2"
"Yes, every week","2013","66 and older","(Married) couple without C. ","38","0.176450880571088","0.122809012381495","0.230092748760682","2"
"Yes, every week","2013","66 and older","Single parent ","2","","","","2"
"Yes, every week","2013","66 and older","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2013","66 and older","Couple + C. GT 16 ","2","","","","2"
"Yes, every week","2013","66 and older","Couple + C. LE and GT 16","","","","","2"
"No, never","2014","16-34 y.","1-pers.-HH","","","","","1"
"No, never","2014","16-34 y.","(Married) couple without C. ","","","","","1"
"No, never","2014","16-34 y.","Single parent ","","","","","1"
"No, never","2014","16-34 y.","Couple + C. LE 16 ","","","","","1"
"No, never","2014","16-34 y.","Couple + C. GT 16 ","","","","","1"
"No, never","2014","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"No, never","2014","35-65 y.","1-pers.-HH","","","","","1"
"No, never","2014","35-65 y.","(Married) couple without C. ","","","","","1"
"No, never","2014","66 and older","1-pers.-HH","","","","","1"
"No, never","2014","35-65 y.","Couple + C. GT 16 ","","","","","1"
"No, never","2014","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"No, never","2014","66 and older","(Married) couple without C. ","","","","","1"
"No, never","2014","66 and older","Couple + C. LE 16 ","","","","","1"
"No, never","2014","66 and older","Couple + C. LE and GT 16","","","","","1"
"No, never","2014","35-65 y.","Single parent ","","","","","1"
"No, never","2014","35-65 y.","Couple + C. LE 16 ","","","","","1"
"No, never","2014","66 and older","Couple + C. GT 16 ","","","","","1"
"No, never","2014","66 and older","Single parent ","","","","","1"
"Rarely","2014","35-65 y.","Couple + C. GT 16 ","","","","","5"
"Rarely","2014","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"Rarely","2014","66 and older","1-pers.-HH","","","","","5"
"Rarely","2014","16-34 y.","1-pers.-HH","","","","","5"
"Rarely","2014","16-34 y.","(Married) couple without C. ","","","","","5"
"Rarely","2014","16-34 y.","Single parent ","","","","","5"
"Rarely","2014","16-34 y.","Couple + C. LE 16 ","","","","","5"
"Rarely","2014","16-34 y.","Couple + C. GT 16 ","","","","","5"
"Rarely","2014","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Rarely","2014","35-65 y.","Single parent ","","","","","5"
"Rarely","2014","35-65 y.","Couple + C. LE 16 ","","","","","5"
"Rarely","2014","66 and older","(Married) couple without C. ","","","","","5"
"Rarely","2014","35-65 y.","1-pers.-HH","","","","","5"
"Rarely","2014","35-65 y.","(Married) couple without C. ","","","","","5"
"Rarely","2014","66 and older","Single parent ","","","","","5"
"Rarely","2014","66 and older","Couple + C. LE 16 ","","","","","5"
"Rarely","2014","66 and older","Couple + C. GT 16 ","","","","","5"
"Rarely","2014","66 and older","Couple + C. LE and GT 16","","","","","5"
"Yes, every 2 weeks","2014","16-34 y.","Single parent ","","","","","3"
"Yes, every 2 weeks","2014","35-65 y.","Couple + C. LE and GT 16","","","","","3"
"Yes, every 2 weeks","2014","66 and older","Single parent ","","","","","3"
"Yes, every 2 weeks","2014","66 and older","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2014","66 and older","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2014","16-34 y.","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2014","16-34 y.","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2014","16-34 y.","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2014","16-34 y.","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2014","16-34 y.","Couple + C. LE and GT 16","","","","","3"
"Yes, every 2 weeks","2014","35-65 y.","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2014","35-65 y.","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2014","35-65 y.","Single parent ","","","","","3"
"Yes, every 2 weeks","2014","35-65 y.","Couple + C. LE 16 ","","","","","3"
"Yes, every 2 weeks","2014","35-65 y.","Couple + C. GT 16 ","","","","","3"
"Yes, every 2 weeks","2014","66 and older","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2014","66 and older","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2014","66 and older","Couple + C. LE and GT 16","","","","","3"
"Yes, every 3-4 weeks","2014","16-34 y.","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2014","16-34 y.","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2014","16-34 y.","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2014","35-65 y.","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2014","16-34 y.","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2014","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2014","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"Yes, every 3-4 weeks","2014","35-65 y.","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2014","35-65 y.","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2014","35-65 y.","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2014","35-65 y.","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2014","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"Yes, every 3-4 weeks","2014","66 and older","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2014","66 and older","(Married) couple without C. ","","","","","4"
"Yes, every 3-4 weeks","2014","66 and older","Single parent ","","","","","4"
"Yes, every 3-4 weeks","2014","66 and older","Couple + C. LE 16 ","","","","","4"
"Yes, every 3-4 weeks","2014","66 and older","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2014","66 and older","Couple + C. LE and GT 16","","","","","4"
"Yes, every week","2014","16-34 y.","1-pers.-HH","","","","","2"
"Yes, every week","2014","35-65 y.","(Married) couple without C. ","","","","","2"
"Yes, every week","2014","16-34 y.","(Married) couple without C. ","","","","","2"
"Yes, every week","2014","16-34 y.","Single parent ","","","","","2"
"Yes, every week","2014","16-34 y.","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2014","16-34 y.","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2014","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"Yes, every week","2014","35-65 y.","1-pers.-HH","","","","","2"
"Yes, every week","2014","35-65 y.","Single parent ","","","","","2"
"Yes, every week","2014","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2014","35-65 y.","Couple + C. GT 16 ","","","","","2"
"Yes, every week","2014","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"Yes, every week","2014","66 and older","1-pers.-HH","","","","","2"
"Yes, every week","2014","66 and older","(Married) couple without C. ","","","","","2"
"Yes, every week","2014","66 and older","Single parent ","","","","","2"
"Yes, every week","2014","66 and older","Couple + C. LE 16 ","","","","","2"
"Yes, every week","2014","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes, every week","2014","66 and older","Couple + C. GT 16 ","","","","","2"
"No, never","2015","16-34 y.","1-pers.-HH","182","0.337711343230908","0.296299390407502","0.379123296054314","1"
"No, never","2015","16-34 y.","(Married) couple without C. ","288","0.346108146063433","0.311526969950624","0.380689322176241","1"
"No, never","2015","16-34 y.","Single parent ","167","0.395872517612675","0.348126457462546","0.443618577762803","1"
"No, never","2015","16-34 y.","Couple + C. LE 16 ","356","0.372076654713282","0.341044662282105","0.40310864714446","1"
"No, never","2015","16-34 y.","Couple + C. LE and GT 16","175","0.529667186396838","0.47867209722254","0.580662275571136","1"
"No, never","2015","35-65 y.","1-pers.-HH","377","0.343418104221384","0.314992693841575","0.371843514601192","1"
"No, never","2015","16-34 y.","Couple + C. GT 16 ","258","0.465938940533381","0.424987364196524","0.506890516870237","1"
"No, never","2015","35-65 y.","(Married) couple without C. ","987","0.354971362675475","0.336112209411902","0.373830515939048","1"
"No, never","2015","66 and older","(Married) couple without C. ","90","0.541036682828319","0.472147282223654","0.609926083432983","1"
"No, never","2015","66 and older","Single parent ","2","","","","1"
"No, never","2015","35-65 y.","Single parent ","463","0.401117618019208","0.372426206002849","0.429809030035568","1"
"No, never","2015","35-65 y.","Couple + C. LE 16 ","1511","0.389032564165609","0.373723782598352","0.404341345732866","1"
"No, never","2015","35-65 y.","Couple + C. GT 16 ","573","0.406954884550845","0.381267083542374","0.432642685559316","1"
"No, never","2015","35-65 y.","Couple + C. LE and GT 16","407","0.34974721157275","0.322303848055364","0.377190575090135","1"
"No, never","2015","66 and older","1-pers.-HH","38","0.566953988452671","0.455554749517172","0.678353227388171","1"
"No, never","2015","66 and older","Couple + C. LE 16 ","1","","","","1"
"No, never","2015","66 and older","Couple + C. GT 16 ","12","","","","1"
"No, never","2015","66 and older","Couple + C. LE and GT 16","","","","","1"
"Rarely","2015","16-34 y.","1-pers.-HH","102","0.205192315340941","0.169829991027972","0.240554639653909","5"
