"m11125","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"6 on Scale 1 to 10","1997","1-pers.-HH","higher education","16","","","","6"
"6 on Scale 1 to 10","1997","(Married) couple without C. ","in school","","","","","6"
"6 on Scale 1 to 10","1997","(Married) couple without C. ","inadequately","14","","","","6"
"6 on Scale 1 to 10","1997","(Married) couple without C. ","general elemantary","60","0.102161250127242","0.0777852178503253","0.126537282404159","6"
"6 on Scale 1 to 10","1997","(Married) couple without C. ","middle vocational","273","0.129902525338561","0.115075388621074","0.144729662056047","6"
"6 on Scale 1 to 10","1997","(Married) couple without C. ","vocational + Abi","8","","","","6"
"6 on Scale 1 to 10","1997","(Married) couple without C. ","higher vocational","31","0.105210894371813","0.0663928930689517","0.144028895674675","6"
"6 on Scale 1 to 10","1997","(Married) couple without C. ","higher education","75","0.163533467201152","0.132164149725203","0.194902784677101","6"
"6 on Scale 1 to 10","1997","Single parent ","in school","1","","","","6"
"6 on Scale 1 to 10","1997","Single parent ","inadequately","1","","","","6"
"6 on Scale 1 to 10","1997","Single parent ","general elemantary","12","","","","6"
"6 on Scale 1 to 10","1997","Single parent ","middle vocational","34","0.120692114545467","0.0851652596718402","0.156218969419094","6"
"6 on Scale 1 to 10","1997","Single parent ","vocational + Abi","1","","","","6"
"6 on Scale 1 to 10","1997","Single parent ","higher vocational","1","","","","6"
"6 on Scale 1 to 10","1997","Single parent ","higher education","5","","","","6"
"6 on Scale 1 to 10","1997","Couple + C. LE 16 ","in school","","","","","6"
"6 on Scale 1 to 10","1997","Couple + C. LE 16 ","inadequately","8","","","","6"
"6 on Scale 1 to 10","1997","Couple + C. LE 16 ","general elemantary","41","0.133891109682167","0.098811405331867","0.168970814032467","6"
"6 on Scale 1 to 10","1997","Couple + C. LE 16 ","middle vocational","148","0.0878393360871904","0.0735858214259766","0.102092850748404","6"
"6 on Scale 1 to 10","1997","Couple + C. LE 16 ","vocational + Abi","17","","","","6"
"6 on Scale 1 to 10","1997","Couple + C. LE 16 ","higher vocational","25","","","","6"
"6 on Scale 1 to 10","1997","Couple + C. LE 16 ","higher education","46","0.0959125082714888","0.0685835223853967","0.123241494157581","6"
"6 on Scale 1 to 10","1997","Couple + C. GT 16 ","in school","3","","","","6"
"6 on Scale 1 to 10","1997","Couple + C. GT 16 ","inadequately","19","","","","6"
"6 on Scale 1 to 10","1997","Couple + C. GT 16 ","general elemantary","49","0.105959957863489","0.0785677779578094","0.133352137769169","6"
"6 on Scale 1 to 10","1997","Couple + C. GT 16 ","middle vocational","122","0.10504896113598","0.0869211752054607","0.1231767470665","6"
"6 on Scale 1 to 10","1997","Couple + C. GT 16 ","vocational + Abi","9","","","","6"
"6 on Scale 1 to 10","1997","Couple + C. GT 16 ","higher vocational","8","","","","6"
"6 on Scale 1 to 10","1997","Couple + C. LE and GT 16","higher education","18","","","","6"
"7 on Scale 1 to 10","1997","Single parent ","inadequately","3","","","","7"
"7 on Scale 1 to 10","1997","Single parent ","general elemantary","18","","","","7"
"7 on Scale 1 to 10","1997","Single parent ","middle vocational","49","0.124280799903816","0.088303274740188","0.160258325067445","7"
"7 on Scale 1 to 10","1997","Single parent ","higher education","14","","","","7"
"7 on Scale 1 to 10","1997","Couple + C. LE 16 ","in school","1","","","","7"
"7 on Scale 1 to 10","1997","Couple + C. LE 16 ","inadequately","11","","","","7"
"7 on Scale 1 to 10","1997","Couple + C. LE 16 ","general elemantary","56","0.161644940868241","0.12372314825399","0.199566733482492","7"
"7 on Scale 1 to 10","1997","Couple + C. LE 16 ","middle vocational","295","0.190710641963656","0.170928142919699","0.210493141007613","7"
"7 on Scale 1 to 10","1997","Couple + C. LE 16 ","vocational + Abi","29","","","","7"
"7 on Scale 1 to 10","1997","Couple + C. GT 16 ","higher education","55","0.183170402641546","0.13786369976094","0.228477105522152","7"
"7 on Scale 1 to 10","1997","Couple + C. LE and GT 16","in school","13","","","","7"
"7 on Scale 1 to 10","1997","Couple + C. LE and GT 16","inadequately","12","","","","7"
"7 on Scale 1 to 10","1997","Couple + C. LE and GT 16","general elemantary","32","0.0995015093818541","0.0626896663317394","0.136313352431969","7"
"7 on Scale 1 to 10","1997","Couple + C. LE and GT 16","middle vocational","96","0.205917418886998","0.169892352660466","0.241942485113531","7"
"7 on Scale 1 to 10","1997","Couple + C. LE and GT 16","vocational + Abi","9","","","","7"
"7 on Scale 1 to 10","1997","Couple + C. LE and GT 16","higher vocational","17","","","","7"
"7 on Scale 1 to 10","1997","Couple + C. LE and GT 16","higher education","42","0.287103330526186","0.215417258582249","0.358789402470122","7"
"7 on Scale 1 to 10","1997","(Married) couple without C. ","middle vocational","315","0.167701702766409","0.151224906177764","0.184178499355054","7"
"7 on Scale 1 to 10","1997","(Married) couple without C. ","vocational + Abi","23","","","","7"
"7 on Scale 1 to 10","1997","(Married) couple without C. ","higher vocational","31","0.138796810291163","0.095056180904884","0.182537439677442","7"
"7 on Scale 1 to 10","1997","(Married) couple without C. ","higher education","122","0.228404997028862","0.19279885119485","0.264011142862875","7"
"7 on Scale 1 to 10","1997","Single parent ","in school","6","","","","7"
"7 on Scale 1 to 10","1997","Single parent ","vocational + Abi","2","","","","7"
"7 on Scale 1 to 10","1997","Couple + C. GT 16 ","higher vocational","18","","","","7"
"7 on Scale 1 to 10","1997","Single parent ","higher vocational","2","","","","7"
"7 on Scale 1 to 10","1997","1-pers.-HH","in school","","","","","7"
"7 on Scale 1 to 10","1997","1-pers.-HH","inadequately","1","","","","7"
"7 on Scale 1 to 10","1997","1-pers.-HH","general elemantary","54","0.136384208794513","0.100064415958681","0.172704001630345","7"
"7 on Scale 1 to 10","1997","1-pers.-HH","middle vocational","112","0.159355351020078","0.13323061142673","0.185480090613426","7"
"7 on Scale 1 to 10","1997","(Married) couple without C. ","inadequately","6","","","","7"
"7 on Scale 1 to 10","1997","(Married) couple without C. ","general elemantary","99","0.153075011661382","0.124095212700936","0.182054810621827","7"
"7 on Scale 1 to 10","1997","Couple + C. LE 16 ","higher education","80","0.189335735765713","0.152976271802662","0.225695199728764","7"
"7 on Scale 1 to 10","1997","Couple + C. GT 16 ","in school","22","","","","7"
"7 on Scale 1 to 10","1997","Couple + C. GT 16 ","inadequately","20","","","","7"
"7 on Scale 1 to 10","1997","1-pers.-HH","vocational + Abi","13","","","","7"
"7 on Scale 1 to 10","1997","1-pers.-HH","higher vocational","13","","","","7"
"7 on Scale 1 to 10","1997","1-pers.-HH","higher education","36","0.20641852200734","0.149465428362518","0.263371615652162","7"
"7 on Scale 1 to 10","1997","(Married) couple without C. ","in school","","","","","7"
"7 on Scale 1 to 10","1997","Couple + C. LE 16 ","higher vocational","37","0.155995484033812","0.109799702780158","0.202191265287466","7"
"7 on Scale 1 to 10","1997","Couple + C. GT 16 ","general elemantary","75","0.158476660581319","0.125975942235116","0.190977378927522","7"
"7 on Scale 1 to 10","1997","Couple + C. GT 16 ","middle vocational","195","0.185485290378767","0.162505109229465","0.208465471528068","7"
"7 on Scale 1 to 10","1997","Couple + C. GT 16 ","vocational + Abi","12","","","","7"
"8 on Scale 1 to 10","1997","Couple + C. GT 16 ","higher vocational","29","","","","8"
"8 on Scale 1 to 10","1997","1-pers.-HH","in school","","","","","8"
"8 on Scale 1 to 10","1997","1-pers.-HH","inadequately","2","","","","8"
"8 on Scale 1 to 10","1997","1-pers.-HH","general elemantary","49","0.126784756294839","0.0915723904506671","0.161997122139012","8"
"8 on Scale 1 to 10","1997","Couple + C. LE 16 ","inadequately","18","","","","8"
"8 on Scale 1 to 10","1997","Couple + C. LE 16 ","general elemantary","88","0.200348154827298","0.159115912738363","0.241580396916233","8"
"8 on Scale 1 to 10","1997","Couple + C. LE 16 ","middle vocational","429","0.286124864863428","0.263367042533037","0.30888268719382","8"
"8 on Scale 1 to 10","1997","Couple + C. LE 16 ","vocational + Abi","40","0.262712016537975","0.190578248465716","0.334845784610235","8"
"8 on Scale 1 to 10","1997","Couple + C. LE 16 ","higher vocational","67","0.277760436353905","0.220737477524149","0.334783395183662","8"
"8 on Scale 1 to 10","1997","Couple + C. LE 16 ","higher education","136","0.289966712098099","0.247855854242574","0.332077569953625","8"
"8 on Scale 1 to 10","1997","Couple + C. GT 16 ","in school","30","0.206337001614892","0.139062991644342","0.273611011585442","8"
"8 on Scale 1 to 10","1997","1-pers.-HH","middle vocational","172","0.211982093685118","0.182809163694198","0.241155023676037","8"
"8 on Scale 1 to 10","1997","1-pers.-HH","vocational + Abi","9","","","","8"
"8 on Scale 1 to 10","1997","1-pers.-HH","higher vocational","12","","","","8"
"8 on Scale 1 to 10","1997","1-pers.-HH","higher education","54","0.318278234376416","0.25273101450252","0.383825454250311","8"
"8 on Scale 1 to 10","1997","(Married) couple without C. ","in school","1","","","","8"
"8 on Scale 1 to 10","1997","(Married) couple without C. ","inadequately","14","","","","8"
"8 on Scale 1 to 10","1997","(Married) couple without C. ","general elemantary","102","0.183714808081366","0.152546460015952","0.214883156146781","8"
"8 on Scale 1 to 10","1997","(Married) couple without C. ","middle vocational","407","0.195922141386683","0.178417413976109","0.213426868797258","8"
"8 on Scale 1 to 10","1997","(Married) couple without C. ","vocational + Abi","39","0.316808525551823","0.234590851853544","0.399026199250102","8"
"8 on Scale 1 to 10","1997","(Married) couple without C. ","higher vocational","52","0.209959971315546","0.158432922333034","0.261487020298057","8"
"8 on Scale 1 to 10","1997","(Married) couple without C. ","higher education","109","0.192166187563533","0.15874845623756","0.225583918889507","8"
"8 on Scale 1 to 10","1997","Single parent ","in school","7","","","","8"
"8 on Scale 1 to 10","1997","Single parent ","inadequately","7","","","","8"
"8 on Scale 1 to 10","1997","Single parent ","general elemantary","30","0.224756883098223","0.15561208178325","0.293901684413196","8"
"8 on Scale 1 to 10","1997","Single parent ","middle vocational","68","0.228779232898807","0.182970899940858","0.274587565856757","8"
"8 on Scale 1 to 10","1997","Single parent ","vocational + Abi","8","","","","8"
"8 on Scale 1 to 10","1997","Single parent ","higher vocational","3","","","","8"
"8 on Scale 1 to 10","1997","Single parent ","higher education","20","","","","8"
"8 on Scale 1 to 10","1997","Couple + C. LE 16 ","in school","1","","","","8"
"8 on Scale 1 to 10","1997","Couple + C. GT 16 ","inadequately","18","","","","8"
"8 on Scale 1 to 10","1997","Couple + C. GT 16 ","general elemantary","104","0.22929045449839","0.191878053703009","0.266702855293772","8"
"8 on Scale 1 to 10","1997","Couple + C. GT 16 ","middle vocational","249","0.220209579902656","0.195710132048361","0.244709027756951","8"
"8 on Scale 1 to 10","1997","Couple + C. GT 16 ","vocational + Abi","10","","","","8"
"8 on Scale 1 to 10","1997","Couple + C. GT 16 ","higher education","72","0.271937285190238","0.219819272233728","0.324055298146747","8"
"8 on Scale 1 to 10","1997","Couple + C. LE and GT 16","in school","38","0.307980806621995","0.230391917690115","0.385569695553875","8"
"8 on Scale 1 to 10","1997","Couple + C. LE and GT 16","inadequately","8","","","","8"
"8 on Scale 1 to 10","1997","Couple + C. LE and GT 16","general elemantary","61","0.264980609066462","0.210707127980126","0.319254090152797","8"
"8 on Scale 1 to 10","1997","Couple + C. LE and GT 16","middle vocational","121","0.236053275197062","0.198221043380962","0.273885507013162","8"
"8 on Scale 1 to 10","1997","Couple + C. LE and GT 16","vocational + Abi","9","","","","8"
"8 on Scale 1 to 10","1997","Couple + C. LE and GT 16","higher vocational","11","","","","8"
"8 on Scale 1 to 10","1997","Couple + C. LE and GT 16","higher education","35","0.270778470674982","0.20036768632525","0.341189255024715","8"
"9 on Scale 1 to 10","1997","1-pers.-HH","in school","","","","","9"
"9 on Scale 1 to 10","1997","1-pers.-HH","inadequately","1","","","","9"
"9 on Scale 1 to 10","1997","1-pers.-HH","general elemantary","10","","","","9"
"9 on Scale 1 to 10","1997","1-pers.-HH","middle vocational","66","0.0591403160616687","0.042303240213194","0.0759773919101433","9"
"9 on Scale 1 to 10","1997","1-pers.-HH","vocational + Abi","10","","","","9"
"9 on Scale 1 to 10","1997","1-pers.-HH","higher vocational","10","","","","9"
"9 on Scale 1 to 10","1997","1-pers.-HH","higher education","23","","","","9"
"9 on Scale 1 to 10","1997","Couple + C. GT 16 ","vocational + Abi","11","","","","9"
"9 on Scale 1 to 10","1997","Couple + C. GT 16 ","higher vocational","13","","","","9"
"9 on Scale 1 to 10","1997","Couple + C. GT 16 ","higher education","32","0.116724990495015","0.0791153683207828","0.154334612669247","9"
"9 on Scale 1 to 10","1997","Couple + C. LE and GT 16","in school","36","0.235151190597856","0.163875731179449","0.306426650016262","9"
"9 on Scale 1 to 10","1997","Couple + C. LE and GT 16","inadequately","10","","","","9"
"9 on Scale 1 to 10","1997","Couple + C. LE and GT 16","general elemantary","33","0.133202969976229","0.0914154214310089","0.174990518521449","9"
"9 on Scale 1 to 10","1997","Couple + C. LE 16 ","higher vocational","36","0.139152679677795","0.0950887961144994","0.18321656324109","9"
"9 on Scale 1 to 10","1997","Couple + C. LE 16 ","higher education","74","0.14956019553791","0.116461531607248","0.182658859468573","9"
"9 on Scale 1 to 10","1997","Couple + C. GT 16 ","in school","27","","","","9"
"9 on Scale 1 to 10","1997","Couple + C. GT 16 ","inadequately","5","","","","9"
"9 on Scale 1 to 10","1997","(Married) couple without C. ","in school","","","","","9"
"9 on Scale 1 to 10","1997","(Married) couple without C. ","inadequately","5","","","","9"
"9 on Scale 1 to 10","1997","(Married) couple without C. ","general elemantary","23","","","","9"
"9 on Scale 1 to 10","1997","(Married) couple without C. ","middle vocational","129","0.071726141234954","0.0603461655333705","0.0831061169365375","9"
"9 on Scale 1 to 10","1997","(Married) couple without C. ","vocational + Abi","13","","","","9"
"9 on Scale 1 to 10","1997","(Married) couple without C. ","higher vocational","20","","","","9"
"9 on Scale 1 to 10","1997","(Married) couple without C. ","higher education","44","0.07674125188148","0.05416490766815","0.09931759609481","9"
"9 on Scale 1 to 10","1997","Single parent ","in school","5","","","","9"
"9 on Scale 1 to 10","1997","Single parent ","inadequately","3","","","","9"
"9 on Scale 1 to 10","1997","Single parent ","general elemantary","19","","","","9"
"9 on Scale 1 to 10","1997","Single parent ","middle vocational","35","0.108141103406573","0.074273044803211","0.142009162009934","9"
"9 on Scale 1 to 10","1997","Couple + C. LE 16 ","inadequately","11","","","","9"
"9 on Scale 1 to 10","1997","Couple + C. LE 16 ","general elemantary","46","0.0889288243244148","0.0596069833183056","0.118250665330524","9"
"9 on Scale 1 to 10","1997","Couple + C. LE 16 ","middle vocational","189","0.123167190389486","0.10661910748704","0.139715273291932","9"
"9 on Scale 1 to 10","1997","Couple + C. LE 16 ","vocational + Abi","21","","","","9"
"9 on Scale 1 to 10","1997","Couple + C. GT 16 ","general elemantary","72","0.124325442455028","0.0949605378543923","0.153690347055664","9"
"9 on Scale 1 to 10","1997","Couple + C. GT 16 ","middle vocational","118","0.108373810285005","0.089995616586164","0.126752003983846","9"
"9 on Scale 1 to 10","1997","Single parent ","higher education","13","","","","9"
"9 on Scale 1 to 10","1997","Couple + C. LE 16 ","in school","1","","","","9"
"9 on Scale 1 to 10","1997","Couple + C. LE and GT 16","middle vocational","56","0.112397612342098","0.0842583191905312","0.140536905493666","9"
"9 on Scale 1 to 10","1997","Single parent ","higher vocational","2","","","","9"
"9 on Scale 1 to 10","1997","Single parent ","vocational + Abi","1","","","","9"
"9 on Scale 1 to 10","1997","Couple + C. LE and GT 16","higher education","14","","","","9"
"9 on Scale 1 to 10","1997","Couple + C. LE and GT 16","higher vocational","4","","","","9"
"9 on Scale 1 to 10","1997","Couple + C. LE and GT 16","vocational + Abi","5","","","","9"
"0 Completely dissatisfied","1998","Couple + C. LE 16 ","in school","","","","","0"
"0 Completely dissatisfied","1998","Couple + C. LE 16 ","inadequately","","","","","0"
"0 Completely dissatisfied","1998","Couple + C. LE 16 ","general elemantary","2","","","","0"
"0 Completely dissatisfied","1998","Couple + C. LE 16 ","middle vocational","7","","","","0"
"0 Completely dissatisfied","1998","1-pers.-HH","in school","","","","","0"
"0 Completely dissatisfied","1998","1-pers.-HH","inadequately","4","","","","0"
"0 Completely dissatisfied","1998","1-pers.-HH","general elemantary","6","","","","0"
"0 Completely dissatisfied","1998","1-pers.-HH","middle vocational","15","","","","0"
"0 Completely dissatisfied","1998","1-pers.-HH","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1998","1-pers.-HH","higher vocational","1","","","","0"
"0 Completely dissatisfied","1998","1-pers.-HH","higher education","5","","","","0"
"0 Completely dissatisfied","1998","(Married) couple without C. ","in school","","","","","0"
"0 Completely dissatisfied","1998","(Married) couple without C. ","inadequately","4","","","","0"
"0 Completely dissatisfied","1998","(Married) couple without C. ","general elemantary","9","","","","0"
"0 Completely dissatisfied","1998","(Married) couple without C. ","middle vocational","37","0.0181632195787334","0.0125638589982198","0.023762580159247","0"
"0 Completely dissatisfied","1998","(Married) couple without C. ","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1998","(Married) couple without C. ","higher vocational","6","","","","0"
"0 Completely dissatisfied","1998","(Married) couple without C. ","higher education","9","","","","0"
"0 Completely dissatisfied","1998","Single parent ","in school","1","","","","0"
"0 Completely dissatisfied","1998","Single parent ","inadequately","","","","","0"
"0 Completely dissatisfied","1998","Single parent ","general elemantary","4","","","","0"
"0 Completely dissatisfied","1998","Single parent ","middle vocational","6","","","","0"
"0 Completely dissatisfied","1998","Single parent ","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1998","Single parent ","higher vocational","","","","","0"
"0 Completely dissatisfied","1998","Single parent ","higher education","","","","","0"
"0 Completely dissatisfied","1998","Couple + C. LE 16 ","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1998","Couple + C. LE 16 ","higher vocational","1","","","","0"
"0 Completely dissatisfied","1998","Couple + C. LE 16 ","higher education","1","","","","0"
"0 Completely dissatisfied","1998","Couple + C. GT 16 ","in school","","","","","0"
"0 Completely dissatisfied","1998","Couple + C. GT 16 ","inadequately","6","","","","0"
"0 Completely dissatisfied","1998","Couple + C. GT 16 ","general elemantary","5","","","","0"
"0 Completely dissatisfied","1998","Couple + C. LE and GT 16","higher vocational","","","","","0"
"0 Completely dissatisfied","1998","Couple + C. LE and GT 16","higher education","","","","","0"
"0 Completely dissatisfied","1998","Couple + C. LE and GT 16","middle vocational","4","","","","0"
"0 Completely dissatisfied","1998","Couple + C. LE and GT 16","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1998","Couple + C. GT 16 ","middle vocational","7","","","","0"
"0 Completely dissatisfied","1998","Couple + C. GT 16 ","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1998","Couple + C. GT 16 ","higher vocational","1","","","","0"
"0 Completely dissatisfied","1998","Couple + C. LE and GT 16","general elemantary","1","","","","0"
"0 Completely dissatisfied","1998","Couple + C. GT 16 ","higher education","2","","","","0"
"0 Completely dissatisfied","1998","Couple + C. LE and GT 16","inadequately","","","","","0"
"0 Completely dissatisfied","1998","Couple + C. LE and GT 16","in school","","","","","0"
"1 on Scale 1 to 10","1998","1-pers.-HH","in school","","","","","1"
"1 on Scale 1 to 10","1998","1-pers.-HH","inadequately","3","","","","1"
"1 on Scale 1 to 10","1998","1-pers.-HH","general elemantary","13","","","","1"
"1 on Scale 1 to 10","1998","1-pers.-HH","middle vocational","17","","","","1"
"1 on Scale 1 to 10","1998","Single parent ","higher education","1","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. LE 16 ","in school","","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. LE 16 ","inadequately","1","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. LE 16 ","general elemantary","1","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. LE 16 ","middle vocational","7","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. LE 16 ","higher vocational","","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. LE 16 ","higher education","","","","","1"
"1 on Scale 1 to 10","1998","(Married) couple without C. ","in school","","","","","1"
"1 on Scale 1 to 10","1998","Single parent ","in school","1","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. GT 16 ","general elemantary","3","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. GT 16 ","middle vocational","11","","","","1"
"1 on Scale 1 to 10","1998","1-pers.-HH","higher vocational","2","","","","1"
"1 on Scale 1 to 10","1998","1-pers.-HH","higher education","5","","","","1"
"1 on Scale 1 to 10","1998","(Married) couple without C. ","inadequately","3","","","","1"
"1 on Scale 1 to 10","1998","(Married) couple without C. ","general elemantary","11","","","","1"
"1 on Scale 1 to 10","1998","(Married) couple without C. ","higher education","6","","","","1"
"1 on Scale 1 to 10","1998","Single parent ","inadequately","","","","","1"
"1 on Scale 1 to 10","1998","Single parent ","general elemantary","","","","","1"
"1 on Scale 1 to 10","1998","Single parent ","middle vocational","4","","","","1"
"1 on Scale 1 to 10","1998","Single parent ","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. GT 16 ","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. GT 16 ","higher vocational","","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. GT 16 ","higher education","2","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. LE and GT 16","higher education","","","","","1"
"1 on Scale 1 to 10","1998","1-pers.-HH","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","1998","(Married) couple without C. ","middle vocational","21","","","","1"
"1 on Scale 1 to 10","1998","(Married) couple without C. ","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1998","(Married) couple without C. ","higher vocational","4","","","","1"
"1 on Scale 1 to 10","1998","Single parent ","higher vocational","","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. GT 16 ","in school","","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. GT 16 ","inadequately","6","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. LE and GT 16","in school","","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. LE and GT 16","higher vocational","","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. LE and GT 16","general elemantary","2","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. LE and GT 16","inadequately","1","","","","1"
"1 on Scale 1 to 10","1998","Couple + C. LE and GT 16","middle vocational","3","","","","1"
"10 Completely satisfied","1998","Couple + C. GT 16 ","vocational + Abi","6","","","","10"
"10 Completely satisfied","1998","Couple + C. LE and GT 16","higher vocational","2","","","","10"
"10 Completely satisfied","1998","Couple + C. GT 16 ","higher education","13","","","","10"
"10 Completely satisfied","1998","Couple + C. LE and GT 16","in school","36","0.277212165165081","0.2046043743858","0.349819955944362","10"
"10 Completely satisfied","1998","Couple + C. LE and GT 16","middle vocational","39","0.102410082624999","0.0752870770423172","0.12953308820768","10"
"10 Completely satisfied","1998","Couple + C. GT 16 ","higher vocational","6","","","","10"
"10 Completely satisfied","1998","Couple + C. LE and GT 16","vocational + Abi","","","","","10"
"10 Completely satisfied","1998","Couple + C. LE and GT 16","general elemantary","43","0.167023435814943","0.122199254037528","0.211847617592357","10"
"10 Completely satisfied","1998","Couple + C. LE and GT 16","inadequately","8","","","","10"
"10 Completely satisfied","1998","Couple + C. LE and GT 16","higher education","4","","","","10"
"10 Completely satisfied","1998","1-pers.-HH","in school","","","","","10"
"10 Completely satisfied","1998","1-pers.-HH","inadequately","2","","","","10"
"10 Completely satisfied","1998","1-pers.-HH","general elemantary","24","","","","10"
"10 Completely satisfied","1998","1-pers.-HH","middle vocational","52","0.0581243258457829","0.0423483769344903","0.0739002747570755","10"
"10 Completely satisfied","1998","1-pers.-HH","vocational + Abi","4","","","","10"
"10 Completely satisfied","1998","1-pers.-HH","higher vocational","11","","","","10"
"10 Completely satisfied","1998","1-pers.-HH","higher education","19","","","","10"
"10 Completely satisfied","1998","(Married) couple without C. ","in school","1","","","","10"
"10 Completely satisfied","1998","(Married) couple without C. ","inadequately","5","","","","10"
"10 Completely satisfied","1998","(Married) couple without C. ","general elemantary","45","0.0528190054180145","0.0359203497738559","0.0697176610621732","10"
"10 Completely satisfied","1998","(Married) couple without C. ","middle vocational","128","0.0563953333500655","0.0467228276475173","0.0660678390526138","10"
"10 Completely satisfied","1998","(Married) couple without C. ","vocational + Abi","12","","","","10"
"10 Completely satisfied","1998","(Married) couple without C. ","higher vocational","15","","","","10"
"10 Completely satisfied","1998","(Married) couple without C. ","higher education","26","","","","10"
"10 Completely satisfied","1998","Single parent ","in school","8","","","","10"
"10 Completely satisfied","1998","Single parent ","inadequately","","","","","10"
"10 Completely satisfied","1998","Single parent ","general elemantary","22","","","","10"
"10 Completely satisfied","1998","Single parent ","middle vocational","39","0.124327403082123","0.0897598705999696","0.158894935564277","10"
"10 Completely satisfied","1998","Single parent ","vocational + Abi","2","","","","10"
"10 Completely satisfied","1998","Single parent ","higher vocational","2","","","","10"
"10 Completely satisfied","1998","Single parent ","higher education","5","","","","10"
"10 Completely satisfied","1998","Couple + C. LE 16 ","in school","1","","","","10"
"10 Completely satisfied","1998","Couple + C. LE 16 ","inadequately","4","","","","10"
"10 Completely satisfied","1998","Couple + C. LE 16 ","higher education","28","","","","10"
"10 Completely satisfied","1998","Couple + C. GT 16 ","in school","23","","","","10"
"10 Completely satisfied","1998","Couple + C. GT 16 ","inadequately","6","","","","10"
"10 Completely satisfied","1998","Couple + C. GT 16 ","general elemantary","55","0.0969883769511411","0.0717455700107703","0.122231183891512","10"
"10 Completely satisfied","1998","Couple + C. GT 16 ","middle vocational","114","0.109743083177272","0.0919615588407084","0.127524607513836","10"
"10 Completely satisfied","1998","Couple + C. LE 16 ","general elemantary","46","0.124202729417792","0.0909103542883156","0.157495104547269","10"
"10 Completely satisfied","1998","Couple + C. LE 16 ","middle vocational","160","0.0976847563498223","0.0833335063348994","0.112036006364745","10"
"10 Completely satisfied","1998","Couple + C. LE 16 ","vocational + Abi","6","","","","10"
"10 Completely satisfied","1998","Couple + C. LE 16 ","higher vocational","18","","","","10"
"2 on Scale 1 to 10","1998","1-pers.-HH","in school","","","","","2"
"2 on Scale 1 to 10","1998","1-pers.-HH","inadequately","","","","","2"
"2 on Scale 1 to 10","1998","1-pers.-HH","general elemantary","40","0.127192835120946","0.0944177888933572","0.159967881348535","2"
"2 on Scale 1 to 10","1998","1-pers.-HH","middle vocational","37","0.0599969561894925","0.0439848310538202","0.0760090813251648","2"
"2 on Scale 1 to 10","1998","1-pers.-HH","vocational + Abi","","","","","2"
"2 on Scale 1 to 10","1998","1-pers.-HH","higher vocational","3","","","","2"
"2 on Scale 1 to 10","1998","1-pers.-HH","higher education","7","","","","2"
"2 on Scale 1 to 10","1998","(Married) couple without C. ","in school","","","","","2"
"2 on Scale 1 to 10","1998","(Married) couple without C. ","inadequately","2","","","","2"
"2 on Scale 1 to 10","1998","(Married) couple without C. ","general elemantary","32","0.0617421261788172","0.0435579990808944","0.0799262532767399","2"
"2 on Scale 1 to 10","1998","(Married) couple without C. ","middle vocational","83","0.0483590842091036","0.0393641506985356","0.0573540177196716","2"
"2 on Scale 1 to 10","1998","(Married) couple without C. ","vocational + Abi","5","","","","2"
"2 on Scale 1 to 10","1998","(Married) couple without C. ","higher vocational","9","","","","2"
"2 on Scale 1 to 10","1998","(Married) couple without C. ","higher education","14","","","","2"
"2 on Scale 1 to 10","1998","Single parent ","in school","","","","","2"
"2 on Scale 1 to 10","1998","Single parent ","inadequately","2","","","","2"
"2 on Scale 1 to 10","1998","Single parent ","general elemantary","4","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. LE 16 ","inadequately","","","","","2"
"2 on Scale 1 to 10","1998","Couple + C. LE 16 ","general elemantary","5","","","","2"
