"m11125","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"10 Completely satisfied","2003","direct migration background","higher vocational","7","","",""
"10 Completely satisfied","2003","direct migration background","higher education","39","0.108133305839072","0.0765755338307203","0.139691077847424"
"10 Completely satisfied","2003","indirect migration background","in school","20","","",""
"10 Completely satisfied","2003","indirect migration background","inadequately","1","","",""
"10 Completely satisfied","2003","indirect migration background","general elemantary","39","0.215511540722107","0.156891551492491","0.274131529951724"
"10 Completely satisfied","2003","indirect migration background","middle vocational","44","0.0857341142148797","0.0555273496086036","0.115940878821156"
"10 Completely satisfied","2003","indirect migration background","vocational + Abi","3","","",""
"10 Completely satisfied","2003","indirect migration background","higher vocational","6","","",""
"10 Completely satisfied","2003","indirect migration background","higher education","5","","",""
"0 Completely dissatisfied","2004","no migration background","in school","2","","",""
"0 Completely dissatisfied","2004","no migration background","inadequately","8","","",""
"0 Completely dissatisfied","2004","no migration background","general elemantary","51","0.0357966758345527","0.0271805303116686","0.0444128213574368"
"0 Completely dissatisfied","2004","no migration background","middle vocational","140","0.0174796030642644","0.014849187818912","0.0201100183096168"
"0 Completely dissatisfied","2004","no migration background","vocational + Abi","5","","",""
"0 Completely dissatisfied","2004","no migration background","higher vocational","24","","",""
"0 Completely dissatisfied","2004","no migration background","higher education","29","","",""
"0 Completely dissatisfied","2004","direct migration background","in school","","","",""
"0 Completely dissatisfied","2004","direct migration background","inadequately","5","","",""
"0 Completely dissatisfied","2004","direct migration background","general elemantary","9","","",""
"0 Completely dissatisfied","2004","direct migration background","middle vocational","9","","",""
"0 Completely dissatisfied","2004","direct migration background","vocational + Abi","1","","",""
"0 Completely dissatisfied","2004","direct migration background","higher vocational","3","","",""
"0 Completely dissatisfied","2004","direct migration background","higher education","4","","",""
"0 Completely dissatisfied","2004","indirect migration background","in school","","","",""
"0 Completely dissatisfied","2004","indirect migration background","inadequately","","","",""
"0 Completely dissatisfied","2004","indirect migration background","general elemantary","2","","",""
"0 Completely dissatisfied","2004","indirect migration background","middle vocational","","","",""
"0 Completely dissatisfied","2004","indirect migration background","vocational + Abi","","","",""
"0 Completely dissatisfied","2004","indirect migration background","higher vocational","","","",""
"0 Completely dissatisfied","2004","indirect migration background","higher education","","","",""
"1 on Scale 1 to 10","2004","no migration background","in school","1","","",""
"1 on Scale 1 to 10","2004","no migration background","inadequately","3","","",""
"1 on Scale 1 to 10","2004","no migration background","general elemantary","42","0.0240399205549999","0.0169361339872421","0.0311437071227576"
"1 on Scale 1 to 10","2004","no migration background","middle vocational","125","0.0151137525598059","0.0126648757827328","0.0175626293368789"
"1 on Scale 1 to 10","2004","no migration background","vocational + Abi","6","","",""
"1 on Scale 1 to 10","2004","no migration background","higher vocational","19","","",""
"1 on Scale 1 to 10","2004","no migration background","higher education","28","","",""
"1 on Scale 1 to 10","2004","direct migration background","in school","","","",""
"1 on Scale 1 to 10","2004","direct migration background","inadequately","3","","",""
"1 on Scale 1 to 10","2004","direct migration background","general elemantary","9","","",""
"1 on Scale 1 to 10","2004","direct migration background","middle vocational","6","","",""
"1 on Scale 1 to 10","2004","direct migration background","vocational + Abi","3","","",""
"1 on Scale 1 to 10","2004","direct migration background","higher vocational","2","","",""
"1 on Scale 1 to 10","2004","direct migration background","higher education","2","","",""
"1 on Scale 1 to 10","2004","indirect migration background","in school","","","",""
"1 on Scale 1 to 10","2004","indirect migration background","inadequately","","","",""
"1 on Scale 1 to 10","2004","indirect migration background","general elemantary","2","","",""
"1 on Scale 1 to 10","2004","indirect migration background","middle vocational","2","","",""
"1 on Scale 1 to 10","2004","indirect migration background","vocational + Abi","","","",""
"1 on Scale 1 to 10","2004","indirect migration background","higher vocational","","","",""
"1 on Scale 1 to 10","2004","indirect migration background","higher education","","","",""
"2 on Scale 1 to 10","2004","no migration background","in school","2","","",""
"2 on Scale 1 to 10","2004","no migration background","inadequately","3","","",""
"2 on Scale 1 to 10","2004","no migration background","general elemantary","88","0.0542425789451336","0.0437382719093109","0.0647468859809564"
"2 on Scale 1 to 10","2004","no migration background","middle vocational","314","0.039115147032177","0.0352238364099672","0.0430064576543868"
"2 on Scale 1 to 10","2004","no migration background","vocational + Abi","22","","",""
"2 on Scale 1 to 10","2004","no migration background","higher vocational","32","0.0225277273657947","0.014910792475326","0.0301446622562634"
"2 on Scale 1 to 10","2004","no migration background","higher education","108","0.0324110092974864","0.0268366888980199","0.0379853296969529"
"2 on Scale 1 to 10","2004","direct migration background","in school","1","","",""
"2 on Scale 1 to 10","2004","direct migration background","inadequately","8","","",""
"2 on Scale 1 to 10","2004","direct migration background","general elemantary","25","","",""
"2 on Scale 1 to 10","2004","direct migration background","middle vocational","32","0.034445275843549","0.0228484384309329","0.0460421132561651"
"2 on Scale 1 to 10","2004","direct migration background","vocational + Abi","8","","",""
"2 on Scale 1 to 10","2004","direct migration background","higher vocational","2","","",""
"2 on Scale 1 to 10","2004","direct migration background","higher education","8","","",""
"2 on Scale 1 to 10","2004","indirect migration background","in school","","","",""
"2 on Scale 1 to 10","2004","indirect migration background","inadequately","","","",""
"2 on Scale 1 to 10","2004","indirect migration background","general elemantary","3","","",""
"2 on Scale 1 to 10","2004","indirect migration background","middle vocational","2","","",""
"2 on Scale 1 to 10","2004","indirect migration background","vocational + Abi","","","",""
"2 on Scale 1 to 10","2004","indirect migration background","higher vocational","","","",""
"2 on Scale 1 to 10","2004","indirect migration background","higher education","","","",""
"3 on Scale 1 to 10","2004","no migration background","in school","8","","",""
"3 on Scale 1 to 10","2004","no migration background","inadequately","5","","",""
"3 on Scale 1 to 10","2004","no migration background","general elemantary","129","0.0791170722153606","0.0665987917248626","0.0916353527058586"
"3 on Scale 1 to 10","2004","no migration background","middle vocational","524","0.0588103399199626","0.0540880444087987","0.0635326354311266"
"3 on Scale 1 to 10","2004","no migration background","vocational + Abi","40","0.042290742314738","0.0290763031510788","0.0555051814783972"
"3 on Scale 1 to 10","2004","no migration background","higher vocational","79","0.0669000667847893","0.0540753824613915","0.079724751108187"
"3 on Scale 1 to 10","2004","no migration background","higher education","175","0.0503304790931701","0.0434486802704271","0.0572122779159131"
"3 on Scale 1 to 10","2004","direct migration background","in school","","","",""
"3 on Scale 1 to 10","2004","direct migration background","inadequately","14","","",""
"3 on Scale 1 to 10","2004","direct migration background","general elemantary","41","0.0791466454140727","0.0578620525719285","0.100431238256217"
"3 on Scale 1 to 10","2004","direct migration background","middle vocational","45","0.045224400861331","0.032010733947356","0.0584380677753059"
"3 on Scale 1 to 10","2004","direct migration background","vocational + Abi","15","","",""
"3 on Scale 1 to 10","2004","direct migration background","higher vocational","7","","",""
"3 on Scale 1 to 10","2004","direct migration background","higher education","9","","",""
"3 on Scale 1 to 10","2004","indirect migration background","in school","1","","",""
"3 on Scale 1 to 10","2004","indirect migration background","inadequately","1","","",""
"3 on Scale 1 to 10","2004","indirect migration background","general elemantary","4","","",""
"3 on Scale 1 to 10","2004","indirect migration background","middle vocational","14","","",""
"3 on Scale 1 to 10","2004","indirect migration background","vocational + Abi","1","","",""
"3 on Scale 1 to 10","2004","indirect migration background","higher vocational","2","","",""
"3 on Scale 1 to 10","2004","indirect migration background","higher education","1","","",""
"4 on Scale 1 to 10","2004","no migration background","in school","8","","",""
"4 on Scale 1 to 10","2004","no migration background","inadequately","4","","",""
"4 on Scale 1 to 10","2004","no migration background","general elemantary","125","0.0707925179992201","0.0588977111913505","0.0826873248070897"
"4 on Scale 1 to 10","2004","no migration background","middle vocational","537","0.0582472468971989","0.0535462074761423","0.0629482863182554"
"4 on Scale 1 to 10","2004","no migration background","vocational + Abi","38","0.0383928263238764","0.0257764937589342","0.0510091588888185"
"4 on Scale 1 to 10","2004","no migration background","higher vocational","86","0.0559806168056628","0.0441807087184895","0.0677805248928362"
"4 on Scale 1 to 10","2004","no migration background","higher education","198","0.0524269111145312","0.0454110063529391","0.0594428158761233"
"4 on Scale 1 to 10","2004","direct migration background","in school","","","",""
"4 on Scale 1 to 10","2004","direct migration background","inadequately","11","","",""
"4 on Scale 1 to 10","2004","direct migration background","general elemantary","35","0.0485086782157358","0.0315705276229237","0.0654468288085479"
"4 on Scale 1 to 10","2004","direct migration background","middle vocational","60","0.0660131029733011","0.0502234802233185","0.0818027257232836"
"4 on Scale 1 to 10","2004","direct migration background","vocational + Abi","11","","",""
"4 on Scale 1 to 10","2004","direct migration background","higher vocational","4","","",""
"4 on Scale 1 to 10","2004","direct migration background","higher education","22","","",""
"4 on Scale 1 to 10","2004","indirect migration background","in school","","","",""
"4 on Scale 1 to 10","2004","indirect migration background","inadequately","","","",""
"4 on Scale 1 to 10","2004","indirect migration background","general elemantary","5","","",""
"4 on Scale 1 to 10","2004","indirect migration background","middle vocational","8","","",""
"4 on Scale 1 to 10","2004","indirect migration background","vocational + Abi","4","","",""
"4 on Scale 1 to 10","2004","indirect migration background","higher vocational","4","","",""
"4 on Scale 1 to 10","2004","indirect migration background","higher education","3","","",""
"5 on Scale 1 to 10","2004","no migration background","in school","23","","",""
"5 on Scale 1 to 10","2004","no migration background","inadequately","13","","",""
"5 on Scale 1 to 10","2004","no migration background","general elemantary","300","0.180021608003071","0.162203118478163","0.19784009752798"
"5 on Scale 1 to 10","2004","no migration background","middle vocational","1520","0.164346145449001","0.156907725149485","0.171784565748518"
"5 on Scale 1 to 10","2004","no migration background","vocational + Abi","104","0.125258087057749","0.103523464909339","0.146992709206159"
"5 on Scale 1 to 10","2004","no migration background","higher vocational","225","0.155045591431387","0.136466876195649","0.173624306667126"
"5 on Scale 1 to 10","2004","no migration background","higher education","404","0.111707567318526","0.101791956587698","0.121623178049355"
"5 on Scale 1 to 10","2004","direct migration background","in school","6","","",""
"5 on Scale 1 to 10","2004","direct migration background","inadequately","35","0.237408494154936","0.170851703344042","0.30396528496583"
"5 on Scale 1 to 10","2004","direct migration background","general elemantary","97","0.144565445836617","0.116839938749564","0.172290952923669"
"5 on Scale 1 to 10","2004","direct migration background","middle vocational","139","0.150528095712536","0.127789188900269","0.173267002524803"
"5 on Scale 1 to 10","2004","direct migration background","vocational + Abi","28","","",""
"5 on Scale 1 to 10","2004","direct migration background","higher vocational","22","","",""
"5 on Scale 1 to 10","2004","direct migration background","higher education","52","0.160826052652875","0.122824174222473","0.198827931083276"
"5 on Scale 1 to 10","2004","indirect migration background","in school","2","","",""
"5 on Scale 1 to 10","2004","indirect migration background","inadequately","1","","",""
"5 on Scale 1 to 10","2004","indirect migration background","general elemantary","17","","",""
"5 on Scale 1 to 10","2004","indirect migration background","middle vocational","31","0.148976867005479","0.110205984455965","0.187747749554993"
"5 on Scale 1 to 10","2004","indirect migration background","vocational + Abi","4","","",""
"5 on Scale 1 to 10","2004","indirect migration background","higher vocational","2","","",""
"5 on Scale 1 to 10","2004","indirect migration background","higher education","6","","",""
"6 on Scale 1 to 10","2004","no migration background","in school","24","","",""
"6 on Scale 1 to 10","2004","no migration background","inadequately","7","","",""
"6 on Scale 1 to 10","2004","no migration background","general elemantary","181","0.0920053506393685","0.0786006984198319","0.105410002858905"
"6 on Scale 1 to 10","2004","no migration background","middle vocational","1045","0.107981747886589","0.101752296668669","0.114211199104508"
"6 on Scale 1 to 10","2004","no migration background","vocational + Abi","64","0.0616339380648906","0.0458430940359473","0.0774247820938339"
"6 on Scale 1 to 10","2004","no migration background","higher vocational","157","0.113171144888819","0.0969097763895135","0.129432513388125"
"6 on Scale 1 to 10","2004","no migration background","higher education","394","0.102513823907958","0.0929659804199067","0.112061667396009"
"6 on Scale 1 to 10","2004","direct migration background","in school","1","","",""
"6 on Scale 1 to 10","2004","direct migration background","inadequately","27","","",""
"6 on Scale 1 to 10","2004","direct migration background","general elemantary","80","0.128269749474905","0.101906008547846","0.154633490401965"
"6 on Scale 1 to 10","2004","direct migration background","middle vocational","101","0.115174212312261","0.0948743636858012","0.135474060938721"
"6 on Scale 1 to 10","2004","direct migration background","vocational + Abi","19","","",""
"6 on Scale 1 to 10","2004","direct migration background","higher vocational","13","","",""
"6 on Scale 1 to 10","2004","direct migration background","higher education","41","0.0903368415803101","0.0606835013219622","0.119990181838658"
"6 on Scale 1 to 10","2004","indirect migration background","in school","4","","",""
"6 on Scale 1 to 10","2004","indirect migration background","inadequately","1","","",""
"6 on Scale 1 to 10","2004","indirect migration background","general elemantary","13","","",""
"6 on Scale 1 to 10","2004","indirect migration background","middle vocational","15","","",""
"6 on Scale 1 to 10","2004","indirect migration background","vocational + Abi","5","","",""
"6 on Scale 1 to 10","2004","indirect migration background","higher vocational","5","","",""
"6 on Scale 1 to 10","2004","indirect migration background","higher education","3","","",""
"7 on Scale 1 to 10","2004","no migration background","in school","69","0.102767570052093","0.0759903713276651","0.129544768776521"
"7 on Scale 1 to 10","2004","no migration background","inadequately","12","","",""
"7 on Scale 1 to 10","2004","no migration background","general elemantary","256","0.13619102191189","0.12028394210849","0.15209810171529"
"7 on Scale 1 to 10","2004","no migration background","middle vocational","1619","0.16965149951922","0.162117999451501","0.177184999586939"
"7 on Scale 1 to 10","2004","no migration background","vocational + Abi","159","0.168016360267908","0.143466873433903","0.192565847101912"
"7 on Scale 1 to 10","2004","no migration background","higher vocational","274","0.164257469512571","0.145239324923361","0.183275614101781"
"7 on Scale 1 to 10","2004","no migration background","higher education","722","0.189542899010066","0.177205631951607","0.201880166068525"
"7 on Scale 1 to 10","2004","direct migration background","in school","7","","",""
"7 on Scale 1 to 10","2004","direct migration background","inadequately","15","","",""
"7 on Scale 1 to 10","2004","direct migration background","general elemantary","112","0.156926140726469","0.128249101365759","0.185603180087179"
"7 on Scale 1 to 10","2004","direct migration background","middle vocational","162","0.160565256801337","0.137219629522508","0.183910884080166"
"7 on Scale 1 to 10","2004","direct migration background","vocational + Abi","35","0.139294108306222","0.0938487615860758","0.184739455026369"
"7 on Scale 1 to 10","2004","direct migration background","higher vocational","31","0.228299190937734","0.158521377718576","0.298077004156892"
"7 on Scale 1 to 10","2004","direct migration background","higher education","65","0.195719665447808","0.154678297853917","0.236761033041698"
"7 on Scale 1 to 10","2004","indirect migration background","in school","9","","",""
"7 on Scale 1 to 10","2004","indirect migration background","inadequately","1","","",""
"7 on Scale 1 to 10","2004","indirect migration background","general elemantary","25","","",""
"7 on Scale 1 to 10","2004","indirect migration background","middle vocational","50","0.174515190507438","0.133186966131788","0.215843414883089"
"7 on Scale 1 to 10","2004","indirect migration background","vocational + Abi","3","","",""
"7 on Scale 1 to 10","2004","indirect migration background","higher vocational","10","","",""
"7 on Scale 1 to 10","2004","indirect migration background","higher education","9","","",""
"8 on Scale 1 to 10","2004","no migration background","in school","124","0.262815251958572","0.224000387876488","0.301630116040656"
"8 on Scale 1 to 10","2004","no migration background","inadequately","9","","",""
"8 on Scale 1 to 10","2004","no migration background","general elemantary","307","0.167992556276823","0.150653877971018","0.185331234582629"
"8 on Scale 1 to 10","2004","no migration background","middle vocational","2198","0.217698002785238","0.209414725796505","0.22598127977397"
"8 on Scale 1 to 10","2004","no migration background","vocational + Abi","256","0.280008433667675","0.250526327909236","0.309490539426113"
"8 on Scale 1 to 10","2004","no migration background","higher vocational","360","0.236779236749744","0.214958659994781","0.258599813504707"
"8 on Scale 1 to 10","2004","no migration background","higher education","1092","0.260904122177036","0.247081480468849","0.274726763885222"
"8 on Scale 1 to 10","2004","direct migration background","in school","12","","",""
"8 on Scale 1 to 10","2004","direct migration background","inadequately","24","","",""
"8 on Scale 1 to 10","2004","direct migration background","general elemantary","120","0.191714287117768","0.160678444267789","0.222750129967746"
"8 on Scale 1 to 10","2004","direct migration background","middle vocational","209","0.18447500242924","0.15981042441324","0.209139580445239"
"8 on Scale 1 to 10","2004","direct migration background","vocational + Abi","56","0.244822644741076","0.188387982331975","0.301257307150177"
"8 on Scale 1 to 10","2004","direct migration background","higher vocational","33","0.22217524825325","0.15306707593557","0.291283420570931"
"8 on Scale 1 to 10","2004","direct migration background","higher education","79","0.224545304155617","0.181380371222952","0.267710237088282"
"8 on Scale 1 to 10","2004","indirect migration background","in school","27","","",""
"8 on Scale 1 to 10","2004","indirect migration background","inadequately","3","","",""
"8 on Scale 1 to 10","2004","indirect migration background","general elemantary","41","0.227113169937035","0.167382649068702","0.286843690805368"
"8 on Scale 1 to 10","2004","indirect migration background","middle vocational","95","0.274218763451636","0.225642171955661","0.322795354947611"
"8 on Scale 1 to 10","2004","indirect migration background","vocational + Abi","16","","",""
"8 on Scale 1 to 10","2004","indirect migration background","higher vocational","14","","",""
"8 on Scale 1 to 10","2004","indirect migration background","higher education","18","","",""
"9 on Scale 1 to 10","2004","no migration background","in school","130","0.274637771521129","0.235278938043161","0.313996604999098"
"9 on Scale 1 to 10","2004","no migration background","inadequately","9","","",""
"9 on Scale 1 to 10","2004","no migration background","general elemantary","165","0.076410765115991","0.0640903860807721","0.0887311441512098"
"9 on Scale 1 to 10","2004","no migration background","middle vocational","944","0.0907189851653035","0.0849541632511772","0.0964838070794298"
"9 on Scale 1 to 10","2004","no migration background","vocational + Abi","141","0.162799477143211","0.13855847961252","0.187040474673903"
"9 on Scale 1 to 10","2004","no migration background","higher vocational","137","0.0935481050029202","0.078600926986497","0.108495283019343"
"9 on Scale 1 to 10","2004","no migration background","higher education","515","0.117453067793501","0.107318592279747","0.127587543307254"
"9 on Scale 1 to 10","2004","direct migration background","in school","12","","",""
"9 on Scale 1 to 10","2004","direct migration background","inadequately","5","","",""
"9 on Scale 1 to 10","2004","direct migration background","general elemantary","46","0.0777741901512103","0.0566592313454501","0.0988891489569705"
"9 on Scale 1 to 10","2004","direct migration background","middle vocational","97","0.115559447565038","0.0952301047027056","0.13588879042737"
"9 on Scale 1 to 10","2004","direct migration background","vocational + Abi","31","0.112858652306113","0.0713288847797803","0.154388419832445"
"9 on Scale 1 to 10","2004","direct migration background","higher vocational","7","","",""
"9 on Scale 1 to 10","2004","direct migration background","higher education","52","0.117624315524404","0.0842988528827155","0.150949778166093"
"9 on Scale 1 to 10","2004","indirect migration background","in school","23","","",""
"9 on Scale 1 to 10","2004","indirect migration background","inadequately","2","","",""
"9 on Scale 1 to 10","2004","indirect migration background","general elemantary","42","0.145754209891048","0.0954482817279588","0.196060138054136"
"9 on Scale 1 to 10","2004","indirect migration background","middle vocational","62","0.13979525897296","0.102036064281247","0.177554453664673"
"9 on Scale 1 to 10","2004","indirect migration background","vocational + Abi","7","","",""
"9 on Scale 1 to 10","2004","indirect migration background","higher vocational","5","","",""
"9 on Scale 1 to 10","2004","indirect migration background","higher education","9","","",""
"10 Completely satisfied","2004","no migration background","in school","103","0.223343550152544","0.186616520909959","0.260070579395129"
"10 Completely satisfied","2004","no migration background","inadequately","10","","",""
"10 Completely satisfied","2004","no migration background","general elemantary","142","0.0833899325035888","0.0705679114284335","0.096211953578744"
"10 Completely satisfied","2004","no migration background","middle vocational","569","0.0608375297212401","0.0560397103588575","0.0656353490836227"
"10 Completely satisfied","2004","no migration background","vocational + Abi","56","0.0634149885870163","0.0474128215306265","0.0794171556434061"
"10 Completely satisfied","2004","no migration background","higher vocational","65","0.051926614052868","0.0405376214972237","0.0633156066085123"
"10 Completely satisfied","2004","no migration background","higher education","212","0.0562818612771315","0.0490273933086101","0.0635363292456529"
"10 Completely satisfied","2004","direct migration background","in school","23","","",""
"10 Completely satisfied","2004","direct migration background","inadequately","10","","",""
"10 Completely satisfied","2004","direct migration background","general elemantary","44","0.098371447306199","0.0748912245769392","0.121851670035459"
"10 Completely satisfied","2004","direct migration background","middle vocational","90","0.103004231675417","0.083675248013171","0.122333215337663"
"10 Completely satisfied","2004","direct migration background","vocational + Abi","16","","",""
"10 Completely satisfied","2004","direct migration background","higher vocational","15","","",""
"10 Completely satisfied","2004","direct migration background","higher education","25","","",""
"10 Completely satisfied","2004","indirect migration background","in school","16","","",""
"10 Completely satisfied","2004","indirect migration background","inadequately","3","","",""
"10 Completely satisfied","2004","indirect migration background","general elemantary","35","0.186317047423845","0.130807064442008","0.241827030405683"
"10 Completely satisfied","2004","indirect migration background","middle vocational","45","0.114403612515645","0.079744824383009","0.149062400648282"
"10 Completely satisfied","2004","indirect migration background","vocational + Abi","8","","",""
"10 Completely satisfied","2004","indirect migration background","higher vocational","1","","",""
"10 Completely satisfied","2004","indirect migration background","higher education","11","","",""
"0 Completely dissatisfied","2005","no migration background","in school","2","","",""
"0 Completely dissatisfied","2005","no migration background","inadequately","3","","",""
"0 Completely dissatisfied","2005","no migration background","general elemantary","38","0.0253339990310269","0.0177816552681973","0.0328863427938565"
"0 Completely dissatisfied","2005","no migration background","middle vocational","113","0.0141925956266891","0.0117571021074577","0.0166280891459206"
"0 Completely dissatisfied","2005","no migration background","vocational + Abi","4","","",""
"0 Completely dissatisfied","2005","no migration background","higher vocational","14","","",""
"0 Completely dissatisfied","2005","no migration background","higher education","23","","",""
"0 Completely dissatisfied","2005","direct migration background","in school","","","",""
"0 Completely dissatisfied","2005","direct migration background","inadequately","8","","",""
"0 Completely dissatisfied","2005","direct migration background","general elemantary","9","","",""
"0 Completely dissatisfied","2005","direct migration background","middle vocational","9","","",""
"0 Completely dissatisfied","2005","direct migration background","vocational + Abi","2","","",""
"0 Completely dissatisfied","2005","direct migration background","higher vocational","1","","",""
"0 Completely dissatisfied","2005","direct migration background","higher education","6","","",""
"0 Completely dissatisfied","2005","indirect migration background","in school","","","",""
"0 Completely dissatisfied","2005","indirect migration background","inadequately","","","",""
"0 Completely dissatisfied","2005","indirect migration background","general elemantary","2","","",""
"0 Completely dissatisfied","2005","indirect migration background","middle vocational","","","",""
"0 Completely dissatisfied","2005","indirect migration background","vocational + Abi","","","",""
"0 Completely dissatisfied","2005","indirect migration background","higher vocational","","","",""
"0 Completely dissatisfied","2005","indirect migration background","higher education","","","",""
"1 on Scale 1 to 10","2005","no migration background","in school","2","","",""
"1 on Scale 1 to 10","2005","no migration background","inadequately","2","","",""
"1 on Scale 1 to 10","2005","no migration background","general elemantary","40","0.0281387074177188","0.0201907381171004","0.0360866767183371"
"1 on Scale 1 to 10","2005","no migration background","middle vocational","132","0.0180246265155816","0.0152853021445218","0.0207639508866414"
"1 on Scale 1 to 10","2005","no migration background","vocational + Abi","12","","",""
"1 on Scale 1 to 10","2005","no migration background","higher vocational","18","","",""
"1 on Scale 1 to 10","2005","no migration background","higher education","30","0.00697209148938217","0.00431107500413115","0.00963310797463319"
"1 on Scale 1 to 10","2005","direct migration background","in school","1","","",""
"1 on Scale 1 to 10","2005","direct migration background","inadequately","1","","",""
"1 on Scale 1 to 10","2005","direct migration background","general elemantary","8","","",""
"1 on Scale 1 to 10","2005","direct migration background","middle vocational","17","","",""
"1 on Scale 1 to 10","2005","direct migration background","vocational + Abi","5","","",""
"1 on Scale 1 to 10","2005","direct migration background","higher vocational","3","","",""
"1 on Scale 1 to 10","2005","direct migration background","higher education","3","","",""
"1 on Scale 1 to 10","2005","indirect migration background","in school","","","",""
"1 on Scale 1 to 10","2005","indirect migration background","inadequately","","","",""
"1 on Scale 1 to 10","2005","indirect migration background","general elemantary","1","","",""
"1 on Scale 1 to 10","2005","indirect migration background","middle vocational","1","","",""
"1 on Scale 1 to 10","2005","indirect migration background","vocational + Abi","1","","",""
"1 on Scale 1 to 10","2005","indirect migration background","higher vocational","1","","",""
"1 on Scale 1 to 10","2005","indirect migration background","higher education","","","",""
"2 on Scale 1 to 10","2005","no migration background","in school","2","","",""
"2 on Scale 1 to 10","2005","no migration background","inadequately","3","","",""
"2 on Scale 1 to 10","2005","no migration background","general elemantary","75","0.0465239377639601","0.0364012673554757","0.0566466081724445"
"2 on Scale 1 to 10","2005","no migration background","middle vocational","270","0.0372915650716331","0.0333902347824498","0.0411928953608164"
"2 on Scale 1 to 10","2005","no migration background","vocational + Abi","17","","",""
"2 on Scale 1 to 10","2005","no migration background","higher vocational","36","0.0304225957643751","0.021387292493223","0.0394578990355272"
"2 on Scale 1 to 10","2005","no migration background","higher education","85","0.026097360118119","0.0209988726053201","0.031195847630918"
"2 on Scale 1 to 10","2005","direct migration background","in school","","","",""
"2 on Scale 1 to 10","2005","direct migration background","inadequately","9","","",""
"2 on Scale 1 to 10","2005","direct migration background","general elemantary","30","0.0575849572450709","0.0384606244566359","0.076709290033506"
"2 on Scale 1 to 10","2005","direct migration background","middle vocational","15","","",""
"2 on Scale 1 to 10","2005","direct migration background","vocational + Abi","9","","",""
"2 on Scale 1 to 10","2005","direct migration background","higher vocational","3","","",""
"2 on Scale 1 to 10","2005","direct migration background","higher education","13","","",""
"2 on Scale 1 to 10","2005","indirect migration background","in school","1","","",""
"2 on Scale 1 to 10","2005","indirect migration background","inadequately","1","","",""
"2 on Scale 1 to 10","2005","indirect migration background","general elemantary","3","","",""
"2 on Scale 1 to 10","2005","indirect migration background","middle vocational","6","","",""
"2 on Scale 1 to 10","2005","indirect migration background","vocational + Abi","1","","",""
"2 on Scale 1 to 10","2005","indirect migration background","higher vocational","","","",""
"2 on Scale 1 to 10","2005","indirect migration background","higher education","","","",""
"3 on Scale 1 to 10","2005","no migration background","in school","10","","",""
"3 on Scale 1 to 10","2005","no migration background","inadequately","4","","",""
"3 on Scale 1 to 10","2005","no migration background","general elemantary","118","0.068826633732551","0.0566592976622318","0.0809939698028703"
"3 on Scale 1 to 10","2005","no migration background","middle vocational","503","0.0632235971562555","0.0582126756716185","0.0682345186408925"
"3 on Scale 1 to 10","2005","no migration background","vocational + Abi","30","0.0369223283828911","0.0244135134704709","0.0494311432953114"
"3 on Scale 1 to 10","2005","no migration background","higher vocational","71","0.0473261932683563","0.036155599543767","0.0584967869929457"
"3 on Scale 1 to 10","2005","no migration background","higher education","184","0.0584558728675198","0.0509531360312505","0.065958609703789"
"3 on Scale 1 to 10","2005","direct migration background","in school","","","",""
"3 on Scale 1 to 10","2005","direct migration background","inadequately","21","","",""
"3 on Scale 1 to 10","2005","direct migration background","general elemantary","30","0.0601279942126336","0.0406123281299103","0.0796436602953569"
"3 on Scale 1 to 10","2005","direct migration background","middle vocational","48","0.0580955234562571","0.042622485242054","0.0735685616704601"
"3 on Scale 1 to 10","2005","direct migration background","vocational + Abi","11","","",""
"3 on Scale 1 to 10","2005","direct migration background","higher vocational","10","","",""
"3 on Scale 1 to 10","2005","direct migration background","higher education","14","","",""
"3 on Scale 1 to 10","2005","indirect migration background","in school","","","",""
"3 on Scale 1 to 10","2005","indirect migration background","inadequately","","","",""
"3 on Scale 1 to 10","2005","indirect migration background","general elemantary","3","","",""
"3 on Scale 1 to 10","2005","indirect migration background","middle vocational","13","","",""
"3 on Scale 1 to 10","2005","indirect migration background","vocational + Abi","1","","",""
"3 on Scale 1 to 10","2005","indirect migration background","higher vocational","","","",""
"3 on Scale 1 to 10","2005","indirect migration background","higher education","","","",""
"4 on Scale 1 to 10","2005","no migration background","in school","9","","",""
"4 on Scale 1 to 10","2005","no migration background","inadequately","6","","",""
"4 on Scale 1 to 10","2005","no migration background","general elemantary","133","0.0912291548294913","0.0773904328313618","0.105067876827621"
"4 on Scale 1 to 10","2005","no migration background","middle vocational","549","0.0587583413365159","0.0539161119397263","0.0636005707333054"
"4 on Scale 1 to 10","2005","no migration background","vocational + Abi","41","0.047431516916287","0.0333314043320863","0.0615316295004877"
"4 on Scale 1 to 10","2005","no migration background","higher vocational","98","0.0712051898415244","0.0576760846880034","0.0847342949950453"
"4 on Scale 1 to 10","2005","no migration background","higher education","212","0.0591717221792564","0.051626056052013","0.0667173883064999"
"4 on Scale 1 to 10","2005","direct migration background","in school","1","","",""
"4 on Scale 1 to 10","2005","direct migration background","inadequately","15","","",""
"4 on Scale 1 to 10","2005","direct migration background","general elemantary","53","0.0916840455420044","0.067993447802512","0.115374643281497"
"4 on Scale 1 to 10","2005","direct migration background","middle vocational","44","0.050974339328641","0.0364259265857236","0.0655227520715584"
