"m11125","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"6 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","higher education","13","","",""
"6 on Scale 1 to 10","2007","Saxony","in school","1","","",""
"6 on Scale 1 to 10","2007","Saxony","inadequately","","","",""
"6 on Scale 1 to 10","2007","Saxony","general elemantary","14","","",""
"6 on Scale 1 to 10","2007","Saxony","middle vocational","112","0.12730988436637","0.10446796839597","0.150151800336771"
"6 on Scale 1 to 10","2007","Saxony","vocational + Abi","2","","",""
"6 on Scale 1 to 10","2007","Saxony","higher vocational","15","","",""
"6 on Scale 1 to 10","2007","Saxony","higher education","45","0.122843896774139","0.0897084635652487","0.155979329983029"
"6 on Scale 1 to 10","2007","Saxony-Anhalt","in school","1","","",""
"6 on Scale 1 to 10","2007","Saxony-Anhalt","inadequately","1","","",""
"6 on Scale 1 to 10","2007","Saxony-Anhalt","general elemantary","6","","",""
"6 on Scale 1 to 10","2007","Saxony-Anhalt","middle vocational","56","0.13345700464243","0.101499768844737","0.165414240440122"
"6 on Scale 1 to 10","2007","Saxony-Anhalt","vocational + Abi","4","","",""
"6 on Scale 1 to 10","2007","Saxony-Anhalt","higher vocational","12","","",""
"6 on Scale 1 to 10","2007","Saxony-Anhalt","higher education","26","","",""
"6 on Scale 1 to 10","2007","Thuringia","in school","","","",""
"6 on Scale 1 to 10","2007","Thuringia","inadequately","","","",""
"6 on Scale 1 to 10","2007","Thuringia","general elemantary","10","","",""
"6 on Scale 1 to 10","2007","Thuringia","middle vocational","72","0.121195839187546","0.0940689119452337","0.148322766429859"
"6 on Scale 1 to 10","2007","Thuringia","vocational + Abi","3","","",""
"6 on Scale 1 to 10","2007","Thuringia","higher vocational","13","","",""
"6 on Scale 1 to 10","2007","Thuringia","higher education","20","","",""
"7 on Scale 1 to 10","2007","Schleswig-Holstein","in school","1","","",""
"7 on Scale 1 to 10","2007","Schleswig-Holstein","inadequately","2","","",""
"7 on Scale 1 to 10","2007","Schleswig-Holstein","general elemantary","11","","",""
"7 on Scale 1 to 10","2007","Schleswig-Holstein","middle vocational","57","0.149674899642032","0.111357770599786","0.187992028684279"
"7 on Scale 1 to 10","2007","Schleswig-Holstein","vocational + Abi","7","","",""
"7 on Scale 1 to 10","2007","Schleswig-Holstein","higher vocational","9","","",""
"7 on Scale 1 to 10","2007","Schleswig-Holstein","higher education","22","","",""
"7 on Scale 1 to 10","2007","Hamburg","in school","","","",""
"7 on Scale 1 to 10","2007","Hamburg","inadequately","","","",""
"7 on Scale 1 to 10","2007","Hamburg","general elemantary","4","","",""
"7 on Scale 1 to 10","2007","Hamburg","middle vocational","22","","",""
"7 on Scale 1 to 10","2007","Hamburg","vocational + Abi","5","","",""
"7 on Scale 1 to 10","2007","Hamburg","higher vocational","5","","",""
"7 on Scale 1 to 10","2007","Hamburg","higher education","12","","",""
"7 on Scale 1 to 10","2007","Lower Saxony","in school","4","","",""
"7 on Scale 1 to 10","2007","Lower Saxony","inadequately","3","","",""
"7 on Scale 1 to 10","2007","Lower Saxony","general elemantary","37","0.142038548965858","0.0968251297969862","0.187251968134729"
"7 on Scale 1 to 10","2007","Lower Saxony","middle vocational","160","0.151574672834496","0.129076703823861","0.174072641845132"
"7 on Scale 1 to 10","2007","Lower Saxony","vocational + Abi","32","0.170827557668186","0.103768599538689","0.237886515797684"
"7 on Scale 1 to 10","2007","Lower Saxony","higher vocational","28","","",""
"7 on Scale 1 to 10","2007","Lower Saxony","higher education","63","0.229612444398884","0.183018630292465","0.276206258505302"
"7 on Scale 1 to 10","2007","Bremen","in school","","","",""
"7 on Scale 1 to 10","2007","Bremen","inadequately","","","",""
"7 on Scale 1 to 10","2007","Bremen","general elemantary","6","","",""
"7 on Scale 1 to 10","2007","Bremen","middle vocational","12","","",""
"7 on Scale 1 to 10","2007","Bremen","vocational + Abi","1","","",""
"7 on Scale 1 to 10","2007","Bremen","higher vocational","3","","",""
"7 on Scale 1 to 10","2007","Bremen","higher education","6","","",""
"7 on Scale 1 to 10","2007","North Rhine-Westphalia","in school","11","","",""
"7 on Scale 1 to 10","2007","North Rhine-Westphalia","inadequately","11","","",""
"7 on Scale 1 to 10","2007","North Rhine-Westphalia","general elemantary","72","0.132682493013074","0.103327277280189","0.16203770874596"
"7 on Scale 1 to 10","2007","North Rhine-Westphalia","middle vocational","327","0.145150664664266","0.12980838549789","0.160492943830643"
"7 on Scale 1 to 10","2007","North Rhine-Westphalia","vocational + Abi","59","0.14073399859931","0.103100508442483","0.178367488756136"
"7 on Scale 1 to 10","2007","North Rhine-Westphalia","higher vocational","48","0.159083867445516","0.117487129064844","0.200680605826188"
"7 on Scale 1 to 10","2007","North Rhine-Westphalia","higher education","167","0.220761719671206","0.192763441275313","0.248759998067098"
"7 on Scale 1 to 10","2007","Hesse","in school","5","","",""
"7 on Scale 1 to 10","2007","Hesse","inadequately","1","","",""
"7 on Scale 1 to 10","2007","Hesse","general elemantary","18","","",""
"7 on Scale 1 to 10","2007","Hesse","middle vocational","116","0.163065745610366","0.134924317167404","0.191207174053328"
"7 on Scale 1 to 10","2007","Hesse","vocational + Abi","14","","",""
"7 on Scale 1 to 10","2007","Hesse","higher vocational","19","","",""
"7 on Scale 1 to 10","2007","Hesse","higher education","67","0.189478861938718","0.147324588749488","0.231633135127948"
"7 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","in school","1","","",""
"7 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","inadequately","3","","",""
"7 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","general elemantary","31","0.157988747590909","0.104557710807261","0.211419784374556"
"7 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","middle vocational","121","0.190792375727647","0.15961111545015","0.221973636005143"
"7 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","vocational + Abi","12","","",""
"7 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","higher vocational","17","","",""
"7 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","higher education","33","0.23450559313368","0.173286513921064","0.295724672346295"
"7 on Scale 1 to 10","2007","Baden-Württemberg","in school","11","","",""
"7 on Scale 1 to 10","2007","Baden-Württemberg","inadequately","6","","",""
"7 on Scale 1 to 10","2007","Baden-Württemberg","general elemantary","57","0.138239809074579","0.10176620778008","0.174713410369077"
"7 on Scale 1 to 10","2007","Baden-Württemberg","middle vocational","240","0.20605731595505","0.183037897839033","0.229076734071068"
"7 on Scale 1 to 10","2007","Baden-Württemberg","vocational + Abi","25","","",""
"7 on Scale 1 to 10","2007","Baden-Württemberg","higher vocational","36","0.199587058363668","0.141835671344391","0.257338445382944"
"7 on Scale 1 to 10","2007","Baden-Württemberg","higher education","107","0.196002255368614","0.160781705688852","0.231222805048376"
"7 on Scale 1 to 10","2007","Bavaria","in school","2","","",""
"7 on Scale 1 to 10","2007","Bavaria","inadequately","2","","",""
"7 on Scale 1 to 10","2007","Bavaria","general elemantary","35","0.0964570165119333","0.0647491299719137","0.128164903051953"
"7 on Scale 1 to 10","2007","Bavaria","middle vocational","259","0.157872561478089","0.139830803364858","0.17591431959132"
"7 on Scale 1 to 10","2007","Bavaria","vocational + Abi","28","","",""
"7 on Scale 1 to 10","2007","Bavaria","higher vocational","38","0.207117332718043","0.154971839100547","0.25926282633554"
"7 on Scale 1 to 10","2007","Bavaria","higher education","99","0.183477206823516","0.151977297000203","0.21497711664683"
"7 on Scale 1 to 10","2007","Berlin","in school","2","","",""
"7 on Scale 1 to 10","2007","Berlin","inadequately","","","",""
"7 on Scale 1 to 10","2007","Berlin","general elemantary","4","","",""
"7 on Scale 1 to 10","2007","Berlin","middle vocational","44","0.145868482143255","0.10631993957536","0.185417024711151"
"7 on Scale 1 to 10","2007","Berlin","vocational + Abi","8","","",""
"7 on Scale 1 to 10","2007","Berlin","higher vocational","9","","",""
"7 on Scale 1 to 10","2007","Berlin","higher education","50","0.189431238157336","0.142341312698355","0.236521163616317"
"7 on Scale 1 to 10","2007","Brandenburg","in school","4","","",""
"7 on Scale 1 to 10","2007","Brandenburg","inadequately","","","",""
"7 on Scale 1 to 10","2007","Brandenburg","general elemantary","7","","",""
"7 on Scale 1 to 10","2007","Brandenburg","middle vocational","78","0.180255787348239","0.143752911636699","0.216758663059778"
"7 on Scale 1 to 10","2007","Brandenburg","vocational + Abi","6","","",""
"7 on Scale 1 to 10","2007","Brandenburg","higher vocational","12","","",""
"7 on Scale 1 to 10","2007","Brandenburg","higher education","56","0.201124050003926","0.151336575862926","0.250911524144926"
"7 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","in school","","","",""
"7 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","inadequately","2","","",""
"7 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","general elemantary","6","","",""
"7 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","middle vocational","41","0.121792222082421","0.0822666073219042","0.161317836842937"
"7 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","vocational + Abi","4","","",""
"7 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","higher vocational","6","","",""
"7 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","higher education","29","","",""
"7 on Scale 1 to 10","2007","Saxony","in school","3","","",""
"7 on Scale 1 to 10","2007","Saxony","inadequately","2","","",""
"7 on Scale 1 to 10","2007","Saxony","general elemantary","8","","",""
"7 on Scale 1 to 10","2007","Saxony","middle vocational","158","0.187816550299761","0.161051661916826","0.214581438682695"
"7 on Scale 1 to 10","2007","Saxony","vocational + Abi","12","","",""
"7 on Scale 1 to 10","2007","Saxony","higher vocational","25","","",""
"7 on Scale 1 to 10","2007","Saxony","higher education","76","0.196130522080039","0.156049131753685","0.236211912406394"
"7 on Scale 1 to 10","2007","Saxony-Anhalt","in school","4","","",""
"7 on Scale 1 to 10","2007","Saxony-Anhalt","inadequately","2","","",""
"7 on Scale 1 to 10","2007","Saxony-Anhalt","general elemantary","6","","",""
"7 on Scale 1 to 10","2007","Saxony-Anhalt","middle vocational","79","0.161682153977676","0.12708512052874","0.196279187426613"
"7 on Scale 1 to 10","2007","Saxony-Anhalt","vocational + Abi","6","","",""
"7 on Scale 1 to 10","2007","Saxony-Anhalt","higher vocational","14","","",""
"7 on Scale 1 to 10","2007","Saxony-Anhalt","higher education","47","0.22103362168699","0.166935473664472","0.275131769709507"
"7 on Scale 1 to 10","2007","Thuringia","in school","2","","",""
"7 on Scale 1 to 10","2007","Thuringia","inadequately","","","",""
"7 on Scale 1 to 10","2007","Thuringia","general elemantary","12","","",""
"7 on Scale 1 to 10","2007","Thuringia","middle vocational","101","0.181063766078407","0.149056283824766","0.213071248332049"
"7 on Scale 1 to 10","2007","Thuringia","vocational + Abi","6","","",""
"7 on Scale 1 to 10","2007","Thuringia","higher vocational","9","","",""
"7 on Scale 1 to 10","2007","Thuringia","higher education","33","0.151269953203203","0.0993560514220512","0.203183854984356"
"8 on Scale 1 to 10","2007","Schleswig-Holstein","in school","4","","",""
"8 on Scale 1 to 10","2007","Schleswig-Holstein","inadequately","","","",""
"8 on Scale 1 to 10","2007","Schleswig-Holstein","general elemantary","11","","",""
"8 on Scale 1 to 10","2007","Schleswig-Holstein","middle vocational","83","0.255176721246789","0.208352224163884","0.302001218329693"
"8 on Scale 1 to 10","2007","Schleswig-Holstein","vocational + Abi","11","","",""
"8 on Scale 1 to 10","2007","Schleswig-Holstein","higher vocational","13","","",""
"8 on Scale 1 to 10","2007","Schleswig-Holstein","higher education","26","","",""
"8 on Scale 1 to 10","2007","Hamburg","in school","3","","",""
"8 on Scale 1 to 10","2007","Hamburg","inadequately","","","",""
"8 on Scale 1 to 10","2007","Hamburg","general elemantary","6","","",""
"8 on Scale 1 to 10","2007","Hamburg","middle vocational","41","0.287111637362075","0.209040699519146","0.365182575205004"
"8 on Scale 1 to 10","2007","Hamburg","vocational + Abi","5","","",""
"8 on Scale 1 to 10","2007","Hamburg","higher vocational","8","","",""
"8 on Scale 1 to 10","2007","Hamburg","higher education","28","","",""
"8 on Scale 1 to 10","2007","Lower Saxony","in school","15","","",""
"8 on Scale 1 to 10","2007","Lower Saxony","inadequately","7","","",""
"8 on Scale 1 to 10","2007","Lower Saxony","general elemantary","38","0.132448524179446","0.0885447821304494","0.176352266228442"
"8 on Scale 1 to 10","2007","Lower Saxony","middle vocational","227","0.241926574774427","0.215059486221552","0.268793663327302"
"8 on Scale 1 to 10","2007","Lower Saxony","vocational + Abi","31","0.287188901272718","0.206571933608914","0.367805868936522"
"8 on Scale 1 to 10","2007","Lower Saxony","higher vocational","30","0.251877135004413","0.172882075065658","0.330872194943169"
"8 on Scale 1 to 10","2007","Lower Saxony","higher education","85","0.285411038825034","0.235380007326429","0.335442070323639"
"8 on Scale 1 to 10","2007","Bremen","in school","","","",""
"8 on Scale 1 to 10","2007","Bremen","inadequately","","","",""
"8 on Scale 1 to 10","2007","Bremen","general elemantary","3","","",""
"8 on Scale 1 to 10","2007","Bremen","middle vocational","16","","",""
"8 on Scale 1 to 10","2007","Bremen","vocational + Abi","4","","",""
"8 on Scale 1 to 10","2007","Bremen","higher vocational","1","","",""
"8 on Scale 1 to 10","2007","Bremen","higher education","12","","",""
"8 on Scale 1 to 10","2007","North Rhine-Westphalia","in school","17","","",""
"8 on Scale 1 to 10","2007","North Rhine-Westphalia","inadequately","9","","",""
"8 on Scale 1 to 10","2007","North Rhine-Westphalia","general elemantary","104","0.197399403376863","0.162955523541046","0.231843283212679"
"8 on Scale 1 to 10","2007","North Rhine-Westphalia","middle vocational","469","0.228930469685456","0.210631183558623","0.247229755812289"
"8 on Scale 1 to 10","2007","North Rhine-Westphalia","vocational + Abi","80","0.242848044578274","0.196442486624578","0.289253602531971"
"8 on Scale 1 to 10","2007","North Rhine-Westphalia","higher vocational","88","0.21624385036934","0.169423761905351","0.26306393883333"
"8 on Scale 1 to 10","2007","North Rhine-Westphalia","higher education","207","0.225462894422908","0.197253552373708","0.253672236472109"
"8 on Scale 1 to 10","2007","Hesse","in school","7","","",""
"8 on Scale 1 to 10","2007","Hesse","inadequately","3","","",""
"8 on Scale 1 to 10","2007","Hesse","general elemantary","24","","",""
"8 on Scale 1 to 10","2007","Hesse","middle vocational","178","0.246382839906147","0.213558219374292","0.279207460438003"
"8 on Scale 1 to 10","2007","Hesse","vocational + Abi","26","","",""
"8 on Scale 1 to 10","2007","Hesse","higher vocational","19","","",""
"8 on Scale 1 to 10","2007","Hesse","higher education","105","0.269490137089365","0.221763203881447","0.317217070297283"
"8 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","in school","8","","",""
"8 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","inadequately","3","","",""
"8 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","general elemantary","39","0.254583366740854","0.190766404420258","0.318400329061451"
"8 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","middle vocational","137","0.173190669100691","0.1431611689617","0.203220169239682"
"8 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","vocational + Abi","5","","",""
"8 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","higher vocational","18","","",""
"8 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","higher education","62","0.338782285926017","0.27039556716902","0.407169004683014"
"8 on Scale 1 to 10","2007","Baden-Württemberg","in school","18","","",""
"8 on Scale 1 to 10","2007","Baden-Württemberg","inadequately","3","","",""
"8 on Scale 1 to 10","2007","Baden-Württemberg","general elemantary","59","0.172837120087965","0.13288103781937","0.21279320235656"
"8 on Scale 1 to 10","2007","Baden-Württemberg","middle vocational","255","0.228572613408248","0.204674403586692","0.252470823229804"
"8 on Scale 1 to 10","2007","Baden-Württemberg","vocational + Abi","47","0.333622035317954","0.257140016907628","0.41010405372828"
"8 on Scale 1 to 10","2007","Baden-Württemberg","higher vocational","42","0.269373514604613","0.205272584439512","0.333474444769714"
"8 on Scale 1 to 10","2007","Baden-Württemberg","higher education","124","0.258494197044321","0.2196504733601","0.297337920728541"
"8 on Scale 1 to 10","2007","Bavaria","in school","12","","",""
"8 on Scale 1 to 10","2007","Bavaria","inadequately","3","","",""
"8 on Scale 1 to 10","2007","Bavaria","general elemantary","51","0.153228399203074","0.11454017922322","0.191916619182927"
"8 on Scale 1 to 10","2007","Bavaria","middle vocational","370","0.228103397228057","0.207340781760645","0.248866012695469"
"8 on Scale 1 to 10","2007","Bavaria","vocational + Abi","44","0.231197536017198","0.164393706423749","0.298001365610646"
"8 on Scale 1 to 10","2007","Bavaria","higher vocational","62","0.261194918482597","0.204668509388373","0.31772132757682"
"8 on Scale 1 to 10","2007","Bavaria","higher education","167","0.29905967874376","0.261798761029697","0.336320596457824"
"8 on Scale 1 to 10","2007","Berlin","in school","3","","",""
"8 on Scale 1 to 10","2007","Berlin","inadequately","","","",""
"8 on Scale 1 to 10","2007","Berlin","general elemantary","14","","",""
"8 on Scale 1 to 10","2007","Berlin","middle vocational","76","0.214946226852537","0.16892035823911","0.260972095465963"
"8 on Scale 1 to 10","2007","Berlin","vocational + Abi","6","","",""
"8 on Scale 1 to 10","2007","Berlin","higher vocational","12","","",""
"8 on Scale 1 to 10","2007","Berlin","higher education","84","0.348489796877787","0.291228270950339","0.405751322805234"
"8 on Scale 1 to 10","2007","Brandenburg","in school","4","","",""
"8 on Scale 1 to 10","2007","Brandenburg","inadequately","1","","",""
"8 on Scale 1 to 10","2007","Brandenburg","general elemantary","14","","",""
"8 on Scale 1 to 10","2007","Brandenburg","middle vocational","95","0.237472237616151","0.197063289654086","0.277881185578215"
"8 on Scale 1 to 10","2007","Brandenburg","vocational + Abi","10","","",""
"8 on Scale 1 to 10","2007","Brandenburg","higher vocational","13","","",""
"8 on Scale 1 to 10","2007","Brandenburg","higher education","54","0.190069828025391","0.141336194030932","0.238803462019851"
"8 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","in school","4","","",""
"8 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","inadequately","1","","",""
"8 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","general elemantary","7","","",""
"8 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","middle vocational","75","0.254317993811929","0.20168772442291","0.306948263200947"
"8 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","vocational + Abi","4","","",""
"8 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","higher vocational","8","","",""
"8 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","higher education","31","0.167789076151498","0.104519599903198","0.231058552399797"
"8 on Scale 1 to 10","2007","Saxony","in school","5","","",""
"8 on Scale 1 to 10","2007","Saxony","inadequately","","","",""
"8 on Scale 1 to 10","2007","Saxony","general elemantary","20","","",""
"8 on Scale 1 to 10","2007","Saxony","middle vocational","194","0.24127998679165","0.211959386379328","0.270600587203973"
"8 on Scale 1 to 10","2007","Saxony","vocational + Abi","19","","",""
"8 on Scale 1 to 10","2007","Saxony","higher vocational","35","0.307553285748125","0.228224687576702","0.386881883919549"
"8 on Scale 1 to 10","2007","Saxony","higher education","100","0.242905959261222","0.199617571161536","0.286194347360909"
"8 on Scale 1 to 10","2007","Saxony-Anhalt","in school","4","","",""
"8 on Scale 1 to 10","2007","Saxony-Anhalt","inadequately","3","","",""
"8 on Scale 1 to 10","2007","Saxony-Anhalt","general elemantary","14","","",""
"8 on Scale 1 to 10","2007","Saxony-Anhalt","middle vocational","83","0.188867057970442","0.152085714352566","0.225648401588317"
"8 on Scale 1 to 10","2007","Saxony-Anhalt","vocational + Abi","11","","",""
"8 on Scale 1 to 10","2007","Saxony-Anhalt","higher vocational","13","","",""
"8 on Scale 1 to 10","2007","Saxony-Anhalt","higher education","51","0.216069784996462","0.16241238890506","0.269727181087864"
"8 on Scale 1 to 10","2007","Thuringia","in school","2","","",""
"8 on Scale 1 to 10","2007","Thuringia","inadequately","1","","",""
"8 on Scale 1 to 10","2007","Thuringia","general elemantary","8","","",""
"8 on Scale 1 to 10","2007","Thuringia","middle vocational","110","0.207126517323924","0.173441987222709","0.240811047425139"
"8 on Scale 1 to 10","2007","Thuringia","vocational + Abi","9","","",""
"8 on Scale 1 to 10","2007","Thuringia","higher vocational","6","","",""
"8 on Scale 1 to 10","2007","Thuringia","higher education","47","0.195107256983254","0.137691874322653","0.252522639643855"
"9 on Scale 1 to 10","2007","Schleswig-Holstein","in school","2","","",""
"9 on Scale 1 to 10","2007","Schleswig-Holstein","inadequately","1","","",""
"9 on Scale 1 to 10","2007","Schleswig-Holstein","general elemantary","3","","",""
"9 on Scale 1 to 10","2007","Schleswig-Holstein","middle vocational","46","0.145174534229989","0.107338124418297","0.183010944041682"
"9 on Scale 1 to 10","2007","Schleswig-Holstein","vocational + Abi","2","","",""
"9 on Scale 1 to 10","2007","Schleswig-Holstein","higher vocational","7","","",""
"9 on Scale 1 to 10","2007","Schleswig-Holstein","higher education","12","","",""
"9 on Scale 1 to 10","2007","Hamburg","in school","1","","",""
"9 on Scale 1 to 10","2007","Hamburg","inadequately","1","","",""
"9 on Scale 1 to 10","2007","Hamburg","general elemantary","2","","",""
"9 on Scale 1 to 10","2007","Hamburg","middle vocational","12","","",""
"9 on Scale 1 to 10","2007","Hamburg","vocational + Abi","6","","",""
"9 on Scale 1 to 10","2007","Hamburg","higher vocational","1","","",""
"9 on Scale 1 to 10","2007","Hamburg","higher education","16","","",""
"9 on Scale 1 to 10","2007","Lower Saxony","in school","5","","",""
"9 on Scale 1 to 10","2007","Lower Saxony","inadequately","","","",""
"9 on Scale 1 to 10","2007","Lower Saxony","general elemantary","26","","",""
"9 on Scale 1 to 10","2007","Lower Saxony","middle vocational","108","0.119463367250306","0.0991157166115902","0.139811017889023"
"9 on Scale 1 to 10","2007","Lower Saxony","vocational + Abi","15","","",""
"9 on Scale 1 to 10","2007","Lower Saxony","higher vocational","12","","",""
"9 on Scale 1 to 10","2007","Lower Saxony","higher education","44","0.105245523337521","0.0712493779226974","0.139241668752345"
"9 on Scale 1 to 10","2007","Bremen","in school","2","","",""
"9 on Scale 1 to 10","2007","Bremen","inadequately","","","",""
"9 on Scale 1 to 10","2007","Bremen","general elemantary","1","","",""
"9 on Scale 1 to 10","2007","Bremen","middle vocational","8","","",""
"9 on Scale 1 to 10","2007","Bremen","vocational + Abi","1","","",""
"9 on Scale 1 to 10","2007","Bremen","higher vocational","1","","",""
"9 on Scale 1 to 10","2007","Bremen","higher education","5","","",""
"9 on Scale 1 to 10","2007","North Rhine-Westphalia","in school","16","","",""
"9 on Scale 1 to 10","2007","North Rhine-Westphalia","inadequately","1","","",""
"9 on Scale 1 to 10","2007","North Rhine-Westphalia","general elemantary","55","0.0905019480501852","0.0656752330476788","0.115328663052692"
"9 on Scale 1 to 10","2007","North Rhine-Westphalia","middle vocational","236","0.108302269086237","0.0947671155706284","0.121837422601845"
"9 on Scale 1 to 10","2007","North Rhine-Westphalia","vocational + Abi","48","0.129603692804996","0.0932558721011439","0.165951513508847"
"9 on Scale 1 to 10","2007","North Rhine-Westphalia","higher vocational","30","0.12374928782948","0.0862989782184853","0.161199597440475"
"9 on Scale 1 to 10","2007","North Rhine-Westphalia","higher education","146","0.13718747945336","0.113962798240853","0.160412160665868"
"9 on Scale 1 to 10","2007","Hesse","in school","7","","",""
"9 on Scale 1 to 10","2007","Hesse","inadequately","","","",""
"9 on Scale 1 to 10","2007","Hesse","general elemantary","9","","",""
"9 on Scale 1 to 10","2007","Hesse","middle vocational","57","0.0760548558411449","0.0558616318011925","0.0962480798810973"
"9 on Scale 1 to 10","2007","Hesse","vocational + Abi","14","","",""
"9 on Scale 1 to 10","2007","Hesse","higher vocational","6","","",""
"9 on Scale 1 to 10","2007","Hesse","higher education","58","0.182784450091518","0.141210912302199","0.224357987880836"
"9 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","in school","2","","",""
"9 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","inadequately","1","","",""
"9 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","general elemantary","13","","",""
"9 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","middle vocational","66","0.114015310319589","0.0887934062884301","0.139237214350749"
"9 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","vocational + Abi","13","","",""
"9 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","higher vocational","9","","",""
"9 on Scale 1 to 10","2007","Rhineland-Palatinate,Saarland","higher education","24","","",""
"9 on Scale 1 to 10","2007","Baden-Württemberg","in school","20","","",""
"9 on Scale 1 to 10","2007","Baden-Württemberg","inadequately","1","","",""
"9 on Scale 1 to 10","2007","Baden-Württemberg","general elemantary","27","","",""
"9 on Scale 1 to 10","2007","Baden-Württemberg","middle vocational","145","0.112110884439523","0.0941549090322285","0.130066859846818"
"9 on Scale 1 to 10","2007","Baden-Württemberg","vocational + Abi","23","","",""
"9 on Scale 1 to 10","2007","Baden-Württemberg","higher vocational","21","","",""
"9 on Scale 1 to 10","2007","Baden-Württemberg","higher education","95","0.18527538104354","0.150804494144331","0.21974626794275"
"9 on Scale 1 to 10","2007","Bavaria","in school","8","","",""
"9 on Scale 1 to 10","2007","Bavaria","inadequately","","","",""
"9 on Scale 1 to 10","2007","Bavaria","general elemantary","34","0.136305299818823","0.0994531801468902","0.173157419490755"
"9 on Scale 1 to 10","2007","Bavaria","middle vocational","200","0.114362311732165","0.0986150108034481","0.130109612660883"
"9 on Scale 1 to 10","2007","Bavaria","vocational + Abi","26","","",""
"9 on Scale 1 to 10","2007","Bavaria","higher vocational","25","","",""
"9 on Scale 1 to 10","2007","Bavaria","higher education","95","0.152983341245083","0.123687758513878","0.182278923976289"
"9 on Scale 1 to 10","2007","Berlin","in school","2","","",""
"9 on Scale 1 to 10","2007","Berlin","inadequately","","","",""
"9 on Scale 1 to 10","2007","Berlin","general elemantary","4","","",""
"9 on Scale 1 to 10","2007","Berlin","middle vocational","23","","",""
"9 on Scale 1 to 10","2007","Berlin","vocational + Abi","3","","",""
"9 on Scale 1 to 10","2007","Berlin","higher vocational","8","","",""
"9 on Scale 1 to 10","2007","Berlin","higher education","27","","",""
"9 on Scale 1 to 10","2007","Brandenburg","in school","6","","",""
"9 on Scale 1 to 10","2007","Brandenburg","inadequately","","","",""
"9 on Scale 1 to 10","2007","Brandenburg","general elemantary","5","","",""
"9 on Scale 1 to 10","2007","Brandenburg","middle vocational","23","","",""
"9 on Scale 1 to 10","2007","Brandenburg","vocational + Abi","5","","",""
"9 on Scale 1 to 10","2007","Brandenburg","higher vocational","3","","",""
"9 on Scale 1 to 10","2007","Brandenburg","higher education","16","","",""
"9 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","in school","2","","",""
"9 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","inadequately","","","",""
"9 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","general elemantary","2","","",""
"9 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","middle vocational","24","","",""
"9 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"9 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","higher vocational","5","","",""
"9 on Scale 1 to 10","2007","Mecklenburg-Western Pomerania","higher education","15","","",""
"9 on Scale 1 to 10","2007","Saxony","in school","4","","",""
"9 on Scale 1 to 10","2007","Saxony","inadequately","","","",""
"9 on Scale 1 to 10","2007","Saxony","general elemantary","9","","",""
"9 on Scale 1 to 10","2007","Saxony","middle vocational","59","0.056125762517973","0.0403529321527964","0.0718985928831496"
"9 on Scale 1 to 10","2007","Saxony","vocational + Abi","8","","",""
"9 on Scale 1 to 10","2007","Saxony","higher vocational","6","","",""
"9 on Scale 1 to 10","2007","Saxony","higher education","26","","",""
