"plb0219","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes, every 3-4 weeks","2011","(3b) higher tertiary education","Male","138","0.0849434589042135","0.0707444020730933","0.0991425157353336"
"Yes, every 3-4 weeks","2011","(3b) higher tertiary education","Female","104","0.0691976507521925","0.0554334526959097","0.0829618488084753"
"Rarely","2011","(0) in school","Male","3","","",""
"Rarely","2011","(0) in school","Female","4","","",""
"Rarely","2011","(1a) inadequately completed","Male","15","","",""
"Rarely","2011","(1a) inadequately completed","Female","4","","",""
"Rarely","2011","(1b) general elementary school","Male","36","0.0664316359494196","0.0413596334193061","0.0915036384795331"
"Rarely","2011","(1b) general elementary school","Female","30","0.0510296440318433","0.0288456477608044","0.0732136403028822"
"Rarely","2011","(1c) basic vocational qualification","Male","297","0.165665839075936","0.148860175651184","0.182471502500689"
"Rarely","2011","(1c) basic vocational qualification","Female","119","0.10359512702323","0.086331868121257","0.120858385925203"
"Rarely","2011","(2b) intermediate general qualification","Male","20","","",""
"Rarely","2011","(2b) intermediate general qualification","Female","21","","",""
"Rarely","2011","(2a) intermediate vocational","Male","476","0.261375818449557","0.24275114339503","0.280000493504083"
"Rarely","2011","(2a) intermediate vocational","Female","324","0.104312298505317","0.0929518975503772","0.115672699460256"
"Rarely","2011","(2c_gen) general maturity certificate","Male","54","0.224454526421019","0.17304357416493","0.275865478677109"
"Rarely","2011","(2c_gen) general maturity certificate","Female","30","0.0895186357050662","0.0545466440329007","0.124490627377232"
"Rarely","2011","(2c_voc) vocational maturity certificate","Male","176","0.290539667778447","0.25765001207163","0.323429323485263"
"Rarely","2011","(2c_voc) vocational maturity certificate","Female","136","0.122167697318596","0.102149014119602","0.142186380517591"
"Rarely","2011","(3a) lower tertiary education","Male","217","0.30858431396817","0.276394654201034","0.340773973735306"
"Rarely","2011","(3a) lower tertiary education","Female","131","0.178589595619625","0.151233206053357","0.205945985185893"
"Rarely","2011","(3b) higher tertiary education","Male","377","0.235035977171651","0.21344072700188","0.256631227341422"
"Rarely","2011","(3b) higher tertiary education","Female","257","0.215853435172191","0.193540607721856","0.238166262622527"
"No, never","2012","(0) in school","Male","7","","",""
"No, never","2012","(0) in school","Female","2","","",""
"No, never","2012","(1a) inadequately completed","Male","28","","",""
"No, never","2012","(1a) inadequately completed","Female","13","","",""
"No, never","2012","(1b) general elementary school","Male","131","0.714087651748011","0.647708712546284","0.780466590949737"
"No, never","2012","(1b) general elementary school","Female","97","0.731174919229503","0.65525460821028","0.807095230248725"
"No, never","2012","(1c) basic vocational qualification","Male","340","0.649617788689814","0.609000574307165","0.690235003072463"
"No, never","2012","(1c) basic vocational qualification","Female","217","0.693157188784326","0.64254832444907","0.743766053119582"
"No, never","2012","(2b) intermediate general qualification","Male","33","0.819441463001289","0.704472174327308","0.934410751675271"
"No, never","2012","(2b) intermediate general qualification","Female","50","0.681420596060119","0.573799275055406","0.789041917064833"
"No, never","2012","(2a) intermediate vocational","Male","381","0.617940541478075","0.580028930974297","0.655852151981853"
"No, never","2012","(2a) intermediate vocational","Female","659","0.675100670420769","0.645882824674678","0.704318516166861"
"No, never","2012","(2c_gen) general maturity certificate","Male","28","","",""
"No, never","2012","(2c_gen) general maturity certificate","Female","42","0.63340732493906","0.522867163843505","0.743947486034616"
"No, never","2012","(2c_voc) vocational maturity certificate","Male","150","0.591118989552361","0.531589333741888","0.650648645362833"
"No, never","2012","(2c_voc) vocational maturity certificate","Female","300","0.716321399605593","0.673312422263918","0.759330376947269"
"No, never","2012","(3a) lower tertiary education","Male","114","0.549222567097249","0.480943390184182","0.617501744010316"
"No, never","2012","(3a) lower tertiary education","Female","136","0.67734318412407","0.612061735614151","0.742624632633988"
"No, never","2012","(3b) higher tertiary education","Male","199","0.477119627621981","0.430764746359137","0.523474508884826"
"No, never","2012","(3b) higher tertiary education","Female","184","0.505639999118378","0.457938257172201","0.553341741064554"
"Yes, every week","2012","(0) in school","Male","2","","",""
"Yes, every week","2012","(0) in school","Female","3","","",""
"Yes, every week","2012","(1a) inadequately completed","Male","8","","",""
"Yes, every week","2012","(1a) inadequately completed","Female","4","","",""
"Yes, every week","2012","(1b) general elementary school","Male","9","","",""
"Yes, every week","2012","(1b) general elementary school","Female","9","","",""
"Yes, every week","2012","(1c) basic vocational qualification","Male","31","0.0638367293510179","0.0430243722363635","0.0846490864656723"
"Yes, every week","2012","(1c) basic vocational qualification","Female","25","","",""
"Yes, every week","2012","(2b) intermediate general qualification","Male","1","","",""
"Yes, every week","2012","(2b) intermediate general qualification","Female","6","","",""
"Yes, every week","2012","(2a) intermediate vocational","Male","39","0.0628316244317392","0.0438981042062178","0.0817651446572606"
"Yes, every week","2012","(2a) intermediate vocational","Female","52","0.0456222488900449","0.0326044363718028","0.0586400614082869"
"Yes, every week","2012","(2c_gen) general maturity certificate","Male","5","","",""
"Yes, every week","2012","(2c_gen) general maturity certificate","Female","6","","",""
"Yes, every week","2012","(2c_voc) vocational maturity certificate","Male","15","","",""
"Yes, every week","2012","(2c_voc) vocational maturity certificate","Female","26","","",""
"Yes, every week","2012","(3a) lower tertiary education","Male","13","","",""
"Yes, every week","2012","(3a) lower tertiary education","Female","12","","",""
"Yes, every week","2012","(3b) higher tertiary education","Male","59","0.109251856717319","0.0803002588559024","0.138203454578735"
"Yes, every week","2012","(3b) higher tertiary education","Female","66","0.121799577496475","0.0905954835120937","0.153003671480856"
"Yes, every 2 weeks","2012","(0) in school","Male","1","","",""
"Yes, every 2 weeks","2012","(0) in school","Female","","","",""
"Yes, every 2 weeks","2012","(1a) inadequately completed","Male","8","","",""
"Yes, every 2 weeks","2012","(1a) inadequately completed","Female","4","","",""
"Yes, every 2 weeks","2012","(1b) general elementary school","Male","15","","",""
"Yes, every 2 weeks","2012","(1b) general elementary school","Female","14","","",""
"Yes, every 2 weeks","2012","(1c) basic vocational qualification","Male","42","0.0827408799761292","0.0592869165708584","0.1061948433814"
"Yes, every 2 weeks","2012","(1c) basic vocational qualification","Female","43","0.113441088146516","0.0786400867260467","0.148242089566985"
"Yes, every 2 weeks","2012","(2b) intermediate general qualification","Male","3","","",""
"Yes, every 2 weeks","2012","(2b) intermediate general qualification","Female","12","","",""
"Yes, every 2 weeks","2012","(2a) intermediate vocational","Male","52","0.0657854741859055","0.0464425680661009","0.0851283803057101"
"Yes, every 2 weeks","2012","(2a) intermediate vocational","Female","117","0.116374896665236","0.0963692224782573","0.136380570852214"
"Yes, every 2 weeks","2012","(2c_gen) general maturity certificate","Male","9","","",""
"Yes, every 2 weeks","2012","(2c_gen) general maturity certificate","Female","10","","",""
"Yes, every 2 weeks","2012","(2c_voc) vocational maturity certificate","Male","31","0.113687875860498","0.0752510189857926","0.152124732735203"
"Yes, every 2 weeks","2012","(2c_voc) vocational maturity certificate","Female","40","0.104016210425569","0.0748894317779905","0.133142989073147"
"Yes, every 2 weeks","2012","(3a) lower tertiary education","Male","8","","",""
"Yes, every 2 weeks","2012","(3a) lower tertiary education","Female","11","","",""
"Yes, every 2 weeks","2012","(3b) higher tertiary education","Male","56","0.109305599829303","0.0803477555389426","0.138263444119663"
"Yes, every 2 weeks","2012","(3b) higher tertiary education","Female","42","0.0913323170850765","0.0638466270400428","0.11881800713011"
"Yes, every 3-4 weeks","2012","(0) in school","Male","3","","",""
"Yes, every 3-4 weeks","2012","(0) in school","Female","3","","",""
"Yes, every 3-4 weeks","2012","(1a) inadequately completed","Male","3","","",""
"Yes, every 3-4 weeks","2012","(1a) inadequately completed","Female","","","",""
"Yes, every 3-4 weeks","2012","(1b) general elementary school","Male","5","","",""
"Yes, every 3-4 weeks","2012","(1b) general elementary school","Female","2","","",""
"Yes, every 3-4 weeks","2012","(1c) basic vocational qualification","Male","34","0.0708949559126326","0.0490450166773371","0.0927448951479282"
"Yes, every 3-4 weeks","2012","(1c) basic vocational qualification","Female","12","","",""
"Yes, every 3-4 weeks","2012","(2b) intermediate general qualification","Male","2","","",""
"Yes, every 3-4 weeks","2012","(2b) intermediate general qualification","Female","2","","",""
"Yes, every 3-4 weeks","2012","(2a) intermediate vocational","Male","47","0.0780259474714441","0.0570986915070616","0.0989532034358266"
"Yes, every 3-4 weeks","2012","(2a) intermediate vocational","Female","48","0.0448650449045528","0.031950594235541","0.0577794955735646"
"Yes, every 3-4 weeks","2012","(2c_gen) general maturity certificate","Male","6","","",""
"Yes, every 3-4 weeks","2012","(2c_gen) general maturity certificate","Female","5","","",""
"Yes, every 3-4 weeks","2012","(2c_voc) vocational maturity certificate","Male","16","","",""
"Yes, every 3-4 weeks","2012","(2c_voc) vocational maturity certificate","Female","22","","",""
"Yes, every 3-4 weeks","2012","(3a) lower tertiary education","Male","17","","",""
"Yes, every 3-4 weeks","2012","(3a) lower tertiary education","Female","9","","",""
"Yes, every 3-4 weeks","2012","(3b) higher tertiary education","Male","33","0.0892273732993986","0.0627707325276856","0.115684014071112"
"Yes, every 3-4 weeks","2012","(3b) higher tertiary education","Female","32","0.0784985590574003","0.0528377280098019","0.104159390104999"
"Rarely","2012","(0) in school","Male","3","","",""
"Rarely","2012","(0) in school","Female","1","","",""
"Rarely","2012","(1a) inadequately completed","Male","5","","",""
"Rarely","2012","(1a) inadequately completed","Female","3","","",""
"Rarely","2012","(1b) general elementary school","Male","18","","",""
"Rarely","2012","(1b) general elementary school","Female","9","","",""
"Rarely","2012","(1c) basic vocational qualification","Male","83","0.132909646070406","0.104008132693841","0.161811159446972"
"Rarely","2012","(1c) basic vocational qualification","Female","22","","",""
"Rarely","2012","(2b) intermediate general qualification","Male","4","","",""
"Rarely","2012","(2b) intermediate general qualification","Female","2","","",""
"Rarely","2012","(2a) intermediate vocational","Male","112","0.175416412432836","0.145741744557655","0.205091080308017"
"Rarely","2012","(2a) intermediate vocational","Female","111","0.118037139119397","0.0979080556429766","0.138166222595818"
"Rarely","2012","(2c_gen) general maturity certificate","Male","11","","",""
"Rarely","2012","(2c_gen) general maturity certificate","Female","10","","",""
"Rarely","2012","(2c_voc) vocational maturity certificate","Male","50","0.201344569244463","0.152788096617653","0.249901041871273"
"Rarely","2012","(2c_voc) vocational maturity certificate","Female","34","0.0733248203318394","0.0484545139907488","0.0981951266729301"
"Rarely","2012","(3a) lower tertiary education","Male","52","0.257986901256052","0.197947324599127","0.318026477912976"
"Rarely","2012","(3a) lower tertiary education","Female","29","","",""
"Rarely","2012","(3b) higher tertiary education","Male","99","0.215095542531999","0.176962209646083","0.253228875417915"
"Rarely","2012","(3b) higher tertiary education","Female","98","0.20272954724267","0.164371788312623","0.241087306172718"
"No, never","2013","(0) in school","Male","16","","",""
"No, never","2013","(0) in school","Female","24","","",""
"No, never","2013","(1a) inadequately completed","Male","45","0.555497154816013","0.44728307430993","0.663711235322095"
"No, never","2013","(1a) inadequately completed","Female","43","0.701902663650964","0.586160936506466","0.817644390795462"
"No, never","2013","(1b) general elementary school","Male","248","0.748167408094025","0.702496598111034","0.793838218077015"
"No, never","2013","(1b) general elementary school","Female","246","0.673378228978585","0.624661828470914","0.722094629486255"
"No, never","2013","(1c) basic vocational qualification","Male","993","0.614912944762863","0.591253329062077","0.638572560463648"
"No, never","2013","(1c) basic vocational qualification","Female","754","0.678786826655207","0.651205331299893","0.70636832201052"
"No, never","2013","(2b) intermediate general qualification","Male","140","0.770675820722053","0.709261079079427","0.83209056236468"
"No, never","2013","(2b) intermediate general qualification","Female","165","0.65607884395809","0.595730261226411","0.716427426689768"
"No, never","2013","(2a) intermediate vocational","Male","1054","0.54131556907541","0.519015508214627","0.563615629936192"
"No, never","2013","(2a) intermediate vocational","Female","1772","0.680091466624538","0.662308832842526","0.697874100406549"
"No, never","2013","(2c_gen) general maturity certificate","Male","155","0.607561987846592","0.548436018193368","0.666687957499816"
"No, never","2013","(2c_gen) general maturity certificate","Female","181","0.564751537852071","0.507590974102102","0.621912101602039"
"No, never","2013","(2c_voc) vocational maturity certificate","Male","400","0.517521151234801","0.48039784371726","0.554644458752343"
"No, never","2013","(2c_voc) vocational maturity certificate","Female","679","0.656440355669064","0.626554827732339","0.68632588360579"
"No, never","2013","(3a) lower tertiary education","Male","405","0.541444158024905","0.504921025294886","0.577967290754925"
"No, never","2013","(3a) lower tertiary education","Female","477","0.657294725870537","0.6225547925113","0.692034659229775"
"No, never","2013","(3b) higher tertiary education","Male","609","0.459388422319394","0.432814656069376","0.485962188569413"
"No, never","2013","(3b) higher tertiary education","Female","642","0.462470370296298","0.435346359677801","0.489594380914794"
"Yes, every week","2013","(0) in school","Male","7","","",""
"Yes, every week","2013","(0) in school","Female","8","","",""
"Yes, every week","2013","(1a) inadequately completed","Male","9","","",""
"Yes, every week","2013","(1a) inadequately completed","Female","5","","",""
"Yes, every week","2013","(1b) general elementary school","Male","22","","",""
"Yes, every week","2013","(1b) general elementary school","Female","30","0.0842091076271015","0.0553620989849573","0.113056116269246"
"Yes, every week","2013","(1c) basic vocational qualification","Male","93","0.0456782756629834","0.0355269288805853","0.0558296224453815"
"Yes, every week","2013","(1c) basic vocational qualification","Female","58","0.0571784181860252","0.0434637514913491","0.0708930848807013"
"Yes, every week","2013","(2b) intermediate general qualification","Male","9","","",""
"Yes, every week","2013","(2b) intermediate general qualification","Female","13","","",""
"Yes, every week","2013","(2a) intermediate vocational","Male","83","0.0327055468061676","0.0247455325498201","0.0406655610625152"
"Yes, every week","2013","(2a) intermediate vocational","Female","88","0.0376988339293089","0.0304374571167936","0.0449602107418242"
"Yes, every week","2013","(2c_gen) general maturity certificate","Male","21","","",""
"Yes, every week","2013","(2c_gen) general maturity certificate","Female","29","","",""
"Yes, every week","2013","(2c_voc) vocational maturity certificate","Male","34","0.0518663311700581","0.0353914982061987","0.0683411641339175"
"Yes, every week","2013","(2c_voc) vocational maturity certificate","Female","36","0.0559505749013069","0.0414874589954995","0.0704136908071143"
"Yes, every week","2013","(3a) lower tertiary education","Male","32","0.0411755599232876","0.0266114356957495","0.0557396841508257"
"Yes, every week","2013","(3a) lower tertiary education","Female","41","0.047663150615814","0.0320685168123758","0.0632577844192523"
"Yes, every week","2013","(3b) higher tertiary education","Male","175","0.115803724107251","0.0987406993776979","0.132866748836805"
"Yes, every week","2013","(3b) higher tertiary education","Female","194","0.141567168609457","0.12260250352666","0.160531833692254"
"Yes, every 2 weeks","2013","(0) in school","Male","1","","",""
"Yes, every 2 weeks","2013","(0) in school","Female","7","","",""
"Yes, every 2 weeks","2013","(1a) inadequately completed","Male","10","","",""
"Yes, every 2 weeks","2013","(1a) inadequately completed","Female","7","","",""
"Yes, every 2 weeks","2013","(1b) general elementary school","Male","28","","",""
"Yes, every 2 weeks","2013","(1b) general elementary school","Female","43","0.128070255488263","0.0933575889312177","0.162782922045309"
"Yes, every 2 weeks","2013","(1c) basic vocational qualification","Male","146","0.087054191390572","0.0733473069659099","0.100761075815234"
"Yes, every 2 weeks","2013","(1c) basic vocational qualification","Female","143","0.125042697469093","0.105504835882798","0.144580559055388"
"Yes, every 2 weeks","2013","(2b) intermediate general qualification","Male","6","","",""
"Yes, every 2 weeks","2013","(2b) intermediate general qualification","Female","33","0.153938172396598","0.10808875451215","0.199787590281046"
"Yes, every 2 weeks","2013","(2a) intermediate vocational","Male","179","0.0958502167979482","0.0826755229895269","0.10902491060637"
"Yes, every 2 weeks","2013","(2a) intermediate vocational","Female","323","0.104698057452182","0.093025834221725","0.11637028068264"
"Yes, every 2 weeks","2013","(2c_gen) general maturity certificate","Male","34","0.13924375876256","0.0973233600503372","0.181164157474782"
"Yes, every 2 weeks","2013","(2c_gen) general maturity certificate","Female","28","","",""
"Yes, every 2 weeks","2013","(2c_voc) vocational maturity certificate","Male","71","0.097073234136304","0.0750784611270414","0.119068007145567"
"Yes, every 2 weeks","2013","(2c_voc) vocational maturity certificate","Female","85","0.0934786107913059","0.0751593739910435","0.111797847591568"
"Yes, every 2 weeks","2013","(3a) lower tertiary education","Male","42","0.0796391825265498","0.0597948028605429","0.0994835621925568"
"Yes, every 2 weeks","2013","(3a) lower tertiary education","Female","49","0.0817045543465621","0.0616550859882464","0.101754022704878"
"Yes, every 2 weeks","2013","(3b) higher tertiary education","Male","120","0.0820632283350014","0.0674279461922429","0.0966985104777599"
"Yes, every 2 weeks","2013","(3b) higher tertiary education","Female","100","0.0902774031769119","0.0746870926670823","0.105867713686741"
"Yes, every 3-4 weeks","2013","(0) in school","Male","2","","",""
"Yes, every 3-4 weeks","2013","(0) in school","Female","1","","",""
"Yes, every 3-4 weeks","2013","(1a) inadequately completed","Male","10","","",""
"Yes, every 3-4 weeks","2013","(1a) inadequately completed","Female","2","","",""
"Yes, every 3-4 weeks","2013","(1b) general elementary school","Male","12","","",""
"Yes, every 3-4 weeks","2013","(1b) general elementary school","Female","11","","",""
"Yes, every 3-4 weeks","2013","(1c) basic vocational qualification","Male","82","0.0508089212204391","0.0401314546781565","0.0614863877627217"
"Yes, every 3-4 weeks","2013","(1c) basic vocational qualification","Female","33","0.0287542739668363","0.0188830684248816","0.038625479508791"
"Yes, every 3-4 weeks","2013","(2b) intermediate general qualification","Male","5","","",""
"Yes, every 3-4 weeks","2013","(2b) intermediate general qualification","Female","7","","",""
"Yes, every 3-4 weeks","2013","(2a) intermediate vocational","Male","137","0.0576968527529459","0.0472617874225298","0.0681319180833619"
"Yes, every 3-4 weeks","2013","(2a) intermediate vocational","Female","120","0.0479075563433818","0.0397653692375956","0.0560497434491681"
"Yes, every 3-4 weeks","2013","(2c_gen) general maturity certificate","Male","15","","",""
"Yes, every 3-4 weeks","2013","(2c_gen) general maturity certificate","Female","18","","",""
"Yes, every 3-4 weeks","2013","(2c_voc) vocational maturity certificate","Male","33","0.0659431536764812","0.0475051039562791","0.0843812033966832"
"Yes, every 3-4 weeks","2013","(2c_voc) vocational maturity certificate","Female","43","0.0548477260414823","0.0405194998454579","0.0691759522375067"
"Yes, every 3-4 weeks","2013","(3a) lower tertiary education","Male","33","0.0633527167067554","0.0454974751245089","0.081207958289002"
"Yes, every 3-4 weeks","2013","(3a) lower tertiary education","Female","26","","",""
"Yes, every 3-4 weeks","2013","(3b) higher tertiary education","Male","97","0.0655469964933514","0.0523499864647462","0.0787440065219565"
"Yes, every 3-4 weeks","2013","(3b) higher tertiary education","Female","98","0.0919240894237278","0.0762064800733866","0.107641698774069"
"Rarely","2013","(0) in school","Male","4","","",""
"Rarely","2013","(0) in school","Female","4","","",""
"Rarely","2013","(1a) inadequately completed","Male","7","","",""
"Rarely","2013","(1a) inadequately completed","Female","3","","",""
"Rarely","2013","(1b) general elementary school","Male","37","0.0887473454238567","0.0588260465214398","0.118668644326273"
"Rarely","2013","(1b) general elementary school","Female","26","","",""
"Rarely","2013","(1c) basic vocational qualification","Male","311","0.201545666963143","0.182041240588554","0.221050093337731"
"Rarely","2013","(1c) basic vocational qualification","Female","113","0.110237783722839","0.0917384261052593","0.128737141340419"
"Rarely","2013","(2b) intermediate general qualification","Male","20","","",""
"Rarely","2013","(2b) intermediate general qualification","Female","20","","",""
"Rarely","2013","(2a) intermediate vocational","Male","465","0.272431814567529","0.252507217325037","0.292356411810021"
"Rarely","2013","(2a) intermediate vocational","Female","340","0.129604085650589","0.116799448459936","0.142408722841243"
"Rarely","2013","(2c_gen) general maturity certificate","Male","37","0.150812733410698","0.10747979019402","0.194145676627375"
"Rarely","2013","(2c_gen) general maturity certificate","Female","33","0.121701918022956","0.0840082112127083","0.159395624833203"
"Rarely","2013","(2c_voc) vocational maturity certificate","Male","158","0.267596129782355","0.234706521541435","0.300485738023276"
"Rarely","2013","(2c_voc) vocational maturity certificate","Female","127","0.13928273259684","0.117493540833046","0.161071924360635"
"Rarely","2013","(3a) lower tertiary education","Male","203","0.274388382818502","0.241682186160444","0.30709457947656"
"Rarely","2013","(3a) lower tertiary education","Female","124","0.174031179339839","0.146279844881197","0.201782513798481"
"Rarely","2013","(3b) higher tertiary education","Male","350","0.277197628745002","0.253329138124502","0.301066119365502"
"Rarely","2013","(3b) higher tertiary education","Female","264","0.213760968493606","0.191458535206745","0.236063401780466"
"No, never","2014","(0) in school","Male","","","",""
"No, never","2014","(0) in school","Female","","","",""
"No, never","2014","(1a) inadequately completed","Male","","","",""
"No, never","2014","(1a) inadequately completed","Female","","","",""
"No, never","2014","(1b) general elementary school","Male","","","",""
"No, never","2014","(1b) general elementary school","Female","","","",""
"No, never","2014","(1c) basic vocational qualification","Male","","","",""
"No, never","2014","(1c) basic vocational qualification","Female","","","",""
"No, never","2014","(2b) intermediate general qualification","Male","","","",""
"No, never","2014","(2b) intermediate general qualification","Female","","","",""
"No, never","2014","(2a) intermediate vocational","Male","","","",""
"No, never","2014","(2a) intermediate vocational","Female","","","",""
"No, never","2014","(2c_gen) general maturity certificate","Male","","","",""
"No, never","2014","(2c_gen) general maturity certificate","Female","","","",""
"No, never","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"No, never","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"No, never","2014","(3a) lower tertiary education","Male","","","",""
"No, never","2014","(3a) lower tertiary education","Female","","","",""
"No, never","2014","(3b) higher tertiary education","Male","","","",""
"No, never","2014","(3b) higher tertiary education","Female","","","",""
"Yes, every week","2014","(0) in school","Male","","","",""
"Yes, every week","2014","(0) in school","Female","","","",""
"Yes, every week","2014","(1a) inadequately completed","Male","","","",""
"Yes, every week","2014","(1a) inadequately completed","Female","","","",""
"Yes, every week","2014","(1b) general elementary school","Male","","","",""
"Yes, every week","2014","(1b) general elementary school","Female","","","",""
"Yes, every week","2014","(1c) basic vocational qualification","Male","","","",""
"Yes, every week","2014","(1c) basic vocational qualification","Female","","","",""
"Yes, every week","2014","(2b) intermediate general qualification","Male","","","",""
"Yes, every week","2014","(2b) intermediate general qualification","Female","","","",""
"Yes, every week","2014","(2a) intermediate vocational","Male","","","",""
"Yes, every week","2014","(2a) intermediate vocational","Female","","","",""
"Yes, every week","2014","(2c_gen) general maturity certificate","Male","","","",""
"Yes, every week","2014","(2c_gen) general maturity certificate","Female","","","",""
"Yes, every week","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes, every week","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes, every week","2014","(3a) lower tertiary education","Male","","","",""
"Yes, every week","2014","(3a) lower tertiary education","Female","","","",""
"Yes, every week","2014","(3b) higher tertiary education","Male","","","",""
"Yes, every week","2014","(3b) higher tertiary education","Female","","","",""
"Yes, every 2 weeks","2014","(0) in school","Male","","","",""
"Yes, every 2 weeks","2014","(0) in school","Female","","","",""
"Yes, every 2 weeks","2014","(1a) inadequately completed","Male","","","",""
"Yes, every 2 weeks","2014","(1a) inadequately completed","Female","","","",""
"Yes, every 2 weeks","2014","(1b) general elementary school","Male","","","",""
"Yes, every 2 weeks","2014","(1b) general elementary school","Female","","","",""
"Yes, every 2 weeks","2014","(1c) basic vocational qualification","Male","","","",""
"Yes, every 2 weeks","2014","(1c) basic vocational qualification","Female","","","",""
"Yes, every 2 weeks","2014","(2b) intermediate general qualification","Male","","","",""
"Yes, every 2 weeks","2014","(2b) intermediate general qualification","Female","","","",""
"Yes, every 2 weeks","2014","(2a) intermediate vocational","Male","","","",""
"Yes, every 2 weeks","2014","(2a) intermediate vocational","Female","","","",""
"Yes, every 2 weeks","2014","(2c_gen) general maturity certificate","Male","","","",""
"Yes, every 2 weeks","2014","(2c_gen) general maturity certificate","Female","","","",""
"Yes, every 2 weeks","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes, every 2 weeks","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes, every 2 weeks","2014","(3a) lower tertiary education","Male","","","",""
"Yes, every 2 weeks","2014","(3a) lower tertiary education","Female","","","",""
"Yes, every 2 weeks","2014","(3b) higher tertiary education","Male","","","",""
"Yes, every 2 weeks","2014","(3b) higher tertiary education","Female","","","",""
"Yes, every 3-4 weeks","2014","(0) in school","Male","","","",""
"Yes, every 3-4 weeks","2014","(0) in school","Female","","","",""
"Yes, every 3-4 weeks","2014","(1a) inadequately completed","Male","","","",""
"Yes, every 3-4 weeks","2014","(1a) inadequately completed","Female","","","",""
"Yes, every 3-4 weeks","2014","(1b) general elementary school","Male","","","",""
"Yes, every 3-4 weeks","2014","(1b) general elementary school","Female","","","",""
"Yes, every 3-4 weeks","2014","(1c) basic vocational qualification","Male","","","",""
"Yes, every 3-4 weeks","2014","(1c) basic vocational qualification","Female","","","",""
"Yes, every 3-4 weeks","2014","(2b) intermediate general qualification","Male","","","",""
"Yes, every 3-4 weeks","2014","(2b) intermediate general qualification","Female","","","",""
"Yes, every 3-4 weeks","2014","(2a) intermediate vocational","Male","","","",""
"Yes, every 3-4 weeks","2014","(2a) intermediate vocational","Female","","","",""
"Yes, every 3-4 weeks","2014","(2c_gen) general maturity certificate","Male","","","",""
"Yes, every 3-4 weeks","2014","(2c_gen) general maturity certificate","Female","","","",""
"Yes, every 3-4 weeks","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes, every 3-4 weeks","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes, every 3-4 weeks","2014","(3a) lower tertiary education","Male","","","",""
"Yes, every 3-4 weeks","2014","(3a) lower tertiary education","Female","","","",""
"Yes, every 3-4 weeks","2014","(3b) higher tertiary education","Male","","","",""
"Yes, every 3-4 weeks","2014","(3b) higher tertiary education","Female","","","",""
"Rarely","2014","(0) in school","Male","","","",""
"Rarely","2014","(0) in school","Female","","","",""
"Rarely","2014","(1a) inadequately completed","Male","","","",""
"Rarely","2014","(1a) inadequately completed","Female","","","",""
"Rarely","2014","(1b) general elementary school","Male","","","",""
"Rarely","2014","(1b) general elementary school","Female","","","",""
"Rarely","2014","(1c) basic vocational qualification","Male","","","",""
"Rarely","2014","(1c) basic vocational qualification","Female","","","",""
"Rarely","2014","(2b) intermediate general qualification","Male","","","",""
"Rarely","2014","(2b) intermediate general qualification","Female","","","",""
"Rarely","2014","(2a) intermediate vocational","Male","","","",""
"Rarely","2014","(2a) intermediate vocational","Female","","","",""
"Rarely","2014","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","2014","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","2014","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","2014","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","2014","(3a) lower tertiary education","Male","","","",""
"Rarely","2014","(3a) lower tertiary education","Female","","","",""
"Rarely","2014","(3b) higher tertiary education","Male","","","",""
"Rarely","2014","(3b) higher tertiary education","Female","","","",""
"No, never","2015","(0) in school","Male","13","","",""
"No, never","2015","(0) in school","Female","14","","",""
"No, never","2015","(1a) inadequately completed","Male","66","0.648140015875089","0.553105453103739","0.743174578646438"
"No, never","2015","(1a) inadequately completed","Female","53","0.676985967273145","0.571852297732765","0.782119636813524"
"No, never","2015","(1b) general elementary school","Male","299","0.678913694354171","0.634937026551955","0.722890362156388"
"No, never","2015","(1b) general elementary school","Female","261","0.666445463461504","0.619164954448892","0.713725972474116"
"No, never","2015","(1c) basic vocational qualification","Male","955","0.625174076019682","0.600910230131503","0.649437921907861"
"No, never","2015","(1c) basic vocational qualification","Female","682","0.679608157092886","0.650830368301769","0.708385945884003"
"No, never","2015","(2b) intermediate general qualification","Male","151","0.674255165666934","0.611317707505626","0.737192623828243"
"No, never","2015","(2b) intermediate general qualification","Female","159","0.762292554727163","0.705392708544885","0.819192400909442"
"No, never","2015","(2a) intermediate vocational","Male","960","0.558218814557305","0.534626304094577","0.581811325020032"
"No, never","2015","(2a) intermediate vocational","Female","1575","0.681017889722064","0.662015398438001","0.700020381006127"
"No, never","2015","(2c_gen) general maturity certificate","Male","207","0.605319088775238","0.553211018905233","0.657427158645243"
"No, never","2015","(2c_gen) general maturity certificate","Female","220","0.548040024542632","0.496912645970271","0.599167403114993"
