"plb0219","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2012","no degree/no degree yet","middle vocational","1","","",""
"Yes, every week","2012","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every week","2012","no degree/no degree yet","higher vocational","1","","",""
"Yes, every week","2012","no degree/no degree yet","higher education","","","",""
"Yes, every 2 weeks","2012","lower secondary degree","in school","","","",""
"Yes, every 2 weeks","2012","lower secondary degree","inadequately","","","",""
"Yes, every 2 weeks","2012","lower secondary degree","general elemantary","22","","",""
"Yes, every 2 weeks","2012","lower secondary degree","middle vocational","70","0.0945488703904464","0.0727803437587225","0.11631739702217"
"Yes, every 2 weeks","2012","lower secondary degree","vocational + Abi","","","",""
"Yes, every 2 weeks","2012","lower secondary degree","higher vocational","3","","",""
"Yes, every 2 weeks","2012","lower secondary degree","higher education","","","",""
"Yes, every 2 weeks","2012","secondary school degree","in school","","","",""
"Yes, every 2 weeks","2012","secondary school degree","inadequately","","","",""
"Yes, every 2 weeks","2012","secondary school degree","general elemantary","15","","",""
"Yes, every 2 weeks","2012","secondary school degree","middle vocational","162","0.0990133816029885","0.0836822064245217","0.114344556781455"
"Yes, every 2 weeks","2012","secondary school degree","vocational + Abi","","","",""
"Yes, every 2 weeks","2012","secondary school degree","higher vocational","7","","",""
"Yes, every 2 weeks","2012","secondary school degree","higher education","4","","",""
"Yes, every 2 weeks","2012","college entrance qualification","in school","","","",""
"Yes, every 2 weeks","2012","college entrance qualification","inadequately","","","",""
"Yes, every 2 weeks","2012","college entrance qualification","general elemantary","","","",""
"Yes, every 2 weeks","2012","college entrance qualification","middle vocational","10","","",""
"Yes, every 2 weeks","2012","college entrance qualification","vocational + Abi","49","0.0894712376004145","0.0643018195923242","0.114640655608505"
"Yes, every 2 weeks","2012","college entrance qualification","higher vocational","9","","",""
"Yes, every 2 weeks","2012","college entrance qualification","higher education","100","0.081087246751079","0.0647238803436588","0.0974506131584991"
"Yes, every 2 weeks","2012","Other degree","in school","","","",""
"Yes, every 2 weeks","2012","Other degree","inadequately","1","","",""
"Yes, every 2 weeks","2012","Other degree","general elemantary","6","","",""
"Yes, every 2 weeks","2012","Other degree","middle vocational","21","","",""
"Yes, every 2 weeks","2012","Other degree","vocational + Abi","12","","",""
"Yes, every 2 weeks","2012","Other degree","higher vocational","1","","",""
"Yes, every 2 weeks","2012","Other degree","higher education","12","","",""
"Yes, every 2 weeks","2012","no degree/no degree yet","in school","1","","",""
"Yes, every 2 weeks","2012","no degree/no degree yet","inadequately","9","","",""
"Yes, every 2 weeks","2012","no degree/no degree yet","general elemantary","","","",""
"Yes, every 2 weeks","2012","no degree/no degree yet","middle vocational","3","","",""
"Yes, every 2 weeks","2012","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 2 weeks","2012","no degree/no degree yet","higher vocational","","","",""
"Yes, every 2 weeks","2012","no degree/no degree yet","higher education","","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","in school","","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","inadequately","","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","general elemantary","6","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","middle vocational","38","0.0518137804205427","0.0353231288521689","0.0683044319889165"
"Yes, every 3-4 weeks","2012","lower secondary degree","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","higher vocational","2","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","higher education","","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","in school","","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","inadequately","","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","general elemantary","4","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","middle vocational","90","0.0629432971420494","0.0504773003968598","0.075409293887239"
"Yes, every 3-4 weeks","2012","secondary school degree","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","higher vocational","5","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","higher education","5","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","in school","","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","inadequately","","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","general elemantary","","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","middle vocational","9","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","vocational + Abi","25","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","higher vocational","6","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","higher education","72","0.0713622676279345","0.055930462788396","0.0867940724674729"
"Yes, every 3-4 weeks","2012","Other degree","in school","","","",""
"Yes, every 3-4 weeks","2012","Other degree","inadequately","","","",""
"Yes, every 3-4 weeks","2012","Other degree","general elemantary","1","","",""
"Yes, every 3-4 weeks","2012","Other degree","middle vocational","8","","",""
"Yes, every 3-4 weeks","2012","Other degree","vocational + Abi","7","","",""
"Yes, every 3-4 weeks","2012","Other degree","higher vocational","","","",""
"Yes, every 3-4 weeks","2012","Other degree","higher education","14","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","in school","6","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","inadequately","2","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","general elemantary","","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","middle vocational","1","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","higher vocational","","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","higher education","","","",""
"Rarely","2012","lower secondary degree","in school","","","",""
"Rarely","2012","lower secondary degree","inadequately","","","",""
"Rarely","2012","lower secondary degree","general elemantary","16","","",""
"Rarely","2012","lower secondary degree","middle vocational","80","0.110014460112622","0.0867343667893934","0.13329455343585"
"Rarely","2012","lower secondary degree","vocational + Abi","","","",""
"Rarely","2012","lower secondary degree","higher vocational","14","","",""
"Rarely","2012","lower secondary degree","higher education","2","","",""
"Rarely","2012","secondary school degree","in school","","","",""
"Rarely","2012","secondary school degree","inadequately","","","",""
"Rarely","2012","secondary school degree","general elemantary","6","","",""
"Rarely","2012","secondary school degree","middle vocational","184","0.12902181435455","0.111814838852897","0.146228789856203"
"Rarely","2012","secondary school degree","vocational + Abi","","","",""
"Rarely","2012","secondary school degree","higher vocational","39","0.274408815056956","0.205268217625388","0.343549412488525"
"Rarely","2012","secondary school degree","higher education","19","","",""
"Rarely","2012","college entrance qualification","in school","","","",""
"Rarely","2012","college entrance qualification","inadequately","","","",""
"Rarely","2012","college entrance qualification","general elemantary","","","",""
"Rarely","2012","college entrance qualification","middle vocational","14","","",""
"Rarely","2012","college entrance qualification","vocational + Abi","58","0.127591115903374","0.098170289045053","0.157011942761694"
"Rarely","2012","college entrance qualification","higher vocational","19","","",""
"Rarely","2012","college entrance qualification","higher education","234","0.22626711519939","0.201184923311235","0.251349307087544"
"Rarely","2012","Other degree","in school","","","",""
"Rarely","2012","Other degree","inadequately","3","","",""
"Rarely","2012","Other degree","general elemantary","8","","",""
"Rarely","2012","Other degree","middle vocational","17","","",""
"Rarely","2012","Other degree","vocational + Abi","7","","",""
"Rarely","2012","Other degree","higher vocational","1","","",""
"Rarely","2012","Other degree","higher education","23","","",""
"Rarely","2012","no degree/no degree yet","in school","4","","",""
"Rarely","2012","no degree/no degree yet","inadequately","5","","",""
"Rarely","2012","no degree/no degree yet","general elemantary","","","",""
"Rarely","2012","no degree/no degree yet","middle vocational","2","","",""
"Rarely","2012","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2012","no degree/no degree yet","higher vocational","1","","",""
"Rarely","2012","no degree/no degree yet","higher education","","","",""
"No, never","2013","lower secondary degree","in school","","","",""
"No, never","2013","lower secondary degree","inadequately","","","",""
"No, never","2013","lower secondary degree","general elemantary","372","0.729855666611992","0.69180049631416","0.767910836909824"
"No, never","2013","lower secondary degree","middle vocational","1483","0.644358658069375","0.624790562546941","0.66392675359181"
"No, never","2013","lower secondary degree","vocational + Abi","3","","",""
"No, never","2013","lower secondary degree","higher vocational","107","0.525305083997321","0.454486946679251","0.596123221315392"
"No, never","2013","lower secondary degree","higher education","18","","",""
"No, never","2013","secondary school degree","in school","","","",""
"No, never","2013","secondary school degree","inadequately","","","",""
"No, never","2013","secondary school degree","general elemantary","305","0.712544046981616","0.66910587153641","0.755982222426822"
"No, never","2013","secondary school degree","middle vocational","2520","0.631622602056451","0.616676114857512","0.646569089255391"
"No, never","2013","secondary school degree","vocational + Abi","7","","",""
"No, never","2013","secondary school degree","higher vocational","304","0.488781746763146","0.447231714933771","0.530331778592521"
"No, never","2013","secondary school degree","higher education","246","0.585653250563739","0.538258931298376","0.633047569829101"
"No, never","2013","college entrance qualification","in school","","","",""
"No, never","2013","college entrance qualification","inadequately","","","",""
"No, never","2013","college entrance qualification","general elemantary","","","",""
"No, never","2013","college entrance qualification","middle vocational","281","0.589153517494593","0.544627311244504","0.633679723744683"
"No, never","2013","college entrance qualification","vocational + Abi","791","0.600612838101746","0.572679843463365","0.628545832740127"
"No, never","2013","college entrance qualification","higher vocational","190","0.575541622683873","0.522133653400168","0.628949591967577"
"No, never","2013","college entrance qualification","higher education","1693","0.497904135783046","0.480911797027933","0.514896474538159"
"No, never","2013","Other degree","in school","","","",""
"No, never","2013","Other degree","inadequately","15","","",""
"No, never","2013","Other degree","general elemantary","107","0.661784185703131","0.588015049997042","0.735553321409221"
"No, never","2013","Other degree","middle vocational","201","0.647255992398461","0.593718843399868","0.700793141397055"
"No, never","2013","Other degree","vocational + Abi","85","0.555500933506872","0.471366550346563","0.639635316667182"
"No, never","2013","Other degree","higher vocational","16","","",""
"No, never","2013","Other degree","higher education","146","0.579604368351307","0.518658714188073","0.640550022514541"
"No, never","2013","no degree/no degree yet","in school","39","0.554141045638473","0.44011723064452","0.668164860632427"
"No, never","2013","no degree/no degree yet","inadequately","62","0.576983249336906","0.480153573917483","0.673812924756329"
"No, never","2013","no degree/no degree yet","general elemantary","","","",""
"No, never","2013","no degree/no degree yet","middle vocational","25","","",""
"No, never","2013","no degree/no degree yet","vocational + Abi","","","",""
"No, never","2013","no degree/no degree yet","higher vocational","2","","",""
"No, never","2013","no degree/no degree yet","higher education","1","","",""
"Yes, every week","2013","lower secondary degree","in school","","","",""
"Yes, every week","2013","lower secondary degree","inadequately","","","",""
"Yes, every week","2013","lower secondary degree","general elemantary","34","0.060359778780824","0.039949362356639","0.0807701952050091"
"Yes, every week","2013","lower secondary degree","middle vocational","122","0.0491061349712969","0.0402730480380072","0.0579392219045867"
"Yes, every week","2013","lower secondary degree","vocational + Abi","","","",""
"Yes, every week","2013","lower secondary degree","higher vocational","17","","",""
"Yes, every week","2013","lower secondary degree","higher education","","","",""
"Yes, every week","2013","secondary school degree","in school","","","",""
"Yes, every week","2013","secondary school degree","inadequately","","","",""
"Yes, every week","2013","secondary school degree","general elemantary","22","","",""
"Yes, every week","2013","secondary school degree","middle vocational","139","0.0347928955983559","0.0291145822167484","0.0404712089799634"
"Yes, every week","2013","secondary school degree","vocational + Abi","","","",""
"Yes, every week","2013","secondary school degree","higher vocational","32","0.039154697905489","0.0230323098719117","0.0552770859390662"
"Yes, every week","2013","secondary school degree","higher education","25","","",""
"Yes, every week","2013","college entrance qualification","in school","","","",""
"Yes, every week","2013","college entrance qualification","inadequately","","","",""
"Yes, every week","2013","college entrance qualification","general elemantary","","","",""
"Yes, every week","2013","college entrance qualification","middle vocational","44","0.0705858892720748","0.0474052586930871","0.0937665198510624"
"Yes, every week","2013","college entrance qualification","vocational + Abi","45","0.0525300788665211","0.0398064824718884","0.0652536752611538"
"Yes, every week","2013","college entrance qualification","higher vocational","12","","",""
"Yes, every week","2013","college entrance qualification","higher education","391","0.105296714697925","0.0948655237554346","0.115727905640415"
"Yes, every week","2013","Other degree","in school","","","",""
"Yes, every week","2013","Other degree","inadequately","2","","",""
"Yes, every week","2013","Other degree","general elemantary","16","","",""
"Yes, every week","2013","Other degree","middle vocational","19","","",""
"Yes, every week","2013","Other degree","vocational + Abi","11","","",""
"Yes, every week","2013","Other degree","higher vocational","1","","",""
"Yes, every week","2013","Other degree","higher education","19","","",""
"Yes, every week","2013","no degree/no degree yet","in school","15","","",""
"Yes, every week","2013","no degree/no degree yet","inadequately","9","","",""
"Yes, every week","2013","no degree/no degree yet","general elemantary","","","",""
"Yes, every week","2013","no degree/no degree yet","middle vocational","4","","",""
"Yes, every week","2013","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every week","2013","no degree/no degree yet","higher vocational","1","","",""
"Yes, every week","2013","no degree/no degree yet","higher education","","","",""
"Yes, every 2 weeks","2013","lower secondary degree","in school","","","",""
"Yes, every 2 weeks","2013","lower secondary degree","inadequately","","","",""
"Yes, every 2 weeks","2013","lower secondary degree","general elemantary","53","0.0962866117137944","0.071005535557887","0.121567687869702"
"Yes, every 2 weeks","2013","lower secondary degree","middle vocational","244","0.101990195694344","0.0896193794187111","0.114361011969977"
"Yes, every 2 weeks","2013","lower secondary degree","vocational + Abi","","","",""
"Yes, every 2 weeks","2013","lower secondary degree","higher vocational","16","","",""
"Yes, every 2 weeks","2013","lower secondary degree","higher education","2","","",""
"Yes, every 2 weeks","2013","secondary school degree","in school","","","",""
"Yes, every 2 weeks","2013","secondary school degree","inadequately","","","",""
"Yes, every 2 weeks","2013","secondary school degree","general elemantary","38","0.0918350039214191","0.0641167054287815","0.119553302414057"
"Yes, every 2 weeks","2013","secondary school degree","middle vocational","453","0.102885126506932","0.0934713444007081","0.112298908613155"
"Yes, every 2 weeks","2013","secondary school degree","vocational + Abi","2","","",""
"Yes, every 2 weeks","2013","secondary school degree","higher vocational","48","0.0823891305822531","0.0595344618985524","0.105243799265954"
"Yes, every 2 weeks","2013","secondary school degree","higher education","35","0.0940223316457203","0.0659422544395241","0.122102408851917"
"Yes, every 2 weeks","2013","college entrance qualification","in school","","","",""
"Yes, every 2 weeks","2013","college entrance qualification","inadequately","","","",""
"Yes, every 2 weeks","2013","college entrance qualification","general elemantary","","","",""
"Yes, every 2 weeks","2013","college entrance qualification","middle vocational","54","0.141404900985267","0.109870244589428","0.172939557381105"
"Yes, every 2 weeks","2013","college entrance qualification","vocational + Abi","110","0.0906805123750085","0.0743033605882331","0.107057664161784"
"Yes, every 2 weeks","2013","college entrance qualification","higher vocational","24","","",""
"Yes, every 2 weeks","2013","college entrance qualification","higher education","246","0.0842595572631271","0.0748193234182312","0.0936997911080231"
"Yes, every 2 weeks","2013","Other degree","in school","","","",""
"Yes, every 2 weeks","2013","Other degree","inadequately","3","","",""
"Yes, every 2 weeks","2013","Other degree","general elemantary","16","","",""
"Yes, every 2 weeks","2013","Other degree","middle vocational","36","0.0786218533190071","0.048465559227648","0.108778147410366"
"Yes, every 2 weeks","2013","Other degree","vocational + Abi","18","","",""
"Yes, every 2 weeks","2013","Other degree","higher vocational","4","","",""
"Yes, every 2 weeks","2013","Other degree","higher education","25","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","in school","8","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","inadequately","13","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","general elemantary","","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","middle vocational","4","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","higher vocational","","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","higher education","","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","in school","","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","inadequately","","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","general elemantary","15","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","middle vocational","98","0.0404599014959854","0.032405698336081","0.0485141046558897"
"Yes, every 3-4 weeks","2013","lower secondary degree","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","higher vocational","9","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","higher education","","","",""
"Yes, every 3-4 weeks","2013","secondary school degree","in school","","","",""
"Yes, every 3-4 weeks","2013","secondary school degree","inadequately","","","",""
"Yes, every 3-4 weeks","2013","secondary school degree","general elemantary","12","","",""
"Yes, every 3-4 weeks","2013","secondary school degree","middle vocational","227","0.0519983536562767","0.0451187541312881","0.0588779531812653"
"Yes, every 3-4 weeks","2013","secondary school degree","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2013","secondary school degree","higher vocational","30","0.0570547249233209","0.0377750481995536","0.0763344016470881"
"Yes, every 3-4 weeks","2013","secondary school degree","higher education","21","","",""
"Yes, every 3-4 weeks","2013","college entrance qualification","in school","","","",""
"Yes, every 3-4 weeks","2013","college entrance qualification","inadequately","","","",""
"Yes, every 3-4 weeks","2013","college entrance qualification","general elemantary","","","",""
"Yes, every 3-4 weeks","2013","college entrance qualification","middle vocational","28","","",""
"Yes, every 3-4 weeks","2013","college entrance qualification","vocational + Abi","51","0.063360613091171","0.0494668772993937","0.0772543488829483"
"Yes, every 3-4 weeks","2013","college entrance qualification","higher vocational","19","","",""
"Yes, every 3-4 weeks","2013","college entrance qualification","higher education","213","0.0711136158992583","0.0623789831854893","0.0798482486130273"
"Yes, every 3-4 weeks","2013","Other degree","in school","","","",""
"Yes, every 3-4 weeks","2013","Other degree","inadequately","","","",""
"Yes, every 3-4 weeks","2013","Other degree","general elemantary","8","","",""
"Yes, every 3-4 weeks","2013","Other degree","middle vocational","13","","",""
"Yes, every 3-4 weeks","2013","Other degree","vocational + Abi","6","","",""
"Yes, every 3-4 weeks","2013","Other degree","higher vocational","","","",""
"Yes, every 3-4 weeks","2013","Other degree","higher education","17","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","in school","3","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","inadequately","9","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","general elemantary","","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","middle vocational","3","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","higher vocational","","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","higher education","","","",""
"Rarely","2013","lower secondary degree","in school","","","",""
"Rarely","2013","lower secondary degree","inadequately","","","",""
"Rarely","2013","lower secondary degree","general elemantary","49","0.0843443795008017","0.0605271411351981","0.108161617866405"
"Rarely","2013","lower secondary degree","middle vocational","352","0.164085109768999","0.148946213192013","0.179224006345984"
"Rarely","2013","lower secondary degree","vocational + Abi","1","","",""
"Rarely","2013","lower secondary degree","higher vocational","42","0.225663288077407","0.166380750082909","0.284945826071905"
"Rarely","2013","lower secondary degree","higher education","8","","",""
"Rarely","2013","secondary school degree","in school","","","",""
"Rarely","2013","secondary school degree","inadequately","","","",""
"Rarely","2013","secondary school degree","general elemantary","40","0.119801600644538","0.0886341226823783","0.150969078606697"
"Rarely","2013","secondary school degree","middle vocational","662","0.178701022181985","0.166830277209383","0.190571767154586"
"Rarely","2013","secondary school degree","vocational + Abi","","","",""
"Rarely","2013","secondary school degree","higher vocational","142","0.332619699825791","0.293457113036302","0.371782286615281"
"Rarely","2013","secondary school degree","higher education","88","0.219378172169854","0.179563687861926","0.259192656477782"
"Rarely","2013","college entrance qualification","in school","","","",""
"Rarely","2013","college entrance qualification","inadequately","","","",""
"Rarely","2013","college entrance qualification","general elemantary","","","",""
"Rarely","2013","college entrance qualification","middle vocational","62","0.125664214388897","0.0956652262075584","0.155663202570235"
"Rarely","2013","college entrance qualification","vocational + Abi","184","0.192815957565553","0.170316040735798","0.215315874395309"
"Rarely","2013","college entrance qualification","higher vocational","84","0.260868816909108","0.213420371391001","0.308317262427215"
"Rarely","2013","college entrance qualification","higher education","783","0.241425976356644","0.226882174464836","0.255969778248451"
"Rarely","2013","Other degree","in school","","","",""
"Rarely","2013","Other degree","inadequately","3","","",""
"Rarely","2013","Other degree","general elemantary","11","","",""
"Rarely","2013","Other degree","middle vocational","37","0.153030645725517","0.11269301076272","0.193368280688313"
"Rarely","2013","Other degree","vocational + Abi","14","","",""
"Rarely","2013","Other degree","higher vocational","4","","",""
"Rarely","2013","Other degree","higher education","45","0.185056813877181","0.137109528105751","0.233004099648612"
"Rarely","2013","no degree/no degree yet","in school","8","","",""
"Rarely","2013","no degree/no degree yet","inadequately","7","","",""
"Rarely","2013","no degree/no degree yet","general elemantary","","","",""
"Rarely","2013","no degree/no degree yet","middle vocational","3","","",""
"Rarely","2013","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2013","no degree/no degree yet","higher vocational","","","",""
"Rarely","2013","no degree/no degree yet","higher education","1","","",""
"No, never","2014","lower secondary degree","in school","","","",""
"No, never","2014","lower secondary degree","inadequately","","","",""
"No, never","2014","lower secondary degree","general elemantary","","","",""
"No, never","2014","lower secondary degree","middle vocational","","","",""
"No, never","2014","lower secondary degree","vocational + Abi","","","",""
"No, never","2014","lower secondary degree","higher vocational","","","",""
"No, never","2014","lower secondary degree","higher education","","","",""
"No, never","2014","secondary school degree","in school","","","",""
"No, never","2014","secondary school degree","inadequately","","","",""
"No, never","2014","secondary school degree","general elemantary","","","",""
"No, never","2014","secondary school degree","middle vocational","","","",""
"No, never","2014","secondary school degree","vocational + Abi","","","",""
"No, never","2014","secondary school degree","higher vocational","","","",""
"No, never","2014","secondary school degree","higher education","","","",""
"No, never","2014","college entrance qualification","in school","","","",""
"No, never","2014","college entrance qualification","inadequately","","","",""
"No, never","2014","college entrance qualification","general elemantary","","","",""
"No, never","2014","college entrance qualification","middle vocational","","","",""
"No, never","2014","college entrance qualification","vocational + Abi","","","",""
"No, never","2014","college entrance qualification","higher vocational","","","",""
"No, never","2014","college entrance qualification","higher education","","","",""
"No, never","2014","Other degree","in school","","","",""
"No, never","2014","Other degree","inadequately","","","",""
"No, never","2014","Other degree","general elemantary","","","",""
"No, never","2014","Other degree","middle vocational","","","",""
"No, never","2014","Other degree","vocational + Abi","","","",""
"No, never","2014","Other degree","higher vocational","","","",""
"No, never","2014","Other degree","higher education","","","",""
"No, never","2014","no degree/no degree yet","in school","","","",""
"No, never","2014","no degree/no degree yet","inadequately","","","",""
"No, never","2014","no degree/no degree yet","general elemantary","","","",""
"No, never","2014","no degree/no degree yet","middle vocational","","","",""
"No, never","2014","no degree/no degree yet","vocational + Abi","","","",""
"No, never","2014","no degree/no degree yet","higher vocational","","","",""
"No, never","2014","no degree/no degree yet","higher education","","","",""
"Yes, every week","2014","lower secondary degree","in school","","","",""
"Yes, every week","2014","lower secondary degree","inadequately","","","",""
"Yes, every week","2014","lower secondary degree","general elemantary","","","",""
"Yes, every week","2014","lower secondary degree","middle vocational","","","",""
"Yes, every week","2014","lower secondary degree","vocational + Abi","","","",""
"Yes, every week","2014","lower secondary degree","higher vocational","","","",""
"Yes, every week","2014","lower secondary degree","higher education","","","",""
"Yes, every week","2014","secondary school degree","in school","","","",""
"Yes, every week","2014","secondary school degree","inadequately","","","",""
"Yes, every week","2014","secondary school degree","general elemantary","","","",""
"Yes, every week","2014","secondary school degree","middle vocational","","","",""
"Yes, every week","2014","secondary school degree","vocational + Abi","","","",""
"Yes, every week","2014","secondary school degree","higher vocational","","","",""
"Yes, every week","2014","secondary school degree","higher education","","","",""
"Yes, every week","2014","college entrance qualification","in school","","","",""
"Yes, every week","2014","college entrance qualification","inadequately","","","",""
"Yes, every week","2014","college entrance qualification","general elemantary","","","",""
"Yes, every week","2014","college entrance qualification","middle vocational","","","",""
"Yes, every week","2014","college entrance qualification","vocational + Abi","","","",""
"Yes, every week","2014","college entrance qualification","higher vocational","","","",""
"Yes, every week","2014","college entrance qualification","higher education","","","",""
"Yes, every week","2014","Other degree","in school","","","",""
"Yes, every week","2014","Other degree","inadequately","","","",""
"Yes, every week","2014","Other degree","general elemantary","","","",""
"Yes, every week","2014","Other degree","middle vocational","","","",""
"Yes, every week","2014","Other degree","vocational + Abi","","","",""
"Yes, every week","2014","Other degree","higher vocational","","","",""
"Yes, every week","2014","Other degree","higher education","","","",""
"Yes, every week","2014","no degree/no degree yet","in school","","","",""
"Yes, every week","2014","no degree/no degree yet","inadequately","","","",""
"Yes, every week","2014","no degree/no degree yet","general elemantary","","","",""
"Yes, every week","2014","no degree/no degree yet","middle vocational","","","",""
"Yes, every week","2014","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every week","2014","no degree/no degree yet","higher vocational","","","",""
"Yes, every week","2014","no degree/no degree yet","higher education","","","",""
"Yes, every 2 weeks","2014","lower secondary degree","in school","","","",""
"Yes, every 2 weeks","2014","lower secondary degree","inadequately","","","",""
"Yes, every 2 weeks","2014","lower secondary degree","general elemantary","","","",""
"Yes, every 2 weeks","2014","lower secondary degree","middle vocational","","","",""
"Yes, every 2 weeks","2014","lower secondary degree","vocational + Abi","","","",""
"Yes, every 2 weeks","2014","lower secondary degree","higher vocational","","","",""
"Yes, every 2 weeks","2014","lower secondary degree","higher education","","","",""
"Yes, every 2 weeks","2014","secondary school degree","in school","","","",""
"Yes, every 2 weeks","2014","secondary school degree","inadequately","","","",""
"Yes, every 2 weeks","2014","secondary school degree","general elemantary","","","",""
"Yes, every 2 weeks","2014","secondary school degree","middle vocational","","","",""
"Yes, every 2 weeks","2014","secondary school degree","vocational + Abi","","","",""
"Yes, every 2 weeks","2014","secondary school degree","higher vocational","","","",""
"Yes, every 2 weeks","2014","secondary school degree","higher education","","","",""
"Yes, every 2 weeks","2014","college entrance qualification","in school","","","",""
"Yes, every 2 weeks","2014","college entrance qualification","inadequately","","","",""
"Yes, every 2 weeks","2014","college entrance qualification","general elemantary","","","",""
"Yes, every 2 weeks","2014","college entrance qualification","middle vocational","","","",""
"Yes, every 2 weeks","2014","college entrance qualification","vocational + Abi","","","",""
"Yes, every 2 weeks","2014","college entrance qualification","higher vocational","","","",""
"Yes, every 2 weeks","2014","college entrance qualification","higher education","","","",""
"Yes, every 2 weeks","2014","Other degree","in school","","","",""
"Yes, every 2 weeks","2014","Other degree","inadequately","","","",""
"Yes, every 2 weeks","2014","Other degree","general elemantary","","","",""
"Yes, every 2 weeks","2014","Other degree","middle vocational","","","",""
"Yes, every 2 weeks","2014","Other degree","vocational + Abi","","","",""
"Yes, every 2 weeks","2014","Other degree","higher vocational","","","",""
"Yes, every 2 weeks","2014","Other degree","higher education","","","",""
"Yes, every 2 weeks","2014","no degree/no degree yet","in school","","","",""
"Yes, every 2 weeks","2014","no degree/no degree yet","inadequately","","","",""
"Yes, every 2 weeks","2014","no degree/no degree yet","general elemantary","","","",""
"Yes, every 2 weeks","2014","no degree/no degree yet","middle vocational","","","",""
"Yes, every 2 weeks","2014","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 2 weeks","2014","no degree/no degree yet","higher vocational","","","",""
"Yes, every 2 weeks","2014","no degree/no degree yet","higher education","","","",""
"Yes, every 3-4 weeks","2014","lower secondary degree","in school","","","",""
"Yes, every 3-4 weeks","2014","lower secondary degree","inadequately","","","",""
"Yes, every 3-4 weeks","2014","lower secondary degree","general elemantary","","","",""
"Yes, every 3-4 weeks","2014","lower secondary degree","middle vocational","","","",""
"Yes, every 3-4 weeks","2014","lower secondary degree","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2014","lower secondary degree","higher vocational","","","",""
"Yes, every 3-4 weeks","2014","lower secondary degree","higher education","","","",""
"Yes, every 3-4 weeks","2014","secondary school degree","in school","","","",""
"Yes, every 3-4 weeks","2014","secondary school degree","inadequately","","","",""
"Yes, every 3-4 weeks","2014","secondary school degree","general elemantary","","","",""
"Yes, every 3-4 weeks","2014","secondary school degree","middle vocational","","","",""
