"plb0219","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2014","16-34 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2014","16-34 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2014","16-34 y.","Other degree","","","",""
"Yes, every 2 weeks","2014","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2014","35-65 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2014","35-65 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2014","35-65 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2014","35-65 y.","Other degree","","","",""
"Yes, every 2 weeks","2014","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2014","66 and older","lower secondary degree","","","",""
"Yes, every 2 weeks","2014","66 and older","secondary school degree","","","",""
"Yes, every 2 weeks","2014","66 and older","college entrance qualification","","","",""
"Yes, every 2 weeks","2014","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2014","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2014","66 and older","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2014","66 and older","secondary school degree","","","",""
"Yes, every 3-4 weeks","2014","66 and older","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2014","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2014","66 and older","no degree/no degree yet","","","",""
"Rarely","2014","16-34 y.","lower secondary degree","","","",""
"Rarely","2014","16-34 y.","secondary school degree","","","",""
"Rarely","2014","16-34 y.","college entrance qualification","","","",""
"Rarely","2014","16-34 y.","Other degree","","","",""
"Rarely","2014","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2014","35-65 y.","lower secondary degree","","","",""
"Rarely","2014","35-65 y.","secondary school degree","","","",""
"Rarely","2014","35-65 y.","college entrance qualification","","","",""
"Rarely","2014","35-65 y.","Other degree","","","",""
"Rarely","2014","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2014","66 and older","lower secondary degree","","","",""
"Rarely","2014","66 and older","secondary school degree","","","",""
"Rarely","2014","66 and older","college entrance qualification","","","",""
"Rarely","2014","66 and older","Other degree","","","",""
"Rarely","2014","66 and older","no degree/no degree yet","","","",""
"No, never","2015","16-34 y.","lower secondary degree","373","0.676278313424262","0.637628934338626","0.714927692509897"
"No, never","2015","16-34 y.","secondary school degree","700","0.660622594942438","0.631914252373989","0.689330937510888"
"No, never","2015","16-34 y.","college entrance qualification","713","0.535954372657586","0.507993112539024","0.563915632776148"
"No, never","2015","16-34 y.","Other degree","169","0.587487389122299","0.527417597245613","0.647557180998985"
"No, never","2015","16-34 y.","no degree/no degree yet","52","0.534699835315374","0.433866114652978","0.635533555977771"
"No, never","2015","35-65 y.","lower secondary degree","1281","0.644208465712328","0.623189784630715","0.665227146793941"
"No, never","2015","35-65 y.","secondary school degree","2318","0.615968337305065","0.600275639248136","0.631661035361993"
"No, never","2015","35-65 y.","college entrance qualification","1994","0.519014961776817","0.502972079815386","0.535057843738248"
"No, never","2015","35-65 y.","Other degree","928","0.584491506339051","0.559409829341028","0.609573183337075"
"No, never","2015","35-65 y.","no degree/no degree yet","94","0.679653787628659","0.600942888353333","0.758364686903985"
"No, never","2015","66 and older","lower secondary degree","83","0.711027249640138","0.631244533633928","0.790809965646348"
"No, never","2015","66 and older","secondary school degree","43","0.67112760888846","0.557785214283497","0.784470003493423"
"No, never","2015","66 and older","college entrance qualification","47","0.534758286389196","0.432835271378243","0.636681301400148"
"No, never","2015","66 and older","Other degree","21","","",""
"No, never","2015","66 and older","no degree/no degree yet","3","","",""
"Yes, every week","2015","16-34 y.","lower secondary degree","36","0.0703440225715483","0.049220388945489","0.0914676561976075"
"Yes, every week","2015","16-34 y.","secondary school degree","43","0.0389076687744678","0.0271832828132045","0.0506320547357311"
"Yes, every week","2015","16-34 y.","college entrance qualification","93","0.0748342760917381","0.0600815412666733","0.0895870109168029"
"Yes, every week","2015","16-34 y.","Other degree","14","","",""
"Yes, every week","2015","16-34 y.","no degree/no degree yet","15","","",""
"Yes, every week","2015","35-65 y.","lower secondary degree","117","0.0514042252391036","0.0417095236974925","0.0610989267807148"
"Yes, every week","2015","35-65 y.","secondary school degree","176","0.0433768616315602","0.0368043038613573","0.0499494194017631"
"Yes, every week","2015","35-65 y.","college entrance qualification","330","0.0900466100957848","0.0808554586254655","0.0992377615661042"
"Yes, every week","2015","35-65 y.","Other degree","120","0.0872986071524679","0.0729322873630202","0.101664926941916"
"Yes, every week","2015","35-65 y.","no degree/no degree yet","6","","",""
"Yes, every week","2015","66 and older","lower secondary degree","12","","",""
"Yes, every week","2015","66 and older","secondary school degree","1","","",""
"Yes, every week","2015","66 and older","college entrance qualification","10","","",""
"Yes, every week","2015","66 and older","Other degree","2","","",""
"Yes, every week","2015","66 and older","no degree/no degree yet","1","","",""
"Yes, every 2 weeks","2015","16-34 y.","lower secondary degree","63","0.113963378881871","0.087715005921781","0.14021175184196"
"Yes, every 2 weeks","2015","16-34 y.","secondary school degree","126","0.0935677305632416","0.0759105778597235","0.11122488326676"
"Yes, every 2 weeks","2015","16-34 y.","college entrance qualification","149","0.142429920746989","0.122834801335363","0.162025040158615"
"Yes, every 2 weeks","2015","16-34 y.","Other degree","29","","",""
"Yes, every 2 weeks","2015","16-34 y.","no degree/no degree yet","14","","",""
"Yes, every 2 weeks","2015","35-65 y.","lower secondary degree","213","0.104884490082613","0.0914324046004334","0.118336575564793"
"Yes, every 2 weeks","2015","35-65 y.","secondary school degree","375","0.101967091061827","0.0922034670041587","0.111730715119495"
"Yes, every 2 weeks","2015","35-65 y.","college entrance qualification","279","0.0753091599809011","0.0668359329072893","0.0837823870545129"
"Yes, every 2 weeks","2015","35-65 y.","Other degree","178","0.129234066873625","0.11216079578391","0.14630733796334"
"Yes, every 2 weeks","2015","35-65 y.","no degree/no degree yet","17","","",""
"Yes, every 2 weeks","2015","66 and older","lower secondary degree","4","","",""
"Yes, every 2 weeks","2015","66 and older","secondary school degree","3","","",""
"Yes, every 2 weeks","2015","66 and older","college entrance qualification","3","","",""
"Yes, every 2 weeks","2015","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2015","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2015","16-34 y.","lower secondary degree","22","","",""
"Yes, every 3-4 weeks","2015","16-34 y.","secondary school degree","56","0.0510274752424449","0.0376855407046937","0.0643694097801961"
"Yes, every 3-4 weeks","2015","16-34 y.","college entrance qualification","77","0.0727057045449857","0.0581475768056775","0.0872638322842939"
"Yes, every 3-4 weeks","2015","16-34 y.","Other degree","23","","",""
"Yes, every 3-4 weeks","2015","16-34 y.","no degree/no degree yet","1","","",""
"Yes, every 3-4 weeks","2015","35-65 y.","lower secondary degree","90","0.0455213673864582","0.0363700167354775","0.0546727180374388"
"Yes, every 3-4 weeks","2015","35-65 y.","secondary school degree","181","0.0545241411037653","0.0471983497280737","0.061849932479457"
"Yes, every 3-4 weeks","2015","35-65 y.","college entrance qualification","234","0.064035303047842","0.0561745141320026","0.0718960919636814"
"Yes, every 3-4 weeks","2015","35-65 y.","Other degree","82","0.0685928439823857","0.0557285278043603","0.0814571601604111"
"Yes, every 3-4 weeks","2015","35-65 y.","no degree/no degree yet","8","","",""
"Yes, every 3-4 weeks","2015","66 and older","lower secondary degree","1","","",""
"Yes, every 3-4 weeks","2015","66 and older","secondary school degree","4","","",""
"Yes, every 3-4 weeks","2015","66 and older","college entrance qualification","9","","",""
"Yes, every 3-4 weeks","2015","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2015","66 and older","no degree/no degree yet","","","",""
"Rarely","2015","16-34 y.","lower secondary degree","69","0.112716291928548","0.0865935660089185","0.138839017848178"
"Rarely","2015","16-34 y.","secondary school degree","120","0.155874530477407","0.133881705041747","0.177867355913067"
"Rarely","2015","16-34 y.","college entrance qualification","190","0.174075725958701","0.152816291331972","0.195335160585429"
"Rarely","2015","16-34 y.","Other degree","23","","",""
"Rarely","2015","16-34 y.","no degree/no degree yet","12","","",""
"Rarely","2015","35-65 y.","lower secondary degree","292","0.153981451579498","0.138135490358871","0.169827412800124"
"Rarely","2015","35-65 y.","secondary school degree","640","0.184163568897783","0.17165699606446","0.196670141731106"
"Rarely","2015","35-65 y.","college entrance qualification","889","0.251593965098655","0.237660940111171","0.26552699008614"
"Rarely","2015","35-65 y.","Other degree","175","0.13038297565247","0.113245297740714","0.147520653564227"
"Rarely","2015","35-65 y.","no degree/no degree yet","10","","",""
"Rarely","2015","66 and older","lower secondary degree","24","","",""
"Rarely","2015","66 and older","secondary school degree","15","","",""
"Rarely","2015","66 and older","college entrance qualification","23","","",""
"Rarely","2015","66 and older","Other degree","3","","",""
"Rarely","2015","66 and older","no degree/no degree yet","2","","",""
"No, never","2016","16-34 y.","lower secondary degree","","","",""
"No, never","2016","16-34 y.","secondary school degree","","","",""
"No, never","2016","16-34 y.","college entrance qualification","","","",""
"No, never","2016","16-34 y.","Other degree","","","",""
"No, never","2016","16-34 y.","no degree/no degree yet","","","",""
"No, never","2016","35-65 y.","lower secondary degree","","","",""
"No, never","2016","35-65 y.","secondary school degree","","","",""
"No, never","2016","35-65 y.","college entrance qualification","","","",""
"No, never","2016","35-65 y.","Other degree","","","",""
"No, never","2016","35-65 y.","no degree/no degree yet","","","",""
"No, never","2016","66 and older","lower secondary degree","","","",""
"No, never","2016","66 and older","secondary school degree","","","",""
"No, never","2016","66 and older","college entrance qualification","","","",""
"No, never","2016","66 and older","Other degree","","","",""
"No, never","2016","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2016","16-34 y.","lower secondary degree","","","",""
"Yes, every week","2016","16-34 y.","secondary school degree","","","",""
"Yes, every week","2016","16-34 y.","college entrance qualification","","","",""
"Yes, every week","2016","16-34 y.","Other degree","","","",""
"Yes, every week","2016","16-34 y.","no degree/no degree yet","","","",""
"Yes, every week","2016","35-65 y.","lower secondary degree","","","",""
"Yes, every week","2016","35-65 y.","secondary school degree","","","",""
"Yes, every week","2016","35-65 y.","college entrance qualification","","","",""
"Yes, every week","2016","35-65 y.","Other degree","","","",""
"Yes, every week","2016","35-65 y.","no degree/no degree yet","","","",""
"Yes, every week","2016","66 and older","lower secondary degree","","","",""
"Yes, every week","2016","66 and older","secondary school degree","","","",""
"Yes, every week","2016","66 and older","college entrance qualification","","","",""
"Yes, every week","2016","66 and older","Other degree","","","",""
"Yes, every week","2016","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2016","16-34 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2016","16-34 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2016","16-34 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2016","16-34 y.","Other degree","","","",""
"Yes, every 2 weeks","2016","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2016","35-65 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2016","35-65 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2016","35-65 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2016","35-65 y.","Other degree","","","",""
"Yes, every 2 weeks","2016","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2016","66 and older","lower secondary degree","","","",""
"Yes, every 2 weeks","2016","66 and older","secondary school degree","","","",""
"Yes, every 2 weeks","2016","66 and older","college entrance qualification","","","",""
"Yes, every 2 weeks","2016","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2016","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2016","66 and older","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2016","66 and older","secondary school degree","","","",""
"Yes, every 3-4 weeks","2016","66 and older","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2016","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2016","66 and older","no degree/no degree yet","","","",""
"Rarely","2016","16-34 y.","lower secondary degree","","","",""
"Rarely","2016","16-34 y.","secondary school degree","","","",""
"Rarely","2016","16-34 y.","college entrance qualification","","","",""
"Rarely","2016","16-34 y.","Other degree","","","",""
"Rarely","2016","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2016","35-65 y.","lower secondary degree","","","",""
"Rarely","2016","35-65 y.","secondary school degree","","","",""
"Rarely","2016","35-65 y.","college entrance qualification","","","",""
"Rarely","2016","35-65 y.","Other degree","","","",""
"Rarely","2016","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2016","66 and older","lower secondary degree","","","",""
"Rarely","2016","66 and older","secondary school degree","","","",""
"Rarely","2016","66 and older","college entrance qualification","","","",""
"Rarely","2016","66 and older","Other degree","","","",""
"Rarely","2016","66 and older","no degree/no degree yet","","","",""
"No, never","2017","16-34 y.","lower secondary degree","387","0.7404455323178","0.70377453412778","0.777116530507821"
"No, never","2017","16-34 y.","secondary school degree","696","0.676168382589834","0.647770040201311","0.704566724978358"
"No, never","2017","16-34 y.","college entrance qualification","960","0.610957763989163","0.586408089107781","0.635507438870545"
"No, never","2017","16-34 y.","Other degree","242","0.635719404506979","0.586008966074498","0.685429842939461"
"No, never","2017","16-34 y.","no degree/no degree yet","71","0.576286462706634","0.489660422385325","0.662912503027944"
"No, never","2017","35-65 y.","lower secondary degree","1370","0.643536950317383","0.622963755831815","0.664110144802952"
"No, never","2017","35-65 y.","secondary school degree","2612","0.638940520417606","0.624102200164156","0.653778840671056"
"No, never","2017","35-65 y.","college entrance qualification","2299","0.565589075503849","0.550444257925037","0.580733893082661"
"No, never","2017","35-65 y.","Other degree","1072","0.626048526826427","0.602487066355712","0.649609987297142"
"No, never","2017","35-65 y.","no degree/no degree yet","111","0.623905796812595","0.551089018448819","0.696722575176371"
"No, never","2017","66 and older","lower secondary degree","94","0.706570482634375","0.628893782001073","0.784247183267677"
"No, never","2017","66 and older","secondary school degree","65","0.698729605986423","0.604976216533062","0.792482995439784"
"No, never","2017","66 and older","college entrance qualification","74","0.560320029516932","0.469995540992473","0.650644518041391"
"No, never","2017","66 and older","Other degree","25","","",""
"No, never","2017","66 and older","no degree/no degree yet","5","","",""
"Yes, every week","2017","16-34 y.","lower secondary degree","28","","",""
"Yes, every week","2017","16-34 y.","secondary school degree","54","0.0366648291471913","0.0252591939234556","0.048070464370927"
"Yes, every week","2017","16-34 y.","college entrance qualification","116","0.0767663277035117","0.0633608289910033","0.0901718264160201"
"Yes, every week","2017","16-34 y.","Other degree","26","","",""
"Yes, every week","2017","16-34 y.","no degree/no degree yet","19","","",""
"Yes, every week","2017","35-65 y.","lower secondary degree","112","0.0525783186039487","0.0429913184379815","0.0621653187699159"
"Yes, every week","2017","35-65 y.","secondary school degree","186","0.044542192205715","0.0381690046516475","0.0509153797597825"
"Yes, every week","2017","35-65 y.","college entrance qualification","389","0.0902517392174617","0.0814968313897775","0.0990066470451459"
"Yes, every week","2017","35-65 y.","Other degree","110","0.0788142526532485","0.0656932637080793","0.0919352415984176"
"Yes, every week","2017","35-65 y.","no degree/no degree yet","13","","",""
"Yes, every week","2017","66 and older","lower secondary degree","14","","",""
"Yes, every week","2017","66 and older","secondary school degree","8","","",""
"Yes, every week","2017","66 and older","college entrance qualification","2","","",""
"Yes, every week","2017","66 and older","Other degree","4","","",""
"Yes, every week","2017","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2017","16-34 y.","lower secondary degree","55","0.0829826359144739","0.0599074976800302","0.106057774148918"
"Yes, every 2 weeks","2017","16-34 y.","secondary school degree","120","0.0981391342163422","0.0800841622260594","0.116194106206625"
"Yes, every 2 weeks","2017","16-34 y.","college entrance qualification","155","0.103280221595438","0.087955989199331","0.118604453991546"
"Yes, every 2 weeks","2017","16-34 y.","Other degree","44","0.13014375973478","0.0953875622025208","0.16489995726704"
"Yes, every 2 weeks","2017","16-34 y.","no degree/no degree yet","14","","",""
"Yes, every 2 weeks","2017","35-65 y.","lower secondary degree","205","0.101886659667055","0.0888929857354722","0.114880333598638"
"Yes, every 2 weeks","2017","35-65 y.","secondary school degree","412","0.104662203033209","0.0952051996582158","0.114119206408203"
"Yes, every 2 weeks","2017","35-65 y.","college entrance qualification","320","0.0769867656133772","0.0688420641089777","0.0851314671177767"
"Yes, every 2 weeks","2017","35-65 y.","Other degree","188","0.106491915472889","0.0914709396765879","0.12151289126919"
"Yes, every 2 weeks","2017","35-65 y.","no degree/no degree yet","24","","",""
"Yes, every 2 weeks","2017","66 and older","lower secondary degree","6","","",""
"Yes, every 2 weeks","2017","66 and older","secondary school degree","5","","",""
"Yes, every 2 weeks","2017","66 and older","college entrance qualification","9","","",""
"Yes, every 2 weeks","2017","66 and older","Other degree","1","","",""
"Yes, every 2 weeks","2017","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2017","16-34 y.","lower secondary degree","23","","",""
"Yes, every 3-4 weeks","2017","16-34 y.","secondary school degree","53","0.059752017239653","0.0453672304945177","0.0741368039847884"
"Yes, every 3-4 weeks","2017","16-34 y.","college entrance qualification","86","0.0638336132129113","0.0515240395859997","0.0761431868398228"
"Yes, every 3-4 weeks","2017","16-34 y.","Other degree","20","","",""
"Yes, every 3-4 weeks","2017","16-34 y.","no degree/no degree yet","12","","",""
"Yes, every 3-4 weeks","2017","35-65 y.","lower secondary degree","126","0.0568542762887429","0.0469075836919476","0.0668009688855382"
"Yes, every 3-4 weeks","2017","35-65 y.","secondary school degree","243","0.0532716686635281","0.0463338014107969","0.0602095359162592"
"Yes, every 3-4 weeks","2017","35-65 y.","college entrance qualification","338","0.0696172613074878","0.0618413291893394","0.0773931934256363"
"Yes, every 3-4 weeks","2017","35-65 y.","Other degree","87","0.0687986210676787","0.0564731860645354","0.081124056070822"
"Yes, every 3-4 weeks","2017","35-65 y.","no degree/no degree yet","8","","",""
"Yes, every 3-4 weeks","2017","66 and older","lower secondary degree","3","","",""
"Yes, every 3-4 weeks","2017","66 and older","secondary school degree","2","","",""
"Yes, every 3-4 weeks","2017","66 and older","college entrance qualification","7","","",""
"Yes, every 3-4 weeks","2017","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2017","66 and older","no degree/no degree yet","","","",""
"Rarely","2017","16-34 y.","lower secondary degree","56","0.0921048887174598","0.0679157113686731","0.116294066066246"
"Rarely","2017","16-34 y.","secondary school degree","120","0.129275636806979","0.108914377826092","0.149636895787867"
"Rarely","2017","16-34 y.","college entrance qualification","198","0.145162073498975","0.127423844911268","0.162900302086683"
"Rarely","2017","16-34 y.","Other degree","28","","",""
"Rarely","2017","16-34 y.","no degree/no degree yet","9","","",""
"Rarely","2017","35-65 y.","lower secondary degree","269","0.14514379512287","0.130013287459068","0.160274302786671"
"Rarely","2017","35-65 y.","secondary school degree","572","0.158583415679942","0.147298467571594","0.16986836378829"
"Rarely","2017","35-65 y.","college entrance qualification","769","0.197555158357824","0.18539007881212","0.209720237903529"
"Rarely","2017","35-65 y.","Other degree","163","0.119846683979757","0.10403119005857","0.135662177900945"
"Rarely","2017","35-65 y.","no degree/no degree yet","14","","",""
"Rarely","2017","66 and older","lower secondary degree","15","","",""
"Rarely","2017","66 and older","secondary school degree","12","","",""
"Rarely","2017","66 and older","college entrance qualification","24","","",""
"Rarely","2017","66 and older","Other degree","8","","",""
"Rarely","2017","66 and older","no degree/no degree yet","2","","",""
"No, never","2018","16-34 y.","lower secondary degree","","","",""
"No, never","2018","16-34 y.","secondary school degree","","","",""
"No, never","2018","16-34 y.","college entrance qualification","","","",""
"No, never","2018","16-34 y.","Other degree","","","",""
"No, never","2018","16-34 y.","no degree/no degree yet","","","",""
"No, never","2018","35-65 y.","lower secondary degree","","","",""
"No, never","2018","35-65 y.","secondary school degree","","","",""
"No, never","2018","35-65 y.","college entrance qualification","","","",""
"No, never","2018","35-65 y.","Other degree","","","",""
"No, never","2018","35-65 y.","no degree/no degree yet","","","",""
"No, never","2018","66 and older","lower secondary degree","","","",""
"No, never","2018","66 and older","secondary school degree","","","",""
"No, never","2018","66 and older","college entrance qualification","","","",""
"No, never","2018","66 and older","Other degree","","","",""
"No, never","2018","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2018","16-34 y.","lower secondary degree","","","",""
"Yes, every week","2018","16-34 y.","secondary school degree","","","",""
"Yes, every week","2018","16-34 y.","college entrance qualification","","","",""
"Yes, every week","2018","16-34 y.","Other degree","","","",""
"Yes, every week","2018","16-34 y.","no degree/no degree yet","","","",""
"Yes, every week","2018","35-65 y.","lower secondary degree","","","",""
"Yes, every week","2018","35-65 y.","secondary school degree","","","",""
"Yes, every week","2018","35-65 y.","college entrance qualification","","","",""
"Yes, every week","2018","35-65 y.","Other degree","","","",""
"Yes, every week","2018","35-65 y.","no degree/no degree yet","","","",""
"Yes, every week","2018","66 and older","lower secondary degree","","","",""
"Yes, every week","2018","66 and older","secondary school degree","","","",""
"Yes, every week","2018","66 and older","college entrance qualification","","","",""
"Yes, every week","2018","66 and older","Other degree","","","",""
"Yes, every week","2018","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2018","16-34 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2018","16-34 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2018","16-34 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2018","16-34 y.","Other degree","","","",""
"Yes, every 2 weeks","2018","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2018","35-65 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2018","35-65 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2018","35-65 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2018","35-65 y.","Other degree","","","",""
"Yes, every 2 weeks","2018","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2018","66 and older","lower secondary degree","","","",""
"Yes, every 2 weeks","2018","66 and older","secondary school degree","","","",""
"Yes, every 2 weeks","2018","66 and older","college entrance qualification","","","",""
"Yes, every 2 weeks","2018","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2018","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2018","66 and older","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2018","66 and older","secondary school degree","","","",""
"Yes, every 3-4 weeks","2018","66 and older","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2018","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2018","66 and older","no degree/no degree yet","","","",""
"Rarely","2018","16-34 y.","lower secondary degree","","","",""
"Rarely","2018","16-34 y.","secondary school degree","","","",""
"Rarely","2018","16-34 y.","college entrance qualification","","","",""
"Rarely","2018","16-34 y.","Other degree","","","",""
"Rarely","2018","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2018","35-65 y.","lower secondary degree","","","",""
"Rarely","2018","35-65 y.","secondary school degree","","","",""
"Rarely","2018","35-65 y.","college entrance qualification","","","",""
"Rarely","2018","35-65 y.","Other degree","","","",""
"Rarely","2018","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2018","66 and older","lower secondary degree","","","",""
"Rarely","2018","66 and older","secondary school degree","","","",""
"Rarely","2018","66 and older","college entrance qualification","","","",""
"Rarely","2018","66 and older","Other degree","","","",""
"Rarely","2018","66 and older","no degree/no degree yet","","","",""
"No, never","2019","16-34 y.","lower secondary degree","309","0.769647389914299","0.729710280995669","0.809584498832929"
"No, never","2019","16-34 y.","secondary school degree","596","0.705581160786077","0.675518734727496","0.735643586844658"
"No, never","2019","16-34 y.","college entrance qualification","927","0.594037707185067","0.569177935854796","0.618897478515337"
"No, never","2019","16-34 y.","Other degree","156","0.662981342560733","0.602674066197635","0.723288618923832"
"No, never","2019","16-34 y.","no degree/no degree yet","63","0.639127861968752","0.547268379764757","0.730987344172746"
"No, never","2019","35-65 y.","lower secondary degree","1157","0.640539653866815","0.618397068439552","0.662682239294079"
"No, never","2019","35-65 y.","secondary school degree","2626","0.658030979443504","0.643450192761602","0.672611766125406"
"No, never","2019","35-65 y.","college entrance qualification","2498","0.569852640451207","0.555734319200223","0.583970961702192"
"No, never","2019","35-65 y.","Other degree","912","0.62414720488298","0.598875357436704","0.649419052329257"
"No, never","2019","35-65 y.","no degree/no degree yet","101","0.691399775071533","0.617724400338318","0.765075149804749"
"No, never","2019","66 and older","lower secondary degree","132","0.731923931366286","0.667392574008589","0.796455288723983"
"No, never","2019","66 and older","secondary school degree","118","0.756049875399019","0.692601938883239","0.819497811914798"
"No, never","2019","66 and older","college entrance qualification","105","0.491373113680044","0.423104696710454","0.559641530649635"
"No, never","2019","66 and older","Other degree","28","","",""
"No, never","2019","66 and older","no degree/no degree yet","5","","",""
"Yes, every week","2019","16-34 y.","lower secondary degree","28","","",""
"Yes, every week","2019","16-34 y.","secondary school degree","46","0.0465117014487519","0.0326215642190373","0.0604018386784665"
"Yes, every week","2019","16-34 y.","college entrance qualification","114","0.0682988554380533","0.0555288141335305","0.081068896742576"
"Yes, every week","2019","16-34 y.","Other degree","19","","",""
"Yes, every week","2019","16-34 y.","no degree/no degree yet","13","","",""
"Yes, every week","2019","35-65 y.","lower secondary degree","117","0.0671963545171806","0.0556432740528482","0.0787494349815131"
"Yes, every week","2019","35-65 y.","secondary school degree","218","0.0458263524415057","0.0393989460797582","0.0522537588032532"
"Yes, every week","2019","35-65 y.","college entrance qualification","446","0.0841678132581569","0.0762505676118082","0.0920850589045056"
"Yes, every week","2019","35-65 y.","Other degree","85","0.0701208325939972","0.0567972390552369","0.0834444261327575"
"Yes, every week","2019","35-65 y.","no degree/no degree yet","9","","",""
"Yes, every week","2019","66 and older","lower secondary degree","11","","",""
