"plb0219","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2016","vocational + Abi","Female","","","",""
"Yes, every week","2016","higher vocational","Male","","","",""
"Yes, every week","2016","higher vocational","Female","","","",""
"Yes, every week","2016","higher education","Male","","","",""
"Yes, every week","2016","higher education","Female","","","",""
"Yes, every 2 weeks","2016","in school","Male","","","",""
"Yes, every 2 weeks","2016","in school","Female","","","",""
"Yes, every 2 weeks","2016","inadequately","Male","","","",""
"Yes, every 2 weeks","2016","inadequately","Female","","","",""
"Yes, every 2 weeks","2016","general elemantary","Male","","","",""
"Yes, every 2 weeks","2016","general elemantary","Female","","","",""
"Yes, every 2 weeks","2016","middle vocational","Male","","","",""
"Yes, every 2 weeks","2016","middle vocational","Female","","","",""
"Yes, every 2 weeks","2016","vocational + Abi","Male","","","",""
"Yes, every 2 weeks","2016","vocational + Abi","Female","","","",""
"Yes, every 2 weeks","2016","higher vocational","Male","","","",""
"Yes, every 2 weeks","2016","higher vocational","Female","","","",""
"Yes, every 2 weeks","2016","higher education","Male","","","",""
"Yes, every 2 weeks","2016","higher education","Female","","","",""
"Yes, every 3-4 weeks","2016","in school","Male","","","",""
"Yes, every 3-4 weeks","2016","in school","Female","","","",""
"Yes, every 3-4 weeks","2016","inadequately","Male","","","",""
"Yes, every 3-4 weeks","2016","inadequately","Female","","","",""
"Yes, every 3-4 weeks","2016","general elemantary","Male","","","",""
"Yes, every 3-4 weeks","2016","general elemantary","Female","","","",""
"Yes, every 3-4 weeks","2016","middle vocational","Male","","","",""
"Yes, every 3-4 weeks","2016","middle vocational","Female","","","",""
"Yes, every 3-4 weeks","2016","vocational + Abi","Male","","","",""
"Yes, every 3-4 weeks","2016","vocational + Abi","Female","","","",""
"Yes, every 3-4 weeks","2016","higher vocational","Male","","","",""
"Yes, every 3-4 weeks","2016","higher vocational","Female","","","",""
"Yes, every 3-4 weeks","2016","higher education","Male","","","",""
"Yes, every 3-4 weeks","2016","higher education","Female","","","",""
"Rarely","2016","in school","Male","","","",""
"Rarely","2016","in school","Female","","","",""
"Rarely","2016","inadequately","Male","","","",""
"Rarely","2016","inadequately","Female","","","",""
"Rarely","2016","general elemantary","Male","","","",""
"Rarely","2016","general elemantary","Female","","","",""
"Rarely","2016","middle vocational","Male","","","",""
"Rarely","2016","middle vocational","Female","","","",""
"Rarely","2016","vocational + Abi","Male","","","",""
"Rarely","2016","vocational + Abi","Female","","","",""
"Rarely","2016","higher vocational","Male","","","",""
"Rarely","2016","higher vocational","Female","","","",""
"Rarely","2016","higher education","Male","","","",""
"Rarely","2016","higher education","Female","","","",""
"No, never","2017","in school","Male","13","","",""
"No, never","2017","in school","Female","22","","",""
"No, never","2017","inadequately","Male","77","0.667915486673989","0.577833385080908","0.757997588267071"
"No, never","2017","inadequately","Female","55","0.680462477725951","0.577637750016098","0.783287205435805"
"No, never","2017","general elemantary","Male","466","0.732504823492958","0.698210572184271","0.766799074801645"
"No, never","2017","general elemantary","Female","482","0.733696312536682","0.700521944232262","0.766870680841102"
"No, never","2017","middle vocational","Male","2156","0.609147387973703","0.592993696556121","0.625301079391286"
"No, never","2017","middle vocational","Female","2641","0.680517999725827","0.665731703061384","0.695304296390269"
"No, never","2017","vocational + Abi","Male","388","0.578499469026154","0.540883726279248","0.61611521177306"
"No, never","2017","vocational + Abi","Female","715","0.688768180641484","0.660736703540536","0.716799657742432"
"No, never","2017","higher vocational","Male","358","0.558415662910507","0.520211440159622","0.596619885661391"
"No, never","2017","higher vocational","Female","250","0.629277373126219","0.581585367658704","0.676969378593735"
"No, never","2017","higher education","Male","1229","0.533793946999372","0.513402202464305","0.554185691534439"
"No, never","2017","higher education","Female","1388","0.594060945609164","0.573991744175816","0.614130147042512"
"Yes, every week","2017","in school","Male","4","","",""
"Yes, every week","2017","in school","Female","11","","",""
"Yes, every week","2017","inadequately","Male","5","","",""
"Yes, every week","2017","inadequately","Female","6","","",""
"Yes, every week","2017","general elemantary","Male","38","0.0607266297366378","0.0422235637213554","0.0792296957519203"
"Yes, every week","2017","general elemantary","Female","40","0.0451266303089644","0.029547426923702","0.0607058336942269"
"Yes, every week","2017","middle vocational","Male","219","0.0603492821982698","0.0524657043730924","0.0682328600234472"
"Yes, every week","2017","middle vocational","Female","208","0.053831535751962","0.0466747333103659","0.060988338193558"
"Yes, every week","2017","vocational + Abi","Male","46","0.084739977777523","0.0635253451376874","0.105954610417359"
"Yes, every week","2017","vocational + Abi","Female","56","0.0454584442086933","0.0328467871186496","0.058070101298737"
"Yes, every week","2017","higher vocational","Male","41","0.0610455145073377","0.04262613939972","0.0794648896149553"
"Yes, every week","2017","higher vocational","Female","16","","",""
"Yes, every week","2017","higher education","Male","191","0.0815789341419805","0.0703900046506672","0.0927678636332937"
"Yes, every week","2017","higher education","Female","220","0.0926691722735528","0.0808187275630799","0.104519616984026"
"Yes, every 2 weeks","2017","in school","Male","4","","",""
"Yes, every 2 weeks","2017","in school","Female","6","","",""
"Yes, every 2 weeks","2017","inadequately","Male","6","","",""
"Yes, every 2 weeks","2017","inadequately","Female","8","","",""
"Yes, every 2 weeks","2017","general elemantary","Male","44","0.0694434252101209","0.0497489205681033","0.0891379298521385"
"Yes, every 2 weeks","2017","general elemantary","Female","86","0.10695104169744","0.0837564865634144","0.130145596831465"
"Yes, every 2 weeks","2017","middle vocational","Male","352","0.0968940384428777","0.0871008984440454","0.10668717844171"
"Yes, every 2 weeks","2017","middle vocational","Female","430","0.11183233517999","0.101838145554656","0.121826524805324"
"Yes, every 2 weeks","2017","vocational + Abi","Male","59","0.104314736101724","0.0810300899387684","0.12759938226468"
"Yes, every 2 weeks","2017","vocational + Abi","Female","129","0.119599983150846","0.0999540333490702","0.139245932952622"
"Yes, every 2 weeks","2017","higher vocational","Male","48","0.0625048762638428","0.043881123344213","0.0811286291834726"
"Yes, every 2 weeks","2017","higher vocational","Female","43","0.131746270415645","0.0983504225703042","0.165142118260985"
"Yes, every 2 weeks","2017","higher education","Male","185","0.0810881940813395","0.0699299891040085","0.0922463990586704"
"Yes, every 2 weeks","2017","higher education","Female","187","0.0832038427057647","0.0719164858082279","0.0944911996033014"
"Yes, every 3-4 weeks","2017","in school","Male","4","","",""
"Yes, every 3-4 weeks","2017","in school","Female","2","","",""
"Yes, every 3-4 weeks","2017","inadequately","Male","6","","",""
"Yes, every 3-4 weeks","2017","inadequately","Female","5","","",""
"Yes, every 3-4 weeks","2017","general elemantary","Male","34","0.0552765799616973","0.0375721875369731","0.0729809723864214"
"Yes, every 3-4 weeks","2017","general elemantary","Female","25","","",""
"Yes, every 3-4 weeks","2017","middle vocational","Male","211","0.0578459888628307","0.0501173741851192","0.0655746035405422"
"Yes, every 3-4 weeks","2017","middle vocational","Female","197","0.049124645742738","0.0422709010773478","0.0559783904081282"
"Yes, every 3-4 weeks","2017","vocational + Abi","Male","54","0.0629552028932506","0.0444533558163186","0.0814570499701827"
"Yes, every 3-4 weeks","2017","vocational + Abi","Female","60","0.0421610118328585","0.029994412181403","0.0543276114843141"
"Yes, every 3-4 weeks","2017","higher vocational","Male","46","0.0703031179420492","0.0506340526018241","0.0899721832822742"
"Yes, every 3-4 weeks","2017","higher vocational","Female","19","","",""
"Yes, every 3-4 weeks","2017","higher education","Male","214","0.0886981706937155","0.0770765403368777","0.100319801050553"
"Yes, every 3-4 weeks","2017","higher education","Female","150","0.064802869091838","0.0547420608129834","0.0748636773706925"
"Rarely","2017","in school","Male","4","","",""
"Rarely","2017","in school","Female","1","","",""
"Rarely","2017","inadequately","Male","11","","",""
"Rarely","2017","inadequately","Female","5","","",""
"Rarely","2017","general elemantary","Male","58","0.0820485415985863","0.0607865767862258","0.103310506410947"
"Rarely","2017","general elemantary","Female","49","0.0807787917566115","0.0603277894321443","0.101229794081079"
"Rarely","2017","middle vocational","Male","567","0.175763302522318","0.163162617510819","0.188363987533818"
"Rarely","2017","middle vocational","Female","344","0.104693483599483","0.0949847606587056","0.11440220654026"
"Rarely","2017","vocational + Abi","Male","115","0.169490614201348","0.140910484491382","0.198070743911315"
"Rarely","2017","vocational + Abi","Female","88","0.104012380166118","0.0855298692453241","0.122494891086913"
"Rarely","2017","higher vocational","Male","156","0.247730828376264","0.214518264525675","0.280943392226852"
"Rarely","2017","higher vocational","Female","66","0.174026914661269","0.136590768142877","0.211463061179661"
"Rarely","2017","higher education","Male","480","0.214840754083592","0.198052102585502","0.231629405581683"
"Rarely","2017","higher education","Female","355","0.16526317031968","0.150084036117546","0.180442304521815"
"No, never","2018","in school","Male","","","",""
"No, never","2018","in school","Female","","","",""
"No, never","2018","inadequately","Male","","","",""
"No, never","2018","inadequately","Female","","","",""
"No, never","2018","general elemantary","Male","","","",""
"No, never","2018","general elemantary","Female","","","",""
"No, never","2018","middle vocational","Male","","","",""
"No, never","2018","middle vocational","Female","","","",""
"No, never","2018","vocational + Abi","Male","","","",""
"No, never","2018","vocational + Abi","Female","","","",""
"No, never","2018","higher vocational","Male","","","",""
"No, never","2018","higher vocational","Female","","","",""
"No, never","2018","higher education","Male","","","",""
"No, never","2018","higher education","Female","","","",""
"Yes, every week","2018","in school","Male","","","",""
"Yes, every week","2018","in school","Female","","","",""
"Yes, every week","2018","inadequately","Male","","","",""
"Yes, every week","2018","inadequately","Female","","","",""
"Yes, every week","2018","general elemantary","Male","","","",""
"Yes, every week","2018","general elemantary","Female","","","",""
"Yes, every week","2018","middle vocational","Male","","","",""
"Yes, every week","2018","middle vocational","Female","","","",""
"Yes, every week","2018","vocational + Abi","Male","","","",""
"Yes, every week","2018","vocational + Abi","Female","","","",""
"Yes, every week","2018","higher vocational","Male","","","",""
"Yes, every week","2018","higher vocational","Female","","","",""
"Yes, every week","2018","higher education","Male","","","",""
"Yes, every week","2018","higher education","Female","","","",""
"Yes, every 2 weeks","2018","in school","Male","","","",""
"Yes, every 2 weeks","2018","in school","Female","","","",""
"Yes, every 2 weeks","2018","inadequately","Male","","","",""
"Yes, every 2 weeks","2018","inadequately","Female","","","",""
"Yes, every 2 weeks","2018","general elemantary","Male","","","",""
"Yes, every 2 weeks","2018","general elemantary","Female","","","",""
"Yes, every 2 weeks","2018","middle vocational","Male","","","",""
"Yes, every 2 weeks","2018","middle vocational","Female","","","",""
"Yes, every 2 weeks","2018","vocational + Abi","Male","","","",""
"Yes, every 2 weeks","2018","vocational + Abi","Female","","","",""
"Yes, every 2 weeks","2018","higher vocational","Male","","","",""
"Yes, every 2 weeks","2018","higher vocational","Female","","","",""
"Yes, every 2 weeks","2018","higher education","Male","","","",""
"Yes, every 2 weeks","2018","higher education","Female","","","",""
"Yes, every 3-4 weeks","2018","in school","Male","","","",""
"Yes, every 3-4 weeks","2018","in school","Female","","","",""
"Yes, every 3-4 weeks","2018","inadequately","Male","","","",""
"Yes, every 3-4 weeks","2018","inadequately","Female","","","",""
"Yes, every 3-4 weeks","2018","general elemantary","Male","","","",""
"Yes, every 3-4 weeks","2018","general elemantary","Female","","","",""
"Yes, every 3-4 weeks","2018","middle vocational","Male","","","",""
"Yes, every 3-4 weeks","2018","middle vocational","Female","","","",""
"Yes, every 3-4 weeks","2018","vocational + Abi","Male","","","",""
"Yes, every 3-4 weeks","2018","vocational + Abi","Female","","","",""
"Yes, every 3-4 weeks","2018","higher vocational","Male","","","",""
"Yes, every 3-4 weeks","2018","higher vocational","Female","","","",""
"Yes, every 3-4 weeks","2018","higher education","Male","","","",""
"Yes, every 3-4 weeks","2018","higher education","Female","","","",""
"Rarely","2018","in school","Male","","","",""
"Rarely","2018","in school","Female","","","",""
"Rarely","2018","inadequately","Male","","","",""
"Rarely","2018","inadequately","Female","","","",""
"Rarely","2018","general elemantary","Male","","","",""
"Rarely","2018","general elemantary","Female","","","",""
"Rarely","2018","middle vocational","Male","","","",""
"Rarely","2018","middle vocational","Female","","","",""
"Rarely","2018","vocational + Abi","Male","","","",""
"Rarely","2018","vocational + Abi","Female","","","",""
"Rarely","2018","higher vocational","Male","","","",""
"Rarely","2018","higher vocational","Female","","","",""
"Rarely","2018","higher education","Male","","","",""
"Rarely","2018","higher education","Female","","","",""
"No, never","2019","in school","Male","21","","",""
"No, never","2019","in school","Female","17","","",""
"No, never","2019","inadequately","Male","67","0.743696513994858","0.653994431769298","0.833398596220419"
"No, never","2019","inadequately","Female","56","0.748582581213978","0.650399874722698","0.846765287705257"
"No, never","2019","general elemantary","Male","422","0.730009110021954","0.694864676385397","0.765153543658511"
"No, never","2019","general elemantary","Female","414","0.704958779992835","0.668221208249425","0.741696351736246"
"No, never","2019","middle vocational","Male","1983","0.62220457460257","0.605541015357075","0.638868133848066"
"No, never","2019","middle vocational","Female","2496","0.697895141110411","0.682826625275145","0.712963656945677"
"No, never","2019","vocational + Abi","Male","396","0.632810860112838","0.597127071509876","0.6684946487158"
"No, never","2019","vocational + Abi","Female","707","0.699798288719425","0.671573130298342","0.728023447140507"
"No, never","2019","higher vocational","Male","427","0.565844562473396","0.531260119502337","0.600429005444456"
"No, never","2019","higher vocational","Female","267","0.609374151347047","0.561740039599484","0.657008263094609"
"No, never","2019","higher education","Male","1304","0.505471873002104","0.486602754419291","0.524340991584918"
"No, never","2019","higher education","Female","1366","0.59403835602848","0.574489041757095","0.613587670299865"
"Yes, every week","2019","in school","Male","2","","",""
"Yes, every week","2019","in school","Female","6","","",""
"Yes, every week","2019","inadequately","Male","8","","",""
"Yes, every week","2019","inadequately","Female","2","","",""
"Yes, every week","2019","general elemantary","Male","43","0.0472810543714042","0.030479717835275","0.0640823909075333"
"Yes, every week","2019","general elemantary","Female","39","0.0716476656914796","0.0508724913360249","0.0924228400469342"
"Yes, every week","2019","middle vocational","Male","229","0.0644985339932649","0.0560560551585505","0.0729410128279792"
"Yes, every week","2019","middle vocational","Female","174","0.045071734633933","0.0382635073309336","0.0518799619369324"
"Yes, every week","2019","vocational + Abi","Male","47","0.0582738833686058","0.04093231511241","0.0756154516248016"
"Yes, every week","2019","vocational + Abi","Female","47","0.0385328732751739","0.0266799278321651","0.0503858187181828"
"Yes, every week","2019","higher vocational","Male","60","0.0711733972754243","0.053232846971754","0.0891139475790945"
"Yes, every week","2019","higher vocational","Female","21","","",""
"Yes, every week","2019","higher education","Male","266","0.0851018516193721","0.0745709999207255","0.0956327033180187"
"Yes, every week","2019","higher education","Female","224","0.092818846497823","0.081267120571427","0.104370572424219"
"Yes, every 2 weeks","2019","in school","Male","2","","",""
"Yes, every 2 weeks","2019","in school","Female","9","","",""
"Yes, every 2 weeks","2019","inadequately","Male","3","","",""
"Yes, every 2 weeks","2019","inadequately","Female","13","","",""
"Yes, every 2 weeks","2019","general elemantary","Male","52","0.0853804622517435","0.0632588211648624","0.107502103338625"
"Yes, every 2 weeks","2019","general elemantary","Female","86","0.141301297342527","0.1132417464473","0.169360848237754"
"Yes, every 2 weeks","2019","middle vocational","Male","311","0.0933561320932237","0.0833569929524893","0.103355271233958"
"Yes, every 2 weeks","2019","middle vocational","Female","380","0.104760567717722","0.0947105909092957","0.114810544526149"
"Yes, every 2 weeks","2019","vocational + Abi","Male","81","0.11884100455935","0.0948858278572591","0.14279618126144"
"Yes, every 2 weeks","2019","vocational + Abi","Female","109","0.111790968891191","0.0923863856015152","0.131195552180867"
"Yes, every 2 weeks","2019","higher vocational","Male","56","0.0753133012049361","0.0568995302435759","0.0937270721662963"
"Yes, every 2 weeks","2019","higher vocational","Female","40","0.134370414578897","0.101072775455328","0.167668053702466"
"Yes, every 2 weeks","2019","higher education","Male","234","0.0783303811421851","0.0681898576926715","0.0884709045916987"
"Yes, every 2 weeks","2019","higher education","Female","208","0.0840989412093376","0.0730504918894714","0.0951473905292037"
"Yes, every 3-4 weeks","2019","in school","Male","4","","",""
"Yes, every 3-4 weeks","2019","in school","Female","1","","",""
"Yes, every 3-4 weeks","2019","inadequately","Male","4","","",""
"Yes, every 3-4 weeks","2019","inadequately","Female","1","","",""
"Yes, every 3-4 weeks","2019","general elemantary","Male","27","","",""
"Yes, every 3-4 weeks","2019","general elemantary","Female","12","","",""
"Yes, every 3-4 weeks","2019","middle vocational","Male","209","0.0690973227067981","0.0603805529985235","0.0778140924150726"
"Yes, every 3-4 weeks","2019","middle vocational","Female","177","0.0491291324781121","0.0420361831873616","0.0562220817688626"
"Yes, every 3-4 weeks","2019","vocational + Abi","Male","49","0.0557250765083001","0.0387440614528901","0.0727060915637101"
"Yes, every 3-4 weeks","2019","vocational + Abi","Female","61","0.0510746973731229","0.0375177383652417","0.0646316563810041"
"Yes, every 3-4 weeks","2019","higher vocational","Male","50","0.042187127153375","0.0281609312565891","0.0562133230501609"
"Yes, every 3-4 weeks","2019","higher vocational","Female","20","","",""
"Yes, every 3-4 weeks","2019","higher education","Male","221","0.0762962416661094","0.0662772146943818","0.0863152686378369"
"Yes, every 3-4 weeks","2019","higher education","Female","173","0.0544078680681876","0.045378350182626","0.0634373859537492"
"Rarely","2019","in school","Male","4","","",""
"Rarely","2019","in school","Female","1","","",""
"Rarely","2019","inadequately","Male","9","","",""
"Rarely","2019","inadequately","Female","3","","",""
"Rarely","2019","general elemantary","Male","69","0.0974182014114787","0.0739445207022028","0.120891882120755"
"Rarely","2019","general elemantary","Female","41","0.0690791384627505","0.0486515511574871","0.089506725768014"
"Rarely","2019","middle vocational","Male","520","0.150843436604143","0.138542734045069","0.163144139163217"
"Rarely","2019","middle vocational","Female","340","0.103143424059822","0.0931623148601548","0.113124533259489"
"Rarely","2019","vocational + Abi","Male","128","0.134349175450906","0.109104025292091","0.159594325609722"
"Rarely","2019","vocational + Abi","Female","89","0.0988031717410871","0.0804276940105996","0.117178649471575"
"Rarely","2019","higher vocational","Male","196","0.245481611892868","0.21545170492881","0.275511518856926"
"Rarely","2019","higher vocational","Female","55","0.153189115746668","0.118024754064305","0.188353477429031"
"Rarely","2019","higher education","Male","672","0.254799652570229","0.238354286020539","0.271245019119919"
"Rarely","2019","higher education","Female","453","0.174635988196172","0.159522266511333","0.189749709881011"
