"plb0219","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes, every week","2015","Employed","general elemantary","72","0.0640317227547684","0.0499559195920447","0.078107525917492","2"
"Yes, every week","2015","Employed","middle vocational","342","0.0483612994154187","0.0432040245320491","0.0535185742987882","2"
"Yes, every week","2015","Employed","vocational + Abi","68","0.0437521594964908","0.0332131740219142","0.0542911449710674","2"
"Yes, every week","2015","Employed","higher vocational","59","0.0623194607188665","0.0473368537985861","0.0773020676391469","2"
"Yes, every week","2015","Employed","higher education","411","0.102126665058653","0.0927413360622993","0.111511994055007","2"
"Yes, every week","2015","Not Employed","higher vocational","1","","","","2"
"Yes, every week","2015","Not Employed","higher education","6","","","","2"
"Yes, every week","2015","Employed","in school","5","","","","2"
"No, never","2016","Employed","inadequately","","","","","1"
"No, never","2016","Employed","general elemantary","","","","","1"
"No, never","2016","Employed","middle vocational","","","","","1"
"No, never","2016","Employed","vocational + Abi","","","","","1"
"No, never","2016","Employed","higher vocational","","","","","1"
"No, never","2016","Not Employed","in school","","","","","1"
"No, never","2016","Not Employed","inadequately","","","","","1"
"No, never","2016","Not Employed","general elemantary","","","","","1"
"No, never","2016","Not Employed","middle vocational","","","","","1"
"No, never","2016","Not Employed","vocational + Abi","","","","","1"
"No, never","2016","Not Employed","higher vocational","","","","","1"
"No, never","2016","Not Employed","higher education","","","","","1"
"No, never","2016","Employed","in school","","","","","1"
"No, never","2016","Employed","higher education","","","","","1"
"Rarely","2016","Not Employed","in school","","","","","5"
"Rarely","2016","Not Employed","inadequately","","","","","5"
"Rarely","2016","Not Employed","general elemantary","","","","","5"
"Rarely","2016","Not Employed","middle vocational","","","","","5"
"Rarely","2016","Not Employed","vocational + Abi","","","","","5"
"Rarely","2016","Not Employed","higher vocational","","","","","5"
"Rarely","2016","Not Employed","higher education","","","","","5"
"Rarely","2016","Employed","in school","","","","","5"
"Rarely","2016","Employed","inadequately","","","","","5"
"Rarely","2016","Employed","general elemantary","","","","","5"
"Rarely","2016","Employed","middle vocational","","","","","5"
"Rarely","2016","Employed","vocational + Abi","","","","","5"
"Rarely","2016","Employed","higher vocational","","","","","5"
"Rarely","2016","Employed","higher education","","","","","5"
"Yes, every 2 weeks","2016","Not Employed","in school","","","","","3"
"Yes, every 2 weeks","2016","Not Employed","inadequately","","","","","3"
"Yes, every 2 weeks","2016","Not Employed","general elemantary","","","","","3"
"Yes, every 2 weeks","2016","Not Employed","middle vocational","","","","","3"
"Yes, every 2 weeks","2016","Employed","inadequately","","","","","3"
"Yes, every 2 weeks","2016","Employed","general elemantary","","","","","3"
"Yes, every 2 weeks","2016","Employed","middle vocational","","","","","3"
"Yes, every 2 weeks","2016","Employed","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2016","Employed","higher vocational","","","","","3"
"Yes, every 2 weeks","2016","Employed","higher education","","","","","3"
"Yes, every 2 weeks","2016","Not Employed","higher vocational","","","","","3"
"Yes, every 2 weeks","2016","Employed","in school","","","","","3"
"Yes, every 2 weeks","2016","Not Employed","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2016","Not Employed","higher education","","","","","3"
"Yes, every 3-4 weeks","2016","Not Employed","in school","","","","","4"
"Yes, every 3-4 weeks","2016","Not Employed","inadequately","","","","","4"
"Yes, every 3-4 weeks","2016","Not Employed","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2016","Employed","inadequately","","","","","4"
"Yes, every 3-4 weeks","2016","Not Employed","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2016","Employed","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2016","Employed","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2016","Employed","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2016","Not Employed","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2016","Not Employed","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2016","Not Employed","higher education","","","","","4"
"Yes, every 3-4 weeks","2016","Employed","in school","","","","","4"
"Yes, every 3-4 weeks","2016","Employed","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2016","Employed","higher education","","","","","4"
"Yes, every week","2016","Not Employed","in school","","","","","2"
"Yes, every week","2016","Not Employed","inadequately","","","","","2"
"Yes, every week","2016","Not Employed","general elemantary","","","","","2"
"Yes, every week","2016","Not Employed","middle vocational","","","","","2"
"Yes, every week","2016","Not Employed","vocational + Abi","","","","","2"
"Yes, every week","2016","Employed","inadequately","","","","","2"
"Yes, every week","2016","Employed","general elemantary","","","","","2"
"Yes, every week","2016","Employed","middle vocational","","","","","2"
"Yes, every week","2016","Employed","vocational + Abi","","","","","2"
"Yes, every week","2016","Employed","in school","","","","","2"
"Yes, every week","2016","Not Employed","higher vocational","","","","","2"
"Yes, every week","2016","Not Employed","higher education","","","","","2"
"Yes, every week","2016","Employed","higher education","","","","","2"
"Yes, every week","2016","Employed","higher vocational","","","","","2"
"No, never","2017","Employed","inadequately","123","0.668891687969432","0.598560685324341","0.739222690614524","1"
"No, never","2017","Employed","general elemantary","889","0.726628067314216","0.701920719401536","0.751335415226895","1"
"No, never","2017","Employed","middle vocational","4682","0.639788181403214","0.628670146879089","0.650906215927339","1"
"No, never","2017","Employed","vocational + Abi","1083","0.634717756382078","0.611727027331927","0.657708485432228","1"
"No, never","2017","Employed","higher vocational","606","0.58102049461309","0.551034149353554","0.611006839872626","1"
"No, never","2017","Not Employed","middle vocational","115","0.798902779287604","0.737370317730758","0.860435240844449","1"
"No, never","2017","Not Employed","in school","14","","","","1"
"No, never","2017","Not Employed","inadequately","9","","","","1"
"No, never","2017","Not Employed","general elemantary","59","0.837339247674186","0.752093258404531","0.922585236943841","1"
"No, never","2017","Employed","in school","21","","","","1"
"No, never","2017","Not Employed","higher vocational","2","","","","1"
"No, never","2017","Not Employed","higher education","55","0.720309220556803","0.615162039804828","0.825456401308779","1"
"No, never","2017","Employed","higher education","2562","0.558662963269773","0.544201672503915","0.573124254035631","1"
"No, never","2017","Not Employed","vocational + Abi","20","","","","1"
"Rarely","2017","Not Employed","in school","3","","","","5"
"Rarely","2017","Not Employed","inadequately","","","","","5"
"Rarely","2017","Not Employed","general elemantary","4","","","","5"
"Rarely","2017","Not Employed","middle vocational","12","","","","5"
"Rarely","2017","Not Employed","vocational + Abi","","","","","5"
"Rarely","2017","Not Employed","higher vocational","","","","","5"
"Rarely","2017","Not Employed","higher education","6","","","","5"
"Rarely","2017","Employed","in school","2","","","","5"
"Rarely","2017","Employed","inadequately","16","","","","5"
"Rarely","2017","Employed","general elemantary","103","0.0828243880277965","0.0675452641708264","0.0981035118847666","5"
"Rarely","2017","Employed","middle vocational","899","0.143974042329523","0.13584355646706","0.152104528191986","5"
"Rarely","2017","Employed","vocational + Abi","203","0.135851177789476","0.119491523815719","0.152210831763232","5"
"Rarely","2017","Employed","higher vocational","222","0.223830560247369","0.198498565935272","0.249162554559467","5"
"Rarely","2017","Employed","higher education","829","0.194583904918032","0.183054403155872","0.206113406680192","5"
"Yes, every 2 weeks","2017","Not Employed","in school","2","","","","3"
"Yes, every 2 weeks","2017","Not Employed","middle vocational","18","","","","3"
"Yes, every 2 weeks","2017","Not Employed","vocational + Abi","2","","","","3"
"Yes, every 2 weeks","2017","Employed","middle vocational","764","0.10408284222272","0.0970106438955958","0.111155040549844","3"
"Yes, every 2 weeks","2017","Employed","vocational + Abi","186","0.113580871615382","0.0984306042682556","0.128731138962509","3"
"Yes, every 2 weeks","2017","Not Employed","general elemantary","4","","","","3"
"Yes, every 2 weeks","2017","Not Employed","higher education","1","","","","3"
"Yes, every 2 weeks","2017","Not Employed","higher vocational","","","","","3"
"Yes, every 2 weeks","2017","Employed","inadequately","14","","","","3"
"Yes, every 2 weeks","2017","Not Employed","inadequately","","","","","3"
"Yes, every 2 weeks","2017","Employed","higher vocational","91","0.0859169227195492","0.0688850025625252","0.102948842876573","3"
"Yes, every 2 weeks","2017","Employed","higher education","371","0.0835757458366552","0.0755157401441712","0.0916357515291391","3"
"Yes, every 2 weeks","2017","Employed","general elemantary","126","0.090723989530135","0.0748018281651645","0.106646150895106","3"
"Yes, every 2 weeks","2017","Employed","in school","8","","","","3"
"Yes, every 3-4 weeks","2017","Not Employed","in school","","","","","4"
"Yes, every 3-4 weeks","2017","Not Employed","inadequately","2","","","","4"
"Yes, every 3-4 weeks","2017","Not Employed","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2017","Employed","inadequately","9","","","","4"
"Yes, every 3-4 weeks","2017","Employed","general elemantary","59","0.0473726212077865","0.0355960646570323","0.0591491777585407","4"
"Yes, every 3-4 weeks","2017","Not Employed","higher vocational","1","","","","4"
"Yes, every 3-4 weeks","2017","Not Employed","higher education","4","","","","4"
"Yes, every 3-4 weeks","2017","Employed","in school","6","","","","4"
"Yes, every 3-4 weeks","2017","Employed","middle vocational","397","0.0542864140680673","0.0490388672236143","0.0595339609125203","4"
"Yes, every 3-4 weeks","2017","Employed","vocational + Abi","113","0.051926900556514","0.0413327717004107","0.0625210294126173","4"
"Yes, every 3-4 weeks","2017","Employed","higher vocational","64","0.0554370115785951","0.0415295845806145","0.0693444385765756","4"
"Yes, every 3-4 weeks","2017","Not Employed","vocational + Abi","1","","","","4"
"Yes, every 3-4 weeks","2017","Employed","higher education","360","0.0774659919530044","0.0696803636453788","0.0852516202606299","4"
"Yes, every 3-4 weeks","2017","Not Employed","middle vocational","11","","","","4"
"Yes, every week","2017","Employed","inadequately","10","","","","2"
"Yes, every week","2017","Not Employed","in school","3","","","","2"
"Yes, every week","2017","Not Employed","inadequately","1","","","","2"
"Yes, every week","2017","Not Employed","general elemantary","5","","","","2"
"Yes, every week","2017","Not Employed","middle vocational","7","","","","2"
"Yes, every week","2017","Not Employed","vocational + Abi","2","","","","2"
"Yes, every week","2017","Not Employed","higher vocational","","","","","2"
"Yes, every week","2017","Not Employed","higher education","4","","","","2"
"Yes, every week","2017","Employed","general elemantary","73","0.0524509339200663","0.0400922976329255","0.0648095702072072","2"
"Yes, every week","2017","Employed","middle vocational","420","0.0578685199764756","0.0524608786551565","0.0632761612977948","2"
"Yes, every week","2017","Employed","vocational + Abi","100","0.0639232936565505","0.0522435468157249","0.0756030404973761","2"
"Yes, every week","2017","Employed","in school","12","","","","2"
"Yes, every week","2017","Employed","higher vocational","57","0.0537950108413961","0.0400831929120345","0.0675068287707576","2"
"Yes, every week","2017","Employed","higher education","407","0.0857113940225354","0.0775585738389486","0.0938642142061223","2"
"No, never","2018","Employed","middle vocational","","","","","1"
"No, never","2018","Employed","vocational + Abi","","","","","1"
"No, never","2018","Employed","higher vocational","","","","","1"
"No, never","2018","Not Employed","general elemantary","","","","","1"
"No, never","2018","Not Employed","in school","","","","","1"
"No, never","2018","Not Employed","inadequately","","","","","1"
"No, never","2018","Not Employed","middle vocational","","","","","1"
"No, never","2018","Not Employed","vocational + Abi","","","","","1"
"No, never","2018","Not Employed","higher vocational","","","","","1"
"No, never","2018","Not Employed","higher education","","","","","1"
"No, never","2018","Employed","inadequately","","","","","1"
"No, never","2018","Employed","general elemantary","","","","","1"
"No, never","2018","Employed","higher education","","","","","1"
"No, never","2018","Employed","in school","","","","","1"
"Rarely","2018","Not Employed","in school","","","","","5"
"Rarely","2018","Not Employed","inadequately","","","","","5"
"Rarely","2018","Not Employed","general elemantary","","","","","5"
"Rarely","2018","Not Employed","middle vocational","","","","","5"
"Rarely","2018","Not Employed","vocational + Abi","","","","","5"
"Rarely","2018","Not Employed","higher vocational","","","","","5"
"Rarely","2018","Not Employed","higher education","","","","","5"
"Rarely","2018","Employed","in school","","","","","5"
"Rarely","2018","Employed","inadequately","","","","","5"
"Rarely","2018","Employed","general elemantary","","","","","5"
"Rarely","2018","Employed","middle vocational","","","","","5"
"Rarely","2018","Employed","vocational + Abi","","","","","5"
"Rarely","2018","Employed","higher vocational","","","","","5"
"Rarely","2018","Employed","higher education","","","","","5"
"Yes, every 2 weeks","2018","Not Employed","middle vocational","","","","","3"
"Yes, every 2 weeks","2018","Employed","middle vocational","","","","","3"
"Yes, every 2 weeks","2018","Employed","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2018","Not Employed","in school","","","","","3"
"Yes, every 2 weeks","2018","Not Employed","inadequately","","","","","3"
"Yes, every 2 weeks","2018","Not Employed","general elemantary","","","","","3"
"Yes, every 2 weeks","2018","Employed","inadequately","","","","","3"
"Yes, every 2 weeks","2018","Employed","general elemantary","","","","","3"
"Yes, every 2 weeks","2018","Employed","higher vocational","","","","","3"
"Yes, every 2 weeks","2018","Employed","higher education","","","","","3"
"Yes, every 2 weeks","2018","Not Employed","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2018","Not Employed","higher vocational","","","","","3"
"Yes, every 2 weeks","2018","Employed","in school","","","","","3"
"Yes, every 2 weeks","2018","Not Employed","higher education","","","","","3"
"Yes, every 3-4 weeks","2018","Not Employed","in school","","","","","4"
"Yes, every 3-4 weeks","2018","Employed","inadequately","","","","","4"
"Yes, every 3-4 weeks","2018","Not Employed","inadequately","","","","","4"
"Yes, every 3-4 weeks","2018","Not Employed","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2018","Not Employed","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2018","Not Employed","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2018","Employed","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2018","Not Employed","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2018","Not Employed","higher education","","","","","4"
"Yes, every 3-4 weeks","2018","Employed","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2018","Employed","higher education","","","","","4"
"Yes, every 3-4 weeks","2018","Employed","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2018","Employed","in school","","","","","4"
"Yes, every 3-4 weeks","2018","Employed","vocational + Abi","","","","","4"
"Yes, every week","2018","Employed","inadequately","","","","","2"
"Yes, every week","2018","Employed","general elemantary","","","","","2"
"Yes, every week","2018","Employed","middle vocational","","","","","2"
"Yes, every week","2018","Employed","vocational + Abi","","","","","2"
"Yes, every week","2018","Not Employed","higher vocational","","","","","2"
"Yes, every week","2018","Not Employed","higher education","","","","","2"
"Yes, every week","2018","Not Employed","in school","","","","","2"
"Yes, every week","2018","Not Employed","middle vocational","","","","","2"
"Yes, every week","2018","Not Employed","vocational + Abi","","","","","2"
"Yes, every week","2018","Employed","in school","","","","","2"
"Yes, every week","2018","Employed","higher education","","","","","2"
"Yes, every week","2018","Employed","higher vocational","","","","","2"
"Yes, every week","2018","Not Employed","inadequately","","","","","2"
"Yes, every week","2018","Not Employed","general elemantary","","","","","2"
"No, never","2019","Not Employed","general elemantary","56","0.6995916102361","0.60096652992901","0.79821669054319","1"
"No, never","2019","Not Employed","middle vocational","164","0.491935577472798","0.431856842283356","0.55201431266224","1"
"No, never","2019","Not Employed","vocational + Abi","31","0.437872735094557","0.30675603109178","0.568989439097333","1"
"No, never","2019","Not Employed","higher vocational","21","","","","1"
"No, never","2019","Not Employed","higher education","74","0.508402420334063","0.430938981554181","0.585865859113946","1"
"No, never","2019","Employed","inadequately","115","0.750160459162254","0.681337400787255","0.818983517537253","1"
"No, never","2019","Employed","general elemantary","780","0.720006033955209","0.693733977619829","0.746278090290589","1"
"No, never","2019","Employed","middle vocational","4316","0.665565773045493","0.654144550550108","0.676986995540878","1"
"No, never","2019","Employed","vocational + Abi","1072","0.67403646091236","0.651481031220323","0.696591890604398","1"
"No, never","2019","Employed","higher vocational","673","0.585050876385802","0.55654913534037","0.613552617431235","1"
"No, never","2019","Not Employed","in school","14","","","","1"
"No, never","2019","Not Employed","inadequately","8","","","","1"
"No, never","2019","Employed","higher education","2598","0.547493704042328","0.533647393031631","0.561340015053025","1"
"No, never","2019","Employed","in school","24","","","","1"
"Rarely","2019","Not Employed","in school","2","","","","5"
"Rarely","2019","Not Employed","inadequately","","","","","5"
"Rarely","2019","Not Employed","general elemantary","8","","","","5"
"Rarely","2019","Not Employed","middle vocational","40","0.229999269147691","0.179426577436784","0.280571960858598","5"
"Rarely","2019","Not Employed","vocational + Abi","4","","","","5"
"Rarely","2019","Not Employed","higher vocational","15","","","","5"
"Rarely","2019","Not Employed","higher education","30","0.25100525632817","0.183820786753456","0.318189725902885","5"
"Rarely","2019","Employed","in school","3","","","","5"
"Rarely","2019","Employed","inadequately","12","","","","5"
"Rarely","2019","Employed","general elemantary","102","0.0865665498992156","0.0701127893456783","0.103020310452753","5"
"Rarely","2019","Employed","middle vocational","820","0.123616486120198","0.115648528054652","0.131584444185744","5"
"Rarely","2019","Employed","vocational + Abi","213","0.115750685742739","0.100355885779419","0.131145485706058","5"
"Rarely","2019","Employed","higher vocational","236","0.207886379590589","0.184412552269822","0.231360206911356","5"
"Rarely","2019","Employed","higher education","1095","0.216762522215399","0.205300241702996","0.228224802727802","5"
"Yes, every 2 weeks","2019","Not Employed","general elemantary","10","","","","3"
"Yes, every 2 weeks","2019","Not Employed","middle vocational","22","","","","3"
"Yes, every 2 weeks","2019","Employed","inadequately","12","","","","3"
"Yes, every 2 weeks","2019","Employed","general elemantary","128","0.106376079434881","0.0883354766112156","0.124416682258545","3"
"Yes, every 2 weeks","2019","Employed","middle vocational","669","0.0989140264441669","0.0916867644564439","0.10614128843189","3"
"Yes, every 2 weeks","2019","Employed","vocational + Abi","183","0.115520217571274","0.100138747237635","0.130901687904912","3"
"Yes, every 2 weeks","2019","Employed","higher vocational","95","0.0987633173968013","0.0815051605473207","0.116021474246282","3"
"Yes, every 2 weeks","2019","Employed","higher education","430","0.0814625299928189","0.0738529692139366","0.0890720907717012","3"
"Yes, every 2 weeks","2019","Not Employed","higher vocational","1","","","","3"
"Yes, every 2 weeks","2019","Not Employed","in school","1","","","","3"
"Yes, every 2 weeks","2019","Not Employed","inadequately","4","","","","3"
"Yes, every 2 weeks","2019","Not Employed","vocational + Abi","7","","","","3"
"Yes, every 2 weeks","2019","Not Employed","higher education","12","","","","3"
"Yes, every 2 weeks","2019","Employed","in school","10","","","","3"
"Yes, every 3-4 weeks","2019","Employed","inadequately","4","","","","4"
"Yes, every 3-4 weeks","2019","Not Employed","general elemantary","2","","","","4"
"Yes, every 3-4 weeks","2019","Not Employed","in school","4","","","","4"
"Yes, every 3-4 weeks","2019","Not Employed","inadequately","1","","","","4"
"Yes, every 3-4 weeks","2019","Not Employed","middle vocational","26","","","","4"
"Yes, every 3-4 weeks","2019","Not Employed","vocational + Abi","7","","","","4"
"Yes, every 3-4 weeks","2019","Not Employed","higher vocational","4","","","","4"
"Yes, every 3-4 weeks","2019","Not Employed","higher education","19","","","","4"
"Yes, every 3-4 weeks","2019","Employed","in school","1","","","","4"
"Yes, every 3-4 weeks","2019","Employed","general elemantary","37","0.0275122691987971","0.0179412776198496","0.0370832607777446","4"
"Yes, every 3-4 weeks","2019","Employed","middle vocational","361","0.0572274576051418","0.0516044660415996","0.062850449168684","4"
"Yes, every 3-4 weeks","2019","Employed","vocational + Abi","103","0.0513764829044549","0.0407533154680833","0.0619996503408266","4"
"Yes, every 3-4 weeks","2019","Employed","higher vocational","66","0.0425703374460365","0.0308919163027989","0.0542487585892742","4"
"Yes, every 3-4 weeks","2019","Employed","higher education","376","0.0664384440739477","0.0595103558293687","0.0733665323185267","4"
"Yes, every week","2019","Employed","inadequately","9","","","","2"
"Yes, every week","2019","Employed","general elemantary","75","0.0595390675118977","0.0456931080266255","0.0733850269971699","2"
"Yes, every week","2019","Employed","vocational + Abi","88","0.0433161528691726","0.0335204848655283","0.0531118208728168","2"
"Yes, every week","2019","Employed","middle vocational","389","0.0546762567850002","0.04917259910879","0.0601799144612104","2"
"Yes, every week","2019","Employed","higher vocational","78","0.0657290891807705","0.0513942650994585","0.0800639132620826","2"
"Yes, every week","2019","Not Employed","general elemantary","7","","","","2"
"Yes, every week","2019","Not Employed","middle vocational","14","","","","2"
"Yes, every week","2019","Not Employed","vocational + Abi","6","","","","2"
"Yes, every week","2019","Not Employed","higher vocational","3","","","","2"
"Yes, every week","2019","Not Employed","higher education","25","","","","2"
"Yes, every week","2019","Employed","in school","7","","","","2"
"Yes, every week","2019","Employed","higher education","465","0.0878427996755065","0.07996835140378","0.0957172479472329","2"
"Yes, every week","2019","Not Employed","in school","1","","","","2"
"Yes, every week","2019","Not Employed","inadequately","1","","","","2"
