"plb0219","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No, never","2015","vocational + Abi","Rural Area","269","0.718000618637676","0.673342309621383","0.76265892765397","1"
"No, never","2015","higher vocational","Urban Area","336","0.510184014200543","0.470448741118551","0.549919287282535","1"
"No, never","2015","higher vocational","Rural Area","226","0.581197258137903","0.532727250123399","0.629667266152407","1"
"No, never","2015","higher education","Urban Area","1560","0.503098959096171","0.485123278149446","0.521074640042895","1"
"No, never","2015","in school","Urban Area","19","","","","1"
"No, never","2015","in school","Rural Area","6","","","","1"
"No, never","2015","inadequately","Rural Area","34","0.588258874380941","0.447558410402299","0.728959338359583","1"
"No, never","2015","general elemantary","Urban Area","584","0.689212195712876","0.657554086466685","0.720870304959067","1"
"No, never","2015","general elemantary","Rural Area","270","0.688196980933043","0.642857927986361","0.733536033879725","1"
"No, never","2015","middle vocational","Urban Area","2642","0.631638972449075","0.616788814045291","0.64648913085286","1"
"No, never","2015","middle vocational","Rural Area","1709","0.62892366055359","0.610811974822898","0.647035346284282","1"
"No, never","2015","higher education","Rural Area","549","0.490717492211278","0.461094114262749","0.520340870159807","1"
"No, never","2015","inadequately","Urban Area","73","0.748145784125504","0.661313704292475","0.834977863958533","1"
"Rarely","2015","in school","Urban Area","6","","","","5"
"Rarely","2015","in school","Rural Area","3","","","","5"
"Rarely","2015","inadequately","Urban Area","7","","","","5"
"Rarely","2015","inadequately","Rural Area","1","","","","5"
"Rarely","2015","general elemantary","Urban Area","71","0.103407991177251","0.0825798268671114","0.12423615548739","5"
"Rarely","2015","general elemantary","Rural Area","37","0.0786418763130586","0.0522957316107636","0.104988021015354","5"
"Rarely","2015","middle vocational","Urban Area","581","0.167701243093981","0.156199396972114","0.179203089215849","5"
"Rarely","2015","middle vocational","Rural Area","409","0.154428203856652","0.14088046459522","0.167975943118085","5"
"Rarely","2015","vocational + Abi","Urban Area","182","0.19922024076306","0.175410288867671","0.223030192658449","5"
"Rarely","2015","vocational + Abi","Rural Area","42","0.0766635734782845","0.0502583223883373","0.103068824568232","5"
"Rarely","2015","higher vocational","Urban Area","171","0.310995099075895","0.274200486920803","0.347789711230987","5"
"Rarely","2015","higher vocational","Rural Area","88","0.21834598542629","0.177759033041811","0.258932937810769","5"
"Rarely","2015","higher education","Urban Area","673","0.224614057859676","0.209610263025586","0.239617852693767","5"
"Rarely","2015","higher education","Rural Area","247","0.236725223550596","0.211536732398423","0.26191371470277","5"
"Yes, every 2 weeks","2015","in school","Urban Area","9","","","","3"
"Yes, every 2 weeks","2015","in school","Rural Area","2","","","","3"
"Yes, every 2 weeks","2015","inadequately","Urban Area","8","","","","3"
"Yes, every 2 weeks","2015","inadequately","Rural Area","6","","","","3"
"Yes, every 2 weeks","2015","vocational + Abi","Urban Area","110","0.102277774475778","0.0842144839342014","0.120341065017355","3"
"Yes, every 2 weeks","2015","vocational + Abi","Rural Area","40","0.116315802820118","0.0844970104198936","0.148134595220342","3"
"Yes, every 2 weeks","2015","general elemantary","Urban Area","77","0.0881591229719358","0.0687650211378092","0.107553224806062","3"
"Yes, every 2 weeks","2015","general elemantary","Rural Area","49","0.123145772645993","0.0909833052678291","0.155308240024156","3"
"Yes, every 2 weeks","2015","higher vocational","Rural Area","34","0.0713517762293611","0.0460626068257024","0.0966409456330198","3"
"Yes, every 2 weeks","2015","higher education","Urban Area","236","0.0921624140233818","0.0817631000860867","0.102561727960677","3"
"Yes, every 2 weeks","2015","higher education","Rural Area","92","0.0855311306553649","0.0689587080536397","0.10210355325709","3"
"Yes, every 2 weeks","2015","middle vocational","Urban Area","441","0.108919593644218","0.0993284312921203","0.118510755996316","3"
"Yes, every 2 weeks","2015","middle vocational","Rural Area","331","0.111744872539688","0.0999332124927787","0.123556532586598","3"
"Yes, every 2 weeks","2015","higher vocational","Urban Area","44","0.0736049777113887","0.0528487703607785","0.0943611850619989","3"
"Yes, every 3-4 weeks","2015","in school","Urban Area","1","","","","4"
"Yes, every 3-4 weeks","2015","in school","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2015","inadequately","Urban Area","1","","","","4"
"Yes, every 3-4 weeks","2015","vocational + Abi","Urban Area","55","0.0618701685061299","0.0475084183719673","0.0762319186402924","4"
"Yes, every 3-4 weeks","2015","general elemantary","Rural Area","18","","","","4"
"Yes, every 3-4 weeks","2015","middle vocational","Rural Area","148","0.0596579781884346","0.0507781316005019","0.0685378247763673","4"
"Yes, every 3-4 weeks","2015","higher vocational","Urban Area","25","","","","4"
"Yes, every 3-4 weeks","2015","higher education","Urban Area","202","0.079857042299532","0.070111456434069","0.089602628164995","4"
"Yes, every 3-4 weeks","2015","inadequately","Rural Area","4","","","","4"
"Yes, every 3-4 weeks","2015","general elemantary","Urban Area","38","0.058073046043639","0.0420747979282067","0.0740712941590713","4"
"Yes, every 3-4 weeks","2015","vocational + Abi","Rural Area","22","","","","4"
"Yes, every 3-4 weeks","2015","middle vocational","Urban Area","173","0.0419506540307067","0.035778694119055","0.0481226139423585","4"
"Yes, every 3-4 weeks","2015","higher vocational","Rural Area","22","","","","4"
"Yes, every 3-4 weeks","2015","higher education","Rural Area","90","0.0810387207620172","0.0648678157991924","0.097209625724842","4"
"Yes, every week","2015","in school","Urban Area","9","","","","2"
"Yes, every week","2015","in school","Rural Area","1","","","","2"
"Yes, every week","2015","inadequately","Urban Area","7","","","","2"
"Yes, every week","2015","inadequately","Rural Area","2","","","","2"
"Yes, every week","2015","general elemantary","Urban Area","51","0.0611476440942986","0.0447581696572328","0.0775371185313644","2"
"Yes, every week","2015","vocational + Abi","Urban Area","53","0.0475575973984153","0.0348704332754263","0.0602447615214043","2"
"Yes, every week","2015","vocational + Abi","Rural Area","17","","","","2"
"Yes, every week","2015","higher vocational","Urban Area","32","0.0580649657766082","0.0394756303576923","0.0766543011955242","2"
"Yes, every week","2015","higher vocational","Rural Area","28","","","","2"
"Yes, every week","2015","higher education","Urban Area","301","0.100267526721239","0.0894690987096528","0.111065954732825","2"
"Yes, every week","2015","higher education","Rural Area","116","0.105987432820744","0.0877468618586363","0.124228003782851","2"
"Yes, every week","2015","general elemantary","Rural Area","27","","","","2"
"Yes, every week","2015","middle vocational","Urban Area","216","0.0497895367820181","0.0430931776654412","0.0564858958985951","2"
"Yes, every week","2015","middle vocational","Rural Area","136","0.045245284861635","0.0374530713402335","0.0530374983830364","2"
"No, never","2016","vocational + Abi","Urban Area","","","","","1"
"No, never","2016","vocational + Abi","Rural Area","","","","","1"
"No, never","2016","higher vocational","Urban Area","","","","","1"
"No, never","2016","higher vocational","Rural Area","","","","","1"
"No, never","2016","higher education","Urban Area","","","","","1"
"No, never","2016","in school","Urban Area","","","","","1"
"No, never","2016","in school","Rural Area","","","","","1"
"No, never","2016","inadequately","Urban Area","","","","","1"
"No, never","2016","inadequately","Rural Area","","","","","1"
"No, never","2016","general elemantary","Urban Area","","","","","1"
"No, never","2016","general elemantary","Rural Area","","","","","1"
"No, never","2016","middle vocational","Urban Area","","","","","1"
"No, never","2016","middle vocational","Rural Area","","","","","1"
"No, never","2016","higher education","Rural Area","","","","","1"
"Rarely","2016","in school","Urban Area","","","","","5"
"Rarely","2016","in school","Rural Area","","","","","5"
"Rarely","2016","inadequately","Urban Area","","","","","5"
"Rarely","2016","inadequately","Rural Area","","","","","5"
"Rarely","2016","general elemantary","Urban Area","","","","","5"
"Rarely","2016","general elemantary","Rural Area","","","","","5"
"Rarely","2016","middle vocational","Urban Area","","","","","5"
"Rarely","2016","middle vocational","Rural Area","","","","","5"
"Rarely","2016","vocational + Abi","Urban Area","","","","","5"
"Rarely","2016","vocational + Abi","Rural Area","","","","","5"
"Rarely","2016","higher vocational","Urban Area","","","","","5"
"Rarely","2016","higher vocational","Rural Area","","","","","5"
"Rarely","2016","higher education","Urban Area","","","","","5"
"Rarely","2016","higher education","Rural Area","","","","","5"
"Yes, every 2 weeks","2016","in school","Urban Area","","","","","3"
"Yes, every 2 weeks","2016","in school","Rural Area","","","","","3"
"Yes, every 2 weeks","2016","inadequately","Urban Area","","","","","3"
"Yes, every 2 weeks","2016","inadequately","Rural Area","","","","","3"
"Yes, every 2 weeks","2016","vocational + Abi","Urban Area","","","","","3"
"Yes, every 2 weeks","2016","vocational + Abi","Rural Area","","","","","3"
"Yes, every 2 weeks","2016","higher vocational","Urban Area","","","","","3"
"Yes, every 2 weeks","2016","higher vocational","Rural Area","","","","","3"
"Yes, every 2 weeks","2016","higher education","Urban Area","","","","","3"
"Yes, every 2 weeks","2016","higher education","Rural Area","","","","","3"
"Yes, every 2 weeks","2016","general elemantary","Rural Area","","","","","3"
"Yes, every 2 weeks","2016","middle vocational","Rural Area","","","","","3"
"Yes, every 2 weeks","2016","general elemantary","Urban Area","","","","","3"
"Yes, every 2 weeks","2016","middle vocational","Urban Area","","","","","3"
"Yes, every 3-4 weeks","2016","in school","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2016","in school","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2016","inadequately","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2016","vocational + Abi","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2016","general elemantary","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2016","higher vocational","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2016","higher vocational","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2016","higher education","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2016","inadequately","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2016","general elemantary","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2016","middle vocational","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2016","middle vocational","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2016","vocational + Abi","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2016","higher education","Rural Area","","","","","4"
"Yes, every week","2016","in school","Urban Area","","","","","2"
"Yes, every week","2016","in school","Rural Area","","","","","2"
"Yes, every week","2016","inadequately","Urban Area","","","","","2"
"Yes, every week","2016","inadequately","Rural Area","","","","","2"
"Yes, every week","2016","general elemantary","Urban Area","","","","","2"
"Yes, every week","2016","vocational + Abi","Urban Area","","","","","2"
"Yes, every week","2016","vocational + Abi","Rural Area","","","","","2"
"Yes, every week","2016","higher vocational","Urban Area","","","","","2"
"Yes, every week","2016","higher vocational","Rural Area","","","","","2"
"Yes, every week","2016","middle vocational","Rural Area","","","","","2"
"Yes, every week","2016","general elemantary","Rural Area","","","","","2"
"Yes, every week","2016","middle vocational","Urban Area","","","","","2"
"Yes, every week","2016","higher education","Rural Area","","","","","2"
"Yes, every week","2016","higher education","Urban Area","","","","","2"
"No, never","2017","vocational + Abi","Urban Area","788","0.620828774666701","0.593845733373011","0.647811815960392","1"
"No, never","2017","vocational + Abi","Rural Area","315","0.698579332491527","0.65700554952172","0.740153115461333","1"
"No, never","2017","higher vocational","Urban Area","363","0.606917479187585","0.568029223113755","0.645805735261415","1"
"No, never","2017","higher vocational","Rural Area","245","0.53988583543155","0.493156334714819","0.58661533614828","1"
"No, never","2017","higher education","Urban Area","1911","0.552727394792204","0.535925365325828","0.569529424258579","1"
"No, never","2017","inadequately","Rural Area","40","0.658375832355679","0.530696268728887","0.786055395982471","1"
"No, never","2017","in school","Urban Area","23","","","","1"
"No, never","2017","in school","Rural Area","12","","","","1"
"No, never","2017","inadequately","Urban Area","92","0.678071482793043","0.59806412877474","0.758078836811347","1"
"No, never","2017","middle vocational","Rural Area","1944","0.63735774716387","0.620208408728562","0.654507085599179","1"
"No, never","2017","general elemantary","Rural Area","341","0.722307584505601","0.68257184712431","0.762043321886892","1"
"No, never","2017","middle vocational","Urban Area","2853","0.646610367360322","0.632332632515927","0.660888102204717","1"
"No, never","2017","higher education","Rural Area","706","0.590777756139713","0.56335530344985","0.618200208829575","1"
"No, never","2017","general elemantary","Urban Area","607","0.738119214178375","0.708280497639419","0.767957930717331","1"
"Rarely","2017","in school","Urban Area","3","","","","5"
"Rarely","2017","in school","Rural Area","2","","","","5"
"Rarely","2017","inadequately","Urban Area","13","","","","5"
"Rarely","2017","inadequately","Rural Area","3","","","","5"
"Rarely","2017","general elemantary","Urban Area","62","0.0711050859320824","0.053662989187882","0.0885471826762828","5"
"Rarely","2017","general elemantary","Rural Area","45","0.103541200735474","0.0765103355973837","0.130572065873564","5"
"Rarely","2017","middle vocational","Urban Area","540","0.14235845643257","0.131921938627742","0.152794974237398","5"
"Rarely","2017","middle vocational","Rural Area","371","0.141151093444208","0.128731223690542","0.153570963197873","5"
"Rarely","2017","vocational + Abi","Urban Area","152","0.140778485642384","0.121436190353192","0.160120780931576","5"
"Rarely","2017","vocational + Abi","Rural Area","51","0.110557543226322","0.0821470821285708","0.138968004324073","5"
"Rarely","2017","higher vocational","Urban Area","134","0.210480359686947","0.178024057622309","0.242936661751585","5"
"Rarely","2017","higher vocational","Rural Area","88","0.244569476102435","0.204269409524305","0.284869542680566","5"
"Rarely","2017","higher education","Urban Area","622","0.193527296065061","0.18017714905237","0.206877443077751","5"
"Rarely","2017","higher education","Rural Area","213","0.186782680455355","0.165046350213924","0.208519010696786","5"
"Yes, every 2 weeks","2017","in school","Urban Area","7","","","","3"
"Yes, every 2 weeks","2017","inadequately","Rural Area","4","","","","3"
"Yes, every 2 weeks","2017","general elemantary","Urban Area","79","0.0850785265878012","0.0661434547954517","0.104013598380151","3"
"Yes, every 2 weeks","2017","higher vocational","Urban Area","41","0.0697280650943253","0.0494502786267644","0.0900058515618863","3"
"Yes, every 2 weeks","2017","higher vocational","Rural Area","50","0.112686994587174","0.0830398620988341","0.142334127075514","3"
"Yes, every 2 weeks","2017","inadequately","Urban Area","10","","","","3"
"Yes, every 2 weeks","2017","middle vocational","Urban Area","444","0.10293199415515","0.0938559007757162","0.112008087534584","3"
"Yes, every 2 weeks","2017","general elemantary","Rural Area","51","0.0935447104232218","0.0677089653099412","0.119380455536503","3"
"Yes, every 2 weeks","2017","vocational + Abi","Urban Area","138","0.114103922491569","0.0964220208838772","0.13178582409926","3"
"Yes, every 2 weeks","2017","in school","Rural Area","3","","","","3"
"Yes, every 2 weeks","2017","higher education","Urban Area","260","0.0821880927016048","0.0729069512353508","0.0914692341678587","3"
"Yes, every 2 weeks","2017","higher education","Rural Area","112","0.081661173877576","0.0663881899556726","0.0969341577994794","3"
"Yes, every 2 weeks","2017","vocational + Abi","Rural Area","50","0.107396155344113","0.0793451191697988","0.135447191518427","3"
"Yes, every 2 weeks","2017","middle vocational","Rural Area","338","0.105813488111523","0.0948411013544196","0.116785874868627","3"
"Yes, every 3-4 weeks","2017","in school","Urban Area","5","","","","4"
"Yes, every 3-4 weeks","2017","in school","Rural Area","1","","","","4"
"Yes, every 3-4 weeks","2017","inadequately","Urban Area","7","","","","4"
"Yes, every 3-4 weeks","2017","vocational + Abi","Urban Area","88","0.0560940812576577","0.043297022400041","0.0688911401152745","4"
"Yes, every 3-4 weeks","2017","vocational + Abi","Rural Area","26","","","","4"
"Yes, every 3-4 weeks","2017","general elemantary","Rural Area","23","","","","4"
"Yes, every 3-4 weeks","2017","middle vocational","Urban Area","228","0.0535096448208158","0.0467878506639953","0.0602314389776363","4"
"Yes, every 3-4 weeks","2017","middle vocational","Rural Area","180","0.0539948884669371","0.0459329477506583","0.062056829183216","4"
"Yes, every 3-4 weeks","2017","higher vocational","Urban Area","35","0.0514835038580944","0.0338893546258976","0.0690776530902912","4"
"Yes, every 3-4 weeks","2017","higher vocational","Rural Area","30","0.0624453590170345","0.0397594727779608","0.0851312452561082","4"
"Yes, every 3-4 weeks","2017","higher education","Urban Area","268","0.0849424399380899","0.0755212302486792","0.0943636496275007","4"
"Yes, every 3-4 weeks","2017","general elemantary","Urban Area","36","0.051625965833396","0.0366087650328747","0.0666431666339173","4"
"Yes, every 3-4 weeks","2017","higher education","Rural Area","96","0.053802381961943","0.0412187418499287","0.0663860220739572","4"
"Yes, every 3-4 weeks","2017","inadequately","Rural Area","4","","","","4"
"Yes, every week","2017","vocational + Abi","Urban Area","76","0.0681947359416882","0.0541754692039371","0.0822140026794394","2"
"Yes, every week","2017","in school","Urban Area","11","","","","2"
"Yes, every week","2017","in school","Rural Area","4","","","","2"
"Yes, every week","2017","inadequately","Urban Area","9","","","","2"
"Yes, every week","2017","inadequately","Rural Area","2","","","","2"
"Yes, every week","2017","general elemantary","Urban Area","50","0.0540712074683453","0.0387223051534355","0.0694201097832552","2"
"Yes, every week","2017","general elemantary","Rural Area","28","","","","2"
"Yes, every week","2017","middle vocational","Urban Area","241","0.054589537231142","0.0478041289142087","0.0613749455480754","2"
"Yes, every week","2017","vocational + Abi","Rural Area","26","","","","2"
"Yes, every week","2017","higher vocational","Urban Area","33","0.0613905921730482","0.0422786359623885","0.0805025483837079","2"
"Yes, every week","2017","higher vocational","Rural Area","24","","","","2"
"Yes, every week","2017","middle vocational","Rural Area","186","0.0616827828134619","0.0531010822578697","0.0702644833690542","2"
"Yes, every week","2017","higher education","Urban Area","303","0.086614776503041","0.0771099743179477","0.0961195786881343","2"
"Yes, every week","2017","higher education","Rural Area","108","0.0869760075654135","0.0712595218732832","0.102692493257544","2"
"No, never","2018","higher vocational","Urban Area","","","","","1"
"No, never","2018","higher vocational","Rural Area","","","","","1"
"No, never","2018","higher education","Urban Area","","","","","1"
"No, never","2018","inadequately","Urban Area","","","","","1"
"No, never","2018","in school","Urban Area","","","","","1"
"No, never","2018","in school","Rural Area","","","","","1"
"No, never","2018","inadequately","Rural Area","","","","","1"
"No, never","2018","general elemantary","Urban Area","","","","","1"
"No, never","2018","general elemantary","Rural Area","","","","","1"
"No, never","2018","middle vocational","Urban Area","","","","","1"
"No, never","2018","vocational + Abi","Urban Area","","","","","1"
"No, never","2018","vocational + Abi","Rural Area","","","","","1"
"No, never","2018","higher education","Rural Area","","","","","1"
"No, never","2018","middle vocational","Rural Area","","","","","1"
"Rarely","2018","in school","Urban Area","","","","","5"
"Rarely","2018","in school","Rural Area","","","","","5"
"Rarely","2018","inadequately","Urban Area","","","","","5"
"Rarely","2018","inadequately","Rural Area","","","","","5"
"Rarely","2018","general elemantary","Urban Area","","","","","5"
"Rarely","2018","general elemantary","Rural Area","","","","","5"
"Rarely","2018","middle vocational","Urban Area","","","","","5"
"Rarely","2018","middle vocational","Rural Area","","","","","5"
"Rarely","2018","vocational + Abi","Urban Area","","","","","5"
"Rarely","2018","vocational + Abi","Rural Area","","","","","5"
"Rarely","2018","higher vocational","Urban Area","","","","","5"
"Rarely","2018","higher vocational","Rural Area","","","","","5"
"Rarely","2018","higher education","Urban Area","","","","","5"
"Rarely","2018","higher education","Rural Area","","","","","5"
"Yes, every 2 weeks","2018","inadequately","Rural Area","","","","","3"
"Yes, every 2 weeks","2018","higher vocational","Urban Area","","","","","3"
"Yes, every 2 weeks","2018","higher vocational","Rural Area","","","","","3"
"Yes, every 2 weeks","2018","in school","Urban Area","","","","","3"
"Yes, every 2 weeks","2018","in school","Rural Area","","","","","3"
"Yes, every 2 weeks","2018","inadequately","Urban Area","","","","","3"
"Yes, every 2 weeks","2018","vocational + Abi","Urban Area","","","","","3"
"Yes, every 2 weeks","2018","vocational + Abi","Rural Area","","","","","3"
"Yes, every 2 weeks","2018","higher education","Urban Area","","","","","3"
"Yes, every 2 weeks","2018","higher education","Rural Area","","","","","3"
"Yes, every 2 weeks","2018","general elemantary","Urban Area","","","","","3"
"Yes, every 2 weeks","2018","general elemantary","Rural Area","","","","","3"
"Yes, every 2 weeks","2018","middle vocational","Rural Area","","","","","3"
"Yes, every 2 weeks","2018","middle vocational","Urban Area","","","","","3"
"Yes, every 3-4 weeks","2018","in school","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2018","vocational + Abi","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2018","in school","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2018","inadequately","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2018","inadequately","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2018","general elemantary","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2018","higher vocational","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2018","general elemantary","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2018","middle vocational","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2018","higher education","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2018","higher education","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2018","vocational + Abi","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2018","middle vocational","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2018","higher vocational","Rural Area","","","","","4"
"Yes, every week","2018","vocational + Abi","Urban Area","","","","","2"
"Yes, every week","2018","vocational + Abi","Rural Area","","","","","2"
"Yes, every week","2018","higher vocational","Urban Area","","","","","2"
"Yes, every week","2018","higher vocational","Rural Area","","","","","2"
"Yes, every week","2018","general elemantary","Rural Area","","","","","2"
"Yes, every week","2018","middle vocational","Urban Area","","","","","2"
"Yes, every week","2018","in school","Urban Area","","","","","2"
"Yes, every week","2018","inadequately","Rural Area","","","","","2"
"Yes, every week","2018","general elemantary","Urban Area","","","","","2"
"Yes, every week","2018","middle vocational","Rural Area","","","","","2"
"Yes, every week","2018","higher education","Rural Area","","","","","2"
"Yes, every week","2018","higher education","Urban Area","","","","","2"
"Yes, every week","2018","in school","Rural Area","","","","","2"
"Yes, every week","2018","inadequately","Urban Area","","","","","2"
"No, never","2019","inadequately","Urban Area","81","0.759018185261478","0.67872973633719","0.839306634185766","1"
"No, never","2019","inadequately","Rural Area","33","0.681985399544768","0.548844885220474","0.815125913869062","1"
"No, never","2019","general elemantary","Urban Area","494","0.71949604194155","0.686239829675809","0.75275225420729","1"
"No, never","2019","general elemantary","Rural Area","309","0.727796977951675","0.686718776982496","0.768875178920854","1"
"No, never","2019","middle vocational","Urban Area","2597","0.688480756569012","0.673794715029679","0.703166798108345","1"
"No, never","2019","vocational + Abi","Urban Area","726","0.666881675585083","0.639557401717462","0.694205949452704","1"
"No, never","2019","vocational + Abi","Rural Area","326","0.710754753315677","0.669763408762363","0.751746097868992","1"
"No, never","2019","higher vocational","Urban Area","391","0.612995200358293","0.575666237004663","0.650324163711923","1"
"No, never","2019","higher vocational","Rural Area","285","0.549463800765678","0.505632952065657","0.5932946494657","1"
"No, never","2019","higher education","Urban Area","1745","0.541716226961969","0.524838710944596","0.558593742979343","1"
"No, never","2019","in school","Urban Area","22","","","","1"
"No, never","2019","in school","Rural Area","11","","","","1"
"No, never","2019","higher education","Rural Area","710","0.589179523725501","0.562558114781605","0.615800932669398","1"
"No, never","2019","middle vocational","Rural Area","1717","0.622443894120685","0.604124428310982","0.640763359930387","1"
"Rarely","2019","in school","Urban Area","4","","","","5"
"Rarely","2019","in school","Rural Area","1","","","","5"
"Rarely","2019","inadequately","Urban Area","7","","","","5"
"Rarely","2019","inadequately","Rural Area","5","","","","5"
"Rarely","2019","general elemantary","Urban Area","67","0.0994397701331071","0.0772871286042557","0.121592411661959","5"
"Rarely","2019","general elemantary","Rural Area","37","0.0606985700799342","0.0386616172568589","0.0827355229030094","5"
"Rarely","2019","middle vocational","Urban Area","465","0.116364673626616","0.106196018404215","0.126533328849016","5"
"Rarely","2019","middle vocational","Rural Area","347","0.145751163438437","0.132416865211078","0.159085461665796","5"
"Rarely","2019","vocational + Abi","Urban Area","147","0.114151616739652","0.0957165078285728","0.132586725650732","5"
"Rarely","2019","vocational + Abi","Rural Area","47","0.120126116535215","0.0907341872374275","0.149518045833002","5"
"Rarely","2019","higher vocational","Urban Area","139","0.187381032658601","0.15747453827434","0.217287527042862","5"
"Rarely","2019","higher vocational","Rural Area","99","0.235739218366449","0.19834691674658","0.273131519986319","5"
"Rarely","2019","higher education","Urban Area","751","0.221068936925847","0.207012710659014","0.23512516319268","5"
"Rarely","2019","higher education","Rural Area","255","0.181802205833204","0.160932808878851","0.202671602787558","5"
"Yes, every 2 weeks","2019","inadequately","Urban Area","11","","","","3"
"Yes, every 2 weeks","2019","inadequately","Rural Area","4","","","","3"
"Yes, every 2 weeks","2019","vocational + Abi","Urban Area","132","0.117748319722632","0.0990630839536141","0.136433555491651","3"
"Yes, every 2 weeks","2019","vocational + Abi","Rural Area","47","0.0893357119921667","0.0635493030064007","0.115122120977933","3"
"Yes, every 2 weeks","2019","higher vocational","Urban Area","49","0.0938092527771698","0.0714636606722585","0.116154844882081","3"
"Yes, every 2 weeks","2019","higher vocational","Rural Area","41","0.0937399140885531","0.0680635104893917","0.119416317687715","3"
"Yes, every 2 weeks","2019","higher education","Urban Area","270","0.0792441335325064","0.0700943425280578","0.088393924536955","3"
"Yes, every 2 weeks","2019","higher education","Rural Area","130","0.0828650443525849","0.0679479759811154","0.0977821127240544","3"
"Yes, every 2 weeks","2019","general elemantary","Rural Area","54","0.105706369744009","0.0773304159756339","0.134082323512383","3"
"Yes, every 2 weeks","2019","in school","Urban Area","9","","","","3"
"Yes, every 2 weeks","2019","in school","Rural Area","2","","","","3"
"Yes, every 2 weeks","2019","general elemantary","Urban Area","80","0.113090540949899","0.0896459928431128","0.136535089056684","3"
"Yes, every 2 weeks","2019","middle vocational","Urban Area","344","0.0876720431244818","0.0787034883475015","0.0966405979014621","3"
"Yes, every 2 weeks","2019","middle vocational","Rural Area","302","0.1114412758413","0.0995497370641406","0.123332814618459","3"
"Yes, every 3-4 weeks","2019","vocational + Abi","Urban Area","72","0.0527663919615066","0.0398055795568215","0.0657272043661917","4"
"Yes, every 3-4 weeks","2019","inadequately","Urban Area","3","","","","4"
"Yes, every 3-4 weeks","2019","in school","Urban Area","5","","","","4"
"Yes, every 3-4 weeks","2019","in school","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2019","inadequately","Rural Area","2","","","","4"
"Yes, every 3-4 weeks","2019","general elemantary","Urban Area","19","","","","4"
"Yes, every 3-4 weeks","2019","general elemantary","Rural Area","18","","","","4"
"Yes, every 3-4 weeks","2019","middle vocational","Urban Area","203","0.0558502230284595","0.0485682458610195","0.0631322001958996","4"
"Yes, every 3-4 weeks","2019","middle vocational","Rural Area","158","0.0637370048887219","0.0545056232429709","0.0729683865344729","4"
"Yes, every 3-4 weeks","2019","vocational + Abi","Rural Area","28","","","","4"
"Yes, every 3-4 weeks","2019","higher vocational","Urban Area","34","0.033408871727494","0.0196364115996959","0.047181331855292","4"
"Yes, every 3-4 weeks","2019","higher vocational","Rural Area","31","0.0567614049669966","0.0363777133061624","0.0771450966278308","4"
"Yes, every 3-4 weeks","2019","higher education","Urban Area","257","0.0676776708879289","0.0591690120365699","0.0761863297392879","4"
"Yes, every 3-4 weeks","2019","higher education","Rural Area","97","0.057976809859937","0.0453312189530043","0.0706224007668697","4"
"Yes, every week","2019","vocational + Abi","Urban Area","66","0.048451995991126","0.0360040939081626","0.0608998980740894","2"
"Yes, every week","2019","vocational + Abi","Rural Area","22","","","","2"
"Yes, every week","2019","higher vocational","Rural Area","39","0.0642956618123229","0.0426881057469044","0.0859032178777414","2"
"Yes, every week","2019","higher vocational","Urban Area","41","0.0724056424784423","0.052543574144282","0.0922677108126026","2"
"Yes, every week","2019","higher education","Urban Area","325","0.0902930316917487","0.0805849539683572","0.10000110941514","2"
"Yes, every week","2019","inadequately","Urban Area","7","","","","2"
"Yes, every week","2019","inadequately","Rural Area","3","","","","2"
"Yes, every week","2019","general elemantary","Urban Area","41","0.0479356635149313","0.0321213041962077","0.0637500228336548","2"
"Yes, every week","2019","general elemantary","Rural Area","33","0.0617180057399363","0.0395088293459508","0.0839271821339217","2"
"Yes, every week","2019","middle vocational","Urban Area","211","0.0516323036514311","0.0446150764713224","0.0586495308315397","2"
