"plb0219","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2012","direct migration background","vocational + Abi","9","","","","5"
"Rarely","2012","direct migration background","higher vocational","4","","","","5"
"Rarely","2012","direct migration background","higher education","34","0.160400398399279","0.10423549707218","0.216565299726377","5"
"Rarely","2012","indirect migration background","in school","","","","","5"
"Rarely","2012","indirect migration background","inadequately","1","","","","5"
"Rarely","2012","indirect migration background","general elemantary","3","","","","5"
"Rarely","2012","no migration background","in school","4","","","","5"
"Rarely","2012","no migration background","inadequately","4","","","","5"
"Rarely","2012","no migration background","general elemantary","17","","","","5"
"Rarely","2012","no migration background","middle vocational","260","0.132179820593949","0.117439342591469","0.146920298596429","5"
"Rarely","2012","no migration background","vocational + Abi","49","0.127231834520067","0.096200991741136","0.158262677298999","5"
"Rarely","2012","no migration background","higher vocational","66","0.254570054673995","0.203454501524076","0.305685607823914","5"
"Rarely","2012","no migration background","higher education","224","0.220788277921605","0.195616048488245","0.245960507354965","5"
"Yes, every 2 weeks","2012","no migration background","in school","1","","","","3"
"Yes, every 2 weeks","2012","no migration background","inadequately","4","","","","3"
"Yes, every 2 weeks","2012","no migration background","general elemantary","21","","","","3"
"Yes, every 2 weeks","2012","no migration background","middle vocational","228","0.104347079090893","0.0910417954475599","0.117652362734227","3"
"Yes, every 2 weeks","2012","no migration background","vocational + Abi","42","0.0865447921851655","0.0603623396020417","0.112727244768289","3"
"Yes, every 2 weeks","2012","no migration background","higher vocational","15","","","","3"
"Yes, every 2 weeks","2012","no migration background","higher education","88","0.0729442945932861","0.057162567947329","0.0887260212392431","3"
"Yes, every 2 weeks","2012","direct migration background","in school","","","","","3"
"Yes, every 2 weeks","2012","direct migration background","inadequately","5","","","","3"
"Yes, every 2 weeks","2012","direct migration background","general elemantary","10","","","","3"
"Yes, every 2 weeks","2012","direct migration background","middle vocational","28","","","","3"
"Yes, every 2 weeks","2012","direct migration background","vocational + Abi","12","","","","3"
"Yes, every 2 weeks","2012","direct migration background","higher vocational","2","","","","3"
"Yes, every 2 weeks","2012","direct migration background","higher education","16","","","","3"
"Yes, every 2 weeks","2012","indirect migration background","in school","","","","","3"
"Yes, every 2 weeks","2012","indirect migration background","inadequately","1","","","","3"
"Yes, every 2 weeks","2012","indirect migration background","general elemantary","12","","","","3"
"Yes, every 2 weeks","2012","indirect migration background","middle vocational","12","","","","3"
"Yes, every 2 weeks","2012","indirect migration background","vocational + Abi","7","","","","3"
"Yes, every 2 weeks","2012","indirect migration background","higher vocational","3","","","","3"
"Yes, every 2 weeks","2012","indirect migration background","higher education","13","","","","3"
"Yes, every 3-4 weeks","2012","indirect migration background","vocational + Abi","1","","","","4"
"Yes, every 3-4 weeks","2012","direct migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2012","direct migration background","inadequately","2","","","","4"
"Yes, every 3-4 weeks","2012","direct migration background","general elemantary","3","","","","4"
"Yes, every 3-4 weeks","2012","indirect migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2012","indirect migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2012","indirect migration background","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2012","indirect migration background","middle vocational","10","","","","4"
"Yes, every 3-4 weeks","2012","indirect migration background","higher vocational","1","","","","4"
"Yes, every 3-4 weeks","2012","indirect migration background","higher education","5","","","","4"
"Yes, every 3-4 weeks","2012","no migration background","in school","6","","","","4"
"Yes, every 3-4 weeks","2012","no migration background","middle vocational","117","0.0557405967753713","0.0457556539613602","0.0657255395893824","4"
"Yes, every 3-4 weeks","2012","no migration background","vocational + Abi","23","","","","4"
"Yes, every 3-4 weeks","2012","no migration background","higher vocational","11","","","","4"
"Yes, every 3-4 weeks","2012","no migration background","higher education","68","0.0700518301870455","0.0545620572351778","0.0855416031389132","4"
"Yes, every 3-4 weeks","2012","direct migration background","middle vocational","19","","","","4"
"Yes, every 3-4 weeks","2012","direct migration background","vocational + Abi","8","","","","4"
"Yes, every 3-4 weeks","2012","direct migration background","higher vocational","1","","","","4"
"Yes, every 3-4 weeks","2012","direct migration background","higher education","18","","","","4"
"Yes, every 3-4 weeks","2012","no migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2012","no migration background","general elemantary","8","","","","4"
"Yes, every week","2012","indirect migration background","vocational + Abi","2","","","","2"
"Yes, every week","2012","indirect migration background","higher vocational","1","","","","2"
"Yes, every week","2012","direct migration background","in school","","","","","2"
"Yes, every week","2012","direct migration background","inadequately","7","","","","2"
"Yes, every week","2012","direct migration background","general elemantary","8","","","","2"
"Yes, every week","2012","direct migration background","middle vocational","17","","","","2"
"Yes, every week","2012","indirect migration background","in school","2","","","","2"
"Yes, every week","2012","indirect migration background","inadequately","","","","","2"
"Yes, every week","2012","indirect migration background","general elemantary","1","","","","2"
"Yes, every week","2012","indirect migration background","middle vocational","9","","","","2"
"Yes, every week","2012","indirect migration background","higher education","3","","","","2"
"Yes, every week","2012","no migration background","in school","3","","","","2"
"Yes, every week","2012","no migration background","inadequately","5","","","","2"
"Yes, every week","2012","no migration background","middle vocational","113","0.0530438354929371","0.0432895264023863","0.062798144583488","2"
"Yes, every week","2012","no migration background","vocational + Abi","26","","","","2"
"Yes, every week","2012","no migration background","higher vocational","28","","","","2"
"Yes, every week","2012","no migration background","higher education","132","0.111313256311399","0.0922255505545308","0.130400962068266","2"
"Yes, every week","2012","direct migration background","vocational + Abi","4","","","","2"
"Yes, every week","2012","direct migration background","higher vocational","1","","","","2"
"Yes, every week","2012","direct migration background","higher education","15","","","","2"
"Yes, every week","2012","no migration background","general elemantary","14","","","","2"
"No, never","2013","indirect migration background","in school","7","","","","1"
"No, never","2013","indirect migration background","inadequately","7","","","","1"
"No, never","2013","indirect migration background","general elemantary","79","0.700799467253673","0.616371383552502","0.785227550954845","1"
"No, never","2013","indirect migration background","middle vocational","213","0.685138262786914","0.63562303336821","0.734653492205619","1"
"No, never","2013","indirect migration background","vocational + Abi","42","0.588392196323746","0.469664682055817","0.707119710591675","1"
"No, never","2013","indirect migration background","higher vocational","31","0.678222671381379","0.541731139930445","0.814714202832314","1"
"No, never","2013","indirect migration background","higher education","79","0.550475531715009","0.474802745472417","0.6261483179576","1"
"No, never","2013","no migration background","vocational + Abi","711","0.60520796113483","0.575781931520871","0.634633990748789","1"
"No, never","2013","no migration background","higher vocational","560","0.518298220252497","0.487437053586461","0.549159386918533","1"
"No, never","2013","no migration background","higher education","1844","0.502738987554542","0.486286946920562","0.519191028188522","1"
"No, never","2013","direct migration background","in school","2","","","","1"
"No, never","2013","direct migration background","inadequately","25","","","","1"
"No, never","2013","direct migration background","general elemantary","182","0.66594504228782","0.608503463928788","0.723386620646853","1"
"No, never","2013","direct migration background","middle vocational","383","0.686983454698717","0.649406036007876","0.724560873389559","1"
"No, never","2013","direct migration background","vocational + Abi","133","0.555544252721111","0.48701973319994","0.624068772242282","1"
"No, never","2013","direct migration background","higher vocational","41","0.59169877953535","0.474005581089285","0.709391977981415","1"
"No, never","2013","direct migration background","higher education","210","0.578032057371658","0.527504215347033","0.628559899396284","1"
"No, never","2013","no migration background","general elemantary","523","0.728275239862568","0.695916458312403","0.760634021412733","1"
"No, never","2013","no migration background","middle vocational","3990","0.626322459121323","0.614386797672714","0.638258120569931","1"
"No, never","2013","no migration background","inadequately","45","0.546341026061224","0.424370537308855","0.668311514813592","1"
"No, never","2013","no migration background","in school","30","0.533745618033171","0.403088612067092","0.66440262399925","1"
"Rarely","2013","no migration background","in school","4","","","","5"
"Rarely","2013","no migration background","inadequately","8","","","","5"
"Rarely","2013","no migration background","general elemantary","74","0.106214980523474","0.0838025372576741","0.128627423789274","5"
"Rarely","2013","no migration background","middle vocational","1025","0.177248022431436","0.167826433158692","0.186669611704181","5"
"Rarely","2013","no migration background","vocational + Abi","164","0.187004270589513","0.163531462242189","0.210477078936836","5"
"Rarely","2013","direct migration background","middle vocational","62","0.092166066611808","0.0687259973477878","0.115606135875828","5"
"Rarely","2013","direct migration background","vocational + Abi","24","","","","5"
"Rarely","2013","direct migration background","higher vocational","11","","","","5"
"Rarely","2013","direct migration background","higher education","74","0.21572973511749","0.173647098822535","0.257812371412445","5"
"Rarely","2013","indirect migration background","in school","4","","","","5"
"Rarely","2013","indirect migration background","inadequately","","","","","5"
"Rarely","2013","indirect migration background","general elemantary","5","","","","5"
"Rarely","2013","indirect migration background","middle vocational","43","0.0907657005890216","0.0601398239973618","0.121391577180681","5"
"Rarely","2013","indirect migration background","vocational + Abi","11","","","","5"
"Rarely","2013","indirect migration background","higher vocational","5","","","","5"
"Rarely","2013","indirect migration background","higher education","38","0.245626790650609","0.180144322228936","0.311109259072281","5"
"Rarely","2013","no migration background","higher vocational","257","0.301764895886178","0.273413884654971","0.330115907117384","5"
"Rarely","2013","no migration background","higher education","829","0.243282030206141","0.22916386288019","0.257400197532093","5"
"Rarely","2013","direct migration background","in school","","","","","5"
"Rarely","2013","direct migration background","inadequately","2","","","","5"
"Rarely","2013","direct migration background","general elemantary","21","","","","5"
"Yes, every 2 weeks","2013","no migration background","in school","7","","","","3"
"Yes, every 2 weeks","2013","no migration background","inadequately","4","","","","3"
"Yes, every 2 weeks","2013","no migration background","general elemantary","69","0.0914527341546447","0.0704849812218611","0.112420487087428","3"
"Yes, every 2 weeks","2013","no migration background","middle vocational","693","0.105104201273511","0.0975376971405406","0.112670705406481","3"
"Yes, every 2 weeks","2013","no migration background","vocational + Abi","96","0.0837483853202883","0.0670724287214785","0.100424341919098","3"
"Yes, every 2 weeks","2013","no migration background","higher vocational","78","0.0829644129176303","0.065928226931838","0.100000598903423","3"
"Yes, every 2 weeks","2013","no migration background","higher education","260","0.081885011521598","0.0728629240915032","0.0909070989516928","3"
"Yes, every 2 weeks","2013","direct migration background","higher vocational","10","","","","3"
"Yes, every 2 weeks","2013","direct migration background","higher education","35","0.0983481205792602","0.0678819732772062","0.128814267881314","3"
"Yes, every 2 weeks","2013","indirect migration background","in school","1","","","","3"
"Yes, every 2 weeks","2013","direct migration background","in school","","","","","3"
"Yes, every 2 weeks","2013","direct migration background","inadequately","10","","","","3"
"Yes, every 2 weeks","2013","direct migration background","general elemantary","24","","","","3"
"Yes, every 2 weeks","2013","direct migration background","middle vocational","70","0.100640378224179","0.0762609800348599","0.125019776413498","3"
"Yes, every 2 weeks","2013","direct migration background","vocational + Abi","26","","","","3"
"Yes, every 2 weeks","2013","indirect migration background","inadequately","2","","","","3"
"Yes, every 2 weeks","2013","indirect migration background","general elemantary","14","","","","3"
"Yes, every 2 weeks","2013","indirect migration background","middle vocational","43","0.100218615670443","0.0682051683875072","0.132232062953378","3"
"Yes, every 2 weeks","2013","indirect migration background","vocational + Abi","8","","","","3"
"Yes, every 2 weeks","2013","indirect migration background","higher vocational","5","","","","3"
"Yes, every 2 weeks","2013","indirect migration background","higher education","16","","","","3"
"Yes, every 3-4 weeks","2013","indirect migration background","vocational + Abi","4","","","","4"
"Yes, every 3-4 weeks","2013","indirect migration background","middle vocational","14","","","","4"
"Yes, every 3-4 weeks","2013","indirect migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2013","indirect migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2013","indirect migration background","general elemantary","5","","","","4"
"Yes, every 3-4 weeks","2013","indirect migration background","higher vocational","3","","","","4"
"Yes, every 3-4 weeks","2013","indirect migration background","higher education","13","","","","4"
"Yes, every 3-4 weeks","2013","no migration background","in school","3","","","","4"
"Yes, every 3-4 weeks","2013","no migration background","inadequately","3","","","","4"
"Yes, every 3-4 weeks","2013","no migration background","vocational + Abi","46","0.0673168168909099","0.0522325566145321","0.0824010771672877","4"
"Yes, every 3-4 weeks","2013","no migration background","higher vocational","54","0.0587854933975509","0.0442572620925446","0.0733137247025573","4"
"Yes, every 3-4 weeks","2013","no migration background","higher education","221","0.0696233000390362","0.0612487207186406","0.0779978793594318","4"
"Yes, every 3-4 weeks","2013","direct migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2013","direct migration background","inadequately","6","","","","4"
"Yes, every 3-4 weeks","2013","direct migration background","general elemantary","12","","","","4"
"Yes, every 3-4 weeks","2013","direct migration background","middle vocational","31","0.048724438475666","0.0312784030801499","0.0661704738711822","4"
"Yes, every 3-4 weeks","2013","direct migration background","vocational + Abi","7","","","","4"
"Yes, every 3-4 weeks","2013","direct migration background","higher vocational","1","","","","4"
"Yes, every 3-4 weeks","2013","direct migration background","higher education","20","","","","4"
"Yes, every 3-4 weeks","2013","no migration background","middle vocational","332","0.0490867879759233","0.0437564867930585","0.0544170891587882","4"
"Yes, every 3-4 weeks","2013","no migration background","general elemantary","18","","","","4"
"Yes, every week","2013","indirect migration background","higher vocational","1","","","","2"
"Yes, every week","2013","indirect migration background","middle vocational","25","","","","2"
"Yes, every week","2013","indirect migration background","vocational + Abi","1","","","","2"
"Yes, every week","2013","direct migration background","middle vocational","39","0.0714856619896298","0.0506083809816773","0.0923629429975823","2"
"Yes, every week","2013","indirect migration background","in school","3","","","","2"
"Yes, every week","2013","indirect migration background","inadequately","1","","","","2"
"Yes, every week","2013","indirect migration background","general elemantary","10","","","","2"
"Yes, every week","2013","indirect migration background","higher education","20","","","","2"
"Yes, every week","2013","no migration background","in school","12","","","","2"
"Yes, every week","2013","no migration background","inadequately","4","","","","2"
"Yes, every week","2013","no migration background","general elemantary","42","0.0524059206467298","0.0361959910955257","0.0686158501979339","2"
"Yes, every week","2013","no migration background","vocational + Abi","43","0.0567225660644593","0.0427976426381189","0.0706474894907997","2"
"Yes, every week","2013","no migration background","higher vocational","58","0.0381869775461443","0.0263501226136339","0.0500238324786547","2"
"Yes, every week","2013","no migration background","higher education","394","0.102470670678682","0.0924918228617895","0.112449518495575","2"
"Yes, every week","2013","direct migration background","in school","","","","","2"
"Yes, every week","2013","direct migration background","inadequately","6","","","","2"
"Yes, every week","2013","direct migration background","general elemantary","20","","","","2"
"Yes, every week","2013","direct migration background","vocational + Abi","12","","","","2"
"Yes, every week","2013","direct migration background","higher vocational","4","","","","2"
"Yes, every week","2013","direct migration background","higher education","28","","","","2"
"Yes, every week","2013","no migration background","middle vocational","271","0.0422385291978072","0.0372762399480691","0.0472008184475453","2"
"No, never","2014","no migration background","vocational + Abi","","","","","1"
"No, never","2014","no migration background","higher vocational","","","","","1"
"No, never","2014","no migration background","higher education","","","","","1"
"No, never","2014","direct migration background","in school","","","","","1"
"No, never","2014","indirect migration background","in school","","","","","1"
"No, never","2014","indirect migration background","inadequately","","","","","1"
"No, never","2014","indirect migration background","general elemantary","","","","","1"
"No, never","2014","indirect migration background","middle vocational","","","","","1"
"No, never","2014","indirect migration background","vocational + Abi","","","","","1"
"No, never","2014","indirect migration background","higher vocational","","","","","1"
"No, never","2014","indirect migration background","higher education","","","","","1"
"No, never","2014","direct migration background","higher vocational","","","","","1"
"No, never","2014","direct migration background","higher education","","","","","1"
"No, never","2014","no migration background","inadequately","","","","","1"
"No, never","2014","direct migration background","general elemantary","","","","","1"
"No, never","2014","direct migration background","vocational + Abi","","","","","1"
"No, never","2014","no migration background","in school","","","","","1"
"No, never","2014","no migration background","middle vocational","","","","","1"
"No, never","2014","direct migration background","inadequately","","","","","1"
"No, never","2014","no migration background","general elemantary","","","","","1"
"No, never","2014","direct migration background","middle vocational","","","","","1"
"Rarely","2014","no migration background","in school","","","","","5"
"Rarely","2014","no migration background","inadequately","","","","","5"
"Rarely","2014","no migration background","general elemantary","","","","","5"
"Rarely","2014","no migration background","middle vocational","","","","","5"
"Rarely","2014","no migration background","vocational + Abi","","","","","5"
"Rarely","2014","no migration background","higher vocational","","","","","5"
"Rarely","2014","no migration background","higher education","","","","","5"
"Rarely","2014","direct migration background","in school","","","","","5"
"Rarely","2014","direct migration background","inadequately","","","","","5"
"Rarely","2014","direct migration background","general elemantary","","","","","5"
"Rarely","2014","direct migration background","middle vocational","","","","","5"
"Rarely","2014","direct migration background","vocational + Abi","","","","","5"
"Rarely","2014","direct migration background","higher vocational","","","","","5"
"Rarely","2014","direct migration background","higher education","","","","","5"
"Rarely","2014","indirect migration background","in school","","","","","5"
"Rarely","2014","indirect migration background","inadequately","","","","","5"
"Rarely","2014","indirect migration background","general elemantary","","","","","5"
"Rarely","2014","indirect migration background","middle vocational","","","","","5"
"Rarely","2014","indirect migration background","vocational + Abi","","","","","5"
"Rarely","2014","indirect migration background","higher vocational","","","","","5"
"Rarely","2014","indirect migration background","higher education","","","","","5"
"Yes, every 2 weeks","2014","no migration background","in school","","","","","3"
"Yes, every 2 weeks","2014","no migration background","inadequately","","","","","3"
"Yes, every 2 weeks","2014","no migration background","general elemantary","","","","","3"
"Yes, every 2 weeks","2014","no migration background","middle vocational","","","","","3"
"Yes, every 2 weeks","2014","no migration background","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2014","no migration background","higher vocational","","","","","3"
"Yes, every 2 weeks","2014","no migration background","higher education","","","","","3"
"Yes, every 2 weeks","2014","direct migration background","in school","","","","","3"
"Yes, every 2 weeks","2014","direct migration background","inadequately","","","","","3"
"Yes, every 2 weeks","2014","direct migration background","general elemantary","","","","","3"
"Yes, every 2 weeks","2014","direct migration background","middle vocational","","","","","3"
"Yes, every 2 weeks","2014","direct migration background","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2014","direct migration background","higher vocational","","","","","3"
"Yes, every 2 weeks","2014","direct migration background","higher education","","","","","3"
"Yes, every 2 weeks","2014","indirect migration background","in school","","","","","3"
"Yes, every 2 weeks","2014","indirect migration background","inadequately","","","","","3"
"Yes, every 2 weeks","2014","indirect migration background","general elemantary","","","","","3"
"Yes, every 2 weeks","2014","indirect migration background","middle vocational","","","","","3"
"Yes, every 2 weeks","2014","indirect migration background","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2014","indirect migration background","higher vocational","","","","","3"
"Yes, every 2 weeks","2014","indirect migration background","higher education","","","","","3"
"Yes, every 3-4 weeks","2014","indirect migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2014","indirect migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2014","indirect migration background","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2014","indirect migration background","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2014","indirect migration background","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2014","no migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2014","no migration background","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2014","no migration background","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2014","no migration background","higher education","","","","","4"
"Yes, every 3-4 weeks","2014","direct migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2014","direct migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2014","indirect migration background","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2014","indirect migration background","higher education","","","","","4"
"Yes, every 3-4 weeks","2014","direct migration background","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2014","direct migration background","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2014","direct migration background","higher education","","","","","4"
"Yes, every 3-4 weeks","2014","no migration background","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2014","no migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2014","no migration background","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2014","direct migration background","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2014","direct migration background","general elemantary","","","","","4"
"Yes, every week","2014","indirect migration background","in school","","","","","2"
"Yes, every week","2014","indirect migration background","inadequately","","","","","2"
"Yes, every week","2014","indirect migration background","general elemantary","","","","","2"
"Yes, every week","2014","indirect migration background","middle vocational","","","","","2"
"Yes, every week","2014","indirect migration background","vocational + Abi","","","","","2"
"Yes, every week","2014","indirect migration background","higher vocational","","","","","2"
"Yes, every week","2014","no migration background","vocational + Abi","","","","","2"
"Yes, every week","2014","no migration background","higher vocational","","","","","2"
"Yes, every week","2014","no migration background","higher education","","","","","2"
"Yes, every week","2014","direct migration background","in school","","","","","2"
"Yes, every week","2014","direct migration background","inadequately","","","","","2"
"Yes, every week","2014","direct migration background","general elemantary","","","","","2"
"Yes, every week","2014","direct migration background","middle vocational","","","","","2"
"Yes, every week","2014","indirect migration background","higher education","","","","","2"
"Yes, every week","2014","no migration background","in school","","","","","2"
"Yes, every week","2014","no migration background","inadequately","","","","","2"
"Yes, every week","2014","no migration background","general elemantary","","","","","2"
"Yes, every week","2014","no migration background","middle vocational","","","","","2"
"Yes, every week","2014","direct migration background","vocational + Abi","","","","","2"
"Yes, every week","2014","direct migration background","higher vocational","","","","","2"
"Yes, every week","2014","direct migration background","higher education","","","","","2"
"No, never","2015","no migration background","middle vocational","3430","0.635286783573214","0.622417335528442","0.648156231617986","1"
"No, never","2015","no migration background","vocational + Abi","626","0.632689722416879","0.602099274670942","0.663280170162816","1"
"No, never","2015","no migration background","higher vocational","490","0.525272515235169","0.492538908662665","0.558006121807673","1"
"No, never","2015","no migration background","higher education","1586","0.487847828112434","0.470386694864887","0.505308961359981","1"
"No, never","2015","direct migration background","in school","4","","","","1"
"No, never","2015","indirect migration background","in school","4","","","","1"
"No, never","2015","indirect migration background","inadequately","13","","","","1"
"No, never","2015","indirect migration background","general elemantary","123","0.608214225453593","0.537872203929766","0.67855624697742","1"
"No, never","2015","indirect migration background","middle vocational","288","0.591278045632879","0.545705405450328","0.636850685815429","1"
"No, never","2015","indirect migration background","vocational + Abi","59","0.570016313667765","0.468852822316959","0.67117980501857","1"
"No, never","2015","indirect migration background","higher vocational","33","0.770035366745953","0.653394980258684","0.886675753233223","1"
"No, never","2015","indirect migration background","higher education","114","0.562505677995056","0.496502037540426","0.628509318449687","1"
"No, never","2015","direct migration background","vocational + Abi","265","0.578566879838923","0.531621296258178","0.625512463419668","1"
"No, never","2015","direct migration background","higher vocational","39","0.588398834763762","0.465901554601732","0.710896114925791","1"
"No, never","2015","direct migration background","higher education","409","0.550570464042457","0.513746855767724","0.587394072317189","1"
"No, never","2015","direct migration background","middle vocational","633","0.613984300189216","0.583268237049023","0.64470036332941","1"
"No, never","2015","no migration background","general elemantary","424","0.727190518014841","0.691669659333055","0.762711376696627","1"
"No, never","2015","direct migration background","general elemantary","307","0.648419404018149","0.603447156405303","0.693391651630996","1"
"No, never","2015","no migration background","inadequately","38","0.653763156527298","0.524449831151582","0.783076481903015","1"
"No, never","2015","no migration background","in school","17","","","","1"
"No, never","2015","direct migration background","inadequately","56","0.745695079615492","0.647140801855957","0.844249357375027","1"
"Rarely","2015","no migration background","in school","4","","","","5"
"Rarely","2015","no migration background","inadequately","4","","","","5"
"Rarely","2015","no migration background","general elemantary","54","0.0949105681627457","0.0715365888521789","0.118284547473312","5"
"Rarely","2015","no migration background","middle vocational","847","0.170184653155287","0.160137334225797","0.180231972084777","5"
"Rarely","2015","no migration background","vocational + Abi","165","0.188198934988826","0.163395759115643","0.213002110862009","5"
"Rarely","2015","no migration background","higher vocational","236","0.290805804036851","0.261036858396918","0.320574749676784","5"
"Rarely","2015","no migration background","higher education","753","0.238960125616619","0.224063182681159","0.253857068552078","5"
"Rarely","2015","direct migration background","in school","1","","","","5"
"Rarely","2015","direct migration background","inadequately","4","","","","5"
"Rarely","2015","direct migration background","general elemantary","38","0.0935934960522795","0.0661595371033683","0.121027455001191","5"
"Rarely","2015","direct migration background","middle vocational","86","0.114068994104806","0.0940118917413642","0.134126096468248","5"
"Rarely","2015","direct migration background","vocational + Abi","49","0.127572792906078","0.0958554163589754","0.15929016945318","5"
"Rarely","2015","direct migration background","higher vocational","9","","","","5"
"Rarely","2015","direct migration background","higher education","126","0.18093650217608","0.152438726530364","0.209434277821797","5"
"Rarely","2015","indirect migration background","in school","4","","","","5"
"Rarely","2015","indirect migration background","inadequately","","","","","5"
"Rarely","2015","indirect migration background","general elemantary","16","","","","5"
"Rarely","2015","indirect migration background","middle vocational","57","0.14484489936515","0.11221855784829","0.17747124088201","5"
"Rarely","2015","indirect migration background","vocational + Abi","10","","","","5"
"Rarely","2015","indirect migration background","higher vocational","14","","","","5"
"Rarely","2015","indirect migration background","higher education","41","0.168376417251592","0.118588695425008","0.218164139078177","5"
"Yes, every 2 weeks","2015","no migration background","in school","8","","","","3"
"Yes, every 2 weeks","2015","no migration background","inadequately","3","","","","3"
"Yes, every 2 weeks","2015","no migration background","general elemantary","65","0.0897280980686233","0.0669362562845533","0.112519939852693","3"
"Yes, every 2 weeks","2015","no migration background","middle vocational","592","0.105943033102881","0.0977145826753657","0.114171483530395","3"
"Yes, every 2 weeks","2015","no migration background","vocational + Abi","88","0.0986133679700298","0.0796944037444542","0.117532332195605","3"
"Yes, every 2 weeks","2015","no migration background","higher vocational","70","0.0637959510710045","0.0477760014022791","0.0798159007397298","3"
"Yes, every 2 weeks","2015","no migration background","higher education","236","0.0844892559833243","0.0747737998613235","0.0942047121053251","3"
"Yes, every 2 weeks","2015","direct migration background","in school","","","","","3"
"Yes, every 2 weeks","2015","direct migration background","inadequately","9","","","","3"
"Yes, every 2 weeks","2015","direct migration background","general elemantary","37","0.0943079435470837","0.0667803301960281","0.121835556898139","3"
"Yes, every 2 weeks","2015","direct migration background","middle vocational","119","0.11733607051192","0.0970313089491132","0.137640832074727","3"
"Yes, every 2 weeks","2015","direct migration background","vocational + Abi","52","0.116535708517206","0.0860302444060846","0.147041172628327","3"
"Yes, every 2 weeks","2015","direct migration background","higher vocational","7","","","","3"
"Yes, every 2 weeks","2015","direct migration background","higher education","68","0.109021446516735","0.0859497953239323","0.132093097709538","3"
"Yes, every 2 weeks","2015","indirect migration background","in school","3","","","","3"
"Yes, every 2 weeks","2015","indirect migration background","inadequately","2","","","","3"
"Yes, every 2 weeks","2015","indirect migration background","general elemantary","24","","","","3"
"Yes, every 2 weeks","2015","indirect migration background","middle vocational","61","0.158343586906371","0.124501121999482","0.19218605181326","3"
"Yes, every 2 weeks","2015","indirect migration background","vocational + Abi","10","","","","3"
"Yes, every 2 weeks","2015","indirect migration background","higher vocational","1","","","","3"
"Yes, every 2 weeks","2015","indirect migration background","higher education","24","","","","3"
"Yes, every 3-4 weeks","2015","indirect migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2015","indirect migration background","inadequately","","","","","4"
"Yes, every 3-4 weeks","2015","indirect migration background","general elemantary","4","","","","4"
"Yes, every 3-4 weeks","2015","indirect migration background","middle vocational","17","","","","4"
"Yes, every 3-4 weeks","2015","no migration background","in school","","","","","4"
"Yes, every 3-4 weeks","2015","no migration background","middle vocational","252","0.0470723588046919","0.0414098068082101","0.0527349108011737","4"
"Yes, every 3-4 weeks","2015","no migration background","vocational + Abi","40","0.0443518574553767","0.0312877777902826","0.0574159371204709","4"
"Yes, every 3-4 weeks","2015","no migration background","higher vocational","44","0.0540006343135135","0.0391848657652686","0.0688164028617585","4"
"Yes, every 3-4 weeks","2015","no migration background","higher education","236","0.0850950364489404","0.0753480393822072","0.0948420335156737","4"
"Yes, every 3-4 weeks","2015","direct migration background","in school","1","","","","4"
"Yes, every 3-4 weeks","2015","direct migration background","inadequately","1","","","","4"
"Yes, every 3-4 weeks","2015","indirect migration background","vocational + Abi","8","","","","4"
"Yes, every 3-4 weeks","2015","indirect migration background","higher vocational","1","","","","4"
"Yes, every 3-4 weeks","2015","indirect migration background","higher education","17","","","","4"
"Yes, every 3-4 weeks","2015","direct migration background","middle vocational","52","0.0628441004277165","0.0475324285751971","0.078155772280236","4"
"Yes, every 3-4 weeks","2015","direct migration background","general elemantary","26","","","","4"
"Yes, every 3-4 weeks","2015","no migration background","inadequately","4","","","","4"
"Yes, every 3-4 weeks","2015","direct migration background","vocational + Abi","29","","","","4"
"Yes, every 3-4 weeks","2015","direct migration background","higher vocational","2","","","","4"
