"plb0219","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2012","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","(1b) general elementary school","6","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","(1c) basic vocational qualification","40","0.0561280609917987","0.0395891016213659","0.0726670203622315"
"Yes, every 3-4 weeks","2012","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2012","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","(2b) intermediate general qualification","4","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","(2a) intermediate vocational","95","0.0589210836088485","0.0474472851549254","0.0703948820627716"
"Yes, every 3-4 weeks","2012","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","(3a) lower tertiary education","4","","",""
"Yes, every 3-4 weeks","2012","secondary school degree","(3b) higher tertiary education","1","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","(0) in school","","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","(2c_gen) general maturity certificate","9","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","(2c_voc) vocational maturity certificate","31","0.0417790871581352","0.0256886751622679","0.0578694991540026"
"Yes, every 3-4 weeks","2012","college entrance qualification","(3a) lower tertiary education","20","","",""
"Yes, every 3-4 weeks","2012","college entrance qualification","(3b) higher tertiary education","52","0.0803942463512756","0.0607639131557313","0.10002457954682"
"Yes, every 3-4 weeks","2012","Other degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2012","Other degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2012","Other degree","(1b) general elementary school","1","","",""
"Yes, every 3-4 weeks","2012","Other degree","(1c) basic vocational qualification","6","","",""
"Yes, every 3-4 weeks","2012","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2012","Other degree","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2012","Other degree","(2c_gen) general maturity certificate","2","","",""
"Yes, every 3-4 weeks","2012","Other degree","(2c_voc) vocational maturity certificate","7","","",""
"Yes, every 3-4 weeks","2012","Other degree","(3a) lower tertiary education","2","","",""
"Yes, every 3-4 weeks","2012","Other degree","(3b) higher tertiary education","12","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","(0) in school","6","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","(1a) inadequately completed","3","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2012","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Rarely","2012","lower secondary degree","(0) in school","","","",""
"Rarely","2012","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely","2012","lower secondary degree","(1b) general elementary school","16","","",""
"Rarely","2012","lower secondary degree","(1c) basic vocational qualification","94","0.117612361480921","0.0944641300355788","0.140760592926263"
"Rarely","2012","lower secondary degree","(2b) intermediate general qualification","","","",""
"Rarely","2012","lower secondary degree","(2a) intermediate vocational","","","",""
"Rarely","2012","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Rarely","2012","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2012","lower secondary degree","(3a) lower tertiary education","2","","",""
"Rarely","2012","lower secondary degree","(3b) higher tertiary education","","","",""
"Rarely","2012","secondary school degree","(0) in school","","","",""
"Rarely","2012","secondary school degree","(1a) inadequately completed","","","",""
"Rarely","2012","secondary school degree","(1b) general elementary school","","","",""
"Rarely","2012","secondary school degree","(1c) basic vocational qualification","","","",""
"Rarely","2012","secondary school degree","(2b) intermediate general qualification","6","","",""
"Rarely","2012","secondary school degree","(2a) intermediate vocational","223","0.142358711335086","0.125333061512288","0.159384361157883"
"Rarely","2012","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Rarely","2012","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2012","secondary school degree","(3a) lower tertiary education","15","","",""
"Rarely","2012","secondary school degree","(3b) higher tertiary education","4","","",""
"Rarely","2012","college entrance qualification","(0) in school","","","",""
"Rarely","2012","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely","2012","college entrance qualification","(1b) general elementary school","","","",""
"Rarely","2012","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely","2012","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely","2012","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely","2012","college entrance qualification","(2c_gen) general maturity certificate","14","","",""
"Rarely","2012","college entrance qualification","(2c_voc) vocational maturity certificate","77","0.138599132083302","0.110812380631925","0.16638588353468"
"Rarely","2012","college entrance qualification","(3a) lower tertiary education","62","0.213770429659727","0.169671550524841","0.257869308794612"
"Rarely","2012","college entrance qualification","(3b) higher tertiary education","172","0.231691084810033","0.201230590629864","0.262151578990202"
"Rarely","2012","Other degree","(0) in school","","","",""
"Rarely","2012","Other degree","(1a) inadequately completed","","","",""
"Rarely","2012","Other degree","(1b) general elementary school","11","","",""
"Rarely","2012","Other degree","(1c) basic vocational qualification","11","","",""
"Rarely","2012","Other degree","(2b) intermediate general qualification","","","",""
"Rarely","2012","Other degree","(2a) intermediate vocational","","","",""
"Rarely","2012","Other degree","(2c_gen) general maturity certificate","7","","",""
"Rarely","2012","Other degree","(2c_voc) vocational maturity certificate","7","","",""
"Rarely","2012","Other degree","(3a) lower tertiary education","2","","",""
"Rarely","2012","Other degree","(3b) higher tertiary education","21","","",""
"Rarely","2012","no degree/no degree yet","(0) in school","4","","",""
"Rarely","2012","no degree/no degree yet","(1a) inadequately completed","8","","",""
"Rarely","2012","no degree/no degree yet","(1b) general elementary school","","","",""
"Rarely","2012","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Rarely","2012","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Rarely","2012","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Rarely","2012","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Rarely","2012","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2012","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Rarely","2012","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No, never","2013","lower secondary degree","(0) in school","","","",""
"No, never","2013","lower secondary degree","(1a) inadequately completed","","","",""
"No, never","2013","lower secondary degree","(1b) general elementary school","372","0.730834834110279","0.69278682941819","0.768882838802368"
"No, never","2013","lower secondary degree","(1c) basic vocational qualification","1586","0.638117928032906","0.619212730924818","0.657023125140995"
"No, never","2013","lower secondary degree","(2b) intermediate general qualification","","","",""
"No, never","2013","lower secondary degree","(2a) intermediate vocational","2","","",""
"No, never","2013","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"No, never","2013","lower secondary degree","(2c_voc) vocational maturity certificate","4","","",""
"No, never","2013","lower secondary degree","(3a) lower tertiary education","14","","",""
"No, never","2013","lower secondary degree","(3b) higher tertiary education","4","","",""
"No, never","2013","secondary school degree","(0) in school","","","",""
"No, never","2013","secondary school degree","(1a) inadequately completed","","","",""
"No, never","2013","secondary school degree","(1b) general elementary school","","","",""
"No, never","2013","secondary school degree","(1c) basic vocational qualification","","","",""
"No, never","2013","secondary school degree","(2b) intermediate general qualification","305","0.712544046981616","0.66910587153641","0.755982222426822"
"No, never","2013","secondary school degree","(2a) intermediate vocational","2824","0.614110249437035","0.59997475421884","0.628245744655229"
"No, never","2013","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No, never","2013","secondary school degree","(2c_voc) vocational maturity certificate","7","","",""
"No, never","2013","secondary school degree","(3a) lower tertiary education","191","0.582056020709746","0.528184208544472","0.63592783287502"
"No, never","2013","secondary school degree","(3b) higher tertiary education","55","0.598984556745606","0.49937638284473","0.698592730646483"
"No, never","2013","college entrance qualification","(0) in school","","","",""
"No, never","2013","college entrance qualification","(1a) inadequately completed","","","",""
"No, never","2013","college entrance qualification","(1b) general elementary school","","","",""
"No, never","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"No, never","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"No, never","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"No, never","2013","college entrance qualification","(2c_gen) general maturity certificate","281","0.589153517494593","0.544627311244504","0.633679723744683"
"No, never","2013","college entrance qualification","(2c_voc) vocational maturity certificate","981","0.594951144562494","0.570190954491963","0.619711334633025"
"No, never","2013","college entrance qualification","(3a) lower tertiary education","656","0.593934997422703","0.564315112247149","0.623554882598257"
"No, never","2013","college entrance qualification","(3b) higher tertiary education","1037","0.448180278428033","0.427722421251087","0.468638135604978"
"No, never","2013","Other degree","(0) in school","","","",""
"No, never","2013","Other degree","(1a) inadequately completed","","","",""
"No, never","2013","Other degree","(1b) general elementary school","122","0.64753165725763","0.577933239803613","0.717130074711647"
"No, never","2013","Other degree","(1c) basic vocational qualification","161","0.66298980784807","0.603679780872624","0.722299834823516"
"No, never","2013","Other degree","(2b) intermediate general qualification","","","",""
"No, never","2013","Other degree","(2a) intermediate vocational","","","",""
"No, never","2013","Other degree","(2c_gen) general maturity certificate","54","0.575057918392098","0.467404891349106","0.682710945435091"
"No, never","2013","Other degree","(2c_voc) vocational maturity certificate","87","0.557846245498644","0.475578804390355","0.640113686606934"
"No, never","2013","Other degree","(3a) lower tertiary education","9","","",""
"No, never","2013","Other degree","(3b) higher tertiary education","137","0.578565556259368","0.515566594690234","0.641564517828501"
"No, never","2013","no degree/no degree yet","(0) in school","40","0.568806791694132","0.455970040434919","0.681643542953345"
"No, never","2013","no degree/no degree yet","(1a) inadequately completed","88","0.618022998079503","0.53782575095987","0.698220245199136"
"No, never","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"No, never","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No, never","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No, never","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No, never","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No, never","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No, never","2013","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No, never","2013","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"Yes, every week","2013","lower secondary degree","(0) in school","","","",""
"Yes, every week","2013","lower secondary degree","(1a) inadequately completed","","","",""
"Yes, every week","2013","lower secondary degree","(1b) general elementary school","34","0.0604407568923736","0.0399979808243571","0.0808835329603901"
"Yes, every week","2013","lower secondary degree","(1c) basic vocational qualification","138","0.0492739025165995","0.0407589272626428","0.0577888777705562"
"Yes, every week","2013","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes, every week","2013","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes, every week","2013","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2013","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every week","2013","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes, every week","2013","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes, every week","2013","secondary school degree","(0) in school","","","",""
"Yes, every week","2013","secondary school degree","(1a) inadequately completed","","","",""
"Yes, every week","2013","secondary school degree","(1b) general elementary school","","","",""
"Yes, every week","2013","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, every week","2013","secondary school degree","(2b) intermediate general qualification","22","","",""
"Yes, every week","2013","secondary school degree","(2a) intermediate vocational","171","0.0353610861293261","0.0299981648749324","0.0407240073837198"
"Yes, every week","2013","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2013","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2013","secondary school degree","(3a) lower tertiary education","16","","",""
"Yes, every week","2013","secondary school degree","(3b) higher tertiary education","9","","",""
"Yes, every week","2013","college entrance qualification","(0) in school","","","",""
"Yes, every week","2013","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, every week","2013","college entrance qualification","(1b) general elementary school","","","",""
"Yes, every week","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every week","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every week","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every week","2013","college entrance qualification","(2c_gen) general maturity certificate","44","0.0705858892720748","0.0474052586930871","0.0937665198510624"
"Yes, every week","2013","college entrance qualification","(2c_voc) vocational maturity certificate","57","0.0473344420768378","0.0366237266476678","0.0580451575060078"
"Yes, every week","2013","college entrance qualification","(3a) lower tertiary education","56","0.0476316911964602","0.034785730159281","0.0604776522336393"
"Yes, every week","2013","college entrance qualification","(3b) higher tertiary education","335","0.135155109738881","0.121090732421532","0.149219487056231"
"Yes, every week","2013","Other degree","(0) in school","","","",""
"Yes, every week","2013","Other degree","(1a) inadequately completed","","","",""
"Yes, every week","2013","Other degree","(1b) general elementary school","18","","",""
"Yes, every week","2013","Other degree","(1c) basic vocational qualification","13","","",""
"Yes, every week","2013","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every week","2013","Other degree","(2a) intermediate vocational","","","",""
"Yes, every week","2013","Other degree","(2c_gen) general maturity certificate","6","","",""
"Yes, every week","2013","Other degree","(2c_voc) vocational maturity certificate","12","","",""
"Yes, every week","2013","Other degree","(3a) lower tertiary education","","","",""
"Yes, every week","2013","Other degree","(3b) higher tertiary education","19","","",""
"Yes, every week","2013","no degree/no degree yet","(0) in school","15","","",""
"Yes, every week","2013","no degree/no degree yet","(1a) inadequately completed","14","","",""
"Yes, every week","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every week","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every week","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every week","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every week","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2013","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes, every week","2013","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2013","lower secondary degree","(0) in school","","","",""
"Yes, every 2 weeks","2013","lower secondary degree","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2013","lower secondary degree","(1b) general elementary school","52","0.0950741983311805","0.0699118794890497","0.120236517173311"
"Yes, every 2 weeks","2013","lower secondary degree","(1c) basic vocational qualification","259","0.101752117412391","0.0898584160067556","0.113645818818026"
"Yes, every 2 weeks","2013","lower secondary degree","(2b) intermediate general qualification","1","","",""
"Yes, every 2 weeks","2013","lower secondary degree","(2a) intermediate vocational","1","","",""
"Yes, every 2 weeks","2013","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2013","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2013","lower secondary degree","(3a) lower tertiary education","1","","",""
"Yes, every 2 weeks","2013","lower secondary degree","(3b) higher tertiary education","1","","",""
"Yes, every 2 weeks","2013","secondary school degree","(0) in school","","","",""
"Yes, every 2 weeks","2013","secondary school degree","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2013","secondary school degree","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2013","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2013","secondary school degree","(2b) intermediate general qualification","38","0.0918350039214191","0.0641167054287815","0.119553302414057"
"Yes, every 2 weeks","2013","secondary school degree","(2a) intermediate vocational","501","0.100379883914699","0.091654005508677","0.109105762320721"
"Yes, every 2 weeks","2013","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2013","secondary school degree","(2c_voc) vocational maturity certificate","2","","",""
"Yes, every 2 weeks","2013","secondary school degree","(3a) lower tertiary education","29","","",""
"Yes, every 2 weeks","2013","secondary school degree","(3b) higher tertiary education","6","","",""
"Yes, every 2 weeks","2013","college entrance qualification","(0) in school","","","",""
"Yes, every 2 weeks","2013","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2013","college entrance qualification","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2013","college entrance qualification","(2c_gen) general maturity certificate","54","0.141404900985267","0.109870244589428","0.172939557381105"
"Yes, every 2 weeks","2013","college entrance qualification","(2c_voc) vocational maturity certificate","134","0.0878217447836968","0.0735459431221294","0.102097546445264"
"Yes, every 2 weeks","2013","college entrance qualification","(3a) lower tertiary education","60","0.0770152079081872","0.0609346300684447","0.0930957857479297"
"Yes, every 2 weeks","2013","college entrance qualification","(3b) higher tertiary education","186","0.0880106117450351","0.0763560063197324","0.0996652171703379"
"Yes, every 2 weeks","2013","Other degree","(0) in school","","","",""
"Yes, every 2 weeks","2013","Other degree","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2013","Other degree","(1b) general elementary school","19","","",""
"Yes, every 2 weeks","2013","Other degree","(1c) basic vocational qualification","30","0.104537127615618","0.0661476456988789","0.142926609532358"
"Yes, every 2 weeks","2013","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2013","Other degree","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2013","Other degree","(2c_gen) general maturity certificate","8","","",""
"Yes, every 2 weeks","2013","Other degree","(2c_voc) vocational maturity certificate","20","","",""
"Yes, every 2 weeks","2013","Other degree","(3a) lower tertiary education","1","","",""
"Yes, every 2 weeks","2013","Other degree","(3b) higher tertiary education","24","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","(0) in school","8","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","(1a) inadequately completed","17","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2013","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","(1b) general elementary school","15","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","(1c) basic vocational qualification","107","0.0424231156476382","0.0344938072424417","0.0503524240528347"
"Yes, every 3-4 weeks","2013","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2013","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2013","secondary school degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2013","secondary school degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2013","secondary school degree","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2013","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2013","secondary school degree","(2b) intermediate general qualification","12","","",""
"Yes, every 3-4 weeks","2013","secondary school degree","(2a) intermediate vocational","257","0.0526642334554594","0.0461783956459481","0.0591500712649706"
"Yes, every 3-4 weeks","2013","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2013","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2013","secondary school degree","(3a) lower tertiary education","18","","",""
"Yes, every 3-4 weeks","2013","secondary school degree","(3b) higher tertiary education","3","","",""
"Yes, every 3-4 weeks","2013","college entrance qualification","(0) in school","","","",""
"Yes, every 3-4 weeks","2013","college entrance qualification","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2013","college entrance qualification","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2013","college entrance qualification","(2c_gen) general maturity certificate","28","","",""
"Yes, every 3-4 weeks","2013","college entrance qualification","(2c_voc) vocational maturity certificate","70","0.061708711189665","0.0495719809920317","0.0738454413872984"
"Yes, every 3-4 weeks","2013","college entrance qualification","(3a) lower tertiary education","38","0.0506701688696337","0.0374419652353909","0.0638983725038766"
"Yes, every 3-4 weeks","2013","college entrance qualification","(3b) higher tertiary education","175","0.0816990363212912","0.0704313136477398","0.0929667589948425"
"Yes, every 3-4 weeks","2013","Other degree","(0) in school","","","",""
"Yes, every 3-4 weeks","2013","Other degree","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2013","Other degree","(1b) general elementary school","8","","",""
"Yes, every 3-4 weeks","2013","Other degree","(1c) basic vocational qualification","8","","",""
"Yes, every 3-4 weeks","2013","Other degree","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2013","Other degree","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2013","Other degree","(2c_gen) general maturity certificate","5","","",""
"Yes, every 3-4 weeks","2013","Other degree","(2c_voc) vocational maturity certificate","6","","",""
"Yes, every 3-4 weeks","2013","Other degree","(3a) lower tertiary education","1","","",""
"Yes, every 3-4 weeks","2013","Other degree","(3b) higher tertiary education","16","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","(0) in school","3","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","(1a) inadequately completed","12","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2013","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Rarely","2013","lower secondary degree","(0) in school","","","",""
"Rarely","2013","lower secondary degree","(1a) inadequately completed","","","",""
"Rarely","2013","lower secondary degree","(1b) general elementary school","49","0.0844575351271103","0.0606029818982104","0.10831208835601"
"Rarely","2013","lower secondary degree","(1c) basic vocational qualification","392","0.168432936390465","0.153709494309207","0.183156378471723"
"Rarely","2013","lower secondary degree","(2b) intermediate general qualification","","","",""
"Rarely","2013","lower secondary degree","(2a) intermediate vocational","2","","",""
"Rarely","2013","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Rarely","2013","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"Rarely","2013","lower secondary degree","(3a) lower tertiary education","2","","",""
"Rarely","2013","lower secondary degree","(3b) higher tertiary education","6","","",""
"Rarely","2013","secondary school degree","(0) in school","","","",""
"Rarely","2013","secondary school degree","(1a) inadequately completed","","","",""
"Rarely","2013","secondary school degree","(1b) general elementary school","","","",""
"Rarely","2013","secondary school degree","(1c) basic vocational qualification","","","",""
"Rarely","2013","secondary school degree","(2b) intermediate general qualification","40","0.119801600644538","0.0886341226823783","0.150969078606697"
"Rarely","2013","secondary school degree","(2a) intermediate vocational","803","0.197484547063481","0.185924769048028","0.209044325078934"
"Rarely","2013","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Rarely","2013","secondary school degree","(2c_voc) vocational maturity certificate","1","","",""
"Rarely","2013","secondary school degree","(3a) lower tertiary education","68","0.209642420916898","0.165182206848022","0.254102634985775"
"Rarely","2013","secondary school degree","(3b) higher tertiary education","20","","",""
"Rarely","2013","college entrance qualification","(0) in school","","","",""
"Rarely","2013","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely","2013","college entrance qualification","(1b) general elementary school","","","",""
"Rarely","2013","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely","2013","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely","2013","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely","2013","college entrance qualification","(2c_gen) general maturity certificate","62","0.125664214388897","0.0956652262075584","0.155663202570235"
"Rarely","2013","college entrance qualification","(2c_voc) vocational maturity certificate","268","0.208183957387306","0.187705586913102","0.228662327861509"
"Rarely","2013","college entrance qualification","(3a) lower tertiary education","246","0.230747934603016","0.205337073717473","0.256158795488559"
"Rarely","2013","college entrance qualification","(3b) higher tertiary education","537","0.24695496376676","0.229214926924282","0.264695000609237"
"Rarely","2013","Other degree","(0) in school","","","",""
"Rarely","2013","Other degree","(1a) inadequately completed","","","",""
"Rarely","2013","Other degree","(1b) general elementary school","14","","",""
