"pli0096_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Never","2003","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"Never","2003","Saxony","no migration background","1246","0.809130463289531","0.789759119804084","0.828501806774977"
"Never","2003","Saxony","direct migration background","23","","",""
"Never","2003","Saxony","indirect migration background","6","","",""
"Never","2003","Saxony-Anhalt","no migration background","718","0.81122463514023","0.785700711280115","0.836748559000345"
"Never","2003","Saxony-Anhalt","direct migration background","22","","",""
"Never","2003","Saxony-Anhalt","indirect migration background","5","","",""
"Never","2003","Thuringia","no migration background","704","0.769503881765465","0.74250911988045","0.79649864365048"
"Never","2003","Thuringia","direct migration background","12","","",""
"Never","2003","Thuringia","indirect migration background","6","","",""
"Daily","2004","Schleswig-Holstein","no migration background","","","",""
"Daily","2004","Schleswig-Holstein","direct migration background","","","",""
"Daily","2004","Schleswig-Holstein","indirect migration background","","","",""
"Daily","2004","Hamburg","no migration background","","","",""
"Daily","2004","Hamburg","direct migration background","","","",""
"Daily","2004","Hamburg","indirect migration background","","","",""
"Daily","2004","Lower Saxony","no migration background","","","",""
"Daily","2004","Lower Saxony","direct migration background","","","",""
"Daily","2004","Lower Saxony","indirect migration background","","","",""
"Daily","2004","Bremen","no migration background","","","",""
"Daily","2004","Bremen","direct migration background","","","",""
"Daily","2004","Bremen","indirect migration background","","","",""
"Daily","2004","North Rhine-Westphalia","no migration background","","","",""
"Daily","2004","North Rhine-Westphalia","direct migration background","","","",""
"Daily","2004","North Rhine-Westphalia","indirect migration background","","","",""
"Daily","2004","Hesse","no migration background","","","",""
"Daily","2004","Hesse","direct migration background","","","",""
"Daily","2004","Hesse","indirect migration background","","","",""
"Daily","2004","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Daily","2004","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","2004","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","2004","Baden-Württemberg","no migration background","","","",""
"Daily","2004","Baden-Württemberg","direct migration background","","","",""
"Daily","2004","Baden-Württemberg","indirect migration background","","","",""
"Daily","2004","Bavaria","no migration background","","","",""
"Daily","2004","Bavaria","direct migration background","","","",""
"Daily","2004","Bavaria","indirect migration background","","","",""
"Daily","2004","Berlin","no migration background","","","",""
"Daily","2004","Berlin","direct migration background","","","",""
"Daily","2004","Berlin","indirect migration background","","","",""
"Daily","2004","Brandenburg","no migration background","","","",""
"Daily","2004","Brandenburg","direct migration background","","","",""
"Daily","2004","Brandenburg","indirect migration background","","","",""
"Daily","2004","Mecklenburg-Western Pomerania","no migration background","","","",""
"Daily","2004","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","2004","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","2004","Saxony","no migration background","","","",""
"Daily","2004","Saxony","direct migration background","","","",""
"Daily","2004","Saxony","indirect migration background","","","",""
"Daily","2004","Saxony-Anhalt","no migration background","","","",""
"Daily","2004","Saxony-Anhalt","direct migration background","","","",""
"Daily","2004","Saxony-Anhalt","indirect migration background","","","",""
"Daily","2004","Thuringia","no migration background","","","",""
"Daily","2004","Thuringia","direct migration background","","","",""
"Daily","2004","Thuringia","indirect migration background","","","",""
"Min 1x per week","2004","Schleswig-Holstein","no migration background","","","",""
"Min 1x per week","2004","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per week","2004","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per week","2004","Hamburg","no migration background","","","",""
"Min 1x per week","2004","Hamburg","direct migration background","","","",""
"Min 1x per week","2004","Hamburg","indirect migration background","","","",""
"Min 1x per week","2004","Lower Saxony","no migration background","","","",""
"Min 1x per week","2004","Lower Saxony","direct migration background","","","",""
"Min 1x per week","2004","Lower Saxony","indirect migration background","","","",""
"Min 1x per week","2004","Bremen","no migration background","","","",""
"Min 1x per week","2004","Bremen","direct migration background","","","",""
"Min 1x per week","2004","Bremen","indirect migration background","","","",""
"Min 1x per week","2004","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per week","2004","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per week","2004","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per week","2004","Hesse","no migration background","","","",""
"Min 1x per week","2004","Hesse","direct migration background","","","",""
"Min 1x per week","2004","Hesse","indirect migration background","","","",""
"Min 1x per week","2004","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per week","2004","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per week","2004","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per week","2004","Baden-Württemberg","no migration background","","","",""
"Min 1x per week","2004","Baden-Württemberg","direct migration background","","","",""
"Min 1x per week","2004","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per week","2004","Bavaria","no migration background","","","",""
"Min 1x per week","2004","Bavaria","direct migration background","","","",""
"Min 1x per week","2004","Bavaria","indirect migration background","","","",""
"Min 1x per week","2004","Berlin","no migration background","","","",""
"Min 1x per week","2004","Berlin","direct migration background","","","",""
"Min 1x per week","2004","Berlin","indirect migration background","","","",""
"Min 1x per week","2004","Brandenburg","no migration background","","","",""
"Min 1x per week","2004","Brandenburg","direct migration background","","","",""
"Min 1x per week","2004","Brandenburg","indirect migration background","","","",""
"Min 1x per week","2004","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per week","2004","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per week","2004","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","2004","Saxony","no migration background","","","",""
"Min 1x per week","2004","Saxony","direct migration background","","","",""
"Min 1x per week","2004","Saxony","indirect migration background","","","",""
"Min 1x per week","2004","Saxony-Anhalt","no migration background","","","",""
"Min 1x per week","2004","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per week","2004","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","2004","Thuringia","no migration background","","","",""
"Min 1x per week","2004","Thuringia","direct migration background","","","",""
"Min 1x per week","2004","Thuringia","indirect migration background","","","",""
"Min 1x per month","2004","Schleswig-Holstein","no migration background","","","",""
"Min 1x per month","2004","Schleswig-Holstein","direct migration background","","","",""
"Min 1x per month","2004","Schleswig-Holstein","indirect migration background","","","",""
"Min 1x per month","2004","Hamburg","no migration background","","","",""
"Min 1x per month","2004","Hamburg","direct migration background","","","",""
"Min 1x per month","2004","Hamburg","indirect migration background","","","",""
"Min 1x per month","2004","Lower Saxony","no migration background","","","",""
"Min 1x per month","2004","Lower Saxony","direct migration background","","","",""
"Min 1x per month","2004","Lower Saxony","indirect migration background","","","",""
"Min 1x per month","2004","Bremen","no migration background","","","",""
"Min 1x per month","2004","Bremen","direct migration background","","","",""
"Min 1x per month","2004","Bremen","indirect migration background","","","",""
"Min 1x per month","2004","North Rhine-Westphalia","no migration background","","","",""
"Min 1x per month","2004","North Rhine-Westphalia","direct migration background","","","",""
"Min 1x per month","2004","North Rhine-Westphalia","indirect migration background","","","",""
"Min 1x per month","2004","Hesse","no migration background","","","",""
"Min 1x per month","2004","Hesse","direct migration background","","","",""
"Min 1x per month","2004","Hesse","indirect migration background","","","",""
"Min 1x per month","2004","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Min 1x per month","2004","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Min 1x per month","2004","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Min 1x per month","2004","Baden-Württemberg","no migration background","","","",""
"Min 1x per month","2004","Baden-Württemberg","direct migration background","","","",""
"Min 1x per month","2004","Baden-Württemberg","indirect migration background","","","",""
"Min 1x per month","2004","Bavaria","no migration background","","","",""
"Min 1x per month","2004","Bavaria","direct migration background","","","",""
"Min 1x per month","2004","Bavaria","indirect migration background","","","",""
"Min 1x per month","2004","Berlin","no migration background","","","",""
"Min 1x per month","2004","Berlin","direct migration background","","","",""
"Min 1x per month","2004","Berlin","indirect migration background","","","",""
"Min 1x per month","2004","Brandenburg","no migration background","","","",""
"Min 1x per month","2004","Brandenburg","direct migration background","","","",""
"Min 1x per month","2004","Brandenburg","indirect migration background","","","",""
"Min 1x per month","2004","Mecklenburg-Western Pomerania","no migration background","","","",""
"Min 1x per month","2004","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Min 1x per month","2004","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","2004","Saxony","no migration background","","","",""
"Min 1x per month","2004","Saxony","direct migration background","","","",""
"Min 1x per month","2004","Saxony","indirect migration background","","","",""
"Min 1x per month","2004","Saxony-Anhalt","no migration background","","","",""
"Min 1x per month","2004","Saxony-Anhalt","direct migration background","","","",""
"Min 1x per month","2004","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","2004","Thuringia","no migration background","","","",""
"Min 1x per month","2004","Thuringia","direct migration background","","","",""
"Min 1x per month","2004","Thuringia","indirect migration background","","","",""
"Rarely","2004","Schleswig-Holstein","no migration background","","","",""
"Rarely","2004","Schleswig-Holstein","direct migration background","","","",""
"Rarely","2004","Schleswig-Holstein","indirect migration background","","","",""
"Rarely","2004","Hamburg","no migration background","","","",""
"Rarely","2004","Hamburg","direct migration background","","","",""
"Rarely","2004","Hamburg","indirect migration background","","","",""
"Rarely","2004","Lower Saxony","no migration background","","","",""
"Rarely","2004","Lower Saxony","direct migration background","","","",""
"Rarely","2004","Lower Saxony","indirect migration background","","","",""
"Rarely","2004","Bremen","no migration background","","","",""
"Rarely","2004","Bremen","direct migration background","","","",""
"Rarely","2004","Bremen","indirect migration background","","","",""
"Rarely","2004","North Rhine-Westphalia","no migration background","","","",""
"Rarely","2004","North Rhine-Westphalia","direct migration background","","","",""
"Rarely","2004","North Rhine-Westphalia","indirect migration background","","","",""
"Rarely","2004","Hesse","no migration background","","","",""
"Rarely","2004","Hesse","direct migration background","","","",""
"Rarely","2004","Hesse","indirect migration background","","","",""
"Rarely","2004","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Rarely","2004","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Rarely","2004","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Rarely","2004","Baden-Württemberg","no migration background","","","",""
"Rarely","2004","Baden-Württemberg","direct migration background","","","",""
"Rarely","2004","Baden-Württemberg","indirect migration background","","","",""
"Rarely","2004","Bavaria","no migration background","","","",""
"Rarely","2004","Bavaria","direct migration background","","","",""
"Rarely","2004","Bavaria","indirect migration background","","","",""
"Rarely","2004","Berlin","no migration background","","","",""
"Rarely","2004","Berlin","direct migration background","","","",""
"Rarely","2004","Berlin","indirect migration background","","","",""
"Rarely","2004","Brandenburg","no migration background","","","",""
"Rarely","2004","Brandenburg","direct migration background","","","",""
"Rarely","2004","Brandenburg","indirect migration background","","","",""
"Rarely","2004","Mecklenburg-Western Pomerania","no migration background","","","",""
"Rarely","2004","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","2004","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Rarely","2004","Saxony","no migration background","","","",""
"Rarely","2004","Saxony","direct migration background","","","",""
"Rarely","2004","Saxony","indirect migration background","","","",""
"Rarely","2004","Saxony-Anhalt","no migration background","","","",""
"Rarely","2004","Saxony-Anhalt","direct migration background","","","",""
"Rarely","2004","Saxony-Anhalt","indirect migration background","","","",""
"Rarely","2004","Thuringia","no migration background","","","",""
"Rarely","2004","Thuringia","direct migration background","","","",""
"Rarely","2004","Thuringia","indirect migration background","","","",""
"Never","2004","Schleswig-Holstein","no migration background","","","",""
"Never","2004","Schleswig-Holstein","direct migration background","","","",""
"Never","2004","Schleswig-Holstein","indirect migration background","","","",""
"Never","2004","Hamburg","no migration background","","","",""
"Never","2004","Hamburg","direct migration background","","","",""
"Never","2004","Hamburg","indirect migration background","","","",""
"Never","2004","Lower Saxony","no migration background","","","",""
"Never","2004","Lower Saxony","direct migration background","","","",""
"Never","2004","Lower Saxony","indirect migration background","","","",""
"Never","2004","Bremen","no migration background","","","",""
"Never","2004","Bremen","direct migration background","","","",""
"Never","2004","Bremen","indirect migration background","","","",""
"Never","2004","North Rhine-Westphalia","no migration background","","","",""
"Never","2004","North Rhine-Westphalia","direct migration background","","","",""
"Never","2004","North Rhine-Westphalia","indirect migration background","","","",""
"Never","2004","Hesse","no migration background","","","",""
"Never","2004","Hesse","direct migration background","","","",""
"Never","2004","Hesse","indirect migration background","","","",""
"Never","2004","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Never","2004","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Never","2004","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Never","2004","Baden-Württemberg","no migration background","","","",""
"Never","2004","Baden-Württemberg","direct migration background","","","",""
"Never","2004","Baden-Württemberg","indirect migration background","","","",""
"Never","2004","Bavaria","no migration background","","","",""
"Never","2004","Bavaria","direct migration background","","","",""
"Never","2004","Bavaria","indirect migration background","","","",""
"Never","2004","Berlin","no migration background","","","",""
"Never","2004","Berlin","direct migration background","","","",""
"Never","2004","Berlin","indirect migration background","","","",""
"Never","2004","Brandenburg","no migration background","","","",""
"Never","2004","Brandenburg","direct migration background","","","",""
"Never","2004","Brandenburg","indirect migration background","","","",""
"Never","2004","Mecklenburg-Western Pomerania","no migration background","","","",""
"Never","2004","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Never","2004","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Never","2004","Saxony","no migration background","","","",""
"Never","2004","Saxony","direct migration background","","","",""
"Never","2004","Saxony","indirect migration background","","","",""
"Never","2004","Saxony-Anhalt","no migration background","","","",""
"Never","2004","Saxony-Anhalt","direct migration background","","","",""
"Never","2004","Saxony-Anhalt","indirect migration background","","","",""
"Never","2004","Thuringia","no migration background","","","",""
"Never","2004","Thuringia","direct migration background","","","",""
"Never","2004","Thuringia","indirect migration background","","","",""
"Daily","2005","Schleswig-Holstein","no migration background","","","",""
"Daily","2005","Schleswig-Holstein","direct migration background","","","",""
"Daily","2005","Schleswig-Holstein","indirect migration background","","","",""
"Daily","2005","Hamburg","no migration background","","","",""
"Daily","2005","Hamburg","direct migration background","","","",""
"Daily","2005","Hamburg","indirect migration background","","","",""
"Daily","2005","Lower Saxony","no migration background","","","",""
"Daily","2005","Lower Saxony","direct migration background","","","",""
"Daily","2005","Lower Saxony","indirect migration background","","","",""
"Daily","2005","Bremen","no migration background","","","",""
"Daily","2005","Bremen","direct migration background","","","",""
"Daily","2005","Bremen","indirect migration background","","","",""
"Daily","2005","North Rhine-Westphalia","no migration background","","","",""
"Daily","2005","North Rhine-Westphalia","direct migration background","","","",""
"Daily","2005","North Rhine-Westphalia","indirect migration background","","","",""
"Daily","2005","Hesse","no migration background","","","",""
"Daily","2005","Hesse","direct migration background","","","",""
"Daily","2005","Hesse","indirect migration background","","","",""
"Daily","2005","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Daily","2005","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Daily","2005","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Daily","2005","Baden-Württemberg","no migration background","","","",""
"Daily","2005","Baden-Württemberg","direct migration background","","","",""
"Daily","2005","Baden-Württemberg","indirect migration background","","","",""
"Daily","2005","Bavaria","no migration background","","","",""
"Daily","2005","Bavaria","direct migration background","","","",""
"Daily","2005","Bavaria","indirect migration background","","","",""
"Daily","2005","Berlin","no migration background","","","",""
"Daily","2005","Berlin","direct migration background","","","",""
"Daily","2005","Berlin","indirect migration background","","","",""
"Daily","2005","Brandenburg","no migration background","","","",""
"Daily","2005","Brandenburg","direct migration background","","","",""
"Daily","2005","Brandenburg","indirect migration background","","","",""
"Daily","2005","Mecklenburg-Western Pomerania","no migration background","","","",""
"Daily","2005","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Daily","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Daily","2005","Saxony","no migration background","","","",""
"Daily","2005","Saxony","direct migration background","","","",""
"Daily","2005","Saxony","indirect migration background","","","",""
"Daily","2005","Saxony-Anhalt","no migration background","","","",""
"Daily","2005","Saxony-Anhalt","direct migration background","","","",""
"Daily","2005","Saxony-Anhalt","indirect migration background","","","",""
"Daily","2005","Thuringia","no migration background","","","",""
"Daily","2005","Thuringia","direct migration background","","","",""
"Daily","2005","Thuringia","indirect migration background","","","",""
"Min 1x per week","2005","Schleswig-Holstein","no migration background","68","0.119320386078916","0.0928932276396891","0.145747544518143"
"Min 1x per week","2005","Schleswig-Holstein","direct migration background","5","","",""
"Min 1x per week","2005","Schleswig-Holstein","indirect migration background","2","","",""
"Min 1x per week","2005","Hamburg","no migration background","27","","",""
"Min 1x per week","2005","Hamburg","direct migration background","","","",""
"Min 1x per week","2005","Hamburg","indirect migration background","","","",""
"Min 1x per week","2005","Lower Saxony","no migration background","169","0.108935083815403","0.0933389995925778","0.124531168038229"
"Min 1x per week","2005","Lower Saxony","direct migration background","14","","",""
"Min 1x per week","2005","Lower Saxony","indirect migration background","6","","",""
"Min 1x per week","2005","Bremen","no migration background","5","","",""
"Min 1x per week","2005","Bremen","direct migration background","1","","",""
"Min 1x per week","2005","Bremen","indirect migration background","1","","",""
"Min 1x per week","2005","North Rhine-Westphalia","no migration background","351","0.0911654159940031","0.0815632285627967","0.100767603425209"
"Min 1x per week","2005","North Rhine-Westphalia","direct migration background","28","","",""
"Min 1x per week","2005","North Rhine-Westphalia","indirect migration background","18","","",""
"Min 1x per week","2005","Hesse","no migration background","129","0.12823162962051","0.108300432759391","0.148162826481628"
"Min 1x per week","2005","Hesse","direct migration background","9","","",""
"Min 1x per week","2005","Hesse","indirect migration background","1","","",""
"Min 1x per week","2005","Rhineland-Palatinate,Saarland","no migration background","124","0.116328189387912","0.0965452649268292","0.136111113848994"
"Min 1x per week","2005","Rhineland-Palatinate,Saarland","direct migration background","4","","",""
"Min 1x per week","2005","Rhineland-Palatinate,Saarland","indirect migration background","3","","",""
"Min 1x per week","2005","Baden-Württemberg","no migration background","253","0.120104903100354","0.104938885572603","0.135270920628105"
"Min 1x per week","2005","Baden-Württemberg","direct migration background","29","","",""
"Min 1x per week","2005","Baden-Württemberg","indirect migration background","17","","",""
"Min 1x per week","2005","Bavaria","no migration background","287","0.104360111890781","0.0921994355057336","0.116520788275828"
"Min 1x per week","2005","Bavaria","direct migration background","17","","",""
"Min 1x per week","2005","Bavaria","indirect migration background","8","","",""
"Min 1x per week","2005","Berlin","no migration background","39","0.0463203296982423","0.0304056547381091","0.0622350046583755"
"Min 1x per week","2005","Berlin","direct migration background","3","","",""
"Min 1x per week","2005","Berlin","indirect migration background","1","","",""
"Min 1x per week","2005","Brandenburg","no migration background","56","0.0614473938286872","0.0454529114817724","0.077441876175602"
"Min 1x per week","2005","Brandenburg","direct migration background","2","","",""
"Min 1x per week","2005","Brandenburg","indirect migration background","","","",""
"Min 1x per week","2005","Mecklenburg-Western Pomerania","no migration background","25","","",""
"Min 1x per week","2005","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"Min 1x per week","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per week","2005","Saxony","no migration background","97","0.0578009294861907","0.0459396550698403","0.0696622039025412"
"Min 1x per week","2005","Saxony","direct migration background","2","","",""
"Min 1x per week","2005","Saxony","indirect migration background","2","","",""
"Min 1x per week","2005","Saxony-Anhalt","no migration background","42","0.0561041711184868","0.0407419480574829","0.0714663941794907"
"Min 1x per week","2005","Saxony-Anhalt","direct migration background","1","","",""
"Min 1x per week","2005","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per week","2005","Thuringia","no migration background","54","0.0491661014623408","0.0347988504482929","0.0635333524763888"
"Min 1x per week","2005","Thuringia","direct migration background","2","","",""
"Min 1x per week","2005","Thuringia","indirect migration background","","","",""
"Min 1x per month","2005","Schleswig-Holstein","no migration background","74","0.115532518536309","0.0894723495658442","0.141592687506774"
"Min 1x per month","2005","Schleswig-Holstein","direct migration background","5","","",""
"Min 1x per month","2005","Schleswig-Holstein","indirect migration background","1","","",""
"Min 1x per month","2005","Hamburg","no migration background","29","","",""
"Min 1x per month","2005","Hamburg","direct migration background","1","","",""
"Min 1x per month","2005","Hamburg","indirect migration background","","","",""
"Min 1x per month","2005","Lower Saxony","no migration background","159","0.101634347607761","0.0865083567009553","0.116760338514567"
"Min 1x per month","2005","Lower Saxony","direct migration background","11","","",""
"Min 1x per month","2005","Lower Saxony","indirect migration background","2","","",""
"Min 1x per month","2005","Bremen","no migration background","13","","",""
"Min 1x per month","2005","Bremen","direct migration background","1","","",""
"Min 1x per month","2005","Bremen","indirect migration background","","","",""
"Min 1x per month","2005","North Rhine-Westphalia","no migration background","305","0.0720994233471498","0.0634710423153005","0.0807278043789991"
"Min 1x per month","2005","North Rhine-Westphalia","direct migration background","22","","",""
"Min 1x per month","2005","North Rhine-Westphalia","indirect migration background","6","","",""
"Min 1x per month","2005","Hesse","no migration background","129","0.11497930769487","0.0959631924301923","0.133995422959548"
"Min 1x per month","2005","Hesse","direct migration background","12","","",""
"Min 1x per month","2005","Hesse","indirect migration background","1","","",""
"Min 1x per month","2005","Rhineland-Palatinate,Saarland","no migration background","106","0.0931262467449213","0.0751949385832817","0.111057554906561"
"Min 1x per month","2005","Rhineland-Palatinate,Saarland","direct migration background","5","","",""
"Min 1x per month","2005","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"Min 1x per month","2005","Baden-Württemberg","no migration background","211","0.103157801434339","0.0889677231208423","0.117347879747835"
"Min 1x per month","2005","Baden-Württemberg","direct migration background","16","","",""
"Min 1x per month","2005","Baden-Württemberg","indirect migration background","6","","",""
"Min 1x per month","2005","Bavaria","no migration background","259","0.101083995129358","0.0890938481912452","0.113074142067471"
"Min 1x per month","2005","Bavaria","direct migration background","16","","",""
"Min 1x per month","2005","Bavaria","indirect migration background","2","","",""
"Min 1x per month","2005","Berlin","no migration background","47","0.0736692905340402","0.0538888042390556","0.0934497768290247"
"Min 1x per month","2005","Berlin","direct migration background","6","","",""
"Min 1x per month","2005","Berlin","indirect migration background","2","","",""
"Min 1x per month","2005","Brandenburg","no migration background","80","0.0790862061114947","0.0611120294793527","0.0970603827436366"
"Min 1x per month","2005","Brandenburg","direct migration background","1","","",""
"Min 1x per month","2005","Brandenburg","indirect migration background","","","",""
"Min 1x per month","2005","Mecklenburg-Western Pomerania","no migration background","52","0.121672214637311","0.0926083090750262","0.150736120199596"
"Min 1x per month","2005","Mecklenburg-Western Pomerania","direct migration background","3","","",""
"Min 1x per month","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Min 1x per month","2005","Saxony","no migration background","122","0.0786836751003778","0.0649988482042764","0.0923685019964793"
"Min 1x per month","2005","Saxony","direct migration background","1","","",""
"Min 1x per month","2005","Saxony","indirect migration background","","","",""
"Min 1x per month","2005","Saxony-Anhalt","no migration background","70","0.078499931276637","0.0605452879430936","0.0964545746101805"
"Min 1x per month","2005","Saxony-Anhalt","direct migration background","1","","",""
"Min 1x per month","2005","Saxony-Anhalt","indirect migration background","","","",""
"Min 1x per month","2005","Thuringia","no migration background","78","0.082030173760643","0.0637958574797478","0.100264490041538"
"Min 1x per month","2005","Thuringia","direct migration background","","","",""
"Min 1x per month","2005","Thuringia","indirect migration background","1","","",""
"Rarely","2005","Schleswig-Holstein","no migration background","153","0.293218969261907","0.256106261172543","0.33033167735127"
"Rarely","2005","Schleswig-Holstein","direct migration background","12","","",""
"Rarely","2005","Schleswig-Holstein","indirect migration background","3","","",""
"Rarely","2005","Hamburg","no migration background","23","","",""
"Rarely","2005","Hamburg","direct migration background","","","",""
"Rarely","2005","Hamburg","indirect migration background","2","","",""
"Rarely","2005","Lower Saxony","no migration background","199","0.119331167124443","0.103103343787609","0.135558990461276"
"Rarely","2005","Lower Saxony","direct migration background","18","","",""
"Rarely","2005","Lower Saxony","indirect migration background","3","","",""
"Rarely","2005","Bremen","no migration background","15","","",""
"Rarely","2005","Bremen","direct migration background","","","",""
"Rarely","2005","Bremen","indirect migration background","","","",""
"Rarely","2005","North Rhine-Westphalia","no migration background","459","0.120628337321961","0.109763490653155","0.131493183990767"
"Rarely","2005","North Rhine-Westphalia","direct migration background","27","","",""
"Rarely","2005","North Rhine-Westphalia","indirect migration background","32","0.126563949749181","0.0843233399846992","0.168804559513663"
"Rarely","2005","Hesse","no migration background","170","0.143816820935664","0.12289866327798","0.164734978593347"
"Rarely","2005","Hesse","direct migration background","22","","",""
"Rarely","2005","Hesse","indirect migration background","14","","",""
"Rarely","2005","Rhineland-Palatinate,Saarland","no migration background","163","0.146650283362391","0.124822608028124","0.168477958696657"
"Rarely","2005","Rhineland-Palatinate,Saarland","direct migration background","18","","",""
"Rarely","2005","Rhineland-Palatinate,Saarland","indirect migration background","7","","",""
"Rarely","2005","Baden-Württemberg","no migration background","312","0.183509631920004","0.165451172352232","0.201568091487776"
"Rarely","2005","Baden-Württemberg","direct migration background","44","0.129191877604314","0.100902066229353","0.157481688979276"
"Rarely","2005","Baden-Württemberg","indirect migration background","20","","",""
"Rarely","2005","Bavaria","no migration background","412","0.160164191194048","0.145575925772832","0.174752456615264"
"Rarely","2005","Bavaria","direct migration background","41","0.0873045947980163","0.0571665812917851","0.117442608304248"
"Rarely","2005","Bavaria","indirect migration background","19","","",""
"Rarely","2005","Berlin","no migration background","85","0.137101446754057","0.111057213340216","0.163145680167898"
"Rarely","2005","Berlin","direct migration background","7","","",""
"Rarely","2005","Berlin","indirect migration background","6","","",""
"Rarely","2005","Brandenburg","no migration background","132","0.164527075023828","0.139834065516929","0.189220084530728"
"Rarely","2005","Brandenburg","direct migration background","1","","",""
"Rarely","2005","Brandenburg","indirect migration background","","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","no migration background","75","0.145994165212951","0.114601504597541","0.177386825828361"
"Rarely","2005","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Rarely","2005","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"Rarely","2005","Saxony","no migration background","205","0.123426788114907","0.10670851491904","0.140145061310774"
"Rarely","2005","Saxony","direct migration background","3","","",""
"Rarely","2005","Saxony","indirect migration background","1","","",""
"Rarely","2005","Saxony-Anhalt","no migration background","126","0.11573811998597","0.0943819621703924","0.137094277801548"
"Rarely","2005","Saxony-Anhalt","direct migration background","1","","",""
"Rarely","2005","Saxony-Anhalt","indirect migration background","1","","",""
"Rarely","2005","Thuringia","no migration background","120","0.140584275090864","0.117487120265596","0.163681429916132"
"Rarely","2005","Thuringia","direct migration background","","","",""
"Rarely","2005","Thuringia","indirect migration background","","","",""
"Never","2005","Schleswig-Holstein","no migration background","283","0.471928126122869","0.431230542814167","0.51262570943157"
"Never","2005","Schleswig-Holstein","direct migration background","42","0.617919493217383","0.498877142964412","0.736961843470354"
"Never","2005","Schleswig-Holstein","indirect migration background","5","","",""
"Never","2005","Hamburg","no migration background","181","0.711508662699802","0.656438304478176","0.766579020921428"
"Never","2005","Hamburg","direct migration background","21","","",""
"Never","2005","Hamburg","indirect migration background","7","","",""
"Never","2005","Lower Saxony","no migration background","1006","0.670099401452393","0.646563102032456","0.69363570087233"
"Never","2005","Lower Saxony","direct migration background","159","0.81031616790884","0.756251341126862","0.864380994690817"
"Never","2005","Lower Saxony","indirect migration background","38","0.853682727875727","0.754725824591284","0.952639631160169"
"Never","2005","Bremen","no migration background","92","0.790094705856252","0.718703559352885","0.86148585235962"
"Never","2005","Bremen","direct migration background","14","","",""
"Never","2005","Bremen","indirect migration background","3","","",""
"Never","2005","North Rhine-Westphalia","no migration background","2337","0.716106823336886","0.701065741277039","0.731147905396733"
"Never","2005","North Rhine-Westphalia","direct migration background","571","0.862275704141245","0.835742546145409","0.888808862137081"
"Never","2005","North Rhine-Westphalia","indirect migration background","182","0.712888298285761","0.655411071975199","0.770365524596324"
