"pli0096_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2009","indirect migration background","Rural Area","14","","","","2"
"Never","2009","no migration background","Urban Area","6712","0.702596745218506","0.693564900398841","0.711628590038171","5"
"Never","2009","no migration background","Rural Area","3788","0.641831663515263","0.629478576120756","0.65418475090977","5"
"Never","2009","direct migration background","Urban Area","1114","0.83253614330361","0.812536608435855","0.852535678171364","5"
"Never","2009","direct migration background","Rural Area","254","0.861628091054357","0.823436552185923","0.89981962992279","5"
"Never","2009","indirect migration background","Urban Area","443","0.717091124288859","0.680839188314979","0.753343060262739","5"
"Never","2009","indirect migration background","Rural Area","85","0.710454180465349","0.627917730929392","0.792990630001306","5"
"Rarely","2009","no migration background","Urban Area","1198","0.119958334686313","0.113538595669835","0.126378073702791","4"
"Rarely","2009","no migration background","Rural Area","812","0.153069353000135","0.143792740893189","0.162345965107081","4"
"Rarely","2009","direct migration background","Urban Area","111","0.0878821507137549","0.0727174578727229","0.103046843554787","4"
"Rarely","2009","direct migration background","Rural Area","26","","","","4"
"Rarely","2009","indirect migration background","Urban Area","79","0.17190841620786","0.141540954025924","0.202275878389797","4"
"Rarely","2009","indirect migration background","Rural Area","11","","","","4"
"Daily","2010","no migration background","Urban Area","","","","","1"
"Daily","2010","no migration background","Rural Area","","","","","1"
"Daily","2010","direct migration background","Urban Area","","","","","1"
"Daily","2010","direct migration background","Rural Area","","","","","1"
"Daily","2010","indirect migration background","Urban Area","","","","","1"
"Daily","2010","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2010","no migration background","Urban Area","","","","","3"
"Min 1x per month","2010","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2010","no migration background","Rural Area","","","","","3"
"Min 1x per month","2010","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2010","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2010","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2010","no migration background","Urban Area","","","","","2"
"Min 1x per week","2010","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2010","no migration background","Rural Area","","","","","2"
"Min 1x per week","2010","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2010","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2010","indirect migration background","Rural Area","","","","","2"
"Never","2010","no migration background","Urban Area","","","","","5"
"Never","2010","no migration background","Rural Area","","","","","5"
"Never","2010","direct migration background","Urban Area","","","","","5"
"Never","2010","direct migration background","Rural Area","","","","","5"
"Never","2010","indirect migration background","Urban Area","","","","","5"
"Never","2010","indirect migration background","Rural Area","","","","","5"
"Rarely","2010","no migration background","Urban Area","","","","","4"
"Rarely","2010","no migration background","Rural Area","","","","","4"
"Rarely","2010","direct migration background","Urban Area","","","","","4"
"Rarely","2010","direct migration background","Rural Area","","","","","4"
"Rarely","2010","indirect migration background","Rural Area","","","","","4"
"Rarely","2010","indirect migration background","Urban Area","","","","","4"
"Daily","2011","no migration background","Urban Area","","","","","1"
"Daily","2011","no migration background","Rural Area","","","","","1"
"Daily","2011","direct migration background","Urban Area","","","","","1"
"Daily","2011","direct migration background","Rural Area","","","","","1"
"Daily","2011","indirect migration background","Urban Area","","","","","1"
"Daily","2011","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2011","no migration background","Urban Area","1370","0.0811547833500857","0.0767607037559166","0.0855488629442548","3"
"Min 1x per month","2011","no migration background","Rural Area","1040","0.109629703569912","0.103177867061063","0.11608154007876","3"
"Min 1x per month","2011","direct migration background","Urban Area","113","0.0458280740743647","0.0375730422929277","0.0540831058558016","3"
"Min 1x per month","2011","indirect migration background","Urban Area","61","0.0560836138292809","0.0422457009998856","0.0699215266586761","3"
"Min 1x per month","2011","direct migration background","Rural Area","38","0.0646594630762143","0.0473565926423148","0.0819623335101138","3"
"Min 1x per month","2011","indirect migration background","Rural Area","17","","","","3"
"Min 1x per week","2011","no migration background","Urban Area","1799","0.111907056679314","0.106834258025182","0.116979855333445","2"
"Min 1x per week","2011","direct migration background","Urban Area","112","0.0466344676001206","0.0383106440763878","0.0549582911238533","2"
"Min 1x per week","2011","no migration background","Rural Area","1084","0.117855945759832","0.111197399726499","0.124514491793165","2"
"Min 1x per week","2011","direct migration background","Rural Area","36","0.0361616727192915","0.0230262642619924","0.0492970811765906","2"
"Min 1x per week","2011","indirect migration background","Urban Area","96","0.0882094395114556","0.0711529005823897","0.105265978440521","2"
"Min 1x per week","2011","indirect migration background","Rural Area","21","","","","2"
"Never","2011","no migration background","Urban Area","9649","0.670382987569054","0.662818909886858","0.677947065251251","5"
"Never","2011","no migration background","Rural Area","5687","0.631701943812296","0.621741246972579","0.641662640652013","5"
"Never","2011","direct migration background","Urban Area","2039","0.817068915912364","0.801806870985554","0.832330960839174","5"
"Never","2011","direct migration background","Rural Area","639","0.777125192537817","0.747843699659621","0.806406685416013","5"
"Never","2011","indirect migration background","Urban Area","770","0.71675568017406","0.689656758544594","0.743854601803527","5"
"Never","2011","indirect migration background","Rural Area","176","0.706673685312405","0.649192655201895","0.764154715422915","5"
"Rarely","2011","no migration background","Urban Area","2018","0.136555172401546","0.131029806385071","0.142080538418021","4"
"Rarely","2011","no migration background","Rural Area","1197","0.14081240685796","0.133629530980986","0.147995282734935","4"
"Rarely","2011","direct migration background","Urban Area","201","0.0904685424131506","0.0791446094936221","0.101792475332679","4"
"Rarely","2011","direct migration background","Rural Area","63","0.122053671666677","0.099021937559605","0.145085405773749","4"
"Rarely","2011","indirect migration background","Rural Area","27","","","","4"
"Rarely","2011","indirect migration background","Urban Area","135","0.138951266485203","0.118148027723206","0.159754505247201","4"
"Daily","2012","no migration background","Urban Area","","","","","1"
"Daily","2012","no migration background","Rural Area","","","","","1"
"Daily","2012","direct migration background","Urban Area","","","","","1"
"Daily","2012","direct migration background","Rural Area","","","","","1"
"Daily","2012","indirect migration background","Urban Area","","","","","1"
"Daily","2012","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2012","no migration background","Urban Area","","","","","3"
"Min 1x per month","2012","no migration background","Rural Area","","","","","3"
"Min 1x per month","2012","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2012","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2012","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2012","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2012","no migration background","Urban Area","","","","","2"
"Min 1x per week","2012","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2012","no migration background","Rural Area","","","","","2"
"Min 1x per week","2012","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2012","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2012","indirect migration background","Rural Area","","","","","2"
"Never","2012","no migration background","Urban Area","","","","","5"
"Never","2012","no migration background","Rural Area","","","","","5"
"Never","2012","direct migration background","Urban Area","","","","","5"
"Never","2012","direct migration background","Rural Area","","","","","5"
"Never","2012","indirect migration background","Urban Area","","","","","5"
"Never","2012","indirect migration background","Rural Area","","","","","5"
"Rarely","2012","no migration background","Urban Area","","","","","4"
"Rarely","2012","no migration background","Rural Area","","","","","4"
"Rarely","2012","direct migration background","Urban Area","","","","","4"
"Rarely","2012","direct migration background","Rural Area","","","","","4"
"Rarely","2012","indirect migration background","Urban Area","","","","","4"
"Rarely","2012","indirect migration background","Rural Area","","","","","4"
"Daily","2013","no migration background","Urban Area","247","0.0171631735753122","0.0149637948015194","0.019362552349105","1"
"Daily","2013","no migration background","Rural Area","129","0.0162488217807068","0.0135221182005437","0.01897552536087","1"
"Daily","2013","direct migration background","Urban Area","11","","","","1"
"Daily","2013","direct migration background","Rural Area","9","","","","1"
"Daily","2013","indirect migration background","Urban Area","12","","","","1"
"Daily","2013","indirect migration background","Rural Area","4","","","","1"
"Min 1x per month","2013","no migration background","Urban Area","1234","0.0787073681812464","0.0741473453631928","0.0832673909993","3"
"Min 1x per month","2013","direct migration background","Urban Area","90","0.0455536598230905","0.0364357452629414","0.0546715743832397","3"
"Min 1x per month","2013","no migration background","Rural Area","896","0.0961418584669701","0.0897842943088114","0.102499422625129","3"
"Min 1x per month","2013","indirect migration background","Urban Area","69","0.0658093359333092","0.0501328790316303","0.0814857928349882","3"
"Min 1x per month","2013","direct migration background","Rural Area","26","","","","3"
"Min 1x per month","2013","indirect migration background","Rural Area","12","","","","3"
"Min 1x per week","2013","no migration background","Urban Area","1455","0.104821605234585","0.0996343129371982","0.110008897531972","2"
"Min 1x per week","2013","direct migration background","Urban Area","101","0.0439713512793777","0.0350057693817847","0.0529369331769706","2"
"Min 1x per week","2013","no migration background","Rural Area","893","0.107569029134262","0.100886893307654","0.11425116496087","2"
"Min 1x per week","2013","indirect migration background","Urban Area","76","0.0775438381308245","0.0606342545817788","0.0944534216798701","2"
"Min 1x per week","2013","direct migration background","Rural Area","29","","","","2"
"Min 1x per week","2013","indirect migration background","Rural Area","16","","","","2"
"Never","2013","no migration background","Urban Area","9011","0.693701580730769","0.685895747986465","0.701507413475072","5"
"Never","2013","no migration background","Rural Area","5412","0.664801907417598","0.654621122659381","0.674982692175815","5"
"Never","2013","direct migration background","Urban Area","1646","0.816878489565817","0.799966039254443","0.833790939877191","5"
"Never","2013","direct migration background","Rural Area","543","0.799890350780486","0.769062361809065","0.830718339751907","5"
"Never","2013","indirect migration background","Urban Area","706","0.756801680236794","0.729677431017823","0.783925929455765","5"
"Never","2013","indirect migration background","Rural Area","166","0.795807497457752","0.742418724108849","0.849196270806655","5"
"Rarely","2013","no migration background","Urban Area","1449","0.105606272278088","0.10040188327473","0.110810661281445","4"
"Rarely","2013","no migration background","Rural Area","929","0.115238383200463","0.108351922506553","0.122124843894373","4"
"Rarely","2013","direct migration background","Urban Area","161","0.0859892629973346","0.0737302392952641","0.0982482866994052","4"
"Rarely","2013","direct migration background","Rural Area","40","0.0481640426601499","0.0316657702406039","0.064662315079696","4"
"Rarely","2013","indirect migration background","Rural Area","21","","","","4"
"Rarely","2013","indirect migration background","Urban Area","98","0.0862845597680102","0.0685321046674126","0.104037014868608","4"
"Daily","2014","no migration background","Urban Area","","","","","1"
"Daily","2014","no migration background","Rural Area","","","","","1"
"Daily","2014","direct migration background","Urban Area","","","","","1"
"Daily","2014","direct migration background","Rural Area","","","","","1"
"Daily","2014","indirect migration background","Urban Area","","","","","1"
"Daily","2014","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2014","no migration background","Urban Area","","","","","3"
"Min 1x per month","2014","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2014","no migration background","Rural Area","","","","","3"
"Min 1x per month","2014","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2014","indirect migration background","Rural Area","","","","","3"
"Min 1x per month","2014","direct migration background","Rural Area","","","","","3"
"Min 1x per week","2014","no migration background","Urban Area","","","","","2"
"Min 1x per week","2014","no migration background","Rural Area","","","","","2"
"Min 1x per week","2014","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2014","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2014","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2014","indirect migration background","Rural Area","","","","","2"
"Never","2014","no migration background","Urban Area","","","","","5"
"Never","2014","no migration background","Rural Area","","","","","5"
"Never","2014","direct migration background","Urban Area","","","","","5"
"Never","2014","direct migration background","Rural Area","","","","","5"
"Never","2014","indirect migration background","Urban Area","","","","","5"
"Never","2014","indirect migration background","Rural Area","","","","","5"
"Rarely","2014","no migration background","Urban Area","","","","","4"
"Rarely","2014","direct migration background","Urban Area","","","","","4"
"Rarely","2014","no migration background","Rural Area","","","","","4"
"Rarely","2014","indirect migration background","Urban Area","","","","","4"
"Rarely","2014","direct migration background","Rural Area","","","","","4"
"Rarely","2014","indirect migration background","Rural Area","","","","","4"
"Daily","2015","no migration background","Urban Area","","","","","1"
"Daily","2015","no migration background","Rural Area","","","","","1"
"Daily","2015","direct migration background","Urban Area","","","","","1"
"Daily","2015","direct migration background","Rural Area","","","","","1"
"Daily","2015","indirect migration background","Urban Area","","","","","1"
"Daily","2015","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2015","no migration background","Urban Area","1203","0.0909371882569742","0.0857735011646305","0.096100875349318","3"
"Min 1x per month","2015","direct migration background","Urban Area","167","0.0365571272107593","0.0310263185340085","0.0420879358875101","3"
"Min 1x per month","2015","no migration background","Rural Area","888","0.108344200412513","0.101236582343333","0.115451818481693","3"
"Min 1x per month","2015","indirect migration background","Urban Area","94","0.0467625866603558","0.0355989799660171","0.0579261933546945","3"
"Min 1x per month","2015","indirect migration background","Rural Area","21","","","","3"
"Min 1x per month","2015","direct migration background","Rural Area","62","0.0562246006409307","0.0445321166125645","0.067917084669297","3"
"Min 1x per week","2015","no migration background","Urban Area","1558","0.119137506862798","0.113319549647136","0.12495546407846","2"
"Min 1x per week","2015","direct migration background","Urban Area","203","0.0502246204547376","0.0437879925042089","0.0566612484052663","2"
"Min 1x per week","2015","no migration background","Rural Area","882","0.113132025493901","0.105888585000967","0.120375465986834","2"
"Min 1x per week","2015","indirect migration background","Urban Area","107","0.0814760356600131","0.0670111529915463","0.09594091832848","2"
"Min 1x per week","2015","direct migration background","Rural Area","62","0.0460152786647251","0.0353804375196851","0.0566501198097651","2"
"Min 1x per week","2015","indirect migration background","Rural Area","26","","","","2"
"Never","2015","no migration background","Urban Area","7554","0.655981625943428","0.647450057735606","0.664513194151249","5"
"Never","2015","no migration background","Rural Area","4515","0.641276471753014","0.630308528033023","0.652244415473006","5"
"Never","2015","direct migration background","Urban Area","3692","0.836830036433287","0.825940024400896","0.847720048465678","5"
"Never","2015","direct migration background","Rural Area","1236","0.783192907930973","0.762276823579543","0.804108992282403","5"
"Never","2015","indirect migration background","Urban Area","994","0.740500062248136","0.71732153149402","0.763678593002252","5"
"Never","2015","indirect migration background","Rural Area","219","0.637522805610144","0.584182070031879","0.690863541188409","5"
"Rarely","2015","no migration background","Urban Area","1595","0.1339436789368","0.127826849230851","0.140060508642749","4"
"Rarely","2015","direct migration background","Urban Area","361","0.0763882159012159","0.0685602750134965","0.0842161567889353","4"
"Rarely","2015","no migration background","Rural Area","1061","0.137247302340572","0.129378335767623","0.145116268913521","4"
"Rarely","2015","direct migration background","Rural Area","131","0.114567212763371","0.0984006667418859","0.130733758784857","4"
"Rarely","2015","indirect migration background","Urban Area","179","0.131261315431495","0.113405993652867","0.149116637210124","4"
"Rarely","2015","indirect migration background","Rural Area","46","0.21899831154198","0.173108406012342","0.264888217071619","4"
"Daily","2016","no migration background","Urban Area","","","","","1"
"Daily","2016","direct migration background","Urban Area","","","","","1"
"Daily","2016","no migration background","Rural Area","","","","","1"
"Daily","2016","direct migration background","Rural Area","","","","","1"
"Daily","2016","indirect migration background","Urban Area","","","","","1"
"Daily","2016","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2016","no migration background","Urban Area","","","","","3"
"Min 1x per month","2016","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2016","no migration background","Rural Area","","","","","3"
"Min 1x per month","2016","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2016","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2016","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2016","no migration background","Urban Area","","","","","2"
"Min 1x per week","2016","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2016","no migration background","Rural Area","","","","","2"
"Min 1x per week","2016","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2016","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2016","indirect migration background","Rural Area","","","","","2"
"Never","2016","no migration background","Urban Area","","","","","5"
"Never","2016","no migration background","Rural Area","","","","","5"
"Never","2016","direct migration background","Urban Area","","","","","5"
"Never","2016","direct migration background","Rural Area","","","","","5"
"Never","2016","indirect migration background","Urban Area","","","","","5"
"Never","2016","indirect migration background","Rural Area","","","","","5"
"Rarely","2016","no migration background","Urban Area","","","","","4"
"Rarely","2016","no migration background","Rural Area","","","","","4"
"Rarely","2016","direct migration background","Urban Area","","","","","4"
"Rarely","2016","direct migration background","Rural Area","","","","","4"
"Rarely","2016","indirect migration background","Rural Area","","","","","4"
"Rarely","2016","indirect migration background","Urban Area","","","","","4"
"Daily","2017","no migration background","Urban Area","","","","","1"
"Daily","2017","direct migration background","Urban Area","","","","","1"
"Daily","2017","no migration background","Rural Area","","","","","1"
"Daily","2017","direct migration background","Rural Area","","","","","1"
"Daily","2017","indirect migration background","Urban Area","","","","","1"
"Daily","2017","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2017","no migration background","Urban Area","1317","0.0938965504445379","0.0887572175938767","0.0990358832951991","3"
"Min 1x per month","2017","direct migration background","Urban Area","166","0.0495009572250038","0.0422460713319529","0.0567558431180547","3"
"Min 1x per month","2017","no migration background","Rural Area","963","0.107565627038231","0.100731714404186","0.114399539672277","3"
"Min 1x per month","2017","direct migration background","Rural Area","61","0.0631098431184497","0.0494315585083943","0.076788127728505","3"
"Min 1x per month","2017","indirect migration background","Urban Area","100","0.0651469430364111","0.0522474058818839","0.0780464801909384","3"
"Min 1x per month","2017","indirect migration background","Rural Area","25","","","","3"
"Min 1x per week","2017","no migration background","Urban Area","1679","0.131017919221394","0.125072755833777","0.136963082609011","2"
"Min 1x per week","2017","no migration background","Rural Area","1006","0.121756727444276","0.114544018283761","0.128969436604791","2"
"Min 1x per week","2017","direct migration background","Urban Area","165","0.0481424539229618","0.0409827009917872","0.0553022068541364","2"
"Min 1x per week","2017","direct migration background","Rural Area","63","0.0482008155703122","0.0361521595676616","0.0602494715729628","2"
"Min 1x per week","2017","indirect migration background","Urban Area","122","0.0884259227275652","0.07358567283128","0.10326617262385","2"
"Min 1x per week","2017","indirect migration background","Rural Area","24","","","","2"
"Never","2017","no migration background","Urban Area","7765","0.65628699463537","0.647918681614148","0.664655307656592","5"
"Never","2017","no migration background","Rural Area","4875","0.640728065848166","0.630145449763357","0.651310681932975","5"
"Never","2017","direct migration background","Urban Area","2837","0.826016066367933","0.813336722922309","0.838695409813556","5"
"Never","2017","direct migration background","Rural Area","998","0.776590660452375","0.753159948143832","0.800021372760917","5"
"Never","2017","indirect migration background","Urban Area","1023","0.745650671025654","0.722887202604129","0.768414139447178","5"
"Never","2017","indirect migration background","Rural Area","207","0.698107156530352","0.646585997386753","0.749628315673951","5"
"Rarely","2017","no migration background","Urban Area","1613","0.118798535698698","0.113097730723118","0.124499340674278","4"
"Rarely","2017","direct migration background","Urban Area","266","0.0763405224841017","0.0674591219773882","0.0852219229908152","4"
"Rarely","2017","no migration background","Rural Area","1052","0.129949579669327","0.122532991375743","0.137366167962912","4"
"Rarely","2017","indirect migration background","Urban Area","161","0.10077646321037","0.0850413881164648","0.116511538304275","4"
"Rarely","2017","direct migration background","Rural Area","92","0.112098680858863","0.0943518279707049","0.129845533747022","4"
"Rarely","2017","indirect migration background","Rural Area","49","0.205278735378234","0.159949585938331","0.250607884818136","4"
