"pli0096_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2011","no migration background","West Germany","1892","0.0942732943859307","0.0899772093685541","0.0985693794033074","3"
"Min 1x per month","2011","no migration background","East Germany","518","0.0780692552553631","0.071321312699324","0.0848171978114022","3"
"Min 1x per month","2011","direct migration background","West Germany","136","0.0491804397450325","0.0415497154148663","0.0568111640751987","3"
"Min 1x per month","2011","indirect migration background","West Germany","75","0.058480911597995","0.0453030155173477","0.0716588076786423","3"
"Min 1x per month","2011","direct migration background","East Germany","15","","","","3"
"Min 1x per month","2011","indirect migration background","East Germany","3","","","","3"
"Min 1x per week","2011","no migration background","West Germany","2403","0.124103379662114","0.119256098979311","0.128950660344917","2"
"Min 1x per week","2011","direct migration background","West Germany","143","0.0447681648668944","0.0374709094628133","0.0520654202709756","2"
"Min 1x per week","2011","no migration background","East Germany","480","0.0763026213290446","0.069625076777974","0.0829801658801153","2"
"Min 1x per week","2011","direct migration background","East Germany","5","","","","2"
"Min 1x per week","2011","indirect migration background","West Germany","113","0.0797695667101599","0.0645538869456272","0.0949852464746927","2"
"Min 1x per week","2011","indirect migration background","East Germany","4","","","","2"
"Never","2011","no migration background","West Germany","10971","0.639527689274885","0.632468650453822","0.646586728095949","5"
"Never","2011","no migration background","East Germany","4365","0.722767208687441","0.711508107329611","0.734026310045271","5"
"Never","2011","direct migration background","West Germany","2550","0.806641784171312","0.792705654480834","0.820577913861791","5"
"Never","2011","direct migration background","East Germany","128","0.850218107855106","0.794219062518943","0.906217153191269","5"
"Never","2011","indirect migration background","West Germany","880","0.710579944327483","0.685111921465096","0.736047967189871","5"
"Never","2011","indirect migration background","East Germany","66","0.819672566514287","0.737941017682868","0.901404115345707","5"
"Rarely","2011","no migration background","West Germany","2506","0.14209563667707","0.136962418207548","0.147228855146592","4"
"Rarely","2011","no migration background","East Germany","709","0.122860914728151","0.114603895164709","0.131117934291594","4"
"Rarely","2011","direct migration background","West Germany","256","0.0994096112167607","0.0888512054458044","0.109968016987717","4"
"Rarely","2011","direct migration background","East Germany","8","","","","4"
"Rarely","2011","indirect migration background","East Germany","12","","","","4"
"Rarely","2011","indirect migration background","West Germany","150","0.151169577364362","0.131052396772218","0.171286757956505","4"
"Daily","2012","no migration background","West Germany","","","","","1"
"Daily","2012","no migration background","East Germany","","","","","1"
"Daily","2012","direct migration background","West Germany","","","","","1"
"Daily","2012","direct migration background","East Germany","","","","","1"
"Daily","2012","indirect migration background","West Germany","","","","","1"
"Daily","2012","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2012","no migration background","West Germany","","","","","3"
"Min 1x per month","2012","no migration background","East Germany","","","","","3"
"Min 1x per month","2012","direct migration background","West Germany","","","","","3"
"Min 1x per month","2012","direct migration background","East Germany","","","","","3"
"Min 1x per month","2012","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2012","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2012","no migration background","West Germany","","","","","2"
"Min 1x per week","2012","direct migration background","West Germany","","","","","2"
"Min 1x per week","2012","no migration background","East Germany","","","","","2"
"Min 1x per week","2012","direct migration background","East Germany","","","","","2"
"Min 1x per week","2012","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2012","indirect migration background","East Germany","","","","","2"
"Never","2012","no migration background","West Germany","","","","","5"
"Never","2012","no migration background","East Germany","","","","","5"
"Never","2012","direct migration background","West Germany","","","","","5"
"Never","2012","direct migration background","East Germany","","","","","5"
"Never","2012","indirect migration background","West Germany","","","","","5"
"Never","2012","indirect migration background","East Germany","","","","","5"
"Rarely","2012","no migration background","West Germany","","","","","4"
"Rarely","2012","no migration background","East Germany","","","","","4"
"Rarely","2012","direct migration background","West Germany","","","","","4"
"Rarely","2012","direct migration background","East Germany","","","","","4"
"Rarely","2012","indirect migration background","West Germany","","","","","4"
"Rarely","2012","indirect migration background","East Germany","","","","","4"
"Daily","2013","no migration background","West Germany","309","0.0178144360365511","0.0157739889877642","0.019854883085338","1"
"Daily","2013","no migration background","East Germany","67","0.0132639627650998","0.0102435240565211","0.0162844014736784","1"
"Daily","2013","direct migration background","West Germany","20","","","","1"
"Daily","2013","direct migration background","East Germany","","","","","1"
"Daily","2013","indirect migration background","West Germany","14","","","","1"
"Daily","2013","indirect migration background","East Germany","2","","","","1"
"Min 1x per month","2013","no migration background","West Germany","1690","0.0885533212162107","0.0841709357256042","0.0929357067068172","3"
"Min 1x per month","2013","direct migration background","West Germany","112","0.0567557921211118","0.0477203132334365","0.0657912710087871","3"
"Min 1x per month","2013","no migration background","East Germany","440","0.0707175951761308","0.0639494372407605","0.0774857531115011","3"
"Min 1x per month","2013","indirect migration background","West Germany","76","0.0639028932611046","0.0494951821159585","0.0783106044062507","3"
"Min 1x per month","2013","direct migration background","East Germany","4","","","","3"
"Min 1x per month","2013","indirect migration background","East Germany","5","","","","3"
"Min 1x per week","2013","no migration background","West Germany","1946","0.115538685583544","0.110607564703506","0.120469806463582","2"
"Min 1x per week","2013","direct migration background","West Germany","121","0.0455711429536603","0.0374268994767132","0.0537153864306074","2"
"Min 1x per week","2013","no migration background","East Germany","402","0.0696659534099224","0.0629445086247501","0.0763873981950948","2"
"Min 1x per week","2013","indirect migration background","West Germany","89","0.070676023479291","0.0555789105109011","0.0857731364476809","2"
"Min 1x per week","2013","direct migration background","East Germany","9","","","","2"
"Min 1x per week","2013","indirect migration background","East Germany","3","","","","2"
"Never","2013","no migration background","West Germany","10352","0.666091867045111","0.658817033165609","0.673366700924613","5"
"Never","2013","no migration background","East Germany","4071","0.748695103587877","0.737242984455866","0.760147222719888","5"
"Never","2013","direct migration background","West Germany","2078","0.811422336681454","0.796146584237773","0.826698089125136","5"
"Never","2013","direct migration background","East Germany","111","0.858689046653105","0.800358817554329","0.91701927575188","5"
"Never","2013","indirect migration background","West Germany","814","0.768241560333444","0.743385004111292","0.793098116555595","5"
"Never","2013","indirect migration background","East Germany","58","0.695669002842542","0.590118311590556","0.801219694094528","5"
"Rarely","2013","no migration background","West Germany","1847","0.112001690118583","0.107136936225318","0.116866444011848","4"
"Rarely","2013","no migration background","East Germany","531","0.0976573850609701","0.0898200003523938","0.105494769769546","4"
"Rarely","2013","direct migration background","West Germany","188","0.0780867232876315","0.0676089827060867","0.0885644638691764","4"
"Rarely","2013","direct migration background","East Germany","13","","","","4"
"Rarely","2013","indirect migration background","East Germany","5","","","","4"
"Rarely","2013","indirect migration background","West Germany","114","0.0846548188116158","0.0682567549804723","0.101052882642759","4"
"Daily","2014","no migration background","West Germany","","","","","1"
"Daily","2014","no migration background","East Germany","","","","","1"
"Daily","2014","direct migration background","West Germany","","","","","1"
"Daily","2014","direct migration background","East Germany","","","","","1"
"Daily","2014","indirect migration background","West Germany","","","","","1"
"Daily","2014","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2014","no migration background","West Germany","","","","","3"
"Min 1x per month","2014","direct migration background","West Germany","","","","","3"
"Min 1x per month","2014","no migration background","East Germany","","","","","3"
"Min 1x per month","2014","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2014","indirect migration background","East Germany","","","","","3"
"Min 1x per month","2014","direct migration background","East Germany","","","","","3"
"Min 1x per week","2014","no migration background","West Germany","","","","","2"
"Min 1x per week","2014","no migration background","East Germany","","","","","2"
"Min 1x per week","2014","direct migration background","West Germany","","","","","2"
"Min 1x per week","2014","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2014","direct migration background","East Germany","","","","","2"
"Min 1x per week","2014","indirect migration background","East Germany","","","","","2"
"Never","2014","no migration background","West Germany","","","","","5"
"Never","2014","no migration background","East Germany","","","","","5"
"Never","2014","direct migration background","West Germany","","","","","5"
"Never","2014","direct migration background","East Germany","","","","","5"
"Never","2014","indirect migration background","West Germany","","","","","5"
"Never","2014","indirect migration background","East Germany","","","","","5"
"Rarely","2014","no migration background","West Germany","","","","","4"
"Rarely","2014","direct migration background","West Germany","","","","","4"
"Rarely","2014","no migration background","East Germany","","","","","4"
"Rarely","2014","indirect migration background","West Germany","","","","","4"
"Rarely","2014","direct migration background","East Germany","","","","","4"
"Rarely","2014","indirect migration background","East Germany","","","","","4"
"Daily","2015","no migration background","West Germany","","","","","1"
"Daily","2015","no migration background","East Germany","","","","","1"
"Daily","2015","direct migration background","West Germany","","","","","1"
"Daily","2015","direct migration background","East Germany","","","","","1"
"Daily","2015","indirect migration background","West Germany","","","","","1"
"Daily","2015","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2015","no migration background","West Germany","1594","0.0998961227062464","0.094990463429691","0.104801781982802","3"
"Min 1x per month","2015","direct migration background","West Germany","209","0.0402604782173084","0.0350598334042914","0.0454611230303255","3"
"Min 1x per month","2015","no migration background","East Germany","497","0.0855685194950471","0.0777387362812323","0.0933983027088619","3"
"Min 1x per month","2015","indirect migration background","West Germany","111","0.0480564765167739","0.0375134885589757","0.0585994644745722","3"
"Min 1x per month","2015","indirect migration background","East Germany","4","","","","3"
"Min 1x per month","2015","direct migration background","East Germany","20","","","","3"
"Min 1x per week","2015","no migration background","West Germany","2052","0.130115794791438","0.124611870128766","0.13561971945411","2"
"Min 1x per week","2015","direct migration background","West Germany","244","0.049738024728609","0.0439861822705279","0.0554898671866901","2"
"Min 1x per week","2015","no migration background","East Germany","388","0.0680913871873955","0.0610404004445092","0.0751423739302819","2"
"Min 1x per week","2015","indirect migration background","West Germany","125","0.0859346517965478","0.0721195229563114","0.0997497806367842","2"
"Min 1x per week","2015","direct migration background","East Germany","21","","","","2"
"Min 1x per week","2015","indirect migration background","East Germany","8","","","","2"
"Never","2015","no migration background","West Germany","8634","0.631497385062161","0.623605462523718","0.639389307600603","5"
"Never","2015","no migration background","East Germany","3435","0.724118681163698","0.711607936312998","0.736629426014397","5"
"Never","2015","direct migration background","West Germany","4575","0.824897200876382","0.814842075296607","0.834952326456156","5"
"Never","2015","direct migration background","East Germany","353","0.836096949011579","0.800943727586361","0.871250170436796","5"
"Never","2015","indirect migration background","West Germany","1135","0.718745757460137","0.696583227063263","0.74090828785701","5"
"Never","2015","indirect migration background","East Germany","78","0.83434851021918","0.763239462624117","0.905457557814243","5"
"Rarely","2015","no migration background","West Germany","2073","0.138490697440154","0.132839805071773","0.144141589808536","4"
"Rarely","2015","direct migration background","West Germany","460","0.0851042961777011","0.077721811130701","0.0924867812247013","4"
"Rarely","2015","no migration background","East Germany","583","0.12222141215386","0.113053228921943","0.131389595385777","4"
"Rarely","2015","direct migration background","East Germany","32","0.0727738449130974","0.0481064214846807","0.0974412683415142","4"
"Rarely","2015","indirect migration background","West Germany","210","0.147263114226542","0.129795376164378","0.164730852288705","4"
"Rarely","2015","indirect migration background","East Germany","15","","","","4"
"Daily","2016","no migration background","West Germany","","","","","1"
"Daily","2016","direct migration background","West Germany","","","","","1"
"Daily","2016","no migration background","East Germany","","","","","1"
"Daily","2016","direct migration background","East Germany","","","","","1"
"Daily","2016","indirect migration background","West Germany","","","","","1"
"Daily","2016","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2016","no migration background","West Germany","","","","","3"
"Min 1x per month","2016","direct migration background","West Germany","","","","","3"
"Min 1x per month","2016","no migration background","East Germany","","","","","3"
"Min 1x per month","2016","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2016","direct migration background","East Germany","","","","","3"
"Min 1x per month","2016","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2016","no migration background","West Germany","","","","","2"
"Min 1x per week","2016","direct migration background","West Germany","","","","","2"
"Min 1x per week","2016","no migration background","East Germany","","","","","2"
"Min 1x per week","2016","direct migration background","East Germany","","","","","2"
"Min 1x per week","2016","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2016","indirect migration background","East Germany","","","","","2"
"Never","2016","no migration background","West Germany","","","","","5"
"Never","2016","no migration background","East Germany","","","","","5"
"Never","2016","direct migration background","West Germany","","","","","5"
"Never","2016","direct migration background","East Germany","","","","","5"
"Never","2016","indirect migration background","West Germany","","","","","5"
"Never","2016","indirect migration background","East Germany","","","","","5"
"Rarely","2016","no migration background","West Germany","","","","","4"
"Rarely","2016","no migration background","East Germany","","","","","4"
"Rarely","2016","direct migration background","West Germany","","","","","4"
"Rarely","2016","direct migration background","East Germany","","","","","4"
"Rarely","2016","indirect migration background","East Germany","","","","","4"
"Rarely","2016","indirect migration background","West Germany","","","","","4"
"Daily","2017","no migration background","West Germany","","","","","1"
"Daily","2017","direct migration background","West Germany","","","","","1"
"Daily","2017","no migration background","East Germany","","","","","1"
"Daily","2017","direct migration background","East Germany","","","","","1"
"Daily","2017","indirect migration background","West Germany","","","","","1"
"Daily","2017","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2017","no migration background","West Germany","1744","0.101061120496181","0.0962573057428106","0.105864935249552","3"
"Min 1x per month","2017","direct migration background","West Germany","204","0.0523985746022649","0.0457220640928123","0.0590750851117176","3"
"Min 1x per month","2017","no migration background","East Germany","536","0.0891047866089809","0.0813216306291305","0.0968879425888313","3"
"Min 1x per month","2017","direct migration background","East Germany","23","","","","3"
"Min 1x per month","2017","indirect migration background","West Germany","117","0.0617940795467231","0.0500107390498577","0.0735774200435885","3"
"Min 1x per month","2017","indirect migration background","East Germany","8","","","","3"
"Min 1x per week","2017","no migration background","West Germany","2211","0.138906517085604","0.133394436260422","0.144418597910787","2"
"Min 1x per week","2017","no migration background","East Germany","474","0.0848471479276356","0.0772344876419905","0.0924598082132807","2"
"Min 1x per week","2017","direct migration background","West Germany","214","0.0493851232806032","0.0428931410540256","0.0558771055071807","2"
"Min 1x per week","2017","direct migration background","East Germany","14","","","","2"
"Min 1x per week","2017","indirect migration background","West Germany","139","0.0856273741887363","0.0719338942423423","0.0993208541351302","2"
"Min 1x per week","2017","indirect migration background","East Germany","7","","","","2"
"Never","2017","no migration background","West Germany","9077","0.634784312104739","0.627110398247633","0.642458225961844","5"
"Never","2017","no migration background","East Germany","3563","0.713503868942836","0.701152117210925","0.725855620674746","5"
"Never","2017","direct migration background","West Germany","3527","0.81425080313123","0.802598292229732","0.825903314032728","5"
"Never","2017","direct migration background","East Germany","308","0.841198031199387","0.803906349133729","0.878489713265045","5"
"Never","2017","indirect migration background","West Germany","1151","0.73845352652844","0.716946422895077","0.759960630161802","5"
"Never","2017","indirect migration background","East Germany","79","0.742813252835991","0.659996096009843","0.825630409662139","5"
"Rarely","2017","no migration background","West Germany","2091","0.125248050313476","0.119972630069711","0.130523470557241","4"
"Rarely","2017","direct migration background","West Germany","334","0.0839654989859015","0.0756558381164488","0.0922751598553543","4"
"Rarely","2017","no migration background","East Germany","574","0.112544196520548","0.103910318149318","0.121178074891778","4"
"Rarely","2017","indirect migration background","West Germany","197","0.114125019736101","0.0985645551351694","0.129685484337033","4"
"Rarely","2017","direct migration background","East Germany","24","","","","4"
"Rarely","2017","indirect migration background","East Germany","13","","","","4"
