"pgoeffd","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"No","2007","Part Time","secondary school degree","985","0.781578498833649","0.759127098274113","0.804029899393185"
"No","2007","Part Time","college entrance qualification","700","0.643360960638921","0.614858981708151","0.67186293956969"
"No","2007","Part Time","Other degree","164","0.859919977585378","0.811819408595188","0.908020546575569"
"No","2007","Part Time","no degree/no degree yet","46","0.893425686914587","0.809556601397094","0.977294772432081"
"No","2007","Not Working","lower secondary degree","40","0.793839608287615","0.685939915417283","0.901739301157947"
"No","2007","Not Working","secondary school degree","60","0.911801054158123","0.846297693059847","0.977304415256399"
"No","2007","Not Working","college entrance qualification","45","0.793613029464219","0.689458148459315","0.897767910469123"
"No","2007","Not Working","Other degree","5","","",""
"No","2007","Not Working","no degree/no degree yet","3","","",""
"Yes","2008","Full Time","lower secondary degree","268","0.148721564522388","0.13149042769474","0.165952701350036"
"Yes","2008","Full Time","secondary school degree","632","0.249946085224262","0.233094417898813","0.266797752549712"
"Yes","2008","Full Time","college entrance qualification","783","0.31454155702536","0.295819834192844","0.333263279857875"
"Yes","2008","Full Time","Other degree","43","0.107247048468209","0.0705420602272347","0.143952036709183"
"Yes","2008","Full Time","no degree/no degree yet","5","","",""
"Yes","2008","Part Time","lower secondary degree","134","0.175418442862131","0.149355354676885","0.201481531047378"
"Yes","2008","Part Time","secondary school degree","295","0.224931753690081","0.200694075087595","0.249169432292567"
"Yes","2008","Part Time","college entrance qualification","356","0.322537165852139","0.293751519310395","0.351322812393883"
"Yes","2008","Part Time","Other degree","36","0.160337490279608","0.106129703112156","0.214545277447059"
"Yes","2008","Part Time","no degree/no degree yet","6","","",""
"Yes","2008","Not Working","lower secondary degree","2","","",""
"Yes","2008","Not Working","secondary school degree","9","","",""
"Yes","2008","Not Working","college entrance qualification","13","","",""
"Yes","2008","Not Working","Other degree","3","","",""
"Yes","2008","Not Working","no degree/no degree yet","1","","",""
"No","2008","Full Time","lower secondary degree","1370","0.851278435477612","0.834047298649965","0.86850957230526"
"No","2008","Full Time","secondary school degree","1904","0.750053914775738","0.733202247450288","0.766905582101187"
"No","2008","Full Time","college entrance qualification","1580","0.68545844297464","0.666736720142125","0.704180165807155"
"No","2008","Full Time","Other degree","230","0.892752951531791","0.856047963290817","0.929457939772765"
"No","2008","Full Time","no degree/no degree yet","31","0.765785548222119","0.627442523072481","0.904128573371756"
"No","2008","Part Time","lower secondary degree","684","0.824581557137869","0.798518468952622","0.850644645323115"
"No","2008","Part Time","secondary school degree","845","0.775068246309919","0.750830567707433","0.799305924912405"
"No","2008","Part Time","college entrance qualification","657","0.677462834147861","0.648677187606117","0.706248480689605"
"No","2008","Part Time","Other degree","140","0.839662509720392","0.785454722552941","0.893870296887844"
"No","2008","Part Time","no degree/no degree yet","36","0.88074355071714","0.782729323754617","0.978757777679663"
"No","2008","Not Working","lower secondary degree","24","","",""
"No","2008","Not Working","secondary school degree","48","0.878139929779491","0.793217338427627","0.963062521131356"
"No","2008","Not Working","college entrance qualification","44","0.839629398405624","0.744368020173466","0.934890776637782"
"No","2008","Not Working","Other degree","7","","",""
"No","2008","Not Working","no degree/no degree yet","7","","",""
"Yes","2009","Full Time","lower secondary degree","256","0.166079424524531","0.147302531523164","0.184856317525897"
"Yes","2009","Full Time","secondary school degree","597","0.239911310390972","0.223104714911573","0.256717905870371"
"Yes","2009","Full Time","college entrance qualification","751","0.302062793832469","0.283334728429406","0.320790859235531"
"Yes","2009","Full Time","Other degree","51","0.148658013117052","0.103461409434295","0.193854616799809"
"Yes","2009","Full Time","no degree/no degree yet","5","","",""
"Yes","2009","Part Time","lower secondary degree","133","0.151262194392178","0.126915589947498","0.175608798836858"
"Yes","2009","Part Time","secondary school degree","283","0.217511091413282","0.193708459232035","0.241313723594528"
"Yes","2009","Part Time","college entrance qualification","363","0.291990200844319","0.264263276146116","0.319717125542522"
"Yes","2009","Part Time","Other degree","28","","",""
"Yes","2009","Part Time","no degree/no degree yet","6","","",""
"Yes","2009","Not Working","lower secondary degree","3","","",""
"Yes","2009","Not Working","secondary school degree","8","","",""
"Yes","2009","Not Working","college entrance qualification","15","","",""
"Yes","2009","Not Working","Other degree","1","","",""
"Yes","2009","Not Working","no degree/no degree yet","","","",""
"No","2009","Full Time","lower secondary degree","1253","0.833920575475469","0.815143682474103","0.852697468476836"
"No","2009","Full Time","secondary school degree","1883","0.760088689609028","0.743282094129629","0.776895285088427"
"No","2009","Full Time","college entrance qualification","1558","0.697937206167531","0.679209140764468","0.716665271570594"
"No","2009","Full Time","Other degree","187","0.851341986882948","0.806145383200191","0.896538590565705"
"No","2009","Full Time","no degree/no degree yet","29","","",""
"No","2009","Part Time","lower secondary degree","699","0.848737805607822","0.824391201163142","0.873084410052502"
"No","2009","Part Time","secondary school degree","871","0.782488908586718","0.758686276405472","0.806291540767965"
"No","2009","Part Time","college entrance qualification","670","0.708009799155681","0.680282874457478","0.735736723853884"
"No","2009","Part Time","Other degree","145","0.845416314191126","0.791546908946097","0.899285719436154"
"No","2009","Part Time","no degree/no degree yet","45","0.954639440320756","0.897528160604394","1.01175072003712"
"No","2009","Not Working","lower secondary degree","21","","",""
"No","2009","Not Working","secondary school degree","42","0.756914736498695","0.638019108553811","0.875810364443579"
"No","2009","Not Working","college entrance qualification","25","","",""
"No","2009","Not Working","Other degree","7","","",""
"No","2009","Not Working","no degree/no degree yet","8","","",""
"Yes","2010","Full Time","lower secondary degree","276","0.171911517016648","0.154727746726553","0.189095287306743"
"Yes","2010","Full Time","secondary school degree","669","0.237620654847058","0.222420491248318","0.252820818445799"
"Yes","2010","Full Time","college entrance qualification","965","0.319689145124952","0.303042677971061","0.336335612278844"
"Yes","2010","Full Time","Other degree","73","0.146732963648338","0.113930938427179","0.179534988869496"
"Yes","2010","Full Time","no degree/no degree yet","5","","",""
"Yes","2010","Part Time","lower secondary degree","157","0.15620228512097","0.133460758819934","0.178943811422006"
"Yes","2010","Part Time","secondary school degree","361","0.195062789913176","0.176325588333141","0.213799991493211"
"Yes","2010","Part Time","college entrance qualification","510","0.332700515305648","0.308414790133414","0.356986240477881"
"Yes","2010","Part Time","Other degree","53","0.19835091848097","0.154523712127327","0.242178124834613"
"Yes","2010","Part Time","no degree/no degree yet","8","","",""
"Yes","2010","Not Working","lower secondary degree","4","","",""
"Yes","2010","Not Working","secondary school degree","27","","",""
"Yes","2010","Not Working","college entrance qualification","31","0.394403364067366","0.29813301954467","0.490673708590062"
"Yes","2010","Not Working","Other degree","3","","",""
"Yes","2010","Not Working","no degree/no degree yet","2","","",""
"No","2010","Full Time","lower secondary degree","1576","0.828088482983352","0.810904712693257","0.845272253273447"
"No","2010","Full Time","secondary school degree","2343","0.762379345152942","0.747179181554201","0.777579508751682"
"No","2010","Full Time","college entrance qualification","2050","0.680310854875048","0.663664387721156","0.696957322028939"
"No","2010","Full Time","Other degree","374","0.853267036351662","0.820465011130504","0.886069061572821"
"No","2010","Full Time","no degree/no degree yet","60","0.941642293612059","0.884654282768823","0.998630304455295"
"No","2010","Part Time","lower secondary degree","822","0.84379771487903","0.821056188577994","0.866539241180066"
"No","2010","Part Time","secondary school degree","1357","0.804937210086824","0.786200008506789","0.823674411666859"
"No","2010","Part Time","college entrance qualification","936","0.667299484694353","0.643013759522119","0.691585209866586"
"No","2010","Part Time","Other degree","265","0.80164908151903","0.757821875165387","0.845476287872673"
"No","2010","Part Time","no degree/no degree yet","64","0.933005822012245","0.875257076943794","0.990754567080696"
"No","2010","Not Working","lower secondary degree","53","0.93548793202919","0.871712965446658","0.999262898611722"
"No","2010","Not Working","secondary school degree","88","0.802292291845246","0.729501359590029","0.875083224100463"
"No","2010","Not Working","college entrance qualification","68","0.605596635932634","0.509326291409938","0.70186698045533"
"No","2010","Not Working","Other degree","19","","",""
"No","2010","Not Working","no degree/no degree yet","13","","",""
"Yes","2011","Full Time","lower secondary degree","333","0.177757517970776","0.16143339838375","0.194081637557802"
"Yes","2011","Full Time","secondary school degree","858","0.24518246893016","0.230893548961215","0.259471388899104"
"Yes","2011","Full Time","college entrance qualification","1196","0.328217285140421","0.312689691637276","0.343744878643566"
"Yes","2011","Full Time","Other degree","75","0.147299730328797","0.117184135129248","0.177415325528347"
"Yes","2011","Full Time","no degree/no degree yet","9","","",""
"Yes","2011","Part Time","lower secondary degree","184","0.142215372444787","0.122543829721412","0.161886915168163"
"Yes","2011","Part Time","secondary school degree","472","0.211735504604392","0.19448676838163","0.228984240827154"
"Yes","2011","Part Time","college entrance qualification","594","0.306099891279511","0.284803178450219","0.327396604108803"
"Yes","2011","Part Time","Other degree","67","0.18732521313872","0.148043990509392","0.226606435768048"
"Yes","2011","Part Time","no degree/no degree yet","11","","",""
"Yes","2011","Not Working","lower secondary degree","10","","",""
"Yes","2011","Not Working","secondary school degree","13","","",""
"Yes","2011","Not Working","college entrance qualification","32","0.282781920797453","0.201178832624585","0.364385008970321"
"Yes","2011","Not Working","Other degree","2","","",""
"Yes","2011","Not Working","no degree/no degree yet","2","","",""
"No","2011","Full Time","lower secondary degree","1774","0.822242482029224","0.805918362442198","0.83856660161625"
"No","2011","Full Time","secondary school degree","2624","0.754817531069841","0.740528611100896","0.769106451038785"
"No","2011","Full Time","college entrance qualification","2317","0.671782714859579","0.656255121356434","0.687310308362724"
"No","2011","Full Time","Other degree","457","0.852700269671203","0.822584674471653","0.882815864870752"
"No","2011","Full Time","no degree/no degree yet","76","0.891194857816639","0.824996125252384","0.957393590380893"
"No","2011","Part Time","lower secondary degree","1027","0.857784627555213","0.838113084831838","0.877456170278588"
"No","2011","Part Time","secondary school degree","1683","0.788264495395608","0.771015759172846","0.80551323161837"
"No","2011","Part Time","college entrance qualification","1205","0.693900108720489","0.672603395891197","0.715196821549781"
"No","2011","Part Time","Other degree","312","0.81267478686128","0.773393564231952","0.851956009490608"
"No","2011","Part Time","no degree/no degree yet","96","0.888432306041556","0.82877857639327","0.948086035689841"
"No","2011","Not Working","lower secondary degree","68","0.782784539740074","0.691274809333979","0.874294270146169"
"No","2011","Not Working","secondary school degree","98","0.830017346642086","0.760140630339769","0.899894062944404"
"No","2011","Not Working","college entrance qualification","85","0.717218079202547","0.635614991029679","0.798821167375415"
"No","2011","Not Working","Other degree","23","","",""
"No","2011","Not Working","no degree/no degree yet","18","","",""
"Yes","2012","Full Time","lower secondary degree","315","0.167162135601268","0.150785122351007","0.183539148851528"
"Yes","2012","Full Time","secondary school degree","818","0.238815350756868","0.22448618503922","0.253144516474515"
"Yes","2012","Full Time","college entrance qualification","1187","0.346849340004999","0.330913749542706","0.362784930467291"
"Yes","2012","Full Time","Other degree","73","0.13770205736012","0.10923826366277","0.16616585105747"
"Yes","2012","Full Time","no degree/no degree yet","9","","",""
"Yes","2012","Part Time","lower secondary degree","184","0.16348808219563","0.142243376609829","0.184732787781431"
"Yes","2012","Part Time","secondary school degree","444","0.214456061788801","0.196627610932365","0.232284512645236"
"Yes","2012","Part Time","college entrance qualification","593","0.309937101552498","0.288596289202302","0.331277913902694"
"Yes","2012","Part Time","Other degree","77","0.200831877667712","0.161373802255749","0.240289953079675"
"Yes","2012","Part Time","no degree/no degree yet","8","","",""
"Yes","2012","Not Working","lower secondary degree","19","","",""
"Yes","2012","Not Working","secondary school degree","18","","",""
"Yes","2012","Not Working","college entrance qualification","34","0.270080454901083","0.190306947882658","0.349853961919508"
"Yes","2012","Not Working","Other degree","4","","",""
"Yes","2012","Not Working","no degree/no degree yet","1","","",""
"No","2012","Full Time","lower secondary degree","1679","0.832837864398732","0.816460851148472","0.849214877648993"
"No","2012","Full Time","secondary school degree","2583","0.761184649243132","0.746855483525485","0.77551381496078"
"No","2012","Full Time","college entrance qualification","2240","0.653150659995001","0.637215069532709","0.669086250457294"
"No","2012","Full Time","Other degree","490","0.86229794263988","0.83383414894253","0.89076173633723"
"No","2012","Full Time","no degree/no degree yet","79","0.887303274212656","0.821234165781786","0.953372382643527"
"No","2012","Part Time","lower secondary degree","980","0.83651191780437","0.815267212218569","0.857756623390171"
"No","2012","Part Time","secondary school degree","1592","0.785543938211199","0.767715487354764","0.803372389067635"
"No","2012","Part Time","college entrance qualification","1211","0.690062898447502","0.668722086097306","0.711403710797698"
"No","2012","Part Time","Other degree","319","0.799168122332288","0.759710046920325","0.838626197744251"
"No","2012","Part Time","no degree/no degree yet","111","0.958698921692494","0.922947244113427","0.994450599271561"
"No","2012","Not Working","lower secondary degree","76","0.777401993946686","0.693751261429334","0.861052726464038"
"No","2012","Not Working","secondary school degree","124","0.869488693691163","0.814082290675544","0.924895096706781"
"No","2012","Not Working","college entrance qualification","85","0.729919545098917","0.650146038080492","0.809693052117342"
"No","2012","Not Working","Other degree","31","0.759681184325467","0.618126696944025","0.901235671706909"
"No","2012","Not Working","no degree/no degree yet","22","","",""
"Yes","2013","Full Time","lower secondary degree","277","0.16458298189348","0.147120005399387","0.182045958387574"
"Yes","2013","Full Time","secondary school degree","744","0.245590873745655","0.230269663529147","0.260912083962163"
"Yes","2013","Full Time","college entrance qualification","1119","0.365790934297361","0.348730967185009","0.382850901409713"
"Yes","2013","Full Time","Other degree","58","0.136026075816195","0.105421527507052","0.166630624125338"
"Yes","2013","Full Time","no degree/no degree yet","6","","",""
"Yes","2013","Part Time","lower secondary degree","180","0.178246870785691","0.155802721697589","0.200691019873793"
"Yes","2013","Part Time","secondary school degree","461","0.228893595357607","0.21038390432359","0.247403286391625"
"Yes","2013","Part Time","college entrance qualification","589","0.359901540958249","0.336826216025771","0.382976865890726"
"Yes","2013","Part Time","Other degree","69","0.232225935980867","0.186529403253627","0.277922468708108"
"Yes","2013","Part Time","no degree/no degree yet","9","","",""
"Yes","2013","Not Working","lower secondary degree","46","0.106175475719341","0.0774560866404736","0.134894864798208"
"Yes","2013","Not Working","secondary school degree","75","0.123717644556722","0.0952253606328586","0.152209928480585"
"Yes","2013","Not Working","college entrance qualification","118","0.243879168343538","0.206389139276014","0.281369197411063"
"Yes","2013","Not Working","Other degree","232","0.144062624645019","0.127190565591375","0.160934683698663"
"Yes","2013","Not Working","no degree/no degree yet","15","","",""
"No","2013","Full Time","lower secondary degree","1455","0.83541701810652","0.817954041612426","0.852879994600613"
"No","2013","Full Time","secondary school degree","2288","0.754409126254345","0.739087916037837","0.769730336470853"
"No","2013","Full Time","college entrance qualification","1943","0.634209065702639","0.617149098590287","0.651269032814991"
"No","2013","Full Time","Other degree","424","0.863973924183805","0.833369375874662","0.894578472492948"
"No","2013","Full Time","no degree/no degree yet","63","0.859386033787882","0.777363738072103","0.94140832950366"
"No","2013","Part Time","lower secondary degree","937","0.821753129214309","0.799308980126207","0.844197278302411"
"No","2013","Part Time","secondary school degree","1518","0.771106404642393","0.752596713608375","0.78961609567641"
"No","2013","Part Time","college entrance qualification","1073","0.640098459041751","0.617023134109274","0.663173783974229"
"No","2013","Part Time","Other degree","259","0.767774064019133","0.722077531291892","0.813470596746373"
"No","2013","Part Time","no degree/no degree yet","121","0.920330802913011","0.873783597297068","0.966878008528953"
"No","2013","Not Working","lower secondary degree","396","0.893824524280659","0.865105135201792","0.922543913359526"
"No","2013","Not Working","secondary school degree","438","0.876282355443278","0.847790071519415","0.904774639367141"
"No","2013","Not Working","college entrance qualification","386","0.756120831656462","0.718630802588937","0.793610860723986"
"No","2013","Not Working","Other degree","1432","0.855937375354981","0.839065316301337","0.872809434408625"
"No","2013","Not Working","no degree/no degree yet","156","0.90720556077455","0.863718118686108","0.950693002862993"
"Yes","2014","Full Time","lower secondary degree","267","0.160850041594079","0.143482412721656","0.178217670466502"
"Yes","2014","Full Time","secondary school degree","686","0.232632496294806","0.217305115897043","0.247959876692569"
"Yes","2014","Full Time","college entrance qualification","1057","0.360917749200211","0.343726209481931","0.378109288918492"
"Yes","2014","Full Time","Other degree","134","0.137473036045769","0.116840562139511","0.158105509952026"
"Yes","2014","Full Time","no degree/no degree yet","12","","",""
"Yes","2014","Part Time","lower secondary degree","190","0.193654553250291","0.170119873770026","0.217189232730556"
"Yes","2014","Part Time","secondary school degree","424","0.221619612159239","0.202538115540474","0.240701108778003"
"Yes","2014","Part Time","college entrance qualification","611","0.369095712934002","0.346277178320831","0.391914247547173"
"Yes","2014","Part Time","Other degree","142","0.218043906553176","0.188972877771199","0.247114935335152"
"Yes","2014","Part Time","no degree/no degree yet","12","","",""
"Yes","2014","Not Working","lower secondary degree","12","","",""
"Yes","2014","Not Working","secondary school degree","28","","",""
"Yes","2014","Not Working","college entrance qualification","44","0.384928654049649","0.303151591788804","0.466705716310494"
"Yes","2014","Not Working","Other degree","18","","",""
"Yes","2014","Not Working","no degree/no degree yet","","","",""
"No","2014","Full Time","lower secondary degree","1452","0.839149958405921","0.821782329533498","0.856517587278344"
"No","2014","Full Time","secondary school degree","2233","0.767367503705194","0.752040123307431","0.782694884102957"
"No","2014","Full Time","college entrance qualification","1941","0.639082250799789","0.621890711081508","0.656273790518069"
"No","2014","Full Time","Other degree","936","0.862526963954231","0.841894490047974","0.883159437860489"
"No","2014","Full Time","no degree/no degree yet","83","0.873079803426955","0.806140894789693","0.940018712064216"
"No","2014","Part Time","lower secondary degree","893","0.806345446749709","0.782810767269444","0.829880126229974"
"No","2014","Part Time","secondary school degree","1396","0.778380387840761","0.759298891221997","0.797461884459526"
"No","2014","Part Time","college entrance qualification","1107","0.630904287065998","0.608085752452827","0.653722821679169"
"No","2014","Part Time","Other degree","633","0.781956093446824","0.752885064664847","0.811027122228801"
"No","2014","Part Time","no degree/no degree yet","125","0.931025585058875","0.888591716381005","0.973459453736745"
"No","2014","Not Working","lower secondary degree","97","0.931690706061121","0.88433082294511","0.979050589177133"
"No","2014","Not Working","secondary school degree","120","0.848885713540626","0.791183216414751","0.906588210666501"
"No","2014","Not Working","college entrance qualification","92","0.615071345950351","0.533294283689506","0.696848408211196"
"No","2014","Not Working","Other degree","102","0.696759867089321","0.614518111788305","0.779001622390337"
"No","2014","Not Working","no degree/no degree yet","28","","",""
"Yes","2015","Full Time","lower secondary degree","259","0.175158570467353","0.156374718417393","0.193942422517313"
"Yes","2015","Full Time","secondary school degree","615","0.214419060202405","0.199037634618837","0.229800485785974"
"Yes","2015","Full Time","college entrance qualification","1024","0.367534579460609","0.349811990825267","0.385257168095951"
"Yes","2015","Full Time","Other degree","132","0.169867743129664","0.145988784031005","0.193746702228322"
"Yes","2015","Full Time","no degree/no degree yet","15","","",""
"Yes","2015","Part Time","lower secondary degree","169","0.165239178428059","0.142010211827971","0.188468145028148"
"Yes","2015","Part Time","secondary school degree","423","0.239560400887294","0.219704536864532","0.259416264910055"
"Yes","2015","Part Time","college entrance qualification","596","0.353386318574241","0.330158863694669","0.376613773453813"
"Yes","2015","Part Time","Other degree","113","0.171143148683502","0.142495856598225","0.199790440768779"
"Yes","2015","Part Time","no degree/no degree yet","10","","",""
"Yes","2015","Not Working","lower secondary degree","16","","",""
"Yes","2015","Not Working","secondary school degree","23","","",""
"Yes","2015","Not Working","college entrance qualification","47","0.269195482309717","0.20366758196923","0.334723382650204"
"Yes","2015","Not Working","Other degree","93","0.123113909740702","0.101515470810203","0.144712348671201"
"Yes","2015","Not Working","no degree/no degree yet","8","","",""
"No","2015","Full Time","lower secondary degree","1314","0.824841429532647","0.806057577482687","0.843625281582607"
"No","2015","Full Time","secondary school degree","2120","0.785580939797595","0.770199514214026","0.800962365381163"
"No","2015","Full Time","college entrance qualification","1819","0.632465420539391","0.614742831904049","0.650188009174733"
"No","2015","Full Time","Other degree","818","0.830132256870336","0.806253297771678","0.854011215968995"
"No","2015","Full Time","no degree/no degree yet","74","0.761163334081841","0.672581938637032","0.84974472952665"
"No","2015","Part Time","lower secondary degree","813","0.834760821571941","0.811531854971852","0.857989788172029"
"No","2015","Part Time","secondary school degree","1352","0.760439599112706","0.740583735089945","0.780295463135468"
"No","2015","Part Time","college entrance qualification","1031","0.646613681425759","0.623386226546187","0.669841136305331"
"No","2015","Part Time","Other degree","551","0.828856851316498","0.800209559231221","0.857504143401775"
"No","2015","Part Time","no degree/no degree yet","90","0.919353975757803","0.865985972851536","0.972721978664071"
"No","2015","Not Working","lower secondary degree","79","0.711781710861138","0.620702246334416","0.802861175387859"
"No","2015","Not Working","secondary school degree","104","0.800061554883302","0.730502113332445","0.869620996434158"
"No","2015","Not Working","college entrance qualification","129","0.730804517690283","0.665276617349796","0.79633241803077"
"No","2015","Not Working","Other degree","796","0.876886090259298","0.855287651328799","0.898484529189797"
"No","2015","Not Working","no degree/no degree yet","87","0.725048513420405","0.63526473922714","0.814832287613671"
"Yes","2016","Full Time","lower secondary degree","240","0.177521970938284","0.157799847664573","0.197244094211995"
"Yes","2016","Full Time","secondary school degree","598","0.231330590680243","0.21489595774435","0.247765223616136"
"Yes","2016","Full Time","college entrance qualification","1007","0.364613810606421","0.346594879866765","0.382632741346077"
"Yes","2016","Full Time","Other degree","161","0.159402913528441","0.138228118516681","0.1805777085402"
"Yes","2016","Full Time","no degree/no degree yet","9","","",""
"Yes","2016","Part Time","lower secondary degree","154","0.152105611724589","0.129400173093038","0.17481105035614"
"Yes","2016","Part Time","secondary school degree","378","0.234783400154211","0.214143078119467","0.255423722188954"
"Yes","2016","Part Time","college entrance qualification","581","0.349946892590618","0.326517984461657","0.37337580071958"
"Yes","2016","Part Time","Other degree","140","0.17150177119967","0.145266135346883","0.197737407052458"
"Yes","2016","Part Time","no degree/no degree yet","10","","",""
"Yes","2016","Not Working","lower secondary degree","10","","",""
"Yes","2016","Not Working","secondary school degree","20","","",""
"Yes","2016","Not Working","college entrance qualification","32","0.302278218578228","0.217603563384267","0.386952873772189"
"Yes","2016","Not Working","Other degree","39","0.0547699000311965","0.0312661810339859","0.0782736190284071"
"Yes","2016","Not Working","no degree/no degree yet","13","","",""
"No","2016","Full Time","lower secondary degree","1202","0.822478029061716","0.802755905788005","0.842200152335427"
"No","2016","Full Time","secondary school degree","1931","0.768669409319757","0.752234776383864","0.78510404225565"
"No","2016","Full Time","college entrance qualification","1734","0.635386189393579","0.617367258653923","0.653405120133235"
"No","2016","Full Time","Other degree","987","0.84059708647156","0.8194222914598","0.861771881483319"
"No","2016","Full Time","no degree/no degree yet","77","0.847278619520111","0.771252660071436","0.923304578968785"
"No","2016","Part Time","lower secondary degree","807","0.847894388275411","0.82518894964386","0.870599826906962"
"No","2016","Part Time","secondary school degree","1242","0.765216599845789","0.744576277811046","0.785856921880533"
"No","2016","Part Time","college entrance qualification","1011","0.650053107409381","0.62662419928042","0.673482015538343"
"No","2016","Part Time","Other degree","653","0.82849822880033","0.802262592947542","0.854733864653117"
"No","2016","Part Time","no degree/no degree yet","133","0.956733550572984","0.923386978001974","0.990080123143994"
"No","2016","Not Working","lower secondary degree","66","0.80580597919605","0.716870619756022","0.894741338636078"
"No","2016","Not Working","secondary school degree","77","0.827809698029828","0.752676509028562","0.902942887031093"
"No","2016","Not Working","college entrance qualification","81","0.697721781421772","0.613047126227812","0.782396436615733"
"No","2016","Not Working","Other degree","321","0.945230099968803","0.921726380971593","0.968733818966014"
"No","2016","Not Working","no degree/no degree yet","143","0.759181757290783","0.692084716739926","0.82627879784164"
"Yes","2017","Full Time","lower secondary degree","241","0.148914343291426","0.131410192601002","0.16641849398185"
"Yes","2017","Full Time","secondary school degree","718","0.226103867805304","0.211202119821342","0.241005615789265"
"Yes","2017","Full Time","college entrance qualification","1173","0.364201670896363","0.347614363358152","0.380788978434574"
"Yes","2017","Full Time","Other degree","140","0.15389078544737","0.132851625766732","0.174929945128008"
"Yes","2017","Full Time","no degree/no degree yet","11","","",""
"Yes","2017","Part Time","lower secondary degree","185","0.181083298451881","0.157757645338638","0.204408951565123"
"Yes","2017","Part Time","secondary school degree","442","0.237802806937639","0.218216527912537","0.25738908596274"
"Yes","2017","Part Time","college entrance qualification","700","0.358835264974512","0.337324107488795","0.38034642246023"
"Yes","2017","Part Time","Other degree","131","0.167975638408597","0.142356612632781","0.193594664184412"
"Yes","2017","Part Time","no degree/no degree yet","15","","",""
"Yes","2017","Not Working","lower secondary degree","14","","",""
"Yes","2017","Not Working","secondary school degree","26","","",""
"Yes","2017","Not Working","college entrance qualification","45","0.308873503564685","0.228832559018919","0.388914448110451"
"Yes","2017","Not Working","Other degree","43","0.166145900748665","0.132951534994537","0.199340266502793"
"Yes","2017","Not Working","no degree/no degree yet","21","","",""
"No","2017","Full Time","lower secondary degree","1348","0.851085656708574","0.83358150601815","0.868589807398998"
"No","2017","Full Time","secondary school degree","2309","0.773896132194696","0.758994384210735","0.788797880178658"
"No","2017","Full Time","college entrance qualification","2060","0.635798329103637","0.619211021565426","0.652385636641848"
"No","2017","Full Time","Other degree","990","0.84610921455263","0.825070054871992","0.867148374233268"
"No","2017","Full Time","no degree/no degree yet","94","0.870566709495716","0.806360435850496","0.934772983140937"
"No","2017","Part Time","lower secondary degree","862","0.818916701548119","0.795591048434877","0.842242354661362"
"No","2017","Part Time","secondary school degree","1373","0.762197193062361","0.74261091403726","0.781783472087463"
"No","2017","Part Time","college entrance qualification","1210","0.641164735025487","0.61965357753977","0.662675892511205"
"No","2017","Part Time","Other degree","687","0.832024361591403","0.806405335815587","0.857643387367219"
"No","2017","Part Time","no degree/no degree yet","154","0.905603421457463","0.86152237531953","0.949684467595397"
"No","2017","Not Working","lower secondary degree","79","0.873859885856167","0.80638314025575","0.941336631456584"
"No","2017","Not Working","secondary school degree","88","0.740943408136532","0.660519437957494","0.82136737831557"
"No","2017","Not Working","college entrance qualification","83","0.691126496435315","0.611085551889549","0.771167440981081"
"No","2017","Not Working","Other degree","440","0.833854099251335","0.800659733497207","0.867048465005463"
"No","2017","Not Working","no degree/no degree yet","211","0.86682478872667","0.82310465748207","0.910544919971271"
"Yes","2018","Full Time","lower secondary degree","218","0.165170734458055","0.145747125788672","0.184594343127439"
"Yes","2018","Full Time","secondary school degree","673","0.225377525240954","0.209809129556467","0.24094592092544"
"Yes","2018","Full Time","college entrance qualification","1122","0.359631281764429","0.342510158339834","0.376752405189024"
"Yes","2018","Full Time","Other degree","169","0.197427831840491","0.173883132090191","0.220972531590792"
"Yes","2018","Full Time","no degree/no degree yet","15","","",""
"Yes","2018","Part Time","lower secondary degree","177","0.202947766007879","0.177611305642804","0.228284226372955"
"Yes","2018","Part Time","secondary school degree","400","0.238219968256529","0.218163582082449","0.258276354430609"
"Yes","2018","Part Time","college entrance qualification","655","0.368770618180758","0.346500527460065","0.391040708901451"
"Yes","2018","Part Time","Other degree","133","0.184017850661671","0.158371911936114","0.209663789387228"
"Yes","2018","Part Time","no degree/no degree yet","12","","",""
"Yes","2018","Not Working","lower secondary degree","10","","",""
"Yes","2018","Not Working","secondary school degree","16","","",""
"Yes","2018","Not Working","college entrance qualification","32","0.258742202053073","0.181968699031718","0.335515705074427"
"Yes","2018","Not Working","Other degree","60","0.0868232657768204","0.0611475487314013","0.112498982822239"
"Yes","2018","Not Working","no degree/no degree yet","12","","",""
"No","2018","Full Time","lower secondary degree","1186","0.834829265541945","0.815405656872561","0.854252874211328"
"No","2018","Full Time","secondary school degree","2094","0.774622474759046","0.75905407907456","0.790190870443533"
"No","2018","Full Time","college entrance qualification","1896","0.640368718235571","0.623247594810976","0.657489841660166"
"No","2018","Full Time","Other degree","929","0.802572168159509","0.779027468409208","0.826116867909809"
"No","2018","Full Time","no degree/no degree yet","113","0.867799175361756","0.809121918191097","0.926476432532414"
"No","2018","Part Time","lower secondary degree","791","0.797052233992121","0.771715773627045","0.822388694357196"
"No","2018","Part Time","secondary school degree","1333","0.761780031743471","0.741723645569391","0.781836417917551"
"No","2018","Part Time","college entrance qualification","1148","0.631229381819242","0.608959291098549","0.653499472539935"
"No","2018","Part Time","Other degree","744","0.815982149338329","0.790336210612772","0.841628088063886"
