"pgoeffd","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2001","no migration background","(1a) inadequately completed","28","","",""
"No","2001","no migration background","(1b) general elementary school","358","0.816569522206337","0.779989312153198","0.853149732259476"
"No","2001","no migration background","(1c) basic vocational qualification","2147","0.826425843272554","0.811945465658532","0.840906220886576"
"No","2001","no migration background","(2b) intermediate general qualification","221","0.834170351608577","0.789220456597775","0.879120246619379"
"No","2001","no migration background","(2a) intermediate vocational","2462","0.746041527205753","0.731208554582125","0.760874499829382"
"No","2001","no migration background","(2c_gen) general maturity certificate","195","0.792409839718858","0.742433304682689","0.842386374755027"
"No","2001","no migration background","(2c_voc) vocational maturity certificate","506","0.724084083794834","0.690877335626609","0.757290831963059"
"No","2001","no migration background","(3a) lower tertiary education","644","0.65051708084975","0.621313208448104","0.679720953251396"
"No","2001","no migration background","(3b) higher tertiary education","697","0.599412637801307","0.571733891364022","0.627091384238593"
"No","2001","direct migration background","(0) in school","4","","",""
"No","2001","direct migration background","(1a) inadequately completed","62","0.948215860248024","0.89667271607826","0.999759004417789"
"No","2001","direct migration background","(1b) general elementary school","278","0.849732089465097","0.810457770355067","0.889006408575127"
"No","2001","direct migration background","(1c) basic vocational qualification","458","0.882613052371838","0.854594919588763","0.910631185154913"
"No","2001","direct migration background","(2b) intermediate general qualification","34","0.927555577659845","0.84513631208918","1.00997484323051"
"No","2001","direct migration background","(2a) intermediate vocational","69","0.708864068712698","0.616535521398908","0.801192616026489"
"No","2001","direct migration background","(2c_gen) general maturity certificate","60","0.813747300898816","0.724440870871445","0.903053730926187"
"No","2001","direct migration background","(2c_voc) vocational maturity certificate","152","0.801017565251658","0.744250076747295","0.85778505375602"
"No","2001","direct migration background","(3a) lower tertiary education","40","0.841590445097878","0.741382054337972","0.941798835857784"
"No","2001","direct migration background","(3b) higher tertiary education","122","0.755209936471958","0.690576928137893","0.819842944806023"
"No","2001","indirect migration background","(0) in school","3","","",""
"No","2001","indirect migration background","(1a) inadequately completed","3","","",""
"No","2001","indirect migration background","(1b) general elementary school","75","0.893867037166312","0.827604104942191","0.960129969390434"
"No","2001","indirect migration background","(1c) basic vocational qualification","88","0.925743283698962","0.87383362082898","0.977652946568944"
"No","2001","indirect migration background","(2b) intermediate general qualification","41","0.754039866903758","0.630919847351737","0.877159886455779"
"No","2001","indirect migration background","(2a) intermediate vocational","69","0.727750016063343","0.634750262401305","0.82074976972538"
"No","2001","indirect migration background","(2c_gen) general maturity certificate","23","","",""
"No","2001","indirect migration background","(2c_voc) vocational maturity certificate","29","","",""
"No","2001","indirect migration background","(3a) lower tertiary education","8","","",""
"No","2001","indirect migration background","(3b) higher tertiary education","24","","",""
"Yes","2002","no migration background","(0) in school","7","","",""
"Yes","2002","no migration background","(1a) inadequately completed","7","","",""
"Yes","2002","no migration background","(1b) general elementary school","75","0.191457675662359","0.154942917212891","0.227972434111826"
"Yes","2002","no migration background","(1c) basic vocational qualification","475","0.178519744030521","0.163819678592147","0.193219809468895"
"Yes","2002","no migration background","(2b) intermediate general qualification","48","0.147712259400533","0.107561953820018","0.187862564981048"
"Yes","2002","no migration background","(2a) intermediate vocational","924","0.259895086155859","0.245512464906693","0.274277707405025"
"Yes","2002","no migration background","(2c_gen) general maturity certificate","77","0.231601827645228","0.185308659628707","0.277894995661749"
"Yes","2002","no migration background","(2c_voc) vocational maturity certificate","216","0.265331741948389","0.235737632483072","0.294925851413706"
"Yes","2002","no migration background","(3a) lower tertiary education","420","0.321191367626227","0.294816489703539","0.347566245548915"
"Yes","2002","no migration background","(3b) higher tertiary education","838","0.404096998829321","0.381938606854091","0.426255390804551"
"Yes","2002","direct migration background","(0) in school","","","",""
"Yes","2002","direct migration background","(1a) inadequately completed","7","","",""
"Yes","2002","direct migration background","(1b) general elementary school","34","0.0881582046607969","0.05628671114886","0.120029698172734"
"Yes","2002","direct migration background","(1c) basic vocational qualification","38","0.0980116356152047","0.0709869344341896","0.12503633679622"
"Yes","2002","direct migration background","(2b) intermediate general qualification","5","","",""
"Yes","2002","direct migration background","(2a) intermediate vocational","20","","",""
"Yes","2002","direct migration background","(2c_gen) general maturity certificate","16","","",""
"Yes","2002","direct migration background","(2c_voc) vocational maturity certificate","42","0.17288158774797","0.120342833814763","0.225420341681178"
"Yes","2002","direct migration background","(3a) lower tertiary education","10","","",""
"Yes","2002","direct migration background","(3b) higher tertiary education","70","0.283663998700268","0.222841065137356","0.344486932263181"
"Yes","2002","indirect migration background","(0) in school","","","",""
"Yes","2002","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2002","indirect migration background","(1b) general elementary school","5","","",""
"Yes","2002","indirect migration background","(1c) basic vocational qualification","9","","",""
"Yes","2002","indirect migration background","(2b) intermediate general qualification","5","","",""
"Yes","2002","indirect migration background","(2a) intermediate vocational","27","","",""
"Yes","2002","indirect migration background","(2c_gen) general maturity certificate","10","","",""
"Yes","2002","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2002","indirect migration background","(3a) lower tertiary education","5","","",""
"Yes","2002","indirect migration background","(3b) higher tertiary education","7","","",""
"No","2002","no migration background","(0) in school","52","0.862914394117469","0.775153332151437","0.950675456083501"
"No","2002","no migration background","(1a) inadequately completed","30","0.866012937198362","0.75625375756398","0.975772116832745"
"No","2002","no migration background","(1b) general elementary school","371","0.808542324337641","0.772027565888174","0.845057082787108"
"No","2002","no migration background","(1c) basic vocational qualification","2132","0.821480255969479","0.806780190531105","0.836180321407854"
"No","2002","no migration background","(2b) intermediate general qualification","252","0.852287740599467","0.812137435018952","0.892438046179982"
"No","2002","no migration background","(2a) intermediate vocational","2648","0.740104913844141","0.725722292594975","0.754487535093307"
"No","2002","no migration background","(2c_gen) general maturity certificate","242","0.768398172354772","0.722105004338251","0.814691340371293"
"No","2002","no migration background","(2c_voc) vocational maturity certificate","639","0.734668258051611","0.705074148586294","0.764262367516928"
"No","2002","no migration background","(3a) lower tertiary education","784","0.678808632373773","0.652433754451085","0.705183510296461"
"No","2002","no migration background","(3b) higher tertiary education","1046","0.595903001170679","0.573744609195449","0.618061393145909"
"No","2002","direct migration background","(0) in school","4","","",""
"No","2002","direct migration background","(1a) inadequately completed","60","0.93662386441915","0.878285241114311","0.994962487723989"
"No","2002","direct migration background","(1b) general elementary school","270","0.911841795339203","0.879970301827266","0.94371328885114"
"No","2002","direct migration background","(1c) basic vocational qualification","427","0.901988364384795","0.87496366320378","0.92901306556581"
"No","2002","direct migration background","(2b) intermediate general qualification","26","","",""
"No","2002","direct migration background","(2a) intermediate vocational","82","0.757633351128435","0.674473447720241","0.840793254536629"
"No","2002","direct migration background","(2c_gen) general maturity certificate","58","0.815703027505489","0.727363032829329","0.904043022181649"
"No","2002","direct migration background","(2c_voc) vocational maturity certificate","157","0.82711841225203","0.774579658318822","0.879657166185237"
"No","2002","direct migration background","(3a) lower tertiary education","44","0.818172103063416","0.715298535124761","0.921045671002072"
"No","2002","direct migration background","(3b) higher tertiary education","141","0.716336001299732","0.655513067736819","0.777158934862644"
"No","2002","indirect migration background","(0) in school","7","","",""
"No","2002","indirect migration background","(1a) inadequately completed","2","","",""
"No","2002","indirect migration background","(1b) general elementary school","65","0.91393991185322","0.848240907803684","0.979638915902755"
"No","2002","indirect migration background","(1c) basic vocational qualification","93","0.893173429645326","0.833228073394127","0.953118785896524"
"No","2002","indirect migration background","(2b) intermediate general qualification","46","0.918944873379633","0.844042086457251","0.993847660302014"
"No","2002","indirect migration background","(2a) intermediate vocational","71","0.742280795556068","0.655685847415231","0.828875743696905"
"No","2002","indirect migration background","(2c_gen) general maturity certificate","31","0.708064283436101","0.568897329223534","0.847231237648668"
"No","2002","indirect migration background","(2c_voc) vocational maturity certificate","30","0.594281917530884","0.433881578924438","0.754682256137329"
"No","2002","indirect migration background","(3a) lower tertiary education","13","","",""
"No","2002","indirect migration background","(3b) higher tertiary education","32","0.684094709124495","0.53819569639689","0.8299937218521"
"Yes","2003","no migration background","(0) in school","3","","",""
"Yes","2003","no migration background","(1a) inadequately completed","6","","",""
"Yes","2003","no migration background","(1b) general elementary school","64","0.215577916441514","0.172920846217169","0.258234986665859"
"Yes","2003","no migration background","(1c) basic vocational qualification","422","0.185471714111472","0.169436519334967","0.201506908887977"
"Yes","2003","no migration background","(2b) intermediate general qualification","46","0.167124892356806","0.123029597034172","0.211220187679441"
"Yes","2003","no migration background","(2a) intermediate vocational","872","0.273729513235502","0.258312411476967","0.289146614994037"
"Yes","2003","no migration background","(2c_gen) general maturity certificate","69","0.265209492166326","0.212748084491188","0.317670899841464"
"Yes","2003","no migration background","(2c_voc) vocational maturity certificate","216","0.290278322295018","0.258904213076219","0.321652431513818"
"Yes","2003","no migration background","(3a) lower tertiary education","377","0.31446542743061","0.286838387480148","0.342092467381071"
"Yes","2003","no migration background","(3b) higher tertiary education","743","0.398246564127459","0.374886401716658","0.42160672653826"
"Yes","2003","direct migration background","(0) in school","","","",""
"Yes","2003","direct migration background","(1a) inadequately completed","4","","",""
"Yes","2003","direct migration background","(1b) general elementary school","32","0.124057335071417","0.0836763255269526","0.164438344615882"
"Yes","2003","direct migration background","(1c) basic vocational qualification","36","0.119222672228802","0.0876239226015447","0.150821421856059"
"Yes","2003","direct migration background","(2b) intermediate general qualification","6","","",""
"Yes","2003","direct migration background","(2a) intermediate vocational","16","","",""
"Yes","2003","direct migration background","(2c_gen) general maturity certificate","10","","",""
"Yes","2003","direct migration background","(2c_voc) vocational maturity certificate","38","0.194792184946421","0.135605553561625","0.253978816331217"
"Yes","2003","direct migration background","(3a) lower tertiary education","10","","",""
"Yes","2003","direct migration background","(3b) higher tertiary education","57","0.230568696605851","0.169207488529778","0.291929904681924"
"Yes","2003","indirect migration background","(0) in school","","","",""
"Yes","2003","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2003","indirect migration background","(1b) general elementary school","3","","",""
"Yes","2003","indirect migration background","(1c) basic vocational qualification","9","","",""
"Yes","2003","indirect migration background","(2b) intermediate general qualification","6","","",""
"Yes","2003","indirect migration background","(2a) intermediate vocational","27","","",""
"Yes","2003","indirect migration background","(2c_gen) general maturity certificate","8","","",""
"Yes","2003","indirect migration background","(2c_voc) vocational maturity certificate","6","","",""
"Yes","2003","indirect migration background","(3a) lower tertiary education","3","","",""
"Yes","2003","indirect migration background","(3b) higher tertiary education","7","","",""
"No","2003","no migration background","(0) in school","26","","",""
"No","2003","no migration background","(1a) inadequately completed","26","","",""
"No","2003","no migration background","(1b) general elementary school","293","0.784422083558486","0.741765013334141","0.827079153782831"
"No","2003","no migration background","(1c) basic vocational qualification","1835","0.814528285888528","0.798493091112023","0.830563480665033"
"No","2003","no migration background","(2b) intermediate general qualification","229","0.832875107643194","0.788779812320559","0.876970402965828"
"No","2003","no migration background","(2a) intermediate vocational","2341","0.726270486764498","0.710853385005963","0.741687588523033"
"No","2003","no migration background","(2c_gen) general maturity certificate","203","0.734790507833674","0.682329100158536","0.787251915508812"
"No","2003","no migration background","(2c_voc) vocational maturity certificate","588","0.709721677704982","0.678347568486182","0.741095786923782"
"No","2003","no migration background","(3a) lower tertiary education","708","0.68553457256939","0.657907532618929","0.713161612519852"
"No","2003","no migration background","(3b) higher tertiary education","944","0.601753435872541","0.57839327346174","0.625113598283342"
"No","2003","direct migration background","(0) in school","5","","",""
"No","2003","direct migration background","(1a) inadequately completed","46","0.976958528527258","0.935371656270785","1.01854540078373"
"No","2003","direct migration background","(1b) general elementary school","224","0.875942664928583","0.835561655384118","0.916323674473047"
"No","2003","direct migration background","(1c) basic vocational qualification","368","0.880777327771198","0.849178578143941","0.912376077398455"
"No","2003","direct migration background","(2b) intermediate general qualification","20","","",""
"No","2003","direct migration background","(2a) intermediate vocational","77","0.810996390993791","0.731426067066439","0.890566714921144"
"No","2003","direct migration background","(2c_gen) general maturity certificate","51","0.762606758571884","0.655832227280498","0.869381289863269"
"No","2003","direct migration background","(2c_voc) vocational maturity certificate","134","0.805207815053579","0.746021183668783","0.864394446438375"
"No","2003","direct migration background","(3a) lower tertiary education","34","0.785454341328312","0.6641595670846","0.906749115572024"
"No","2003","direct migration background","(3b) higher tertiary education","124","0.769431303394149","0.708070095318076","0.830792511470222"
"No","2003","indirect migration background","(0) in school","4","","",""
"No","2003","indirect migration background","(1a) inadequately completed","4","","",""
"No","2003","indirect migration background","(1b) general elementary school","52","0.98179072071688","0.946454297618514","1.01712714381525"
"No","2003","indirect migration background","(1c) basic vocational qualification","85","0.874909220646174","0.808031985490169","0.941786455802179"
"No","2003","indirect migration background","(2b) intermediate general qualification","32","0.864032621889488","0.755054649297588","0.973010594481389"
"No","2003","indirect migration background","(2a) intermediate vocational","70","0.644055895003161","0.548773008309358","0.739338781696964"
"No","2003","indirect migration background","(2c_gen) general maturity certificate","26","","",""
"No","2003","indirect migration background","(2c_voc) vocational maturity certificate","33","0.593913372663572","0.439783548267066","0.748043197060078"
"No","2003","indirect migration background","(3a) lower tertiary education","13","","",""
"No","2003","indirect migration background","(3b) higher tertiary education","28","","",""
"Yes","2004","no migration background","(0) in school","1","","",""
"Yes","2004","no migration background","(1a) inadequately completed","4","","",""
"Yes","2004","no migration background","(1b) general elementary school","64","0.210309831409008","0.168897014310337","0.251722648507678"
"Yes","2004","no migration background","(1c) basic vocational qualification","396","0.173805234335454","0.158226900061315","0.189383568609593"
"Yes","2004","no migration background","(2b) intermediate general qualification","50","0.141081405766791","0.101016882110588","0.181145929422993"
"Yes","2004","no migration background","(2a) intermediate vocational","842","0.256108497309865","0.24115503083803","0.271061963781699"
"Yes","2004","no migration background","(2c_gen) general maturity certificate","68","0.220928978029007","0.175041083210868","0.266816872847147"
"Yes","2004","no migration background","(2c_voc) vocational maturity certificate","221","0.273828767873427","0.243973791200813","0.30368374454604"
"Yes","2004","no migration background","(3a) lower tertiary education","398","0.316379022012128","0.289093797983157","0.3436642460411"
"Yes","2004","no migration background","(3b) higher tertiary education","762","0.42422828665012","0.400858137438863","0.447598435861377"
"Yes","2004","direct migration background","(0) in school","2","","",""
"Yes","2004","direct migration background","(1a) inadequately completed","7","","",""
"Yes","2004","direct migration background","(1b) general elementary school","26","","",""
"Yes","2004","direct migration background","(1c) basic vocational qualification","42","0.146722745387691","0.112048110068917","0.181397380706464"
"Yes","2004","direct migration background","(2b) intermediate general qualification","4","","",""
"Yes","2004","direct migration background","(2a) intermediate vocational","19","","",""
"Yes","2004","direct migration background","(2c_gen) general maturity certificate","6","","",""
"Yes","2004","direct migration background","(2c_voc) vocational maturity certificate","37","0.175125747864091","0.119601751930318","0.230649743797864"
"Yes","2004","direct migration background","(3a) lower tertiary education","10","","",""
"Yes","2004","direct migration background","(3b) higher tertiary education","56","0.226603231108155","0.16738823536436","0.28581822685195"
"Yes","2004","indirect migration background","(0) in school","","","",""
"Yes","2004","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2004","indirect migration background","(1b) general elementary school","5","","",""
"Yes","2004","indirect migration background","(1c) basic vocational qualification","12","","",""
"Yes","2004","indirect migration background","(2b) intermediate general qualification","7","","",""
"Yes","2004","indirect migration background","(2a) intermediate vocational","27","","",""
"Yes","2004","indirect migration background","(2c_gen) general maturity certificate","7","","",""
"Yes","2004","indirect migration background","(2c_voc) vocational maturity certificate","9","","",""
"Yes","2004","indirect migration background","(3a) lower tertiary education","2","","",""
"Yes","2004","indirect migration background","(3b) higher tertiary education","4","","",""
"No","2004","no migration background","(0) in school","36","0.980157963154293","0.935222586000634","1.02509334030795"
"No","2004","no migration background","(1a) inadequately completed","27","","",""
"No","2004","no migration background","(1b) general elementary school","308","0.789690168590993","0.748277351492322","0.831102985689663"
"No","2004","no migration background","(1c) basic vocational qualification","1877","0.826194765664546","0.810616431390407","0.841773099938685"
"No","2004","no migration background","(2b) intermediate general qualification","240","0.858918594233209","0.818854070577007","0.898983117889412"
"No","2004","no migration background","(2a) intermediate vocational","2431","0.743891502690135","0.728938036218301","0.75884496916197"
"No","2004","no migration background","(2c_gen) general maturity certificate","246","0.779071021970993","0.733183127152853","0.824958916789132"
"No","2004","no migration background","(2c_voc) vocational maturity certificate","636","0.726171232126573","0.69631625545396","0.756026208799187"
"No","2004","no migration background","(3a) lower tertiary education","718","0.683620977987872","0.6563357539589","0.710906202016843"
"No","2004","no migration background","(3b) higher tertiary education","956","0.57577171334988","0.552401564138623","0.599141862561137"
"No","2004","direct migration background","(0) in school","7","","",""
"No","2004","direct migration background","(1a) inadequately completed","40","0.9172678444121","0.838511705436505","0.996023983387694"
"No","2004","direct migration background","(1b) general elementary school","202","0.879421167997029","0.8371528796543","0.921689456339758"
"No","2004","direct migration background","(1c) basic vocational qualification","358","0.853277254612309","0.818602619293536","0.887951889931083"
"No","2004","direct migration background","(2b) intermediate general qualification","17","","",""
"No","2004","direct migration background","(2a) intermediate vocational","79","0.735438851774888","0.648107260990775","0.822770442559"
"No","2004","direct migration background","(2c_gen) general maturity certificate","54","0.838744755574164","0.74568877312315","0.931800738025178"
"No","2004","direct migration background","(2c_voc) vocational maturity certificate","143","0.824874252135909","0.769350256202136","0.880398248069682"
"No","2004","direct migration background","(3a) lower tertiary education","33","0.729423634045636","0.596638728677009","0.862208539414263"
"No","2004","direct migration background","(3b) higher tertiary education","136","0.773396768891845","0.71418177314805","0.83261176463564"
"No","2004","indirect migration background","(0) in school","1","","",""
"No","2004","indirect migration background","(1a) inadequately completed","5","","",""
"No","2004","indirect migration background","(1b) general elementary school","63","0.943053051373381","0.887972671581494","0.998133431165269"
"No","2004","indirect migration background","(1c) basic vocational qualification","83","0.794759893026873","0.713545056240229","0.875974729813516"
"No","2004","indirect migration background","(2b) intermediate general qualification","36","0.891499699252999","0.798541022130887","0.984458376375111"
"No","2004","indirect migration background","(2a) intermediate vocational","67","0.626938756557725","0.529172994453493","0.724704518661957"
"No","2004","indirect migration background","(2c_gen) general maturity certificate","34","0.703077535726302","0.563222115754434","0.842932955698171"
"No","2004","indirect migration background","(2c_voc) vocational maturity certificate","36","0.632702020459904","0.491854010742928","0.77355003017688"
"No","2004","indirect migration background","(3a) lower tertiary education","12","","",""
"No","2004","indirect migration background","(3b) higher tertiary education","32","0.929587931835357","0.846015001637203","1.01316086203351"
"Yes","2005","no migration background","(0) in school","","","",""
"Yes","2005","no migration background","(1a) inadequately completed","5","","",""
"Yes","2005","no migration background","(1b) general elementary school","54","0.22425249575475","0.17782277409106","0.27068221741844"
"Yes","2005","no migration background","(1c) basic vocational qualification","354","0.180336116626405","0.163405798857412","0.197266434395398"
"Yes","2005","no migration background","(2b) intermediate general qualification","42","0.13621910626583","0.0917916794772451","0.180646533054414"
"Yes","2005","no migration background","(2a) intermediate vocational","775","0.260782340837225","0.245047399041956","0.276517282632495"
"Yes","2005","no migration background","(2c_gen) general maturity certificate","42","0.210215721682018","0.158340405509187","0.262091037854848"
"Yes","2005","no migration background","(2c_voc) vocational maturity certificate","208","0.281605977227318","0.250418733748823","0.312793220705813"
"Yes","2005","no migration background","(3a) lower tertiary education","372","0.312602455764428","0.284224158138764","0.340980753390091"
"Yes","2005","no migration background","(3b) higher tertiary education","695","0.415978339031414","0.391613045039024","0.440343633023804"
"Yes","2005","direct migration background","(0) in school","","","",""
"Yes","2005","direct migration background","(1a) inadequately completed","7","","",""
"Yes","2005","direct migration background","(1b) general elementary school","26","","",""
"Yes","2005","direct migration background","(1c) basic vocational qualification","36","0.119754476860391","0.0857886396179357","0.153720314102846"
"Yes","2005","direct migration background","(2b) intermediate general qualification","4","","",""
"Yes","2005","direct migration background","(2a) intermediate vocational","19","","",""
"Yes","2005","direct migration background","(2c_gen) general maturity certificate","4","","",""
"Yes","2005","direct migration background","(2c_voc) vocational maturity certificate","32","0.162168022638175","0.105753977250181","0.21858206802617"
"Yes","2005","direct migration background","(3a) lower tertiary education","10","","",""
"Yes","2005","direct migration background","(3b) higher tertiary education","50","0.225044895446473","0.162268484116","0.287821306776946"
"Yes","2005","indirect migration background","(0) in school","","","",""
"Yes","2005","indirect migration background","(1a) inadequately completed","1","","",""
"Yes","2005","indirect migration background","(1b) general elementary school","6","","",""
"Yes","2005","indirect migration background","(1c) basic vocational qualification","10","","",""
"Yes","2005","indirect migration background","(2b) intermediate general qualification","5","","",""
"Yes","2005","indirect migration background","(2a) intermediate vocational","16","","",""
"Yes","2005","indirect migration background","(2c_gen) general maturity certificate","7","","",""
"Yes","2005","indirect migration background","(2c_voc) vocational maturity certificate","9","","",""
"Yes","2005","indirect migration background","(3a) lower tertiary education","4","","",""
"Yes","2005","indirect migration background","(3b) higher tertiary education","7","","",""
"No","2005","no migration background","(0) in school","23","","",""
"No","2005","no migration background","(1a) inadequately completed","19","","",""
"No","2005","no migration background","(1b) general elementary school","256","0.77574750424525","0.72931778258156","0.82217722590894"
"No","2005","no migration background","(1c) basic vocational qualification","1627","0.819663883373595","0.802733565604602","0.836594201142588"
"No","2005","no migration background","(2b) intermediate general qualification","187","0.863780893734171","0.819353466945586","0.908208320522755"
"No","2005","no migration background","(2a) intermediate vocational","2216","0.739217659162775","0.723482717367505","0.754952600958044"
"No","2005","no migration background","(2c_gen) general maturity certificate","195","0.789784278317982","0.737908962145152","0.841659594490813"
"No","2005","no migration background","(2c_voc) vocational maturity certificate","591","0.718394022772682","0.687206779294187","0.749581266251177"
"No","2005","no migration background","(3a) lower tertiary education","653","0.687397544235572","0.659019246609909","0.715775841861236"
"No","2005","no migration background","(3b) higher tertiary education","877","0.584021660968586","0.559656366976196","0.608386954960976"
"No","2005","direct migration background","(0) in school","3","","",""
"No","2005","direct migration background","(1a) inadequately completed","33","0.899158168811939","0.805842085073292","0.992474252550586"
"No","2005","direct migration background","(1b) general elementary school","172","0.857103785582924","0.808357383732073","0.905850187433775"
"No","2005","direct migration background","(1c) basic vocational qualification","315","0.880245523139609","0.846279685897154","0.914211360382064"
"No","2005","direct migration background","(2b) intermediate general qualification","17","","",""
"No","2005","direct migration background","(2a) intermediate vocational","68","0.666838033889953","0.567794448365289","0.765881619414617"
"No","2005","direct migration background","(2c_gen) general maturity certificate","41","0.866645845760329","0.76731916136873","0.965972530151929"
"No","2005","direct migration background","(2c_voc) vocational maturity certificate","132","0.837831977361825","0.78141793197383","0.89424602274982"
"No","2005","direct migration background","(3a) lower tertiary education","29","","",""
"No","2005","direct migration background","(3b) higher tertiary education","120","0.774955104553527","0.712178693223054","0.837731515884"
"No","2005","indirect migration background","(0) in school","1","","",""
"No","2005","indirect migration background","(1a) inadequately completed","3","","",""
"No","2005","indirect migration background","(1b) general elementary school","45","0.912185814029957","0.834509787774348","0.989861840285566"
"No","2005","indirect migration background","(1c) basic vocational qualification","80","0.869242428396403","0.799590889270176","0.93889396752263"
"No","2005","indirect migration background","(2b) intermediate general qualification","33","0.893270646109356","0.795098165622603","0.991443126596109"
"No","2005","indirect migration background","(2a) intermediate vocational","72","0.847063341687359","0.771862881746464","0.922263801628254"
"No","2005","indirect migration background","(2c_gen) general maturity certificate","31","0.812381668133491","0.688252459899788","0.936510876367194"
"No","2005","indirect migration background","(2c_voc) vocational maturity certificate","30","0.599484567867249","0.445699411480774","0.753269724253725"
"No","2005","indirect migration background","(3a) lower tertiary education","11","","",""
"No","2005","indirect migration background","(3b) higher tertiary education","32","0.882112092952629","0.78090468453795","0.983319501367308"
"Yes","2006","no migration background","(0) in school","","","",""
"Yes","2006","no migration background","(1a) inadequately completed","3","","",""
"Yes","2006","no migration background","(1b) general elementary school","62","0.259084147741916","0.209505768221901","0.308662527261932"
"Yes","2006","no migration background","(1c) basic vocational qualification","381","0.186894787569127","0.170056734076612","0.203732841061643"
"Yes","2006","no migration background","(2b) intermediate general qualification","43","0.146009075947089","0.10007323025973","0.191944921634448"
"Yes","2006","no migration background","(2a) intermediate vocational","808","0.253301484957455","0.237962346876816","0.268640623038093"
"Yes","2006","no migration background","(2c_gen) general maturity certificate","43","0.264065223002095","0.206844158198622","0.321286287805567"
"Yes","2006","no migration background","(2c_voc) vocational maturity certificate","222","0.270859565345899","0.240479418953764","0.301239711738035"
"Yes","2006","no migration background","(3a) lower tertiary education","387","0.31878803144864","0.290878953129395","0.346697109767885"
"Yes","2006","no migration background","(3b) higher tertiary education","717","0.402580722776526","0.379031493601848","0.426129951951203"
"Yes","2006","direct migration background","(0) in school","1","","",""
"Yes","2006","direct migration background","(1a) inadequately completed","6","","",""
"Yes","2006","direct migration background","(1b) general elementary school","23","","",""
"Yes","2006","direct migration background","(1c) basic vocational qualification","31","0.108922480302835","0.0758560428999043","0.141988917705766"
"Yes","2006","direct migration background","(2b) intermediate general qualification","1","","",""
"Yes","2006","direct migration background","(2a) intermediate vocational","12","","",""
"Yes","2006","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Yes","2006","direct migration background","(2c_voc) vocational maturity certificate","37","0.180271714851467","0.122822695063658","0.237720734639277"
"Yes","2006","direct migration background","(3a) lower tertiary education","9","","",""
"Yes","2006","direct migration background","(3b) higher tertiary education","59","0.274997300242401","0.209217055522205","0.340777544962597"
"Yes","2006","indirect migration background","(0) in school","","","",""
"Yes","2006","indirect migration background","(1a) inadequately completed","","","",""
"Yes","2006","indirect migration background","(1b) general elementary school","3","","",""
"Yes","2006","indirect migration background","(1c) basic vocational qualification","9","","",""
"Yes","2006","indirect migration background","(2b) intermediate general qualification","7","","",""
"Yes","2006","indirect migration background","(2a) intermediate vocational","20","","",""
"Yes","2006","indirect migration background","(2c_gen) general maturity certificate","6","","",""
"Yes","2006","indirect migration background","(2c_voc) vocational maturity certificate","12","","",""
"Yes","2006","indirect migration background","(3a) lower tertiary education","4","","",""
"Yes","2006","indirect migration background","(3b) higher tertiary education","5","","",""
"No","2006","no migration background","(0) in school","21","","",""
"No","2006","no migration background","(1a) inadequately completed","24","","",""
"No","2006","no migration background","(1b) general elementary school","238","0.740915852258084","0.691337472738068","0.790494231778099"
"No","2006","no migration background","(1c) basic vocational qualification","1678","0.813105212430873","0.796267158938357","0.829943265923388"
"No","2006","no migration background","(2b) intermediate general qualification","184","0.853990924052911","0.808055078365552","0.89992676974027"
"No","2006","no migration background","(2a) intermediate vocational","2280","0.746698515042545","0.731359376961907","0.762037653123184"
"No","2006","no migration background","(2c_gen) general maturity certificate","185","0.735934776997906","0.678713712194434","0.793155841801378"
"No","2006","no migration background","(2c_voc) vocational maturity certificate","600","0.729140434654101","0.698760288261965","0.759520581046236"
"No","2006","no migration background","(3a) lower tertiary education","684","0.68121196855136","0.653302890232115","0.709121046870605"
"No","2006","no migration background","(3b) higher tertiary education","949","0.597419277223474","0.573870048048796","0.620968506398152"
"No","2006","direct migration background","(0) in school","3","","",""
"No","2006","direct migration background","(1a) inadequately completed","27","","",""
"No","2006","direct migration background","(1b) general elementary school","162","0.857873827919644","0.807557265170321","0.908190390668967"
"No","2006","direct migration background","(1c) basic vocational qualification","310","0.891077519697165","0.858011082294234","0.924143957100096"
"No","2006","direct migration background","(2b) intermediate general qualification","21","","",""
"No","2006","direct migration background","(2a) intermediate vocational","73","0.782689795112309","0.695015249347835","0.870364340876783"
"No","2006","direct migration background","(2c_gen) general maturity certificate","43","0.880895579229434","0.789262215693303","0.972528942765564"
"No","2006","direct migration background","(2c_voc) vocational maturity certificate","135","0.819728285148533","0.762279265360723","0.877177304936342"
"No","2006","direct migration background","(3a) lower tertiary education","30","0.721394289918964","0.580693302818562","0.862095277019367"
"No","2006","direct migration background","(3b) higher tertiary education","118","0.725002699757599","0.659222455037403","0.790782944477795"
"No","2006","indirect migration background","(0) in school","3","","",""
"No","2006","indirect migration background","(1a) inadequately completed","1","","",""
"No","2006","indirect migration background","(1b) general elementary school","39","0.937673099315607","0.864561389613166","1.01078480901805"
"No","2006","indirect migration background","(1c) basic vocational qualification","81","0.917023955144965","0.860034626400874","0.974013283889057"
