"pgoeffd","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2002","indirect migration background","higher education","45","0.730786238386287","0.615638749456896","0.845933727315678","2"
"No","2002","indirect migration background","in school","7","","","","2"
"No","2002","indirect migration background","middle vocational","175","0.803224364349989","0.750449886757601","0.855998841942377","2"
"No","2002","indirect migration background","vocational + Abi","22","","","","2"
"No","2002","no migration background","in school","52","0.862914394117469","0.775153332151437","0.950675456083501","2"
"No","2002","no migration background","inadequately","26","","","","2"
"No","2002","no migration background","general elemantary","613","0.822502790851643","0.794861105717796","0.85014447598549","2"
"No","2002","no migration background","middle vocational","4429","0.780235488475525","0.769495058500748","0.790975918450302","2"
"No","2002","no migration background","vocational + Abi","489","0.806852783954057","0.775422148883313","0.838283419024802","2"
"No","2002","no migration background","higher vocational","763","0.718008600937635","0.690933308661673","0.745083893213596","2"
"No","2002","no migration background","higher education","1830","0.632733569202577","0.615731158581544","0.649735979823609","2"
"No","2002","direct migration background","in school","4","","","","2"
"No","2002","direct migration background","inadequately","52","0.903467508963239","0.829357613679902","0.977577404246576","2"
"No","2002","direct migration background","general elemantary","295","0.904914866998131","0.87336197143314","0.936467762563122","2"
"No","2002","direct migration background","middle vocational","530","0.884136686076115","0.858376237394314","0.909897134757915","2"
"No","2002","direct migration background","vocational + Abi","126","0.836562751782469","0.77797225799633","0.895153245568607","2"
"No","2002","direct migration background","higher vocational","80","0.755232042183998","0.673383180406788","0.837080903961208","2"
"No","2002","direct migration background","higher education","185","0.736421108288865","0.683376214765115","0.789466001812616","2"
"Yes","2002","direct migration background","in school","","","","","1"
"Yes","2002","direct migration background","inadequately","9","","","","1"
"Yes","2002","direct migration background","general elemantary","37","0.095085133001869","0.0635322374368782","0.12663802856686","1"
"Yes","2002","direct migration background","middle vocational","63","0.115863313923885","0.0901028652420845","0.141623762605686","1"
"Yes","2002","direct migration background","vocational + Abi","27","","","","1"
"Yes","2002","direct migration background","higher vocational","26","","","","1"
"Yes","2002","direct migration background","higher education","80","0.263578891711135","0.210533998187384","0.316623785234885","1"
"Yes","2002","no migration background","in school","7","","","","1"
"Yes","2002","no migration background","inadequately","7","","","","1"
"Yes","2002","no migration background","general elemantary","121","0.177497209148357","0.14985552401451","0.205138894282203","1"
"Yes","2002","no migration background","middle vocational","1281","0.219764511524475","0.209024081549698","0.230504941499252","1"
"Yes","2002","no migration background","vocational + Abi","117","0.193147216045943","0.161716580975198","0.224577851116687","1"
"Yes","2002","no migration background","higher vocational","298","0.281991399062365","0.254916106786404","0.309066691338327","1"
"Yes","2002","no migration background","higher education","1258","0.367266430797423","0.350264020176391","0.384268841418456","1"
"Yes","2002","indirect migration background","in school","","","","","1"
"Yes","2002","indirect migration background","inadequately","","","","","1"
"Yes","2002","indirect migration background","general elemantary","10","","","","1"
"Yes","2002","indirect migration background","middle vocational","43","0.196775635650011","0.144001158057623","0.249550113242399","1"
"Yes","2002","indirect migration background","vocational + Abi","2","","","","1"
"Yes","2002","indirect migration background","higher vocational","7","","","","1"
"Yes","2002","indirect migration background","higher education","12","","","","1"
"No","2003","indirect migration background","in school","4","","","","2"
"No","2003","indirect migration background","inadequately","5","","","","2"
"No","2003","indirect migration background","general elemantary","83","0.928269848691812","0.875541742539126","0.980997954844499","2"
"No","2003","indirect migration background","higher vocational","24","","","","2"
"No","2003","indirect migration background","higher education","41","0.768337236152955","0.652548300947226","0.884126171358684","2"
"No","2003","indirect migration background","middle vocational","164","0.745119135927877","0.685317304949972","0.804920966905782","2"
"No","2003","indirect migration background","vocational + Abi","26","","","","2"
"No","2003","no migration background","in school","26","","","","2"
"No","2003","no migration background","inadequately","22","","","","2"
"No","2003","no migration background","general elemantary","513","0.801357120626063","0.769951903718085","0.832762337534042","2"
"No","2003","no migration background","middle vocational","3869","0.767572698529321","0.755924393459702","0.779221003598939","2"
"No","2003","no migration background","vocational + Abi","452","0.769444218692483","0.734897514943634","0.803990922441332","2"
"No","2003","no migration background","higher vocational","668","0.707497963838413","0.67857030197447","0.736425625702356","2"
"No","2003","no migration background","higher education","1652","0.63860086718478","0.62071706806129","0.65648466630827","2"
"No","2003","direct migration background","in school","5","","","","2"
"No","2003","direct migration background","inadequately","41","0.949585101181649","0.886356209229782","1.01281399313352","2"
"No","2003","direct migration background","general elemantary","243","0.860425607712181","0.81983471416439","0.901016501259971","2"
"No","2003","direct migration background","middle vocational","468","0.869567897836111","0.84070491290165","0.898430882770571","2"
"No","2003","direct migration background","vocational + Abi","109","0.814938663431803","0.748938869570453","0.880938457293152","2"
"No","2003","direct migration background","higher vocational","60","0.744786491766476","0.649841227869217","0.839731755663735","2"
"No","2003","direct migration background","higher education","158","0.772445692179072","0.717664265242358","0.827227119115785","2"
"Yes","2003","direct migration background","in school","","","","","1"
"Yes","2003","direct migration background","inadequately","5","","","","1"
"Yes","2003","direct migration background","general elemantary","37","0.139574392287819","0.0989834987400293","0.180165285835609","1"
"Yes","2003","direct migration background","middle vocational","55","0.130432102163889","0.101569117229429","0.15929508709835","1"
"Yes","2003","direct migration background","vocational + Abi","24","","","","1"
"Yes","2003","direct migration background","higher vocational","21","","","","1"
"Yes","2003","direct migration background","higher education","67","0.227554307820929","0.172772880884215","0.282335734757642","1"
"Yes","2003","no migration background","in school","3","","","","1"
"Yes","2003","no migration background","inadequately","7","","","","1"
"Yes","2003","no migration background","general elemantary","107","0.198642879373936","0.167237662465958","0.230048096281915","1"
"Yes","2003","no migration background","middle vocational","1182","0.232427301470679","0.220778996401061","0.244075606540298","1"
"Yes","2003","no migration background","vocational + Abi","119","0.230555781307517","0.196009077558668","0.265102485056366","1"
"Yes","2003","no migration background","higher vocational","282","0.292502036161587","0.263574374297643","0.32142969802553","1"
"Yes","2003","no migration background","higher education","1120","0.36139913281522","0.34351533369173","0.37928293193871","1"
"Yes","2003","indirect migration background","in school","","","","","1"
"Yes","2003","indirect migration background","inadequately","","","","","1"
"Yes","2003","indirect migration background","general elemantary","9","","","","1"
"Yes","2003","indirect migration background","middle vocational","40","0.254880864072123","0.195079033094218","0.314682695050028","1"
"Yes","2003","indirect migration background","vocational + Abi","2","","","","1"
"Yes","2003","indirect migration background","higher vocational","8","","","","1"
"Yes","2003","indirect migration background","higher education","10","","","","1"
"No","2004","indirect migration background","higher vocational","24","","","","2"
"No","2004","indirect migration background","higher education","44","0.919171817070537","0.843620359623712","0.994723274517361","2"
"No","2004","indirect migration background","in school","1","","","","2"
"No","2004","indirect migration background","inadequately","6","","","","2"
"No","2004","indirect migration background","general elemantary","97","0.921515027822154","0.870794860382229","0.972235195262079","2"
"No","2004","indirect migration background","middle vocational","169","0.729389702244852","0.669157752567049","0.789621651922655","2"
"No","2004","indirect migration background","vocational + Abi","30","0.74386696036299","0.597147044599023","0.890586876126958","2"
"No","2004","no migration background","in school","36","0.980157963154293","0.935222586000634","1.02509334030795","2"
"No","2004","no migration background","inadequately","21","","","","2"
"No","2004","no migration background","general elemantary","540","0.82158887045958","0.792156200682012","0.851021540237148","2"
"No","2004","no migration background","middle vocational","4049","0.788890720014559","0.777769845565135","0.800011594463983","2"
"No","2004","no migration background","vocational + Abi","487","0.77609771939499","0.743152075843995","0.809043362945985","2"
"No","2004","no migration background","higher vocational","697","0.707767994241658","0.679250579065498","0.736285409417817","2"
"No","2004","no migration background","higher education","1674","0.623459973972313","0.605621486375473","0.641298461569152","2"
"No","2004","direct migration background","in school","7","","","","2"
"No","2004","direct migration background","inadequately","34","0.898272059363435","0.805742555254565","0.990801563472305","2"
"No","2004","direct migration background","general elemantary","218","0.858008632380018","0.814567708768627","0.901449555991409","2"
"No","2004","direct migration background","middle vocational","467","0.84460849216","0.813619332350646","0.875597651969354","2"
"No","2004","direct migration background","vocational + Abi","116","0.836690534197323","0.775676935447691","0.897704132946956","2"
"No","2004","direct migration background","higher vocational","62","0.734187818589024","0.639716609211495","0.828659027966554","2"
"No","2004","direct migration background","higher education","169","0.765606956827379","0.711445610145174","0.819768303509584","2"
"Yes","2004","direct migration background","in school","2","","","","1"
"Yes","2004","direct migration background","inadequately","7","","","","1"
"Yes","2004","direct migration background","general elemantary","30","0.141991367619982","0.0985504440085911","0.185432291231373","1"
"Yes","2004","direct migration background","middle vocational","58","0.15539150784","0.124402348030646","0.186380667649354","1"
"Yes","2004","direct migration background","vocational + Abi","25","","","","1"
"Yes","2004","direct migration background","higher vocational","22","","","","1"
"Yes","2004","direct migration background","higher education","66","0.234393043172621","0.180231696490416","0.288554389854826","1"
"Yes","2004","no migration background","in school","1","","","","1"
"Yes","2004","no migration background","inadequately","7","","","","1"
"Yes","2004","no migration background","general elemantary","110","0.17841112954042","0.148978459762852","0.207843799317988","1"
"Yes","2004","no migration background","middle vocational","1124","0.211109279985441","0.199988405536017","0.222230154434865","1"
"Yes","2004","no migration background","vocational + Abi","128","0.22390228060501","0.190956637054015","0.256847924156005","1"
"Yes","2004","no migration background","higher vocational","280","0.292232005758342","0.263714590582183","0.320749420934502","1"
"Yes","2004","no migration background","higher education","1160","0.376540026027687","0.358701538430848","0.394378513624527","1"
"Yes","2004","indirect migration background","in school","","","","","1"
"Yes","2004","indirect migration background","inadequately","1","","","","1"
"Yes","2004","indirect migration background","general elemantary","11","","","","1"
"Yes","2004","indirect migration background","middle vocational","40","0.270610297755148","0.210378348077345","0.330842247432951","1"
"Yes","2004","indirect migration background","vocational + Abi","4","","","","1"
"Yes","2004","indirect migration background","higher vocational","11","","","","1"
"Yes","2004","indirect migration background","higher education","6","","","","1"
"No","2005","indirect migration background","higher vocational","25","","","","2"
"No","2005","indirect migration background","higher education","43","0.824782759689738","0.723389422762467","0.926176096617008","2"
"No","2005","indirect migration background","in school","1","","","","2"
"No","2005","indirect migration background","inadequately","4","","","","2"
"No","2005","indirect migration background","general elemantary","77","0.905489681611279","0.844018744953702","0.966960618268856","2"
"No","2005","indirect migration background","middle vocational","167","0.835319439081763","0.783788386242342","0.886850491921185","2"
"No","2005","indirect migration background","vocational + Abi","25","","","","2"
"No","2005","no migration background","in school","23","","","","2"
"No","2005","no migration background","inadequately","18","","","","2"
"No","2005","no migration background","general elemantary","433","0.806142358823373","0.772391089047089","0.839893628599656","2"
"No","2005","no migration background","middle vocational","3592","0.783019103118153","0.771108907264423","0.794929298971884","2"
"No","2005","no migration background","vocational + Abi","456","0.762495995540645","0.72783324185956","0.797158749221729","2"
"No","2005","no migration background","higher vocational","620","0.700195191703206","0.669854540565651","0.730535842840762","2"
"No","2005","no migration background","higher education","1530","0.629107177975809","0.610529191148017","0.647685164803601","2"
"No","2005","direct migration background","in school","3","","","","2"
"No","2005","direct migration background","inadequately","29","","","","2"
"No","2005","direct migration background","general elemantary","189","0.844229005399682","0.796200456578114","0.89225755422125","2"
"No","2005","direct migration background","middle vocational","398","0.851883225498317","0.819063572087037","0.884702878909597","2"
"No","2005","direct migration background","vocational + Abi","108","0.843701961945321","0.781517234384799","0.905886689505842","2"
"No","2005","direct migration background","higher vocational","59","0.767560052596471","0.672597394793083","0.86252271039986","2"
"No","2005","direct migration background","higher education","149","0.751232991734162","0.692624753611776","0.809841229856547","2"
"Yes","2005","direct migration background","in school","","","","","1"
"Yes","2005","direct migration background","inadequately","7","","","","1"
"Yes","2005","direct migration background","general elemantary","30","0.155770994600318","0.10774244577875","0.203799543421886","1"
"Yes","2005","direct migration background","middle vocational","52","0.148116774501683","0.115297121090403","0.180936427912963","1"
"Yes","2005","direct migration background","vocational + Abi","23","","","","1"
"Yes","2005","direct migration background","higher vocational","17","","","","1"
"Yes","2005","direct migration background","higher education","60","0.248767008265838","0.190158770143453","0.307375246388224","1"
"Yes","2005","no migration background","general elemantary","94","0.193857641176627","0.160106371400344","0.227608910952911","1"
"Yes","2005","no migration background","middle vocational","1009","0.216980896881847","0.205070701028116","0.228891092735577","1"
"Yes","2005","no migration background","vocational + Abi","123","0.237504004459356","0.202841250778271","0.272166758140441","1"
"Yes","2005","no migration background","higher vocational","256","0.299804808296794","0.269464157159238","0.330145459434349","1"
"Yes","2005","no migration background","higher education","1067","0.370892822024191","0.352314835196399","0.389470808851983","1"
"Yes","2005","no migration background","in school","","","","","1"
"Yes","2005","no migration background","inadequately","5","","","","1"
"Yes","2005","indirect migration background","in school","","","","","1"
"Yes","2005","indirect migration background","inadequately","1","","","","1"
"Yes","2005","indirect migration background","general elemantary","10","","","","1"
"Yes","2005","indirect migration background","middle vocational","32","0.164680560918236","0.113149508078815","0.216211613757658","1"
"Yes","2005","indirect migration background","vocational + Abi","4","","","","1"
"Yes","2005","indirect migration background","higher vocational","7","","","","1"
"Yes","2005","indirect migration background","higher education","11","","","","1"
"No","2006","indirect migration background","higher vocational","23","","","","2"
"No","2006","indirect migration background","higher education","48","0.842223383772465","0.747589725374771","0.936857042170159","2"
"No","2006","indirect migration background","in school","3","","","","2"
"No","2006","indirect migration background","inadequately","2","","","","2"
"No","2006","indirect migration background","general elemantary","64","0.89911221560422","0.830490989677145","0.967733441531295","2"
"No","2006","indirect migration background","middle vocational","162","0.806837069301962","0.751568926642778","0.862105211961146","2"
"No","2006","indirect migration background","vocational + Abi","28","","","","2"
"No","2006","no migration background","in school","19","","","","2"
"No","2006","no migration background","inadequately","27","","","","2"
"No","2006","no migration background","general elemantary","407","0.786621082457998","0.751029463386409","0.822212701529588","2"
"No","2006","no migration background","middle vocational","3703","0.779248642008826","0.767482283064319","0.791015000953332","2"
"No","2006","no migration background","vocational + Abi","472","0.765734211153917","0.731984981484685","0.799483440823148","2"
"No","2006","no migration background","higher vocational","616","0.715206984435516","0.685422208384112","0.744991760486919","2"
"No","2006","no migration background","higher education","1633","0.631758183405028","0.613688410996673","0.649827955813383","2"
"No","2006","direct migration background","in school","3","","","","2"
"No","2006","direct migration background","inadequately","23","","","","2"
"No","2006","direct migration background","general elemantary","183","0.872201981818192","0.826720614511964","0.91768334912442","2"
"No","2006","direct migration background","middle vocational","400","0.877688870863966","0.847246997918858","0.908130743809073","2"
"No","2006","direct migration background","vocational + Abi","107","0.838528122993348","0.775755772837503","0.901300473149192","2"
"No","2006","direct migration background","higher vocational","65","0.795558263319312","0.707731605184765","0.883384921453858","2"
"No","2006","direct migration background","higher education","148","0.724362351526575","0.664773033038739","0.783951670014411","2"
"Yes","2006","direct migration background","in school","1","","","","1"
"Yes","2006","direct migration background","inadequately","5","","","","1"
"Yes","2006","direct migration background","general elemantary","24","","","","1"
"Yes","2006","direct migration background","middle vocational","45","0.122311129136034","0.0918692561909272","0.152753002081142","1"
"Yes","2006","direct migration background","vocational + Abi","25","","","","1"
"Yes","2006","direct migration background","higher vocational","16","","","","1"
"Yes","2006","direct migration background","higher education","68","0.275637648473425","0.216048329985589","0.335226966961261","1"
"Yes","2006","no migration background","general elemantary","102","0.213378917542002","0.177787298470412","0.248970536613591","1"
"Yes","2006","no migration background","middle vocational","1070","0.220751357991174","0.208984999046668","0.232517716935681","1"
"Yes","2006","no migration background","vocational + Abi","133","0.234265788846083","0.200516559176852","0.268015018515315","1"
"Yes","2006","no migration background","higher vocational","266","0.284793015564484","0.255008239513081","0.314577791615888","1"
"Yes","2006","no migration background","higher education","1104","0.368241816594972","0.350172044186617","0.386311589003327","1"
"Yes","2006","no migration background","inadequately","5","","","","1"
"Yes","2006","no migration background","in school","","","","","1"
"Yes","2006","indirect migration background","in school","","","","","1"
"Yes","2006","indirect migration background","inadequately","","","","","1"
"Yes","2006","indirect migration background","middle vocational","34","0.193162930698038","0.137894788038854","0.248431073357222","1"
"Yes","2006","indirect migration background","vocational + Abi","4","","","","1"
"Yes","2006","indirect migration background","higher vocational","10","","","","1"
"Yes","2006","indirect migration background","general elemantary","10","","","","1"
"Yes","2006","indirect migration background","higher education","9","","","","1"
"No","2007","indirect migration background","in school","3","","","","2"
"No","2007","indirect migration background","inadequately","4","","","","2"
"No","2007","indirect migration background","general elemantary","79","0.875542734954427","0.808453101724423","0.942632368184432","2"
"No","2007","indirect migration background","middle vocational","188","0.87341999501681","0.830070105932698","0.916769884100922","2"
"No","2007","indirect migration background","vocational + Abi","30","0.825397377740904","0.703075496315865","0.947719259165942","2"
"No","2007","indirect migration background","higher vocational","22","","","","2"
"No","2007","indirect migration background","higher education","60","0.785311662684039","0.694189075987509","0.87643424938057","2"
"No","2007","no migration background","in school","25","","","","2"
"No","2007","no migration background","inadequately","23","","","","2"
"No","2007","no migration background","general elemantary","413","0.813636210570301","0.779873792642701","0.847398628497902","2"
"No","2007","no migration background","middle vocational","3941","0.792175172710309","0.78090824372095","0.803442101699669","2"
"No","2007","no migration background","vocational + Abi","515","0.805529675668945","0.774841921717845","0.836217429620044","2"
"No","2007","no migration background","higher vocational","646","0.734748999499024","0.705663637549107","0.763834361448941","2"
"No","2007","no migration background","higher education","1651","0.623232449351213","0.605081759172658","0.641383139529767","2"
"No","2007","direct migration background","in school","1","","","","2"
"No","2007","direct migration background","inadequately","19","","","","2"
"No","2007","direct migration background","general elemantary","155","0.89355643681219","0.848376848271684","0.938736025352695","2"
"No","2007","direct migration background","middle vocational","383","0.882017813253367","0.851492063209992","0.912543563296742","2"
"No","2007","direct migration background","vocational + Abi","115","0.856324338701983","0.797373582138027","0.91527509526594","2"
"No","2007","direct migration background","higher vocational","55","0.696921250177885","0.592207954565494","0.801634545790277","2"
"No","2007","direct migration background","higher education","152","0.758441998764264","0.701753111245887","0.815130886282642","2"
"Yes","2007","direct migration background","in school","","","","","1"
"Yes","2007","direct migration background","inadequately","6","","","","1"
"Yes","2007","direct migration background","general elemantary","24","","","","1"
"Yes","2007","direct migration background","middle vocational","46","0.117982186746633","0.0874564367032579","0.148507936790008","1"
"Yes","2007","direct migration background","vocational + Abi","21","","","","1"
"Yes","2007","direct migration background","higher vocational","19","","","","1"
"Yes","2007","direct migration background","higher education","67","0.241558001235736","0.184869113717358","0.298246888754113","1"
"Yes","2007","no migration background","general elemantary","98","0.186363789429699","0.152601371502098","0.220126207357299","1"
"Yes","2007","no migration background","middle vocational","1041","0.207824827289691","0.196557898300331","0.21909175627905","1"
"Yes","2007","no migration background","vocational + Abi","124","0.194470324331056","0.163782570379956","0.225158078282155","1"
"Yes","2007","no migration background","higher vocational","239","0.265251000500976","0.236165638551059","0.294336362450894","1"
"Yes","2007","no migration background","higher education","1087","0.376767550648787","0.358616860470233","0.394918240827342","1"
"Yes","2007","no migration background","in school","","","","","1"
"Yes","2007","no migration background","inadequately","7","","","","1"
"Yes","2007","indirect migration background","in school","","","","","1"
"Yes","2007","indirect migration background","inadequately","1","","","","1"
"Yes","2007","indirect migration background","general elemantary","14","","","","1"
"Yes","2007","indirect migration background","middle vocational","38","0.12658000498319","0.0832301158990776","0.169929894067302","1"
"Yes","2007","indirect migration background","vocational + Abi","7","","","","1"
"Yes","2007","indirect migration background","higher vocational","9","","","","1"
"Yes","2007","indirect migration background","higher education","18","","","","1"
"No","2008","indirect migration background","in school","3","","","","2"
"No","2008","indirect migration background","inadequately","4","","","","2"
"No","2008","indirect migration background","general elemantary","67","0.867450234117436","0.792199185449829","0.942701282785044","2"
"No","2008","indirect migration background","middle vocational","184","0.896522395597645","0.855997493111239","0.937047298084051","2"
"No","2008","indirect migration background","vocational + Abi","24","","","","2"
"No","2008","indirect migration background","higher vocational","20","","","","2"
"No","2008","indirect migration background","higher education","57","0.815122569891262","0.726675054361643","0.903570085420881","2"
"No","2008","no migration background","in school","21","","","","2"
"No","2008","no migration background","inadequately","22","","","","2"
"No","2008","no migration background","general elemantary","344","0.795138718865812","0.75685751856713","0.833419919164494","2"
"No","2008","no migration background","middle vocational","3567","0.795123103282666","0.783369726196841","0.806876480368491","2"
"No","2008","no migration background","vocational + Abi","477","0.80430959361211","0.772405143735994","0.836214043488227","2"
"No","2008","no migration background","higher vocational","577","0.728640656545275","0.697672554437698","0.759608758652852","2"
"No","2008","no migration background","higher education","1540","0.629549816779955","0.61073578053571","0.6483638530242","2"
"No","2008","direct migration background","in school","","","","","2"
"No","2008","direct migration background","inadequately","19","","","","2"
"No","2008","direct migration background","general elemantary","147","0.873688439615905","0.823751321546884","0.923625557684925","2"
"No","2008","direct migration background","middle vocational","338","0.882572636413213","0.850247118814756","0.914898154011669","2"
"No","2008","direct migration background","vocational + Abi","104","0.843862936850381","0.780483003527898","0.907242870172865","2"
"No","2008","direct migration background","higher vocational","47","0.719207940263228","0.609960552628977","0.828455327897479","2"
"No","2008","direct migration background","higher education","135","0.794380413870322","0.736298873846213","0.852461953894431","2"
"Yes","2008","direct migration background","in school","","","","","1"
"Yes","2008","direct migration background","inadequately","7","","","","1"
"Yes","2008","direct migration background","general elemantary","23","","","","1"
"Yes","2008","direct migration background","middle vocational","43","0.117427363586787","0.0851018459883309","0.149752881185244","1"
"Yes","2008","direct migration background","vocational + Abi","22","","","","1"
"Yes","2008","direct migration background","higher vocational","18","","","","1"
"Yes","2008","direct migration background","higher education","51","0.205619586129678","0.147538046105569","0.263701126153787","1"
"Yes","2008","no migration background","general elemantary","83","0.204861281134188","0.166580080835506","0.24314248143287","1"
"Yes","2008","no migration background","middle vocational","963","0.204876896717334","0.193123519631509","0.216630273803159","1"
"Yes","2008","no migration background","in school","1","","","","1"
"Yes","2008","no migration background","inadequately","4","","","","1"
"Yes","2008","no migration background","vocational + Abi","117","0.19569040638789","0.163785956511773","0.227594856264006","1"
"Yes","2008","no migration background","higher vocational","215","0.271359343454725","0.240391241347148","0.302327445562302","1"
"Yes","2008","no migration background","higher education","991","0.370450183220045","0.3516361469758","0.38926421946429","1"
"Yes","2008","indirect migration background","in school","","","","","1"
"Yes","2008","indirect migration background","inadequately","1","","","","1"
"Yes","2008","indirect migration background","general elemantary","11","","","","1"
"Yes","2008","indirect migration background","middle vocational","33","0.103477604402355","0.062952701915949","0.144002506888761","1"
"Yes","2008","indirect migration background","vocational + Abi","3","","","","1"
"Yes","2008","indirect migration background","higher vocational","7","","","","1"
"Yes","2008","indirect migration background","higher education","17","","","","1"
"No","2009","indirect migration background","in school","7","","","","2"
"No","2009","indirect migration background","inadequately","6","","","","2"
"No","2009","indirect migration background","general elemantary","82","0.91023266947379","0.8515022964145","0.96896304253308","2"
"No","2009","indirect migration background","middle vocational","161","0.872629611318515","0.825836707669197","0.919422514967833","2"
"No","2009","indirect migration background","vocational + Abi","25","","","","2"
"No","2009","indirect migration background","higher vocational","17","","","","2"
"No","2009","indirect migration background","higher education","57","0.765395983919896","0.671356204795999","0.859435763043794","2"
"No","2009","no migration background","in school","29","","","","2"
"No","2009","no migration background","inadequately","20","","","","2"
"No","2009","no migration background","general elemantary","356","0.828902223974982","0.793348647830817","0.864455800119147","2"
"No","2009","no migration background","middle vocational","3554","0.803564009892548","0.791905239533877","0.815222780251219","2"
"No","2009","no migration background","vocational + Abi","451","0.793879038899623","0.76058282839161","0.827175249407636","2"
"No","2009","no migration background","higher vocational","562","0.738704110918075","0.707712725766038","0.769695496070112","2"
"No","2009","no migration background","higher education","1509","0.637189265843537","0.618281222699022","0.656097308988051","2"
"No","2009","direct migration background","in school","","","","","2"
"No","2009","direct migration background","inadequately","20","","","","2"
"No","2009","direct migration background","general elemantary","114","0.840695221751819","0.779857298368633","0.901533145135005","2"
"No","2009","direct migration background","middle vocational","298","0.849246870469968","0.811545235219224","0.886948505720712","2"
"No","2009","direct migration background","vocational + Abi","96","0.868864256732953","0.806627725929608","0.931100787536298","2"
"No","2009","direct migration background","higher vocational","36","0.647707922306899","0.517874213814665","0.777541630799132","2"
"No","2009","direct migration background","higher education","139","0.777275338089577","0.719025911608535","0.83552476457062","2"
"Yes","2009","direct migration background","in school","","","","","1"
"Yes","2009","direct migration background","inadequately","5","","","","1"
"Yes","2009","direct migration background","general elemantary","25","","","","1"
"Yes","2009","direct migration background","middle vocational","48","0.150753129530032","0.113051494279288","0.188454764780776","1"
"Yes","2009","direct migration background","vocational + Abi","17","","","","1"
"Yes","2009","direct migration background","higher vocational","16","","","","1"
"Yes","2009","direct migration background","higher education","57","0.222724661910423","0.16447523542938","0.280974088391465","1"
"Yes","2009","no migration background","general elemantary","75","0.171097776025018","0.135544199880853","0.206651352169183","1"
"Yes","2009","no migration background","middle vocational","907","0.196435990107452","0.184777219748781","0.208094760466123","1"
"Yes","2009","no migration background","in school","1","","","","1"
"Yes","2009","no migration background","inadequately","4","","","","1"
"Yes","2009","no migration background","vocational + Abi","116","0.206120961100377","0.172824750592364","0.23941717160839","1"
"Yes","2009","no migration background","higher vocational","210","0.261295889081925","0.230304503929888","0.292287274233962","1"
"Yes","2009","no migration background","higher education","975","0.362810734156463","0.343902691011949","0.381718777300978","1"
"Yes","2009","indirect migration background","higher vocational","8","","","","1"
"Yes","2009","indirect migration background","in school","","","","","1"
"Yes","2009","indirect migration background","inadequately","","","","","1"
"Yes","2009","indirect migration background","general elemantary","9","","","","1"
"Yes","2009","indirect migration background","vocational + Abi","2","","","","1"
"Yes","2009","indirect migration background","higher education","21","","","","1"
"Yes","2009","indirect migration background","middle vocational","34","0.127370388681485","0.0805774850321667","0.174163292330803","1"
"No","2010","indirect migration background","in school","12","","","","2"
"No","2010","indirect migration background","inadequately","8","","","","2"
"No","2010","indirect migration background","general elemantary","77","0.886231857396841","0.819122531243498","0.953341183550185","2"
"No","2010","indirect migration background","middle vocational","235","0.84340029306209","0.800525118990793","0.886275467133388","2"
"No","2010","indirect migration background","vocational + Abi","51","0.831576666230159","0.737661560751074","0.925491771709243","2"
"No","2010","indirect migration background","higher vocational","27","","","","2"
"No","2010","indirect migration background","higher education","85","0.689947566185708","0.607537356010601","0.772357776360814","2"
"No","2010","no migration background","in school","18","","","","2"
"No","2010","no migration background","inadequately","34","0.84019705935672","0.730676204439909","0.949717914273531","2"
"No","2010","no migration background","general elemantary","481","0.857303188048142","0.828488479576607","0.886117896519678","2"
"No","2010","no migration background","middle vocational","4584","0.793630210668903","0.783129604664511","0.804130816673296","2"
"No","2010","no migration background","vocational + Abi","685","0.771988072460504","0.744173239710924","0.799802905210085","2"
"No","2010","no migration background","higher vocational","714","0.735427182912742","0.707303341736397","0.763551024089087","2"
"No","2010","no migration background","higher education","1955","0.626554985445313","0.609721485197964","0.643388485692663","2"
"No","2010","direct migration background","in school","3","","","","2"
"No","2010","direct migration background","inadequately","49","0.9742929974309","0.931686025775381","1.01689996908642","2"
"No","2010","direct migration background","general elemantary","235","0.8844298580927","0.845493732853822","0.923365983331578","2"
"No","2010","direct migration background","middle vocational","483","0.863538308237743","0.834770908533366","0.89230570794212","2"
"No","2010","direct migration background","vocational + Abi","161","0.877293070879841","0.830141245270883","0.924444896488799","2"
"No","2010","direct migration background","higher vocational","45","0.69557216142652","0.578153976317365","0.812990346535676","2"
"No","2010","direct migration background","higher education","238","0.777841976135385","0.732508030475622","0.823175921795148","2"
"Yes","2010","direct migration background","in school","","","","","1"
"Yes","2010","direct migration background","inadequately","4","","","","1"
"Yes","2010","direct migration background","general elemantary","24","","","","1"
"Yes","2010","direct migration background","middle vocational","64","0.136461691762257","0.107694292057879","0.165229091466634","1"
"Yes","2010","direct migration background","vocational + Abi","25","","","","1"
"Yes","2010","direct migration background","higher vocational","14","","","","1"
"Yes","2010","direct migration background","higher education","85","0.222158023864615","0.176824078204852","0.267491969524378","1"
"Yes","2010","no migration background","general elemantary","85","0.142696811951858","0.113882103480322","0.171511520423393","1"
"Yes","2010","no migration background","middle vocational","1122","0.206369789331097","0.195869183326704","0.216870395335489","1"
"Yes","2010","no migration background","in school","4","","","","1"
"Yes","2010","no migration background","inadequately","9","","","","1"
"Yes","2010","no migration background","higher education","1217","0.373445014554687","0.356611514307337","0.390278514802036","1"
"Yes","2010","no migration background","vocational + Abi","189","0.228011927539496","0.200197094789915","0.255826760289076","1"
"Yes","2010","no migration background","higher vocational","231","0.264572817087258","0.236448975910913","0.292696658263603","1"
