"pli0097_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2012","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2012","no migration background","West Germany","","","","","2"
"Min 1x per week","2012","direct migration background","West Germany","","","","","2"
"Min 1x per week","2012","no migration background","East Germany","","","","","2"
"Min 1x per week","2012","direct migration background","East Germany","","","","","2"
"Min 1x per week","2012","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2012","indirect migration background","East Germany","","","","","2"
"Never","2012","no migration background","West Germany","","","","","5"
"Never","2012","no migration background","East Germany","","","","","5"
"Never","2012","direct migration background","West Germany","","","","","5"
"Never","2012","direct migration background","East Germany","","","","","5"
"Never","2012","indirect migration background","West Germany","","","","","5"
"Never","2012","indirect migration background","East Germany","","","","","5"
"Rarely","2012","no migration background","West Germany","","","","","4"
"Rarely","2012","no migration background","East Germany","","","","","4"
"Rarely","2012","direct migration background","West Germany","","","","","4"
"Rarely","2012","direct migration background","East Germany","","","","","4"
"Rarely","2012","indirect migration background","West Germany","","","","","4"
"Rarely","2012","indirect migration background","East Germany","","","","","4"
"Daily","2013","no migration background","West Germany","45","0.00246066251726378","0.00169594200658377","0.0032253830279438","1"
"Daily","2013","no migration background","East Germany","14","","","","1"
"Daily","2013","direct migration background","West Germany","3","","","","1"
"Daily","2013","direct migration background","East Germany","","","","","1"
"Daily","2013","indirect migration background","West Germany","1","","","","1"
"Daily","2013","indirect migration background","East Germany","2","","","","1"
"Min 1x per month","2013","no migration background","West Germany","355","0.0200444109102968","0.017881136853617","0.0222076849669766","3"
"Min 1x per month","2013","direct migration background","West Germany","25","","","","3"
"Min 1x per month","2013","no migration background","East Germany","109","0.0210095515232629","0.0172200209409514","0.0247990821055745","3"
"Min 1x per month","2013","indirect migration background","West Germany","13","","","","3"
"Min 1x per month","2013","direct migration background","East Germany","2","","","","3"
"Min 1x per month","2013","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2013","no migration background","West Germany","174","0.0103522908408183","0.00878996994840666","0.0119146117332299","2"
"Min 1x per week","2013","direct migration background","West Germany","12","","","","2"
"Min 1x per week","2013","no migration background","East Germany","38","0.00621414010567483","0.00413767458125252","0.00829060563009714","2"
"Min 1x per week","2013","indirect migration background","West Germany","9","","","","2"
"Min 1x per week","2013","direct migration background","East Germany","","","","","2"
"Min 1x per week","2013","indirect migration background","East Germany","","","","","2"
"Never","2013","no migration background","West Germany","14085","0.872646044346509","0.867500433029587","0.877791655663431","5"
"Never","2013","no migration background","East Germany","4928","0.892734500277328","0.884557782888741","0.900911217665915","5"
"Never","2013","direct migration background","West Germany","2331","0.918850611700974","0.908193472719102","0.929507750682847","5"
"Never","2013","direct migration background","East Germany","123","0.918609435943988","0.872822636414751","0.964396235473226","5"
"Never","2013","indirect migration background","West Germany","991","0.892941096157593","0.87472744214909","0.911154750166095","5"
"Never","2013","indirect migration background","East Germany","65","0.874524944001356","0.799051002496721","0.949998885505992","5"
"Rarely","2013","no migration background","West Germany","1465","0.0944965913851123","0.0899815180085078","0.0990116647617168","4"
"Rarely","2013","no migration background","East Germany","413","0.0768174940872888","0.0697809137748011","0.0838540743997766","4"
"Rarely","2013","direct migration background","West Germany","151","0.0636540732457574","0.0541259621462343","0.0731821843452805","4"
"Rarely","2013","direct migration background","East Germany","12","","","","4"
"Rarely","2013","indirect migration background","East Germany","7","","","","4"
"Rarely","2013","indirect migration background","West Germany","93","0.0904762208064175","0.073577706042139","0.107374735570696","4"
"Daily","2014","no migration background","West Germany","","","","","1"
"Daily","2014","no migration background","East Germany","","","","","1"
"Daily","2014","direct migration background","West Germany","","","","","1"
"Daily","2014","direct migration background","East Germany","","","","","1"
"Daily","2014","indirect migration background","West Germany","","","","","1"
"Daily","2014","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2014","no migration background","West Germany","","","","","3"
"Min 1x per month","2014","direct migration background","West Germany","","","","","3"
"Min 1x per month","2014","no migration background","East Germany","","","","","3"
"Min 1x per month","2014","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2014","indirect migration background","East Germany","","","","","3"
"Min 1x per month","2014","direct migration background","East Germany","","","","","3"
"Min 1x per week","2014","no migration background","West Germany","","","","","2"
"Min 1x per week","2014","no migration background","East Germany","","","","","2"
"Min 1x per week","2014","direct migration background","West Germany","","","","","2"
"Min 1x per week","2014","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2014","direct migration background","East Germany","","","","","2"
"Min 1x per week","2014","indirect migration background","East Germany","","","","","2"
"Never","2014","no migration background","West Germany","","","","","5"
"Never","2014","no migration background","East Germany","","","","","5"
"Never","2014","direct migration background","West Germany","","","","","5"
"Never","2014","direct migration background","East Germany","","","","","5"
"Never","2014","indirect migration background","West Germany","","","","","5"
"Never","2014","indirect migration background","East Germany","","","","","5"
"Rarely","2014","no migration background","West Germany","","","","","4"
"Rarely","2014","direct migration background","West Germany","","","","","4"
"Rarely","2014","no migration background","East Germany","","","","","4"
"Rarely","2014","indirect migration background","West Germany","","","","","4"
"Rarely","2014","direct migration background","East Germany","","","","","4"
"Rarely","2014","indirect migration background","East Germany","","","","","4"
"Daily","2015","no migration background","West Germany","","","","","1"
"Daily","2015","no migration background","East Germany","","","","","1"
"Daily","2015","direct migration background","West Germany","","","","","1"
"Daily","2015","direct migration background","East Germany","","","","","1"
"Daily","2015","indirect migration background","West Germany","","","","","1"
"Daily","2015","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2015","no migration background","West Germany","267","0.015579904078626","0.0135527982231409","0.017607009934111","3"
"Min 1x per month","2015","direct migration background","West Germany","39","0.00856062441320814","0.00612277995633271","0.0109984688700836","3"
"Min 1x per month","2015","no migration background","East Germany","97","0.0182745172689904","0.0145241997389387","0.0220248347990421","3"
"Min 1x per month","2015","indirect migration background","West Germany","19","","","","3"
"Min 1x per month","2015","indirect migration background","East Germany","","","","","3"
"Min 1x per month","2015","direct migration background","East Germany","5","","","","3"
"Min 1x per week","2015","no migration background","West Germany","175","0.0121500519401238","0.010356812174458","0.0139432917057896","2"
"Min 1x per week","2015","direct migration background","West Germany","21","","","","2"
"Min 1x per week","2015","no migration background","East Germany","37","0.00713003305535431","0.00477421356954338","0.00948585254116523","2"
"Min 1x per week","2015","indirect migration background","West Germany","5","","","","2"
"Min 1x per week","2015","direct migration background","East Germany","1","","","","2"
"Min 1x per week","2015","indirect migration background","East Germany","","","","","2"
"Never","2015","no migration background","West Germany","12885","0.907102358371791","0.902350819402653","0.911853897340929","5"
"Never","2015","no migration background","East Germany","4464","0.918356608061717","0.910689770737866","0.926023445385568","5"
"Never","2015","direct migration background","West Germany","5224","0.950347657431073","0.944599464778983","0.956095850083163","5"
"Never","2015","direct migration background","East Germany","401","0.931002855093051","0.90687847129143","0.955127238894672","5"
"Never","2015","indirect migration background","West Germany","1481","0.934030029222899","0.921786388098877","0.946273670346921","5"
"Never","2015","indirect migration background","East Germany","101","0.983449562002726","0.959047066977432","1.00785205702802","5"
"Rarely","2015","no migration background","West Germany","1011","0.0651676856094595","0.0611276349592342","0.0692077362596849","4"
"Rarely","2015","direct migration background","West Germany","202","0.0356605042753044","0.030753359099309","0.0405676494512997","4"
"Rarely","2015","no migration background","East Germany","302","0.0562388416139382","0.0497882539147295","0.0626894293131469","4"
"Rarely","2015","direct migration background","East Germany","17","","","","4"
"Rarely","2015","indirect migration background","West Germany","74","0.0520702575913382","0.0411120388811849","0.0630284763014914","4"
"Rarely","2015","indirect migration background","East Germany","4","","","","4"
"Daily","2016","no migration background","West Germany","","","","","1"
"Daily","2016","direct migration background","West Germany","","","","","1"
"Daily","2016","no migration background","East Germany","","","","","1"
"Daily","2016","direct migration background","East Germany","","","","","1"
"Daily","2016","indirect migration background","West Germany","","","","","1"
"Daily","2016","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2016","no migration background","West Germany","","","","","3"
"Min 1x per month","2016","direct migration background","West Germany","","","","","3"
"Min 1x per month","2016","no migration background","East Germany","","","","","3"
"Min 1x per month","2016","indirect migration background","West Germany","","","","","3"
"Min 1x per month","2016","direct migration background","East Germany","","","","","3"
"Min 1x per month","2016","indirect migration background","East Germany","","","","","3"
"Min 1x per week","2016","no migration background","West Germany","","","","","2"
"Min 1x per week","2016","direct migration background","West Germany","","","","","2"
"Min 1x per week","2016","no migration background","East Germany","","","","","2"
"Min 1x per week","2016","direct migration background","East Germany","","","","","2"
"Min 1x per week","2016","indirect migration background","West Germany","","","","","2"
"Min 1x per week","2016","indirect migration background","East Germany","","","","","2"
"Never","2016","no migration background","West Germany","","","","","5"
"Never","2016","no migration background","East Germany","","","","","5"
"Never","2016","direct migration background","West Germany","","","","","5"
"Never","2016","direct migration background","East Germany","","","","","5"
"Never","2016","indirect migration background","West Germany","","","","","5"
"Never","2016","indirect migration background","East Germany","","","","","5"
"Rarely","2016","no migration background","West Germany","","","","","4"
"Rarely","2016","no migration background","East Germany","","","","","4"
"Rarely","2016","direct migration background","West Germany","","","","","4"
"Rarely","2016","direct migration background","East Germany","","","","","4"
"Rarely","2016","indirect migration background","East Germany","","","","","4"
"Rarely","2016","indirect migration background","West Germany","","","","","4"
"Daily","2017","no migration background","West Germany","","","","","1"
"Daily","2017","direct migration background","West Germany","","","","","1"
"Daily","2017","no migration background","East Germany","","","","","1"
"Daily","2017","direct migration background","East Germany","","","","","1"
"Daily","2017","indirect migration background","West Germany","","","","","1"
"Daily","2017","indirect migration background","East Germany","","","","","1"
"Min 1x per month","2017","no migration background","West Germany","285","0.0178198903079463","0.0157102565950941","0.0199295240207986","3"
"Min 1x per month","2017","direct migration background","West Germany","28","","","","3"
"Min 1x per month","2017","no migration background","East Germany","94","0.0175290220381701","0.0139414119201867","0.0211166321561535","3"
"Min 1x per month","2017","direct migration background","East Germany","2","","","","3"
"Min 1x per month","2017","indirect migration background","West Germany","18","","","","3"
"Min 1x per month","2017","indirect migration background","East Germany","2","","","","3"
"Min 1x per week","2017","no migration background","West Germany","198","0.0131985846591481","0.0113787265026588","0.0150184428156374","2"
"Min 1x per week","2017","no migration background","East Germany","45","0.00869201928382229","0.00615437249380362","0.011229666073841","2"
"Min 1x per week","2017","direct migration background","West Germany","29","","","","2"
"Min 1x per week","2017","direct migration background","East Germany","2","","","","2"
"Min 1x per week","2017","indirect migration background","West Germany","15","","","","2"
"Min 1x per week","2017","indirect migration background","East Germany","1","","","","2"
"Never","2017","no migration background","West Germany","13599","0.901486988383956","0.896734889098585","0.906239087669327","5"
"Never","2017","no migration background","East Germany","4704","0.918696977090582","0.911225507694898","0.926168446486266","5"
"Never","2017","direct migration background","West Germany","4077","0.944658411026627","0.937806828217406","0.951509993835848","5"
"Never","2017","direct migration background","East Germany","356","0.981205232141784","0.967349377501229","0.995061086782339","5"
"Never","2017","indirect migration background","West Germany","1495","0.930950877802689","0.918543260982095","0.943358494623283","5"
"Never","2017","indirect migration background","East Germany","101","0.948311919450322","0.906362398157506","0.990261440743138","5"
"Rarely","2017","no migration background","West Germany","1025","0.0674945366489497","0.0634939933154809","0.0714950799824185","4"
"Rarely","2017","direct migration background","West Germany","144","0.036949066030518","0.0312963904398652","0.0426017416211707","4"
"Rarely","2017","no migration background","East Germany","297","0.0550819815874257","0.0488450874202638","0.0613188757545875","4"
"Rarely","2017","indirect migration background","West Germany","76","0.044729569591225","0.0346136251367214","0.0548455140457285","4"
"Rarely","2017","direct migration background","East Germany","9","","","","4"
"Rarely","2017","indirect migration background","East Germany","3","","","","4"
