"pli0097_h","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Never","1999","Saxony","Female","548","0.929379211190712","0.908862986876471","0.949895435504952","5"
"Never","1999","Saxony-Anhalt","Male","294","0.906185054574227","0.874678957645158","0.937691151503297","5"
"Never","1999","Saxony-Anhalt","Female","332","0.934006031579837","0.908324091436154","0.959687971723521","5"
"Never","1999","Thuringia","Male","308","0.883876114355263","0.850264307742255","0.91748792096827","5"
"Never","1999","Thuringia","Female","341","0.930288725716379","0.904305366493184","0.956272084939575","5"
"Rarely","1999","North Rhine-Westphalia","Male","94","0.0843043285099029","0.0692182487123998","0.0993904083074059","4"
"Rarely","1999","Baden-Württemberg","Male","72","0.103338474055394","0.0828143313164081","0.123862616794381","4"
"Rarely","1999","Bavaria","Male","98","0.126491459589347","0.104441634493995","0.148541284684699","4"
"Rarely","1999","Baden-Württemberg","Female","62","0.065046382453467","0.0487714046178349","0.0813213602890991","4"
"Rarely","1999","North Rhine-Westphalia","Female","73","0.0510036515494084","0.0394503678338115","0.0625569352650053","4"
"Rarely","1999","Hesse","Male","40","0.107008671519613","0.0778586201348316","0.136158722904395","4"
"Rarely","1999","Hesse","Female","32","0.0624488533719317","0.0404085628668686","0.0844891438769948","4"
"Rarely","1999","Rhineland-Palatinate,Saarland","Male","36","0.0879739451956622","0.0590335245938457","0.116914365797479","4"
"Rarely","1999","Rhineland-Palatinate,Saarland","Female","30","0.0578431359199973","0.0350227708562554","0.0806635009837392","4"
"Rarely","1999","Schleswig-Holstein","Male","26","","","","4"
"Rarely","1999","Schleswig-Holstein","Female","18","","","","4"
"Rarely","1999","Hamburg","Male","1","","","","4"
"Rarely","1999","Bremen","Female","","","","","4"
"Rarely","1999","Hamburg","Female","2","","","","4"
"Rarely","1999","Lower Saxony","Male","42","0.0806308176497184","0.0584919436927212","0.102769691606716","4"
"Rarely","1999","Lower Saxony","Female","35","0.0652659689180478","0.0452337485274011","0.0852981893086944","4"
"Rarely","1999","Bremen","Male","3","","","","4"
"Rarely","1999","Thuringia","Female","24","","","","4"
"Rarely","1999","Mecklenburg-Western Pomerania","Male","12","","","","4"
"Rarely","1999","Brandenburg","Female","18","","","","4"
"Rarely","1999","Mecklenburg-Western Pomerania","Female","17","","","","4"
"Rarely","1999","Saxony","Male","41","0.0618580763725466","0.0415961537037907","0.0821199990413025","4"
"Rarely","1999","Saxony","Female","42","0.0540312954788496","0.0359264111483616","0.0721361798093375","4"
"Rarely","1999","Saxony-Anhalt","Male","25","","","","4"
"Rarely","1999","Saxony-Anhalt","Female","20","","","","4"
"Rarely","1999","Thuringia","Male","27","","","","4"
"Rarely","1999","Berlin","Female","9","","","","4"
"Rarely","1999","Bavaria","Female","49","0.0608782311014177","0.0453769725731825","0.0763794896296529","4"
"Rarely","1999","Berlin","Male","7","","","","4"
"Rarely","1999","Brandenburg","Male","26","","","","4"
"Daily","2000","Schleswig-Holstein","Male","","","","","1"
"Daily","2000","Schleswig-Holstein","Female","","","","","1"
"Daily","2000","Hamburg","Male","","","","","1"
"Daily","2000","Hamburg","Female","","","","","1"
"Daily","2000","Lower Saxony","Male","","","","","1"
"Daily","2000","Lower Saxony","Female","","","","","1"
"Daily","2000","Bremen","Male","","","","","1"
"Daily","2000","Bremen","Female","","","","","1"
"Daily","2000","North Rhine-Westphalia","Male","","","","","1"
"Daily","2000","North Rhine-Westphalia","Female","","","","","1"
"Daily","2000","Hesse","Male","","","","","1"
"Daily","2000","Hesse","Female","","","","","1"
"Daily","2000","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","2000","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","2000","Baden-Württemberg","Male","","","","","1"
"Daily","2000","Baden-Württemberg","Female","","","","","1"
"Daily","2000","Bavaria","Male","","","","","1"
"Daily","2000","Bavaria","Female","","","","","1"
"Daily","2000","Berlin","Male","","","","","1"
"Daily","2000","Berlin","Female","","","","","1"
"Daily","2000","Brandenburg","Male","","","","","1"
"Daily","2000","Brandenburg","Female","","","","","1"
"Daily","2000","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","2000","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","2000","Saxony","Male","","","","","1"
"Daily","2000","Saxony","Female","","","","","1"
"Daily","2000","Saxony-Anhalt","Male","","","","","1"
"Daily","2000","Saxony-Anhalt","Female","","","","","1"
"Daily","2000","Thuringia","Male","","","","","1"
"Daily","2000","Thuringia","Female","","","","","1"
"Min 1x per month","2000","Schleswig-Holstein","Male","","","","","3"
"Min 1x per month","2000","Hamburg","Male","","","","","3"
"Min 1x per month","2000","Hamburg","Female","","","","","3"
"Min 1x per month","2000","Schleswig-Holstein","Female","","","","","3"
"Min 1x per month","2000","Lower Saxony","Male","","","","","3"
"Min 1x per month","2000","Lower Saxony","Female","","","","","3"
"Min 1x per month","2000","Bremen","Male","","","","","3"
"Min 1x per month","2000","Bremen","Female","","","","","3"
"Min 1x per month","2000","North Rhine-Westphalia","Male","","","","","3"
"Min 1x per month","2000","North Rhine-Westphalia","Female","","","","","3"
"Min 1x per month","2000","Hesse","Male","","","","","3"
"Min 1x per month","2000","Hesse","Female","","","","","3"
"Min 1x per month","2000","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Min 1x per month","2000","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Min 1x per month","2000","Baden-Württemberg","Male","","","","","3"
"Min 1x per month","2000","Baden-Württemberg","Female","","","","","3"
"Min 1x per month","2000","Bavaria","Male","","","","","3"
"Min 1x per month","2000","Bavaria","Female","","","","","3"
"Min 1x per month","2000","Berlin","Male","","","","","3"
"Min 1x per month","2000","Berlin","Female","","","","","3"
"Min 1x per month","2000","Brandenburg","Male","","","","","3"
"Min 1x per month","2000","Brandenburg","Female","","","","","3"
"Min 1x per month","2000","Mecklenburg-Western Pomerania","Male","","","","","3"
"Min 1x per month","2000","Mecklenburg-Western Pomerania","Female","","","","","3"
"Min 1x per month","2000","Saxony","Male","","","","","3"
"Min 1x per month","2000","Saxony","Female","","","","","3"
"Min 1x per month","2000","Saxony-Anhalt","Male","","","","","3"
"Min 1x per month","2000","Saxony-Anhalt","Female","","","","","3"
"Min 1x per month","2000","Thuringia","Male","","","","","3"
"Min 1x per month","2000","Thuringia","Female","","","","","3"
"Min 1x per week","2000","Bremen","Male","","","","","2"
"Min 1x per week","2000","Lower Saxony","Male","","","","","2"
"Min 1x per week","2000","Lower Saxony","Female","","","","","2"
"Min 1x per week","2000","Hamburg","Female","","","","","2"
"Min 1x per week","2000","Schleswig-Holstein","Female","","","","","2"
"Min 1x per week","2000","North Rhine-Westphalia","Male","","","","","2"
"Min 1x per week","2000","Hamburg","Male","","","","","2"
"Min 1x per week","2000","Bremen","Female","","","","","2"
"Min 1x per week","2000","North Rhine-Westphalia","Female","","","","","2"
"Min 1x per week","2000","Rhineland-Palatinate,Saarland","Male","","","","","2"
"Min 1x per week","2000","Hesse","Male","","","","","2"
"Min 1x per week","2000","Hesse","Female","","","","","2"
"Min 1x per week","2000","Schleswig-Holstein","Male","","","","","2"
"Min 1x per week","2000","Mecklenburg-Western Pomerania","Male","","","","","2"
"Min 1x per week","2000","Mecklenburg-Western Pomerania","Female","","","","","2"
"Min 1x per week","2000","Saxony","Male","","","","","2"
"Min 1x per week","2000","Saxony","Female","","","","","2"
"Min 1x per week","2000","Saxony-Anhalt","Male","","","","","2"
"Min 1x per week","2000","Saxony-Anhalt","Female","","","","","2"
"Min 1x per week","2000","Thuringia","Male","","","","","2"
"Min 1x per week","2000","Thuringia","Female","","","","","2"
"Min 1x per week","2000","Bavaria","Male","","","","","2"
"Min 1x per week","2000","Bavaria","Female","","","","","2"
"Min 1x per week","2000","Berlin","Male","","","","","2"
"Min 1x per week","2000","Berlin","Female","","","","","2"
"Min 1x per week","2000","Rhineland-Palatinate,Saarland","Female","","","","","2"
"Min 1x per week","2000","Baden-Württemberg","Male","","","","","2"
"Min 1x per week","2000","Baden-Württemberg","Female","","","","","2"
"Min 1x per week","2000","Brandenburg","Male","","","","","2"
"Min 1x per week","2000","Brandenburg","Female","","","","","2"
"Never","2000","Schleswig-Holstein","Male","","","","","5"
"Never","2000","Schleswig-Holstein","Female","","","","","5"
"Never","2000","Hamburg","Male","","","","","5"
"Never","2000","Hamburg","Female","","","","","5"
"Never","2000","Lower Saxony","Male","","","","","5"
"Never","2000","Lower Saxony","Female","","","","","5"
"Never","2000","Bremen","Male","","","","","5"
"Never","2000","Bremen","Female","","","","","5"
"Never","2000","North Rhine-Westphalia","Male","","","","","5"
"Never","2000","North Rhine-Westphalia","Female","","","","","5"
"Never","2000","Hesse","Male","","","","","5"
"Never","2000","Hesse","Female","","","","","5"
"Never","2000","Rhineland-Palatinate,Saarland","Male","","","","","5"
"Never","2000","Rhineland-Palatinate,Saarland","Female","","","","","5"
"Never","2000","Baden-Württemberg","Male","","","","","5"
"Never","2000","Baden-Württemberg","Female","","","","","5"
"Never","2000","Bavaria","Male","","","","","5"
"Never","2000","Bavaria","Female","","","","","5"
"Never","2000","Berlin","Male","","","","","5"
"Never","2000","Berlin","Female","","","","","5"
"Never","2000","Brandenburg","Male","","","","","5"
"Never","2000","Brandenburg","Female","","","","","5"
"Never","2000","Mecklenburg-Western Pomerania","Male","","","","","5"
"Never","2000","Mecklenburg-Western Pomerania","Female","","","","","5"
"Never","2000","Saxony","Male","","","","","5"
"Never","2000","Saxony","Female","","","","","5"
"Never","2000","Saxony-Anhalt","Male","","","","","5"
"Never","2000","Saxony-Anhalt","Female","","","","","5"
"Never","2000","Thuringia","Male","","","","","5"
"Never","2000","Thuringia","Female","","","","","5"
"Rarely","2000","North Rhine-Westphalia","Male","","","","","4"
"Rarely","2000","North Rhine-Westphalia","Female","","","","","4"
"Rarely","2000","Baden-Württemberg","Male","","","","","4"
"Rarely","2000","Baden-Württemberg","Female","","","","","4"
"Rarely","2000","Bavaria","Male","","","","","4"
"Rarely","2000","Hesse","Male","","","","","4"
"Rarely","2000","Hesse","Female","","","","","4"
"Rarely","2000","Rhineland-Palatinate,Saarland","Male","","","","","4"
"Rarely","2000","Rhineland-Palatinate,Saarland","Female","","","","","4"
"Rarely","2000","Schleswig-Holstein","Male","","","","","4"
"Rarely","2000","Schleswig-Holstein","Female","","","","","4"
"Rarely","2000","Hamburg","Male","","","","","4"
"Rarely","2000","Hamburg","Female","","","","","4"
"Rarely","2000","Lower Saxony","Male","","","","","4"
"Rarely","2000","Lower Saxony","Female","","","","","4"
"Rarely","2000","Bremen","Male","","","","","4"
"Rarely","2000","Bremen","Female","","","","","4"
"Rarely","2000","Thuringia","Female","","","","","4"
"Rarely","2000","Brandenburg","Female","","","","","4"
"Rarely","2000","Mecklenburg-Western Pomerania","Male","","","","","4"
"Rarely","2000","Berlin","Male","","","","","4"
"Rarely","2000","Berlin","Female","","","","","4"
"Rarely","2000","Mecklenburg-Western Pomerania","Female","","","","","4"
"Rarely","2000","Saxony","Male","","","","","4"
"Rarely","2000","Saxony-Anhalt","Male","","","","","4"
"Rarely","2000","Saxony-Anhalt","Female","","","","","4"
"Rarely","2000","Bavaria","Female","","","","","4"
"Rarely","2000","Brandenburg","Male","","","","","4"
"Rarely","2000","Thuringia","Male","","","","","4"
"Rarely","2000","Saxony","Female","","","","","4"
"Daily","2001","Schleswig-Holstein","Male","","","","","1"
"Daily","2001","Schleswig-Holstein","Female","","","","","1"
"Daily","2001","Hamburg","Male","","","","","1"
"Daily","2001","Hamburg","Female","","","","","1"
"Daily","2001","Lower Saxony","Male","","","","","1"
"Daily","2001","Lower Saxony","Female","","","","","1"
"Daily","2001","Bremen","Male","","","","","1"
"Daily","2001","Bremen","Female","","","","","1"
"Daily","2001","North Rhine-Westphalia","Male","","","","","1"
"Daily","2001","North Rhine-Westphalia","Female","","","","","1"
"Daily","2001","Hesse","Male","","","","","1"
"Daily","2001","Hesse","Female","","","","","1"
"Daily","2001","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","2001","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","2001","Baden-Württemberg","Male","","","","","1"
"Daily","2001","Baden-Württemberg","Female","","","","","1"
"Daily","2001","Bavaria","Male","","","","","1"
"Daily","2001","Bavaria","Female","","","","","1"
"Daily","2001","Berlin","Male","","","","","1"
"Daily","2001","Berlin","Female","","","","","1"
"Daily","2001","Brandenburg","Male","","","","","1"
"Daily","2001","Brandenburg","Female","","","","","1"
"Daily","2001","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","2001","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","2001","Saxony","Male","","","","","1"
"Daily","2001","Saxony","Female","","","","","1"
"Daily","2001","Saxony-Anhalt","Male","","","","","1"
"Daily","2001","Saxony-Anhalt","Female","","","","","1"
"Daily","2001","Thuringia","Male","","","","","1"
"Daily","2001","Thuringia","Female","","","","","1"
"Min 1x per month","2001","Schleswig-Holstein","Male","13","","","","3"
"Min 1x per month","2001","Schleswig-Holstein","Female","18","","","","3"
"Min 1x per month","2001","Hamburg","Male","2","","","","3"
"Min 1x per month","2001","Hamburg","Female","2","","","","3"
"Min 1x per month","2001","Lower Saxony","Male","25","","","","3"
"Min 1x per month","2001","Lower Saxony","Female","11","","","","3"
"Min 1x per month","2001","Bremen","Male","","","","","3"
"Min 1x per month","2001","Bremen","Female","","","","","3"
"Min 1x per month","2001","North Rhine-Westphalia","Male","25","","","","3"
"Min 1x per month","2001","North Rhine-Westphalia","Female","20","","","","3"
"Min 1x per month","2001","Hesse","Male","20","","","","3"
"Min 1x per month","2001","Hesse","Female","7","","","","3"
"Min 1x per month","2001","Rhineland-Palatinate,Saarland","Male","19","","","","3"
"Min 1x per month","2001","Rhineland-Palatinate,Saarland","Female","8","","","","3"
"Min 1x per month","2001","Baden-Württemberg","Male","24","","","","3"
"Min 1x per month","2001","Baden-Württemberg","Female","12","","","","3"
"Min 1x per month","2001","Bavaria","Male","35","0.0236323299777149","0.0157233016304584","0.0315413583249713","3"
"Min 1x per month","2001","Bavaria","Female","12","","","","3"
"Min 1x per month","2001","Berlin","Male","13","","","","3"
"Min 1x per month","2001","Berlin","Female","11","","","","3"
"Min 1x per month","2001","Brandenburg","Male","19","","","","3"
"Min 1x per month","2001","Brandenburg","Female","15","","","","3"
"Min 1x per month","2001","Mecklenburg-Western Pomerania","Male","9","","","","3"
"Min 1x per month","2001","Mecklenburg-Western Pomerania","Female","6","","","","3"
"Min 1x per month","2001","Saxony","Male","13","","","","3"
"Min 1x per month","2001","Saxony","Female","10","","","","3"
"Min 1x per month","2001","Saxony-Anhalt","Male","6","","","","3"
"Min 1x per month","2001","Saxony-Anhalt","Female","3","","","","3"
"Min 1x per month","2001","Thuringia","Male","17","","","","3"
"Min 1x per month","2001","Thuringia","Female","6","","","","3"
"Min 1x per week","2001","Schleswig-Holstein","Male","5","","","","2"
"Min 1x per week","2001","Schleswig-Holstein","Female","4","","","","2"
"Min 1x per week","2001","Hamburg","Male","4","","","","2"
"Min 1x per week","2001","Lower Saxony","Male","14","","","","2"
"Min 1x per week","2001","Lower Saxony","Female","3","","","","2"
"Min 1x per week","2001","North Rhine-Westphalia","Male","23","","","","2"
"Min 1x per week","2001","North Rhine-Westphalia","Female","8","","","","2"
"Min 1x per week","2001","Hesse","Male","18","","","","2"
"Min 1x per week","2001","Hesse","Female","5","","","","2"
"Min 1x per week","2001","Rhineland-Palatinate,Saarland","Male","13","","","","2"
"Min 1x per week","2001","Hamburg","Female","1","","","","2"
"Min 1x per week","2001","Bremen","Male","1","","","","2"
"Min 1x per week","2001","Bremen","Female","2","","","","2"
"Min 1x per week","2001","Mecklenburg-Western Pomerania","Male","3","","","","2"
"Min 1x per week","2001","Mecklenburg-Western Pomerania","Female","","","","","2"
"Min 1x per week","2001","Saxony","Male","10","","","","2"
"Min 1x per week","2001","Saxony","Female","","","","","2"
"Min 1x per week","2001","Saxony-Anhalt","Male","5","","","","2"
"Min 1x per week","2001","Saxony-Anhalt","Female","2","","","","2"
"Min 1x per week","2001","Thuringia","Male","6","","","","2"
"Min 1x per week","2001","Thuringia","Female","1","","","","2"
"Min 1x per week","2001","Bavaria","Male","24","","","","2"
"Min 1x per week","2001","Bavaria","Female","6","","","","2"
"Min 1x per week","2001","Berlin","Male","4","","","","2"
"Min 1x per week","2001","Berlin","Female","4","","","","2"
"Min 1x per week","2001","Rhineland-Palatinate,Saarland","Female","2","","","","2"
"Min 1x per week","2001","Baden-Württemberg","Male","14","","","","2"
"Min 1x per week","2001","Baden-Württemberg","Female","5","","","","2"
"Min 1x per week","2001","Brandenburg","Male","5","","","","2"
"Min 1x per week","2001","Brandenburg","Female","1","","","","2"
"Never","2001","Schleswig-Holstein","Male","225","0.761228976192363","0.713461109710554","0.808996842674172","5"
"Never","2001","Schleswig-Holstein","Female","255","0.764124129388333","0.71906377359213","0.809184485184537","5"
"Never","2001","Hamburg","Male","105","0.872086812429932","0.812328959046671","0.931844665813194","5"
"Never","2001","Hamburg","Female","138","0.927355331637389","0.88581906862235","0.968891594652428","5"
"Never","2001","Lower Saxony","Male","800","0.882203413313089","0.861189129382479","0.903217697243699","5"
"Never","2001","Lower Saxony","Female","865","0.934949588268326","0.919065520916518","0.950833655620134","5"
"Never","2001","Bremen","Male","67","0.951625306064601","0.902066144642381","1.00118446748682","5"
"Never","2001","Bremen","Female","79","0.935388604965232","0.883126219994647","0.987650989935816","5"
"Never","2001","North Rhine-Westphalia","Male","2022","0.916505309342897","0.904982557594255","0.928028061091539","5"
"Never","2001","North Rhine-Westphalia","Female","2248","0.947016904700629","0.938025190502004","0.956008618899255","5"
"Never","2001","Hesse","Male","623","0.864572225015929","0.83942049850851","0.889723951523348","5"
"Never","2001","Hesse","Female","715","0.934146932837821","0.916571218987422","0.951722646688219","5"
"Never","2001","Rhineland-Palatinate,Saarland","Male","540","0.864035041810017","0.837291890213838","0.890778193406196","5"
"Never","2001","Rhineland-Palatinate,Saarland","Female","656","0.928284567654293","0.909332571047602","0.947236564260985","5"
"Never","2001","Baden-Württemberg","Male","1134","0.894548611894801","0.877562992247806","0.911534231541796","5"
"Never","2001","Baden-Württemberg","Female","1237","0.929788334751448","0.916051638855461","0.943525030647435","5"
"Never","2001","Bavaria","Male","1250","0.881140512933816","0.864290405408231","0.897990620459401","5"
"Never","2001","Bavaria","Female","1498","0.933879702443025","0.921677082900027","0.946082321986022","5"
"Never","2001","Berlin","Male","348","0.901173124871084","0.87140194229362","0.930944307448549","5"
"Never","2001","Berlin","Female","376","0.919802615339117","0.893416326675764","0.946188904002471","5"
"Never","2001","Brandenburg","Male","401","0.877729093142046","0.847953293871232","0.907504892412859","5"
"Never","2001","Brandenburg","Female","450","0.912368602696501","0.887332594498155","0.937404610894847","5"
"Never","2001","Mecklenburg-Western Pomerania","Male","208","0.874971942529827","0.832593892671018","0.917349992388636","5"
"Never","2001","Mecklenburg-Western Pomerania","Female","248","0.918269432005245","0.885890757467355","0.950648106543134","5"
"Never","2001","Saxony","Male","720","0.918323570226804","0.899177349714301","0.937469790739308","5"
"Never","2001","Saxony","Female","804","0.946060965214486","0.930874742129203","0.96124718829977","5"
"Never","2001","Saxony-Anhalt","Male","433","0.926250355918174","0.902696518176249","0.949804193660099","5"
"Never","2001","Saxony-Anhalt","Female","487","0.956711417078997","0.93918632235293","0.974236511805064","5"
"Never","2001","Thuringia","Male","411","0.871956490460427","0.841907666586562","0.902005314334292","5"
"Never","2001","Thuringia","Female","457","0.938917085568253","0.917798826528459","0.960035344608047","5"
"Rarely","2001","North Rhine-Westphalia","Male","144","0.0632557984899176","0.0531162186175857","0.0733953783622495","4"
"Rarely","2001","North Rhine-Westphalia","Female","108","0.044234165825021","0.035980447622083","0.052487884027959","4"
"Rarely","2001","Baden-Württemberg","Male","84","0.0746640427760355","0.0601275799699717","0.0892005055820994","4"
"Rarely","2001","Baden-Württemberg","Female","75","0.054548792797978","0.0423392969137973","0.0667582886821587","4"
"Rarely","2001","Bavaria","Male","108","0.0770213934760125","0.0631389897898825","0.0909037971621425","4"
"Rarely","2001","Hesse","Male","50","0.0724687819547883","0.053411847537735","0.0915257163718417","4"
"Rarely","2001","Hesse","Female","38","0.0454036316825214","0.0306508961055638","0.060156367259479","4"
"Rarely","2001","Rhineland-Palatinate,Saarland","Male","59","0.0949600014088251","0.0720862364423415","0.117833766375309","4"
"Rarely","2001","Rhineland-Palatinate,Saarland","Female","46","0.0566861389518495","0.0397007834629845","0.0736714944407146","4"
"Rarely","2001","Schleswig-Holstein","Male","63","0.194003897134364","0.149698250869216","0.238309543399511","4"
"Rarely","2001","Schleswig-Holstein","Female","64","0.179451988424225","0.138723617650591","0.220180359197859","4"
"Rarely","2001","Hamburg","Male","9","","","","4"
"Rarely","2001","Hamburg","Female","9","","","","4"
"Rarely","2001","Lower Saxony","Male","65","0.0712112393033892","0.0544465069861796","0.0879759716205988","4"
"Rarely","2001","Lower Saxony","Female","47","0.0507386126138713","0.0366033201242994","0.0648739051034432","4"
"Rarely","2001","Bremen","Male","4","","","","4"
"Rarely","2001","Bremen","Female","4","","","","4"
"Rarely","2001","Mecklenburg-Western Pomerania","Male","14","","","","4"
"Rarely","2001","Mecklenburg-Western Pomerania","Female","21","","","","4"
"Rarely","2001","Saxony-Anhalt","Male","29","","","","4"
"Rarely","2001","Bavaria","Female","77","0.0541365816555723","0.0430243872014686","0.0652487761096761","4"
"Rarely","2001","Berlin","Male","21","","","","4"
"Rarely","2001","Berlin","Female","16","","","","4"
"Rarely","2001","Brandenburg","Male","40","0.071033567209817","0.0476853654371351","0.0943817689824988","4"
"Rarely","2001","Brandenburg","Female","24","","","","4"
"Rarely","2001","Saxony","Male","43","0.0476522723596455","0.0327594708731817","0.0625450738461092","4"
"Rarely","2001","Saxony","Female","36","0.0404042230212021","0.0271670217603267","0.0536414242820776","4"
"Rarely","2001","Saxony-Anhalt","Female","26","","","","4"
"Rarely","2001","Thuringia","Male","41","0.0847046129900499","0.0596645478539377","0.109744678126162","4"
"Rarely","2001","Thuringia","Female","30","0.0494084937857022","0.0302975388414717","0.0685194487299326","4"
"Daily","2002","Schleswig-Holstein","Male","","","","","1"
"Daily","2002","Schleswig-Holstein","Female","","","","","1"
"Daily","2002","Hamburg","Male","","","","","1"
"Daily","2002","Hamburg","Female","","","","","1"
"Daily","2002","Lower Saxony","Male","","","","","1"
"Daily","2002","Lower Saxony","Female","","","","","1"
"Daily","2002","Bremen","Male","","","","","1"
"Daily","2002","Bremen","Female","","","","","1"
"Daily","2002","North Rhine-Westphalia","Male","","","","","1"
"Daily","2002","North Rhine-Westphalia","Female","","","","","1"
"Daily","2002","Hesse","Male","","","","","1"
"Daily","2002","Hesse","Female","","","","","1"
"Daily","2002","Rhineland-Palatinate,Saarland","Male","","","","","1"
"Daily","2002","Rhineland-Palatinate,Saarland","Female","","","","","1"
"Daily","2002","Baden-Württemberg","Male","","","","","1"
"Daily","2002","Baden-Württemberg","Female","","","","","1"
"Daily","2002","Bavaria","Male","","","","","1"
"Daily","2002","Bavaria","Female","","","","","1"
"Daily","2002","Berlin","Male","","","","","1"
"Daily","2002","Berlin","Female","","","","","1"
"Daily","2002","Brandenburg","Male","","","","","1"
"Daily","2002","Brandenburg","Female","","","","","1"
"Daily","2002","Mecklenburg-Western Pomerania","Male","","","","","1"
"Daily","2002","Mecklenburg-Western Pomerania","Female","","","","","1"
"Daily","2002","Saxony","Male","","","","","1"
"Daily","2002","Saxony","Female","","","","","1"
"Daily","2002","Saxony-Anhalt","Male","","","","","1"
"Daily","2002","Saxony-Anhalt","Female","","","","","1"
"Daily","2002","Thuringia","Male","","","","","1"
"Daily","2002","Thuringia","Female","","","","","1"
"Min 1x per month","2002","Schleswig-Holstein","Male","","","","","3"
"Min 1x per month","2002","Schleswig-Holstein","Female","","","","","3"
"Min 1x per month","2002","Hamburg","Male","","","","","3"
"Min 1x per month","2002","Hamburg","Female","","","","","3"
"Min 1x per month","2002","Lower Saxony","Male","","","","","3"
"Min 1x per month","2002","Lower Saxony","Female","","","","","3"
"Min 1x per month","2002","Bremen","Male","","","","","3"
"Min 1x per month","2002","Bremen","Female","","","","","3"
"Min 1x per month","2002","North Rhine-Westphalia","Male","","","","","3"
"Min 1x per month","2002","North Rhine-Westphalia","Female","","","","","3"
"Min 1x per month","2002","Hesse","Male","","","","","3"
"Min 1x per month","2002","Hesse","Female","","","","","3"
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","Male","","","","","3"
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","Female","","","","","3"
"Min 1x per month","2002","Baden-Württemberg","Male","","","","","3"
"Min 1x per month","2002","Baden-Württemberg","Female","","","","","3"
"Min 1x per month","2002","Bavaria","Male","","","","","3"
"Min 1x per month","2002","Bavaria","Female","","","","","3"
"Min 1x per month","2002","Berlin","Male","","","","","3"
"Min 1x per month","2002","Berlin","Female","","","","","3"
"Min 1x per month","2002","Brandenburg","Male","","","","","3"
"Min 1x per month","2002","Brandenburg","Female","","","","","3"
"Min 1x per month","2002","Mecklenburg-Western Pomerania","Male","","","","","3"
"Min 1x per month","2002","Mecklenburg-Western Pomerania","Female","","","","","3"
"Min 1x per month","2002","Saxony","Male","","","","","3"
"Min 1x per month","2002","Saxony","Female","","","","","3"
"Min 1x per month","2002","Thuringia","Male","","","","","3"
"Min 1x per month","2002","Saxony-Anhalt","Male","","","","","3"
"Min 1x per month","2002","Saxony-Anhalt","Female","","","","","3"
"Min 1x per month","2002","Thuringia","Female","","","","","3"
"Min 1x per week","2002","Lower Saxony","Male","","","","","2"
"Min 1x per week","2002","Schleswig-Holstein","Female","","","","","2"
"Min 1x per week","2002","North Rhine-Westphalia","Female","","","","","2"
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","Male","","","","","2"
"Min 1x per week","2002","Hamburg","Male","","","","","2"
"Min 1x per week","2002","Hamburg","Female","","","","","2"
"Min 1x per week","2002","Lower Saxony","Female","","","","","2"
"Min 1x per week","2002","Bremen","Male","","","","","2"
"Min 1x per week","2002","Hesse","Male","","","","","2"
"Min 1x per week","2002","Hesse","Female","","","","","2"
"Min 1x per week","2002","Bremen","Female","","","","","2"
"Min 1x per week","2002","North Rhine-Westphalia","Male","","","","","2"
"Min 1x per week","2002","Schleswig-Holstein","Male","","","","","2"
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Male","","","","","2"
"Min 1x per week","2002","Mecklenburg-Western Pomerania","Female","","","","","2"
"Min 1x per week","2002","Saxony","Male","","","","","2"
"Min 1x per week","2002","Saxony","Female","","","","","2"
"Min 1x per week","2002","Saxony-Anhalt","Male","","","","","2"
"Min 1x per week","2002","Saxony-Anhalt","Female","","","","","2"
"Min 1x per week","2002","Thuringia","Male","","","","","2"
"Min 1x per week","2002","Thuringia","Female","","","","","2"
"Min 1x per week","2002","Bavaria","Male","","","","","2"
"Min 1x per week","2002","Bavaria","Female","","","","","2"
"Min 1x per week","2002","Berlin","Male","","","","","2"
"Min 1x per week","2002","Berlin","Female","","","","","2"
"Min 1x per week","2002","Rhineland-Palatinate,Saarland","Female","","","","","2"
"Min 1x per week","2002","Baden-Württemberg","Male","","","","","2"
"Min 1x per week","2002","Baden-Württemberg","Female","","","","","2"
"Min 1x per week","2002","Brandenburg","Male","","","","","2"
"Min 1x per week","2002","Brandenburg","Female","","","","","2"
"Never","2002","Schleswig-Holstein","Male","","","","","5"
"Never","2002","Schleswig-Holstein","Female","","","","","5"
"Never","2002","Hamburg","Male","","","","","5"
"Never","2002","Hamburg","Female","","","","","5"
"Never","2002","Lower Saxony","Male","","","","","5"
"Never","2002","Lower Saxony","Female","","","","","5"
"Never","2002","Bremen","Male","","","","","5"
"Never","2002","Bremen","Female","","","","","5"
