"pli0097_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2000","Berlin","indirect migration background","","","","","2"
"Min 1x per week","2000","Schleswig-Holstein","no migration background","","","","","2"
"Min 1x per week","2000","Schleswig-Holstein","direct migration background","","","","","2"
"Min 1x per week","2000","Schleswig-Holstein","indirect migration background","","","","","2"
"Min 1x per week","2000","Hamburg","no migration background","","","","","2"
"Min 1x per week","2000","Hamburg","direct migration background","","","","","2"
"Min 1x per week","2000","Hamburg","indirect migration background","","","","","2"
"Min 1x per week","2000","Lower Saxony","no migration background","","","","","2"
"Min 1x per week","2000","Lower Saxony","direct migration background","","","","","2"
"Min 1x per week","2000","Lower Saxony","indirect migration background","","","","","2"
"Min 1x per week","2000","Bremen","no migration background","","","","","2"
"Min 1x per week","2000","Bremen","direct migration background","","","","","2"
"Min 1x per week","2000","Bremen","indirect migration background","","","","","2"
"Min 1x per week","2000","North Rhine-Westphalia","no migration background","","","","","2"
"Min 1x per week","2000","Rhineland-Palatinate,Saarland","direct migration background","","","","","2"
"Min 1x per week","2000","Rhineland-Palatinate,Saarland","indirect migration background","","","","","2"
"Min 1x per week","2000","Baden-Württemberg","no migration background","","","","","2"
"Min 1x per week","2000","Baden-Württemberg","direct migration background","","","","","2"
"Min 1x per week","2000","Brandenburg","no migration background","","","","","2"
"Min 1x per week","2000","Brandenburg","direct migration background","","","","","2"
"Never","2000","Mecklenburg-Western Pomerania","no migration background","","","","","5"
"Never","2000","Brandenburg","indirect migration background","","","","","5"
"Never","2000","Mecklenburg-Western Pomerania","direct migration background","","","","","5"
"Never","2000","Mecklenburg-Western Pomerania","indirect migration background","","","","","5"
"Never","2000","Saxony","no migration background","","","","","5"
"Never","2000","Saxony","direct migration background","","","","","5"
"Never","2000","Saxony","indirect migration background","","","","","5"
"Never","2000","Saxony-Anhalt","no migration background","","","","","5"
"Never","2000","Saxony-Anhalt","direct migration background","","","","","5"
"Never","2000","Saxony-Anhalt","indirect migration background","","","","","5"
"Never","2000","Thuringia","no migration background","","","","","5"
"Never","2000","Thuringia","direct migration background","","","","","5"
"Never","2000","Thuringia","indirect migration background","","","","","5"
"Never","2000","Schleswig-Holstein","no migration background","","","","","5"
"Never","2000","Schleswig-Holstein","direct migration background","","","","","5"
"Never","2000","Schleswig-Holstein","indirect migration background","","","","","5"
"Never","2000","Hamburg","no migration background","","","","","5"
"Never","2000","Hamburg","direct migration background","","","","","5"
"Never","2000","Hamburg","indirect migration background","","","","","5"
"Never","2000","Lower Saxony","no migration background","","","","","5"
"Never","2000","Lower Saxony","direct migration background","","","","","5"
"Never","2000","Lower Saxony","indirect migration background","","","","","5"
"Never","2000","Bremen","no migration background","","","","","5"
"Never","2000","Bremen","direct migration background","","","","","5"
"Never","2000","Bremen","indirect migration background","","","","","5"
"Never","2000","North Rhine-Westphalia","no migration background","","","","","5"
"Never","2000","North Rhine-Westphalia","direct migration background","","","","","5"
"Never","2000","North Rhine-Westphalia","indirect migration background","","","","","5"
"Never","2000","Hesse","no migration background","","","","","5"
"Never","2000","Hesse","direct migration background","","","","","5"
"Never","2000","Hesse","indirect migration background","","","","","5"
"Never","2000","Rhineland-Palatinate,Saarland","no migration background","","","","","5"
"Never","2000","Rhineland-Palatinate,Saarland","direct migration background","","","","","5"
"Never","2000","Rhineland-Palatinate,Saarland","indirect migration background","","","","","5"
"Never","2000","Baden-Württemberg","no migration background","","","","","5"
"Never","2000","Baden-Württemberg","direct migration background","","","","","5"
"Never","2000","Baden-Württemberg","indirect migration background","","","","","5"
"Never","2000","Bavaria","no migration background","","","","","5"
"Never","2000","Bavaria","direct migration background","","","","","5"
"Never","2000","Bavaria","indirect migration background","","","","","5"
"Never","2000","Berlin","no migration background","","","","","5"
"Never","2000","Berlin","direct migration background","","","","","5"
"Never","2000","Berlin","indirect migration background","","","","","5"
"Never","2000","Brandenburg","no migration background","","","","","5"
"Never","2000","Brandenburg","direct migration background","","","","","5"
"Rarely","2000","North Rhine-Westphalia","direct migration background","","","","","4"
"Rarely","2000","North Rhine-Westphalia","indirect migration background","","","","","4"
"Rarely","2000","Baden-Württemberg","direct migration background","","","","","4"
"Rarely","2000","Baden-Württemberg","indirect migration background","","","","","4"
"Rarely","2000","Bavaria","no migration background","","","","","4"
"Rarely","2000","Bavaria","direct migration background","","","","","4"
"Rarely","2000","Brandenburg","indirect migration background","","","","","4"
"Rarely","2000","Mecklenburg-Western Pomerania","no migration background","","","","","4"
"Rarely","2000","Mecklenburg-Western Pomerania","direct migration background","","","","","4"
"Rarely","2000","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"Rarely","2000","Saxony","no migration background","","","","","4"
"Rarely","2000","Saxony","direct migration background","","","","","4"
"Rarely","2000","Saxony","indirect migration background","","","","","4"
"Rarely","2000","Saxony-Anhalt","no migration background","","","","","4"
"Rarely","2000","Saxony-Anhalt","direct migration background","","","","","4"
"Rarely","2000","Saxony-Anhalt","indirect migration background","","","","","4"
"Rarely","2000","Thuringia","no migration background","","","","","4"
"Rarely","2000","Thuringia","direct migration background","","","","","4"
"Rarely","2000","Thuringia","indirect migration background","","","","","4"
"Rarely","2000","Hesse","no migration background","","","","","4"
"Rarely","2000","Hesse","direct migration background","","","","","4"
"Rarely","2000","Hesse","indirect migration background","","","","","4"
"Rarely","2000","Rhineland-Palatinate,Saarland","no migration background","","","","","4"
"Rarely","2000","Rhineland-Palatinate,Saarland","direct migration background","","","","","4"
"Rarely","2000","Rhineland-Palatinate,Saarland","indirect migration background","","","","","4"
"Rarely","2000","Baden-Württemberg","no migration background","","","","","4"
"Rarely","2000","Schleswig-Holstein","no migration background","","","","","4"
"Rarely","2000","Schleswig-Holstein","direct migration background","","","","","4"
"Rarely","2000","Schleswig-Holstein","indirect migration background","","","","","4"
"Rarely","2000","Hamburg","no migration background","","","","","4"
"Rarely","2000","Bavaria","indirect migration background","","","","","4"
"Rarely","2000","Berlin","no migration background","","","","","4"
"Rarely","2000","Berlin","direct migration background","","","","","4"
"Rarely","2000","Berlin","indirect migration background","","","","","4"
"Rarely","2000","Brandenburg","no migration background","","","","","4"
"Rarely","2000","Brandenburg","direct migration background","","","","","4"
"Rarely","2000","Hamburg","direct migration background","","","","","4"
"Rarely","2000","Hamburg","indirect migration background","","","","","4"
"Rarely","2000","Lower Saxony","no migration background","","","","","4"
"Rarely","2000","Lower Saxony","direct migration background","","","","","4"
"Rarely","2000","Lower Saxony","indirect migration background","","","","","4"
"Rarely","2000","Bremen","no migration background","","","","","4"
"Rarely","2000","Bremen","direct migration background","","","","","4"
"Rarely","2000","Bremen","indirect migration background","","","","","4"
"Rarely","2000","North Rhine-Westphalia","no migration background","","","","","4"
"Daily","2001","North Rhine-Westphalia","direct migration background","","","","","1"
"Daily","2001","North Rhine-Westphalia","indirect migration background","","","","","1"
"Daily","2001","Hesse","no migration background","","","","","1"
"Daily","2001","Hesse","direct migration background","","","","","1"
"Daily","2001","Hesse","indirect migration background","","","","","1"
"Daily","2001","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Daily","2001","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Daily","2001","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Daily","2001","Baden-Württemberg","no migration background","","","","","1"
"Daily","2001","Baden-Württemberg","direct migration background","","","","","1"
"Daily","2001","Baden-Württemberg","indirect migration background","","","","","1"
"Daily","2001","Bavaria","no migration background","","","","","1"
"Daily","2001","Bavaria","direct migration background","","","","","1"
"Daily","2001","Bavaria","indirect migration background","","","","","1"
"Daily","2001","Berlin","no migration background","","","","","1"
"Daily","2001","Berlin","direct migration background","","","","","1"
"Daily","2001","Berlin","indirect migration background","","","","","1"
"Daily","2001","Brandenburg","no migration background","","","","","1"
"Daily","2001","Brandenburg","direct migration background","","","","","1"
"Daily","2001","Brandenburg","indirect migration background","","","","","1"
"Daily","2001","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Daily","2001","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Daily","2001","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Daily","2001","Saxony","no migration background","","","","","1"
"Daily","2001","Saxony","direct migration background","","","","","1"
"Daily","2001","Saxony","indirect migration background","","","","","1"
"Daily","2001","Saxony-Anhalt","no migration background","","","","","1"
"Daily","2001","Saxony-Anhalt","direct migration background","","","","","1"
"Daily","2001","Saxony-Anhalt","indirect migration background","","","","","1"
"Daily","2001","Thuringia","no migration background","","","","","1"
"Daily","2001","Thuringia","direct migration background","","","","","1"
"Daily","2001","Thuringia","indirect migration background","","","","","1"
"Daily","2001","Hamburg","no migration background","","","","","1"
"Daily","2001","Hamburg","direct migration background","","","","","1"
"Daily","2001","Lower Saxony","direct migration background","","","","","1"
"Daily","2001","Lower Saxony","indirect migration background","","","","","1"
"Daily","2001","Schleswig-Holstein","no migration background","","","","","1"
"Daily","2001","Schleswig-Holstein","direct migration background","","","","","1"
"Daily","2001","Schleswig-Holstein","indirect migration background","","","","","1"
"Daily","2001","Hamburg","indirect migration background","","","","","1"
"Daily","2001","Lower Saxony","no migration background","","","","","1"
"Daily","2001","Bremen","no migration background","","","","","1"
"Daily","2001","Bremen","direct migration background","","","","","1"
"Daily","2001","Bremen","indirect migration background","","","","","1"
"Daily","2001","North Rhine-Westphalia","no migration background","","","","","1"
"Min 1x per month","2001","Saxony","direct migration background","","","","","3"
"Min 1x per month","2001","Saxony","indirect migration background","","","","","3"
"Min 1x per month","2001","Brandenburg","indirect migration background","","","","","3"
"Min 1x per month","2001","Mecklenburg-Western Pomerania","no migration background","14","","","","3"
"Min 1x per month","2001","Mecklenburg-Western Pomerania","direct migration background","1","","","","3"
"Min 1x per month","2001","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"Min 1x per month","2001","Saxony","no migration background","23","","","","3"
"Min 1x per month","2001","Schleswig-Holstein","no migration background","30","0.0434825373248844","0.0268276867700219","0.0601373878797469","3"
"Min 1x per month","2001","Schleswig-Holstein","direct migration background","1","","","","3"
"Min 1x per month","2001","Schleswig-Holstein","indirect migration background","","","","","3"
"Min 1x per month","2001","Hamburg","no migration background","3","","","","3"
"Min 1x per month","2001","Hamburg","direct migration background","1","","","","3"
"Min 1x per month","2001","Hamburg","indirect migration background","","","","","3"
"Min 1x per month","2001","North Rhine-Westphalia","direct migration background","6","","","","3"
"Min 1x per month","2001","North Rhine-Westphalia","indirect migration background","","","","","3"
"Min 1x per month","2001","Hesse","no migration background","25","","","","3"
"Min 1x per month","2001","Hesse","direct migration background","2","","","","3"
"Min 1x per month","2001","Hesse","indirect migration background","","","","","3"
"Min 1x per month","2001","Rhineland-Palatinate,Saarland","no migration background","24","","","","3"
"Min 1x per month","2001","Rhineland-Palatinate,Saarland","direct migration background","1","","","","3"
"Min 1x per month","2001","Rhineland-Palatinate,Saarland","indirect migration background","2","","","","3"
"Min 1x per month","2001","Baden-Württemberg","no migration background","32","0.0196348757977061","0.0131045995983101","0.026165151997102","3"
"Min 1x per month","2001","Baden-Württemberg","direct migration background","4","","","","3"
"Min 1x per month","2001","Baden-Württemberg","indirect migration background","","","","","3"
"Min 1x per month","2001","Bavaria","no migration background","45","0.017984265340745","0.0127602661274023","0.0232082645540876","3"
"Min 1x per month","2001","Bavaria","direct migration background","2","","","","3"
"Min 1x per month","2001","Bavaria","indirect migration background","","","","","3"
"Min 1x per month","2001","Berlin","no migration background","24","","","","3"
"Min 1x per month","2001","Berlin","direct migration background","","","","","3"
"Min 1x per month","2001","Berlin","indirect migration background","","","","","3"
"Min 1x per month","2001","Brandenburg","no migration background","32","0.0357431081793537","0.023849799239997","0.0476364171187103","3"
"Min 1x per month","2001","Brandenburg","direct migration background","2","","","","3"
"Min 1x per month","2001","Saxony-Anhalt","no migration background","9","","","","3"
"Min 1x per month","2001","Saxony-Anhalt","direct migration background","","","","","3"
"Min 1x per month","2001","Saxony-Anhalt","indirect migration background","","","","","3"
"Min 1x per month","2001","Thuringia","no migration background","22","","","","3"
"Min 1x per month","2001","Thuringia","direct migration background","1","","","","3"
"Min 1x per month","2001","Thuringia","indirect migration background","","","","","3"
"Min 1x per month","2001","Lower Saxony","indirect migration background","","","","","3"
"Min 1x per month","2001","Bremen","no migration background","","","","","3"
"Min 1x per month","2001","Bremen","direct migration background","","","","","3"
"Min 1x per month","2001","Bremen","indirect migration background","","","","","3"
"Min 1x per month","2001","North Rhine-Westphalia","no migration background","39","0.00996863232234839","0.00671348844377688","0.0132237762009199","3"
"Min 1x per month","2001","Lower Saxony","no migration background","32","0.0211284843366564","0.0139644174771686","0.0282925511961442","3"
"Min 1x per month","2001","Lower Saxony","direct migration background","4","","","","3"
"Min 1x per week","2001","Saxony-Anhalt","no migration background","7","","","","2"
"Min 1x per week","2001","Saxony-Anhalt","direct migration background","","","","","2"
"Min 1x per week","2001","Brandenburg","indirect migration background","","","","","2"
"Min 1x per week","2001","Saxony","indirect migration background","","","","","2"
"Min 1x per week","2001","Mecklenburg-Western Pomerania","no migration background","3","","","","2"
"Min 1x per week","2001","Saxony","direct migration background","1","","","","2"
"Min 1x per week","2001","Mecklenburg-Western Pomerania","direct migration background","","","","","2"
"Min 1x per week","2001","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Min 1x per week","2001","Saxony","no migration background","9","","","","2"
"Min 1x per week","2001","North Rhine-Westphalia","direct migration background","3","","","","2"
"Min 1x per week","2001","North Rhine-Westphalia","indirect migration background","","","","","2"
"Min 1x per week","2001","Hesse","no migration background","23","","","","2"
"Min 1x per week","2001","Hesse","direct migration background","","","","","2"
"Min 1x per week","2001","Hesse","indirect migration background","","","","","2"
"Min 1x per week","2001","Rhineland-Palatinate,Saarland","no migration background","13","","","","2"
"Min 1x per week","2001","Saxony-Anhalt","indirect migration background","","","","","2"
"Min 1x per week","2001","Thuringia","no migration background","6","","","","2"
"Min 1x per week","2001","Thuringia","direct migration background","1","","","","2"
"Min 1x per week","2001","Thuringia","indirect migration background","","","","","2"
"Min 1x per week","2001","Baden-Württemberg","indirect migration background","","","","","2"
"Min 1x per week","2001","Bavaria","no migration background","28","","","","2"
"Min 1x per week","2001","Bavaria","direct migration background","2","","","","2"
"Min 1x per week","2001","Bavaria","indirect migration background","","","","","2"
"Min 1x per week","2001","Berlin","no migration background","7","","","","2"
"Min 1x per week","2001","Berlin","direct migration background","","","","","2"
"Min 1x per week","2001","Berlin","indirect migration background","1","","","","2"
"Min 1x per week","2001","Schleswig-Holstein","no migration background","9","","","","2"
"Min 1x per week","2001","Schleswig-Holstein","direct migration background","","","","","2"
"Min 1x per week","2001","Schleswig-Holstein","indirect migration background","","","","","2"
"Min 1x per week","2001","Hamburg","no migration background","5","","","","2"
"Min 1x per week","2001","Hamburg","direct migration background","","","","","2"
"Min 1x per week","2001","Hamburg","indirect migration background","","","","","2"
"Min 1x per week","2001","Lower Saxony","no migration background","15","","","","2"
"Min 1x per week","2001","Lower Saxony","direct migration background","","","","","2"
"Min 1x per week","2001","Lower Saxony","indirect migration background","2","","","","2"
"Min 1x per week","2001","Bremen","no migration background","","","","","2"
"Min 1x per week","2001","Bremen","direct migration background","2","","","","2"
"Min 1x per week","2001","Bremen","indirect migration background","1","","","","2"
"Min 1x per week","2001","North Rhine-Westphalia","no migration background","28","","","","2"
"Min 1x per week","2001","Rhineland-Palatinate,Saarland","direct migration background","1","","","","2"
"Min 1x per week","2001","Rhineland-Palatinate,Saarland","indirect migration background","1","","","","2"
"Min 1x per week","2001","Baden-Württemberg","no migration background","19","","","","2"
"Min 1x per week","2001","Baden-Württemberg","direct migration background","","","","","2"
"Min 1x per week","2001","Brandenburg","no migration background","6","","","","2"
"Min 1x per week","2001","Brandenburg","direct migration background","","","","","2"
"Never","2001","Brandenburg","indirect migration background","3","","","","5"
"Never","2001","Mecklenburg-Western Pomerania","no migration background","442","0.897054227380584","0.870229319535572","0.923879135225596","5"
"Never","2001","Mecklenburg-Western Pomerania","direct migration background","14","","","","5"
"Never","2001","Mecklenburg-Western Pomerania","indirect migration background","","","","","5"
"Never","2001","Saxony","indirect migration background","8","","","","5"
"Never","2001","Saxony-Anhalt","no migration background","884","0.940643365264249","0.925649243368958","0.955637487159539","5"
"Never","2001","Thuringia","no migration background","849","0.90368686755064","0.884896951445245","0.922476783656035","5"
"Never","2001","Thuringia","direct migration background","17","","","","5"
"Never","2001","Thuringia","indirect migration background","2","","","","5"
"Never","2001","Saxony","no migration background","1488","0.933187280123596","0.920937011030514","0.945437549216677","5"
"Never","2001","Saxony","direct migration background","28","","","","5"
"Never","2001","Saxony-Anhalt","direct migration background","30","0.974867815321367","0.919767354421378","1.02996827622136","5"
"Never","2001","Saxony-Anhalt","indirect migration background","6","","","","5"
"Never","2001","Schleswig-Holstein","no migration background","419","0.751733731043516","0.716453800046897","0.787013662040135","5"
"Never","2001","Schleswig-Holstein","direct migration background","53","0.868435726320769","0.784298135328235","0.952573317313304","5"
"Never","2001","Schleswig-Holstein","indirect migration background","8","","","","5"
"Never","2001","Hamburg","no migration background","209","0.899270533295631","0.860790307769701","0.93775075882156","5"
"Never","2001","Hamburg","direct migration background","24","","","","5"
"Never","2001","Hamburg","indirect migration background","10","","","","5"
"Never","2001","Lower Saxony","no migration background","1396","0.901589828456363","0.886751427268081","0.916428229644646","5"
"Never","2001","Lower Saxony","direct migration background","221","0.973905273099011","0.953257886643864","0.994552659554157","5"
"Never","2001","Lower Saxony","indirect migration background","48","0.85872029680167","0.764947707711869","0.95249288589147","5"
"Never","2001","Bremen","no migration background","117","0.938021795070252","0.895582983864808","0.980460606275695","5"
"Never","2001","Bremen","direct migration background","25","","","","5"
"Never","2001","Bremen","indirect migration background","4","","","","5"
"Never","2001","North Rhine-Westphalia","no migration background","3291","0.924666663360878","0.916018694346376","0.93331463237538","5"
"Never","2001","North Rhine-Westphalia","direct migration background","765","0.972877300836509","0.961564217430909","0.984190384242109","5"
"Never","2001","North Rhine-Westphalia","indirect migration background","214","0.924895876563739","0.890685411351635","0.959106341775843","5"
"Never","2001","Hesse","no migration background","970","0.882673546823037","0.863630220746374","0.9017168728997","5"
"Never","2001","Hesse","direct migration background","293","0.950181291244172","0.925643012783514","0.974719569704831","5"
"Never","2001","Hesse","indirect migration background","75","0.980639403308577","0.949863077752151","1.011415728865","5"
"Never","2001","Rhineland-Palatinate,Saarland","no migration background","958","0.887809383276823","0.869073551638748","0.906545214914899","5"
"Never","2001","Rhineland-Palatinate,Saarland","direct migration background","210","0.970667767690414","0.948370861182225","0.992964674198603","5"
"Never","2001","Rhineland-Palatinate,Saarland","indirect migration background","28","","","","5"
"Never","2001","Baden-Württemberg","no migration background","1542","0.890197999086449","0.875482602246985","0.904913395925914","5"
"Never","2001","Baden-Württemberg","direct migration background","639","0.979232057167347","0.968310941869336","0.990153172465358","5"
"Never","2001","Baden-Württemberg","indirect migration background","190","0.986650127962063","0.970582928133445","1.00271732779068","5"
"Never","2001","Bavaria","no migration background","2251","0.904102527343177","0.892527821804972","0.915677232881383","5"
"Never","2001","Bavaria","direct migration background","388","0.92348685361428","0.897881468634887","0.949092238593673","5"
"Never","2001","Bavaria","indirect migration background","109","0.984194324668851","0.960886663016875","1.00750198632083","5"
"Never","2001","Berlin","no migration background","628","0.899507592313821","0.87715516294715","0.921860021680492","5"
"Never","2001","Berlin","direct migration background","67","0.982404636615979","0.951155504753171","1.01365376847879","5"
"Never","2001","Berlin","indirect migration background","29","","","","5"
"Never","2001","Brandenburg","no migration background","836","0.899330402616833","0.880054311515026","0.91860649371864","5"
"Never","2001","Brandenburg","direct migration background","12","","","","5"
"Rarely","2001","North Rhine-Westphalia","direct migration background","18","","","","4"
"Rarely","2001","North Rhine-Westphalia","indirect migration background","14","","","","4"
"Rarely","2001","Baden-Württemberg","direct migration background","12","","","","4"
"Rarely","2001","Baden-Württemberg","indirect migration background","6","","","","4"
"Rarely","2001","Bavaria","no migration background","162","0.0671126721662705","0.0572767656755467","0.0769485786569943","4"
"Rarely","2001","Bavaria","direct migration background","22","","","","4"
"Rarely","2001","Brandenburg","indirect migration background","","","","","4"
"Rarely","2001","Mecklenburg-Western Pomerania","no migration background","34","0.0616913676620709","0.0404535598460608","0.082929175478081","4"
"Rarely","2001","Mecklenburg-Western Pomerania","direct migration background","1","","","","4"
"Rarely","2001","Mecklenburg-Western Pomerania","indirect migration background","","","","","4"
"Rarely","2001","Saxony","no migration background","76","0.0429107708573498","0.0329683756988382","0.0528531660158613","4"
"Rarely","2001","Saxony","direct migration background","3","","","","4"
"Rarely","2001","Saxony","indirect migration background","","","","","4"
"Rarely","2001","Saxony-Anhalt","no migration background","54","0.0463962096720046","0.0330487339624486","0.0597436853815606","4"
"Rarely","2001","Saxony-Anhalt","direct migration background","1","","","","4"
"Rarely","2001","Saxony-Anhalt","indirect migration background","","","","","4"
"Rarely","2001","Thuringia","no migration background","70","0.0688716634649553","0.0527430081911564","0.0850003187387541","4"
"Rarely","2001","Thuringia","direct migration background","","","","","4"
"Rarely","2001","Thuringia","indirect migration background","1","","","","4"
"Rarely","2001","Hesse","no migration background","79","0.0653803309495845","0.0507523026186564","0.0800083592805126","4"
"Rarely","2001","Hesse","direct migration background","7","","","","4"
"Rarely","2001","Hesse","indirect migration background","2","","","","4"
"Rarely","2001","Rhineland-Palatinate,Saarland","no migration background","95","0.0836169434882842","0.0671838051371184","0.10005008183945","4"
"Rarely","2001","Rhineland-Palatinate,Saarland","direct migration background","8","","","","4"
"Rarely","2001","Rhineland-Palatinate,Saarland","indirect migration background","2","","","","4"
"Rarely","2001","Baden-Württemberg","no migration background","141","0.0799963921058479","0.06722749139662","0.0927652928150758","4"
"Rarely","2001","Schleswig-Holstein","no migration background","118","0.192750351995657","0.160536818034489","0.224963885956824","4"
"Rarely","2001","Schleswig-Holstein","direct migration background","8","","","","4"
"Rarely","2001","Schleswig-Holstein","indirect migration background","1","","","","4"
"Rarely","2001","Hamburg","no migration background","18","","","","4"
"Rarely","2001","Bavaria","indirect migration background","1","","","","4"
"Rarely","2001","Berlin","no migration background","36","0.0556735249798396","0.0386267930613753","0.0727202568983038","4"
"Rarely","2001","Berlin","direct migration background","1","","","","4"
"Rarely","2001","Berlin","indirect migration background","","","","","4"
"Rarely","2001","Brandenburg","no migration background","62","0.0592621746722629","0.0441358554280325","0.0743884939164934","4"
"Rarely","2001","Brandenburg","direct migration background","2","","","","4"
"Rarely","2001","Lower Saxony","indirect migration background","3","","","","4"
"Rarely","2001","Bremen","no migration background","7","","","","4"
"Rarely","2001","Bremen","direct migration background","","","","","4"
"Rarely","2001","Lower Saxony","direct migration background","4","","","","4"
"Rarely","2001","Bremen","indirect migration background","1","","","","4"
"Rarely","2001","Lower Saxony","no migration background","105","0.066263699898481","0.0538725224884818","0.0786548773084801","4"
"Rarely","2001","North Rhine-Westphalia","no migration background","220","0.059613865710817","0.0518557782046725","0.0673719532169615","4"
"Rarely","2001","Hamburg","direct migration background","","","","","4"
"Rarely","2001","Hamburg","indirect migration background","","","","","4"
"Daily","2002","North Rhine-Westphalia","direct migration background","","","","","1"
"Daily","2002","North Rhine-Westphalia","indirect migration background","","","","","1"
"Daily","2002","Hesse","no migration background","","","","","1"
"Daily","2002","Hesse","direct migration background","","","","","1"
"Daily","2002","Hesse","indirect migration background","","","","","1"
"Daily","2002","Rhineland-Palatinate,Saarland","no migration background","","","","","1"
"Daily","2002","Rhineland-Palatinate,Saarland","direct migration background","","","","","1"
"Daily","2002","Rhineland-Palatinate,Saarland","indirect migration background","","","","","1"
"Daily","2002","Baden-Württemberg","no migration background","","","","","1"
"Daily","2002","Baden-Württemberg","direct migration background","","","","","1"
"Daily","2002","Baden-Württemberg","indirect migration background","","","","","1"
"Daily","2002","Bavaria","no migration background","","","","","1"
"Daily","2002","Bavaria","direct migration background","","","","","1"
"Daily","2002","Bavaria","indirect migration background","","","","","1"
"Daily","2002","Berlin","no migration background","","","","","1"
"Daily","2002","Berlin","direct migration background","","","","","1"
"Daily","2002","Berlin","indirect migration background","","","","","1"
"Daily","2002","Brandenburg","no migration background","","","","","1"
"Daily","2002","Brandenburg","direct migration background","","","","","1"
"Daily","2002","Brandenburg","indirect migration background","","","","","1"
"Daily","2002","Mecklenburg-Western Pomerania","no migration background","","","","","1"
"Daily","2002","Mecklenburg-Western Pomerania","direct migration background","","","","","1"
"Daily","2002","Mecklenburg-Western Pomerania","indirect migration background","","","","","1"
"Daily","2002","Saxony","no migration background","","","","","1"
"Daily","2002","Saxony","direct migration background","","","","","1"
"Daily","2002","Saxony","indirect migration background","","","","","1"
"Daily","2002","Saxony-Anhalt","no migration background","","","","","1"
"Daily","2002","Saxony-Anhalt","direct migration background","","","","","1"
"Daily","2002","Saxony-Anhalt","indirect migration background","","","","","1"
"Daily","2002","Thuringia","no migration background","","","","","1"
"Daily","2002","Thuringia","direct migration background","","","","","1"
"Daily","2002","Thuringia","indirect migration background","","","","","1"
"Daily","2002","Schleswig-Holstein","no migration background","","","","","1"
"Daily","2002","Schleswig-Holstein","direct migration background","","","","","1"
"Daily","2002","Schleswig-Holstein","indirect migration background","","","","","1"
"Daily","2002","Hamburg","no migration background","","","","","1"
"Daily","2002","Hamburg","direct migration background","","","","","1"
"Daily","2002","Hamburg","indirect migration background","","","","","1"
"Daily","2002","Lower Saxony","no migration background","","","","","1"
"Daily","2002","Lower Saxony","direct migration background","","","","","1"
"Daily","2002","Lower Saxony","indirect migration background","","","","","1"
"Daily","2002","Bremen","no migration background","","","","","1"
"Daily","2002","Bremen","direct migration background","","","","","1"
"Daily","2002","North Rhine-Westphalia","no migration background","","","","","1"
"Daily","2002","Bremen","indirect migration background","","","","","1"
"Min 1x per month","2002","Brandenburg","indirect migration background","","","","","3"
"Min 1x per month","2002","Mecklenburg-Western Pomerania","no migration background","","","","","3"
"Min 1x per month","2002","Mecklenburg-Western Pomerania","direct migration background","","","","","3"
"Min 1x per month","2002","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"Min 1x per month","2002","Saxony","no migration background","","","","","3"
"Min 1x per month","2002","Saxony","direct migration background","","","","","3"
"Min 1x per month","2002","Saxony","indirect migration background","","","","","3"
"Min 1x per month","2002","Schleswig-Holstein","no migration background","","","","","3"
"Min 1x per month","2002","Schleswig-Holstein","direct migration background","","","","","3"
"Min 1x per month","2002","Schleswig-Holstein","indirect migration background","","","","","3"
"Min 1x per month","2002","Hamburg","no migration background","","","","","3"
"Min 1x per month","2002","Hamburg","direct migration background","","","","","3"
"Min 1x per month","2002","Hamburg","indirect migration background","","","","","3"
"Min 1x per month","2002","North Rhine-Westphalia","direct migration background","","","","","3"
"Min 1x per month","2002","North Rhine-Westphalia","indirect migration background","","","","","3"
"Min 1x per month","2002","Hesse","no migration background","","","","","3"
"Min 1x per month","2002","Hesse","direct migration background","","","","","3"
"Min 1x per month","2002","Hesse","indirect migration background","","","","","3"
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","no migration background","","","","","3"
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","direct migration background","","","","","3"
"Min 1x per month","2002","Rhineland-Palatinate,Saarland","indirect migration background","","","","","3"
"Min 1x per month","2002","Baden-Württemberg","no migration background","","","","","3"
"Min 1x per month","2002","Baden-Württemberg","direct migration background","","","","","3"
"Min 1x per month","2002","Baden-Württemberg","indirect migration background","","","","","3"
"Min 1x per month","2002","Bavaria","no migration background","","","","","3"
"Min 1x per month","2002","Bavaria","direct migration background","","","","","3"
"Min 1x per month","2002","Bavaria","indirect migration background","","","","","3"
"Min 1x per month","2002","Berlin","no migration background","","","","","3"
"Min 1x per month","2002","Berlin","direct migration background","","","","","3"
"Min 1x per month","2002","Berlin","indirect migration background","","","","","3"
"Min 1x per month","2002","Brandenburg","no migration background","","","","","3"
