"pli0097_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","1998","Couple + C. LE 16 ","vocational + Abi","142","0.840025074397094","0.78322352490532","0.896826623888867","5"
"Never","1998","Couple + C. LE 16 ","higher vocational","215","0.85616504184574","0.813591595441852","0.898738488249629","5"
"Never","1998","Couple + C. LE 16 ","higher education","396","0.786504492062629","0.750295993697977","0.822712990427281","5"
"Never","1998","Couple + C. GT 16 ","in school","121","0.883400394015518","0.828230296625447","0.938570491405589","5"
"Never","1998","Couple + C. GT 16 ","inadequately","115","0.937349018995433","0.895035667964788","0.979662370026077","5"
"Never","1998","Couple + C. GT 16 ","general elemantary","472","0.900698374413808","0.875116267607597","0.926280481220019","5"
"Never","1998","Couple + C. GT 16 ","middle vocational","1037","0.861327968109142","0.841691954493677","0.880963981724606","5"
"Never","1998","Couple + C. GT 16 ","vocational + Abi","62","0.928921561397701","0.868292337788063","0.989550785007339","5"
"Never","1998","Couple + C. GT 16 ","higher vocational","94","0.820074634391019","0.748934944759646","0.891214324022393","5"
"Never","1998","Couple + C. GT 16 ","higher education","233","0.769708229826653","0.72206625692462","0.817350202728687","5"
"Never","1998","Couple + C. LE and GT 16","in school","131","0.867555766663098","0.812759035620167","0.92235249770603","5"
"Never","1998","Couple + C. LE and GT 16","inadequately","66","0.939897211035902","0.884612326143906","0.995182095927898","5"
"Never","1998","Couple + C. LE and GT 16","general elemantary","241","0.885600310117137","0.847349681548751","0.923850938685522","5"
"Never","1998","Couple + C. LE and GT 16","middle vocational","411","0.842876006739723","0.810252004184869","0.875500009294576","5"
"Never","1998","Couple + C. LE and GT 16","vocational + Abi","31","0.781175306262585","0.647955239546032","0.914395372979138","5"
"Never","1998","Couple + C. LE and GT 16","higher vocational","44","0.785061591018319","0.679345042852406","0.890778139184232","5"
"Never","1998","Couple + C. LE and GT 16","higher education","109","0.738410046515381","0.667840994146694","0.808979098884068","5"
"Never","1998","(Married) couple without C. ","higher vocational","223","0.852953771972575","0.81007057678983","0.895836967155319","5"
"Rarely","1998","1-pers.-HH","in school","1","","","","4"
"Rarely","1998","1-pers.-HH","inadequately","3","","","","4"
"Rarely","1998","1-pers.-HH","general elemantary","20","","","","4"
"Rarely","1998","1-pers.-HH","middle vocational","54","0.0735166883631978","0.0558676837652359","0.0911656929611596","4"
"Rarely","1998","1-pers.-HH","vocational + Abi","9","","","","4"
"Rarely","1998","1-pers.-HH","higher vocational","9","","","","4"
"Rarely","1998","1-pers.-HH","higher education","42","0.190867869333958","0.140515918820473","0.241219819847444","4"
"Rarely","1998","(Married) couple without C. ","in school","","","","","4"
"Rarely","1998","(Married) couple without C. ","inadequately","2","","","","4"
"Rarely","1998","(Married) couple without C. ","general elemantary","35","0.0722382758227679","0.0526210792632899","0.091855472382246","4"
"Rarely","1998","(Married) couple without C. ","middle vocational","197","0.112628180233526","0.0993513163370712","0.12590504412998","4"
"Rarely","1998","(Married) couple without C. ","vocational + Abi","8","","","","4"
"Rarely","1998","(Married) couple without C. ","higher vocational","29","","","","4"
"Rarely","1998","(Married) couple without C. ","higher education","91","0.149820170167121","0.121973456254627","0.177666884079616","4"
"Rarely","1998","Single parent ","in school","","","","","4"
"Rarely","1998","Single parent ","inadequately","","","","","4"
"Rarely","1998","Single parent ","general elemantary","11","","","","4"
"Rarely","1998","Single parent ","middle vocational","27","","","","4"
"Rarely","1998","Single parent ","vocational + Abi","3","","","","4"
"Rarely","1998","Single parent ","higher vocational","","","","","4"
"Rarely","1998","Single parent ","higher education","8","","","","4"
"Rarely","1998","Couple + C. LE 16 ","in school","1","","","","4"
"Rarely","1998","Couple + C. LE 16 ","inadequately","2","","","","4"
"Rarely","1998","Couple + C. LE 16 ","general elemantary","19","","","","4"
"Rarely","1998","Couple + C. LE 16 ","middle vocational","146","0.0995521921282408","0.0850573563070241","0.114047027949457","4"
"Rarely","1998","Couple + C. LE 16 ","vocational + Abi","18","","","","4"
"Rarely","1998","Couple + C. LE 16 ","higher vocational","40","0.128117667869869","0.087570428750521","0.168664906989216","4"
"Rarely","1998","Couple + C. LE 16 ","higher education","74","0.17361897605394","0.140149084675818","0.207088867432061","4"
"Rarely","1998","Couple + C. GT 16 ","in school","6","","","","4"
"Rarely","1998","Couple + C. GT 16 ","inadequately","10","","","","4"
"Rarely","1998","Couple + C. GT 16 ","general elemantary","46","0.0870122554294855","0.0629025931878244","0.111121917671147","4"
"Rarely","1998","Couple + C. GT 16 ","middle vocational","112","0.0968913081384522","0.0800844307766101","0.113698185500294","4"
"Rarely","1998","Couple + C. GT 16 ","vocational + Abi","5","","","","4"
"Rarely","1998","Couple + C. GT 16 ","higher vocational","14","","","","4"
"Rarely","1998","Couple + C. GT 16 ","higher education","50","0.170876272940379","0.128283293872851","0.213469252007907","4"
"Rarely","1998","Couple + C. LE and GT 16","in school","13","","","","4"
"Rarely","1998","Couple + C. LE and GT 16","inadequately","3","","","","4"
"Rarely","1998","Couple + C. LE and GT 16","general elemantary","22","","","","4"
"Rarely","1998","Couple + C. LE and GT 16","middle vocational","58","0.13356572445554","0.103069261846994","0.164062187064086","4"
"Rarely","1998","Couple + C. LE and GT 16","vocational + Abi","4","","","","4"
"Rarely","1998","Couple + C. LE and GT 16","higher vocational","12","","","","4"
"Rarely","1998","Couple + C. LE and GT 16","higher education","24","","","","4"
"Daily","1999","1-pers.-HH","in school","","","","","1"
"Daily","1999","1-pers.-HH","inadequately","","","","","1"
"Daily","1999","1-pers.-HH","general elemantary","","","","","1"
"Daily","1999","1-pers.-HH","middle vocational","","","","","1"
"Daily","1999","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","1999","1-pers.-HH","higher vocational","","","","","1"
"Daily","1999","1-pers.-HH","higher education","","","","","1"
"Daily","1999","(Married) couple without C. ","in school","","","","","1"
"Daily","1999","(Married) couple without C. ","inadequately","","","","","1"
"Daily","1999","(Married) couple without C. ","general elemantary","","","","","1"
"Daily","1999","(Married) couple without C. ","middle vocational","","","","","1"
"Daily","1999","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","1999","(Married) couple without C. ","higher vocational","","","","","1"
"Daily","1999","(Married) couple without C. ","higher education","","","","","1"
"Daily","1999","Single parent ","in school","","","","","1"
"Daily","1999","Single parent ","inadequately","","","","","1"
"Daily","1999","Single parent ","general elemantary","","","","","1"
"Daily","1999","Single parent ","middle vocational","","","","","1"
"Daily","1999","Single parent ","vocational + Abi","","","","","1"
"Daily","1999","Single parent ","higher vocational","","","","","1"
"Daily","1999","Single parent ","higher education","","","","","1"
"Daily","1999","Couple + C. LE 16 ","in school","","","","","1"
"Daily","1999","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","1999","Couple + C. LE 16 ","general elemantary","","","","","1"
"Daily","1999","Couple + C. LE 16 ","middle vocational","","","","","1"
"Daily","1999","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","1999","Couple + C. LE 16 ","higher vocational","","","","","1"
"Daily","1999","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","1999","Couple + C. GT 16 ","in school","","","","","1"
"Daily","1999","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","1999","Couple + C. GT 16 ","general elemantary","","","","","1"
"Daily","1999","Couple + C. GT 16 ","middle vocational","","","","","1"
"Daily","1999","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","1999","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","1999","Couple + C. GT 16 ","higher education","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","1999","Couple + C. LE and GT 16","higher education","","","","","1"
"Min 1x per month","1999","1-pers.-HH","in school","","","","","3"
"Min 1x per month","1999","1-pers.-HH","inadequately","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","vocational + Abi","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","higher vocational","10","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","higher education","29","","","","3"
"Min 1x per month","1999","Single parent ","general elemantary","1","","","","3"
"Min 1x per month","1999","Single parent ","middle vocational","3","","","","3"
"Min 1x per month","1999","Single parent ","vocational + Abi","","","","","3"
"Min 1x per month","1999","Single parent ","higher vocational","1","","","","3"
"Min 1x per month","1999","Single parent ","higher education","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","inadequately","","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","general elemantary","3","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","middle vocational","14","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","vocational + Abi","1","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","higher vocational","4","","","","3"
"Min 1x per month","1999","Couple + C. LE 16 ","higher education","12","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","in school","3","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","inadequately","1","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","general elemantary","3","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","middle vocational","30","0.0300588081002154","0.0202957081060228","0.039821908094408","3"
"Min 1x per month","1999","Couple + C. GT 16 ","vocational + Abi","3","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","higher vocational","2","","","","3"
"Min 1x per month","1999","Couple + C. GT 16 ","higher education","16","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","in school","3","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","inadequately","","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","general elemantary","2","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","middle vocational","7","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","vocational + Abi","1","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","higher vocational","2","","","","3"
"Min 1x per month","1999","Couple + C. LE and GT 16","higher education","7","","","","3"
"Min 1x per month","1999","1-pers.-HH","middle vocational","10","","","","3"
"Min 1x per month","1999","1-pers.-HH","vocational + Abi","1","","","","3"
"Min 1x per month","1999","1-pers.-HH","higher vocational","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","general elemantary","3","","","","3"
"Min 1x per month","1999","1-pers.-HH","higher education","7","","","","3"
"Min 1x per month","1999","1-pers.-HH","general elemantary","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","middle vocational","36","0.0172530274929197","0.0118486064789679","0.0226574485068716","3"
"Min 1x per month","1999","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","1999","(Married) couple without C. ","inadequately","","","","","3"
"Min 1x per month","1999","Single parent ","in school","","","","","3"
"Min 1x per month","1999","Single parent ","inadequately","","","","","3"
"Min 1x per week","1999","1-pers.-HH","in school","","","","","2"
"Min 1x per week","1999","1-pers.-HH","inadequately","","","","","2"
"Min 1x per week","1999","1-pers.-HH","general elemantary","1","","","","2"
"Min 1x per week","1999","1-pers.-HH","middle vocational","10","","","","2"
"Min 1x per week","1999","1-pers.-HH","vocational + Abi","1","","","","2"
"Min 1x per week","1999","1-pers.-HH","higher vocational","1","","","","2"
"Min 1x per week","1999","1-pers.-HH","higher education","5","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","inadequately","","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","general elemantary","1","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","middle vocational","20","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","vocational + Abi","2","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","higher vocational","4","","","","2"
"Min 1x per week","1999","(Married) couple without C. ","higher education","10","","","","2"
"Min 1x per week","1999","Single parent ","in school","","","","","2"
"Min 1x per week","1999","Single parent ","inadequately","1","","","","2"
"Min 1x per week","1999","Single parent ","general elemantary","1","","","","2"
"Min 1x per week","1999","Single parent ","middle vocational","3","","","","2"
"Min 1x per week","1999","Single parent ","vocational + Abi","","","","","2"
"Min 1x per week","1999","Single parent ","higher vocational","","","","","2"
"Min 1x per week","1999","Single parent ","higher education","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","in school","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","inadequately","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","general elemantary","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","middle vocational","4","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","vocational + Abi","","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","higher vocational","4","","","","2"
"Min 1x per week","1999","Couple + C. LE 16 ","higher education","7","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","in school","1","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","inadequately","","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","general elemantary","","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","middle vocational","14","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","vocational + Abi","1","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","higher vocational","1","","","","2"
"Min 1x per week","1999","Couple + C. GT 16 ","higher education","11","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","in school","3","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","inadequately","","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","general elemantary","2","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","middle vocational","2","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","vocational + Abi","","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","higher vocational","1","","","","2"
"Min 1x per week","1999","Couple + C. LE and GT 16","higher education","3","","","","2"
"Never","1999","1-pers.-HH","in school","1","","","","5"
"Never","1999","1-pers.-HH","inadequately","26","","","","5"
"Never","1999","1-pers.-HH","general elemantary","376","0.960875291480708","0.94168135169832","0.980069231263097","5"
"Never","1999","1-pers.-HH","middle vocational","800","0.933903158161956","0.917259358285998","0.950546958037915","5"
"Never","1999","1-pers.-HH","vocational + Abi","60","0.832196530758904","0.744655332040911","0.919737729476898","5"
"Never","1999","1-pers.-HH","higher vocational","78","0.940269081831205","0.88897504987375","0.991563113788661","5"
"Never","1999","1-pers.-HH","higher education","195","0.817920682546457","0.768580578230389","0.867260786862525","5"
"Never","1999","(Married) couple without C. ","in school","2","","","","5"
"Never","1999","(Married) couple without C. ","inadequately","91","0.96802478393939","0.932268152431354","1.00378141544743","5"
"Never","1999","(Married) couple without C. ","general elemantary","624","0.935555508867402","0.916779940797113","0.954331076937692","5"
"Never","1999","(Married) couple without C. ","middle vocational","2026","0.902429222177098","0.890113436627053","0.914745007727144","5"
"Never","1999","(Married) couple without C. ","vocational + Abi","138","0.934367022316845","0.894868629700658","0.973865414933032","5"
"Never","1999","(Married) couple without C. ","higher vocational","235","0.872366695433185","0.832565349885277","0.912168040981092","5"
"Never","1999","(Married) couple without C. ","higher education","550","0.831528152466932","0.802842722439732","0.860213582494132","5"
"Never","1999","Single parent ","in school","36","1","1","1","5"
"Never","1999","Single parent ","inadequately","23","","","","5"
"Never","1999","Single parent ","general elemantary","171","0.950701643027658","0.918986993212947","0.982416292842369","5"
"Never","1999","Single parent ","middle vocational","319","0.914627160948915","0.885476886539382","0.943777435358448","5"
"Never","1999","Single parent ","vocational + Abi","9","","","","5"
"Never","1999","Single parent ","higher vocational","16","","","","5"
"Never","1999","Single parent ","higher education","63","0.905185164773803","0.836556439520813","0.973813890026793","5"
"Never","1999","Couple + C. LE 16 ","in school","3","","","","5"
"Never","1999","Couple + C. LE 16 ","inadequately","57","0.988401998433255","0.961082012326725","1.01572198453979","5"
"Never","1999","Couple + C. LE 16 ","general elemantary","347","0.963389926685733","0.943908743382857","0.982871109988609","5"
"Never","1999","Couple + C. LE 16 ","middle vocational","1478","0.912580320527832","0.898787900474778","0.926372740580887","5"
"Never","1999","Couple + C. LE 16 ","vocational + Abi","152","0.917608082007462","0.875526012587812","0.959690151427112","5"
"Never","1999","Couple + C. LE 16 ","higher vocational","210","0.886856402283621","0.847272174016096","0.926440630551147","5"
"Never","1999","Couple + C. LE 16 ","higher education","415","0.849192748923392","0.817699207228389","0.880686290618395","5"
"Never","1999","Couple + C. GT 16 ","in school","131","0.938125687831634","0.898498831086964","0.977752544576303","5"
"Never","1999","Couple + C. GT 16 ","inadequately","124","0.964273349599693","0.932119028950903","0.996427670248482","5"
"Never","1999","Couple + C. GT 16 ","general elemantary","455","0.910965293039712","0.885749035385514","0.93618155069391","5"
"Never","1999","Couple + C. GT 16 ","middle vocational","1041","0.883082395755871","0.864709833607003","0.90145495790474","5"
"Never","1999","Couple + C. GT 16 ","vocational + Abi","56","0.884892399158163","0.806701656615861","0.963083141700465","5"
"Never","1999","Couple + C. GT 16 ","higher vocational","101","0.890805042162596","0.834049049725147","0.947561034600045","5"
"Never","1999","Couple + C. GT 16 ","higher education","242","0.803051903102831","0.758492939615767","0.847610866589894","5"
"Never","1999","Couple + C. LE and GT 16","in school","114","0.876600459134413","0.819399429097176","0.93380148917165","5"
"Never","1999","Couple + C. LE and GT 16","inadequately","51","0.993979165018809","0.972952837647986","1.01500549238963","5"
"Never","1999","Couple + C. LE and GT 16","general elemantary","233","0.933649848910699","0.902797299224321","0.964502398597078","5"
"Never","1999","Couple + C. LE and GT 16","middle vocational","415","0.856373311705514","0.824700488762661","0.888046134648367","5"
"Never","1999","Couple + C. LE and GT 16","vocational + Abi","28","","","","5"
"Never","1999","Couple + C. LE and GT 16","higher vocational","44","0.720181275616149","0.606593455525268","0.83376909570703","5"
"Never","1999","Couple + C. LE and GT 16","higher education","97","0.70194763865224","0.624211867230635","0.779683410073844","5"
"Rarely","1999","1-pers.-HH","in school","","","","","4"
"Rarely","1999","1-pers.-HH","inadequately","","","","","4"
"Rarely","1999","1-pers.-HH","general elemantary","15","","","","4"
"Rarely","1999","1-pers.-HH","middle vocational","36","0.0471984329389953","0.032992288372958","0.0614045775050326","4"
"Rarely","1999","1-pers.-HH","vocational + Abi","8","","","","4"
"Rarely","1999","1-pers.-HH","higher vocational","3","","","","4"
"Rarely","1999","1-pers.-HH","higher education","28","","","","4"
"Rarely","1999","(Married) couple without C. ","in school","","","","","4"
"Rarely","1999","(Married) couple without C. ","inadequately","2","","","","4"
"Rarely","1999","(Married) couple without C. ","general elemantary","29","","","","4"
"Rarely","1999","(Married) couple without C. ","middle vocational","148","0.0720483615182516","0.0613166155142739","0.0827801075222293","4"
"Rarely","1999","(Married) couple without C. ","vocational + Abi","11","","","","4"
"Rarely","1999","(Married) couple without C. ","higher vocational","21","","","","4"
"Rarely","1999","(Married) couple without C. ","higher education","65","0.110193779631399","0.0861952034903076","0.13419235577249","4"
"Rarely","1999","Single parent ","in school","","","","","4"
"Rarely","1999","Single parent ","inadequately","1","","","","4"
"Rarely","1999","Single parent ","general elemantary","6","","","","4"
"Rarely","1999","Single parent ","middle vocational","28","","","","4"
"Rarely","1999","Single parent ","vocational + Abi","3","","","","4"
"Rarely","1999","Single parent ","higher vocational","1","","","","4"
"Rarely","1999","Single parent ","higher education","7","","","","4"
"Rarely","1999","Couple + C. LE 16 ","in school","","","","","4"
"Rarely","1999","Couple + C. LE 16 ","inadequately","2","","","","4"
"Rarely","1999","Couple + C. LE 16 ","general elemantary","7","","","","4"
"Rarely","1999","Couple + C. LE 16 ","middle vocational","115","0.0741006547363386","0.0613099865708906","0.0868913229017865","4"
"Rarely","1999","Couple + C. LE 16 ","vocational + Abi","11","","","","4"
"Rarely","1999","Couple + C. LE 16 ","higher vocational","28","","","","4"
"Rarely","1999","Couple + C. LE 16 ","higher education","62","0.119270074773802","0.0907471290828733","0.147793020464731","4"
"Rarely","1999","Couple + C. GT 16 ","in school","7","","","","4"
"Rarely","1999","Couple + C. GT 16 ","inadequately","3","","","","4"
"Rarely","1999","Couple + C. GT 16 ","general elemantary","32","0.0846652966298172","0.060016669661909","0.109313923597725","4"
"Rarely","1999","Couple + C. GT 16 ","middle vocational","90","0.0740487537535713","0.0590766752760614","0.0890208322310811","4"
"Rarely","1999","Couple + C. GT 16 ","vocational + Abi","4","","","","4"
"Rarely","1999","Couple + C. GT 16 ","higher vocational","12","","","","4"
"Rarely","1999","Couple + C. GT 16 ","higher education","37","0.115819264874329","0.0799643823542174","0.15167414739444","4"
"Rarely","1999","Couple + C. LE and GT 16","in school","7","","","","4"
"Rarely","1999","Couple + C. LE and GT 16","inadequately","1","","","","4"
"Rarely","1999","Couple + C. LE and GT 16","general elemantary","13","","","","4"
"Rarely","1999","Couple + C. LE and GT 16","middle vocational","47","0.124100009659436","0.0943250757692981","0.153874943549574","4"
"Rarely","1999","Couple + C. LE and GT 16","vocational + Abi","4","","","","4"
"Rarely","1999","Couple + C. LE and GT 16","higher vocational","13","","","","4"
"Rarely","1999","Couple + C. LE and GT 16","higher education","26","","","","4"
"Daily","2000","1-pers.-HH","in school","","","","","1"
"Daily","2000","1-pers.-HH","inadequately","","","","","1"
"Daily","2000","1-pers.-HH","general elemantary","","","","","1"
"Daily","2000","1-pers.-HH","middle vocational","","","","","1"
"Daily","2000","1-pers.-HH","vocational + Abi","","","","","1"
"Daily","2000","1-pers.-HH","higher vocational","","","","","1"
"Daily","2000","1-pers.-HH","higher education","","","","","1"
"Daily","2000","(Married) couple without C. ","in school","","","","","1"
"Daily","2000","(Married) couple without C. ","inadequately","","","","","1"
"Daily","2000","(Married) couple without C. ","general elemantary","","","","","1"
"Daily","2000","(Married) couple without C. ","middle vocational","","","","","1"
"Daily","2000","(Married) couple without C. ","vocational + Abi","","","","","1"
"Daily","2000","(Married) couple without C. ","higher vocational","","","","","1"
"Daily","2000","(Married) couple without C. ","higher education","","","","","1"
"Daily","2000","Single parent ","in school","","","","","1"
"Daily","2000","Single parent ","inadequately","","","","","1"
"Daily","2000","Single parent ","general elemantary","","","","","1"
"Daily","2000","Single parent ","middle vocational","","","","","1"
"Daily","2000","Single parent ","vocational + Abi","","","","","1"
"Daily","2000","Single parent ","higher vocational","","","","","1"
"Daily","2000","Single parent ","higher education","","","","","1"
"Daily","2000","Couple + C. LE 16 ","in school","","","","","1"
"Daily","2000","Couple + C. LE 16 ","inadequately","","","","","1"
"Daily","2000","Couple + C. LE 16 ","general elemantary","","","","","1"
"Daily","2000","Couple + C. LE 16 ","middle vocational","","","","","1"
"Daily","2000","Couple + C. LE 16 ","vocational + Abi","","","","","1"
"Daily","2000","Couple + C. LE 16 ","higher vocational","","","","","1"
"Daily","2000","Couple + C. LE 16 ","higher education","","","","","1"
"Daily","2000","Couple + C. GT 16 ","in school","","","","","1"
"Daily","2000","Couple + C. GT 16 ","inadequately","","","","","1"
"Daily","2000","Couple + C. GT 16 ","general elemantary","","","","","1"
"Daily","2000","Couple + C. GT 16 ","middle vocational","","","","","1"
"Daily","2000","Couple + C. GT 16 ","vocational + Abi","","","","","1"
"Daily","2000","Couple + C. GT 16 ","higher vocational","","","","","1"
"Daily","2000","Couple + C. GT 16 ","higher education","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","in school","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","inadequately","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","general elemantary","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","middle vocational","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","vocational + Abi","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","higher vocational","","","","","1"
"Daily","2000","Couple + C. LE and GT 16","higher education","","","","","1"
"Min 1x per month","2000","1-pers.-HH","in school","","","","","3"
"Min 1x per month","2000","1-pers.-HH","inadequately","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","vocational + Abi","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","higher vocational","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","higher education","","","","","3"
"Min 1x per month","2000","Single parent ","general elemantary","","","","","3"
"Min 1x per month","2000","Single parent ","middle vocational","","","","","3"
"Min 1x per month","2000","Single parent ","vocational + Abi","","","","","3"
"Min 1x per month","2000","Single parent ","higher vocational","","","","","3"
"Min 1x per month","2000","Single parent ","higher education","","","","","3"
"Min 1x per month","2000","Couple + C. LE 16 ","in school","","","","","3"
"Min 1x per month","2000","Couple + C. LE 16 ","inadequately","","","","","3"
"Min 1x per month","2000","Couple + C. LE 16 ","general elemantary","","","","","3"
"Min 1x per month","2000","Couple + C. LE 16 ","middle vocational","","","","","3"
"Min 1x per month","2000","Couple + C. LE 16 ","vocational + Abi","","","","","3"
"Min 1x per month","2000","Couple + C. LE 16 ","higher vocational","","","","","3"
"Min 1x per month","2000","Couple + C. LE 16 ","higher education","","","","","3"
"Min 1x per month","2000","Couple + C. GT 16 ","in school","","","","","3"
"Min 1x per month","2000","Couple + C. GT 16 ","inadequately","","","","","3"
"Min 1x per month","2000","Couple + C. GT 16 ","general elemantary","","","","","3"
"Min 1x per month","2000","Couple + C. GT 16 ","middle vocational","","","","","3"
"Min 1x per month","2000","Couple + C. GT 16 ","vocational + Abi","","","","","3"
"Min 1x per month","2000","Couple + C. GT 16 ","higher vocational","","","","","3"
"Min 1x per month","2000","Couple + C. GT 16 ","higher education","","","","","3"
"Min 1x per month","2000","Couple + C. LE and GT 16","in school","","","","","3"
"Min 1x per month","2000","Couple + C. LE and GT 16","inadequately","","","","","3"
"Min 1x per month","2000","Couple + C. LE and GT 16","general elemantary","","","","","3"
"Min 1x per month","2000","Couple + C. LE and GT 16","middle vocational","","","","","3"
"Min 1x per month","2000","Couple + C. LE and GT 16","vocational + Abi","","","","","3"
"Min 1x per month","2000","1-pers.-HH","general elemantary","","","","","3"
"Min 1x per month","2000","1-pers.-HH","middle vocational","","","","","3"
"Min 1x per month","2000","1-pers.-HH","higher education","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","general elemantary","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","middle vocational","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","in school","","","","","3"
"Min 1x per month","2000","Single parent ","inadequately","","","","","3"
"Min 1x per month","2000","(Married) couple without C. ","inadequately","","","","","3"
"Min 1x per month","2000","Couple + C. LE and GT 16","higher education","","","","","3"
"Min 1x per month","2000","1-pers.-HH","vocational + Abi","","","","","3"
"Min 1x per month","2000","1-pers.-HH","higher vocational","","","","","3"
"Min 1x per month","2000","Couple + C. LE and GT 16","higher vocational","","","","","3"
"Min 1x per month","2000","Single parent ","in school","","","","","3"
"Min 1x per week","2000","1-pers.-HH","in school","","","","","2"
"Min 1x per week","2000","1-pers.-HH","inadequately","","","","","2"
"Min 1x per week","2000","1-pers.-HH","general elemantary","","","","","2"
"Min 1x per week","2000","1-pers.-HH","middle vocational","","","","","2"
"Min 1x per week","2000","1-pers.-HH","vocational + Abi","","","","","2"
"Min 1x per week","2000","1-pers.-HH","higher vocational","","","","","2"
"Min 1x per week","2000","1-pers.-HH","higher education","","","","","2"
"Min 1x per week","2000","(Married) couple without C. ","in school","","","","","2"
"Min 1x per week","2000","(Married) couple without C. ","inadequately","","","","","2"
"Min 1x per week","2000","(Married) couple without C. ","general elemantary","","","","","2"
"Min 1x per week","2000","(Married) couple without C. ","middle vocational","","","","","2"
"Min 1x per week","2000","(Married) couple without C. ","vocational + Abi","","","","","2"
"Min 1x per week","2000","(Married) couple without C. ","higher vocational","","","","","2"
