"pli0097_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","1998","middle vocational","Female","266","0.0820908715115797","0.0730058180833142","0.0911759249398451"
"Rarely","1998","vocational + Abi","Male","24","","",""
"Rarely","1998","vocational + Abi","Female","23","","",""
"Rarely","1998","higher vocational","Male","63","0.114241861688789","0.0862470555555381","0.142236667822041"
"Rarely","1998","higher vocational","Female","44","0.132248366136212","0.0954185722666504","0.169078160005774"
"Rarely","1998","higher education","Male","172","0.171130834778366","0.148679489426909","0.193582180129823"
"Rarely","1998","higher education","Female","131","0.15236427971414","0.1287540999254","0.175974459502879"
"Never","1998","in school","Male","148","0.901427034196137","0.85552469849254","0.947329369899734"
"Never","1998","in school","Female","157","0.887219306267828","0.839807892205509","0.934630720330146"
"Never","1998","inadequately","Male","168","0.937192331220642","0.902136531448499","0.972248130992785"
"Never","1998","inadequately","Female","252","0.966945218612276","0.945297330973611","0.98859310625094"
"Never","1998","general elemantary","Male","833","0.887565561669224","0.867174843161414","0.907956280177034"
"Never","1998","general elemantary","Female","1517","0.934588101557421","0.922540590513385","0.946635612601457"
"Never","1998","middle vocational","Male","3063","0.856636350274432","0.84504291059566","0.868229789953203"
"Never","1998","middle vocational","Female","3191","0.904177601473785","0.894435770299252","0.913919432648319"
"Never","1998","vocational + Abi","Male","210","0.838292319401794","0.791904551495715","0.884680087307873"
"Never","1998","vocational + Abi","Female","241","0.861762287861337","0.820439681599678","0.903084894122996"
"Never","1998","higher vocational","Male","410","0.848035196474597","0.816442572534798","0.879627820414397"
"Never","1998","higher vocational","Female","276","0.851517635728991","0.812859520955019","0.890175750502962"
"Never","1998","higher education","Male","823","0.754588390504189","0.72893540855855","0.780241372449829"
"Never","1998","higher education","Female","718","0.809245697680367","0.783433174545402","0.835058220815333"
"Daily","1999","in school","Male","","","",""
"Daily","1999","in school","Female","","","",""
"Daily","1999","inadequately","Male","","","",""
"Daily","1999","inadequately","Female","","","",""
"Daily","1999","general elemantary","Male","","","",""
"Daily","1999","general elemantary","Female","","","",""
"Daily","1999","middle vocational","Male","","","",""
"Daily","1999","middle vocational","Female","","","",""
"Daily","1999","vocational + Abi","Male","","","",""
"Daily","1999","vocational + Abi","Female","","","",""
"Daily","1999","higher vocational","Male","","","",""
"Daily","1999","higher vocational","Female","","","",""
"Daily","1999","higher education","Male","","","",""
"Daily","1999","higher education","Female","","","",""
"Min 1x per week","1999","in school","Male","3","","",""
"Min 1x per week","1999","in school","Female","1","","",""
"Min 1x per week","1999","inadequately","Male","1","","",""
"Min 1x per week","1999","inadequately","Female","","","",""
"Min 1x per week","1999","general elemantary","Male","5","","",""
"Min 1x per week","1999","general elemantary","Female","1","","",""
"Min 1x per week","1999","middle vocational","Male","41","0.0124202175050501","0.00873099155156506","0.016109443458535"
"Min 1x per week","1999","middle vocational","Female","14","","",""
"Min 1x per week","1999","vocational + Abi","Male","4","","",""
"Min 1x per week","1999","vocational + Abi","Female","","","",""
"Min 1x per week","1999","higher vocational","Male","9","","",""
"Min 1x per week","1999","higher vocational","Female","3","","",""
"Min 1x per week","1999","higher education","Male","33","0.0261135596659111","0.0166070204973074","0.0356200988345148"
"Min 1x per week","1999","higher education","Female","6","","",""
"Min 1x per month","1999","in school","Male","3","","",""
"Min 1x per month","1999","in school","Female","3","","",""
"Min 1x per month","1999","inadequately","Male","1","","",""
"Min 1x per month","1999","inadequately","Female","","","",""
"Min 1x per month","1999","general elemantary","Male","5","","",""
"Min 1x per month","1999","general elemantary","Female","8","","",""
"Min 1x per month","1999","middle vocational","Male","64","0.0175253344614887","0.0131543587129567","0.0218963102100207"
"Min 1x per month","1999","middle vocational","Female","40","0.013547825482555","0.00969083625917516","0.0174048147059349"
"Min 1x per month","1999","vocational + Abi","Male","3","","",""
"Min 1x per month","1999","vocational + Abi","Female","3","","",""
"Min 1x per month","1999","higher vocational","Male","12","","",""
"Min 1x per month","1999","higher vocational","Female","7","","",""
"Min 1x per month","1999","higher education","Male","47","0.0379898688250797","0.0265936976498469","0.0493860400003125"
"Min 1x per month","1999","higher education","Female","27","","",""
"Rarely","1999","in school","Male","10","","",""
"Rarely","1999","in school","Female","4","","",""
"Rarely","1999","inadequately","Male","4","","",""
"Rarely","1999","inadequately","Female","5","","",""
"Rarely","1999","general elemantary","Male","44","0.0727512724763008","0.0555714270099713","0.0899311179426304"
"Rarely","1999","general elemantary","Female","67","0.0431405497077193","0.033058410155865","0.0532226892595736"
"Rarely","1999","middle vocational","Male","281","0.0855194200525624","0.0762039628192057","0.094834877285919"
"Rarely","1999","middle vocational","Female","200","0.0534904849184063","0.0459833128372213","0.0609976569995914"
"Rarely","1999","vocational + Abi","Male","19","","",""
"Rarely","1999","vocational + Abi","Female","22","","",""
"Rarely","1999","higher vocational","Male","55","0.0931208586120585","0.067204575354244","0.119037141869873"
"Rarely","1999","higher vocational","Female","25","","",""
"Rarely","1999","higher education","Male","130","0.134702503202103","0.114350563797671","0.155054442606535"
"Rarely","1999","higher education","Female","102","0.105579948370678","0.0852070011158412","0.125952895625515"
"Never","1999","in school","Male","141","0.889369347194973","0.840303750935515","0.938434943454432"
"Never","1999","in school","Female","153","0.967331729268488","0.939872651780241","0.994790806756735"
"Never","1999","inadequately","Male","169","0.957805462484315","0.928020583700826","0.987590341267804"
"Never","1999","inadequately","Female","246","0.987729390388993","0.97410982377387","1.00134895700411"
"Never","1999","general elemantary","Male","824","0.913813193780915","0.895250117943173","0.932376269618657"
"Never","1999","general elemantary","Female","1484","0.95280562705706","0.942282784838129","0.963328469275991"
"Never","1999","middle vocational","Male","3076","0.884535027980899","0.873889500031781","0.895180555930017"
"Never","1999","middle vocational","Female","3197","0.929249426931691","0.920694688339561","0.937804165523822"
"Never","1999","vocational + Abi","Male","212","0.886635183285252","0.846356873476812","0.926913493093693"
"Never","1999","vocational + Abi","Female","243","0.89478282144311","0.858047585062077","0.931518057824143"
"Never","1999","higher vocational","Male","407","0.871286419802454","0.841421099051892","0.901151740553015"
"Never","1999","higher vocational","Female","295","0.903327679145568","0.871444262645758","0.935211095645378"
"Never","1999","higher education","Male","871","0.801194068306906","0.777402735304802","0.824985401309011"
"Never","1999","higher education","Female","739","0.862211963288277","0.839360966305497","0.885062960271057"
"Daily","2000","in school","Male","","","",""
"Daily","2000","in school","Female","","","",""
"Daily","2000","inadequately","Male","","","",""
"Daily","2000","inadequately","Female","","","",""
"Daily","2000","general elemantary","Male","","","",""
"Daily","2000","general elemantary","Female","","","",""
"Daily","2000","middle vocational","Male","","","",""
"Daily","2000","middle vocational","Female","","","",""
"Daily","2000","vocational + Abi","Male","","","",""
"Daily","2000","vocational + Abi","Female","","","",""
"Daily","2000","higher vocational","Male","","","",""
"Daily","2000","higher vocational","Female","","","",""
"Daily","2000","higher education","Male","","","",""
"Daily","2000","higher education","Female","","","",""
"Min 1x per week","2000","in school","Male","","","",""
"Min 1x per week","2000","in school","Female","","","",""
"Min 1x per week","2000","inadequately","Male","","","",""
"Min 1x per week","2000","inadequately","Female","","","",""
"Min 1x per week","2000","general elemantary","Male","","","",""
"Min 1x per week","2000","general elemantary","Female","","","",""
"Min 1x per week","2000","middle vocational","Male","","","",""
"Min 1x per week","2000","middle vocational","Female","","","",""
"Min 1x per week","2000","vocational + Abi","Male","","","",""
"Min 1x per week","2000","vocational + Abi","Female","","","",""
"Min 1x per week","2000","higher vocational","Male","","","",""
"Min 1x per week","2000","higher vocational","Female","","","",""
"Min 1x per week","2000","higher education","Male","","","",""
"Min 1x per week","2000","higher education","Female","","","",""
"Min 1x per month","2000","in school","Male","","","",""
"Min 1x per month","2000","in school","Female","","","",""
"Min 1x per month","2000","inadequately","Male","","","",""
"Min 1x per month","2000","inadequately","Female","","","",""
"Min 1x per month","2000","general elemantary","Male","","","",""
"Min 1x per month","2000","general elemantary","Female","","","",""
"Min 1x per month","2000","middle vocational","Male","","","",""
"Min 1x per month","2000","middle vocational","Female","","","",""
"Min 1x per month","2000","vocational + Abi","Male","","","",""
"Min 1x per month","2000","vocational + Abi","Female","","","",""
"Min 1x per month","2000","higher vocational","Male","","","",""
"Min 1x per month","2000","higher vocational","Female","","","",""
"Min 1x per month","2000","higher education","Male","","","",""
"Min 1x per month","2000","higher education","Female","","","",""
"Rarely","2000","in school","Male","","","",""
"Rarely","2000","in school","Female","","","",""
"Rarely","2000","inadequately","Male","","","",""
"Rarely","2000","inadequately","Female","","","",""
"Rarely","2000","general elemantary","Male","","","",""
"Rarely","2000","general elemantary","Female","","","",""
"Rarely","2000","middle vocational","Male","","","",""
"Rarely","2000","middle vocational","Female","","","",""
"Rarely","2000","vocational + Abi","Male","","","",""
"Rarely","2000","vocational + Abi","Female","","","",""
"Rarely","2000","higher vocational","Male","","","",""
"Rarely","2000","higher vocational","Female","","","",""
"Rarely","2000","higher education","Male","","","",""
"Rarely","2000","higher education","Female","","","",""
"Never","2000","in school","Male","","","",""
"Never","2000","in school","Female","","","",""
"Never","2000","inadequately","Male","","","",""
"Never","2000","inadequately","Female","","","",""
"Never","2000","general elemantary","Male","","","",""
"Never","2000","general elemantary","Female","","","",""
"Never","2000","middle vocational","Male","","","",""
"Never","2000","middle vocational","Female","","","",""
"Never","2000","vocational + Abi","Male","","","",""
"Never","2000","vocational + Abi","Female","","","",""
"Never","2000","higher vocational","Male","","","",""
"Never","2000","higher vocational","Female","","","",""
"Never","2000","higher education","Male","","","",""
"Never","2000","higher education","Female","","","",""
"Daily","2001","in school","Male","","","",""
"Daily","2001","in school","Female","","","",""
"Daily","2001","inadequately","Male","","","",""
"Daily","2001","inadequately","Female","","","",""
"Daily","2001","general elemantary","Male","","","",""
"Daily","2001","general elemantary","Female","","","",""
"Daily","2001","middle vocational","Male","","","",""
"Daily","2001","middle vocational","Female","","","",""
"Daily","2001","vocational + Abi","Male","","","",""
"Daily","2001","vocational + Abi","Female","","","",""
"Daily","2001","higher vocational","Male","","","",""
"Daily","2001","higher vocational","Female","","","",""
"Daily","2001","higher education","Male","","","",""
"Daily","2001","higher education","Female","","","",""
"Min 1x per week","2001","in school","Male","2","","",""
"Min 1x per week","2001","in school","Female","1","","",""
"Min 1x per week","2001","inadequately","Male","1","","",""
"Min 1x per week","2001","inadequately","Female","","","",""
"Min 1x per week","2001","general elemantary","Male","5","","",""
"Min 1x per week","2001","general elemantary","Female","2","","",""
"Min 1x per week","2001","middle vocational","Male","59","0.0111313857499096","0.00838448517152581","0.0138782863282935"
"Min 1x per week","2001","middle vocational","Female","22","","",""
"Min 1x per week","2001","vocational + Abi","Male","6","","",""
"Min 1x per week","2001","vocational + Abi","Female","1","","",""
"Min 1x per week","2001","higher vocational","Male","25","","",""
"Min 1x per week","2001","higher vocational","Female","4","","",""
"Min 1x per week","2001","higher education","Male","50","0.021649483681437","0.0152390633549056","0.0280599040079684"
"Min 1x per week","2001","higher education","Female","14","","",""
"Min 1x per month","2001","in school","Male","6","","",""
"Min 1x per month","2001","in school","Female","1","","",""
"Min 1x per month","2001","inadequately","Male","","","",""
"Min 1x per month","2001","inadequately","Female","1","","",""
"Min 1x per month","2001","general elemantary","Male","7","","",""
"Min 1x per month","2001","general elemantary","Female","14","","",""
"Min 1x per month","2001","middle vocational","Male","102","0.01872203575278","0.015173316962991","0.0222707545425691"
"Min 1x per month","2001","middle vocational","Female","58","0.00989711045327567","0.00737142271267079","0.0124227981938805"
"Min 1x per month","2001","vocational + Abi","Male","4","","",""
"Min 1x per month","2001","vocational + Abi","Female","7","","",""
"Min 1x per month","2001","higher vocational","Male","30","0.0367115852335842","0.0247407718651006","0.0486823986020678"
"Min 1x per month","2001","higher vocational","Female","14","","",""
"Min 1x per month","2001","higher education","Male","91","0.0440929181419481","0.0350500175542739","0.0531358187296223"
"Min 1x per month","2001","higher education","Female","46","0.0280532563580276","0.0198034898708106","0.0363030228452445"
"Rarely","2001","in school","Male","14","","",""
"Rarely","2001","in school","Female","11","","",""
"Rarely","2001","inadequately","Male","2","","",""
"Rarely","2001","inadequately","Female","1","","",""
"Rarely","2001","general elemantary","Male","31","0.0349955714910045","0.0235942808029809","0.0463968621790282"
"Rarely","2001","general elemantary","Female","69","0.0328987404766993","0.0252258318471987","0.0405716491061999"
"Rarely","2001","middle vocational","Male","377","0.0711640671134495","0.0644327676483526","0.0778953665785464"
"Rarely","2001","middle vocational","Female","306","0.0536407097957481","0.0478921299674332","0.0593892896240629"
"Rarely","2001","vocational + Abi","Male","38","0.0695995748218335","0.0468819556332351","0.0923171940104318"
"Rarely","2001","vocational + Abi","Female","35","0.0737495047157678","0.0525881696582577","0.094910839773278"
"Rarely","2001","higher vocational","Male","83","0.0736942136591765","0.0570624691305373","0.0903259581878156"
"Rarely","2001","higher vocational","Female","52","0.0571761531392077","0.0400617747574362","0.0742905315209792"
"Rarely","2001","higher education","Male","228","0.109372402299628","0.0956251011739863","0.12311970342527"
"Rarely","2001","higher education","Female","144","0.0860204908024496","0.0720117864816153","0.100029195123284"
"Never","2001","in school","Male","242","0.914652671699277","0.880949622332353","0.948355721066201"
"Never","2001","in school","Female","268","0.960376364298954","0.937568069181513","0.983184659416394"
"Never","2001","inadequately","Male","128","0.982965300330638","0.96080637075218","1.0051242299091"
"Never","2001","inadequately","Female","177","0.992001711085315","0.978952738160765","1.00505068400986"
"Never","2001","general elemantary","Male","955","0.951348348664797","0.938000803546757","0.964695893782837"
"Never","2001","general elemantary","Female","1991","0.960535372636135","0.952160174289757","0.968910570982514"
"Never","2001","middle vocational","Male","5066","0.898982511383861","0.891092585329209","0.906872437438513"
"Never","2001","middle vocational","Female","5515","0.93276627340915","0.926376796677889","0.93915575014041"
"Never","2001","vocational + Abi","Male","434","0.912057604551257","0.886774240861449","0.937340968241065"
"Never","2001","vocational + Abi","Female","543","0.915125040728222","0.892560354853029","0.937689726603414"
"Never","2001","higher vocational","Male","810","0.863808493549222","0.841974776932309","0.885642210166135"
"Never","2001","higher vocational","Female","637","0.909225402202834","0.888048797438192","0.930402006967475"
"Never","2001","higher education","Male","1611","0.824885195876987","0.808144493247617","0.841625898506357"
"Never","2001","higher education","Female","1335","0.87645160085873","0.86001124129594","0.892891960421519"
"Daily","2002","in school","Male","","","",""
"Daily","2002","in school","Female","","","",""
"Daily","2002","inadequately","Male","","","",""
"Daily","2002","inadequately","Female","","","",""
"Daily","2002","general elemantary","Male","","","",""
"Daily","2002","general elemantary","Female","","","",""
"Daily","2002","middle vocational","Male","","","",""
"Daily","2002","middle vocational","Female","","","",""
"Daily","2002","vocational + Abi","Male","","","",""
"Daily","2002","vocational + Abi","Female","","","",""
"Daily","2002","higher vocational","Male","","","",""
"Daily","2002","higher vocational","Female","","","",""
"Daily","2002","higher education","Male","","","",""
"Daily","2002","higher education","Female","","","",""
"Min 1x per week","2002","in school","Male","","","",""
"Min 1x per week","2002","in school","Female","","","",""
"Min 1x per week","2002","inadequately","Male","","","",""
"Min 1x per week","2002","inadequately","Female","","","",""
"Min 1x per week","2002","general elemantary","Male","","","",""
"Min 1x per week","2002","general elemantary","Female","","","",""
"Min 1x per week","2002","middle vocational","Male","","","",""
"Min 1x per week","2002","middle vocational","Female","","","",""
"Min 1x per week","2002","vocational + Abi","Male","","","",""
"Min 1x per week","2002","vocational + Abi","Female","","","",""
"Min 1x per week","2002","higher vocational","Male","","","",""
"Min 1x per week","2002","higher vocational","Female","","","",""
"Min 1x per week","2002","higher education","Male","","","",""
"Min 1x per week","2002","higher education","Female","","","",""
"Min 1x per month","2002","in school","Male","","","",""
"Min 1x per month","2002","in school","Female","","","",""
"Min 1x per month","2002","inadequately","Male","","","",""
"Min 1x per month","2002","inadequately","Female","","","",""
"Min 1x per month","2002","general elemantary","Male","","","",""
"Min 1x per month","2002","general elemantary","Female","","","",""
"Min 1x per month","2002","middle vocational","Male","","","",""
"Min 1x per month","2002","middle vocational","Female","","","",""
"Min 1x per month","2002","vocational + Abi","Male","","","",""
"Min 1x per month","2002","vocational + Abi","Female","","","",""
"Min 1x per month","2002","higher vocational","Male","","","",""
"Min 1x per month","2002","higher vocational","Female","","","",""
"Min 1x per month","2002","higher education","Male","","","",""
"Min 1x per month","2002","higher education","Female","","","",""
"Rarely","2002","in school","Male","","","",""
"Rarely","2002","in school","Female","","","",""
"Rarely","2002","inadequately","Male","","","",""
"Rarely","2002","inadequately","Female","","","",""
"Rarely","2002","general elemantary","Male","","","",""
"Rarely","2002","general elemantary","Female","","","",""
"Rarely","2002","middle vocational","Male","","","",""
"Rarely","2002","middle vocational","Female","","","",""
"Rarely","2002","vocational + Abi","Male","","","",""
"Rarely","2002","vocational + Abi","Female","","","",""
"Rarely","2002","higher vocational","Male","","","",""
"Rarely","2002","higher vocational","Female","","","",""
"Rarely","2002","higher education","Male","","","",""
"Rarely","2002","higher education","Female","","","",""
"Never","2002","in school","Male","","","",""
"Never","2002","in school","Female","","","",""
"Never","2002","inadequately","Male","","","",""
"Never","2002","inadequately","Female","","","",""
"Never","2002","general elemantary","Male","","","",""
"Never","2002","general elemantary","Female","","","",""
"Never","2002","middle vocational","Male","","","",""
"Never","2002","middle vocational","Female","","","",""
"Never","2002","vocational + Abi","Male","","","",""
"Never","2002","vocational + Abi","Female","","","",""
"Never","2002","higher vocational","Male","","","",""
"Never","2002","higher vocational","Female","","","",""
"Never","2002","higher education","Male","","","",""
"Never","2002","higher education","Female","","","",""
"Daily","2003","in school","Male","","","",""
"Daily","2003","in school","Female","","","",""
"Daily","2003","inadequately","Male","1","","",""
"Daily","2003","inadequately","Female","","","",""
"Daily","2003","general elemantary","Male","1","","",""
"Daily","2003","general elemantary","Female","","","",""
"Daily","2003","middle vocational","Male","7","","",""
"Daily","2003","middle vocational","Female","6","","",""
"Daily","2003","vocational + Abi","Male","","","",""
"Daily","2003","vocational + Abi","Female","","","",""
"Daily","2003","higher vocational","Male","1","","",""
"Daily","2003","higher vocational","Female","1","","",""
"Daily","2003","higher education","Male","20","","",""
"Daily","2003","higher education","Female","10","","",""
"Min 1x per week","2003","in school","Male","2","","",""
"Min 1x per week","2003","in school","Female","1","","",""
"Min 1x per week","2003","inadequately","Male","","","",""
"Min 1x per week","2003","inadequately","Female","","","",""
"Min 1x per week","2003","general elemantary","Male","9","","",""
"Min 1x per week","2003","general elemantary","Female","5","","",""
"Min 1x per week","2003","middle vocational","Male","52","0.00895853629802546","0.00642514801625372","0.0114919245797972"
"Min 1x per week","2003","middle vocational","Female","27","","",""
"Min 1x per week","2003","vocational + Abi","Male","5","","",""
"Min 1x per week","2003","vocational + Abi","Female","5","","",""
"Min 1x per week","2003","higher vocational","Male","14","","",""
"Min 1x per week","2003","higher vocational","Female","2","","",""
"Min 1x per week","2003","higher education","Male","61","0.0230041126438604","0.0170678356234842","0.0289403896642366"
"Min 1x per week","2003","higher education","Female","23","","",""
"Min 1x per month","2003","in school","Male","7","","",""
"Min 1x per month","2003","in school","Female","2","","",""
"Min 1x per month","2003","inadequately","Male","1","","",""
"Min 1x per month","2003","inadequately","Female","","","",""
"Min 1x per month","2003","general elemantary","Male","7","","",""
"Min 1x per month","2003","general elemantary","Female","14","","",""
"Min 1x per month","2003","middle vocational","Male","109","0.0201134293346936","0.0163388524077464","0.0238880062616408"
"Min 1x per month","2003","middle vocational","Female","66","0.0123411184957084","0.00949811708848569","0.0151841199029311"
"Min 1x per month","2003","vocational + Abi","Male","11","","",""
"Min 1x per month","2003","vocational + Abi","Female","7","","",""
"Min 1x per month","2003","higher vocational","Male","39","0.0340213960002189","0.0226365166878638","0.0454062753125741"
"Min 1x per month","2003","higher vocational","Female","8","","",""
"Min 1x per month","2003","higher education","Male","119","0.0459311675330485","0.0376420433585513","0.0542202917075457"
"Min 1x per month","2003","higher education","Female","60","0.0290254788341928","0.0214589630896576","0.036591994578728"
"Rarely","2003","in school","Male","24","","",""
"Rarely","2003","in school","Female","25","","",""
"Rarely","2003","inadequately","Male","2","","",""
"Rarely","2003","inadequately","Female","4","","",""
"Rarely","2003","general elemantary","Male","55","0.0557326383619903","0.0408603675862964","0.0706049091376842"
"Rarely","2003","general elemantary","Female","74","0.0489091626076318","0.0390517408433491","0.0587665843719146"
"Rarely","2003","middle vocational","Male","491","0.0975627752075102","0.0895848880464773","0.105540662368543"
"Rarely","2003","middle vocational","Female","414","0.0699592184160704","0.063390664070385","0.0765277727617559"
"Rarely","2003","vocational + Abi","Male","39","0.0854747235998872","0.0604889809742113","0.110460466225563"
"Rarely","2003","vocational + Abi","Female","50","0.0763035045014056","0.0562905303957647","0.0963164786070464"
"Rarely","2003","higher vocational","Male","120","0.117204689712389","0.0970037712356167","0.13740560818916"
"Rarely","2003","higher vocational","Female","74","0.10464704498557","0.0821157790421237","0.127178310929015"
"Rarely","2003","higher education","Male","380","0.153354376387047","0.139086347830425","0.167622404943669"
"Rarely","2003","higher education","Female","238","0.126332128246948","0.111358314890506","0.141305941603391"
"Never","2003","in school","Male","265","0.877705337790414","0.840507467160812","0.914903208420017"
"Never","2003","in school","Female","286","0.906070079608875","0.873802518681317","0.938337640536434"
"Never","2003","inadequately","Male","105","0.942319244899818","0.898551986709869","0.986086503089767"
"Never","2003","inadequately","Female","155","0.980157403032553","0.958480526860263","1.00183427920484"
"Never","2003","general elemantary","Male","842","0.92110480849605","0.903628295461126","0.938581321530975"
"Never","2003","general elemantary","Female","1746","0.942102814626143","0.931428620355143","0.952777008897143"
"Never","2003","middle vocational","Male","4655","0.872479002201009","0.863510794477221","0.881447209924797"
"Never","2003","middle vocational","Female","5280","0.913597566079919","0.906362595291177","0.920832536868662"
"Never","2003","vocational + Abi","Male","426","0.876403701600263","0.846991306820751","0.905816096379776"
"Never","2003","vocational + Abi","Female","614","0.911138108522548","0.889688240450477","0.932587976594618"
"Never","2003","higher vocational","Male","800","0.834772460797626","0.81144895199147","0.858095969603782"
"Never","2003","higher vocational","Female","624","0.881656968700148","0.857880566405032","0.905433370995263"
"Never","2003","higher education","Male","1870","0.771601604491909","0.754978653127968","0.788224555855851"
"Never","2003","higher education","Female","1560","0.830606262671006","0.81369996146323","0.847512563878782"
"Daily","2004","in school","Male","","","",""
"Daily","2004","in school","Female","","","",""
"Daily","2004","inadequately","Male","","","",""
"Daily","2004","inadequately","Female","","","",""
"Daily","2004","general elemantary","Male","","","",""
"Daily","2004","general elemantary","Female","","","",""
"Daily","2004","middle vocational","Male","","","",""
"Daily","2004","middle vocational","Female","","","",""
"Daily","2004","vocational + Abi","Male","","","",""
"Daily","2004","vocational + Abi","Female","","","",""
"Daily","2004","higher vocational","Male","","","",""
"Daily","2004","higher vocational","Female","","","",""
"Daily","2004","higher education","Male","","","",""
"Daily","2004","higher education","Female","","","",""
"Min 1x per week","2004","in school","Male","","","",""
"Min 1x per week","2004","in school","Female","","","",""
"Min 1x per week","2004","inadequately","Male","","","",""
"Min 1x per week","2004","inadequately","Female","","","",""
"Min 1x per week","2004","general elemantary","Male","","","",""
"Min 1x per week","2004","general elemantary","Female","","","",""
"Min 1x per week","2004","middle vocational","Male","","","",""
"Min 1x per week","2004","middle vocational","Female","","","",""
"Min 1x per week","2004","vocational + Abi","Male","","","",""
"Min 1x per week","2004","vocational + Abi","Female","","","",""
"Min 1x per week","2004","higher vocational","Male","","","",""
"Min 1x per week","2004","higher vocational","Female","","","",""
"Min 1x per week","2004","higher education","Male","","","",""
"Min 1x per week","2004","higher education","Female","","","",""
"Min 1x per month","2004","in school","Male","","","",""
"Min 1x per month","2004","in school","Female","","","",""
"Min 1x per month","2004","inadequately","Male","","","",""
"Min 1x per month","2004","inadequately","Female","","","",""
"Min 1x per month","2004","general elemantary","Male","","","",""
"Min 1x per month","2004","general elemantary","Female","","","",""
"Min 1x per month","2004","middle vocational","Male","","","",""
"Min 1x per month","2004","middle vocational","Female","","","",""
"Min 1x per month","2004","vocational + Abi","Male","","","",""
"Min 1x per month","2004","vocational + Abi","Female","","","",""
"Min 1x per month","2004","higher vocational","Male","","","",""
"Min 1x per month","2004","higher vocational","Female","","","",""
"Min 1x per month","2004","higher education","Male","","","",""
"Min 1x per month","2004","higher education","Female","","","",""
"Rarely","2004","in school","Male","","","",""
"Rarely","2004","in school","Female","","","",""
"Rarely","2004","inadequately","Male","","","",""
"Rarely","2004","inadequately","Female","","","",""
"Rarely","2004","general elemantary","Male","","","",""
"Rarely","2004","general elemantary","Female","","","",""
"Rarely","2004","middle vocational","Male","","","",""
"Rarely","2004","middle vocational","Female","","","",""
"Rarely","2004","vocational + Abi","Male","","","",""
"Rarely","2004","vocational + Abi","Female","","","",""
"Rarely","2004","higher vocational","Male","","","",""
"Rarely","2004","higher vocational","Female","","","",""
"Rarely","2004","higher education","Male","","","",""
"Rarely","2004","higher education","Female","","","",""
"Never","2004","in school","Male","","","",""
"Never","2004","in school","Female","","","",""
"Never","2004","inadequately","Male","","","",""
"Never","2004","inadequately","Female","","","",""
"Never","2004","general elemantary","Male","","","",""
"Never","2004","general elemantary","Female","","","",""
"Never","2004","middle vocational","Male","","","",""
"Never","2004","middle vocational","Female","","","",""
"Never","2004","vocational + Abi","Male","","","",""
"Never","2004","vocational + Abi","Female","","","",""
"Never","2004","higher vocational","Male","","","",""
"Never","2004","higher vocational","Female","","","",""
"Never","2004","higher education","Male","","","",""
"Never","2004","higher education","Female","","","",""
"Daily","2005","in school","Male","","","",""
"Daily","2005","in school","Female","","","",""
"Daily","2005","inadequately","Male","","","",""
"Daily","2005","inadequately","Female","","","",""
"Daily","2005","general elemantary","Male","","","",""
"Daily","2005","general elemantary","Female","","","",""
"Daily","2005","middle vocational","Male","","","",""
"Daily","2005","middle vocational","Female","","","",""
"Daily","2005","vocational + Abi","Male","","","",""
"Daily","2005","vocational + Abi","Female","","","",""
"Daily","2005","higher vocational","Male","","","",""
"Daily","2005","higher vocational","Female","","","",""
"Daily","2005","higher education","Male","","","",""
"Daily","2005","higher education","Female","","","",""
"Min 1x per week","2005","in school","Male","2","","",""
"Min 1x per week","2005","in school","Female","2","","",""
"Min 1x per week","2005","inadequately","Male","","","",""
"Min 1x per week","2005","inadequately","Female","","","",""
"Min 1x per week","2005","general elemantary","Male","3","","",""
"Min 1x per week","2005","general elemantary","Female","2","","",""
"Min 1x per week","2005","middle vocational","Male","62","0.0126393930823529","0.00950510300132045","0.0157736831633854"
"Min 1x per week","2005","middle vocational","Female","33","0.00453836320507602","0.00273694610755248","0.00633978030259957"
"Min 1x per week","2005","vocational + Abi","Male","5","","",""
"Min 1x per week","2005","vocational + Abi","Female","4","","",""
"Min 1x per week","2005","higher vocational","Male","18","","",""
"Min 1x per week","2005","higher vocational","Female","5","","",""
"Min 1x per week","2005","higher education","Male","73","0.0267767949815698","0.020180876097164","0.0333727138659757"
"Min 1x per week","2005","higher education","Female","24","","",""
"Min 1x per month","2005","in school","Male","2","","",""
"Min 1x per month","2005","in school","Female","1","","",""
"Min 1x per month","2005","inadequately","Male","","","",""
"Min 1x per month","2005","inadequately","Female","","","",""
"Min 1x per month","2005","general elemantary","Male","6","","",""
"Min 1x per month","2005","general elemantary","Female","13","","",""
"Min 1x per month","2005","middle vocational","Male","97","0.0224922328875352","0.0183320293948638","0.0266524363802067"
"Min 1x per month","2005","middle vocational","Female","65","0.0111062930132234","0.00829755157312177","0.0139150344533251"
"Min 1x per month","2005","vocational + Abi","Male","7","","",""
"Min 1x per month","2005","vocational + Abi","Female","8","","",""
"Min 1x per month","2005","higher vocational","Male","23","","",""
"Min 1x per month","2005","higher vocational","Female","9","","",""
"Min 1x per month","2005","higher education","Male","107","0.0488987316642237","0.0400871887766144","0.057710274551833"
"Min 1x per month","2005","higher education","Female","52","0.0239006793390201","0.0169443565228521","0.030857002155188"
"Rarely","2005","in school","Male","21","","",""
"Rarely","2005","in school","Female","12","","",""
"Rarely","2005","inadequately","Male","3","","",""
