"pli0093_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2007","Lower Saxony","East Germany","","","","","4"
"Rarely","2007","Bremen","West Germany","34","0.301234664343742","0.226814639174921","0.375654689512564","4"
"Rarely","2007","Bremen","East Germany","","","","","4"
"Rarely","2007","North Rhine-Westphalia","West Germany","992","0.229419210013343","0.216675964339282","0.242162455687404","4"
"Rarely","2007","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","2007","Hesse","West Germany","320","0.235403492619491","0.213052199607757","0.257754785631225","4"
"Rarely","2007","Baden-Württemberg","East Germany","","","","","4"
"Rarely","2007","Bavaria","West Germany","876","0.285563794747768","0.269242295227424","0.301885294268113","4"
"Rarely","2007","Hesse","East Germany","","","","","4"
"Rarely","2007","Rhineland-Palatinate,Saarland","West Germany","253","0.230042844304755","0.205896560152019","0.254189128457491","4"
"Rarely","2007","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","2007","Baden-Württemberg","West Germany","643","0.256110841469849","0.238945976494923","0.273275706444775","4"
"Rarely","2007","Berlin","East Germany","101","0.292219996390079","0.244020872093329","0.34041912068683","4"
"Rarely","2007","Brandenburg","West Germany","","","","","4"
"Rarely","2007","Bavaria","East Germany","","","","","4"
"Rarely","2007","Berlin","West Germany","121","0.293139513670899","0.24891582942895","0.337363197912849","4"
"Rarely","2007","Brandenburg","East Germany","234","0.241386403311694","0.212769790850654","0.270003015772735","4"
"Rarely","2007","Mecklenburg-Western Pomerania","East Germany","131","0.211629549222249","0.175862546274247","0.24739655217025","4"
"Rarely","2007","Thuringia","East Germany","233","0.226402203934598","0.199226122231483","0.253578285637712","4"
"Rarely","2007","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","2007","Saxony-Anhalt","East Germany","233","0.219477899941933","0.191975128169296","0.246980671714571","4"
"Rarely","2007","Thuringia","West Germany","","","","","4"
"Rarely","2007","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","2007","Saxony","East Germany","446","0.262662435111155","0.240436104587794","0.284888765634516","4"
"Rarely","2007","Saxony","West Germany","","","","","4"
"Daily","2008","Schleswig-Holstein","West Germany","9","","","","1"
"Daily","2008","Schleswig-Holstein","East Germany","","","","","1"
"Daily","2008","Hamburg","West Germany","11","","","","1"
"Daily","2008","Hamburg","East Germany","","","","","1"
"Daily","2008","Lower Saxony","West Germany","45","0.0237303560650287","0.0165868425476382","0.0308738695824191","1"
"Daily","2008","Lower Saxony","East Germany","","","","","1"
"Daily","2008","Bremen","West Germany","7","","","","1"
"Daily","2008","Bremen","East Germany","","","","","1"
"Daily","2008","North Rhine-Westphalia","West Germany","117","0.0248495890869868","0.0199833664017922","0.0297158117721814","1"
"Daily","2008","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","2008","Hesse","West Germany","39","0.0286211386666658","0.0196125257925051","0.0376297515408266","1"
"Daily","2008","Hesse","East Germany","","","","","1"
"Daily","2008","Rhineland-Palatinate,Saarland","West Germany","33","0.0304610975528917","0.0203008418399241","0.0406213532658594","1"
"Daily","2008","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","2008","Baden-Württemberg","West Germany","58","0.0223754386958735","0.0164083303841386","0.0283425470076084","1"
"Daily","2008","Baden-Württemberg","East Germany","","","","","1"
"Daily","2008","Bavaria","West Germany","77","0.0312768106966166","0.0247817484203282","0.037771872972905","1"
"Daily","2008","Bavaria","East Germany","","","","","1"
"Daily","2008","Berlin","West Germany","15","","","","1"
"Daily","2008","Berlin","East Germany","11","","","","1"
"Daily","2008","Brandenburg","West Germany","","","","","1"
"Daily","2008","Brandenburg","East Germany","17","","","","1"
"Daily","2008","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","2008","Mecklenburg-Western Pomerania","East Germany","11","","","","1"
"Daily","2008","Saxony","West Germany","","","","","1"
"Daily","2008","Saxony","East Germany","48","0.0391418989483441","0.0291044329048626","0.0491793649918257","1"
"Daily","2008","Saxony-Anhalt","West Germany","","","","","1"
"Daily","2008","Saxony-Anhalt","East Germany","22","","","","1"
"Daily","2008","Thuringia","West Germany","","","","","1"
"Daily","2008","Thuringia","East Germany","17","","","","1"
"Min 1x per month","2008","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","2008","Mecklenburg-Western Pomerania","East Germany","37","0.0520080092570613","0.0323075827191945","0.0717084357949282","3"
"Min 1x per month","2008","Saxony","West Germany","","","","","3"
"Min 1x per month","2008","Saxony","East Germany","147","0.0906678686800391","0.075806408320457","0.105529329039621","3"
"Min 1x per month","2008","Schleswig-Holstein","West Germany","58","0.122652277571987","0.0952868500587506","0.150017705085223","3"
"Min 1x per month","2008","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","2008","Hamburg","West Germany","28","","","","3"
"Min 1x per month","2008","Hamburg","East Germany","","","","","3"
"Min 1x per month","2008","Lower Saxony","West Germany","118","0.0597688763522061","0.0486431158240029","0.0708946368804093","3"
"Min 1x per month","2008","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","2008","Bremen","West Germany","22","","","","3"
"Min 1x per month","2008","Bremen","East Germany","","","","","3"
"Min 1x per month","2008","North Rhine-Westphalia","West Germany","326","0.0781823584946701","0.0697902041908899","0.0865745127984503","3"
"Min 1x per month","2008","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","2008","Hesse","West Germany","110","0.0700700582220555","0.0562785583030963","0.0838615581410147","3"
"Min 1x per month","2008","Hesse","East Germany","","","","","3"
"Min 1x per month","2008","Rhineland-Palatinate,Saarland","West Germany","79","0.0784841427907458","0.0625843446436093","0.0943839409378823","3"
"Min 1x per month","2008","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","2008","Baden-Württemberg","West Germany","255","0.0980647532360877","0.0860659967626234","0.110063509709552","3"
"Min 1x per month","2008","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","2008","Bavaria","West Germany","282","0.0977074799422115","0.0866282436361697","0.108786716248253","3"
"Min 1x per month","2008","Bavaria","East Germany","","","","","3"
"Min 1x per month","2008","Berlin","West Germany","38","0.105557457919698","0.0749834120189572","0.136131503820439","3"
"Min 1x per month","2008","Berlin","East Germany","35","0.0973703375165558","0.0656239856245352","0.129116689408576","3"
"Min 1x per month","2008","Brandenburg","West Germany","","","","","3"
"Min 1x per month","2008","Brandenburg","East Germany","76","0.08525487155138","0.0662104528011035","0.104299290301657","3"
"Min 1x per month","2008","Thuringia","East Germany","81","0.13050852157251","0.108264554845828","0.152752488299192","3"
"Min 1x per month","2008","Thuringia","West Germany","","","","","3"
"Min 1x per month","2008","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","2008","Saxony-Anhalt","East Germany","65","0.0774556311670302","0.0591033769527747","0.0958078853812856","3"
"Min 1x per week","2008","North Rhine-Westphalia","West Germany","412","0.10007172636408","0.0906905734868921","0.109452879241267","2"
"Min 1x per week","2008","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","2008","Hesse","West Germany","169","0.11230279035206","0.0952440151041579","0.129361565599961","2"
"Min 1x per week","2008","Rhineland-Palatinate,Saarland","West Germany","102","0.0756761682617347","0.0600396200885588","0.0913127164349106","2"
"Min 1x per week","2008","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","2008","Hamburg","West Germany","51","0.202412298373195","0.155349608264461","0.24947498848193","2"
"Min 1x per week","2008","Hamburg","East Germany","","","","","2"
"Min 1x per week","2008","Lower Saxony","West Germany","218","0.115635954105274","0.100627469858927","0.130644438351621","2"
"Min 1x per week","2008","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","2008","Bremen","West Germany","16","","","","2"
"Min 1x per week","2008","Bremen","East Germany","","","","","2"
"Min 1x per week","2008","Hesse","East Germany","","","","","2"
"Min 1x per week","2008","Schleswig-Holstein","West Germany","60","0.10288648743427","0.0775421220237307","0.128230852844809","2"
"Min 1x per week","2008","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","2008","Mecklenburg-Western Pomerania","East Germany","38","0.0884794290582318","0.0632827924307298","0.113676065685734","2"
"Min 1x per week","2008","Saxony","West Germany","","","","","2"
"Min 1x per week","2008","Saxony","East Germany","142","0.109765205310444","0.093585964290152","0.125944446330737","2"
"Min 1x per week","2008","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","2008","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","2008","Bavaria","West Germany","316","0.0960999159287024","0.0851024162479739","0.107097415609431","2"
"Min 1x per week","2008","Bavaria","East Germany","","","","","2"
"Min 1x per week","2008","Brandenburg","East Germany","75","0.0732451996562844","0.055477546281722","0.0910128530308468","2"
"Min 1x per week","2008","Saxony-Anhalt","East Germany","76","0.105721457863895","0.0846115050104137","0.126831410717377","2"
"Min 1x per week","2008","Thuringia","West Germany","","","","","2"
"Min 1x per week","2008","Thuringia","East Germany","62","0.0609316873382056","0.0451362981037626","0.0767270765726485","2"
"Min 1x per week","2008","Brandenburg","West Germany","","","","","2"
"Min 1x per week","2008","Baden-Württemberg","West Germany","274","0.104329010196527","0.0919960057791612","0.116662014613894","2"
"Min 1x per week","2008","Berlin","West Germany","44","0.110738784191906","0.0795141916781105","0.141963376705701","2"
"Min 1x per week","2008","Berlin","East Germany","40","0.08984779252791","0.0592255912628918","0.120469993792928","2"
"Min 1x per week","2008","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Never","2008","Schleswig-Holstein","West Germany","286","0.499894050307948","0.458183247697092","0.541604852918804","5"
"Never","2008","Schleswig-Holstein","East Germany","","","","","5"
"Never","2008","Hamburg","West Germany","124","0.421318487547081","0.363483035085817","0.479153940008345","5"
"Never","2008","Hamburg","East Germany","","","","","5"
"Never","2008","Lower Saxony","West Germany","893","0.527263961089768","0.503832560406065","0.55069536177347","5"
"Never","2008","Lower Saxony","East Germany","","","","","5"
"Never","2008","Bremen","West Germany","65","0.466470731387228","0.382933681971718","0.550007780802739","5"
"Never","2008","Bremen","East Germany","","","","","5"
"Never","2008","North Rhine-Westphalia","West Germany","2186","0.584822889441412","0.569419175273293","0.600226603609532","5"
"Never","2008","Thuringia","East Germany","519","0.606980618487395","0.57472877581032","0.63923246116447","5"
"Never","2008","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","2008","Mecklenburg-Western Pomerania","East Germany","272","0.574011304269926","0.530138293379113","0.617884315160739","5"
"Never","2008","Saxony","West Germany","","","","","5"
"Never","2008","Saxony","East Germany","721","0.502975192073484","0.477096886842267","0.5288534973047","5"
"Never","2008","Saxony-Anhalt","West Germany","","","","","5"
"Never","2008","Saxony-Anhalt","East Germany","436","0.578659237377935","0.544759411281266","0.612559063474604","5"
"Never","2008","Thuringia","West Germany","","","","","5"
"Never","2008","North Rhine-Westphalia","East Germany","","","","","5"
"Never","2008","Hesse","West Germany","672","0.53795615291809","0.511020024023024","0.564892281813156","5"
"Never","2008","Hesse","East Germany","","","","","5"
"Never","2008","Rhineland-Palatinate,Saarland","West Germany","655","0.601258923989604","0.572310461615312","0.630207386363895","5"
"Never","2008","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","2008","Baden-Württemberg","West Germany","1110","0.473840237670673","0.453695256091157","0.493985219250188","5"
"Never","2008","Baden-Württemberg","East Germany","","","","","5"
"Never","2008","Bavaria","West Germany","1281","0.491647917102457","0.472993501583665","0.510302332621249","5"
"Never","2008","Bavaria","East Germany","","","","","5"
"Never","2008","Berlin","West Germany","186","0.50455236275356","0.454803376990821","0.554301348516299","5"
"Never","2008","Berlin","East Germany","155","0.519960679705658","0.466461226295207","0.573460133116109","5"
"Never","2008","Brandenburg","West Germany","","","","","5"
"Never","2008","Brandenburg","East Germany","450","0.572158957754317","0.538417981830253","0.605899933678381","5"
"Rarely","2008","Schleswig-Holstein","West Germany","139","0.265653757647924","0.228808044025522","0.302499471270326","4"
"Rarely","2008","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","2008","Hamburg","West Germany","66","0.254130992353535","0.203135807268605","0.305126177438464","4"
"Rarely","2008","Hamburg","East Germany","","","","","4"
"Rarely","2008","Lower Saxony","West Germany","470","0.273600852387724","0.252677983349229","0.294523721426218","4"
"Rarely","2008","Lower Saxony","East Germany","","","","","4"
"Rarely","2008","Bremen","West Germany","27","","","","4"
"Rarely","2008","Bremen","East Germany","","","","","4"
"Rarely","2008","North Rhine-Westphalia","West Germany","890","0.212073436612851","0.199294857171423","0.22485201605428","4"
"Rarely","2008","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","2008","Hesse","West Germany","326","0.251049859841129","0.227622325066423","0.274477394615835","4"
"Rarely","2008","Hesse","East Germany","","","","","4"
"Rarely","2008","Rhineland-Palatinate,Saarland","West Germany","230","0.214119667405024","0.189867210865322","0.238372123944726","4"
"Rarely","2008","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","2008","Baden-Württemberg","West Germany","663","0.301390560200839","0.282877673756994","0.319903446644683","4"
"Rarely","2008","Baden-Württemberg","East Germany","","","","","4"
"Rarely","2008","Bavaria","West Germany","803","0.283267876330012","0.266454716596409","0.300081036063616","4"
"Rarely","2008","Brandenburg","East Germany","208","0.251175144301369","0.221599342764592","0.280750945838146","4"
"Rarely","2008","Brandenburg","West Germany","","","","","4"
"Rarely","2008","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","2008","Mecklenburg-Western Pomerania","East Germany","130","0.270297028627029","0.230893794140808","0.309700263113249","4"
"Rarely","2008","Berlin","East Germany","94","0.264125898602536","0.216916013816834","0.311335783388238","4"
"Rarely","2008","Saxony","East Germany","376","0.257449834987689","0.234819930356292","0.280079739619086","4"
"Rarely","2008","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","2008","Bavaria","East Germany","","","","","4"
"Rarely","2008","Berlin","West Germany","105","0.247516201100035","0.204574166196072","0.290458236003999","4"
"Rarely","2008","Saxony","West Germany","","","","","4"
"Rarely","2008","Saxony-Anhalt","East Germany","216","0.211700650564128","0.18365432525946","0.239746975868796","4"
"Rarely","2008","Thuringia","East Germany","202","0.185370344704133","0.159710124823452","0.211030564584815","4"
"Rarely","2008","Thuringia","West Germany","","","","","4"
"Daily","2009","Baden-Württemberg","East Germany","","","","","1"
"Daily","2009","Bavaria","West Germany","","","","","1"
"Daily","2009","Bavaria","East Germany","","","","","1"
"Daily","2009","Berlin","West Germany","","","","","1"
"Daily","2009","Berlin","East Germany","","","","","1"
"Daily","2009","Brandenburg","West Germany","","","","","1"
"Daily","2009","Brandenburg","East Germany","","","","","1"
"Daily","2009","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","2009","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","2009","Saxony","West Germany","","","","","1"
"Daily","2009","Saxony","East Germany","","","","","1"
"Daily","2009","Saxony-Anhalt","West Germany","","","","","1"
"Daily","2009","Saxony-Anhalt","East Germany","","","","","1"
"Daily","2009","Schleswig-Holstein","West Germany","","","","","1"
"Daily","2009","Schleswig-Holstein","East Germany","","","","","1"
"Daily","2009","Hamburg","West Germany","","","","","1"
"Daily","2009","Hamburg","East Germany","","","","","1"
"Daily","2009","Lower Saxony","West Germany","","","","","1"
"Daily","2009","Lower Saxony","East Germany","","","","","1"
"Daily","2009","Bremen","West Germany","","","","","1"
"Daily","2009","Bremen","East Germany","","","","","1"
"Daily","2009","North Rhine-Westphalia","West Germany","","","","","1"
"Daily","2009","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","2009","Hesse","West Germany","","","","","1"
"Daily","2009","Hesse","East Germany","","","","","1"
"Daily","2009","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Daily","2009","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","2009","Baden-Württemberg","West Germany","","","","","1"
"Daily","2009","Thuringia","West Germany","","","","","1"
"Daily","2009","Thuringia","East Germany","","","","","1"
"Min 1x per month","2009","Saxony","West Germany","","","","","3"
"Min 1x per month","2009","Mecklenburg-Western Pomerania","East Germany","33","0.0769581438075786","0.0528369021730795","0.101079385442078","3"
"Min 1x per month","2009","Saxony","East Germany","104","0.0930169157965092","0.0775572960504246","0.108476535542594","3"
"Min 1x per month","2009","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"Min 1x per month","2009","Schleswig-Holstein","West Germany","35","0.0723567358344187","0.0499375730946748","0.0947758985741625","3"
"Min 1x per month","2009","Schleswig-Holstein","East Germany","","","","","3"
"Min 1x per month","2009","Hamburg","West Germany","26","","","","3"
"Min 1x per month","2009","Hamburg","East Germany","","","","","3"
"Min 1x per month","2009","Lower Saxony","West Germany","101","0.0503541878716503","0.0397513848893544","0.0609569908539461","3"
"Min 1x per month","2009","Lower Saxony","East Germany","","","","","3"
"Min 1x per month","2009","Bremen","West Germany","9","","","","3"
"Min 1x per month","2009","Bremen","East Germany","","","","","3"
"Min 1x per month","2009","North Rhine-Westphalia","West Germany","246","0.0656927168875644","0.0576278432992403","0.0737575904758886","3"
"Min 1x per month","2009","North Rhine-Westphalia","East Germany","","","","","3"
"Min 1x per month","2009","Hesse","West Germany","102","0.0811501268941708","0.0658274354161671","0.0964728183721745","3"
"Min 1x per month","2009","Hesse","East Germany","","","","","3"
"Min 1x per month","2009","Rhineland-Palatinate,Saarland","West Germany","69","0.0735935794795601","0.0575064492948252","0.089680709664295","3"
"Min 1x per month","2009","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Min 1x per month","2009","Baden-Württemberg","West Germany","237","0.0987919196483616","0.0860210013508744","0.111562837945849","3"
"Min 1x per month","2009","Baden-Württemberg","East Germany","","","","","3"
"Min 1x per month","2009","Bavaria","West Germany","224","0.0906489136896831","0.0796151161216487","0.101682711257717","3"
"Min 1x per month","2009","Bavaria","East Germany","","","","","3"
"Min 1x per month","2009","Berlin","West Germany","31","0.0982965299477847","0.067627872155083","0.128965187740486","3"
"Min 1x per month","2009","Berlin","East Germany","23","","","","3"
"Min 1x per month","2009","Brandenburg","West Germany","","","","","3"
"Min 1x per month","2009","Brandenburg","East Germany","66","0.0884772905302915","0.0686615985322693","0.108292982528314","3"
"Min 1x per month","2009","Saxony-Anhalt","West Germany","","","","","3"
"Min 1x per month","2009","Saxony-Anhalt","East Germany","34","0.059979236899719","0.0431530168337198","0.0768054569657183","3"
"Min 1x per month","2009","Thuringia","West Germany","","","","","3"
"Min 1x per month","2009","Thuringia","East Germany","48","0.0716920883303675","0.0540132761988198","0.0893709004619153","3"
"Min 1x per week","2009","Schleswig-Holstein","East Germany","","","","","2"
"Min 1x per week","2009","Hamburg","West Germany","42","0.15431534296121","0.11098409069715","0.19764659522527","2"
"Min 1x per week","2009","Hamburg","East Germany","","","","","2"
"Min 1x per week","2009","Lower Saxony","West Germany","203","0.112664442456329","0.0973338321836664","0.127995052728992","2"
"Min 1x per week","2009","Lower Saxony","East Germany","","","","","2"
"Min 1x per week","2009","Bremen","West Germany","24","","","","2"
"Min 1x per week","2009","Bremen","East Germany","","","","","2"
"Min 1x per week","2009","North Rhine-Westphalia","West Germany","361","0.0993788617805353","0.0896399111854314","0.109117812375639","2"
"Min 1x per week","2009","North Rhine-Westphalia","East Germany","","","","","2"
"Min 1x per week","2009","Hesse","West Germany","160","0.110792144101871","0.0931795103296957","0.128404777874046","2"
"Min 1x per week","2009","Hesse","East Germany","","","","","2"
"Min 1x per week","2009","Rhineland-Palatinate,Saarland","West Germany","105","0.0918990119637903","0.0741006379012885","0.109697386026292","2"
"Min 1x per week","2009","Schleswig-Holstein","West Germany","50","0.0742261352033876","0.0515421011415188","0.0969101692652563","2"
"Min 1x per week","2009","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Min 1x per week","2009","Mecklenburg-Western Pomerania","East Germany","42","0.0728596826956557","0.0493374771339788","0.0963818882573326","2"
"Min 1x per week","2009","Saxony","West Germany","","","","","2"
"Min 1x per week","2009","Saxony","East Germany","144","0.0932631832074379","0.077785213637292","0.108741152777584","2"
"Min 1x per week","2009","Baden-Württemberg","West Germany","265","0.129002134055312","0.114655306816819","0.143348961293805","2"
"Min 1x per week","2009","Baden-Württemberg","East Germany","","","","","2"
"Min 1x per week","2009","Bavaria","West Germany","327","0.10646178610848","0.0946087023231127","0.118314869893848","2"
"Min 1x per week","2009","Brandenburg","East Germany","68","0.0801683111832897","0.0612202342024775","0.0991163881641019","2"
"Min 1x per week","2009","Saxony-Anhalt","West Germany","","","","","2"
"Min 1x per week","2009","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Min 1x per week","2009","Thuringia","West Germany","","","","","2"
"Min 1x per week","2009","Thuringia","East Germany","48","0.0653405966471928","0.0484054221097317","0.0822757711846539","2"
"Min 1x per week","2009","Bavaria","East Germany","","","","","2"
"Min 1x per week","2009","Saxony-Anhalt","East Germany","70","0.11177105705622","0.0894433300863298","0.134098784026111","2"
"Min 1x per week","2009","Berlin","West Germany","51","0.123989126678054","0.090039081645895","0.157939171710213","2"
"Min 1x per week","2009","Brandenburg","West Germany","","","","","2"
"Min 1x per week","2009","Berlin","East Germany","39","0.103923861731178","0.0701707854045179","0.137676938057839","2"
"Never","2009","Schleswig-Holstein","West Germany","283","0.54913183608046","0.506073969754031","0.592189702406889","5"
"Never","2009","Schleswig-Holstein","East Germany","","","","","5"
"Never","2009","Hamburg","West Germany","121","0.468657132552086","0.40880115838666","0.528513106717512","5"
"Never","2009","Hamburg","East Germany","","","","","5"
"Never","2009","Lower Saxony","West Germany","894","0.571202503921383","0.54720626173239","0.595198746110376","5"
"Never","2009","Lower Saxony","East Germany","","","","","5"
"Never","2009","Bremen","West Germany","56","0.454659733221755","0.364045561316043","0.545273905127468","5"
"Never","2009","Bremen","East Germany","","","","","5"
"Never","2009","North Rhine-Westphalia","West Germany","2140","0.588350292929805","0.572329796189587","0.604370789670023","5"
"Never","2009","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Never","2009","Mecklenburg-Western Pomerania","East Germany","278","0.604925043735665","0.560681265962808","0.649168821508522","5"
"Never","2009","Saxony","West Germany","","","","","5"
"Never","2009","Saxony","East Germany","699","0.540954374514886","0.514431139627875","0.567477609401898","5"
"Never","2009","Saxony-Anhalt","West Germany","","","","","5"
"Never","2009","Saxony-Anhalt","East Germany","441","0.592927952775738","0.558113948635869","0.627741956915607","5"
"Never","2009","Thuringia","West Germany","","","","","5"
"Never","2009","Thuringia","East Germany","483","0.584676427355847","0.550907091294495","0.6184457634172","5"
"Never","2009","North Rhine-Westphalia","East Germany","","","","","5"
"Never","2009","Hesse","West Germany","650","0.531478586088885","0.503477441523305","0.559479730654464","5"
"Never","2009","Hesse","East Germany","","","","","5"
"Never","2009","Rhineland-Palatinate,Saarland","West Germany","602","0.605913425077247","0.575807017102431","0.636019833052062","5"
"Never","2009","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Never","2009","Baden-Württemberg","West Germany","947","0.477558148744387","0.456179463875965","0.49893683361281","5"
"Never","2009","Baden-Württemberg","East Germany","","","","","5"
"Never","2009","Bavaria","West Germany","1272","0.516400610572137","0.497195617254019","0.535605603890256","5"
"Never","2009","Bavaria","East Germany","","","","","5"
"Never","2009","Berlin","West Germany","158","0.475558330241066","0.424113196778321","0.527003463703812","5"
"Never","2009","Berlin","East Germany","161","0.54943250126981","0.494399858285601","0.604465144254018","5"
"Never","2009","Brandenburg","West Germany","","","","","5"
"Never","2009","Brandenburg","East Germany","440","0.553282750360366","0.518593132474022","0.587972368246711","5"
"Rarely","2009","Schleswig-Holstein","West Germany","145","0.304285292881734","0.264470406422504","0.344100179340963","4"
"Rarely","2009","Schleswig-Holstein","East Germany","","","","","4"
"Rarely","2009","Bavaria","West Germany","778","0.286488689629699","0.269113398650592","0.303863980608807","4"
"Rarely","2009","Hamburg","West Germany","78","0.298589117648802","0.243696277984255","0.35348195731335","4"
"Rarely","2009","Hamburg","East Germany","","","","","4"
"Rarely","2009","Lower Saxony","West Germany","436","0.265778865750638","0.244360036562096","0.287197694939179","4"
"Rarely","2009","Lower Saxony","East Germany","","","","","4"
"Rarely","2009","Bremen","West Germany","27","","","","4"
"Rarely","2009","Bremen","East Germany","","","","","4"
"Rarely","2009","North Rhine-Westphalia","West Germany","878","0.246578128402096","0.232547068678223","0.260609188125968","4"
"Rarely","2009","North Rhine-Westphalia","East Germany","","","","","4"
"Rarely","2009","Hesse","West Germany","308","0.276579142915074","0.251479161389126","0.301679124441021","4"
"Rarely","2009","Hesse","East Germany","","","","","4"
"Rarely","2009","Rhineland-Palatinate,Saarland","West Germany","236","0.228593983479403","0.202721879765934","0.254466087192872","4"
"Rarely","2009","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Rarely","2009","Baden-Württemberg","West Germany","648","0.294647797551939","0.275135721109471","0.314159873994407","4"
"Rarely","2009","Baden-Württemberg","East Germany","","","","","4"
"Rarely","2009","Brandenburg","West Germany","","","","","4"
"Rarely","2009","Brandenburg","East Germany","215","0.278071647926052","0.246808335280001","0.309334960572104","4"
"Rarely","2009","Saxony","East Germany","409","0.272765526481167","0.249059966671285","0.296471086291048","4"
"Rarely","2009","Berlin","East Germany","91","0.275910286003651","0.226472000436827","0.325348571570476","4"
"Rarely","2009","Saxony","West Germany","","","","","4"
"Rarely","2009","Saxony-Anhalt","West Germany","","","","","4"
"Rarely","2009","Saxony-Anhalt","East Germany","220","0.235321753268323","0.20526183613482","0.265381670401826","4"
"Rarely","2009","Bavaria","East Germany","","","","","4"
"Rarely","2009","Mecklenburg-Western Pomerania","East Germany","116","0.245257129761101","0.206319276877071","0.28419498264513","4"
"Rarely","2009","Thuringia","East Germany","239","0.278290887666592","0.247579317093586","0.309002458239599","4"
"Rarely","2009","Berlin","West Germany","122","0.302156013133095","0.254853022735411","0.34945900353078","4"
"Rarely","2009","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Rarely","2009","Thuringia","West Germany","","","","","4"
"Daily","2010","North Rhine-Westphalia","West Germany","","","","","1"
"Daily","2010","North Rhine-Westphalia","East Germany","","","","","1"
"Daily","2010","Hesse","West Germany","","","","","1"
"Daily","2010","Hesse","East Germany","","","","","1"
"Daily","2010","Rhineland-Palatinate,Saarland","West Germany","","","","","1"
"Daily","2010","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Daily","2010","Baden-Württemberg","West Germany","","","","","1"
"Daily","2010","Baden-Württemberg","East Germany","","","","","1"
"Daily","2010","Bavaria","West Germany","","","","","1"
"Daily","2010","Bavaria","East Germany","","","","","1"
"Daily","2010","Berlin","West Germany","","","","","1"
"Daily","2010","Berlin","East Germany","","","","","1"
"Daily","2010","Brandenburg","West Germany","","","","","1"
"Daily","2010","Brandenburg","East Germany","","","","","1"
"Daily","2010","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Daily","2010","Mecklenburg-Western Pomerania","East Germany","","","","","1"
"Daily","2010","Saxony","West Germany","","","","","1"
"Daily","2010","Saxony","East Germany","","","","","1"
"Daily","2010","Saxony-Anhalt","West Germany","","","","","1"
"Daily","2010","Saxony-Anhalt","East Germany","","","","","1"
"Daily","2010","Schleswig-Holstein","West Germany","","","","","1"
"Daily","2010","Schleswig-Holstein","East Germany","","","","","1"
"Daily","2010","Hamburg","West Germany","","","","","1"
"Daily","2010","Hamburg","East Germany","","","","","1"
"Daily","2010","Lower Saxony","West Germany","","","","","1"
"Daily","2010","Lower Saxony","East Germany","","","","","1"
"Daily","2010","Bremen","West Germany","","","","","1"
"Daily","2010","Bremen","East Germany","","","","","1"
"Daily","2010","Thuringia","East Germany","","","","","1"
"Daily","2010","Thuringia","West Germany","","","","","1"
"Min 1x per month","2010","Schleswig-Holstein","West Germany","","","","","3"
"Min 1x per month","2010","Schleswig-Holstein","East Germany","","","","","3"
