"pli0093_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2015","indirect migration background","Rural Area","50","0.190926241969093","0.147384801553978","0.234467682384208","2"
"Min 1x per week","2015","indirect migration background","Urban Area","196","0.134594522306738","0.116561754665249","0.152627289948227","2"
"Never","2015","no migration background","Urban Area","6192","0.530595158775039","0.521630395729158","0.53955992182092","5"
"Never","2015","no migration background","Rural Area","4262","0.605905360119144","0.594726366138235","0.617084354100052","5"
"Never","2015","direct migration background","Urban Area","2869","0.660019151093749","0.646061994566034","0.673976307621464","5"
"Never","2015","direct migration background","Rural Area","1040","0.645660593204351","0.621422739403798","0.669898447004904","5"
"Never","2015","indirect migration background","Urban Area","742","0.550932499144445","0.524651378305686","0.577213619983204","5"
"Never","2015","indirect migration background","Rural Area","164","0.523043712833768","0.467710714465142","0.578376711202395","5"
"Rarely","2015","no migration background","Rural Area","1761","0.22844245085497","0.218837998003171","0.238046903706769","4"
"Rarely","2015","no migration background","Urban Area","2959","0.239964603150245","0.232293216140867","0.247635990159623","4"
"Rarely","2015","direct migration background","Urban Area","880","0.199435934664968","0.187662824550495","0.211209044779441","4"
"Rarely","2015","direct migration background","Rural Area","274","0.204557638168988","0.18411699755544","0.224998278782537","4"
"Rarely","2015","indirect migration background","Urban Area","298","0.229721339048284","0.207495228146928","0.251947449949639","4"
"Rarely","2015","indirect migration background","Rural Area","67","0.197690609737922","0.153570165121835","0.24181105435401","4"
"Daily","2016","no migration background","Urban Area","","","","","1"
"Daily","2016","no migration background","Rural Area","","","","","1"
"Daily","2016","direct migration background","Urban Area","","","","","1"
"Daily","2016","direct migration background","Rural Area","","","","","1"
"Daily","2016","indirect migration background","Urban Area","","","","","1"
"Daily","2016","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2016","no migration background","Urban Area","","","","","3"
"Min 1x per month","2016","no migration background","Rural Area","","","","","3"
"Min 1x per month","2016","direct migration background","Urban Area","","","","","3"
"Min 1x per month","2016","direct migration background","Rural Area","","","","","3"
"Min 1x per month","2016","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","2016","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","2016","no migration background","Urban Area","","","","","2"
"Min 1x per week","2016","no migration background","Rural Area","","","","","2"
"Min 1x per week","2016","direct migration background","Urban Area","","","","","2"
"Min 1x per week","2016","direct migration background","Rural Area","","","","","2"
"Min 1x per week","2016","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","2016","indirect migration background","Rural Area","","","","","2"
"Never","2016","no migration background","Urban Area","","","","","5"
"Never","2016","no migration background","Rural Area","","","","","5"
"Never","2016","direct migration background","Urban Area","","","","","5"
"Never","2016","direct migration background","Rural Area","","","","","5"
"Never","2016","indirect migration background","Urban Area","","","","","5"
"Never","2016","indirect migration background","Rural Area","","","","","5"
"Rarely","2016","no migration background","Urban Area","","","","","4"
"Rarely","2016","no migration background","Rural Area","","","","","4"
"Rarely","2016","direct migration background","Urban Area","","","","","4"
"Rarely","2016","direct migration background","Rural Area","","","","","4"
"Rarely","2016","indirect migration background","Urban Area","","","","","4"
"Rarely","2016","indirect migration background","Rural Area","","","","","4"
"Daily","2017","no migration background","Urban Area","","","","","1"
"Daily","2017","no migration background","Rural Area","","","","","1"
"Daily","2017","direct migration background","Urban Area","96","0.00219743457669957","0.00113020147531524","0.00326466767808389","1"
"Daily","2017","direct migration background","Rural Area","41","0.00274117735045137","0.000801102435427174","0.00468125226547556","1"
"Daily","2017","indirect migration background","Urban Area","","","","","1"
"Daily","2017","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2017","no migration background","Urban Area","1093","0.0836879346010097","0.0788083678571463","0.0885675013448732","3"
"Min 1x per month","2017","no migration background","Rural Area","616","0.0798595132090274","0.0738785315751163","0.0858404948429386","3"
"Min 1x per month","2017","direct migration background","Urban Area","430","0.0628854173254062","0.0573525491420113","0.068418285508801","3"
"Min 1x per month","2017","direct migration background","Rural Area","169","0.0829747119217976","0.0727392010944724","0.0932102227491229","3"
"Min 1x per month","2017","indirect migration background","Rural Area","30","0.120411928393355","0.0838884112375141","0.156935445549196","3"
"Min 1x per month","2017","indirect migration background","Urban Area","132","0.101884802112129","0.0860900315955773","0.117679572628682","3"
"Min 1x per week","2017","no migration background","Urban Area","1989","0.152209679706832","0.145879828545608","0.158539530868055","2"
"Min 1x per week","2017","no migration background","Rural Area","987","0.116540420185887","0.109460738992504","0.123620101379271","2"
"Min 1x per week","2017","direct migration background","Urban Area","591","0.100581517980221","0.0937263358376962","0.107436700122747","2"
"Min 1x per week","2017","direct migration background","Rural Area","187","0.103179396772801","0.0918919615714856","0.114466831974115","2"
"Min 1x per week","2017","indirect migration background","Urban Area","216","0.149247261191109","0.130641499352191","0.167853023030027","2"
"Min 1x per week","2017","indirect migration background","Rural Area","46","0.111651844683466","0.0763072728334904","0.146996416533441","2"
"Never","2017","no migration background","Urban Area","6107","0.514085198209105","0.505278243772918","0.522892152645292","5"
"Never","2017","no migration background","Rural Area","4312","0.555879777076716","0.544916944510638","0.566842609642795","5"
"Never","2017","direct migration background","Urban Area","4919","0.614841392537247","0.603750146112411","0.625932638962083","5"
"Never","2017","direct migration background","Rural Area","1911","0.617615193371323","0.599582720438866","0.63564766630378","5"
"Never","2017","indirect migration background","Urban Area","726","0.502350395485476","0.476243345520064","0.528457445450887","5"
"Never","2017","indirect migration background","Rural Area","151","0.438994078183198","0.383299717240158","0.494688439126238","5"
"Rarely","2017","no migration background","Urban Area","3183","0.250017187483054","0.242386938259015","0.257647436707092","4"
"Rarely","2017","direct migration background","Urban Area","1359","0.219494237580426","0.210060612322541","0.228927862838311","4"
"Rarely","2017","no migration background","Rural Area","1976","0.247720289528369","0.238195562605351","0.257245016451386","4"
"Rarely","2017","indirect migration background","Urban Area","335","0.246517541211286","0.224013885164207","0.269021197258364","4"
"Rarely","2017","direct migration background","Rural Area","482","0.193489520583627","0.178831351701641","0.208147689465614","4"
"Rarely","2017","indirect migration background","Rural Area","78","0.328942148739981","0.276214559570823","0.38166973790914","4"
"Daily","2018","no migration background","Urban Area","","","","","1"
"Daily","2018","no migration background","Rural Area","","","","","1"
"Daily","2018","direct migration background","Urban Area","55","0.0334881123865884","0.0268714670667737","0.0401047577064031","1"
"Daily","2018","direct migration background","Rural Area","20","","","","1"
"Daily","2018","indirect migration background","Urban Area","","","","","1"
"Daily","2018","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","2018","no migration background","Urban Area","","","","","3"
"Min 1x per month","2018","no migration background","Rural Area","","","","","3"
"Min 1x per month","2018","direct migration background","Urban Area","203","0.0846874336042314","0.0744478305914774","0.0949270366169853","3"
"Min 1x per month","2018","direct migration background","Rural Area","66","0.0748482818543565","0.0586754894406101","0.0910210742681029","3"
"Min 1x per month","2018","indirect migration background","Rural Area","","","","","3"
"Min 1x per month","2018","indirect migration background","Urban Area","","","","","3"
"Min 1x per week","2018","no migration background","Urban Area","","","","","2"
"Min 1x per week","2018","no migration background","Rural Area","","","","","2"
"Min 1x per week","2018","direct migration background","Urban Area","154","0.0729764790350168","0.0634105809282104","0.0825423771418233","2"
"Min 1x per week","2018","direct migration background","Rural Area","65","0.0685139164943111","0.0529877157507504","0.0840401172378718","2"
"Min 1x per week","2018","indirect migration background","Rural Area","","","","","2"
"Min 1x per week","2018","indirect migration background","Urban Area","","","","","2"
"Never","2018","no migration background","Urban Area","","","","","5"
"Never","2018","no migration background","Rural Area","","","","","5"
"Never","2018","direct migration background","Urban Area","1936","0.645847636883638","0.628258317677425","0.663436956089851","5"
"Never","2018","direct migration background","Rural Area","703","0.667335830169261","0.63837821117122","0.696293449167302","5"
"Never","2018","indirect migration background","Urban Area","","","","","5"
"Never","2018","indirect migration background","Rural Area","","","","","5"
"Rarely","2018","no migration background","Urban Area","","","","","4"
"Rarely","2018","no migration background","Rural Area","","","","","4"
"Rarely","2018","direct migration background","Urban Area","492","0.163000338090525","0.149415770627977","0.176584905553074","4"
"Rarely","2018","direct migration background","Rural Area","163","0.16232065364859","0.139657861804011","0.18498344549317","4"
"Rarely","2018","indirect migration background","Urban Area","","","","","4"
"Rarely","2018","indirect migration background","Rural Area","","","","","4"
"Daily","2019","no migration background","Urban Area","607","0.051525219831336","0.0474809716276541","0.0555694680350179","1"
"Daily","2019","no migration background","Rural Area","313","0.0370660293316997","0.0327997391279709","0.0413323195354284","1"
"Daily","2019","direct migration background","Urban Area","157","0.031945291369267","0.0271526800340058","0.0367379027045282","1"
"Daily","2019","direct migration background","Rural Area","50","0.0310411235128578","0.0233058024751926","0.038776444550523","1"
"Daily","2019","indirect migration background","Urban Area","83","0.0502820985082717","0.0382777692583088","0.0622864277582347","1"
"Daily","2019","indirect migration background","Rural Area","18","","","","1"
"Min 1x per month","2019","no migration background","Urban Area","1183","0.0917420425854412","0.0864611931030379","0.0970228920678445","3"
"Min 1x per month","2019","no migration background","Rural Area","672","0.0803903262995284","0.0742503348183992","0.0865303177806575","3"
"Min 1x per month","2019","direct migration background","Urban Area","390","0.0830318041867802","0.0755117978473157","0.0905518105262447","3"
"Min 1x per month","2019","direct migration background","Rural Area","142","0.0718170452894586","0.0603014202556524","0.0833326703232649","3"
"Min 1x per month","2019","indirect migration background","Rural Area","39","0.0996979779760117","0.0672257937221685","0.132170162229855","3"
"Min 1x per month","2019","indirect migration background","Urban Area","120","0.084952121743627","0.0696362079422311","0.100268035545023","3"
"Min 1x per week","2019","no migration background","Urban Area","1626","0.134937281987569","0.128686925937403","0.141187638037736","2"
"Min 1x per week","2019","direct migration background","Urban Area","374","0.0943472989539338","0.0863808567087443","0.102313741199123","2"
"Min 1x per week","2019","no migration background","Rural Area","923","0.118465303130285","0.111167714174298","0.125762892086271","2"
"Min 1x per week","2019","indirect migration background","Rural Area","43","0.0724739738502294","0.0443725513534024","0.100575396347056","2"
"Min 1x per week","2019","direct migration background","Rural Area","135","0.0986877537935075","0.0853854695934674","0.111990037993548","2"
"Min 1x per week","2019","indirect migration background","Urban Area","198","0.162719003140428","0.142442706143806","0.18299530013705","2"
"Never","2019","no migration background","Urban Area","5242","0.471455712647998","0.462323497729758","0.480587927566237","5"
"Never","2019","no migration background","Rural Area","3754","0.523017577932293","0.511738504161481","0.534296651703105","5"
"Never","2019","direct migration background","Urban Area","3328","0.58101541511998","0.567568839987143","0.594461990252817","5"
"Never","2019","direct migration background","Rural Area","1285","0.619192596810416","0.597534388666692","0.64085080495414","5"
"Never","2019","indirect migration background","Urban Area","569","0.442263095513291","0.414980296049687","0.469545894976894","5"
"Never","2019","indirect migration background","Rural Area","159","0.533188604750217","0.479114994209107","0.587262215291328","5"
"Rarely","2019","no migration background","Urban Area","2820","0.250339742947656","0.242414508372618","0.258264977522693","4"
"Rarely","2019","no migration background","Rural Area","1871","0.241060763306194","0.23140179204069","0.250719734571699","4"
"Rarely","2019","direct migration background","Urban Area","923","0.209660190370039","0.198566303066268","0.220754077673811","4"
"Rarely","2019","direct migration background","Rural Area","319","0.17926148059376","0.162153338372267","0.196369622815253","4"
"Rarely","2019","indirect migration background","Rural Area","68","0.252185738802","0.205117131536974","0.299254346067026","4"
"Rarely","2019","indirect migration background","Urban Area","303","0.259783681094383","0.235694660102729","0.283872702086036","4"
