"pli0093_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","2005","indirect migration background","general elemantary","13","","","","2"
"Min 1x per week","2005","indirect migration background","in school","17","","","","2"
"Min 1x per week","2005","indirect migration background","inadequately","","","","","2"
"Min 1x per week","2005","direct migration background","in school","13","","","","2"
"Min 1x per week","2005","direct migration background","inadequately","","","","","2"
"Min 1x per week","2005","direct migration background","general elemantary","16","","","","2"
"Min 1x per week","2005","direct migration background","middle vocational","34","0.038237485473073","0.0255019385865592","0.0509730323595867","2"
"Min 1x per week","2005","direct migration background","vocational + Abi","8","","","","2"
"Min 1x per week","2005","direct migration background","higher vocational","11","","","","2"
"Min 1x per week","2005","direct migration background","higher education","46","0.142204034802911","0.104859555246441","0.17954851435938","2"
"Min 1x per week","2005","no migration background","in school","179","0.310865034595512","0.27045670444751","0.351273364743513","2"
"Min 1x per week","2005","no migration background","middle vocational","684","0.0708085899210461","0.0655101253820934","0.0761070544599988","2"
"Min 1x per week","2005","no migration background","vocational + Abi","112","0.135910787786974","0.113086596338682","0.158734979235266","2"
"Min 1x per week","2005","no migration background","higher vocational","124","0.0916869555920238","0.0764390418699345","0.106934869314113","2"
"Min 1x per week","2005","no migration background","inadequately","9","","","","2"
"Min 1x per week","2005","no migration background","general elemantary","110","0.0530548273048902","0.0422397161152941","0.0638699384944862","2"
"Min 1x per week","2005","no migration background","higher education","557","0.146039352203492","0.13473352931225","0.157345175094734","2"
"Never","2005","indirect migration background","in school","41","0.480001840548128","0.376207077390421","0.583796603705835","5"
"Never","2005","indirect migration background","inadequately","7","","","","5"
"Never","2005","indirect migration background","general elemantary","111","0.570761859481724","0.49804841559861","0.643475303364838","5"
"Never","2005","indirect migration background","middle vocational","178","0.524303194762582","0.47074434678566","0.577862042739504","5"
"Never","2005","indirect migration background","vocational + Abi","24","","","","5"
"Never","2005","indirect migration background","higher vocational","16","","","","5"
"Never","2005","indirect migration background","higher education","27","","","","5"
"Never","2005","direct migration background","in school","26","","","","5"
"Never","2005","direct migration background","inadequately","137","0.945999000646472","0.909461767120495","0.98253623417245","5"
"Never","2005","direct migration background","general elemantary","444","0.772163724065099","0.737455467873341","0.806871980256858","5"
"Never","2005","direct migration background","middle vocational","641","0.704298177383324","0.673991083349112","0.734605271417536","5"
"Never","2005","direct migration background","vocational + Abi","149","0.66696931064995","0.604117720597019","0.72982090070288","5"
"Never","2005","direct migration background","higher vocational","71","0.436229277742384","0.352263105390913","0.520195450093855","5"
"Never","2005","direct migration background","higher education","160","0.515594610075442","0.462158218938389","0.569031001212496","5"
"Never","2005","no migration background","in school","152","0.307880023407934","0.267579167435618","0.34818087938025","5"
"Never","2005","no migration background","inadequately","63","0.677685766250452","0.578909458133926","0.776462074366978","5"
"Never","2005","no migration background","general elemantary","1142","0.713777702495945","0.691968522382951","0.73558688260894","5"
"Never","2005","no migration background","middle vocational","5232","0.593564182915911","0.583418429666019","0.603709936165803","5"
"Never","2005","no migration background","vocational + Abi","354","0.401755419868988","0.369103448760713","0.434407390977262","5"
"Never","2005","no migration background","higher vocational","702","0.539116831661826","0.512779259199159","0.565454404124494","5"
"Never","2005","no migration background","higher education","1401","0.38166391913105","0.366111385570011","0.39721645269209","5"
"Rarely","2005","indirect migration background","middle vocational","93","0.322986305170249","0.272836917027539","0.373135693312959","4"
"Rarely","2005","indirect migration background","vocational + Abi","13","","","","4"
"Rarely","2005","indirect migration background","higher vocational","19","","","","4"
"Rarely","2005","indirect migration background","in school","26","","","","4"
"Rarely","2005","indirect migration background","inadequately","2","","","","4"
"Rarely","2005","indirect migration background","general elemantary","45","0.234718302037017","0.172456421930627","0.296980182143406","4"
"Rarely","2005","indirect migration background","higher education","26","","","","4"
"Rarely","2005","direct migration background","in school","14","","","","4"
"Rarely","2005","direct migration background","inadequately","9","","","","4"
"Rarely","2005","direct migration background","general elemantary","89","0.150983268872548","0.121356165234255","0.180610372510841","4"
"Rarely","2005","direct migration background","middle vocational","165","0.231512047221312","0.203500032685608","0.259524061757017","4"
"Rarely","2005","direct migration background","vocational + Abi","42","0.168425740942412","0.118517074292692","0.218334407592132","4"
"Rarely","2005","direct migration background","higher vocational","41","0.427782129213862","0.34401228279266","0.511551975635064","4"
"Rarely","2005","direct migration background","higher education","99","0.267649115247815","0.220309909875959","0.314988320619672","4"
"Rarely","2005","no migration background","vocational + Abi","314","0.357886349069725","0.325958646935557","0.389814051203893","4"
"Rarely","2005","no migration background","higher vocational","446","0.2941863294049","0.270109729786118","0.318262929023683","4"
"Rarely","2005","no migration background","higher education","1353","0.353046517314803","0.337746187474961","0.368346847154645","4"
"Rarely","2005","no migration background","general elemantary","320","0.197384981891716","0.178179871278314","0.216590092505119","4"
"Rarely","2005","no migration background","middle vocational","2495","0.275129897937401","0.265905172408309","0.284354623466493","4"
"Rarely","2005","no migration background","inadequately","14","","","","4"
"Rarely","2005","no migration background","in school","111","0.234553025250446","0.197560762454238","0.271545288046653","4"
"Daily","2006","indirect migration background","in school","","","","","1"
"Daily","2006","indirect migration background","inadequately","","","","","1"
"Daily","2006","indirect migration background","general elemantary","","","","","1"
"Daily","2006","indirect migration background","middle vocational","","","","","1"
"Daily","2006","indirect migration background","vocational + Abi","","","","","1"
"Daily","2006","indirect migration background","higher vocational","","","","","1"
"Daily","2006","indirect migration background","higher education","","","","","1"
"Daily","2006","direct migration background","in school","","","","","1"
"Daily","2006","direct migration background","inadequately","","","","","1"
"Daily","2006","direct migration background","vocational + Abi","","","","","1"
"Daily","2006","direct migration background","higher vocational","","","","","1"
"Daily","2006","direct migration background","higher education","","","","","1"
"Daily","2006","no migration background","higher vocational","","","","","1"
"Daily","2006","no migration background","higher education","","","","","1"
"Daily","2006","direct migration background","general elemantary","","","","","1"
"Daily","2006","direct migration background","middle vocational","","","","","1"
"Daily","2006","no migration background","vocational + Abi","","","","","1"
"Daily","2006","no migration background","middle vocational","","","","","1"
"Daily","2006","no migration background","general elemantary","","","","","1"
"Daily","2006","no migration background","inadequately","","","","","1"
"Daily","2006","no migration background","in school","","","","","1"
"Min 1x per month","2006","indirect migration background","higher vocational","","","","","3"
"Min 1x per month","2006","indirect migration background","higher education","","","","","3"
"Min 1x per month","2006","direct migration background","in school","","","","","3"
"Min 1x per month","2006","direct migration background","inadequately","","","","","3"
"Min 1x per month","2006","direct migration background","general elemantary","","","","","3"
"Min 1x per month","2006","direct migration background","middle vocational","","","","","3"
"Min 1x per month","2006","direct migration background","vocational + Abi","","","","","3"
"Min 1x per month","2006","direct migration background","higher vocational","","","","","3"
"Min 1x per month","2006","direct migration background","higher education","","","","","3"
"Min 1x per month","2006","indirect migration background","in school","","","","","3"
"Min 1x per month","2006","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2006","indirect migration background","general elemantary","","","","","3"
"Min 1x per month","2006","indirect migration background","middle vocational","","","","","3"
"Min 1x per month","2006","indirect migration background","vocational + Abi","","","","","3"
"Min 1x per month","2006","no migration background","in school","","","","","3"
"Min 1x per month","2006","no migration background","inadequately","","","","","3"
"Min 1x per month","2006","no migration background","general elemantary","","","","","3"
"Min 1x per month","2006","no migration background","middle vocational","","","","","3"
"Min 1x per month","2006","no migration background","vocational + Abi","","","","","3"
"Min 1x per month","2006","no migration background","higher vocational","","","","","3"
"Min 1x per month","2006","no migration background","higher education","","","","","3"
"Min 1x per week","2006","indirect migration background","higher education","","","","","2"
"Min 1x per week","2006","indirect migration background","vocational + Abi","","","","","2"
"Min 1x per week","2006","indirect migration background","higher vocational","","","","","2"
"Min 1x per week","2006","direct migration background","in school","","","","","2"
"Min 1x per week","2006","direct migration background","inadequately","","","","","2"
"Min 1x per week","2006","direct migration background","general elemantary","","","","","2"
"Min 1x per week","2006","direct migration background","middle vocational","","","","","2"
"Min 1x per week","2006","direct migration background","vocational + Abi","","","","","2"
"Min 1x per week","2006","indirect migration background","in school","","","","","2"
"Min 1x per week","2006","indirect migration background","inadequately","","","","","2"
"Min 1x per week","2006","indirect migration background","general elemantary","","","","","2"
"Min 1x per week","2006","indirect migration background","middle vocational","","","","","2"
"Min 1x per week","2006","direct migration background","higher vocational","","","","","2"
"Min 1x per week","2006","direct migration background","higher education","","","","","2"
"Min 1x per week","2006","no migration background","in school","","","","","2"
"Min 1x per week","2006","no migration background","inadequately","","","","","2"
"Min 1x per week","2006","no migration background","general elemantary","","","","","2"
"Min 1x per week","2006","no migration background","middle vocational","","","","","2"
"Min 1x per week","2006","no migration background","vocational + Abi","","","","","2"
"Min 1x per week","2006","no migration background","higher vocational","","","","","2"
"Min 1x per week","2006","no migration background","higher education","","","","","2"
"Never","2006","direct migration background","middle vocational","","","","","5"
"Never","2006","direct migration background","vocational + Abi","","","","","5"
"Never","2006","direct migration background","higher vocational","","","","","5"
"Never","2006","indirect migration background","higher education","","","","","5"
"Never","2006","direct migration background","in school","","","","","5"
"Never","2006","direct migration background","inadequately","","","","","5"
"Never","2006","direct migration background","general elemantary","","","","","5"
"Never","2006","direct migration background","higher education","","","","","5"
"Never","2006","indirect migration background","in school","","","","","5"
"Never","2006","indirect migration background","inadequately","","","","","5"
"Never","2006","indirect migration background","general elemantary","","","","","5"
"Never","2006","indirect migration background","middle vocational","","","","","5"
"Never","2006","indirect migration background","vocational + Abi","","","","","5"
"Never","2006","indirect migration background","higher vocational","","","","","5"
"Never","2006","no migration background","middle vocational","","","","","5"
"Never","2006","no migration background","vocational + Abi","","","","","5"
"Never","2006","no migration background","higher vocational","","","","","5"
"Never","2006","no migration background","higher education","","","","","5"
"Never","2006","no migration background","in school","","","","","5"
"Never","2006","no migration background","inadequately","","","","","5"
"Never","2006","no migration background","general elemantary","","","","","5"
"Rarely","2006","indirect migration background","in school","","","","","4"
"Rarely","2006","indirect migration background","inadequately","","","","","4"
"Rarely","2006","indirect migration background","general elemantary","","","","","4"
"Rarely","2006","indirect migration background","middle vocational","","","","","4"
"Rarely","2006","indirect migration background","vocational + Abi","","","","","4"
"Rarely","2006","indirect migration background","higher vocational","","","","","4"
"Rarely","2006","indirect migration background","higher education","","","","","4"
"Rarely","2006","direct migration background","in school","","","","","4"
"Rarely","2006","direct migration background","inadequately","","","","","4"
"Rarely","2006","direct migration background","general elemantary","","","","","4"
"Rarely","2006","direct migration background","middle vocational","","","","","4"
"Rarely","2006","direct migration background","vocational + Abi","","","","","4"
"Rarely","2006","direct migration background","higher vocational","","","","","4"
"Rarely","2006","direct migration background","higher education","","","","","4"
"Rarely","2006","no migration background","vocational + Abi","","","","","4"
"Rarely","2006","no migration background","higher vocational","","","","","4"
"Rarely","2006","no migration background","higher education","","","","","4"
"Rarely","2006","no migration background","in school","","","","","4"
"Rarely","2006","no migration background","middle vocational","","","","","4"
"Rarely","2006","no migration background","inadequately","","","","","4"
"Rarely","2006","no migration background","general elemantary","","","","","4"
"Daily","2007","indirect migration background","in school","","","","","1"
"Daily","2007","indirect migration background","inadequately","","","","","1"
"Daily","2007","indirect migration background","general elemantary","","","","","1"
"Daily","2007","indirect migration background","middle vocational","","","","","1"
"Daily","2007","indirect migration background","vocational + Abi","","","","","1"
"Daily","2007","indirect migration background","higher vocational","","","","","1"
"Daily","2007","indirect migration background","higher education","","","","","1"
"Daily","2007","direct migration background","in school","","","","","1"
"Daily","2007","direct migration background","inadequately","","","","","1"
"Daily","2007","direct migration background","middle vocational","","","","","1"
"Daily","2007","direct migration background","vocational + Abi","","","","","1"
"Daily","2007","direct migration background","higher vocational","","","","","1"
"Daily","2007","direct migration background","higher education","","","","","1"
"Daily","2007","no migration background","higher vocational","","","","","1"
"Daily","2007","no migration background","higher education","","","","","1"
"Daily","2007","no migration background","middle vocational","","","","","1"
"Daily","2007","no migration background","vocational + Abi","","","","","1"
"Daily","2007","direct migration background","general elemantary","","","","","1"
"Daily","2007","no migration background","inadequately","","","","","1"
"Daily","2007","no migration background","in school","","","","","1"
"Daily","2007","no migration background","general elemantary","","","","","1"
"Min 1x per month","2007","indirect migration background","higher vocational","2","","","","3"
"Min 1x per month","2007","indirect migration background","higher education","8","","","","3"
"Min 1x per month","2007","direct migration background","in school","3","","","","3"
"Min 1x per month","2007","direct migration background","inadequately","","","","","3"
"Min 1x per month","2007","direct migration background","general elemantary","8","","","","3"
"Min 1x per month","2007","direct migration background","middle vocational","32","0.0318064148354627","0.0195926386535838","0.0440201910173416","3"
"Min 1x per month","2007","direct migration background","vocational + Abi","11","","","","3"
"Min 1x per month","2007","direct migration background","higher vocational","16","","","","3"
"Min 1x per month","2007","direct migration background","higher education","30","0.105754074906175","0.0731142408781839","0.138393908934167","3"
"Min 1x per month","2007","indirect migration background","in school","6","","","","3"
"Min 1x per month","2007","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2007","indirect migration background","general elemantary","13","","","","3"
"Min 1x per month","2007","indirect migration background","middle vocational","28","","","","3"
"Min 1x per month","2007","indirect migration background","vocational + Abi","3","","","","3"
"Min 1x per month","2007","no migration background","in school","37","0.133508157913839","0.0933089139676916","0.173707401859987","3"
"Min 1x per month","2007","no migration background","inadequately","5","","","","3"
"Min 1x per month","2007","no migration background","general elemantary","71","0.0352494240288375","0.0261305013281297","0.0443683467295453","3"
"Min 1x per month","2007","no migration background","middle vocational","593","0.0570766478636119","0.0523235009440841","0.0618297947831397","3"
"Min 1x per month","2007","no migration background","vocational + Abi","98","0.0998680320808365","0.0803878176186134","0.11934824654306","3"
"Min 1x per month","2007","no migration background","higher vocational","110","0.0860845026120501","0.0712046964588945","0.100964308765206","3"
"Min 1x per month","2007","no migration background","higher education","514","0.12751034166125","0.117103417271675","0.137917266050825","3"
"Min 1x per week","2007","indirect migration background","middle vocational","23","","","","2"
"Min 1x per week","2007","indirect migration background","vocational + Abi","8","","","","2"
"Min 1x per week","2007","indirect migration background","higher education","11","","","","2"
"Min 1x per week","2007","indirect migration background","higher vocational","3","","","","2"
"Min 1x per week","2007","direct migration background","middle vocational","46","0.0498982928503941","0.0347438703752051","0.0650527153255831","2"
"Min 1x per week","2007","direct migration background","vocational + Abi","12","","","","2"
"Min 1x per week","2007","indirect migration background","in school","9","","","","2"
"Min 1x per week","2007","indirect migration background","inadequately","","","","","2"
"Min 1x per week","2007","indirect migration background","general elemantary","9","","","","2"
"Min 1x per week","2007","direct migration background","in school","3","","","","2"
"Min 1x per week","2007","direct migration background","inadequately","","","","","2"
"Min 1x per week","2007","direct migration background","general elemantary","12","","","","2"
"Min 1x per week","2007","direct migration background","higher vocational","10","","","","2"
"Min 1x per week","2007","direct migration background","higher education","59","0.167217852512469","0.127610307388661","0.206825397636278","2"
"Min 1x per week","2007","no migration background","in school","103","0.321599424443686","0.266393907701847","0.376804941185525","2"
"Min 1x per week","2007","no migration background","inadequately","7","","","","2"
"Min 1x per week","2007","no migration background","higher vocational","156","0.114150819816384","0.0972813599817314","0.131020279651037","2"
"Min 1x per week","2007","no migration background","higher education","632","0.159601703833116","0.148174738920052","0.171028668746181","2"
"Min 1x per week","2007","no migration background","general elemantary","114","0.0599957474397897","0.0482525830154004","0.0717389118641791","2"
"Min 1x per week","2007","no migration background","vocational + Abi","116","0.134473452945354","0.112307527425178","0.156639378465529","2"
"Min 1x per week","2007","no migration background","middle vocational","789","0.0831579221122219","0.0775005740871924","0.0888152701372514","2"
"Never","2007","direct migration background","in school","5","","","","5"
"Never","2007","direct migration background","inadequately","108","0.92750499550742","0.880519119379235","0.974490871635604","5"
"Never","2007","direct migration background","general elemantary","396","0.840227121259793","0.807031940146299","0.873422302373288","5"
"Never","2007","direct migration background","middle vocational","566","0.736608083486832","0.705950991373571","0.767265175600093","5"
"Never","2007","direct migration background","vocational + Abi","144","0.68919309783279","0.626295767742514","0.752090427923066","5"
"Never","2007","direct migration background","higher vocational","69","0.561880614017804","0.475248068026591","0.648513160009017","5"
"Never","2007","indirect migration background","higher education","34","0.379664529462873","0.277096459114164","0.482232599811583","5"
"Never","2007","direct migration background","higher education","161","0.460807306301768","0.407901592400293","0.513713020203244","5"
"Never","2007","indirect migration background","in school","18","","","","5"
"Never","2007","indirect migration background","inadequately","8","","","","5"
"Never","2007","indirect migration background","general elemantary","101","0.614985622779399","0.53887080361828","0.691100441940519","5"
"Never","2007","indirect migration background","middle vocational","196","0.601025106423727","0.548030672196496","0.654019540650957","5"
"Never","2007","indirect migration background","vocational + Abi","25","","","","5"
"Never","2007","indirect migration background","higher vocational","19","","","","5"
"Never","2007","no migration background","in school","77","0.325867638845312","0.270472079897492","0.381263197793132","5"
"Never","2007","no migration background","inadequately","71","0.754507770704111","0.666082147727994","0.842933393680229","5"
"Never","2007","no migration background","general elemantary","1119","0.746057270444616","0.724533716967611","0.76758082392162","5"
"Never","2007","no migration background","middle vocational","5447","0.612278944824689","0.602296241400088","0.622261648249291","5"
"Never","2007","no migration background","vocational + Abi","399","0.444530166722826","0.41224461197495","0.476815721470701","5"
"Never","2007","no migration background","higher vocational","682","0.498855014773758","0.472330305593263","0.525379723954253","5"
"Never","2007","no migration background","higher education","1483","0.37761133228169","0.362485373993901","0.39273729056948","5"
"Rarely","2007","indirect migration background","in school","14","","","","4"
"Rarely","2007","indirect migration background","inadequately","1","","","","4"
"Rarely","2007","indirect migration background","general elemantary","34","0.239036532904023","0.172323250533141","0.305749815274905","4"
"Rarely","2007","indirect migration background","middle vocational","81","0.26533848063336","0.217557513672676","0.313119447594045","4"
"Rarely","2007","indirect migration background","vocational + Abi","15","","","","4"
"Rarely","2007","indirect migration background","higher vocational","14","","","","4"
"Rarely","2007","indirect migration background","higher education","33","0.446970607717469","0.341892448786716","0.552048766648222","4"
"Rarely","2007","direct migration background","in school","8","","","","4"
"Rarely","2007","direct migration background","inadequately","9","","","","4"
"Rarely","2007","direct migration background","general elemantary","52","0.115231649526167","0.0863031543149521","0.144160144737381","4"
"Rarely","2007","direct migration background","middle vocational","149","0.181687208827311","0.154850247287387","0.208524170367236","4"
"Rarely","2007","direct migration background","vocational + Abi","41","0.168058972934241","0.11724378371527","0.218874162153212","4"
"Rarely","2007","direct migration background","higher vocational","31","0.275008508174889","0.197043031494228","0.352973984855549","4"
"Rarely","2007","direct migration background","higher education","91","0.266220766279587","0.219309778847149","0.313131753712025","4"
"Rarely","2007","no migration background","vocational + Abi","297","0.321128348250984","0.290792191863794","0.351464504638175","4"
"Rarely","2007","no migration background","middle vocational","2322","0.247486485199477","0.238644562590745","0.256328407808208","4"
"Rarely","2007","no migration background","higher vocational","417","0.300909662797808","0.276578297332763","0.325241028262852","4"
"Rarely","2007","no migration background","higher education","1317","0.335276622223944","0.320546998142998","0.35000624630489","4"
"Rarely","2007","no migration background","in school","58","0.219024778797163","0.170143000529564","0.267906557064762","4"
"Rarely","2007","no migration background","general elemantary","267","0.158697558086757","0.140629095726371","0.176766020447143","4"
"Rarely","2007","no migration background","inadequately","8","","","","4"
"Daily","2008","indirect migration background","in school","9","","","","1"
"Daily","2008","indirect migration background","inadequately","","","","","1"
"Daily","2008","indirect migration background","general elemantary","5","","","","1"
"Daily","2008","indirect migration background","middle vocational","5","","","","1"
"Daily","2008","indirect migration background","vocational + Abi","","","","","1"
"Daily","2008","indirect migration background","higher vocational","","","","","1"
"Daily","2008","indirect migration background","higher education","3","","","","1"
"Daily","2008","direct migration background","vocational + Abi","3","","","","1"
"Daily","2008","direct migration background","higher vocational","2","","","","1"
"Daily","2008","direct migration background","higher education","20","","","","1"
"Daily","2008","direct migration background","in school","2","","","","1"
"Daily","2008","direct migration background","inadequately","","","","","1"
"Daily","2008","direct migration background","general elemantary","2","","","","1"
"Daily","2008","direct migration background","middle vocational","13","","","","1"
"Daily","2008","no migration background","higher vocational","27","","","","1"
"Daily","2008","no migration background","higher education","168","0.0453976980556669","0.0387770764728938","0.05201831963844","1"
"Daily","2008","no migration background","in school","42","0.150882800501541","0.109757859904124","0.192007741098958","1"
"Daily","2008","no migration background","vocational + Abi","29","","","","1"
"Daily","2008","no migration background","middle vocational","159","0.0201829597676448","0.0172290060882472","0.0231369134470423","1"
"Daily","2008","no migration background","general elemantary","27","","","","1"
"Daily","2008","no migration background","inadequately","1","","","","1"
"Min 1x per month","2008","direct migration background","in school","2","","","","3"
"Min 1x per month","2008","direct migration background","inadequately","3","","","","3"
"Min 1x per month","2008","direct migration background","general elemantary","10","","","","3"
"Min 1x per month","2008","direct migration background","middle vocational","38","0.0556305480608877","0.0387471796775115","0.0725139164442638","3"
"Min 1x per month","2008","direct migration background","vocational + Abi","14","","","","3"
"Min 1x per month","2008","direct migration background","higher vocational","12","","","","3"
"Min 1x per month","2008","direct migration background","higher education","31","0.075004886331819","0.0458710440454069","0.104138728618231","3"
"Min 1x per month","2008","indirect migration background","in school","11","","","","3"
"Min 1x per month","2008","indirect migration background","inadequately","","","","","3"
"Min 1x per month","2008","indirect migration background","general elemantary","15","","","","3"
"Min 1x per month","2008","indirect migration background","middle vocational","34","0.0962175664152224","0.063857315410737","0.128577817419708","3"
"Min 1x per month","2008","indirect migration background","vocational + Abi","1","","","","3"
"Min 1x per month","2008","indirect migration background","higher vocational","4","","","","3"
"Min 1x per month","2008","indirect migration background","higher education","11","","","","3"
"Min 1x per month","2008","no migration background","in school","40","0.128220310790062","0.0898068547288825","0.166633766851242","3"
"Min 1x per month","2008","no migration background","inadequately","2","","","","3"
"Min 1x per month","2008","no migration background","general elemantary","82","0.0524263909765437","0.0409104573431495","0.063942324609938","3"
"Min 1x per month","2008","no migration background","middle vocational","675","0.0753133776978384","0.0697700301303174","0.0808567252653594","3"
"Min 1x per month","2008","no migration background","vocational + Abi","107","0.131133230558731","0.10859979392659","0.153666667190871","3"
"Min 1x per month","2008","no migration background","higher vocational","110","0.100530375225448","0.0839791416771411","0.117081608773754","3"
"Min 1x per month","2008","no migration background","higher education","524","0.143770597276624","0.132612228306995","0.154928966246253","3"
"Min 1x per week","2008","direct migration background","vocational + Abi","15","","","","2"
"Min 1x per week","2008","direct migration background","higher vocational","10","","","","2"
"Min 1x per week","2008","indirect migration background","middle vocational","25","","","","2"
"Min 1x per week","2008","indirect migration background","vocational + Abi","9","","","","2"
"Min 1x per week","2008","indirect migration background","higher vocational","4","","","","2"
"Min 1x per week","2008","indirect migration background","higher education","13","","","","2"
"Min 1x per week","2008","direct migration background","in school","1","","","","2"
"Min 1x per week","2008","direct migration background","inadequately","","","","","2"
"Min 1x per week","2008","direct migration background","general elemantary","19","","","","2"
"Min 1x per week","2008","direct migration background","middle vocational","41","0.0477291077893944","0.0320253577089769","0.0634328578698119","2"
"Min 1x per week","2008","direct migration background","higher education","46","0.144582270112088","0.105684033798352","0.183480506425823","2"
"Min 1x per week","2008","indirect migration background","in school","6","","","","2"
"Min 1x per week","2008","indirect migration background","inadequately","","","","","2"
"Min 1x per week","2008","indirect migration background","general elemantary","19","","","","2"
"Min 1x per week","2008","no migration background","in school","90","0.318404603848513","0.2648798609348","0.371929346762226","2"
"Min 1x per week","2008","no migration background","inadequately","3","","","","2"
"Min 1x per week","2008","no migration background","general elemantary","91","0.0534067160586515","0.0417896264146011","0.0650238057027019","2"
"Min 1x per week","2008","no migration background","middle vocational","761","0.0846448280592707","0.0787978186456988","0.0904918374728427","2"
"Min 1x per week","2008","no migration background","vocational + Abi","118","0.137302482443404","0.114327090600011","0.160277874286798","2"
"Min 1x per week","2008","no migration background","higher vocational","172","0.142545470077549","0.123302561168087","0.161788378987011","2"
"Min 1x per week","2008","no migration background","higher education","610","0.162360631026627","0.150632210845097","0.174089051208157","2"
"Never","2008","direct migration background","in school","2","","","","5"
"Never","2008","direct migration background","inadequately","89","0.901913749330408","0.843618298961896","0.96020919969892","5"
"Never","2008","direct migration background","general elemantary","349","0.778910250912649","0.739641466463064","0.818179035362235","5"
"Never","2008","direct migration background","middle vocational","483","0.692642426970046","0.658655807702135","0.726629046237957","5"
"Never","2008","direct migration background","vocational + Abi","116","0.528645510041986","0.458220724250717","0.599070295833255","5"
"Never","2008","indirect migration background","higher vocational","14","","","","5"
"Never","2008","indirect migration background","higher education","28","","","","5"
"Never","2008","direct migration background","higher vocational","60","0.479205632700592","0.387501319708244","0.570909945692939","5"
"Never","2008","direct migration background","higher education","134","0.44842601587832","0.393417420670578","0.503434611086063","5"
"Never","2008","indirect migration background","in school","18","","","","5"
"Never","2008","indirect migration background","inadequately","8","","","","5"
"Never","2008","indirect migration background","general elemantary","86","0.492758976503984","0.415292722230496","0.570225230777472","5"
"Never","2008","indirect migration background","middle vocational","166","0.504462422868159","0.449596150292425","0.559328695443893","5"
"Never","2008","indirect migration background","vocational + Abi","19","","","","5"
"Never","2008","no migration background","in school","65","0.205007674959649","0.15862368279893","0.251391667120368","5"
"Never","2008","no migration background","inadequately","64","0.809946555580032","0.722313333039666","0.897579778120398","5"
"Never","2008","no migration background","general elemantary","978","0.704106437827295","0.680523135974056","0.727689739680535","5"
"Never","2008","no migration background","middle vocational","4924","0.568634500975727","0.558231034639696","0.579037967311758","5"
"Never","2008","no migration background","vocational + Abi","343","0.379930559349683","0.347528938503966","0.412332180195401","5"
"Never","2008","no migration background","higher vocational","582","0.442042385938137","0.414707263363787","0.469377508512488","5"
"Never","2008","no migration background","higher education","1310","0.347934225705856","0.332785891104029","0.363082560307682","5"
"Rarely","2008","indirect migration background","in school","9","","","","4"
"Rarely","2008","indirect migration background","inadequately","1","","","","4"
"Rarely","2008","indirect migration background","general elemantary","35","0.194908070386611","0.133528231056966","0.256287909716257","4"
"Rarely","2008","indirect migration background","middle vocational","89","0.312170460430322","0.261320682160378","0.363020238700265","4"
"Rarely","2008","indirect migration background","vocational + Abi","12","","","","4"
"Rarely","2008","indirect migration background","higher vocational","14","","","","4"
"Rarely","2008","indirect migration background","higher education","31","0.420286608769827","0.315964031418349","0.524609186121306","4"
"Rarely","2008","direct migration background","in school","2","","","","4"
"Rarely","2008","direct migration background","inadequately","8","","","","4"
"Rarely","2008","direct migration background","general elemantary","49","0.134120408507162","0.101872939762857","0.166367877251467","4"
"Rarely","2008","direct migration background","middle vocational","133","0.191318220107326","0.162344887153278","0.220291553061375","4"
"Rarely","2008","direct migration background","vocational + Abi","45","0.278484710091215","0.215244561197341","0.341724858985088","4"
"Rarely","2008","direct migration background","higher vocational","30","0.321684649698873","0.235936125000197","0.407433174397549","4"
"Rarely","2008","direct migration background","higher education","83","0.281024558107608","0.231306697547571","0.330742418667644","4"
"Rarely","2008","no migration background","general elemantary","261","0.175708368106747","0.156045160609556","0.195371575603937","4"
"Rarely","2008","no migration background","middle vocational","2187","0.251224333499519","0.242113765118337","0.260334901880701","4"
"Rarely","2008","no migration background","vocational + Abi","265","0.318030992603431","0.286941652807621","0.349120332399242","4"
"Rarely","2008","no migration background","higher vocational","377","0.291985300384532","0.26695937787374","0.317011222895323","4"
"Rarely","2008","no migration background","higher education","1186","0.300536847935226","0.28595535825795","0.315118337612502","4"
"Rarely","2008","no migration background","in school","54","0.197484609900234","0.151744741617959","0.24322447818251","4"
"Rarely","2008","no migration background","inadequately","7","","","","4"
"Daily","2009","indirect migration background","in school","","","","","1"
"Daily","2009","indirect migration background","inadequately","","","","","1"
"Daily","2009","indirect migration background","general elemantary","","","","","1"
"Daily","2009","indirect migration background","middle vocational","","","","","1"
"Daily","2009","indirect migration background","vocational + Abi","","","","","1"
"Daily","2009","indirect migration background","higher vocational","","","","","1"
"Daily","2009","indirect migration background","higher education","","","","","1"
"Daily","2009","direct migration background","in school","","","","","1"
"Daily","2009","direct migration background","inadequately","","","","","1"
"Daily","2009","direct migration background","vocational + Abi","","","","","1"
"Daily","2009","direct migration background","higher vocational","","","","","1"
"Daily","2009","direct migration background","higher education","","","","","1"
"Daily","2009","no migration background","vocational + Abi","","","","","1"
"Daily","2009","no migration background","higher vocational","","","","","1"
"Daily","2009","no migration background","higher education","","","","","1"
