"party","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"AfD","2001","indirect migration background","Urban Area","","","","","7"
"AfD","2001","indirect migration background","Rural Area","","","","","7"
"CDU/CSU","2001","no migration background","Urban Area","2009","0.371688178508349","0.358959368065301","0.384416988951397","2"
"CDU/CSU","2001","no migration background","Rural Area","1121","0.443450741495412","0.424507417758084","0.462394065232739","2"
"CDU/CSU","2001","direct migration background","Urban Area","276","0.396681554362367","0.360258548929588","0.433104559795145","2"
"CDU/CSU","2001","direct migration background","Rural Area","78","0.445154099311945","0.366661427915387","0.523646770708503","2"
"CDU/CSU","2001","indirect migration background","Urban Area","43","0.320904154900664","0.253816157898006","0.387992151903322","2"
"CDU/CSU","2001","indirect migration background","Rural Area","6","","","","2"
"FDP","2001","no migration background","Rural Area","80","0.0326919167100968","0.025911064409415","0.0394727690107787","3"
"FDP","2001","direct migration background","Urban Area","17","","","","3"
"FDP","2001","indirect migration background","Urban Area","5","","","","3"
"FDP","2001","no migration background","Urban Area","199","0.0394210496804728","0.0342954881182411","0.0445466112427045","3"
"FDP","2001","direct migration background","Rural Area","3","","","","3"
"FDP","2001","indirect migration background","Rural Area","1","","","","3"
"Grüne","2001","no migration background","Urban Area","497","0.083107198185145","0.0758362770938016","0.0903781192764884","4"
"Grüne","2001","no migration background","Rural Area","131","0.0488032130538755","0.0405875791310501","0.057018846976701","4"
"Grüne","2001","direct migration background","Urban Area","35","0.0542894274352236","0.037419305309497","0.0711595495609502","4"
"Grüne","2001","direct migration background","Rural Area","10","","","","4"
"Grüne","2001","indirect migration background","Urban Area","25","","","","4"
"Grüne","2001","indirect migration background","Rural Area","1","","","","4"
"NPD","2001","direct migration background","Rural Area","","","","","6"
"NPD","2001","indirect migration background","Urban Area","","","","","6"
"NPD","2001","no migration background","Urban Area","55","0.00855955637669055","0.00613311516765123","0.0109859975857299","6"
"NPD","2001","indirect migration background","Rural Area","","","","","6"
"NPD","2001","direct migration background","Urban Area","2","","","","6"
"NPD","2001","no migration background","Rural Area","41","0.010707812481538","0.00678322194178243","0.0146324030212935","6"
"Other","2001","no migration background","Urban Area","49","0.0105035599507613","0.00781830079162223","0.0131888191099005","8"
"Other","2001","direct migration background","Rural Area","2","","","","8"
"Other","2001","indirect migration background","Urban Area","1","","","","8"
"Other","2001","indirect migration background","Rural Area","","","","","8"
"Other","2001","no migration background","Rural Area","31","0.00990230199304328","0.00612667751304176","0.0136779264730448","8"
"Other","2001","direct migration background","Urban Area","7","","","","8"
"PDS/Linke","2001","no migration background","Urban Area","167","0.0246184850694843","0.0205369009464326","0.028700069192536","5"
"PDS/Linke","2001","no migration background","Rural Area","240","0.0738389707900314","0.0638673041077685","0.0838106374722944","5"
"PDS/Linke","2001","direct migration background","Rural Area","9","","","","5"
"PDS/Linke","2001","direct migration background","Urban Area","12","","","","5"
"PDS/Linke","2001","indirect migration background","Urban Area","4","","","","5"
"PDS/Linke","2001","indirect migration background","Rural Area","1","","","","5"
"SPD","2001","no migration background","Urban Area","2561","0.462101972229097","0.448970007237969","0.475233937220225","1"
"SPD","2001","no migration background","Rural Area","998","0.380605043476003","0.362090935757079","0.399119151194927","1"
"SPD","2001","direct migration background","Urban Area","344","0.484102004660656","0.44689438951821","0.521309619803102","1"
"SPD","2001","direct migration background","Rural Area","52","0.376232456556422","0.299720863177321","0.452744049935523","1"
"SPD","2001","indirect migration background","Urban Area","108","0.47014957798524","0.398421980150667","0.541877175819813","1"
"SPD","2001","indirect migration background","Rural Area","11","","","","1"
"AfD","2002","no migration background","Rural Area","","","","","7"
"AfD","2002","direct migration background","Rural Area","","","","","7"
"AfD","2002","direct migration background","Urban Area","","","","","7"
"AfD","2002","no migration background","Urban Area","","","","","7"
"AfD","2002","indirect migration background","Urban Area","","","","","7"
"AfD","2002","indirect migration background","Rural Area","","","","","7"
"CDU/CSU","2002","no migration background","Urban Area","2452","0.381585034182664","0.369723532152247","0.393446536213081","2"
"CDU/CSU","2002","no migration background","Rural Area","1234","0.43996995448747","0.421633048223353","0.458306860751587","2"
"CDU/CSU","2002","indirect migration background","Rural Area","9","","","","2"
"CDU/CSU","2002","direct migration background","Rural Area","79","0.495010255661174","0.414999045518846","0.575021465803503","2"
"CDU/CSU","2002","direct migration background","Urban Area","315","0.444092962010856","0.408147994738462","0.48003792928325","2"
"CDU/CSU","2002","indirect migration background","Urban Area","66","0.300736443508397","0.241212164373127","0.360260722643667","2"
"FDP","2002","no migration background","Urban Area","348","0.0485193009873014","0.0432729023741002","0.0537656996005025","3"
"FDP","2002","direct migration background","Rural Area","3","","","","3"
"FDP","2002","indirect migration background","Rural Area","2","","","","3"
"FDP","2002","no migration background","Rural Area","109","0.030487313083652","0.0241362677160558","0.0368383584512483","3"
"FDP","2002","direct migration background","Urban Area","17","","","","3"
"FDP","2002","indirect migration background","Urban Area","5","","","","3"
"Grüne","2002","no migration background","Urban Area","554","0.0737727629719456","0.0673899690343415","0.0801555569095497","4"
"Grüne","2002","no migration background","Rural Area","138","0.0425053697678399","0.0350529215986117","0.049957817937068","4"
"Grüne","2002","direct migration background","Urban Area","33","0.0524260834824557","0.036301803998846","0.0685503629660654","4"
"Grüne","2002","direct migration background","Rural Area","8","","","","4"
"Grüne","2002","indirect migration background","Rural Area","","","","","4"
"Grüne","2002","indirect migration background","Urban Area","23","","","","4"
"NPD","2002","no migration background","Rural Area","28","","","","6"
"NPD","2002","direct migration background","Rural Area","","","","","6"
"NPD","2002","indirect migration background","Urban Area","1","","","","6"
"NPD","2002","no migration background","Urban Area","44","0.0077116060767656","0.00557563484229304","0.00984757731123816","6"
"NPD","2002","direct migration background","Urban Area","2","","","","6"
"NPD","2002","indirect migration background","Rural Area","","","","","6"
"Other","2002","no migration background","Urban Area","58","0.0112072997343919","0.00863686166500203","0.0137777378037817","8"
"Other","2002","no migration background","Rural Area","33","0.0115658460895399","0.00761607917603025","0.0155156130030495","8"
"Other","2002","direct migration background","Urban Area","6","","","","8"
"Other","2002","direct migration background","Rural Area","3","","","","8"
"Other","2002","indirect migration background","Urban Area","3","","","","8"
"Other","2002","indirect migration background","Rural Area","","","","","8"
"PDS/Linke","2002","no migration background","Rural Area","299","0.0942342605528269","0.0834417806231769","0.105026740482477","5"
"PDS/Linke","2002","no migration background","Urban Area","226","0.0327200792240585","0.0283761045468054","0.0370640539013117","5"
"PDS/Linke","2002","direct migration background","Urban Area","14","","","","5"
"PDS/Linke","2002","direct migration background","Rural Area","8","","","","5"
"PDS/Linke","2002","indirect migration background","Urban Area","5","","","","5"
"PDS/Linke","2002","indirect migration background","Rural Area","1","","","","5"
"SPD","2002","no migration background","Urban Area","2761","0.444483916822873","0.432350576770472","0.456617256875274","1"
"SPD","2002","no migration background","Rural Area","974","0.369523766883982","0.351693229204957","0.387354304563006","1"
"SPD","2002","direct migration background","Urban Area","347","0.446824215729897","0.410857565452208","0.482790866007585","1"
"SPD","2002","direct migration background","Rural Area","49","0.363491912272963","0.286516539498576","0.44046728504735","1"
"SPD","2002","indirect migration background","Urban Area","125","0.45266168122791","0.388052318040791","0.517271044415029","1"
"SPD","2002","indirect migration background","Rural Area","9","","","","1"
"AfD","2003","no migration background","Urban Area","","","","","7"
"AfD","2003","no migration background","Rural Area","","","","","7"
"AfD","2003","direct migration background","Urban Area","","","","","7"
"AfD","2003","direct migration background","Rural Area","","","","","7"
"AfD","2003","indirect migration background","Urban Area","","","","","7"
"AfD","2003","indirect migration background","Rural Area","","","","","7"
"CDU/CSU","2003","no migration background","Urban Area","2730","0.414656921118616","0.402683795807537","0.426630046429696","2"
"CDU/CSU","2003","no migration background","Rural Area","1421","0.484106539343128","0.466035934824595","0.502177143861661","2"
"CDU/CSU","2003","direct migration background","Rural Area","91","0.54800381512643","0.469653379137268","0.626354251115593","2"
"CDU/CSU","2003","indirect migration background","Urban Area","69","0.301008332909913","0.242855028289791","0.359161637530035","2"
"CDU/CSU","2003","indirect migration background","Rural Area","12","","","","2"
"CDU/CSU","2003","direct migration background","Urban Area","333","0.472125961573999","0.434576190232499","0.509675732915499","2"
"FDP","2003","indirect migration background","Urban Area","4","","","","3"
"FDP","2003","direct migration background","Rural Area","3","","","","3"
"FDP","2003","no migration background","Urban Area","308","0.0438099279590307","0.0388358085205843","0.0487840473974771","3"
"FDP","2003","indirect migration background","Rural Area","1","","","","3"
"FDP","2003","no migration background","Rural Area","98","0.0298836287123611","0.0237268892171293","0.0360403682075929","3"
"FDP","2003","direct migration background","Urban Area","10","","","","3"
"Grüne","2003","no migration background","Urban Area","734","0.102990785764719","0.0956040006964179","0.110377570833021","4"
"Grüne","2003","no migration background","Rural Area","170","0.0542783778827666","0.0460858621392189","0.0624708936263142","4"
"Grüne","2003","direct migration background","Rural Area","7","","","","4"
"Grüne","2003","direct migration background","Urban Area","46","0.0961799007295906","0.0740032292170842","0.118356572242097","4"
"Grüne","2003","indirect migration background","Urban Area","42","0.225214390110498","0.172255608900883","0.278173171320113","4"
"Grüne","2003","indirect migration background","Rural Area","2","","","","4"
"NPD","2003","no migration background","Urban Area","37","0.00584143160415449","0.00398941318038389","0.00769345002792509","6"
"NPD","2003","direct migration background","Urban Area","3","","","","6"
"NPD","2003","indirect migration background","Rural Area","","","","","6"
"NPD","2003","no migration background","Rural Area","24","","","","6"
"NPD","2003","direct migration background","Rural Area","","","","","6"
"NPD","2003","indirect migration background","Urban Area","1","","","","6"
"Other","2003","no migration background","Urban Area","46","0.00776082095467284","0.00562816970010251","0.00989347220924317","8"
"Other","2003","no migration background","Rural Area","34","0.0115731456323235","0.00770573601884026","0.0154405552458067","8"
"Other","2003","direct migration background","Urban Area","4","","","","8"
"Other","2003","direct migration background","Rural Area","1","","","","8"
"Other","2003","indirect migration background","Urban Area","6","","","","8"
"Other","2003","indirect migration background","Rural Area","","","","","8"
"PDS/Linke","2003","no migration background","Urban Area","144","0.0189325796394417","0.0156204132349891","0.0222447460438942","5"
"PDS/Linke","2003","no migration background","Rural Area","223","0.0652393678477164","0.0563098651216819","0.0741688705737509","5"
"PDS/Linke","2003","direct migration background","Urban Area","7","","","","5"
"PDS/Linke","2003","direct migration background","Rural Area","8","","","","5"
"PDS/Linke","2003","indirect migration background","Urban Area","4","","","","5"
"PDS/Linke","2003","indirect migration background","Rural Area","","","","","5"
"SPD","2003","direct migration background","Rural Area","45","0.283359236813411","0.21241752188338","0.354300951743442","1"
"SPD","2003","indirect migration background","Urban Area","113","0.427419502834923","0.364701158721647","0.490137846948199","1"
"SPD","2003","no migration background","Urban Area","2505","0.406007532959364","0.394072727641987","0.417942338276742","1"
"SPD","2003","no migration background","Rural Area","968","0.344505770244832","0.327322537127495","0.361689003362169","1"
"SPD","2003","direct migration background","Urban Area","276","0.382925993124697","0.346363209357816","0.419488776891579","1"
"SPD","2003","indirect migration background","Rural Area","7","","","","1"
"AfD","2004","no migration background","Urban Area","","","","","7"
"AfD","2004","no migration background","Rural Area","","","","","7"
"AfD","2004","direct migration background","Urban Area","","","","","7"
"AfD","2004","direct migration background","Rural Area","","","","","7"
"AfD","2004","indirect migration background","Urban Area","","","","","7"
"AfD","2004","indirect migration background","Rural Area","","","","","7"
"CDU/CSU","2004","no migration background","Rural Area","1206","0.493862851392355","0.474150020098999","0.513575682685711","2"
"CDU/CSU","2004","no migration background","Urban Area","2379","0.427726306296435","0.414725256160301","0.440727356432569","2"
"CDU/CSU","2004","direct migration background","Rural Area","86","0.573468816400852","0.4921231883974","0.654814444404305","2"
"CDU/CSU","2004","indirect migration background","Urban Area","66","0.312500152260651","0.248100581510535","0.376899723010767","2"
"CDU/CSU","2004","indirect migration background","Rural Area","9","","","","2"
"CDU/CSU","2004","direct migration background","Urban Area","285","0.498022483723077","0.457225618658535","0.538819348787619","2"
"FDP","2004","indirect migration background","Urban Area","2","","","","3"
"FDP","2004","no migration background","Urban Area","266","0.0424292700779399","0.0371324920592495","0.0477260480966302","3"
"FDP","2004","direct migration background","Rural Area","1","","","","3"
"FDP","2004","no migration background","Rural Area","94","0.0388010155349054","0.0311865413926743","0.0464154896771365","3"
"FDP","2004","indirect migration background","Rural Area","","","","","3"
"FDP","2004","direct migration background","Urban Area","20","","","","3"
"Grüne","2004","no migration background","Urban Area","640","0.104024955944792","0.0960024455599319","0.112047466329651","4"
"Grüne","2004","no migration background","Rural Area","160","0.0524483190767878","0.0436585197831768","0.0612381183703987","4"
"Grüne","2004","direct migration background","Rural Area","7","","","","4"
"Grüne","2004","indirect migration background","Rural Area","2","","","","4"
"Grüne","2004","direct migration background","Urban Area","40","0.0702890775216098","0.0494308177047744","0.0911473373384452","4"
"Grüne","2004","indirect migration background","Urban Area","29","","","","4"
"NPD","2004","no migration background","Urban Area","40","0.00833764986909277","0.00594820342864866","0.0107270963095369","6"
"NPD","2004","indirect migration background","Rural Area","","","","","6"
"NPD","2004","no migration background","Rural Area","26","","","","6"
"NPD","2004","direct migration background","Urban Area","2","","","","6"
"NPD","2004","direct migration background","Rural Area","","","","","6"
"NPD","2004","indirect migration background","Urban Area","1","","","","6"
"Other","2004","no migration background","Urban Area","44","0.00870113839499231","0.00626060978647311","0.0111416670035115","8"
"Other","2004","direct migration background","Rural Area","4","","","","8"
"Other","2004","indirect migration background","Urban Area","","","","","8"
"Other","2004","no migration background","Rural Area","40","0.015662115335005","0.0107664803759464","0.0205577502940636","8"
"Other","2004","direct migration background","Urban Area","4","","","","8"
"Other","2004","indirect migration background","Rural Area","","","","","8"
"PDS/Linke","2004","no migration background","Urban Area","163","0.0266147179908989","0.0223851415041966","0.0308442944776013","5"
"PDS/Linke","2004","no migration background","Rural Area","233","0.0796581711343344","0.068982345686309","0.0903339965823597","5"
"PDS/Linke","2004","direct migration background","Urban Area","9","","","","5"
"PDS/Linke","2004","direct migration background","Rural Area","9","","","","5"
"PDS/Linke","2004","indirect migration background","Urban Area","3","","","","5"
"PDS/Linke","2004","indirect migration background","Rural Area","2","","","","5"
"SPD","2004","direct migration background","Rural Area","35","0.265067444602687","0.192472587056338","0.337662302149036","1"
"SPD","2004","indirect migration background","Urban Area","98","0.407736629875099","0.339460506567578","0.47601275318262","1"
"SPD","2004","indirect migration background","Rural Area","5","","","","1"
"SPD","2004","no migration background","Urban Area","2031","0.38216596142585","0.369397002846076","0.394934920005623","1"
"SPD","2004","no migration background","Rural Area","712","0.306920690245436","0.288735566170642","0.325105814320229","1"
"SPD","2004","direct migration background","Urban Area","217","0.36984362672872","0.330452951949119","0.40923430150832","1"
"AfD","2005","no migration background","Rural Area","","","","","7"
"AfD","2005","no migration background","Urban Area","","","","","7"
"AfD","2005","direct migration background","Urban Area","","","","","7"
"AfD","2005","direct migration background","Rural Area","","","","","7"
"AfD","2005","indirect migration background","Urban Area","","","","","7"
"AfD","2005","indirect migration background","Rural Area","","","","","7"
"CDU/CSU","2005","no migration background","Urban Area","2227","0.388224861026035","0.37545957821149","0.400990143840579","2"
"CDU/CSU","2005","no migration background","Rural Area","1133","0.473069609769162","0.45335196521825","0.492787254320074","2"
"CDU/CSU","2005","direct migration background","Rural Area","69","0.544629955010042","0.456260705426859","0.632999204593225","2"
"CDU/CSU","2005","indirect migration background","Urban Area","48","0.265390608507005","0.202607573849937","0.328173643164072","2"
"CDU/CSU","2005","direct migration background","Urban Area","277","0.444990214364582","0.405324526913765","0.484655901815399","2"
"CDU/CSU","2005","indirect migration background","Rural Area","11","","","","2"
"FDP","2005","direct migration background","Rural Area","1","","","","3"
"FDP","2005","indirect migration background","Urban Area","2","","","","3"
"FDP","2005","no migration background","Urban Area","270","0.0395302273775497","0.0344263601951369","0.0446340945599625","3"
"FDP","2005","no migration background","Rural Area","92","0.0346032385103243","0.0273850673334028","0.0418214096872459","3"
"FDP","2005","direct migration background","Urban Area","17","","","","3"
"FDP","2005","indirect migration background","Rural Area","3","","","","3"
"Grüne","2005","no migration background","Rural Area","170","0.0625552685544036","0.0529916847505436","0.0721188523582637","4"
"Grüne","2005","no migration background","Urban Area","657","0.116016372564678","0.107628059914351","0.124404685215005","4"
"Grüne","2005","direct migration background","Rural Area","6","","","","4"
"Grüne","2005","direct migration background","Urban Area","37","0.0729007158262859","0.0521506989528607","0.0936507326997111","4"
"Grüne","2005","indirect migration background","Urban Area","31","0.23614373041123","0.175753689456367","0.296533771366093","4"
"Grüne","2005","indirect migration background","Rural Area","1","","","","4"
"NPD","2005","no migration background","Rural Area","54","0.0311024327999087","0.0242467297519688","0.0379581358478486","6"
"NPD","2005","indirect migration background","Urban Area","2","","","","6"
"NPD","2005","no migration background","Urban Area","72","0.0157158546711114","0.01245807203538","0.0189736373068428","6"
"NPD","2005","direct migration background","Rural Area","","","","","6"
"NPD","2005","direct migration background","Urban Area","1","","","","6"
"NPD","2005","indirect migration background","Rural Area","","","","","6"
"Other","2005","no migration background","Urban Area","47","0.0102042794836659","0.00757184957998958","0.0128367093873421","8"
"Other","2005","direct migration background","Rural Area","3","","","","8"
"Other","2005","indirect migration background","Urban Area","2","","","","8"
"Other","2005","indirect migration background","Rural Area","","","","","8"
"Other","2005","no migration background","Rural Area","31","0.015843191477838","0.010911801237944","0.020774581717732","8"
"Other","2005","direct migration background","Urban Area","2","","","","8"
"PDS/Linke","2005","direct migration background","Urban Area","11","","","","5"
"PDS/Linke","2005","no migration background","Urban Area","172","0.025576992961716","0.0214418420469364","0.0297121438764956","5"
"PDS/Linke","2005","no migration background","Rural Area","241","0.0789027643593927","0.0682560712908862","0.0895494574278992","5"
"PDS/Linke","2005","direct migration background","Rural Area","11","","","","5"
"PDS/Linke","2005","indirect migration background","Urban Area","2","","","","5"
"PDS/Linke","2005","indirect migration background","Rural Area","","","","","5"
"SPD","2005","direct migration background","Rural Area","32","0.246960079011012","0.17043733173128","0.323482826290743","1"
"SPD","2005","indirect migration background","Urban Area","103","0.450975034605352","0.380222241779527","0.521727827431178","1"
"SPD","2005","indirect migration background","Rural Area","8","","","","1"
"SPD","2005","no migration background","Urban Area","2154","0.404731411915244","0.391874614636324","0.417588209194165","1"
"SPD","2005","no migration background","Rural Area","742","0.30392349452897","0.285758866461181","0.32208812259676","1"
"SPD","2005","direct migration background","Urban Area","258","0.42071521907363","0.38131219031566","0.460118247831599","1"
"AfD","2006","no migration background","Rural Area","","","","","7"
"AfD","2006","no migration background","Urban Area","","","","","7"
"AfD","2006","direct migration background","Urban Area","","","","","7"
"AfD","2006","direct migration background","Rural Area","","","","","7"
"AfD","2006","indirect migration background","Urban Area","","","","","7"
"AfD","2006","indirect migration background","Rural Area","","","","","7"
"CDU/CSU","2006","no migration background","Urban Area","2594","0.393539030337027","0.381599962860077","0.405478097813977","2"
"CDU/CSU","2006","no migration background","Rural Area","1338","0.454993646237971","0.437093602791021","0.47289368968492","2"
"CDU/CSU","2006","direct migration background","Rural Area","68","0.415909238713248","0.330855641114234","0.500962836312262","2"
"CDU/CSU","2006","direct migration background","Urban Area","261","0.374752555105582","0.336953923263614","0.41255118694755","2"
"CDU/CSU","2006","indirect migration background","Rural Area","8","","","","2"
"CDU/CSU","2006","indirect migration background","Urban Area","55","0.216277218603337","0.162119766134325","0.270434671072348","2"
"FDP","2006","direct migration background","Rural Area","3","","","","3"
"FDP","2006","indirect migration background","Urban Area","7","","","","3"
"FDP","2006","no migration background","Urban Area","339","0.0470749594753929","0.0418988980660567","0.052251020884729","3"
"FDP","2006","no migration background","Rural Area","123","0.0465243466548679","0.0389534802639963","0.0540952130457395","3"
"FDP","2006","direct migration background","Urban Area","18","","","","3"
"FDP","2006","indirect migration background","Rural Area","3","","","","3"
"Grüne","2006","no migration background","Urban Area","680","0.100425439402132","0.093080038125214","0.10777084067905","4"
"Grüne","2006","no migration background","Rural Area","179","0.0494857939333406","0.0416898229568856","0.0572817649097956","4"
"Grüne","2006","direct migration background","Rural Area","6","","","","4"
"Grüne","2006","indirect migration background","Urban Area","33","0.221926281507169","0.167264177390495","0.276588385623844","4"
"Grüne","2006","direct migration background","Urban Area","43","0.072483590721453","0.0522366940308017","0.0927304874121042","4"
"Grüne","2006","indirect migration background","Rural Area","1","","","","4"
"NPD","2006","no migration background","Rural Area","55","0.0227691166256452","0.0174071720693292","0.0281310611819611","6"
"NPD","2006","indirect migration background","Urban Area","3","","","","6"
"NPD","2006","direct migration background","Rural Area","","","","","6"
"NPD","2006","no migration background","Urban Area","73","0.0154741353366752","0.0124577151841962","0.0184905554891542","6"
"NPD","2006","direct migration background","Urban Area","1","","","","6"
"NPD","2006","indirect migration background","Rural Area","","","","","6"
"Other","2006","no migration background","Urban Area","52","0.0107945382452615","0.00826919532121693","0.013319881169306","8"
"Other","2006","direct migration background","Rural Area","3","","","","8"
"Other","2006","indirect migration background","Urban Area","4","","","","8"
"Other","2006","indirect migration background","Rural Area","","","","","8"
"Other","2006","no migration background","Rural Area","29","","","","8"
"Other","2006","direct migration background","Urban Area","4","","","","8"
"PDS/Linke","2006","no migration background","Urban Area","273","0.0409820189650289","0.0361371155556905","0.0458269223743673","5"
"PDS/Linke","2006","no migration background","Rural Area","310","0.0974607809656415","0.0867997643207455","0.108121797610537","5"
"PDS/Linke","2006","direct migration background","Urban Area","18","","","","5"
"PDS/Linke","2006","indirect migration background","Rural Area","","","","","5"
"PDS/Linke","2006","direct migration background","Rural Area","9","","","","5"
"PDS/Linke","2006","indirect migration background","Urban Area","6","","","","5"
"SPD","2006","no migration background","Urban Area","2421","0.391709878238483","0.379780639861482","0.403639116615484","1"
"SPD","2006","no migration background","Rural Area","939","0.320926709715369","0.304145939417524","0.337707480013215","1"
"SPD","2006","direct migration background","Rural Area","40","0.398122579631583","0.31365001767457","0.482595141588595","1"
"SPD","2006","indirect migration background","Urban Area","114","0.4504415087638","0.384993299644406","0.515889717883195","1"
"SPD","2006","indirect migration background","Rural Area","12","","","","1"
"SPD","2006","direct migration background","Urban Area","285","0.481667752671183","0.442650587113379","0.520684918228987","1"
"AfD","2007","direct migration background","Rural Area","","","","","7"
"AfD","2007","indirect migration background","Urban Area","","","","","7"
"AfD","2007","indirect migration background","Rural Area","","","","","7"
"AfD","2007","no migration background","Rural Area","","","","","7"
"AfD","2007","direct migration background","Urban Area","","","","","7"
"AfD","2007","no migration background","Urban Area","","","","","7"
"CDU/CSU","2007","no migration background","Urban Area","2151","0.38025475544382","0.367446169948629","0.39306334093901","2"
"CDU/CSU","2007","no migration background","Rural Area","1091","0.456943530774726","0.437206361368139","0.476680700181313","2"
"CDU/CSU","2007","direct migration background","Urban Area","208","0.359005665655644","0.316444263535961","0.401567067775327","2"
"CDU/CSU","2007","indirect migration background","Rural Area","10","","","","2"
"CDU/CSU","2007","indirect migration background","Urban Area","49","0.213280318811267","0.155339733943966","0.271220903678567","2"
"CDU/CSU","2007","direct migration background","Rural Area","52","0.444362118480204","0.349319612417371","0.539404624543037","2"
"FDP","2007","direct migration background","Rural Area","2","","","","3"
"FDP","2007","indirect migration background","Urban Area","8","","","","3"
"FDP","2007","indirect migration background","Rural Area","1","","","","3"
"FDP","2007","no migration background","Urban Area","314","0.0427549613611471","0.0374171642273713","0.0480927584949229","3"
"FDP","2007","direct migration background","Urban Area","15","","","","3"
"FDP","2007","no migration background","Rural Area","112","0.0451834354350729","0.0369537979878277","0.0534130728823182","3"
"Grüne","2007","no migration background","Urban Area","632","0.119684491295785","0.111120122537681","0.128248860053889","4"
"Grüne","2007","direct migration background","Urban Area","33","0.0868345420609288","0.0618507028196769","0.111818381302181","4"
"Grüne","2007","direct migration background","Rural Area","10","","","","4"
"Grüne","2007","no migration background","Rural Area","168","0.0568480330461678","0.0476735909277205","0.0660224751646151","4"
"Grüne","2007","indirect migration background","Urban Area","25","","","","4"
"Grüne","2007","indirect migration background","Rural Area","2","","","","4"
"NPD","2007","direct migration background","Urban Area","3","","","","6"
"NPD","2007","direct migration background","Rural Area","","","","","6"
"NPD","2007","no migration background","Rural Area","49","0.0276831721053411","0.021182729415015","0.0341836147956673","6"
"NPD","2007","no migration background","Urban Area","63","0.0128171433003938","0.00984922688864763","0.0157850597121401","6"
"NPD","2007","indirect migration background","Rural Area","","","","","6"
"NPD","2007","indirect migration background","Urban Area","","","","","6"
"Other","2007","indirect migration background","Rural Area","","","","","8"
"Other","2007","no migration background","Urban Area","46","0.00837290322674887","0.00596870943365565","0.0107770970198421","8"
"Other","2007","indirect migration background","Urban Area","2","","","","8"
"Other","2007","direct migration background","Rural Area","3","","","","8"
"Other","2007","no migration background","Rural Area","25","","","","8"
"Other","2007","direct migration background","Urban Area","2","","","","8"
"PDS/Linke","2007","no migration background","Urban Area","245","0.0415694687845166","0.0363029359004578","0.0468360016685754","5"
"PDS/Linke","2007","direct migration background","Rural Area","5","","","","5"
"PDS/Linke","2007","no migration background","Rural Area","277","0.107105891310468","0.0948530230273097","0.119358759593627","5"
"PDS/Linke","2007","direct migration background","Urban Area","17","","","","5"
"PDS/Linke","2007","indirect migration background","Urban Area","6","","","","5"
"PDS/Linke","2007","indirect migration background","Rural Area","","","","","5"
"SPD","2007","no migration background","Urban Area","2067","0.394546276587589","0.381650523929266","0.407442029245911","1"
"SPD","2007","no migration background","Rural Area","725","0.297507393439311","0.279393956363081","0.315620830515541","1"
"SPD","2007","direct migration background","Rural Area","33","0.373034093298986","0.280532403365261","0.465535783232711","1"
"SPD","2007","indirect migration background","Rural Area","7","","","","1"
"SPD","2007","indirect migration background","Urban Area","102","0.490112725040779","0.419402445736985","0.560823004344572","1"
"SPD","2007","direct migration background","Urban Area","210","0.456303199758894","0.412111233462777","0.500495166055011","1"
"AfD","2008","direct migration background","Rural Area","","","","","7"
"AfD","2008","indirect migration background","Urban Area","","","","","7"
"AfD","2008","indirect migration background","Rural Area","","","","","7"
"AfD","2008","no migration background","Rural Area","","","","","7"
"AfD","2008","direct migration background","Urban Area","","","","","7"
"AfD","2008","no migration background","Urban Area","","","","","7"
"CDU/CSU","2008","no migration background","Rural Area","1059","0.467904197970147","0.447674373154277","0.488134022786016","2"
"CDU/CSU","2008","no migration background","Urban Area","2106","0.398367033235842","0.385026156844454","0.411707909627231","2"
"CDU/CSU","2008","direct migration background","Rural Area","52","0.477565949718864","0.378672513442457","0.576459385995271","2"
"CDU/CSU","2008","indirect migration background","Urban Area","58","0.254880397921835","0.194483545530915","0.315277250312755","2"
"CDU/CSU","2008","indirect migration background","Rural Area","11","","","","2"
"CDU/CSU","2008","direct migration background","Urban Area","214","0.409410939179292","0.364572599392636","0.454249278965949","2"
"FDP","2008","indirect migration background","Urban Area","10","","","","3"
"FDP","2008","direct migration background","Rural Area","","","","","3"
"FDP","2008","indirect migration background","Rural Area","1","","","","3"
"FDP","2008","no migration background","Urban Area","314","0.0483766714108429","0.0425297482913178","0.054223594530368","3"
"FDP","2008","no migration background","Rural Area","96","0.04005581488603","0.0321056797360358","0.0480059500360242","3"
"FDP","2008","direct migration background","Urban Area","18","","","","3"
"Grüne","2008","indirect migration background","Rural Area","2","","","","4"
"Grüne","2008","no migration background","Urban Area","585","0.11641160619978","0.107671836396911","0.125151376002648","4"
"Grüne","2008","no migration background","Rural Area","151","0.0633265578641364","0.0534522701050564","0.0732008456232164","4"
"Grüne","2008","indirect migration background","Urban Area","26","","","","4"
"Grüne","2008","direct migration background","Rural Area","11","","","","4"
"Grüne","2008","direct migration background","Urban Area","21","","","","4"
"NPD","2008","direct migration background","Rural Area","","","","","6"
"NPD","2008","indirect migration background","Urban Area","2","","","","6"
"NPD","2008","no migration background","Urban Area","58","0.0128390183284819","0.00977114974656643","0.0159068869103974","6"
"NPD","2008","indirect migration background","Rural Area","","","","","6"
"NPD","2008","no migration background","Rural Area","41","0.0193955921657703","0.0138042357460551","0.0249869485854855","6"
"NPD","2008","direct migration background","Urban Area","","","","","6"
"Other","2008","indirect migration background","Rural Area","","","","","8"
