"party","year","education","migback","n","percent","lower_confidence","upper_confidence"
"FDP","2005","college entrance qualification","direct migration background","","","",""
"FDP","2005","college entrance qualification","indirect migration background","","","",""
"FDP","2005","Other degree","no migration background","","","",""
"FDP","2005","Other degree","direct migration background","","","",""
"FDP","2005","Other degree","indirect migration background","","","",""
"FDP","2005","no degree/no degree yet","no migration background","","","",""
"FDP","2005","no degree/no degree yet","direct migration background","","","",""
"FDP","2005","no degree/no degree yet","indirect migration background","","","",""
"Grüne","2005","lower secondary degree","no migration background","71","0.0258143766480859","0.0198580850697711","0.0317706682264007"
"Grüne","2005","lower secondary degree","direct migration background","","","",""
"Grüne","2005","lower secondary degree","indirect migration background","","","",""
"Grüne","2005","secondary school degree","no migration background","183","0.0848558144077874","0.0734048265044375","0.0963068023111373"
"Grüne","2005","secondary school degree","direct migration background","","","",""
"Grüne","2005","secondary school degree","indirect migration background","","","",""
"Grüne","2005","college entrance qualification","no migration background","573","0.225895739329152","0.210559363658622","0.241232114999682"
"Grüne","2005","college entrance qualification","direct migration background","","","",""
"Grüne","2005","college entrance qualification","indirect migration background","","","",""
"Grüne","2005","Other degree","no migration background","","","",""
"Grüne","2005","Other degree","direct migration background","","","",""
"Grüne","2005","Other degree","indirect migration background","","","",""
"Grüne","2005","no degree/no degree yet","no migration background","37","0.156271269173698","0.102318411121596","0.210224127225801"
"Grüne","2005","no degree/no degree yet","direct migration background","","","",""
"Grüne","2005","no degree/no degree yet","indirect migration background","","","",""
"PDS/Linke","2005","lower secondary degree","no migration background","110","0.027928072801729","0.0217394508299255","0.0341166947735325"
"PDS/Linke","2005","lower secondary degree","direct migration background","","","",""
"PDS/Linke","2005","lower secondary degree","indirect migration background","","","",""
"PDS/Linke","2005","secondary school degree","no migration background","147","0.0578553621200767","0.0482616211367073","0.0674491031034461"
"PDS/Linke","2005","secondary school degree","direct migration background","","","",""
"PDS/Linke","2005","secondary school degree","indirect migration background","","","",""
"PDS/Linke","2005","college entrance qualification","no migration background","156","0.0478620123770635","0.0400328659953447","0.0556911587587824"
"PDS/Linke","2005","college entrance qualification","direct migration background","","","",""
"PDS/Linke","2005","college entrance qualification","indirect migration background","","","",""
"PDS/Linke","2005","Other degree","no migration background","","","",""
"PDS/Linke","2005","Other degree","direct migration background","","","",""
"PDS/Linke","2005","Other degree","indirect migration background","","","",""
"PDS/Linke","2005","no degree/no degree yet","no migration background","","","",""
"PDS/Linke","2005","no degree/no degree yet","direct migration background","","","",""
"PDS/Linke","2005","no degree/no degree yet","indirect migration background","","","",""
"NPD Combination","2005","lower secondary degree","no migration background","44","0.0195744606915224","0.0143711892694123","0.0247777321136325"
"NPD Combination","2005","lower secondary degree","direct migration background","","","",""
"NPD Combination","2005","lower secondary degree","indirect migration background","","","",""
"NPD Combination","2005","secondary school degree","no migration background","65","0.0372833642166093","0.0294982645745762","0.0450684638586425"
"NPD Combination","2005","secondary school degree","direct migration background","","","",""
"NPD Combination","2005","secondary school degree","indirect migration background","","","",""
"NPD Combination","2005","college entrance qualification","no migration background","","","",""
"NPD Combination","2005","college entrance qualification","direct migration background","","","",""
"NPD Combination","2005","college entrance qualification","indirect migration background","","","",""
"NPD Combination","2005","Other degree","no migration background","","","",""
"NPD Combination","2005","Other degree","direct migration background","","","",""
"NPD Combination","2005","Other degree","indirect migration background","","","",""
"NPD Combination","2005","no degree/no degree yet","no migration background","","","",""
"NPD Combination","2005","no degree/no degree yet","direct migration background","","","",""
"NPD Combination","2005","no degree/no degree yet","indirect migration background","","","",""
"AfD","2005","lower secondary degree","no migration background","","","",""
"AfD","2005","lower secondary degree","direct migration background","","","",""
"AfD","2005","lower secondary degree","indirect migration background","","","",""
"AfD","2005","secondary school degree","no migration background","","","",""
"AfD","2005","secondary school degree","direct migration background","","","",""
"AfD","2005","secondary school degree","indirect migration background","","","",""
"AfD","2005","college entrance qualification","no migration background","","","",""
"AfD","2005","college entrance qualification","direct migration background","","","",""
"AfD","2005","college entrance qualification","indirect migration background","","","",""
"AfD","2005","Other degree","no migration background","","","",""
"AfD","2005","Other degree","direct migration background","","","",""
"AfD","2005","Other degree","indirect migration background","","","",""
"AfD","2005","no degree/no degree yet","no migration background","","","",""
"AfD","2005","no degree/no degree yet","direct migration background","","","",""
"AfD","2005","no degree/no degree yet","indirect migration background","","","",""
"Other","2005","lower secondary degree","no migration background","36","0.0137390750316826","0.00936688598909073","0.0181112640742744"
"Other","2005","lower secondary degree","direct migration background","","","",""
"Other","2005","lower secondary degree","indirect migration background","","","",""
"Other","2005","secondary school degree","no migration background","","","",""
"Other","2005","secondary school degree","direct migration background","","","",""
"Other","2005","secondary school degree","indirect migration background","","","",""
"Other","2005","college entrance qualification","no migration background","","","",""
"Other","2005","college entrance qualification","direct migration background","","","",""
"Other","2005","college entrance qualification","indirect migration background","","","",""
"Other","2005","Other degree","no migration background","","","",""
"Other","2005","Other degree","direct migration background","","","",""
"Other","2005","Other degree","indirect migration background","","","",""
"Other","2005","no degree/no degree yet","no migration background","","","",""
"Other","2005","no degree/no degree yet","direct migration background","","","",""
"Other","2005","no degree/no degree yet","indirect migration background","","","",""
"CDU/CSU","2006","lower secondary degree","no migration background","1410","0.434950584698462","0.41765195971728","0.452249209679643"
"CDU/CSU","2006","lower secondary degree","direct migration background","66","0.347963888643274","0.274840349819731","0.421087427466816"
"CDU/CSU","2006","lower secondary degree","indirect migration background","","","",""
"CDU/CSU","2006","secondary school degree","no migration background","1203","0.442562533461418","0.423934258450653","0.461190808472184"
"CDU/CSU","2006","secondary school degree","direct migration background","43","0.38855805855302","0.288412206050269","0.48870391105577"
"CDU/CSU","2006","secondary school degree","indirect migration background","","","",""
"CDU/CSU","2006","college entrance qualification","no migration background","1201","0.349631183064926","0.333247020378856","0.366015345750995"
"CDU/CSU","2006","college entrance qualification","direct migration background","53","0.393700405851784","0.31128511857839","0.476115693125178"
"CDU/CSU","2006","college entrance qualification","indirect migration background","","","",""
"CDU/CSU","2006","Other degree","no migration background","","","",""
"CDU/CSU","2006","Other degree","direct migration background","149","0.411782843436655","0.358275994182284","0.465289692691027"
"CDU/CSU","2006","Other degree","indirect migration background","","","",""
"CDU/CSU","2006","no degree/no degree yet","no migration background","54","0.317911113032304","0.245530397759631","0.390291828304976"
"CDU/CSU","2006","no degree/no degree yet","direct migration background","","","",""
"CDU/CSU","2006","no degree/no degree yet","indirect migration background","","","",""
"SPD","2006","lower secondary degree","no migration background","1345","0.438868901221699","0.42155288507081","0.456184917372588"
"SPD","2006","lower secondary degree","direct migration background","78","0.49347418598339","0.416722610317492","0.570225761649288"
"SPD","2006","lower secondary degree","indirect migration background","","","",""
"SPD","2006","secondary school degree","no migration background","900","0.32847244031349","0.310858008858609","0.346086871768371"
"SPD","2006","secondary school degree","direct migration background","33","0.448834232740668","0.346643503239405","0.551024962241931"
"SPD","2006","secondary school degree","indirect migration background","36","0.5543099884787","0.437032043206952","0.671587933750447"
"SPD","2006","college entrance qualification","no migration background","997","0.312561795642419","0.296635158137032","0.328488433147807"
"SPD","2006","college entrance qualification","direct migration background","49","0.349060555750526","0.268652068982317","0.429469042518736"
"SPD","2006","college entrance qualification","indirect migration background","52","0.350696713334438","0.2611139426438","0.440279484025076"
"SPD","2006","Other degree","no migration background","","","",""
"SPD","2006","Other degree","direct migration background","136","0.453844791315462","0.399717271432693","0.50797231119823"
"SPD","2006","Other degree","indirect migration background","","","",""
"SPD","2006","no degree/no degree yet","no migration background","55","0.386148374714169","0.310472344921212","0.461824404507125"
"SPD","2006","no degree/no degree yet","direct migration background","","","",""
"SPD","2006","no degree/no degree yet","indirect migration background","","","",""
"FDP","2006","lower secondary degree","no migration background","72","0.0246234082400448","0.0192157572271034","0.0300310592529862"
"FDP","2006","lower secondary degree","direct migration background","","","",""
"FDP","2006","lower secondary degree","indirect migration background","","","",""
"FDP","2006","secondary school degree","no migration background","124","0.0402352034894947","0.0328651141876951","0.0476052927912942"
"FDP","2006","secondary school degree","direct migration background","","","",""
"FDP","2006","secondary school degree","indirect migration background","","","",""
"FDP","2006","college entrance qualification","no migration background","262","0.0830854474460313","0.0736020002359898","0.0925688946560728"
"FDP","2006","college entrance qualification","direct migration background","","","",""
"FDP","2006","college entrance qualification","indirect migration background","","","",""
"FDP","2006","Other degree","no migration background","","","",""
"FDP","2006","Other degree","direct migration background","","","",""
"FDP","2006","Other degree","indirect migration background","","","",""
"FDP","2006","no degree/no degree yet","no migration background","","","",""
"FDP","2006","no degree/no degree yet","direct migration background","","","",""
"FDP","2006","no degree/no degree yet","indirect migration background","","","",""
"Grüne","2006","lower secondary degree","no migration background","68","0.0205490455922155","0.0155986992576438","0.0254993919267872"
"Grüne","2006","lower secondary degree","direct migration background","","","",""
"Grüne","2006","lower secondary degree","indirect migration background","","","",""
"Grüne","2006","secondary school degree","no migration background","199","0.0745813288476436","0.0647282620222159","0.0844343956730713"
"Grüne","2006","secondary school degree","direct migration background","","","",""
"Grüne","2006","secondary school degree","indirect migration background","","","",""
"Grüne","2006","college entrance qualification","no migration background","574","0.188296508682773","0.174863937289531","0.201729080076015"
"Grüne","2006","college entrance qualification","direct migration background","","","",""
"Grüne","2006","college entrance qualification","indirect migration background","","","",""
"Grüne","2006","Other degree","no migration background","","","",""
"Grüne","2006","Other degree","direct migration background","","","",""
"Grüne","2006","Other degree","indirect migration background","","","",""
"Grüne","2006","no degree/no degree yet","no migration background","33","0.181908736416945","0.121946588023898","0.241870884809991"
"Grüne","2006","no degree/no degree yet","direct migration background","","","",""
"Grüne","2006","no degree/no degree yet","indirect migration background","","","",""
"PDS/Linke","2006","lower secondary degree","no migration background","179","0.0530678284710627","0.0452457259557095","0.060889930986416"
"PDS/Linke","2006","lower secondary degree","direct migration background","","","",""
"PDS/Linke","2006","lower secondary degree","indirect migration background","","","",""
"PDS/Linke","2006","secondary school degree","no migration background","218","0.0718338193381109","0.0621496006061513","0.0815180380700705"
"PDS/Linke","2006","secondary school degree","direct migration background","","","",""
"PDS/Linke","2006","secondary school degree","indirect migration background","","","",""
"PDS/Linke","2006","college entrance qualification","no migration background","189","0.0555198603207898","0.0476519407054253","0.0633877799361544"
"PDS/Linke","2006","college entrance qualification","direct migration background","","","",""
"PDS/Linke","2006","college entrance qualification","indirect migration background","","","",""
"PDS/Linke","2006","Other degree","no migration background","","","",""
"PDS/Linke","2006","Other degree","direct migration background","","","",""
"PDS/Linke","2006","Other degree","indirect migration background","","","",""
"PDS/Linke","2006","no degree/no degree yet","no migration background","","","",""
"PDS/Linke","2006","no degree/no degree yet","direct migration background","","","",""
"PDS/Linke","2006","no degree/no degree yet","indirect migration background","","","",""
"NPD Combination","2006","lower secondary degree","no migration background","50","0.0185224265097344","0.013817665798673","0.0232271872207958"
"NPD Combination","2006","lower secondary degree","direct migration background","","","",""
"NPD Combination","2006","lower secondary degree","indirect migration background","","","",""
"NPD Combination","2006","secondary school degree","no migration background","61","0.0325178095365789","0.0258655471317063","0.0391700719414515"
"NPD Combination","2006","secondary school degree","direct migration background","","","",""
"NPD Combination","2006","secondary school degree","indirect migration background","","","",""
"NPD Combination","2006","college entrance qualification","no migration background","","","",""
"NPD Combination","2006","college entrance qualification","direct migration background","","","",""
"NPD Combination","2006","college entrance qualification","indirect migration background","","","",""
"NPD Combination","2006","Other degree","no migration background","","","",""
"NPD Combination","2006","Other degree","direct migration background","","","",""
"NPD Combination","2006","Other degree","indirect migration background","","","",""
"NPD Combination","2006","no degree/no degree yet","no migration background","","","",""
"NPD Combination","2006","no degree/no degree yet","direct migration background","","","",""
"NPD Combination","2006","no degree/no degree yet","indirect migration background","","","",""
"AfD","2006","lower secondary degree","no migration background","","","",""
"AfD","2006","lower secondary degree","direct migration background","","","",""
"AfD","2006","lower secondary degree","indirect migration background","","","",""
"AfD","2006","secondary school degree","no migration background","","","",""
"AfD","2006","secondary school degree","direct migration background","","","",""
"AfD","2006","secondary school degree","indirect migration background","","","",""
"AfD","2006","college entrance qualification","no migration background","","","",""
"AfD","2006","college entrance qualification","direct migration background","","","",""
"AfD","2006","college entrance qualification","indirect migration background","","","",""
"AfD","2006","Other degree","no migration background","","","",""
"AfD","2006","Other degree","direct migration background","","","",""
"AfD","2006","Other degree","indirect migration background","","","",""
"AfD","2006","no degree/no degree yet","no migration background","","","",""
"AfD","2006","no degree/no degree yet","direct migration background","","","",""
"AfD","2006","no degree/no degree yet","indirect migration background","","","",""
"Other","2006","lower secondary degree","no migration background","31","0.00941780526678189","0.00604750557175222","0.0127881049618116"
"Other","2006","lower secondary degree","direct migration background","","","",""
"Other","2006","lower secondary degree","indirect migration background","","","",""
"Other","2006","secondary school degree","no migration background","","","",""
"Other","2006","secondary school degree","direct migration background","","","",""
"Other","2006","secondary school degree","indirect migration background","","","",""
"Other","2006","college entrance qualification","no migration background","","","",""
"Other","2006","college entrance qualification","direct migration background","","","",""
"Other","2006","college entrance qualification","indirect migration background","","","",""
"Other","2006","Other degree","no migration background","","","",""
"Other","2006","Other degree","direct migration background","","","",""
"Other","2006","Other degree","indirect migration background","","","",""
"Other","2006","no degree/no degree yet","no migration background","","","",""
"Other","2006","no degree/no degree yet","direct migration background","","","",""
"Other","2006","no degree/no degree yet","indirect migration background","","","",""
"CDU/CSU","2007","lower secondary degree","no migration background","1146","0.433571914006217","0.41442357276288","0.452720255249555"
"CDU/CSU","2007","lower secondary degree","direct migration background","52","0.355286126285474","0.273329310703957","0.437242941866992"
"CDU/CSU","2007","lower secondary degree","indirect migration background","","","",""
"CDU/CSU","2007","secondary school degree","no migration background","953","0.429356704175054","0.408817207834669","0.449896200515439"
"CDU/CSU","2007","secondary school degree","direct migration background","40","0.393548933370136","0.283714491663937","0.503383375076335"
"CDU/CSU","2007","secondary school degree","indirect migration background","","","",""
"CDU/CSU","2007","college entrance qualification","no migration background","1044","0.336810502036559","0.319746941577357","0.35387406249576"
"CDU/CSU","2007","college entrance qualification","direct migration background","44","0.421602631046454","0.324816550807378","0.51838871128553"
"CDU/CSU","2007","college entrance qualification","indirect migration background","","","",""
"CDU/CSU","2007","Other degree","no migration background","","","",""
"CDU/CSU","2007","Other degree","direct migration background","114","0.379430759990196","0.320105053378539","0.438756466601854"
"CDU/CSU","2007","Other degree","indirect migration background","","","",""
"CDU/CSU","2007","no degree/no degree yet","no migration background","36","0.302058284573182","0.218860815633562","0.385255753512802"
"CDU/CSU","2007","no degree/no degree yet","direct migration background","","","",""
"CDU/CSU","2007","no degree/no degree yet","indirect migration background","","","",""
"SPD","2007","lower secondary degree","no migration background","1107","0.447381061892361","0.428168738959793","0.466593384824929"
"SPD","2007","lower secondary degree","direct migration background","68","0.489949106104573","0.40434498267508","0.575553229534067"
"SPD","2007","lower secondary degree","indirect migration background","","","",""
"SPD","2007","secondary school degree","no migration background","732","0.323536342643848","0.304123815480469","0.342948869807226"
"SPD","2007","secondary school degree","direct migration background","","","",""
"SPD","2007","secondary school degree","indirect migration background","","","",""
"SPD","2007","college entrance qualification","no migration background","865","0.298426972605179","0.281906841042135","0.314947104168224"
"SPD","2007","college entrance qualification","direct migration background","32","0.291288448509597","0.202236284404981","0.380340612614213"
"SPD","2007","college entrance qualification","indirect migration background","44","0.339641767531242","0.246352681531569","0.432930853530916"
"SPD","2007","Other degree","no migration background","","","",""
"SPD","2007","Other degree","direct migration background","104","0.411930100333929","0.35175625457465","0.472103946093209"
"SPD","2007","Other degree","indirect migration background","","","",""
"SPD","2007","no degree/no degree yet","no migration background","41","0.388639701303108","0.300315980091912","0.476963422514304"
"SPD","2007","no degree/no degree yet","direct migration background","","","",""
"SPD","2007","no degree/no degree yet","indirect migration background","","","",""
"FDP","2007","lower secondary degree","no migration background","62","0.0212298397061983","0.0156600100176107","0.0267996693947859"
"FDP","2007","lower secondary degree","direct migration background","","","",""
"FDP","2007","lower secondary degree","indirect migration background","","","",""
"FDP","2007","secondary school degree","no migration background","110","0.0425855509504871","0.0342067971429643","0.0509643047580099"
"FDP","2007","secondary school degree","direct migration background","","","",""
"FDP","2007","secondary school degree","indirect migration background","","","",""
"FDP","2007","college entrance qualification","no migration background","253","0.0772812017908249","0.0676400340074993","0.0869223695741505"
"FDP","2007","college entrance qualification","direct migration background","","","",""
"FDP","2007","college entrance qualification","indirect migration background","","","",""
"FDP","2007","Other degree","no migration background","","","",""
"FDP","2007","Other degree","direct migration background","","","",""
"FDP","2007","Other degree","indirect migration background","","","",""
"FDP","2007","no degree/no degree yet","no migration background","","","",""
"FDP","2007","no degree/no degree yet","direct migration background","","","",""
"FDP","2007","no degree/no degree yet","indirect migration background","","","",""
"Grüne","2007","lower secondary degree","no migration background","52","0.0237130575971005","0.0178339593699195","0.0295921558242815"
"Grüne","2007","lower secondary degree","direct migration background","","","",""
"Grüne","2007","lower secondary degree","indirect migration background","","","",""
"Grüne","2007","secondary school degree","no migration background","174","0.0837221485355265","0.0722291835716505","0.0952151134994025"
"Grüne","2007","secondary school degree","direct migration background","","","",""
"Grüne","2007","secondary school degree","indirect migration background","","","",""
"Grüne","2007","college entrance qualification","no migration background","561","0.218159920053749","0.203248998991721","0.233070841115776"
"Grüne","2007","college entrance qualification","direct migration background","","","",""
"Grüne","2007","college entrance qualification","indirect migration background","","","",""
"Grüne","2007","Other degree","no migration background","","","",""
"Grüne","2007","Other degree","direct migration background","","","",""
"Grüne","2007","Other degree","indirect migration background","","","",""
"Grüne","2007","no degree/no degree yet","no migration background","","","",""
"Grüne","2007","no degree/no degree yet","direct migration background","","","",""
"Grüne","2007","no degree/no degree yet","indirect migration background","","","",""
"PDS/Linke","2007","lower secondary degree","no migration background","145","0.0511216617895999","0.0426115366670422","0.0596317869121575"
"PDS/Linke","2007","lower secondary degree","direct migration background","","","",""
"PDS/Linke","2007","lower secondary degree","indirect migration background","","","",""
"PDS/Linke","2007","secondary school degree","no migration background","188","0.0813933368669344","0.0700469515396658","0.0927397221942031"
"PDS/Linke","2007","secondary school degree","direct migration background","","","",""
"PDS/Linke","2007","secondary school degree","indirect migration background","","","",""
"PDS/Linke","2007","college entrance qualification","no migration background","188","0.0572477585004552","0.0488601905155678","0.0656353264853426"
"PDS/Linke","2007","college entrance qualification","direct migration background","","","",""
"PDS/Linke","2007","college entrance qualification","indirect migration background","","","",""
"PDS/Linke","2007","Other degree","no migration background","","","",""
"PDS/Linke","2007","Other degree","direct migration background","","","",""
"PDS/Linke","2007","Other degree","indirect migration background","","","",""
"PDS/Linke","2007","no degree/no degree yet","no migration background","","","",""
"PDS/Linke","2007","no degree/no degree yet","direct migration background","","","",""
"PDS/Linke","2007","no degree/no degree yet","indirect migration background","","","",""
"NPD Combination","2007","lower secondary degree","no migration background","38","0.0152613305035649","0.0105245321951745","0.0199981288119553"
"NPD Combination","2007","lower secondary degree","direct migration background","","","",""
"NPD Combination","2007","lower secondary degree","indirect migration background","","","",""
"NPD Combination","2007","secondary school degree","no migration background","53","0.0299717747493628","0.022896444407912","0.0370471050908135"
"NPD Combination","2007","secondary school degree","direct migration background","","","",""
"NPD Combination","2007","secondary school degree","indirect migration background","","","",""
"NPD Combination","2007","college entrance qualification","no migration background","","","",""
"NPD Combination","2007","college entrance qualification","direct migration background","","","",""
"NPD Combination","2007","college entrance qualification","indirect migration background","","","",""
"NPD Combination","2007","Other degree","no migration background","","","",""
"NPD Combination","2007","Other degree","direct migration background","","","",""
"NPD Combination","2007","Other degree","indirect migration background","","","",""
"NPD Combination","2007","no degree/no degree yet","no migration background","","","",""
"NPD Combination","2007","no degree/no degree yet","direct migration background","","","",""
"NPD Combination","2007","no degree/no degree yet","indirect migration background","","","",""
"AfD","2007","lower secondary degree","no migration background","","","",""
"AfD","2007","lower secondary degree","direct migration background","","","",""
"AfD","2007","lower secondary degree","indirect migration background","","","",""
"AfD","2007","secondary school degree","no migration background","","","",""
"AfD","2007","secondary school degree","direct migration background","","","",""
"AfD","2007","secondary school degree","indirect migration background","","","",""
"AfD","2007","college entrance qualification","no migration background","","","",""
"AfD","2007","college entrance qualification","direct migration background","","","",""
"AfD","2007","college entrance qualification","indirect migration background","","","",""
"AfD","2007","Other degree","no migration background","","","",""
"AfD","2007","Other degree","direct migration background","","","",""
"AfD","2007","Other degree","indirect migration background","","","",""
"AfD","2007","no degree/no degree yet","no migration background","","","",""
"AfD","2007","no degree/no degree yet","direct migration background","","","",""
"AfD","2007","no degree/no degree yet","indirect migration background","","","",""
"Other","2007","lower secondary degree","no migration background","","","",""
"Other","2007","lower secondary degree","direct migration background","","","",""
"Other","2007","lower secondary degree","indirect migration background","","","",""
"Other","2007","secondary school degree","no migration background","","","",""
"Other","2007","secondary school degree","direct migration background","","","",""
"Other","2007","secondary school degree","indirect migration background","","","",""
"Other","2007","college entrance qualification","no migration background","","","",""
"Other","2007","college entrance qualification","direct migration background","","","",""
"Other","2007","college entrance qualification","indirect migration background","","","",""
"Other","2007","Other degree","no migration background","","","",""
"Other","2007","Other degree","direct migration background","","","",""
"Other","2007","Other degree","indirect migration background","","","",""
"Other","2007","no degree/no degree yet","no migration background","","","",""
"Other","2007","no degree/no degree yet","direct migration background","","","",""
"Other","2007","no degree/no degree yet","indirect migration background","","","",""
"CDU/CSU","2008","lower secondary degree","no migration background","1093","0.455926660641573","0.43599241899598","0.475860902287165"
"CDU/CSU","2008","lower secondary degree","direct migration background","59","0.418319497296184","0.333524013608911","0.503114980983458"
"CDU/CSU","2008","lower secondary degree","indirect migration background","","","",""
"CDU/CSU","2008","secondary school degree","no migration background","950","0.4380237924459","0.416884128727205","0.459163456164594"
"CDU/CSU","2008","secondary school degree","direct migration background","41","0.43713788120279","0.320937031693438","0.553338730712141"
"CDU/CSU","2008","secondary school degree","indirect migration background","","","",""
"CDU/CSU","2008","college entrance qualification","no migration background","1032","0.355437736968622","0.33771194117113","0.373163532766113"
"CDU/CSU","2008","college entrance qualification","direct migration background","48","0.465674070556521","0.369805649527096","0.561542491585946"
"CDU/CSU","2008","college entrance qualification","indirect migration background","","","",""
"CDU/CSU","2008","Other degree","no migration background","","","",""
"CDU/CSU","2008","Other degree","direct migration background","100","0.364745115809998","0.301282100454526","0.428208131165471"
"CDU/CSU","2008","Other degree","indirect migration background","","","",""
"CDU/CSU","2008","no degree/no degree yet","no migration background","31","0.272713247876974","0.191316861052307","0.354109634701641"
"CDU/CSU","2008","no degree/no degree yet","direct migration background","","","",""
"CDU/CSU","2008","no degree/no degree yet","indirect migration background","","","",""
"SPD","2008","lower secondary degree","no migration background","962","0.412416304844805","0.392713580420704","0.432119029268906"
"SPD","2008","lower secondary degree","direct migration background","59","0.448829962846308","0.363331139900727","0.534328785791889"
"SPD","2008","lower secondary degree","indirect migration background","","","",""
"SPD","2008","secondary school degree","no migration background","624","0.303626082983297","0.284033980411777","0.323218185554818"
"SPD","2008","secondary school degree","direct migration background","","","",""
"SPD","2008","secondary school degree","indirect migration background","","","",""
"SPD","2008","college entrance qualification","no migration background","801","0.297966806553361","0.281029111745123","0.314904501361598"
"SPD","2008","college entrance qualification","direct migration background","32","0.251991061166866","0.168550467961076","0.335431654372657"
"SPD","2008","college entrance qualification","indirect migration background","34","0.277403703699629","0.182224378511451","0.372583028887807"
"SPD","2008","Other degree","no migration background","","","",""
"SPD","2008","Other degree","direct migration background","91","0.462682792642651","0.396945925515489","0.528419659769813"
"SPD","2008","Other degree","indirect migration background","","","",""
"SPD","2008","no degree/no degree yet","no migration background","42","0.442737302862775","0.351954786906756","0.533519818818794"
"SPD","2008","no degree/no degree yet","direct migration background","","","",""
"SPD","2008","no degree/no degree yet","indirect migration background","","","",""
"FDP","2008","lower secondary degree","no migration background","72","0.0295677662631031","0.0227879899296202","0.0363475425965861"
"FDP","2008","lower secondary degree","direct migration background","","","",""
"FDP","2008","lower secondary degree","indirect migration background","","","",""
"FDP","2008","secondary school degree","no migration background","109","0.0455641540892385","0.0366787888149434","0.0544495193635336"
"FDP","2008","secondary school degree","direct migration background","","","",""
"FDP","2008","secondary school degree","indirect migration background","","","",""
"FDP","2008","college entrance qualification","no migration background","236","0.0788302226212359","0.0688507462659208","0.088809698976551"
"FDP","2008","college entrance qualification","direct migration background","","","",""
"FDP","2008","college entrance qualification","indirect migration background","","","",""
"FDP","2008","Other degree","no migration background","","","",""
"FDP","2008","Other degree","direct migration background","","","",""
"FDP","2008","Other degree","indirect migration background","","","",""
"FDP","2008","no degree/no degree yet","no migration background","","","",""
"FDP","2008","no degree/no degree yet","direct migration background","","","",""
"FDP","2008","no degree/no degree yet","indirect migration background","","","",""
"Grüne","2008","lower secondary degree","no migration background","45","0.018003072654967","0.0126813543390184","0.0233247909709155"
"Grüne","2008","lower secondary degree","direct migration background","","","",""
"Grüne","2008","lower secondary degree","indirect migration background","","","",""
"Grüne","2008","secondary school degree","no migration background","168","0.0900750194280776","0.0778768338679229","0.102273204988232"
"Grüne","2008","secondary school degree","direct migration background","","","",""
"Grüne","2008","secondary school degree","indirect migration background","","","",""
"Grüne","2008","college entrance qualification","no migration background","521","0.203772724999703","0.188855670088897","0.218689779910509"
"Grüne","2008","college entrance qualification","direct migration background","","","",""
"Grüne","2008","college entrance qualification","indirect migration background","","","",""
"Grüne","2008","Other degree","no migration background","","","",""
"Grüne","2008","Other degree","direct migration background","","","",""
"Grüne","2008","Other degree","indirect migration background","","","",""
"Grüne","2008","no degree/no degree yet","no migration background","","","",""
"Grüne","2008","no degree/no degree yet","direct migration background","","","",""
"Grüne","2008","no degree/no degree yet","indirect migration background","","","",""
"PDS/Linke","2008","lower secondary degree","no migration background","172","0.0631650243731909","0.0534287370027993","0.0729013117435825"
"PDS/Linke","2008","lower secondary degree","direct migration background","","","",""
"PDS/Linke","2008","lower secondary degree","indirect migration background","","","",""
"PDS/Linke","2008","secondary school degree","no migration background","200","0.0890599917245251","0.0769239664326766","0.101196017016374"
"PDS/Linke","2008","secondary school degree","direct migration background","","","",""
"PDS/Linke","2008","secondary school degree","indirect migration background","","","",""
"PDS/Linke","2008","college entrance qualification","no migration background","189","0.0557741121887146","0.0472755428675807","0.0642726815098486"
"PDS/Linke","2008","college entrance qualification","direct migration background","","","",""
"PDS/Linke","2008","college entrance qualification","indirect migration background","","","",""
"PDS/Linke","2008","Other degree","no migration background","","","",""
"PDS/Linke","2008","Other degree","direct migration background","","","",""
"PDS/Linke","2008","Other degree","indirect migration background","","","",""
"PDS/Linke","2008","no degree/no degree yet","no migration background","","","",""
"PDS/Linke","2008","no degree/no degree yet","direct migration background","","","",""
"PDS/Linke","2008","no degree/no degree yet","indirect migration background","","","",""
"NPD Combination","2008","lower secondary degree","no migration background","33","0.0122981789018394","0.00788697805519667","0.0167093797484822"
"NPD Combination","2008","lower secondary degree","direct migration background","","","",""
"NPD Combination","2008","lower secondary degree","indirect migration background","","","",""
"NPD Combination","2008","secondary school degree","no migration background","54","0.0294620929100041","0.0222571870934181","0.0366669987265901"
"NPD Combination","2008","secondary school degree","direct migration background","","","",""
"NPD Combination","2008","secondary school degree","indirect migration background","","","",""
"NPD Combination","2008","college entrance qualification","no migration background","","","",""
"NPD Combination","2008","college entrance qualification","direct migration background","","","",""
"NPD Combination","2008","college entrance qualification","indirect migration background","","","",""
"NPD Combination","2008","Other degree","no migration background","","","",""
"NPD Combination","2008","Other degree","direct migration background","","","",""
"NPD Combination","2008","Other degree","indirect migration background","","","",""
"NPD Combination","2008","no degree/no degree yet","no migration background","","","",""
"NPD Combination","2008","no degree/no degree yet","direct migration background","","","",""
"NPD Combination","2008","no degree/no degree yet","indirect migration background","","","",""
"AfD","2008","lower secondary degree","no migration background","","","",""
"AfD","2008","lower secondary degree","direct migration background","","","",""
"AfD","2008","lower secondary degree","indirect migration background","","","",""
"AfD","2008","secondary school degree","no migration background","","","",""
"AfD","2008","secondary school degree","direct migration background","","","",""
"AfD","2008","secondary school degree","indirect migration background","","","",""
