"party","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"SPD","2003","vocational + Abi","Rural Area","48","0.281879440316519","0.205416208314066","0.358342672318972","2"
"SPD","2003","higher vocational","Urban Area","238","0.363375444675749","0.325546713741522","0.401204175609976","2"
"SPD","2003","in school","Rural Area","10","","","","2"
"SPD","2003","higher education","Rural Area","213","0.29245168116659","0.259699207973191","0.325204154359989","2"
"SPD","2003","general elemantary","Urban Area","315","0.504280795692386","0.465695456675878","0.542866134708894","2"
"AfD","2004","in school","Urban Area","","","","","7"
"AfD","2004","general elemantary","Rural Area","","","","","7"
"AfD","2004","middle vocational","Urban Area","","","","","7"
"AfD","2004","middle vocational","Rural Area","","","","","7"
"AfD","2004","vocational + Abi","Urban Area","","","","","7"
"AfD","2004","in school","Rural Area","","","","","7"
"AfD","2004","inadequately","Urban Area","","","","","7"
"AfD","2004","inadequately","Rural Area","","","","","7"
"AfD","2004","general elemantary","Urban Area","","","","","7"
"AfD","2004","vocational + Abi","Rural Area","","","","","7"
"AfD","2004","higher vocational","Urban Area","","","","","7"
"AfD","2004","higher vocational","Rural Area","","","","","7"
"AfD","2004","higher education","Urban Area","","","","","7"
"AfD","2004","higher education","Rural Area","","","","","7"
"CDU/CSU","2004","in school","Urban Area","37","0.378976569981227","0.288726660537961","0.469226479424493","1"
"CDU/CSU","2004","higher education","Urban Area","734","0.390868039743665","0.36856685167231","0.413169227815019","1"
"CDU/CSU","2004","inadequately","Urban Area","10","","","","1"
"CDU/CSU","2004","inadequately","Rural Area","7","","","","1"
"CDU/CSU","2004","general elemantary","Rural Area","126","0.569908041158092","0.50433745176582","0.635478630550363","1"
"CDU/CSU","2004","middle vocational","Urban Area","1331","0.450847820867606","0.432821874569836","0.468873767165376","1"
"CDU/CSU","2004","middle vocational","Rural Area","679","0.508101192355695","0.481080392131519","0.535121992579871","1"
"CDU/CSU","2004","vocational + Abi","Urban Area","167","0.405453522120934","0.358609377877909","0.452297666363959","1"
"CDU/CSU","2004","in school","Rural Area","20","","","","1"
"CDU/CSU","2004","general elemantary","Urban Area","195","0.407765061912363","0.364209293538721","0.451320830286005","1"
"CDU/CSU","2004","higher vocational","Rural Area","134","0.451382823663103","0.391010894733647","0.511754752592559","1"
"CDU/CSU","2004","higher vocational","Urban Area","241","0.453804636912719","0.41200636673207","0.495602907093369","1"
"CDU/CSU","2004","vocational + Abi","Rural Area","49","0.502928554184191","0.408191744179657","0.597665364188725","1"
"CDU/CSU","2004","higher education","Rural Area","276","0.430339820858379","0.392849048452517","0.467830593264242","1"
"FDP","2004","middle vocational","Rural Area","37","0.032674515049763","0.0230655612614076","0.0422834688381184","3"
"FDP","2004","middle vocational","Urban Area","98","0.031509076073139","0.0251805533801839","0.0378375987660941","3"
"FDP","2004","vocational + Abi","Urban Area","27","","","","3"
"FDP","2004","inadequately","Urban Area","2","","","","3"
"FDP","2004","inadequately","Rural Area","1","","","","3"
"FDP","2004","general elemantary","Urban Area","13","","","","3"
"FDP","2004","higher vocational","Rural Area","12","","","","3"
"FDP","2004","in school","Rural Area","3","","","","3"
"FDP","2004","in school","Urban Area","3","","","","3"
"FDP","2004","general elemantary","Rural Area","6","","","","3"
"FDP","2004","higher vocational","Urban Area","19","","","","3"
"FDP","2004","higher education","Urban Area","135","0.0741486971223711","0.0621735844144738","0.0861238098302683","3"
"FDP","2004","higher education","Rural Area","34","0.0536465228720255","0.0365853780347709","0.0707076677092802","3"
"FDP","2004","vocational + Abi","Rural Area","4","","","","3"
"NPD Combination","2004","higher vocational","Rural Area","3","","","","6"
"NPD Combination","2004","inadequately","Rural Area","","","","","6"
"NPD Combination","2004","inadequately","Urban Area","","","","","6"
"NPD Combination","2004","general elemantary","Urban Area","7","","","","6"
"NPD Combination","2004","higher vocational","Urban Area","4","","","","6"
"NPD Combination","2004","higher education","Urban Area","","","","","6"
"NPD Combination","2004","higher education","Rural Area","1","","","","6"
"NPD Combination","2004","general elemantary","Rural Area","3","","","","6"
"NPD Combination","2004","middle vocational","Urban Area","29","","","","6"
"NPD Combination","2004","in school","Urban Area","","","","","6"
"NPD Combination","2004","in school","Rural Area","","","","","6"
"NPD Combination","2004","middle vocational","Rural Area","19","","","","6"
"NPD Combination","2004","vocational + Abi","Urban Area","2","","","","6"
"NPD Combination","2004","vocational + Abi","Rural Area","","","","","6"
"Other","2004","in school","Urban Area","3","","","","8"
"Other","2004","in school","Rural Area","2","","","","8"
"Other","2004","inadequately","Urban Area","1","","","","8"
"Other","2004","inadequately","Rural Area","1","","","","8"
"Other","2004","general elemantary","Urban Area","3","","","","8"
"Other","2004","general elemantary","Rural Area","3","","","","8"
"Other","2004","middle vocational","Urban Area","30","0.010890171659025","0.00713027116733822","0.0146500721507118","8"
"Other","2004","vocational + Abi","Rural Area","3","","","","8"
"Other","2004","higher vocational","Urban Area","6","","","","8"
"Other","2004","higher vocational","Rural Area","3","","","","8"
"Other","2004","higher education","Urban Area","2","","","","8"
"Other","2004","middle vocational","Rural Area","20","","","","8"
"Other","2004","vocational + Abi","Urban Area","3","","","","8"
"Other","2004","higher education","Rural Area","11","","","","8"
"PDS/Linke","2004","inadequately","Urban Area","","","","","5"
"PDS/Linke","2004","inadequately","Rural Area","1","","","","5"
"PDS/Linke","2004","higher vocational","Rural Area","25","","","","5"
"PDS/Linke","2004","higher education","Urban Area","85","0.0465172744342396","0.036891830444166","0.0561427184243132","5"
"PDS/Linke","2004","general elemantary","Urban Area","7","","","","5"
"PDS/Linke","2004","general elemantary","Rural Area","9","","","","5"
"PDS/Linke","2004","middle vocational","Urban Area","71","0.0231182960059117","0.0176740764934853","0.028562515518338","5"
"PDS/Linke","2004","middle vocational","Rural Area","94","0.0564634023135967","0.0439881852296184","0.068938619397575","5"
"PDS/Linke","2004","vocational + Abi","Urban Area","8","","","","5"
"PDS/Linke","2004","vocational + Abi","Rural Area","8","","","","5"
"PDS/Linke","2004","higher vocational","Urban Area","7","","","","5"
"PDS/Linke","2004","higher education","Rural Area","110","0.156404442353948","0.128900029788656","0.18390885491924","5"
"PDS/Linke","2004","in school","Urban Area","5","","","","5"
"PDS/Linke","2004","in school","Rural Area","2","","","","5"
"SPD","2004","higher education","Urban Area","520","0.279218149268839","0.258714509183604","0.299721789354074","2"
"SPD","2004","in school","Urban Area","32","0.262365002546293","0.180526003293248","0.344204001799339","2"
"SPD","2004","general elemantary","Urban Area","243","0.497849632354209","0.453533724636966","0.542165540071451","2"
"SPD","2004","general elemantary","Rural Area","65","0.33148022591548","0.269133740641395","0.393826711189564","2"
"SPD","2004","in school","Rural Area","12","","","","2"
"SPD","2004","inadequately","Urban Area","19","","","","2"
"SPD","2004","middle vocational","Rural Area","422","0.33465481025087","0.309150871236244","0.360158749265496","2"
"SPD","2004","vocational + Abi","Rural Area","32","0.245560068926149","0.164005666691315","0.327114471160983","2"
"SPD","2004","inadequately","Rural Area","5","","","","2"
"SPD","2004","middle vocational","Urban Area","1161","0.405334989355742","0.387548920469192","0.423121058242292","2"
"SPD","2004","higher vocational","Rural Area","62","0.300218693708702","0.244611897844803","0.355825489572602","2"
"SPD","2004","vocational + Abi","Urban Area","148","0.327253740063514","0.282486551512166","0.372020928614861","2"
"SPD","2004","higher education","Rural Area","153","0.22163184179908","0.190181939682584","0.253081743915576","2"
"SPD","2004","higher vocational","Urban Area","211","0.393087714799523","0.352080758095537","0.434094671503509","2"
"AfD","2005","in school","Urban Area","","","","","7"
"AfD","2005","general elemantary","Rural Area","","","","","7"
"AfD","2005","middle vocational","Urban Area","","","","","7"
"AfD","2005","middle vocational","Rural Area","","","","","7"
"AfD","2005","vocational + Abi","Urban Area","","","","","7"
"AfD","2005","inadequately","Urban Area","","","","","7"
"AfD","2005","higher vocational","Rural Area","","","","","7"
"AfD","2005","higher education","Urban Area","","","","","7"
"AfD","2005","in school","Rural Area","","","","","7"
"AfD","2005","inadequately","Rural Area","","","","","7"
"AfD","2005","general elemantary","Urban Area","","","","","7"
"AfD","2005","vocational + Abi","Rural Area","","","","","7"
"AfD","2005","higher vocational","Urban Area","","","","","7"
"AfD","2005","higher education","Rural Area","","","","","7"
"CDU/CSU","2005","general elemantary","Urban Area","196","0.374755465806566","0.332703322120736","0.416807609492396","1"
"CDU/CSU","2005","higher education","Urban Area","696","0.346753633804618","0.325130237088862","0.368377030520374","1"
"CDU/CSU","2005","higher vocational","Rural Area","114","0.430649496605036","0.368003359504338","0.493295633705733","1"
"CDU/CSU","2005","inadequately","Rural Area","8","","","","1"
"CDU/CSU","2005","higher education","Rural Area","255","0.405052901288038","0.367798273972961","0.442307528603115","1"
"CDU/CSU","2005","middle vocational","Urban Area","1213","0.412174904884515","0.394388360050021","0.429961449719008","1"
"CDU/CSU","2005","inadequately","Urban Area","9","","","","1"
"CDU/CSU","2005","vocational + Abi","Rural Area","49","0.462536840115224","0.368503096049929","0.55657058418052","1"
"CDU/CSU","2005","higher vocational","Urban Area","224","0.416730362299814","0.374273737308819","0.459186987290809","1"
"CDU/CSU","2005","general elemantary","Rural Area","110","0.560934722202267","0.494287968832659","0.627581475571876","1"
"CDU/CSU","2005","vocational + Abi","Urban Area","168","0.391633534373802","0.345604826120246","0.437662242627358","1"
"CDU/CSU","2005","middle vocational","Rural Area","647","0.485678735324942","0.458787892492639","0.512569578157245","1"
"CDU/CSU","2005","in school","Urban Area","34","0.239486760099946","0.163129275734924","0.315844244464969","1"
"CDU/CSU","2005","in school","Rural Area","22","","","","1"
"FDP","2005","inadequately","Urban Area","2","","","","3"
"FDP","2005","inadequately","Rural Area","","","","","3"
"FDP","2005","higher vocational","Urban Area","15","","","","3"
"FDP","2005","general elemantary","Urban Area","9","","","","3"
"FDP","2005","general elemantary","Rural Area","7","","","","3"
"FDP","2005","higher education","Urban Area","125","0.0576821897617646","0.0470897872966664","0.0682745922268628","3"
"FDP","2005","in school","Rural Area","2","","","","3"
"FDP","2005","middle vocational","Rural Area","37","0.0231725499951994","0.0150777062282156","0.0312673937621832","3"
"FDP","2005","vocational + Abi","Urban Area","29","","","","3"
"FDP","2005","vocational + Abi","Rural Area","3","","","","3"
"FDP","2005","higher vocational","Rural Area","12","","","","3"
"FDP","2005","middle vocational","Urban Area","108","0.0322668817147267","0.0258815559728822","0.0386522074565712","3"
"FDP","2005","higher education","Rural Area","40","0.0631646874058216","0.0447037403879868","0.0816256344236563","3"
"FDP","2005","in school","Urban Area","7","","","","3"
"NPD Combination","2005","inadequately","Rural Area","2","","","","6"
"NPD Combination","2005","general elemantary","Urban Area","13","","","","6"
"NPD Combination","2005","higher vocational","Rural Area","5","","","","6"
"NPD Combination","2005","inadequately","Urban Area","2","","","","6"
"NPD Combination","2005","higher vocational","Urban Area","2","","","","6"
"NPD Combination","2005","higher education","Urban Area","2","","","","6"
"NPD Combination","2005","higher education","Rural Area","2","","","","6"
"NPD Combination","2005","general elemantary","Rural Area","4","","","","6"
"NPD Combination","2005","middle vocational","Urban Area","52","0.0175590607941651","0.012813029212019","0.0223050923763111","6"
"NPD Combination","2005","in school","Urban Area","1","","","","6"
"NPD Combination","2005","middle vocational","Rural Area","37","0.0350127162075466","0.0251229431328146","0.0449024892822785","6"
"NPD Combination","2005","in school","Rural Area","2","","","","6"
"NPD Combination","2005","vocational + Abi","Urban Area","4","","","","6"
"NPD Combination","2005","vocational + Abi","Rural Area","3","","","","6"
"Other","2005","in school","Urban Area","1","","","","8"
"Other","2005","in school","Rural Area","2","","","","8"
"Other","2005","general elemantary","Rural Area","2","","","","8"
"Other","2005","vocational + Abi","Rural Area","2","","","","8"
"Other","2005","inadequately","Urban Area","","","","","8"
"Other","2005","inadequately","Rural Area","","","","","8"
"Other","2005","general elemantary","Urban Area","3","","","","8"
"Other","2005","higher vocational","Urban Area","5","","","","8"
"Other","2005","higher vocational","Rural Area","1","","","","8"
"Other","2005","higher education","Urban Area","6","","","","8"
"Other","2005","middle vocational","Urban Area","35","0.0133010050055757","0.00916137688744411","0.0174406331237073","8"
"Other","2005","middle vocational","Rural Area","20","","","","8"
"Other","2005","vocational + Abi","Urban Area","1","","","","8"
"Other","2005","higher education","Rural Area","7","","","","8"
"PDS/Linke","2005","in school","Urban Area","5","","","","5"
"PDS/Linke","2005","inadequately","Urban Area","1","","","","5"
"PDS/Linke","2005","higher vocational","Urban Area","10","","","","5"
"PDS/Linke","2005","higher vocational","Rural Area","17","","","","5"
"PDS/Linke","2005","in school","Rural Area","3","","","","5"
"PDS/Linke","2005","inadequately","Rural Area","1","","","","5"
"PDS/Linke","2005","general elemantary","Urban Area","8","","","","5"
"PDS/Linke","2005","vocational + Abi","Urban Area","10","","","","5"
"PDS/Linke","2005","vocational + Abi","Rural Area","8","","","","5"
"PDS/Linke","2005","higher education","Urban Area","81","0.0394343529465172","0.0305918382676117","0.0482768676254226","5"
"PDS/Linke","2005","higher education","Rural Area","116","0.159600857287128","0.13180720728109","0.187394507293166","5"
"PDS/Linke","2005","general elemantary","Rural Area","12","","","","5"
"PDS/Linke","2005","middle vocational","Urban Area","78","0.0227658713683818","0.0173761264896611","0.0281556162471025","5"
"PDS/Linke","2005","middle vocational","Rural Area","101","0.0662237630346771","0.052844229699205","0.0796032963701491","5"
"SPD","2005","in school","Urban Area","44","0.44502236655712","0.356105095009252","0.533939638104989","2"
"SPD","2005","in school","Rural Area","6","","","","2"
"SPD","2005","inadequately","Urban Area","22","","","","2"
"SPD","2005","general elemantary","Urban Area","261","0.536436629117122","0.493115180709249","0.579758077524994","2"
"SPD","2005","general elemantary","Rural Area","70","0.315147908794414","0.252758065150678","0.37753775243815","2"
"SPD","2005","middle vocational","Urban Area","1243","0.419798648959246","0.401965146623996","0.437632151294496","2"
"SPD","2005","middle vocational","Rural Area","427","0.325096517252876","0.299894249417446","0.350298785088307","2"
"SPD","2005","vocational + Abi","Rural Area","32","0.240677874770173","0.160053320895","0.321302428645345","2"
"SPD","2005","higher vocational","Urban Area","211","0.419191172042219","0.376699298575659","0.461683045508778","2"
"SPD","2005","higher vocational","Rural Area","72","0.340684126547099","0.280723634849234","0.400644618244965","2"
"SPD","2005","higher education","Urban Area","566","0.315563490698004","0.294448793190206","0.336678188205801","2"
"SPD","2005","higher education","Rural Area","169","0.235027238410601","0.202848630010749","0.267205846810452","2"
"SPD","2005","inadequately","Rural Area","3","","","","2"
"SPD","2005","vocational + Abi","Urban Area","151","0.347706665103036","0.302797581210869","0.392615748995204","2"
"AfD","2006","in school","Urban Area","","","","","7"
"AfD","2006","vocational + Abi","Urban Area","","","","","7"
"AfD","2006","in school","Rural Area","","","","","7"
"AfD","2006","general elemantary","Rural Area","","","","","7"
"AfD","2006","middle vocational","Urban Area","","","","","7"
"AfD","2006","middle vocational","Rural Area","","","","","7"
"AfD","2006","higher vocational","Urban Area","","","","","7"
"AfD","2006","higher vocational","Rural Area","","","","","7"
"AfD","2006","higher education","Urban Area","","","","","7"
"AfD","2006","higher education","Rural Area","","","","","7"
"AfD","2006","inadequately","Urban Area","","","","","7"
"AfD","2006","inadequately","Rural Area","","","","","7"
"AfD","2006","general elemantary","Urban Area","","","","","7"
"AfD","2006","vocational + Abi","Rural Area","","","","","7"
"CDU/CSU","2006","higher education","Urban Area","801","0.345427386967058","0.325147831398026","0.365706942536091","1"
"CDU/CSU","2006","inadequately","Urban Area","10","","","","1"
"CDU/CSU","2006","inadequately","Rural Area","6","","","","1"
"CDU/CSU","2006","general elemantary","Rural Area","138","0.483121290547039","0.424589543704255","0.541653037389822","1"
"CDU/CSU","2006","higher vocational","Rural Area","140","0.406678784463606","0.35173107407184","0.461626494855372","1"
"CDU/CSU","2006","general elemantary","Urban Area","210","0.355708491739651","0.316338779232114","0.395078204247188","1"
"CDU/CSU","2006","middle vocational","Urban Area","1401","0.41192620755331","0.395308972423559","0.428543442683061","1"
"CDU/CSU","2006","higher education","Rural Area","304","0.406138423121765","0.37131422985148","0.44096261639205","1"
"CDU/CSU","2006","middle vocational","Rural Area","752","0.472395942217627","0.447849232592405","0.496942651842849","1"
"CDU/CSU","2006","vocational + Abi","Urban Area","187","0.365776169175688","0.323474023013031","0.408078315338344","1"
"CDU/CSU","2006","vocational + Abi","Rural Area","53","0.431893624429526","0.346081958308541","0.517705290550512","1"
"CDU/CSU","2006","higher vocational","Urban Area","253","0.408189308619233","0.368530076493392","0.447848540745075","1"
"CDU/CSU","2006","in school","Urban Area","33","0.277123643315126","0.192711483312243","0.361535803318009","1"
"CDU/CSU","2006","in school","Rural Area","12","","","","1"
"FDP","2006","inadequately","Urban Area","1","","","","3"
"FDP","2006","inadequately","Rural Area","","","","","3"
"FDP","2006","general elemantary","Urban Area","16","","","","3"
"FDP","2006","vocational + Abi","Rural Area","7","","","","3"
"FDP","2006","higher vocational","Urban Area","19","","","","3"
"FDP","2006","higher vocational","Rural Area","15","","","","3"
"FDP","2006","higher education","Urban Area","175","0.0827272957607959","0.0709790023816297","0.094475589139962","3"
"FDP","2006","general elemantary","Rural Area","10","","","","3"
"FDP","2006","middle vocational","Urban Area","114","0.0306913148420323","0.0248679776260737","0.0365146520579909","3"
"FDP","2006","middle vocational","Rural Area","56","0.0384011034327123","0.0289527751938422","0.0478494316715825","3"
"FDP","2006","in school","Rural Area","3","","","","3"
"FDP","2006","vocational + Abi","Urban Area","42","0.0881022349197348","0.0632079326773327","0.112996537162137","3"
"FDP","2006","higher education","Rural Area","40","0.0744835204613952","0.0558659250808141","0.0931011158419763","3"
"FDP","2006","in school","Urban Area","3","","","","3"
"NPD Combination","2006","inadequately","Rural Area","1","","","","6"
"NPD Combination","2006","general elemantary","Urban Area","14","","","","6"
"NPD Combination","2006","higher vocational","Rural Area","6","","","","6"
"NPD Combination","2006","higher education","Urban Area","1","","","","6"
"NPD Combination","2006","higher education","Rural Area","4","","","","6"
"NPD Combination","2006","inadequately","Urban Area","1","","","","6"
"NPD Combination","2006","higher vocational","Urban Area","3","","","","6"
"NPD Combination","2006","general elemantary","Rural Area","2","","","","6"
"NPD Combination","2006","middle vocational","Urban Area","57","0.0221237360539327","0.01715776336074","0.0270897087471253","6"
"NPD Combination","2006","in school","Urban Area","","","","","6"
"NPD Combination","2006","middle vocational","Rural Area","39","0.0237513948484538","0.016264341712157","0.0312384479847506","6"
"NPD Combination","2006","vocational + Abi","Urban Area","4","","","","6"
"NPD Combination","2006","vocational + Abi","Rural Area","1","","","","6"
"NPD Combination","2006","in school","Rural Area","1","","","","6"
"Other","2006","in school","Urban Area","","","","","8"
"Other","2006","in school","Rural Area","","","","","8"
"Other","2006","inadequately","Urban Area","1","","","","8"
"Other","2006","inadequately","Rural Area","","","","","8"
"Other","2006","general elemantary","Urban Area","7","","","","8"
"Other","2006","general elemantary","Rural Area","2","","","","8"
"Other","2006","vocational + Abi","Rural Area","1","","","","8"
"Other","2006","higher vocational","Urban Area","2","","","","8"
"Other","2006","higher vocational","Rural Area","3","","","","8"
"Other","2006","higher education","Urban Area","13","","","","8"
"Other","2006","higher education","Rural Area","5","","","","8"
"Other","2006","middle vocational","Urban Area","35","0.0103445567559664","0.00692845268598958","0.0137606608259433","8"
"Other","2006","middle vocational","Rural Area","21","","","","8"
"Other","2006","vocational + Abi","Urban Area","1","","","","8"
"PDS/Linke","2006","in school","Urban Area","2","","","","5"
"PDS/Linke","2006","vocational + Abi","Urban Area","11","","","","5"
"PDS/Linke","2006","in school","Rural Area","4","","","","5"
"PDS/Linke","2006","middle vocational","Rural Area","135","0.0770428211262326","0.0639316040723992","0.090154038180066","5"
"PDS/Linke","2006","higher vocational","Urban Area","18","","","","5"
"PDS/Linke","2006","inadequately","Urban Area","1","","","","5"
"PDS/Linke","2006","inadequately","Rural Area","","","","","5"
"PDS/Linke","2006","general elemantary","Urban Area","20","","","","5"
"PDS/Linke","2006","general elemantary","Rural Area","23","","","","5"
"PDS/Linke","2006","middle vocational","Urban Area","145","0.0412286587056704","0.0345160664793672","0.0479412509319736","5"
"PDS/Linke","2006","higher vocational","Rural Area","25","","","","5"
"PDS/Linke","2006","higher education","Urban Area","111","0.049382054188707","0.0401416979585338","0.0586224104188802","5"
"PDS/Linke","2006","vocational + Abi","Rural Area","11","","","","5"
"PDS/Linke","2006","higher education","Rural Area","126","0.152544198788393","0.127049036058323","0.178039361518462","5"
"SPD","2006","in school","Urban Area","46","0.46552490246845","0.371450512720591","0.55959929221631","2"
"SPD","2006","in school","Rural Area","7","","","","2"
"SPD","2006","inadequately","Urban Area","24","","","","2"
"SPD","2006","general elemantary","Urban Area","280","0.516466875817844","0.475370050461422","0.557563701174265","2"
"SPD","2006","general elemantary","Rural Area","95","0.360677833286013","0.304432216614812","0.416923449957214","2"
"SPD","2006","middle vocational","Urban Area","1411","0.418782811011095","0.402125810875162","0.435439811147029","2"
"SPD","2006","middle vocational","Rural Area","523","0.336994388278562","0.313753320402987","0.360235456154137","2"
"SPD","2006","vocational + Abi","Urban Area","182","0.370829768811864","0.328406434650883","0.413253102972844","2"
"SPD","2006","inadequately","Rural Area","6","","","","2"
"SPD","2006","vocational + Abi","Rural Area","49","0.317958929807783","0.237284875513829","0.398632984101737","2"
"SPD","2006","higher vocational","Urban Area","234","0.397210767683086","0.357727295773023","0.436694239593149","2"
"SPD","2006","higher vocational","Rural Area","95","0.326179453918994","0.273737443967709","0.378621463870278","2"
"SPD","2006","higher education","Urban Area","615","0.301318823767866","0.281750492709933","0.320887154825798","2"
"SPD","2006","higher education","Rural Area","207","0.268048713102827","0.236640056283415","0.299457369922239","2"
"AfD","2007","in school","Urban Area","","","","","7"
"AfD","2007","vocational + Abi","Urban Area","","","","","7"
"AfD","2007","vocational + Abi","Rural Area","","","","","7"
"AfD","2007","middle vocational","Rural Area","","","","","7"
"AfD","2007","higher education","Urban Area","","","","","7"
"AfD","2007","in school","Rural Area","","","","","7"
"AfD","2007","higher vocational","Urban Area","","","","","7"
"AfD","2007","inadequately","Rural Area","","","","","7"
"AfD","2007","inadequately","Urban Area","","","","","7"
"AfD","2007","higher vocational","Rural Area","","","","","7"
"AfD","2007","general elemantary","Rural Area","","","","","7"
"AfD","2007","middle vocational","Urban Area","","","","","7"
"AfD","2007","higher education","Rural Area","","","","","7"
"AfD","2007","general elemantary","Urban Area","","","","","7"
"CDU/CSU","2007","inadequately","Rural Area","2","","","","1"
"CDU/CSU","2007","general elemantary","Rural Area","101","0.497672329898775","0.426764089954728","0.568580569842823","1"
"CDU/CSU","2007","higher vocational","Rural Area","114","0.458850371482396","0.395409645501931","0.52229109746286","1"
"CDU/CSU","2007","higher education","Urban Area","715","0.338827668874084","0.317771367270366","0.359883970477803","1"
"CDU/CSU","2007","higher education","Rural Area","262","0.413705018305211","0.376688367879386","0.450721668731036","1"
"CDU/CSU","2007","inadequately","Urban Area","7","","","","1"
"CDU/CSU","2007","general elemantary","Urban Area","160","0.341737982749343","0.297521623487754","0.385954342010931","1"
"CDU/CSU","2007","middle vocational","Urban Area","1152","0.402212271846326","0.384101668369649","0.420322875323004","1"
"CDU/CSU","2007","middle vocational","Rural Area","608","0.46816038258763","0.4410565771411","0.49526418803416","1"
"CDU/CSU","2007","in school","Urban Area","17","","","","1"
"CDU/CSU","2007","vocational + Abi","Urban Area","141","0.311076918593204","0.266591192079296","0.355562645107111","1"
"CDU/CSU","2007","vocational + Abi","Rural Area","41","0.364401131851929","0.275667085644095","0.453135178059762","1"
"CDU/CSU","2007","higher vocational","Urban Area","194","0.377214022086874","0.333441561080439","0.42098648309331","1"
"CDU/CSU","2007","in school","Rural Area","14","","","","1"
"FDP","2007","inadequately","Urban Area","","","","","3"
"FDP","2007","inadequately","Rural Area","","","","","3"
"FDP","2007","general elemantary","Urban Area","10","","","","3"
"FDP","2007","vocational + Abi","Rural Area","5","","","","3"
"FDP","2007","higher vocational","Urban Area","17","","","","3"
"FDP","2007","higher vocational","Rural Area","18","","","","3"
"FDP","2007","higher education","Urban Area","170","0.0805859052451444","0.0684765659950459","0.0926952444952429","3"
"FDP","2007","higher education","Rural Area","39","0.0775982392117443","0.0574897413306762","0.0977067370928125","3"
"FDP","2007","general elemantary","Rural Area","5","","","","3"
"FDP","2007","middle vocational","Urban Area","107","0.0277193854421794","0.021655941344509","0.0337828295398497","3"
"FDP","2007","middle vocational","Rural Area","48","0.0362895989076168","0.026131628200371","0.0464475696148625","3"
"FDP","2007","vocational + Abi","Urban Area","36","0.0797072939634499","0.0536809330294189","0.105733654897481","3"
"FDP","2007","in school","Rural Area","2","","","","3"
"FDP","2007","in school","Urban Area","5","","","","3"
"NPD Combination","2007","inadequately","Urban Area","","","","","6"
"NPD Combination","2007","inadequately","Rural Area","2","","","","6"
"NPD Combination","2007","general elemantary","Urban Area","10","","","","6"
"NPD Combination","2007","general elemantary","Rural Area","2","","","","6"
"NPD Combination","2007","higher vocational","Rural Area","6","","","","6"
"NPD Combination","2007","higher education","Urban Area","1","","","","6"
"NPD Combination","2007","higher education","Rural Area","3","","","","6"
"NPD Combination","2007","middle vocational","Urban Area","45","0.0156067580915291","0.0110287935249146","0.0201847226581435","6"
"NPD Combination","2007","higher vocational","Urban Area","4","","","","6"
"NPD Combination","2007","middle vocational","Rural Area","34","0.0307054297467514","0.0213345993225577","0.0400762601709451","6"
"NPD Combination","2007","vocational + Abi","Rural Area","1","","","","6"
"NPD Combination","2007","in school","Urban Area","","","","","6"
"NPD Combination","2007","in school","Rural Area","1","","","","6"
"NPD Combination","2007","vocational + Abi","Urban Area","4","","","","6"
"Other","2007","in school","Urban Area","","","","","8"
"Other","2007","in school","Rural Area","","","","","8"
"Other","2007","inadequately","Urban Area","1","","","","8"
"Other","2007","inadequately","Rural Area","","","","","8"
"Other","2007","general elemantary","Urban Area","2","","","","8"
"Other","2007","general elemantary","Rural Area","2","","","","8"
"Other","2007","vocational + Abi","Rural Area","3","","","","8"
"Other","2007","higher vocational","Urban Area","3","","","","8"
"Other","2007","higher vocational","Rural Area","2","","","","8"
"Other","2007","higher education","Urban Area","13","","","","8"
"Other","2007","higher education","Rural Area","8","","","","8"
"Other","2007","middle vocational","Urban Area","30","0.0114517359249013","0.00752197285491263","0.0153814989948901","8"
"Other","2007","middle vocational","Rural Area","13","","","","8"
"Other","2007","vocational + Abi","Urban Area","","","","","8"
"PDS/Linke","2007","in school","Urban Area","3","","","","5"
"PDS/Linke","2007","middle vocational","Rural Area","127","0.0916563284346241","0.0759834442467354","0.107329212622513","5"
"PDS/Linke","2007","vocational + Abi","Urban Area","9","","","","5"
"PDS/Linke","2007","general elemantary","Rural Area","12","","","","5"
"PDS/Linke","2007","middle vocational","Urban Area","118","0.0442904345399871","0.0366915525012756","0.0518893165786986","5"
"PDS/Linke","2007","in school","Rural Area","1","","","","5"
"PDS/Linke","2007","vocational + Abi","Rural Area","12","","","","5"
"PDS/Linke","2007","higher vocational","Rural Area","21","","","","5"
"PDS/Linke","2007","higher education","Urban Area","117","0.0543504983719933","0.0442648879709047","0.0644361087730819","5"
"PDS/Linke","2007","higher vocational","Urban Area","16","","","","5"
"PDS/Linke","2007","inadequately","Urban Area","1","","","","5"
"PDS/Linke","2007","inadequately","Rural Area","1","","","","5"
"PDS/Linke","2007","higher education","Rural Area","110","0.14649942070336","0.119921959156757","0.173076882249964","5"
"PDS/Linke","2007","general elemantary","Urban Area","10","","","","5"
"SPD","2007","in school","Urban Area","34","0.442870961141567","0.334697162256104","0.551044760027029","2"
"SPD","2007","middle vocational","Urban Area","1178","0.419423266959816","0.40119741498393","0.437649118935702","2"
"SPD","2007","vocational + Abi","Urban Area","156","0.377171446545413","0.330596208134255","0.423746684956571","2"
"SPD","2007","middle vocational","Rural Area","411","0.324364404333878","0.298936213949742","0.349792594718013","2"
"SPD","2007","in school","Rural Area","5","","","","2"
"SPD","2007","inadequately","Urban Area","10","","","","2"
