"party","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","2004","direct migration background","West Germany","356","0.512872344297542","0.475468859442129","0.550275829152954","2"
"CDU/CSU","2004","indirect migration background","West Germany","72","0.31162649107847","0.248984189962946","0.374268792193993","2"
"CDU/CSU","2004","indirect migration background","East Germany","3","","","","2"
"FDP","2004","indirect migration background","East Germany","","","","","3"
"FDP","2004","indirect migration background","West Germany","2","","","","3"
"FDP","2004","no migration background","East Germany","65","0.0373839427295971","0.0280419482859081","0.0467259371732862","3"
"FDP","2004","direct migration background","East Germany","","","","","3"
"FDP","2004","no migration background","West Germany","295","0.0421075888159829","0.0372063395903665","0.0470088380415992","3"
"FDP","2004","direct migration background","West Germany","21","","","","3"
"NPD","2004","no migration background","West Germany","39","0.00732372001764866","0.00524288368400132","0.00940455635129599","6"
"NPD","2004","indirect migration background","East Germany","","","","","6"
"NPD","2004","no migration background","East Germany","27","","","","6"
"NPD","2004","direct migration background","West Germany","2","","","","6"
"NPD","2004","direct migration background","East Germany","","","","","6"
"NPD","2004","indirect migration background","West Germany","1","","","","6"
"Other","2004","no migration background","West Germany","65","0.00968381552336493","0.00729392269613681","0.012073708350593","8"
"Other","2004","direct migration background","East Germany","","","","","8"
"Other","2004","indirect migration background","West Germany","","","","","8"
"Other","2004","no migration background","East Germany","19","","","","8"
"Other","2004","direct migration background","West Germany","8","","","","8"
"Other","2004","indirect migration background","East Germany","","","","","8"
"PDS/Linke","2004","no migration background","West Germany","44","0.00719004050673509","0.00512814351576675","0.00925193749770342","5"
"PDS/Linke","2004","no migration background","East Germany","352","0.233299659213449","0.212472003850934","0.254127314575964","5"
"PDS/Linke","2004","direct migration background","West Germany","9","","","","5"
"PDS/Linke","2004","direct migration background","East Germany","9","","","","5"
"PDS/Linke","2004","indirect migration background","East Germany","2","","","","5"
"PDS/Linke","2004","indirect migration background","West Germany","3","","","","5"
"SPD","2004","indirect migration background","West Germany","101","0.402385761738887","0.33606183755507","0.468709685922703","1"
"SPD","2004","direct migration background","West Germany","243","0.354574365492978","0.318776032329905","0.39037269865605","1"
"SPD","2004","indirect migration background","East Germany","2","","","","1"
"SPD","2004","direct migration background","East Germany","9","","","","1"
"SPD","2004","no migration background","East Germany","434","0.278233013991226","0.256164487357888","0.300301540624564","1"
"SPD","2004","no migration background","West Germany","2309","0.375367549282414","0.363550504874945","0.387184593689883","1"
"AfD","2005","no migration background","East Germany","","","","","7"
"AfD","2005","no migration background","West Germany","","","","","7"
"AfD","2005","direct migration background","West Germany","","","","","7"
"AfD","2005","direct migration background","East Germany","","","","","7"
"AfD","2005","indirect migration background","West Germany","","","","","7"
"AfD","2005","indirect migration background","East Germany","","","","","7"
"CDU/CSU","2005","no migration background","East Germany","560","0.302164868655622","0.280141271481354","0.32418846582989","2"
"CDU/CSU","2005","direct migration background","East Germany","19","","","","2"
"CDU/CSU","2005","no migration background","West Germany","2800","0.433529817338529","0.421381175692911","0.445678458984148","2"
"CDU/CSU","2005","direct migration background","West Germany","327","0.456816888243142","0.419486350573483","0.4941474259128","2"
"CDU/CSU","2005","indirect migration background","West Germany","56","0.288760542078615","0.226572074870265","0.350949009286965","2"
"CDU/CSU","2005","indirect migration background","East Germany","3","","","","2"
"FDP","2005","direct migration background","East Germany","","","","","3"
"FDP","2005","indirect migration background","East Germany","","","","","3"
"FDP","2005","indirect migration background","West Germany","5","","","","3"
"FDP","2005","no migration background","West Germany","290","0.0379264799166496","0.033243685340267","0.0426092744930322","3"
"FDP","2005","no migration background","East Germany","72","0.0390566074638129","0.0297651035033955","0.0483481114242303","3"
"FDP","2005","direct migration background","West Germany","18","","","","3"
"NPD","2005","no migration background","East Germany","55","0.0576522154913416","0.0464732024447085","0.0688312285379747","6"
"NPD","2005","direct migration background","East Germany","","","","","6"
"NPD","2005","indirect migration background","West Germany","2","","","","6"
"NPD","2005","no migration background","West Germany","71","0.0131289130943","0.0103384626947663","0.0159193634938337","6"
"NPD","2005","direct migration background","West Germany","1","","","","6"
"NPD","2005","indirect migration background","East Germany","","","","","6"
"Other","2005","no migration background","West Germany","57","0.00985858775575192","0.00743652342625668","0.0122806520852472","8"
"Other","2005","direct migration background","East Germany","1","","","","8"
"Other","2005","indirect migration background","West Germany","2","","","","8"
"Other","2005","indirect migration background","East Germany","","","","","8"
"Other","2005","no migration background","East Germany","21","","","","8"
"Other","2005","direct migration background","West Germany","4","","","","8"
"PDS/Linke","2005","direct migration background","West Germany","10","","","","5"
"PDS/Linke","2005","indirect migration background","East Germany","1","","","","5"
"PDS/Linke","2005","no migration background","West Germany","47","0.00711836233888314","0.005057407417588","0.00917931726017829","5"
"PDS/Linke","2005","no migration background","East Germany","366","0.221482659044012","0.201567037481815","0.241398280606209","5"
"PDS/Linke","2005","direct migration background","East Germany","12","","","","5"
"PDS/Linke","2005","indirect migration background","West Germany","1","","","","5"
"SPD","2005","indirect migration background","West Germany","107","0.451119592008787","0.382835786563379","0.519403397454195","1"
"SPD","2005","indirect migration background","East Germany","4","","","","1"
"SPD","2005","no migration background","East Germany","479","0.278051893906481","0.256563410025688","0.299540377787274","1"
"SPD","2005","direct migration background","West Germany","281","0.40599082310379","0.369188543044581","0.442793103162999","1"
"SPD","2005","no migration background","West Germany","2417","0.39388130794284","0.381903116988306","0.405859498897375","1"
"SPD","2005","direct migration background","East Germany","9","","","","1"
"AfD","2006","no migration background","East Germany","","","","","7"
"AfD","2006","no migration background","West Germany","","","","","7"
"AfD","2006","direct migration background","West Germany","","","","","7"
"AfD","2006","direct migration background","East Germany","","","","","7"
"AfD","2006","indirect migration background","West Germany","","","","","7"
"AfD","2006","indirect migration background","East Germany","","","","","7"
"CDU/CSU","2006","no migration background","East Germany","656","0.318303395675016","0.297633625036051","0.338973166313981","2"
"CDU/CSU","2006","direct migration background","East Germany","20","","","","2"
"CDU/CSU","2006","direct migration background","West Germany","309","0.374766140898467","0.339359291259313","0.410172990537621","2"
"CDU/CSU","2006","no migration background","West Germany","3276","0.430547672703604","0.419306989560248","0.44178835584696","2"
"CDU/CSU","2006","indirect migration background","West Germany","61","0.231781784734306","0.1783961486396","0.285167420829012","2"
"CDU/CSU","2006","indirect migration background","East Germany","2","","","","2"
"FDP","2006","no migration background","West Germany","373","0.0483217699167195","0.0434535534527244","0.0531899863807147","3"
"FDP","2006","direct migration background","East Germany","1","","","","3"
"FDP","2006","indirect migration background","East Germany","","","","","3"
"FDP","2006","indirect migration background","West Germany","10","","","","3"
"FDP","2006","direct migration background","West Germany","20","","","","3"
"FDP","2006","no migration background","East Germany","89","0.0397991147181148","0.0311247592889949","0.0484734701472347","3"
"NPD","2006","no migration background","East Germany","49","0.0379360710057995","0.0294589653327101","0.0464131766788888","6"
"NPD","2006","no migration background","West Germany","79","0.0136344632627356","0.0110018239349672","0.016267102590504","6"
"NPD","2006","direct migration background","West Germany","1","","","","6"
"NPD","2006","indirect migration background","West Germany","3","","","","6"
"NPD","2006","direct migration background","East Germany","","","","","6"
"NPD","2006","indirect migration background","East Germany","","","","","6"
"Other","2006","no migration background","West Germany","66","0.0103621581386718","0.00806327628853711","0.0126610399888065","8"
"Other","2006","direct migration background","East Germany","3","","","","8"
"Other","2006","no migration background","East Germany","15","","","","8"
"Other","2006","indirect migration background","West Germany","4","","","","8"
"Other","2006","indirect migration background","East Germany","","","","","8"
"Other","2006","direct migration background","West Germany","4","","","","8"
"PDS/Linke","2006","no migration background","West Germany","134","0.0202055866989085","0.0170114271246208","0.0233997462731962","5"
"PDS/Linke","2006","indirect migration background","East Germany","","","","","5"
"PDS/Linke","2006","no migration background","East Germany","449","0.247792514770681","0.228635299770525","0.266949729770838","5"
"PDS/Linke","2006","direct migration background","West Germany","18","","","","5"
"PDS/Linke","2006","direct migration background","East Germany","9","","","","5"
"PDS/Linke","2006","indirect migration background","West Germany","6","","","","5"
"SPD","2006","indirect migration background","West Germany","123","0.453916385539663","0.390928073101519","0.516904697977808","1"
"SPD","2006","no migration background","East Germany","578","0.290449587308757","0.270305552339507","0.310593622278007","1"
"SPD","2006","indirect migration background","East Germany","3","","","","1"
"SPD","2006","no migration background","West Germany","2782","0.386392780843354","0.375338941992391","0.397446619694316","1"
"SPD","2006","direct migration background","East Germany","6","","","","1"
"SPD","2006","direct migration background","West Germany","319","0.483973320491815","0.447419509862432","0.520527131121198","1"
"AfD","2007","direct migration background","East Germany","","","","","7"
"AfD","2007","indirect migration background","West Germany","","","","","7"
"AfD","2007","indirect migration background","East Germany","","","","","7"
"AfD","2007","no migration background","East Germany","","","","","7"
"AfD","2007","direct migration background","West Germany","","","","","7"
"AfD","2007","no migration background","West Germany","","","","","7"
"CDU/CSU","2007","no migration background","East Germany","493","0.26896266243803","0.247309761056518","0.290615563819542","2"
"CDU/CSU","2007","direct migration background","East Germany","14","","","","2"
"CDU/CSU","2007","indirect migration background","East Germany","4","","","","2"
"CDU/CSU","2007","no migration background","West Germany","2749","0.429977518170657","0.417804637843764","0.442150398497551","2"
"CDU/CSU","2007","direct migration background","West Germany","246","0.368647258403589","0.328867200890744","0.408427315916434","2"
"CDU/CSU","2007","indirect migration background","West Germany","55","0.227334032185173","0.169962125938454","0.284705938431892","2"
"FDP","2007","no migration background","East Germany","76","0.0448912994243491","0.0347799804773856","0.0550026183713126","3"
"FDP","2007","no migration background","West Germany","350","0.0431839767135217","0.0381859333235415","0.0481820201035018","3"
"FDP","2007","direct migration background","West Germany","16","","","","3"
"FDP","2007","direct migration background","East Germany","1","","","","3"
"FDP","2007","indirect migration background","West Germany","9","","","","3"
"FDP","2007","indirect migration background","East Germany","","","","","3"
"NPD","2007","no migration background","West Germany","74","0.013403355396727","0.0105758654498735","0.0162308453435805","6"
"NPD","2007","direct migration background","East Germany","","","","","6"
"NPD","2007","indirect migration background","West Germany","","","","","6"
"NPD","2007","indirect migration background","East Germany","","","","","6"
"NPD","2007","no migration background","East Germany","38","0.0359754895311084","0.0268816410268059","0.0450693380354108","6"
"NPD","2007","direct migration background","West Germany","3","","","","6"
"Other","2007","indirect migration background","East Germany","","","","","8"
"Other","2007","no migration background","West Germany","57","0.00867332998873427","0.00639337740030903","0.0109532825771595","8"
"Other","2007","indirect migration background","West Germany","2","","","","8"
"Other","2007","direct migration background","East Germany","","","","","8"
"Other","2007","no migration background","East Germany","14","","","","8"
"Other","2007","direct migration background","West Germany","5","","","","8"
"PDS/Linke","2007","direct migration background","East Germany","5","","","","5"
"PDS/Linke","2007","direct migration background","West Germany","17","","","","5"
"PDS/Linke","2007","no migration background","West Germany","113","0.018946689035411","0.0155944309007486","0.0222989471700734","5"
"PDS/Linke","2007","no migration background","East Germany","409","0.268221201917987","0.246587203969667","0.289855199866307","5"
"PDS/Linke","2007","indirect migration background","West Germany","6","","","","5"
"PDS/Linke","2007","indirect migration background","East Germany","","","","","5"
"SPD","2007","indirect migration background","West Germany","107","0.470435228901112","0.402110074464414","0.538760383337811","1"
"SPD","2007","indirect migration background","East Germany","2","","","","1"
"SPD","2007","no migration background","East Germany","468","0.290447754436579","0.268279753976485","0.312615754896672","1"
"SPD","2007","direct migration background","East Germany","7","","","","1"
"SPD","2007","no migration background","West Germany","2324","0.381194362286598","0.369252423212961","0.393136301360234","1"
"SPD","2007","direct migration background","West Germany","236","0.445928323465414","0.404941961508935","0.486914685421893","1"
"AfD","2008","direct migration background","East Germany","","","","","7"
"AfD","2008","indirect migration background","West Germany","","","","","7"
"AfD","2008","indirect migration background","East Germany","","","","","7"
"AfD","2008","no migration background","East Germany","","","","","7"
"AfD","2008","direct migration background","West Germany","","","","","7"
"AfD","2008","no migration background","West Germany","","","","","7"
"CDU/CSU","2008","indirect migration background","East Germany","3","","","","2"
"CDU/CSU","2008","no migration background","East Germany","483","0.298383951752318","0.275328899290073","0.321439004214563","2"
"CDU/CSU","2008","direct migration background","East Germany","16","","","","2"
"CDU/CSU","2008","indirect migration background","West Germany","66","0.26788837007168","0.208414818746625","0.327361921396734","2"
"CDU/CSU","2008","no migration background","West Germany","2682","0.442724006188823","0.430152631520658","0.455295380856989","2"
"CDU/CSU","2008","direct migration background","West Germany","250","0.412116399983311","0.370211406502572","0.45402139346405","2"
"FDP","2008","no migration background","East Germany","75","0.0455048026435912","0.0350034771862662","0.0560061281009162","3"
"FDP","2008","no migration background","West Germany","335","0.0459514134498136","0.0406521470786267","0.0512506798210004","3"
"FDP","2008","direct migration background","West Germany","18","","","","3"
"FDP","2008","indirect migration background","East Germany","","","","","3"
"FDP","2008","direct migration background","East Germany","","","","","3"
"FDP","2008","indirect migration background","West Germany","11","","","","3"
"NPD","2008","direct migration background","East Germany","","","","","6"
"NPD","2008","indirect migration background","West Germany","2","","","","6"
"NPD","2008","no migration background","West Germany","59","0.0100431462412239","0.00751952547013066","0.0125667670123171","6"
"NPD","2008","indirect migration background","East Germany","","","","","6"
"NPD","2008","no migration background","East Germany","40","0.0393276485002666","0.0295335320660898","0.0491217649344433","6"
"NPD","2008","direct migration background","West Germany","","","","","6"
"Other","2008","indirect migration background","East Germany","","","","","8"
"Other","2008","no migration background","West Germany","45","0.00749177691953912","0.00530934581876641","0.00967420802031182","8"
"Other","2008","indirect migration background","West Germany","5","","","","8"
"Other","2008","direct migration background","East Germany","","","","","8"
"Other","2008","no migration background","East Germany","5","","","","8"
"Other","2008","direct migration background","West Germany","3","","","","8"
"PDS/Linke","2008","direct migration background","East Germany","8","","","","5"
"PDS/Linke","2008","no migration background","West Germany","161","0.0256045913453739","0.0216069152299069","0.0296022674608409","5"
"PDS/Linke","2008","no migration background","East Germany","407","0.283866382186038","0.261147726000443","0.306585038371632","5"
"PDS/Linke","2008","direct migration background","West Germany","17","","","","5"
"PDS/Linke","2008","indirect migration background","East Germany","","","","","5"
"PDS/Linke","2008","indirect migration background","West Germany","5","","","","5"
"SPD","2008","indirect migration background","East Germany","2","","","","1"
"SPD","2008","indirect migration background","West Germany","97","0.422917622998633","0.356573098376335","0.489262147620931","1"
"SPD","2008","direct migration background","East Germany","5","","","","1"
"SPD","2008","no migration background","East Germany","401","0.24787095158292","0.226114522015762","0.269627381150077","1"
"SPD","2008","no migration background","West Germany","2081","0.364051645556177","0.351873715095749","0.376229576016605","1"
"SPD","2008","direct migration background","West Germany","211","0.425273406050164","0.383183794687559","0.467363017412768","1"
"AfD","2009","direct migration background","East Germany","","","","","7"
"AfD","2009","direct migration background","West Germany","","","","","7"
"AfD","2009","indirect migration background","West Germany","","","","","7"
"AfD","2009","indirect migration background","East Germany","","","","","7"
"AfD","2009","no migration background","West Germany","","","","","7"
"AfD","2009","no migration background","East Germany","","","","","7"
"CDU/CSU","2009","indirect migration background","East Germany","4","","","","2"
"CDU/CSU","2009","indirect migration background","West Germany","42","0.220063809299958","0.15741723898961","0.282710379610306","2"
"CDU/CSU","2009","no migration background","East Germany","446","0.27692316017774","0.253795030530478","0.300051289825003","2"
"CDU/CSU","2009","direct migration background","East Germany","16","","","","2"
"CDU/CSU","2009","no migration background","West Germany","2342","0.429111103099072","0.416037639508122","0.442184566690022","2"
"CDU/CSU","2009","direct migration background","West Germany","208","0.383267262463122","0.338396940724822","0.428137584201423","2"
"FDP","2009","no migration background","East Germany","91","0.0709058608955488","0.0576398736504741","0.0841718481406234","3"
"FDP","2009","no migration background","West Germany","480","0.0764341361633772","0.0694162292307202","0.0834520430960342","3"
"FDP","2009","direct migration background","East Germany","","","","","3"
"FDP","2009","indirect migration background","West Germany","19","","","","3"
"FDP","2009","indirect migration background","East Germany","","","","","3"
"FDP","2009","direct migration background","West Germany","21","","","","3"
"NPD","2009","direct migration background","East Germany","1","","","","6"
"NPD","2009","indirect migration background","West Germany","1","","","","6"
"NPD","2009","no migration background","West Germany","60","0.0139498059641926","0.0108519331580004","0.0170476787703848","6"
"NPD","2009","direct migration background","West Germany","1","","","","6"
"NPD","2009","indirect migration background","East Germany","1","","","","6"
"NPD","2009","no migration background","East Germany","37","0.0439293622115458","0.0333370423398493","0.0545216820832423","6"
"Other","2009","no migration background","West Germany","54","0.00990102803562748","0.00728580075808034","0.0125162553131746","8"
"Other","2009","no migration background","East Germany","15","","","","8"
"Other","2009","indirect migration background","East Germany","","","","","8"
"Other","2009","direct migration background","West Germany","4","","","","8"
"Other","2009","direct migration background","East Germany","","","","","8"
"Other","2009","indirect migration background","West Germany","3","","","","8"
"PDS/Linke","2009","direct migration background","East Germany","7","","","","5"
"PDS/Linke","2009","no migration background","East Germany","380","0.273233840435814","0.25020175622753","0.296265924644098","5"
"PDS/Linke","2009","direct migration background","West Germany","12","","","","5"
"PDS/Linke","2009","no migration background","West Germany","133","0.0256348331384035","0.021460317332097","0.02980934894471","5"
"PDS/Linke","2009","indirect migration background","East Germany","","","","","5"
"PDS/Linke","2009","indirect migration background","West Germany","4","","","","5"
"SPD","2009","indirect migration background","West Germany","75","0.42639997602315","0.351616333218033","0.501183618828268","1"
"SPD","2009","indirect migration background","East Germany","3","","","","1"
"SPD","2009","direct migration background","East Germany","4","","","","1"
"SPD","2009","no migration background","East Germany","353","0.232750607139992","0.210909113423719","0.254592100856265","1"
"SPD","2009","direct migration background","West Germany","159","0.37511044339986","0.330427576397875","0.419793310401845","1"
"SPD","2009","no migration background","West Germany","1792","0.33355422229648","0.321100602029729","0.346007842563231","1"
"AfD","2010","direct migration background","East Germany","","","","","7"
"AfD","2010","no migration background","East Germany","","","","","7"
"AfD","2010","indirect migration background","West Germany","","","","","7"
"AfD","2010","indirect migration background","East Germany","","","","","7"
"AfD","2010","no migration background","West Germany","","","","","7"
"AfD","2010","direct migration background","West Germany","","","","","7"
"CDU/CSU","2010","no migration background","East Germany","632","0.292560202270149","0.272725882897373","0.312394521642926","2"
"CDU/CSU","2010","direct migration background","East Germany","19","","","","2"
"CDU/CSU","2010","indirect migration background","East Germany","9","","","","2"
"CDU/CSU","2010","no migration background","West Germany","3050","0.407455799638562","0.396405225828288","0.418506373448837","2"
"CDU/CSU","2010","direct migration background","West Germany","373","0.401487694700079","0.368876936981066","0.434098452419092","2"
"CDU/CSU","2010","indirect migration background","West Germany","93","0.252893043095219","0.207866727698821","0.297919358491617","2"
"FDP","2010","direct migration background","East Germany","","","","","3"
"FDP","2010","no migration background","East Germany","101","0.0342072002952032","0.0262828132157636","0.0421315873746428","3"
"FDP","2010","direct migration background","West Germany","42","0.0440322582530034","0.0303834313197002","0.0576810851863066","3"
"FDP","2010","indirect migration background","West Germany","25","","","","3"
"FDP","2010","indirect migration background","East Germany","2","","","","3"
"FDP","2010","no migration background","West Germany","540","0.0633843368990017","0.0579046482156591","0.0688640255823442","3"
"NPD","2010","indirect migration background","East Germany","1","","","","6"
"NPD","2010","direct migration background","East Germany","","","","","6"
"NPD","2010","indirect migration background","West Germany","2","","","","6"
"NPD","2010","no migration background","West Germany","88","0.0109016584115107","0.00856631784330651","0.0132369989797149","6"
"NPD","2010","direct migration background","West Germany","1","","","","6"
"NPD","2010","no migration background","East Germany","69","0.0489849767325689","0.0395749669243196","0.0583949865408183","6"
"Other","2010","no migration background","West Germany","85","0.0118601092328511","0.00942545236242816","0.014294766103274","8"
"Other","2010","no migration background","East Germany","21","","","","8"
"Other","2010","indirect migration background","East Germany","","","","","8"
"Other","2010","direct migration background","West Germany","2","","","","8"
"Other","2010","direct migration background","East Germany","","","","","8"
"Other","2010","indirect migration background","West Germany","6","","","","8"
"PDS/Linke","2010","direct migration background","East Germany","8","","","","5"
"PDS/Linke","2010","no migration background","East Germany","554","0.315201502268274","0.294946118633836","0.335456885902712","5"
"PDS/Linke","2010","direct migration background","West Germany","47","0.0517485474916348","0.0370118873166142","0.0664852076666554","5"
"PDS/Linke","2010","no migration background","West Germany","254","0.0370281999756671","0.0327814441929271","0.041274955758407","5"
"PDS/Linke","2010","indirect migration background","East Germany","","","","","5"
"PDS/Linke","2010","indirect migration background","West Germany","18","","","","5"
"SPD","2010","indirect migration background","West Germany","141","0.432045013930017","0.380731939681338","0.483358088178695","1"
"SPD","2010","indirect migration background","East Germany","3","","","","1"
"SPD","2010","direct migration background","West Germany","317","0.399215411811828","0.366635397589424","0.431795426034232","1"
"SPD","2010","direct migration background","East Germany","5","","","","1"
"SPD","2010","no migration background","East Germany","451","0.214117872366017","0.196233648396981","0.232002096335054","1"
"SPD","2010","no migration background","West Germany","2325","0.333311836335021","0.322710247851044","0.343913424818997","1"
"AfD","2011","no migration background","East Germany","","","","","7"
"AfD","2011","direct migration background","East Germany","","","","","7"
"AfD","2011","indirect migration background","West Germany","","","","","7"
"AfD","2011","no migration background","West Germany","","","","","7"
"AfD","2011","indirect migration background","East Germany","","","","","7"
"AfD","2011","direct migration background","West Germany","","","","","7"
"CDU/CSU","2011","no migration background","East Germany","522","0.321321713665447","0.298504002231375","0.344139425099519","2"
"CDU/CSU","2011","no migration background","West Germany","2711","0.405153493312044","0.393274617998313","0.417032368625774","2"
"CDU/CSU","2011","direct migration background","East Germany","10","","","","2"
"CDU/CSU","2011","indirect migration background","East Germany","3","","","","2"
"CDU/CSU","2011","direct migration background","West Germany","256","0.373775316671978","0.334769915361599","0.412780717982357","2"
"CDU/CSU","2011","indirect migration background","West Germany","56","0.250302394890494","0.192533138185775","0.308071651595214","2"
"FDP","2011","direct migration background","East Germany","","","","","3"
"FDP","2011","no migration background","East Germany","49","0.0216878208088015","0.0145704964700658","0.0288051451475372","3"
"FDP","2011","direct migration background","West Germany","15","","","","3"
"FDP","2011","indirect migration background","West Germany","8","","","","3"
"FDP","2011","indirect migration background","East Germany","","","","","3"
"FDP","2011","no migration background","West Germany","228","0.0273882857048903","0.0234390300839898","0.0313375413257908","3"
"NPD","2011","indirect migration background","East Germany","1","","","","6"
"NPD","2011","no migration background","West Germany","54","0.00987916008739644","0.00748602516454539","0.0122722950102475","6"
"NPD","2011","direct migration background","East Germany","","","","","6"
"NPD","2011","indirect migration background","West Germany","","","","","6"
"NPD","2011","no migration background","East Germany","51","0.0472597140161357","0.0368915256597249","0.0576279023725465","6"
"NPD","2011","direct migration background","West Germany","1","","","","6"
"Other","2011","no migration background","West Germany","86","0.0153634968706576","0.012387406762327","0.0183395869789882","8"
"Other","2011","no migration background","East Germany","12","","","","8"
"Other","2011","direct migration background","West Germany","5","","","","8"
"Other","2011","direct migration background","East Germany","1","","","","8"
"Other","2011","indirect migration background","West Germany","4","","","","8"
"Other","2011","indirect migration background","East Germany","","","","","8"
"PDS/Linke","2011","direct migration background","East Germany","9","","","","5"
"PDS/Linke","2011","direct migration background","West Germany","22","","","","5"
"PDS/Linke","2011","no migration background","East Germany","410","0.272159293827602","0.250412270311344","0.293906317343861","5"
"PDS/Linke","2011","indirect migration background","West Germany","11","","","","5"
"PDS/Linke","2011","no migration background","West Germany","132","0.0222180498957616","0.0186515924295387","0.0257845073619846","5"
"PDS/Linke","2011","indirect migration background","East Germany","","","","","5"
"SPD","2011","indirect migration background","West Germany","81","0.37803681937376","0.313371622573993","0.442702016173527","1"
"SPD","2011","direct migration background","West Germany","209","0.38409363348761","0.344880617038433","0.423306649936787","1"
"SPD","2011","indirect migration background","East Germany","4","","","","1"
"SPD","2011","direct migration background","East Germany","9","","","","1"
"SPD","2011","no migration background","East Germany","414","0.237881480760019","0.217076771881241","0.258686189638797","1"
"SPD","2011","no migration background","West Germany","2115","0.343785068264222","0.332292168176868","0.355277968351576","1"
"AfD","2012","no migration background","West Germany","","","","","7"
"AfD","2012","no migration background","East Germany","","","","","7"
"AfD","2012","direct migration background","West Germany","","","","","7"
"AfD","2012","direct migration background","East Germany","","","","","7"
"AfD","2012","indirect migration background","West Germany","","","","","7"
"AfD","2012","indirect migration background","East Germany","","","","","7"
"CDU/CSU","2012","no migration background","West Germany","2663","0.41713342347016","0.40494981862297","0.429317028317351","2"
"CDU/CSU","2012","no migration background","East Germany","516","0.33613466283641","0.312433619149494","0.359835706523327","2"
"CDU/CSU","2012","direct migration background","East Germany","14","","","","2"
"CDU/CSU","2012","indirect migration background","East Germany","4","","","","2"
"CDU/CSU","2012","direct migration background","West Germany","256","0.420055128308393","0.378955328122078","0.461154928494707","2"
"CDU/CSU","2012","indirect migration background","West Germany","57","0.268579378801184","0.208200804912562","0.328957952689806","2"
"FDP","2012","direct migration background","East Germany","","","","","3"
"FDP","2012","no migration background","East Germany","33","0.0172554568038956","0.0107218292342622","0.0237890843735289","3"
"FDP","2012","direct migration background","West Germany","17","","","","3"
"FDP","2012","indirect migration background","West Germany","5","","","","3"
"FDP","2012","indirect migration background","East Germany","1","","","","3"
"FDP","2012","no migration background","West Germany","172","0.0231873600789858","0.0194687124924322","0.0269060076655393","3"
"NPD","2012","direct migration background","East Germany","","","","","6"
"NPD","2012","no migration background","West Germany","41","0.00851246959419024","0.00624247329489172","0.0107824658934888","6"
"NPD","2012","direct migration background","West Germany","3","","","","6"
"NPD","2012","indirect migration background","West Germany","1","","","","6"
"NPD","2012","indirect migration background","East Germany","1","","","","6"
"NPD","2012","no migration background","East Germany","41","0.0397486727328376","0.0299464492914081","0.0495508961742671","6"
"Other","2012","no migration background","West Germany","50","0.00850381317548276","0.00623496145685178","0.0107726648941137","8"
"Other","2012","no migration background","East Germany","3","","","","8"
"Other","2012","direct migration background","East Germany","","","","","8"
"Other","2012","direct migration background","West Germany","3","","","","8"
"Other","2012","indirect migration background","West Germany","1","","","","8"
"Other","2012","indirect migration background","East Germany","","","","","8"
"PDS/Linke","2012","no migration background","East Germany","378","0.273055043740686","0.250701484184778","0.295408603296594","5"
"PDS/Linke","2012","no migration background","West Germany","117","0.0203225357349976","0.0168360793149798","0.0238089921550155","5"
"PDS/Linke","2012","direct migration background","East Germany","7","","","","5"
"PDS/Linke","2012","direct migration background","West Germany","19","","","","5"
"PDS/Linke","2012","indirect migration background","West Germany","7","","","","5"
"PDS/Linke","2012","indirect migration background","East Germany","2","","","","5"
"SPD","2012","indirect migration background","West Germany","93","0.461155863621948","0.393248266023762","0.529063461220135","1"
"SPD","2012","indirect migration background","East Germany","1","","","","1"
"SPD","2012","no migration background","East Germany","425","0.250718834519224","0.228972467556231","0.272465201482216","1"
"SPD","2012","direct migration background","West Germany","195","0.380634521049734","0.340202933595932","0.421066108503536","1"
"SPD","2012","direct migration background","East Germany","7","","","","1"
"SPD","2012","no migration background","West Germany","2145","0.351941617421261","0.34014123415301","0.363742000689512","1"
"AfD","2013","no migration background","East Germany","","","","","7"
"AfD","2013","no migration background","West Germany","","","","","7"
"AfD","2013","direct migration background","West Germany","","","","","7"
"AfD","2013","direct migration background","East Germany","","","","","7"
"AfD","2013","indirect migration background","West Germany","","","","","7"
"AfD","2013","indirect migration background","East Germany","","","","","7"
"CDU/CSU","2013","no migration background","East Germany","567","0.368402494690235","0.3441527159014","0.392652273479069","2"
"CDU/CSU","2013","no migration background","West Germany","2676","0.437448131258507","0.425054062141405","0.449842200375608","2"
"CDU/CSU","2013","indirect migration background","East Germany","3","","","","2"
"CDU/CSU","2013","direct migration background","East Germany","31","0.365133181493324","0.25759326531241","0.472673097674238","2"
"CDU/CSU","2013","indirect migration background","West Germany","111","0.236020138538187","0.197299493004016","0.274740784072357","2"
"CDU/CSU","2013","direct migration background","West Germany","574","0.414819995453356","0.387996203597942","0.441643787308771","2"
"FDP","2013","direct migration background","East Germany","3","","","","3"
"FDP","2013","direct migration background","West Germany","28","","","","3"
"FDP","2013","indirect migration background","West Germany","11","","","","3"
"FDP","2013","no migration background","East Germany","38","0.0170674503126262","0.0105560787407356","0.0235788218845168","3"
"FDP","2013","indirect migration background","East Germany","1","","","","3"
"FDP","2013","no migration background","West Germany","191","0.0261817694030401","0.0221923674853199","0.0301711713207603","3"
"NPD","2013","no migration background","West Germany","31","0.00631064625706572","0.00433216663376707","0.00828912588036437","6"
"NPD","2013","direct migration background","East Germany","","","","","6"
