"party","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"PDS/Linke","1997","Thuringia","in school","","","","","5"
"PDS/Linke","1997","Thuringia","inadequately","","","","","5"
"PDS/Linke","1997","Thuringia","general elemantary","1","","","","5"
"PDS/Linke","1997","Thuringia","middle vocational","10","","","","5"
"PDS/Linke","1997","Thuringia","vocational + Abi","","","","","5"
"PDS/Linke","1997","Thuringia","higher education","11","","","","5"
"PDS/Linke","1997","Thuringia","higher vocational","2","","","","5"
"PDS/Linke","1997","Saxony-Anhalt","vocational + Abi","2","","","","5"
"PDS/Linke","1997","Saxony-Anhalt","higher vocational","1","","","","5"
"PDS/Linke","1997","Saxony-Anhalt","higher education","16","","","","5"
"PDS/Linke","1997","Mecklenburg-Western Pomerania","middle vocational","10","","","","5"
"PDS/Linke","1997","Mecklenburg-Western Pomerania","vocational + Abi","","","","","5"
"PDS/Linke","1997","Mecklenburg-Western Pomerania","higher vocational","","","","","5"
"PDS/Linke","1997","Mecklenburg-Western Pomerania","higher education","15","","","","5"
"PDS/Linke","1997","Saxony","in school","1","","","","5"
"PDS/Linke","1997","Saxony","inadequately","","","","","5"
"PDS/Linke","1997","Saxony","general elemantary","9","","","","5"
"PDS/Linke","1997","Saxony","middle vocational","23","","","","5"
"PDS/Linke","1997","Saxony","vocational + Abi","1","","","","5"
"PDS/Linke","1997","Saxony","higher vocational","3","","","","5"
"PDS/Linke","1997","Saxony","higher education","23","","","","5"
"PDS/Linke","1997","Saxony-Anhalt","in school","1","","","","5"
"PDS/Linke","1997","Saxony-Anhalt","inadequately","","","","","5"
"PDS/Linke","1997","Saxony-Anhalt","general elemantary","4","","","","5"
"PDS/Linke","1997","Saxony-Anhalt","middle vocational","16","","","","5"
"PDS/Linke","1997","Schleswig-Holstein","in school","","","","","5"
"PDS/Linke","1997","Schleswig-Holstein","inadequately","","","","","5"
"PDS/Linke","1997","Schleswig-Holstein","general elemantary","1","","","","5"
"PDS/Linke","1997","Schleswig-Holstein","middle vocational","","","","","5"
"PDS/Linke","1997","Schleswig-Holstein","vocational + Abi","","","","","5"
"PDS/Linke","1997","Schleswig-Holstein","higher vocational","","","","","5"
"PDS/Linke","1997","Schleswig-Holstein","higher education","","","","","5"
"PDS/Linke","1997","Hamburg","in school","","","","","5"
"PDS/Linke","1997","Hamburg","inadequately","","","","","5"
"PDS/Linke","1997","Hamburg","general elemantary","","","","","5"
"PDS/Linke","1997","Hamburg","middle vocational","","","","","5"
"PDS/Linke","1997","Hamburg","vocational + Abi","","","","","5"
"PDS/Linke","1997","Hamburg","higher vocational","","","","","5"
"PDS/Linke","1997","Hamburg","higher education","","","","","5"
"PDS/Linke","1997","Lower Saxony","in school","1","","","","5"
"PDS/Linke","1997","Lower Saxony","inadequately","","","","","5"
"PDS/Linke","1997","Lower Saxony","general elemantary","","","","","5"
"PDS/Linke","1997","Lower Saxony","middle vocational","2","","","","5"
"PDS/Linke","1997","Lower Saxony","vocational + Abi","","","","","5"
"PDS/Linke","1997","Lower Saxony","higher vocational","","","","","5"
"PDS/Linke","1997","Lower Saxony","higher education","1","","","","5"
"PDS/Linke","1997","Bremen","in school","","","","","5"
"PDS/Linke","1997","Bremen","inadequately","","","","","5"
"PDS/Linke","1997","Bremen","general elemantary","","","","","5"
"PDS/Linke","1997","Bremen","middle vocational","","","","","5"
"PDS/Linke","1997","Bremen","vocational + Abi","","","","","5"
"PDS/Linke","1997","Bremen","higher vocational","","","","","5"
"PDS/Linke","1997","Bremen","higher education","","","","","5"
"PDS/Linke","1997","North Rhine-Westphalia","in school","","","","","5"
"PDS/Linke","1997","North Rhine-Westphalia","inadequately","","","","","5"
"PDS/Linke","1997","North Rhine-Westphalia","general elemantary","","","","","5"
"PDS/Linke","1997","North Rhine-Westphalia","middle vocational","3","","","","5"
"PDS/Linke","1997","North Rhine-Westphalia","vocational + Abi","","","","","5"
"PDS/Linke","1997","North Rhine-Westphalia","higher vocational","1","","","","5"
"PDS/Linke","1997","North Rhine-Westphalia","higher education","","","","","5"
"PDS/Linke","1997","Hesse","in school","","","","","5"
"PDS/Linke","1997","Hesse","inadequately","","","","","5"
"PDS/Linke","1997","Hesse","general elemantary","","","","","5"
"PDS/Linke","1997","Hesse","middle vocational","1","","","","5"
"PDS/Linke","1997","Hesse","vocational + Abi","","","","","5"
"PDS/Linke","1997","Hesse","higher vocational","","","","","5"
"PDS/Linke","1997","Hesse","higher education","","","","","5"
"PDS/Linke","1997","Rhineland-Palatinate,Saarland","in school","","","","","5"
"PDS/Linke","1997","Rhineland-Palatinate,Saarland","inadequately","","","","","5"
"PDS/Linke","1997","Rhineland-Palatinate,Saarland","general elemantary","","","","","5"
"PDS/Linke","1997","Rhineland-Palatinate,Saarland","middle vocational","1","","","","5"
"PDS/Linke","1997","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","5"
"PDS/Linke","1997","Rhineland-Palatinate,Saarland","higher vocational","","","","","5"
"PDS/Linke","1997","Rhineland-Palatinate,Saarland","higher education","2","","","","5"
"PDS/Linke","1997","Baden-Württemberg","in school","","","","","5"
"PDS/Linke","1997","Baden-Württemberg","inadequately","","","","","5"
"PDS/Linke","1997","Baden-Württemberg","general elemantary","","","","","5"
"PDS/Linke","1997","Baden-Württemberg","middle vocational","2","","","","5"
"PDS/Linke","1997","Baden-Württemberg","vocational + Abi","","","","","5"
"PDS/Linke","1997","Baden-Württemberg","higher vocational","","","","","5"
"PDS/Linke","1997","Baden-Württemberg","higher education","","","","","5"
"PDS/Linke","1997","Bavaria","in school","","","","","5"
"PDS/Linke","1997","Bavaria","inadequately","","","","","5"
"PDS/Linke","1997","Bavaria","general elemantary","1","","","","5"
"PDS/Linke","1997","Bavaria","middle vocational","3","","","","5"
"PDS/Linke","1997","Bavaria","vocational + Abi","","","","","5"
"PDS/Linke","1997","Bavaria","higher vocational","","","","","5"
"PDS/Linke","1997","Bavaria","higher education","","","","","5"
"PDS/Linke","1997","Berlin","in school","","","","","5"
"PDS/Linke","1997","Berlin","inadequately","","","","","5"
"PDS/Linke","1997","Berlin","general elemantary","2","","","","5"
"PDS/Linke","1997","Berlin","middle vocational","6","","","","5"
"PDS/Linke","1997","Berlin","vocational + Abi","2","","","","5"
"PDS/Linke","1997","Berlin","higher vocational","2","","","","5"
"PDS/Linke","1997","Berlin","higher education","16","","","","5"
"PDS/Linke","1997","Brandenburg","in school","1","","","","5"
"PDS/Linke","1997","Brandenburg","inadequately","","","","","5"
"PDS/Linke","1997","Brandenburg","general elemantary","1","","","","5"
"PDS/Linke","1997","Brandenburg","middle vocational","15","","","","5"
"PDS/Linke","1997","Brandenburg","vocational + Abi","","","","","5"
"PDS/Linke","1997","Brandenburg","higher vocational","1","","","","5"
"PDS/Linke","1997","Brandenburg","higher education","27","","","","5"
"PDS/Linke","1997","Mecklenburg-Western Pomerania","in school","","","","","5"
"PDS/Linke","1997","Mecklenburg-Western Pomerania","inadequately","","","","","5"
"PDS/Linke","1997","Mecklenburg-Western Pomerania","general elemantary","","","","","5"
"SPD","1997","Brandenburg","middle vocational","41","0.498383443805232","0.397306547310735","0.599460340299729","1"
"SPD","1997","Lower Saxony","general elemantary","49","0.529049153329055","0.424161524491475","0.633936782166635","1"
"SPD","1997","North Rhine-Westphalia","vocational + Abi","26","","","","1"
"SPD","1997","Brandenburg","higher vocational","7","","","","1"
"SPD","1997","Brandenburg","vocational + Abi","2","","","","1"
"SPD","1997","Hamburg","higher education","2","","","","1"
"SPD","1997","Rhineland-Palatinate,Saarland","in school","","","","","1"
"SPD","1997","North Rhine-Westphalia","middle vocational","329","0.491008862382276","0.451784528958434","0.530233195806118","1"
"SPD","1997","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","1"
"SPD","1997","North Rhine-Westphalia","higher vocational","25","","","","1"
"SPD","1997","Rhineland-Palatinate,Saarland","inadequately","5","","","","1"
"SPD","1997","Rhineland-Palatinate,Saarland","middle vocational","81","0.511526290576012","0.4323204964589","0.590732084693123","1"
"SPD","1997","Lower Saxony","vocational + Abi","10","","","","1"
"SPD","1997","Lower Saxony","middle vocational","127","0.480182721407239","0.416842764950551","0.543522677863927","1"
"SPD","1997","Rhineland-Palatinate,Saarland","higher vocational","9","","","","1"
"SPD","1997","North Rhine-Westphalia","in school","6","","","","1"
"SPD","1997","Bavaria","higher vocational","20","","","","1"
"SPD","1997","Bavaria","higher education","33","0.354243688856454","0.256511062908216","0.451976314804691","1"
"SPD","1997","Bavaria","general elemantary","31","0.319020279660514","0.225783189835426","0.412257369485603","1"
"SPD","1997","Bavaria","middle vocational","124","0.339585019060768","0.290042594996811","0.389127443124726","1"
"SPD","1997","Lower Saxony","in school","1","","","","1"
"SPD","1997","Lower Saxony","inadequately","4","","","","1"
"SPD","1997","North Rhine-Westphalia","inadequately","19","","","","1"
"SPD","1997","North Rhine-Westphalia","general elemantary","108","0.596947608733813","0.525685075507613","0.668210141960013","1"
"SPD","1997","Rhineland-Palatinate,Saarland","general elemantary","33","0.373767028601269","0.270305972606771","0.477228084595766","1"
"SPD","1997","Bavaria","vocational + Abi","7","","","","1"
"SPD","1997","Hamburg","general elemantary","6","","","","1"
"SPD","1997","Hamburg","middle vocational","21","","","","1"
"SPD","1997","Hamburg","vocational + Abi","1","","","","1"
"SPD","1997","Hamburg","higher vocational","","","","","1"
"SPD","1997","Lower Saxony","higher vocational","18","","","","1"
"SPD","1997","Lower Saxony","higher education","27","","","","1"
"SPD","1997","Bremen","in school","","","","","1"
"SPD","1997","Bremen","inadequately","","","","","1"
"SPD","1997","Bremen","general elemantary","4","","","","1"
"SPD","1997","Bremen","middle vocational","12","","","","1"
"SPD","1997","Bremen","vocational + Abi","2","","","","1"
"SPD","1997","Bremen","higher vocational","1","","","","1"
"SPD","1997","Bremen","higher education","","","","","1"
"SPD","1997","North Rhine-Westphalia","higher education","49","0.295082347680224","0.225910294999898","0.36425440036055","1"
"SPD","1997","Hesse","in school","","","","","1"
"SPD","1997","Hesse","inadequately","9","","","","1"
"SPD","1997","Hesse","general elemantary","46","0.697294503727309","0.589668467645397","0.80492053980922","1"
"SPD","1997","Hesse","middle vocational","100","0.565256271181785","0.494015112130456","0.636497430233114","1"
"SPD","1997","Hesse","vocational + Abi","7","","","","1"
"SPD","1997","Hesse","higher vocational","9","","","","1"
"SPD","1997","Hesse","higher education","28","","","","1"
"SPD","1997","Rhineland-Palatinate,Saarland","higher education","9","","","","1"
"SPD","1997","Baden-Württemberg","in school","2","","","","1"
"SPD","1997","Baden-Württemberg","inadequately","15","","","","1"
"SPD","1997","Baden-Württemberg","general elemantary","67","0.403317151151172","0.320870359601215","0.485763942701129","1"
"SPD","1997","Baden-Württemberg","middle vocational","132","0.398067423763786","0.343222097961412","0.45291274956616","1"
"SPD","1997","Baden-Württemberg","vocational + Abi","5","","","","1"
"SPD","1997","Baden-Württemberg","higher vocational","14","","","","1"
"SPD","1997","Baden-Württemberg","higher education","22","","","","1"
"SPD","1997","Bavaria","in school","2","","","","1"
"SPD","1997","Bavaria","inadequately","3","","","","1"
"SPD","1997","Schleswig-Holstein","in school","","","","","1"
"SPD","1997","Berlin","in school","","","","","1"
"SPD","1997","Berlin","inadequately","","","","","1"
"SPD","1997","Berlin","general elemantary","11","","","","1"
"SPD","1997","Berlin","middle vocational","41","0.42803943174936","0.328014307823627","0.528064555675093","1"
"SPD","1997","Berlin","vocational + Abi","2","","","","1"
"SPD","1997","Berlin","higher vocational","10","","","","1"
"SPD","1997","Berlin","higher education","23","","","","1"
"SPD","1997","Brandenburg","in school","","","","","1"
"SPD","1997","Brandenburg","inadequately","","","","","1"
"SPD","1997","Brandenburg","general elemantary","3","","","","1"
"SPD","1997","Schleswig-Holstein","inadequately","2","","","","1"
"SPD","1997","Schleswig-Holstein","general elemantary","9","","","","1"
"SPD","1997","Schleswig-Holstein","middle vocational","44","0.503785841304043","0.392109729899351","0.615461952708734","1"
"SPD","1997","Schleswig-Holstein","vocational + Abi","2","","","","1"
"SPD","1997","Schleswig-Holstein","higher vocational","9","","","","1"
"SPD","1997","Schleswig-Holstein","higher education","2","","","","1"
"SPD","1997","Hamburg","in school","","","","","1"
"SPD","1997","Hamburg","inadequately","1","","","","1"
"SPD","1997","Brandenburg","higher education","18","","","","1"
"SPD","1997","Mecklenburg-Western Pomerania","in school","","","","","1"
"SPD","1997","Mecklenburg-Western Pomerania","inadequately","","","","","1"
"SPD","1997","Saxony","higher vocational","6","","","","1"
"SPD","1997","Saxony","higher education","24","","","","1"
"SPD","1997","Saxony-Anhalt","in school","","","","","1"
"SPD","1997","Saxony-Anhalt","inadequately","","","","","1"
"SPD","1997","Saxony-Anhalt","general elemantary","7","","","","1"
"SPD","1997","Mecklenburg-Western Pomerania","general elemantary","","","","","1"
"SPD","1997","Mecklenburg-Western Pomerania","middle vocational","22","","","","1"
"SPD","1997","Mecklenburg-Western Pomerania","vocational + Abi","1","","","","1"
"SPD","1997","Mecklenburg-Western Pomerania","higher vocational","2","","","","1"
"SPD","1997","Mecklenburg-Western Pomerania","higher education","11","","","","1"
"SPD","1997","Saxony","in school","","","","","1"
"SPD","1997","Saxony","inadequately","","","","","1"
"SPD","1997","Saxony","general elemantary","4","","","","1"
"SPD","1997","Saxony","middle vocational","37","0.205943609382426","0.145857608542911","0.266029610221941","1"
"SPD","1997","Saxony","vocational + Abi","","","","","1"
"SPD","1997","Saxony-Anhalt","middle vocational","33","0.299212615739074","0.21478355513298","0.383641676345168","1"
"SPD","1997","Thuringia","vocational + Abi","2","","","","1"
"SPD","1997","Thuringia","higher vocational","2","","","","1"
"SPD","1997","Saxony-Anhalt","vocational + Abi","1","","","","1"
"SPD","1997","Saxony-Anhalt","higher vocational","8","","","","1"
"SPD","1997","Thuringia","in school","","","","","1"
"SPD","1997","Thuringia","inadequately","","","","","1"
"SPD","1997","Thuringia","general elemantary","5","","","","1"
"SPD","1997","Thuringia","higher education","9","","","","1"
"SPD","1997","Thuringia","middle vocational","42","0.405657697835254","0.308442708005265","0.502872687665244","1"
"SPD","1997","Saxony-Anhalt","higher education","21","","","","1"
"AfD","1998","Lower Saxony","middle vocational","","","","","7"
"AfD","1998","Lower Saxony","inadequately","","","","","7"
"AfD","1998","Lower Saxony","general elemantary","","","","","7"
"AfD","1998","Lower Saxony","vocational + Abi","","","","","7"
"AfD","1998","Lower Saxony","higher education","","","","","7"
"AfD","1998","Bremen","in school","","","","","7"
"AfD","1998","Bremen","inadequately","","","","","7"
"AfD","1998","Lower Saxony","higher vocational","","","","","7"
"AfD","1998","Thuringia","in school","","","","","7"
"AfD","1998","Thuringia","inadequately","","","","","7"
"AfD","1998","Thuringia","general elemantary","","","","","7"
"AfD","1998","Thuringia","middle vocational","","","","","7"
"AfD","1998","Thuringia","vocational + Abi","","","","","7"
"AfD","1998","Thuringia","higher vocational","","","","","7"
"AfD","1998","Thuringia","higher education","","","","","7"
"AfD","1998","Saxony-Anhalt","vocational + Abi","","","","","7"
"AfD","1998","Saxony-Anhalt","higher vocational","","","","","7"
"AfD","1998","Saxony-Anhalt","higher education","","","","","7"
"AfD","1998","Schleswig-Holstein","in school","","","","","7"
"AfD","1998","Schleswig-Holstein","inadequately","","","","","7"
"AfD","1998","Schleswig-Holstein","general elemantary","","","","","7"
"AfD","1998","Schleswig-Holstein","middle vocational","","","","","7"
"AfD","1998","Schleswig-Holstein","vocational + Abi","","","","","7"
"AfD","1998","Schleswig-Holstein","higher vocational","","","","","7"
"AfD","1998","Schleswig-Holstein","higher education","","","","","7"
"AfD","1998","Hamburg","in school","","","","","7"
"AfD","1998","Hamburg","inadequately","","","","","7"
"AfD","1998","Hamburg","general elemantary","","","","","7"
"AfD","1998","Hamburg","middle vocational","","","","","7"
"AfD","1998","Hamburg","vocational + Abi","","","","","7"
"AfD","1998","Hamburg","higher vocational","","","","","7"
"AfD","1998","Hamburg","higher education","","","","","7"
"AfD","1998","Lower Saxony","in school","","","","","7"
"AfD","1998","Bremen","general elemantary","","","","","7"
"AfD","1998","Bremen","middle vocational","","","","","7"
"AfD","1998","Bremen","vocational + Abi","","","","","7"
"AfD","1998","Bremen","higher vocational","","","","","7"
"AfD","1998","Bremen","higher education","","","","","7"
"AfD","1998","North Rhine-Westphalia","in school","","","","","7"
"AfD","1998","North Rhine-Westphalia","inadequately","","","","","7"
"AfD","1998","North Rhine-Westphalia","general elemantary","","","","","7"
"AfD","1998","North Rhine-Westphalia","middle vocational","","","","","7"
"AfD","1998","North Rhine-Westphalia","vocational + Abi","","","","","7"
"AfD","1998","North Rhine-Westphalia","higher vocational","","","","","7"
"AfD","1998","North Rhine-Westphalia","higher education","","","","","7"
"AfD","1998","Hesse","in school","","","","","7"
"AfD","1998","Hesse","inadequately","","","","","7"
"AfD","1998","Mecklenburg-Western Pomerania","middle vocational","","","","","7"
"AfD","1998","Mecklenburg-Western Pomerania","vocational + Abi","","","","","7"
"AfD","1998","Mecklenburg-Western Pomerania","higher vocational","","","","","7"
"AfD","1998","Mecklenburg-Western Pomerania","higher education","","","","","7"
"AfD","1998","Saxony","in school","","","","","7"
"AfD","1998","Saxony","inadequately","","","","","7"
"AfD","1998","Saxony","general elemantary","","","","","7"
"AfD","1998","Saxony","middle vocational","","","","","7"
"AfD","1998","Saxony","vocational + Abi","","","","","7"
"AfD","1998","Saxony","higher vocational","","","","","7"
"AfD","1998","Saxony","higher education","","","","","7"
"AfD","1998","Saxony-Anhalt","in school","","","","","7"
"AfD","1998","Saxony-Anhalt","inadequately","","","","","7"
"AfD","1998","Saxony-Anhalt","general elemantary","","","","","7"
"AfD","1998","Saxony-Anhalt","middle vocational","","","","","7"
"AfD","1998","Hesse","general elemantary","","","","","7"
"AfD","1998","Hesse","middle vocational","","","","","7"
"AfD","1998","Hesse","vocational + Abi","","","","","7"
"AfD","1998","Hesse","higher vocational","","","","","7"
"AfD","1998","Hesse","higher education","","","","","7"
"AfD","1998","Rhineland-Palatinate,Saarland","in school","","","","","7"
"AfD","1998","Rhineland-Palatinate,Saarland","inadequately","","","","","7"
"AfD","1998","Rhineland-Palatinate,Saarland","general elemantary","","","","","7"
"AfD","1998","Rhineland-Palatinate,Saarland","middle vocational","","","","","7"
"AfD","1998","Rhineland-Palatinate,Saarland","vocational + Abi","","","","","7"
"AfD","1998","Rhineland-Palatinate,Saarland","higher vocational","","","","","7"
"AfD","1998","Rhineland-Palatinate,Saarland","higher education","","","","","7"
"AfD","1998","Baden-Württemberg","in school","","","","","7"
"AfD","1998","Baden-Württemberg","inadequately","","","","","7"
"AfD","1998","Baden-Württemberg","general elemantary","","","","","7"
"AfD","1998","Baden-Württemberg","middle vocational","","","","","7"
"AfD","1998","Bavaria","inadequately","","","","","7"
"AfD","1998","Bavaria","general elemantary","","","","","7"
"AfD","1998","Bavaria","middle vocational","","","","","7"
"AfD","1998","Bavaria","vocational + Abi","","","","","7"
"AfD","1998","Bavaria","higher vocational","","","","","7"
"AfD","1998","Bavaria","higher education","","","","","7"
"AfD","1998","Berlin","in school","","","","","7"
"AfD","1998","Berlin","inadequately","","","","","7"
"AfD","1998","Berlin","general elemantary","","","","","7"
"AfD","1998","Berlin","middle vocational","","","","","7"
"AfD","1998","Brandenburg","middle vocational","","","","","7"
"AfD","1998","Brandenburg","vocational + Abi","","","","","7"
"AfD","1998","Brandenburg","higher vocational","","","","","7"
"AfD","1998","Brandenburg","higher education","","","","","7"
"AfD","1998","Mecklenburg-Western Pomerania","in school","","","","","7"
"AfD","1998","Mecklenburg-Western Pomerania","inadequately","","","","","7"
"AfD","1998","Mecklenburg-Western Pomerania","general elemantary","","","","","7"
"AfD","1998","Baden-Württemberg","vocational + Abi","","","","","7"
"AfD","1998","Baden-Württemberg","higher vocational","","","","","7"
"AfD","1998","Baden-Württemberg","higher education","","","","","7"
"AfD","1998","Bavaria","in school","","","","","7"
"AfD","1998","Berlin","vocational + Abi","","","","","7"
"AfD","1998","Berlin","higher vocational","","","","","7"
"AfD","1998","Berlin","higher education","","","","","7"
"AfD","1998","Brandenburg","in school","","","","","7"
"AfD","1998","Brandenburg","inadequately","","","","","7"
"AfD","1998","Brandenburg","general elemantary","","","","","7"
"CDU/CSU","1998","North Rhine-Westphalia","general elemantary","64","0.354345313806749","0.289958985294447","0.41873164231905","2"
"CDU/CSU","1998","North Rhine-Westphalia","middle vocational","265","0.406392151732457","0.370516126892034","0.442268176572879","2"
"CDU/CSU","1998","North Rhine-Westphalia","vocational + Abi","16","","","","2"
"CDU/CSU","1998","North Rhine-Westphalia","higher vocational","36","0.422073956591495","0.314517622314896","0.529630290868095","2"
"CDU/CSU","1998","North Rhine-Westphalia","higher education","72","0.414992289305707","0.344746871841879","0.485237706769534","2"
"CDU/CSU","1998","Hesse","in school","","","","","2"
"CDU/CSU","1998","Hesse","inadequately","2","","","","2"
"CDU/CSU","1998","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"CDU/CSU","1998","Mecklenburg-Western Pomerania","higher vocational","4","","","","2"
"CDU/CSU","1998","Mecklenburg-Western Pomerania","higher education","18","","","","2"
"CDU/CSU","1998","Saxony","in school","","","","","2"
"CDU/CSU","1998","Saxony","inadequately","","","","","2"
"CDU/CSU","1998","Saxony","general elemantary","7","","","","2"
"CDU/CSU","1998","Saxony-Anhalt","middle vocational","39","0.385790657297302","0.288919098980653","0.482662215613951","2"
"CDU/CSU","1998","Saxony-Anhalt","vocational + Abi","2","","","","2"
"CDU/CSU","1998","Saxony-Anhalt","higher vocational","9","","","","2"
"CDU/CSU","1998","Saxony-Anhalt","higher education","10","","","","2"
"CDU/CSU","1998","Thuringia","in school","2","","","","2"
"CDU/CSU","1998","Thuringia","inadequately","","","","","2"
"CDU/CSU","1998","Thuringia","general elemantary","6","","","","2"
"CDU/CSU","1998","Thuringia","middle vocational","40","0.35839661023105","0.266235713257331","0.450557507204768","2"
"CDU/CSU","1998","Thuringia","vocational + Abi","","","","","2"
"CDU/CSU","1998","Thuringia","higher vocational","8","","","","2"
"CDU/CSU","1998","Thuringia","higher education","11","","","","2"
"CDU/CSU","1998","Bremen","vocational + Abi","1","","","","2"
"CDU/CSU","1998","Bremen","higher vocational","1","","","","2"
"CDU/CSU","1998","Bremen","higher education","1","","","","2"
"CDU/CSU","1998","North Rhine-Westphalia","in school","4","","","","2"
"CDU/CSU","1998","North Rhine-Westphalia","inadequately","6","","","","2"
"CDU/CSU","1998","Saxony","middle vocational","69","0.433359917833854","0.3601500246647","0.506569811003007","2"
"CDU/CSU","1998","Saxony","vocational + Abi","3","","","","2"
"CDU/CSU","1998","Saxony","higher vocational","8","","","","2"
"CDU/CSU","1998","Saxony","higher education","23","","","","2"
"CDU/CSU","1998","Saxony-Anhalt","in school","","","","","2"
"CDU/CSU","1998","Saxony-Anhalt","inadequately","","","","","2"
"CDU/CSU","1998","Saxony-Anhalt","general elemantary","8","","","","2"
"CDU/CSU","1998","Hesse","general elemantary","13","","","","2"
"CDU/CSU","1998","Hesse","middle vocational","59","0.302387170042525","0.239205808303668","0.365568531781382","2"
"CDU/CSU","1998","Hesse","vocational + Abi","7","","","","2"
"CDU/CSU","1998","Hesse","higher vocational","10","","","","2"
"CDU/CSU","1998","Hesse","higher education","23","","","","2"
"CDU/CSU","1998","Rhineland-Palatinate,Saarland","in school","2","","","","2"
"CDU/CSU","1998","Rhineland-Palatinate,Saarland","inadequately","2","","","","2"
"CDU/CSU","1998","Rhineland-Palatinate,Saarland","general elemantary","38","0.423762676228501","0.319926064470454","0.527599287986549","2"
"CDU/CSU","1998","Rhineland-Palatinate,Saarland","middle vocational","53","0.31733378337707","0.24521465651606","0.38945291023808","2"
"CDU/CSU","1998","Rhineland-Palatinate,Saarland","vocational + Abi","2","","","","2"
"CDU/CSU","1998","Rhineland-Palatinate,Saarland","higher vocational","9","","","","2"
"CDU/CSU","1998","Rhineland-Palatinate,Saarland","higher education","19","","","","2"
"CDU/CSU","1998","Baden-Württemberg","in school","4","","","","2"
"CDU/CSU","1998","Baden-Württemberg","inadequately","4","","","","2"
"CDU/CSU","1998","Schleswig-Holstein","in school","","","","","2"
"CDU/CSU","1998","Schleswig-Holstein","inadequately","","","","","2"
"CDU/CSU","1998","Schleswig-Holstein","general elemantary","9","","","","2"
"CDU/CSU","1998","Schleswig-Holstein","middle vocational","36","0.417117030315459","0.320954241826375","0.513279818804543","2"
"CDU/CSU","1998","Lower Saxony","in school","3","","","","2"
"CDU/CSU","1998","Lower Saxony","inadequately","6","","","","2"
"CDU/CSU","1998","Lower Saxony","general elemantary","43","0.443936153306929","0.347515383992196","0.540356922621661","2"
"CDU/CSU","1998","Lower Saxony","middle vocational","98","0.322517103160099","0.270897060726533","0.374137145593665","2"
"CDU/CSU","1998","Lower Saxony","vocational + Abi","13","","","","2"
"CDU/CSU","1998","Mecklenburg-Western Pomerania","in school","1","","","","2"
"CDU/CSU","1998","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"CDU/CSU","1998","Mecklenburg-Western Pomerania","general elemantary","2","","","","2"
"CDU/CSU","1998","Mecklenburg-Western Pomerania","middle vocational","23","","","","2"
"CDU/CSU","1998","Schleswig-Holstein","vocational + Abi","4","","","","2"
"CDU/CSU","1998","Schleswig-Holstein","higher vocational","5","","","","2"
"CDU/CSU","1998","Schleswig-Holstein","higher education","6","","","","2"
"CDU/CSU","1998","Hamburg","in school","","","","","2"
"CDU/CSU","1998","Hamburg","inadequately","","","","","2"
"CDU/CSU","1998","Hamburg","general elemantary","4","","","","2"
"CDU/CSU","1998","Hamburg","middle vocational","11","","","","2"
"CDU/CSU","1998","Hamburg","vocational + Abi","1","","","","2"
"CDU/CSU","1998","Hamburg","higher vocational","","","","","2"
"CDU/CSU","1998","Hamburg","higher education","2","","","","2"
"CDU/CSU","1998","Lower Saxony","higher vocational","17","","","","2"
"CDU/CSU","1998","Lower Saxony","higher education","28","","","","2"
"CDU/CSU","1998","Baden-Württemberg","vocational + Abi","8","","","","2"
"CDU/CSU","1998","Baden-Württemberg","higher education","22","","","","2"
"CDU/CSU","1998","Bavaria","in school","4","","","","2"
"CDU/CSU","1998","Bavaria","inadequately","1","","","","2"
"CDU/CSU","1998","Bavaria","general elemantary","55","0.506524994767663","0.412234213585311","0.600815775950014","2"
"CDU/CSU","1998","Bavaria","middle vocational","186","0.495827342491884","0.444882278776881","0.546772406206886","2"
"CDU/CSU","1998","Bavaria","vocational + Abi","10","","","","2"
"CDU/CSU","1998","Bavaria","higher vocational","28","","","","2"
"CDU/CSU","1998","Bavaria","higher education","47","0.452271444024867","0.36169789779247","0.542844990257265","2"
"CDU/CSU","1998","Brandenburg","higher education","9","","","","2"
"CDU/CSU","1998","Baden-Württemberg","general elemantary","50","0.488031021025239","0.401436853018738","0.574625189031741","2"
"CDU/CSU","1998","Baden-Württemberg","middle vocational","130","0.421640077314454","0.368116608453773","0.475163546175135","2"
"CDU/CSU","1998","Berlin","general elemantary","5","","","","2"
"CDU/CSU","1998","Berlin","middle vocational","29","","","","2"
"CDU/CSU","1998","Berlin","vocational + Abi","1","","","","2"
"CDU/CSU","1998","Bremen","general elemantary","2","","","","2"
"CDU/CSU","1998","Bremen","middle vocational","10","","","","2"
"CDU/CSU","1998","Brandenburg","inadequately","","","","","2"
"CDU/CSU","1998","Brandenburg","middle vocational","23","","","","2"
"CDU/CSU","1998","Brandenburg","vocational + Abi","4","","","","2"
"CDU/CSU","1998","Baden-Württemberg","higher vocational","19","","","","2"
"CDU/CSU","1998","Berlin","in school","","","","","2"
"CDU/CSU","1998","Berlin","inadequately","","","","","2"
"CDU/CSU","1998","Brandenburg","in school","","","","","2"
"CDU/CSU","1998","Brandenburg","higher vocational","7","","","","2"
"CDU/CSU","1998","Bremen","in school","","","","","2"
